problem,method,seed,probe,policy,coords,loss,grad_norm,n_params,n_blocks,top1,top2,min,top1_rel_resid,top2_rel_resid,min_rel_resid,top1_start1,min_start1,converged_start0,converged_start1,iterations_start0,iterations_start1,min_rayleigh_f64,source
gaussian_s1_train_saved_rel,gaussian_postrelu,1,train_probe,saved,relative,0.28923945128917694,2.7244397477897757,268336,698,2180.213843061129,1800.7498421722737,-5.49282603889553,4.98167747315208e-07,5.455094549189128e-07,0.00024851666514180546,2180.2138501893037,-5.492813920251477,True,True,90,70,-5.4925195855697915,maxlefrr
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,0.7145313024520874,6.089825662874684,268336,698,2848.838422313595,2657.0941026204696,-9.470851522343036,4.6912937117844804e-07,5.002122278449456e-07,0.0001216059407521094,2848.838381259211,-9.47085107869635,True,True,60,50,-9.4708093851391,maxlefrr
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,0.7145313024520874,6.089825662874684,268336,698,4592.718360179871,4246.740011865588,-15.080122010888577,4.709946736569099e-07,5.24124714362024e-07,0.0006291541260847209,4592.718337082067,-15.080134357968465,True,True,50,50,-15.080055742159116,maxlefrr
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,0.7176654934883118,4.688154782082113,268336,698,2846.146676067084,2833.025053198772,-5.890847590240181,5.078555037503489e-07,4.885547640827894e-07,0.0003366385827758543,2846.1467971976317,-5.890598055521552,True,True,80,60,-5.890451602905268,maxlefrr
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,0.7176654934883118,4.688154782082113,268336,698,4583.18331595517,4534.36423880452,-9.341134939715348,4.836106850274134e-07,5.166983253237573e-07,0.0004687649504235789,4583.1833094609865,-9.341163282034149,True,True,80,80,-9.340383483268932,maxlefrr
plain_s1_train_centre_frozen_ord,plain,1,train_probe,centre_frozen,ordinary,0.1990513578057289,2.884039331723026,268336,698,2117.175452989193,1942.2836178198856,-3.946751986251483,4.505844808645765e-07,5.022792590788415e-07,0.00022291369678274897,2117.1753138453364,-3.9466681008062747,True,True,80,70,-3.946627330501857,maxlefrr
plain_s1_train_centre_frozen_rel,plain,1,train_probe,centre_frozen,relative,0.1990513578057289,2.884039331723026,268336,698,3396.060340679414,3109.881590304147,-6.2268962261844205,4.570454241580063e-07,5.062004667875299e-07,0.00015631306943026882,3396.060331592816,-6.226320928033698,True,True,80,60,-6.226689484545144,maxlefrr
plain_s1_train_saved_ord,plain,1,train_probe,saved,ordinary,0.1968081071972847,3.308771472070774,268336,698,2183.353983861659,2037.5452791667692,-4.545861000596373,4.92966109567054e-07,4.82502680608936e-07,0.0001117659764957409,2183.3539940570263,-4.545813403657017,True,True,60,60,-4.546048133509929,maxlefrr
plain_s1_train_saved_rel,plain,1,train_probe,saved,relative,0.1968081071972847,3.308771472070774,268336,698,3482.838340492203,3280.81482743722,-7.167855792479827,4.798336905852996e-07,5.206101261192233e-07,0.0007223844899573492,3482.8382529799846,-7.167939455134187,True,True,60,60,-7.1681486347352354,maxlefrr
resolution_s1_test_centre_frozen_ord,resolution_max_b1,1,test_probe,centre_frozen,ordinary,0.5631025433540344,3.8627505042761983,268336,698,1596.0470627416648,1525.8573655874206,-5.9373829702490735,4.926482708920507e-07,5.139302134694984e-07,9.947893589984994e-05,1596.0470245220324,-5.937380735600891,True,True,60,60,-5.937160641020186,maxlefrr
resolution_s1_test_centre_frozen_rel,resolution_max_b1,1,test_probe,centre_frozen,relative,0.5631025433540344,3.8627505042761983,268336,698,2542.2097290468073,2431.9041377681087,-9.360791572304137,4.98208602581914e-07,4.88970145439533e-07,8.229855351780431e-05,2542.209759733015,-9.360793476095303,True,True,60,60,-9.360468291690124,maxlefrr
resolution_s1_test_saved_ord,resolution_max_b1,1,test_probe,saved,ordinary,0.5634313225746155,3.0314642086016166,268336,698,1645.5719246699766,1575.886696547159,-3.8646707812030776,5.134932507615053e-07,5.520582836387127e-07,0.0003477859769629889,1645.571928847195,-3.8646763899931513,True,True,80,80,-3.8646629306654536,maxlefrr
resolution_s1_test_saved_rel,resolution_max_b1,1,test_probe,saved,relative,0.5634313225746155,3.0314642086016166,268336,698,2619.3243862532468,2508.9880824714164,-6.086164849995283,5.002792024914949e-07,5.044108354942117e-07,0.00016551501937124916,2619.3243699928735,-6.086161520218964,True,True,80,90,-6.086156616471787,maxlefrr
resolution_s1_train_centre_frozen_ord,resolution_max_b1,1,train_probe,centre_frozen,ordinary,0.3049263656139374,2.5404907114490407,268336,698,1433.3969499007662,1312.5854252136992,-3.5484317308149427,4.937426231468688e-07,4.992508412488065e-07,0.0002925756171122279,1433.3968853606125,-3.5484302104078114,True,True,60,70,-3.548370896434337,maxlefrr
resolution_s1_train_centre_frozen_rel,resolution_max_b1,1,train_probe,centre_frozen,relative,0.3049263656139374,2.5404907114490407,268336,698,2284.2534891619985,2088.992714686494,-5.603932034839177,4.683450678917432e-07,4.971469800073974e-07,0.0005362238227455513,2284.2534395340726,-5.603893214088551,True,True,60,60,-5.603871117273282,maxlefrr
resolution_s1_train_saved_ord,resolution_max_b1,1,train_probe,saved,ordinary,0.3033616542816162,2.6193126428168503,268336,698,1428.7541317805167,1384.8040087330717,-3.2545854466817086,4.844360784865192e-07,5.229079027492252e-07,0.0008170030951281834,1428.7540909310537,-3.2546582471782366,True,True,60,80,-3.254492933460413,maxlefrr
resolution_s1_train_saved_rel,resolution_max_b1,1,train_probe,saved,relative,0.3033616542816162,2.6193126428168503,268336,698,2275.904324163985,2203.957470358874,-5.143773824101318,4.755192130968394e-07,4.951571640035712e-07,0.00025403263754464556,2275.904278747544,-5.14370535878566,True,True,70,70,-5.143589275049529,maxlefrr
combined_s0_test_centre_frozen_ord,resolution_max_b1_gaussian_conv,0,test_probe,centre_frozen,ordinary,0.5280258059501648,3.6931394178125836,268336,698,1315.2820907412558,1043.7842067727806,-5.013121163070165,4.3972764044651294e-07,4.6677574863282444e-07,0.0007071610584142144,1315.2820646418115,-5.013143667793863,True,True,50,60,-5.013624804775963,maxnicaise
combined_s0_test_centre_frozen_rel,resolution_max_b1_gaussian_conv,0,test_probe,centre_frozen,relative,0.5280258059501648,3.6931394178125836,268336,698,2114.1234673230347,1687.074256006795,-8.018412061985035,4.2630226452883274e-07,4.5298295346770204e-07,0.0008144215461857123,2114.1235493292843,-8.018433489396804,True,True,60,60,-8.019218314461519,maxnicaise
combined_s0_test_saved_ord,resolution_max_b1_gaussian_conv,0,test_probe,saved,ordinary,0.5324288457632065,4.4765630750116,268336,698,1282.4118996984985,1021.980078636639,-6.028920376420922,4.363686925271377e-07,4.719619877366834e-07,0.0001466670949444061,1282.411889618443,-6.028900373586946,True,True,70,50,-6.0290255466492395,maxnicaise
combined_s0_test_saved_rel,resolution_max_b1_gaussian_conv,0,test_probe,saved,relative,0.5324288457632065,4.4765630750116,268336,698,2058.57312567461,1654.8060536000578,-9.628799917554527,4.339916364849458e-07,4.836656639009314e-07,0.00011769019583075407,2058.5731458178557,-9.628785658409312,True,True,80,70,-9.628912083916557,maxnicaise
combined_s0_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,ordinary,0.3066259175539017,2.1933466029467374,268336,698,1219.0239036425764,922.6323459595831,-2.9483404174699115,4.256871424780711e-07,4.2954331145183343e-07,0.0001895573785135559,1219.0239243286526,-2.948342447040956,True,True,70,60,-2.948476690449422,maxnicaise
combined_s0_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,relative,0.3066259175539017,2.1933466029467374,268336,698,1959.8753284798336,1489.049724023224,-4.720962740032198,3.9101937666056137e-07,4.1298453801433845e-07,0.00032624877969113534,1959.875313288943,-4.720971170835716,True,True,60,60,-4.721182962318665,maxnicaise
combined_s0_train_saved_ord,resolution_max_b1_gaussian_conv,0,train_probe,saved,ordinary,0.30663037300109863,1.9479538769131557,268336,698,1217.483530414775,913.7452255017784,-2.2841058990864336,3.9264472030233695e-07,4.569325919440356e-07,0.0006442539798412347,1217.4835280162406,-2.2841301333336217,True,True,80,70,-2.2840652221878237,maxnicaise
combined_s0_train_saved_rel,resolution_max_b1_gaussian_conv,0,train_probe,saved,relative,0.30663037300109863,1.9479538769131557,268336,698,1956.4135106598753,1474.894074527733,-3.6951679619433673,4.372655532740901e-07,4.2387317571803097e-07,0.0002516581741205107,1956.4134914262002,-3.6950412170262767,True,True,90,80,-3.695101887819254,maxnicaise
gaussian_s0_test_centre_frozen_ord,gaussian_postrelu,0,test_probe,centre_frozen,ordinary,0.5683609247207642,4.0614395712764075,268336,698,1356.2467165930718,1329.341934629106,-5.570887211864414,5.578103679464565e-07,5.476540991928695e-07,0.00016101433675826628,1356.2467073884452,-5.570855684749503,True,True,80,70,-5.57086255343836,maxnicaise
gaussian_s0_test_centre_frozen_rel,gaussian_postrelu,0,test_probe,centre_frozen,relative,0.5683609247207642,4.0614395712764075,268336,698,2213.269249994601,2183.8876899794495,-8.960242749758308,5.209219740766635e-07,5.326556808841856e-07,0.00035418587669740995,2213.2691945865727,-8.960187210404833,True,True,70,70,-8.960237407054619,maxnicaise
gaussian_s0_test_saved_ord,gaussian_postrelu,0,test_probe,saved,ordinary,0.5654670894145966,4.282540197236224,268336,698,1329.9110723297745,1293.4086303978886,-6.017368401909715,5.425956559862838e-07,5.163787260270965e-07,0.0001687290980591544,1329.9110874778862,-6.017369434576356,True,True,70,70,-6.017180953466702,maxnicaise
gaussian_s0_test_saved_rel,gaussian_postrelu,0,test_probe,saved,relative,0.5654670894145966,4.282540197236224,268336,698,2170.571630381849,2122.68764296691,-9.671734005272569,5.325944823251365e-07,4.981898382443708e-07,0.00045951566125779,2170.57168492541,-9.67175269411856,True,True,70,80,-9.671412773414884,maxnicaise
gaussian_s0_train_centre_frozen_ord,gaussian_postrelu,0,train_probe,centre_frozen,ordinary,0.28243449330329895,2.5144684469640457,268336,698,1319.860435756021,1156.017310620918,-2.909103855047335,4.984549632801759e-07,5.452070089801722e-07,0.0008460903842627205,1319.8604107220908,-2.909177515312509,True,True,90,100,-2.908976962862595,maxnicaise
gaussian_s0_train_centre_frozen_rel,gaussian_postrelu,0,train_probe,centre_frozen,relative,0.28243449330329895,2.5144684469640457,268336,698,2153.8686701872034,1885.5398994899767,-4.6918248278655,4.926012699642085e-07,5.49771600804203e-07,0.00023460984178482776,2153.8685895020153,-4.691819575517151,True,True,100,110,-4.691664029164597,maxnicaise
gaussian_s0_train_saved_ord,gaussian_postrelu,0,train_probe,saved,ordinary,0.28343909978866577,2.5295194363653835,268336,698,1301.963336996178,1136.5579031605553,-2.9056741641199912,5.175018806651354e-07,5.487179856378941e-07,0.0002403397597415955,1301.9633367272743,-2.9056665506470543,True,True,80,90,-2.905679315521098,maxnicaise
gaussian_s0_train_saved_rel,gaussian_postrelu,0,train_probe,saved,relative,0.28343909978866577,2.5295194363653835,268336,698,2124.4227993925138,1855.1607855667796,-4.679171665153603,4.974285742359357e-07,5.65169394530055e-07,0.0006325585537010176,2124.4227433591063,-4.67914083457679,True,True,90,80,-4.679174885045885,maxnicaise
plain_s0_test_centre_frozen_ord,plain,0,test_probe,centre_frozen,ordinary,0.7570303976535797,6.644235959695446,268336,698,3009.1041378720984,2117.879575860623,-9.381808011576009,4.901022733184277e-07,5.904088134417396e-07,0.00011998004030538665,3009.1040862457917,-9.381804718195554,True,True,70,60,-9.381818397935891,maxnicaise
plain_s0_test_centre_frozen_rel,plain,0,test_probe,centre_frozen,relative,0.7570303976535797,6.644235959695446,268336,698,4816.541365101975,3366.533494954177,-14.768652307041462,4.83317827340491e-07,5.501485322409007e-07,0.00039420694869012887,4816.541355311698,-14.768679352783195,True,True,50,60,-14.768619047953901,maxnicaise
plain_s0_test_saved_ord,plain,0,test_probe,saved,ordinary,0.7621461749076843,7.343812965836728,268336,698,2988.6282788438034,2080.6184323388625,-10.622786502595554,4.963644656119895e-07,5.644864951233065e-07,0.00018449177179315107,2988.628331508435,-10.622725626278992,True,True,60,50,-10.62335601119366,maxnicaise
plain_s0_test_saved_rel,plain,0,test_probe,saved,relative,0.7621461749076843,7.343812965836728,268336,698,4783.129208026173,3310.712786487696,-16.734270689258324,4.917841253666626e-07,5.842529343264957e-07,0.00015465192797785938,4783.129137433301,-16.734241398486635,True,True,60,50,-16.735197205413062,maxnicaise
plain_s0_train_centre_frozen_ord,plain,0,train_probe,centre_frozen,ordinary,0.2221803069114685,2.810781554986,268336,698,2390.4589733988887,1685.78042525928,-3.5833394743178304,4.644267960846817e-07,5.590640881087763e-07,0.0002983079347516204,2390.458898962033,-3.583282903578812,True,True,70,60,-3.583563839694767,maxnicaise
plain_s0_train_centre_frozen_rel,plain,0,train_probe,centre_frozen,relative,0.2221803069114685,2.810781554986,268336,698,3825.8410574417762,2671.9214880085724,-5.631889274175698,4.592635691233014e-07,5.210330954541797e-07,0.00035936252513976827,3825.841039157119,-5.631861180935042,True,True,70,70,-5.632228711984125,maxnicaise
plain_s0_train_saved_ord,plain,0,train_probe,saved,ordinary,0.22352873533964157,2.6719993978198704,268336,698,2351.418102372386,1638.1400510139313,-3.1511903593165353,4.619329994099619e-07,5.677844112338476e-07,9.434776308772671e-05,2351.418094539261,-3.1511363964215486,True,True,80,80,-3.151058032416087,maxnicaise
plain_s0_train_saved_rel,plain,0,train_probe,saved,relative,0.22352873533964157,2.6719993978198704,268336,698,3765.648110480673,2598.263837894025,-5.003403044097425,4.4528645579427983e-07,5.629523534514019e-07,0.0004205083977762296,3765.6480097376657,-5.003056330336526,True,True,90,70,-5.003271684783811,maxnicaise
resolution_s0_test_centre_frozen_ord,resolution_max_b1,0,test_probe,centre_frozen,ordinary,0.5604128837585449,3.7155013919363835,268336,698,1650.5891883900645,1203.4820951717988,-4.639215390907316,4.936396077192656e-07,5.181926276897677e-07,0.00023493936088925038,1650.5892391782252,-4.639218594973692,True,True,70,70,-4.639218120405789,maxnicaise
resolution_s0_test_centre_frozen_rel,resolution_max_b1,0,test_probe,centre_frozen,relative,0.5604128837585449,3.7155013919363835,268336,698,2609.08408979299,1895.9905423061007,-7.352810091699587,4.445991144360993e-07,5.455380382979932e-07,0.00046954828873801014,2609.0841264253168,-7.352824002644791,True,True,60,70,-7.352791138972838,maxnicaise
resolution_s0_test_saved_ord,resolution_max_b1,0,test_probe,saved,ordinary,0.5638476610183716,4.338956570284136,268336,698,1648.417201994099,1228.2855704883812,-5.740034151389292,4.5960039769594516e-07,5.556356125716371e-07,0.00016982011732152727,1648.4172104152215,-5.740017894405616,True,True,70,70,-5.740387910521062,maxnicaise
resolution_s0_test_saved_rel,resolution_max_b1,0,test_probe,saved,relative,0.5638476610183716,4.338956570284136,268336,698,2605.479752650056,1934.1003335383914,-9.044464116683681,4.411099729684029e-07,5.4194167886884e-07,0.00040301387996705416,2605.479802832371,-9.044476836532485,True,True,60,70,-9.04506864085416,maxnicaise
resolution_s0_train_centre_frozen_ord,resolution_max_b1,0,train_probe,centre_frozen,ordinary,0.3181024044752121,2.30833264186602,268336,698,1528.6884656250706,1070.13490019422,-2.702532921982537,4.509025027197146e-07,5.142939768543025e-07,0.00031075522909593923,1528.6884520502365,-2.70250715281437,True,True,70,70,-2.7028875159222974,maxnicaise
resolution_s0_train_centre_frozen_rel,resolution_max_b1,0,train_probe,centre_frozen,relative,0.3181024044752121,2.30833264186602,268336,698,2416.9778312233066,1693.8561459287791,-4.351977943733867,4.758890543083551e-07,5.007792532653131e-07,0.0005760052325509438,2416.9778664383834,-4.3519591778412865,True,True,70,70,-4.352617008647916,maxnicaise
resolution_s0_train_saved_ord,resolution_max_b1,0,train_probe,saved,ordinary,0.3205525130033493,2.9854811433682364,268336,698,1531.3892123588812,1083.8263678259525,-3.6407062708904414,4.6038301752037547e-07,5.146428403938828e-07,0.00026009433119474865,1531.3891852896286,-3.6407077275594326,True,True,90,70,-3.640774933811636,maxnicaise
resolution_s0_train_saved_rel,resolution_max_b1,0,train_probe,saved,relative,0.3205525130033493,2.9854811433682364,268336,698,2421.5583950804635,1711.9637217766356,-5.735327815960694,4.5963248794257383e-07,5.017187380853199e-07,0.00012282497697519587,2421.5584572188804,-5.7353033527293436,True,True,70,60,-5.735440321748755,maxnicaise
combined_s2_test_centre_frozen_ord,resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,ordinary,0.5407951027154922,3.1795988695754085,268336,698,1322.5836227898296,1175.405251290246,-4.235448196570314,4.713613666400294e-07,5.059830207031325e-07,0.00023243703647195878,1322.5836420253331,-4.235354429187668,True,True,70,60,-4.23545184496279,maxnikezz
combined_s2_test_centre_frozen_rel,resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,relative,0.5407951027154922,3.1795988695754085,268336,698,2148.843265270672,1892.8953630227945,-6.846196706949457,4.878272988885896e-07,5.053916884599751e-07,0.00016027539594247895,2148.8432525863004,-6.846186984561851,True,True,70,70,-6.846212532299388,maxnikezz
combined_s2_test_saved_ord,resolution_max_b1_gaussian_conv,2,test_probe,saved,ordinary,0.5439988225698471,3.8082212798808457,268336,698,1346.7399413612202,1177.309486639655,-5.601275055245134,4.784675968557886e-07,5.491128954595351e-07,0.0005275309158520472,1346.7399699118298,-5.601283941838553,True,True,70,70,-5.601474085673663,maxnikezz
combined_s2_test_saved_rel,resolution_max_b1_gaussian_conv,2,test_probe,saved,relative,0.5439988225698471,3.8082212798808457,268336,698,2188.7543042919333,1896.9699583740792,-8.95761646933787,4.6128069106015165e-07,4.99735448633128e-07,0.0002286817365743147,2188.754373503946,-8.95761733212186,True,True,80,70,-8.95794580571135,maxnikezz
combined_s2_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,ordinary,0.29257166385650635,2.3139718723635463,268336,698,1152.9011684792956,950.9020101176404,-3.019436067818948,4.98250124613681e-07,4.247960457750382e-07,0.0002863069763171721,1152.9011250144665,-3.019411911684128,True,True,70,70,-3.019034583697323,maxnikezz
combined_s2_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,relative,0.29257166385650635,2.3139718723635463,268336,698,1871.1465656690175,1542.1187356089447,-4.835150184802208,4.6246123742194535e-07,4.804561432993297e-07,0.00012825504236209923,1871.146583052623,-4.835137181556748,True,True,80,70,-4.834398225700642,maxnikezz
combined_s2_train_saved_ord,resolution_max_b1_gaussian_conv,2,train_probe,saved,ordinary,0.2934541255235672,2.5892952777629765,268336,698,1148.072371423497,970.8502237842451,-3.783598311654325,4.7623777551859323e-07,4.3245192481898274e-07,0.0006540264933748651,1148.0723637986791,-3.783605917158982,True,True,60,70,-3.783536608739784,maxnikezz
combined_s2_train_saved_rel,resolution_max_b1_gaussian_conv,2,train_probe,saved,relative,0.2934541255235672,2.5892952777629765,268336,698,1865.8573297027208,1573.064779922937,-6.016984838108461,4.711148440809081e-07,4.277463503434501e-07,0.0007094084581356896,1865.8574162958116,-6.017010484013443,True,True,60,70,-6.016900270890295,maxnikezz
gaussian_s2_test_centre_frozen_ord,gaussian_postrelu,2,test_probe,centre_frozen,ordinary,0.5980935990810394,3.5195002704181038,268336,698,1449.2722435605874,1059.9235377420437,-4.81201568846076,6.060357599154495e-07,5.744231836582335e-07,0.00013291472000480985,1449.2722522727,-4.812006460804948,True,True,80,70,-4.811937694024371,maxnikezz
gaussian_s2_test_centre_frozen_rel,gaussian_postrelu,2,test_probe,centre_frozen,relative,0.5980935990810394,3.5195002704181038,268336,698,2378.5781042673448,1747.1459968584843,-7.764737145770668,5.811689048184865e-07,6.24637058329825e-07,0.00010399166419437878,2378.5781366433266,-7.764738260449693,True,True,80,80,-7.764636382163902,maxnikezz
gaussian_s2_test_saved_ord,gaussian_postrelu,2,test_probe,saved,ordinary,0.6000042259693146,3.6155573278542095,268336,698,1461.247622795377,1105.2576311955188,-4.676802343684874,5.877165722446452e-07,6.389793945148488e-07,0.0007551958596137508,1461.2475530626457,-4.676832493551966,True,True,70,80,-4.67666197766358,maxnikezz
gaussian_s2_test_saved_rel,gaussian_postrelu,2,test_probe,saved,relative,0.6000042259693146,3.6155573278542095,268336,698,2398.043952135255,1804.6115833929798,-7.577437529972494,5.958828505346114e-07,5.649488588752882e-07,0.00022513276035990393,2398.0439778792584,-7.577398716581766,True,True,80,80,-7.577178403042952,maxnikezz
gaussian_s2_train_centre_frozen_ord,gaussian_postrelu,2,train_probe,centre_frozen,ordinary,0.2518327832221985,2.6103647768229403,268336,698,1166.6761106844774,1032.628640752123,-3.2963605560378357,5.546066752981618e-07,5.258607914681195e-07,0.00044796415295798663,1166.6761036796333,-3.2963387066381054,True,True,70,60,-3.296260868715326,maxnikezz
gaussian_s2_train_centre_frozen_rel,gaussian_postrelu,2,train_probe,centre_frozen,relative,0.2518327832221985,2.6103647768229403,268336,698,1911.1260318214088,1684.389495290452,-5.3984296735446256,5.745933637672918e-07,5.188633145364207e-07,0.00015824178489342398,1911.1260590105421,-5.398431482328303,True,True,70,80,-5.398257056960408,maxnikezz
gaussian_s2_train_saved_ord,gaussian_postrelu,2,train_probe,saved,ordinary,0.25091830641031265,2.704375186265533,268336,698,1166.7391622189384,1066.8347658518062,-3.3979744270189522,5.582393399749382e-07,5.458832348792701e-07,0.0008256590180868943,1166.7391571645876,-3.3980041194848565,True,True,70,80,-3.398032000312355,maxnikezz
gaussian_s2_train_saved_rel,gaussian_postrelu,2,train_probe,saved,relative,0.25091830641031265,2.704375186265533,268336,698,1912.5672890485264,1737.7508075126473,-5.529763501757522,5.571378523837135e-07,5.475493001947309e-07,0.000821543925464271,1912.5672664878937,-5.529810327530751,True,True,70,80,-5.529896449472739,maxnikezz
plain_s2_test_centre_frozen_ord,plain,2,test_probe,centre_frozen,ordinary,0.7352325618267059,6.147846125842796,268336,698,3468.8872617381858,2766.6733564379124,-8.952989648597873,5.063620333818248e-07,5.547029677354986e-07,0.000543671793794658,3468.8874079590655,-8.953045489171444,True,True,70,70,-8.952525175696694,maxnikezz
plain_s2_test_centre_frozen_rel,plain,2,test_probe,centre_frozen,relative,0.7352325618267059,6.147846125842796,268336,698,5623.393450528515,4431.568452137821,-14.160273441436791,4.7089633074972447e-07,5.490209915343235e-07,0.0009124000729631613,5623.393530601462,-14.160574478065536,True,True,60,70,-14.159478743969888,maxnikezz
plain_s2_test_saved_ord,plain,2,test_probe,saved,ordinary,0.7384138405323029,7.2569101909053675,268336,698,3510.2276433304805,2765.692306645388,-10.769169642646663,4.7255839101168046e-07,5.619495602428746e-07,0.0002523981385191089,3510.2276159771945,-10.769172647619136,True,True,70,70,-10.769146760910488,maxnikezz
plain_s2_test_saved_rel,plain,2,test_probe,saved,relative,0.7384138405323029,7.2569101909053675,268336,698,5690.534048123792,4433.378219766371,-17.056254346307384,4.661031582694543e-07,5.726993049846915e-07,0.00023731720466934388,5690.534046005252,-17.056258598144936,True,True,70,70,-17.056217595253393,maxnikezz
plain_s2_train_centre_frozen_ord,plain,2,train_probe,centre_frozen,ordinary,0.19441744685173035,2.487161956485978,268336,698,2510.258988969921,2011.4329565171472,-3.26126710559622,4.855328287767003e-07,5.866793520849324e-07,0.0008325677575525817,2510.2590000815667,-3.261391018212671,True,True,80,90,-3.2617319941959826,maxnikezz
plain_s2_train_centre_frozen_rel,plain,2,train_probe,centre_frozen,relative,0.19441744685173035,2.487161956485978,268336,698,4063.332358243587,3228.509357933403,-5.1963154311524695,4.917582944067723e-07,5.961239785761058e-07,0.000653301773172634,4063.332395500705,-5.1964274114285205,True,True,70,80,-5.197074401097192,maxnikezz
plain_s2_train_saved_ord,plain,2,train_probe,saved,ordinary,0.19614462554454803,3.6422787494708513,268336,698,2550.734700277317,2046.1623143110778,-5.043661702109482,4.727204813829396e-07,5.928471838565521e-07,0.0008035722564991829,2550.7347753722684,-5.04369860985482,True,True,60,60,-5.043663350945404,maxnikezz
plain_s2_train_saved_rel,plain,2,train_probe,saved,relative,0.19614462554454803,3.6422787494708513,268336,698,4132.657460382663,3284.146446773291,-8.003511475781949,5.452811738025853e-07,5.763925394549654e-07,0.00010196194725929034,4132.6574829056735,-8.003511561872708,True,True,60,70,-8.003448185102386,maxnikezz
resolution_s2_test_centre_frozen_ord,resolution_max_b1,2,test_probe,centre_frozen,ordinary,0.5525311231613159,3.615064016342779,268336,698,1619.8203928454022,1231.7231108800408,-5.068611462563025,5.363095077980459e-07,5.156166035357407e-07,7.050175428716137e-05,1619.8203769318864,-5.068610069156628,True,True,70,80,-5.068734686420669,maxnikezz
resolution_s2_test_centre_frozen_rel,resolution_max_b1,2,test_probe,centre_frozen,relative,0.5525311231613159,3.615064016342779,268336,698,2577.4548640158728,1992.561109704164,-8.022663251517574,5.279159540396138e-07,5.4060697196208e-07,0.00020814894749536942,2577.4549119741196,-8.022662633831237,True,True,70,70,-8.022893132244903,maxnikezz
resolution_s2_test_saved_ord,resolution_max_b1,2,test_probe,saved,ordinary,0.5576944947242737,4.278951019835972,268336,698,1591.8302955384138,1236.376465973438,-6.765043181637521,5.31113124615601e-07,5.452332154024484e-07,0.0008491865619839279,1591.8303203509317,-6.765079794857011,True,True,50,60,-6.76503677462366,maxnikezz
resolution_s2_test_saved_rel,resolution_max_b1,2,test_probe,saved,relative,0.5576944947242737,4.278951019835972,268336,698,2534.9537305055915,2001.2807302120857,-10.681184109763766,5.723816410198094e-07,5.112634135758078e-07,0.0006586285446663663,2534.9537880039406,-10.681204391356605,True,True,60,60,-10.681176201023957,maxnikezz
resolution_s2_train_centre_frozen_ord,resolution_max_b1,2,train_probe,centre_frozen,ordinary,0.28940995037555695,2.3372362301252707,268336,698,1298.7747593366207,1072.2586143296442,-3.143682834719099,5.537395179589094e-07,4.854426623780555e-07,0.0003191637952617807,1298.774753015647,-3.1436863594888127,True,True,80,70,-3.1437596437989535,maxnikezz
resolution_s2_train_centre_frozen_rel,resolution_max_b1,2,train_probe,centre_frozen,relative,0.28940995037555695,2.3372362301252707,268336,698,2077.548370301266,1732.508870889579,-4.999981554833503,5.039920852479692e-07,5.020840913082597e-07,0.0005766785889944625,2077.5483526135968,-4.999967290743797,True,True,80,70,-5.00009975033074,maxnikezz
resolution_s2_train_saved_ord,resolution_max_b1,2,train_probe,saved,ordinary,0.2905312180519104,2.741919289983407,268336,698,1316.2210703719672,1085.790075293157,-3.8999019712648315,4.937739092213648e-07,5.342199368606383e-07,0.00015971359556916017,1316.2210937237958,-3.899888624816715,True,True,90,80,-3.9001011228275098,maxnikezz
resolution_s2_train_saved_rel,resolution_max_b1,2,train_probe,saved,relative,0.2905312180519104,2.741919289983407,268336,698,2109.6807184473523,1751.2608525682758,-6.1746843418783675,5.411871577979981e-07,5.139944143312916e-07,0.00010258673727104792,2109.680741691246,-6.174685195903095,True,True,90,90,-6.17498651268799,maxnikezz
