method,seed,policy,split,direction,amplitude,S_f32,S_f64,abs_diff
gaussian_postrelu,0,recalibrated,test_probe,1,0.01,0.001006584167480451,0.001006627590647402,4.342316695105097e-08
gaussian_postrelu,0,recalibrated,test_probe,1,0.02,0.003299201965332066,0.0032992367330434424,3.4767711376559873e-08
gaussian_postrelu,0,recalibrated,test_probe,1,0.05,0.021056472778320234,0.02105650873264253,3.595432229719364e-08
gaussian_postrelu,0,centre_frozen,train_probe,0,0.005,0.001213577270507804,0.0012135662441286055,1.1026379198586511e-08
gaussian_postrelu,0,centre_frozen,train_probe,0,0.01,0.004559013366699172,0.0045589442042200945,6.916247907717832e-08
gaussian_postrelu,0,centre_frozen,train_probe,0,0.02,0.016182945251464853,0.016182926674938813,1.8576526039648655e-08
gaussian_postrelu,0,centre_frozen,train_probe,0,0.05,0.09511258697509767,0.09511260689123924,1.9916141569265022e-08
gaussian_postrelu,0,centre_frozen,train_probe,1,0.005,0.0007890624999999929,0.0007890317299068528,3.0770093140120025e-08
gaussian_postrelu,0,centre_frozen,train_probe,1,0.01,0.003454818725585951,0.0034548021473053137,1.6578280637169485e-08
gaussian_postrelu,0,centre_frozen,train_probe,1,0.02,0.014327514648437512,0.01432746226076187,5.2387675641973885e-08
gaussian_postrelu,0,centre_frozen,train_probe,1,0.05,0.08949343109130858,0.08949345759218325,2.6500874661383733e-08
gaussian_postrelu,0,centre_frozen,test_probe,0,0.005,0.0004913177490234455,0.0004914155492575789,9.78002341334161e-08
gaussian_postrelu,0,centre_frozen,test_probe,0,0.01,0.0017841949462890083,0.0017841566345526694,3.8311736338947355e-08
gaussian_postrelu,0,centre_frozen,test_probe,0,0.02,0.007851982116699241,0.007852051049155206,6.893245596550912e-08
gaussian_postrelu,0,centre_frozen,test_probe,0,0.05,0.062133651733398465,0.06213364384081632,7.892582143398386e-09
gaussian_postrelu,0,centre_frozen,test_probe,1,0.005,0.0008409881591796564,0.0008409712038904837,1.6955289172670973e-08
gaussian_postrelu,0,centre_frozen,test_probe,1,0.01,0.0032440567016601696,0.00324408647627783,2.977461766029421e-08
gaussian_postrelu,0,centre_frozen,test_probe,1,0.02,0.012102653503417993,0.012102635236751924,1.8266666068633697e-08
gaussian_postrelu,0,centre_frozen,test_probe,1,0.05,0.076818130493164,0.07681825055671065,1.200635466602762e-07
gaussian_postrelu,1,saved,train_probe,0,0.005,0.0008589401245116535,0.0008590187382740422,7.861376238871287e-08
gaussian_postrelu,1,saved,train_probe,0,0.01,0.0034059219360351167,0.003405962651334693,4.0715299576277175e-08
gaussian_postrelu,1,saved,train_probe,0,0.02,0.013082008361816388,0.01308202802166536,1.9659848971009808e-08
gaussian_postrelu,1,saved,train_probe,0,0.05,0.07854148864746097,0.07854156224315462,7.359569365039675e-08
gaussian_postrelu,1,saved,train_probe,1,0.005,0.0018206405639648593,0.001820671531374829,3.0967409969662185e-08
gaussian_postrelu,1,saved,train_probe,1,0.01,0.007713081359863261,0.0077131010412054835,1.9681342222632736e-08
gaussian_postrelu,1,saved,train_probe,1,0.02,0.030332969665527287,0.03033303903431145,6.936878416130554e-08
gaussian_postrelu,1,saved,train_probe,1,0.05,0.1998911361694336,0.199891037727346,9.844208759268724e-08
gaussian_postrelu,1,saved,test_probe,0,0.005,0.00046911621093759237,0.0004690899584786079,2.6252458984465932e-08
gaussian_postrelu,1,saved,test_probe,0,0.01,0.0022715530395507333,0.0022716062443961516,5.320484541826431e-08
gaussian_postrelu,1,saved,test_probe,0,0.02,0.009839904785156284,0.009839928736182113,2.3951025829305195e-08
gaussian_postrelu,1,saved,test_probe,0,0.05,0.061963165283203114,0.06196317844599175,1.3162788636833511e-08
gaussian_postrelu,1,saved,test_probe,1,0.005,0.0011681671142578232,0.0011682581826051308,9.106834730765456e-08
gaussian_postrelu,1,saved,test_probe,1,0.01,0.005266487121582175,0.005266503635983133,1.651440095784551e-08
gaussian_postrelu,1,saved,test_probe,1,0.02,0.022854568481445403,0.022854471440143964,9.704130143894929e-08
gaussian_postrelu,1,saved,test_probe,1,0.05,0.17549728393554687,0.1754972181451202,6.579042666210455e-08
gaussian_postrelu,1,recalibrated,train_probe,0,0.005,0.00046407318115238017,0.0004642082741365128,1.3509298413261206e-07
gaussian_postrelu,1,recalibrated,train_probe,0,0.01,0.0017473297119140474,0.001747441749453904,1.1203753985666864e-07
gaussian_postrelu,1,recalibrated,train_probe,0,0.02,0.0064666824340820495,0.006466746996271144,6.456218909489664e-08
gaussian_postrelu,1,recalibrated,train_probe,0,0.05,0.03950321960449221,0.039503345382017274,1.2577752506182094e-07
gaussian_postrelu,1,recalibrated,train_probe,1,0.005,0.0006333007812500124,0.0006334455723792098,1.44791129197408e-07
gaussian_postrelu,1,recalibrated,train_probe,1,0.01,0.0028151397705078463,0.0028153009102991344,1.6113979128817846e-07
gaussian_postrelu,1,recalibrated,train_probe,1,0.02,0.011576522827148494,0.011576672574294011,1.4974714551696522e-07
gaussian_postrelu,1,recalibrated,train_probe,1,0.05,0.07372726440429689,0.07372735599765823,9.159336133990337e-08
gaussian_postrelu,1,recalibrated,test_probe,0,0.005,0.000270980834961021,0.0002707969157382806,1.8391922274041406e-07
gaussian_postrelu,1,recalibrated,test_probe,0,0.01,0.0011031951904296733,0.0011030358376840077,1.5935274566558633e-07
gaussian_postrelu,1,recalibrated,test_probe,0,0.02,0.004146751403808602,0.004146536756900798,2.1464690780348405e-07
gaussian_postrelu,1,recalibrated,test_probe,0,0.05,0.024973937988281292,0.024973835105809306,1.0288247198619871e-07
gaussian_postrelu,1,recalibrated,test_probe,1,0.005,0.0005370330810547941,0.0005368145386051015,2.185424496925492e-07
gaussian_postrelu,1,recalibrated,test_probe,1,0.01,0.002066658020019596,0.0020663623547301224,2.9566528947366777e-07
gaussian_postrelu,1,recalibrated,test_probe,1,0.02,0.008936767578125115,0.00893657761762856,1.8996049655495284e-07
gaussian_postrelu,1,recalibrated,test_probe,1,0.05,0.057747009277343775,0.05774676721340999,2.420639337863406e-07
gaussian_postrelu,1,centre_frozen,train_probe,0,0.005,0.0008532104492187664,0.0008533317686335029,1.21319414736476e-07
gaussian_postrelu,1,centre_frozen,train_probe,0,0.01,0.003319038391113305,0.0033191075813971405,6.919028383567394e-08
gaussian_postrelu,1,centre_frozen,train_probe,0,0.02,0.012850257873535165,0.012850354343237225,9.646970206000915e-08
gaussian_postrelu,1,centre_frozen,train_probe,0,0.05,0.07677616119384767,0.07677631480981445,1.536159667803183e-07
gaussian_postrelu,1,centre_frozen,train_probe,1,0.005,0.0017997970581055123,0.00179990071481545,1.0365670993772724e-07
gaussian_postrelu,1,centre_frozen,train_probe,1,0.01,0.007421470642089867,0.007421532321709556,6.167961968950308e-08
gaussian_postrelu,1,centre_frozen,train_probe,1,0.02,0.02971939086914066,0.02971950034274201,1.0947360135071804e-07
gaussian_postrelu,1,centre_frozen,train_probe,1,0.05,0.19562728881835945,0.195627381836118,9.301775855119487e-08
gaussian_postrelu,1,centre_frozen,test_probe,0,0.005,0.0006666336059570899,0.000666402132035615,2.3147392147482293e-07
gaussian_postrelu,1,centre_frozen,test_probe,0,0.01,0.0025178833007812873,0.0025177610149441643,1.222858371230373e-07
gaussian_postrelu,1,centre_frozen,test_probe,0,0.02,0.009728172302246207,0.00972801692848646,1.5537375974705725e-07
gaussian_postrelu,1,centre_frozen,test_probe,0,0.05,0.059274459838867255,0.05927421758856921,2.4225029804370024e-07
gaussian_postrelu,1,centre_frozen,test_probe,1,0.005,0.0012385406494140883,0.0012384292640091887,1.113854048995222e-07
gaussian_postrelu,1,centre_frozen,test_probe,1,0.01,0.005084098815917981,0.005083888919512614,2.0989640536761556e-07
gaussian_postrelu,1,centre_frozen,test_probe,1,0.02,0.021715988159179744,0.021715806659975745,1.8149920399945785e-07
gaussian_postrelu,1,centre_frozen,test_probe,1,0.05,0.16874827575683593,0.1687481198634374,1.5589339852351003e-07
gaussian_postrelu,2,saved,train_probe,0,0.005,0.0017910194396972834,0.0017910602196720138,4.0779974730398294e-08
gaussian_postrelu,2,saved,train_probe,0,0.01,0.0067427673339843786,0.00674280838235336,4.104836898166653e-08
gaussian_postrelu,2,saved,train_probe,0,0.02,0.028215076446533205,0.02821515982525491,8.337872170471883e-08
gaussian_postrelu,2,saved,train_probe,0,0.05,0.195190444946289,0.19519050032734903,5.5381060015680106e-08
gaussian_postrelu,2,saved,train_probe,1,0.005,0.001132125854492183,0.0011321493798763793,2.3525384196254606e-08
gaussian_postrelu,2,saved,train_probe,1,0.01,0.004512687683105421,0.004512717867580562,3.01844751415814e-08
gaussian_postrelu,2,saved,train_probe,1,0.02,0.017701721191406228,0.017701801978589615,8.078718338744295e-08
gaussian_postrelu,2,saved,train_probe,1,0.05,0.11709693145751954,0.11709696945976511,3.8002245572599236e-08
gaussian_postrelu,2,saved,test_probe,0,0.005,0.001776245117187547,0.001776162414396265,8.270279128197444e-08
gaussian_postrelu,2,saved,test_probe,0,0.01,0.0061373443603516264,0.006137111660037831,2.3270031379585276e-07
gaussian_postrelu,2,saved,test_probe,0,0.02,0.02356060791015635,0.023560519096200272,8.881395607840403e-08
gaussian_postrelu,2,saved,test_probe,0,0.05,0.160750228881836,0.1607499961029316,2.3277890437434223e-07
gaussian_postrelu,2,saved,test_probe,1,0.005,0.0012414245605468777,0.0012413595900360175,6.497051086018502e-08
gaussian_postrelu,2,saved,test_probe,1,0.01,0.004072921752929726,0.004072785900771536,1.3585215818956442e-07
gaussian_postrelu,2,saved,test_probe,1,0.02,0.014517852783203167,0.01451779548301857,5.730018459715325e-08
gaussian_postrelu,2,saved,test_probe,1,0.05,0.09182540893554691,0.09182532182633962,8.710920729182448e-08
gaussian_postrelu,2,recalibrated,train_probe,0,0.005,0.0008211174011230615,0.0008211650549480587,4.765382499716253e-08
gaussian_postrelu,2,recalibrated,train_probe,0,0.01,0.003196811676025424,0.0031968505718641405,3.889583871652391e-08
gaussian_postrelu,2,recalibrated,train_probe,0,0.02,0.013176982879638643,0.013177020235677517,3.735603887333738e-08
gaussian_postrelu,2,recalibrated,train_probe,0,0.05,0.08569279479980468,0.0856927742357082,2.05640964812126e-08
gaussian_postrelu,2,recalibrated,train_probe,1,0.005,0.0005011672973632697,0.0005011544079578933,1.288940537635952e-08
gaussian_postrelu,2,recalibrated,train_probe,1,0.01,0.002040367126464826,0.0020403644726388337,2.65382599229369e-09
gaussian_postrelu,2,recalibrated,train_probe,1,0.02,0.00801969146728515,0.008019673770248092,1.7697037058006515e-08
gaussian_postrelu,2,recalibrated,train_probe,1,0.05,0.049663421630859406,0.049663377302565925,4.4328293480333514e-08
gaussian_postrelu,2,recalibrated,test_probe,0,0.005,0.0007852478027343679,0.0007850795938588728,1.6820887549506836e-07
gaussian_postrelu,2,recalibrated,test_probe,0,0.01,0.0028024291992188033,0.00280227710611336,1.5209310544328503e-07
gaussian_postrelu,2,recalibrated,test_probe,0,0.02,0.008684158325195312,0.008684022912161748,1.3541303356401357e-07
gaussian_postrelu,2,recalibrated,test_probe,0,0.05,0.04881188964843752,0.048811737939034816,1.5170940270703426e-07
gaussian_postrelu,2,recalibrated,test_probe,1,0.005,0.000296981811523489,0.00029683379823830514,1.480132851838789e-07
gaussian_postrelu,2,recalibrated,test_probe,1,0.01,0.001302368164062484,0.0013021841065016249,1.8405756085915215e-07
gaussian_postrelu,2,recalibrated,test_probe,1,0.02,0.004306213378906243,0.004306064215186867,1.4916371937623296e-07
gaussian_postrelu,2,recalibrated,test_probe,1,0.05,0.026651641845703233,0.026651525119189667,1.1672651356597896e-07
gaussian_postrelu,2,centre_frozen,train_probe,0,0.005,0.0015986251831054399,0.0015985570506792945,6.813242614533976e-08
gaussian_postrelu,2,centre_frozen,train_probe,0,0.01,0.006505641937255835,0.006505625935921799,1.6001334035564696e-08
gaussian_postrelu,2,centre_frozen,train_probe,0,0.02,0.02705370330810547,0.02705365924839953,4.405970593923669e-08
gaussian_postrelu,2,centre_frozen,train_probe,0,0.05,0.18712680053710934,0.18712689475185174,9.421474239657002e-08
gaussian_postrelu,2,centre_frozen,train_probe,1,0.005,0.0011513366699218985,0.0011513110222280964,2.5647693802088867e-08
gaussian_postrelu,2,centre_frozen,train_probe,1,0.01,0.004496112823486331,0.00449605242310136,6.040038497134859e-08
gaussian_postrelu,2,centre_frozen,train_probe,1,0.02,0.01742011642456054,0.017420109843234055,6.581326483789951e-09
gaussian_postrelu,2,centre_frozen,train_probe,1,0.05,0.11545001983642572,0.11544998512488658,3.47115391430286e-08
gaussian_postrelu,2,centre_frozen,test_probe,0,0.005,0.0016061859130860334,0.0016059974530471255,1.8846003890793384e-07
gaussian_postrelu,2,centre_frozen,test_probe,0,0.01,0.005978927612304785,0.005978847594157122,8.001814766345205e-08
gaussian_postrelu,2,centre_frozen,test_probe,0,0.02,0.022294540405273455,0.022294440871135413,9.953413804275613e-08
gaussian_postrelu,2,centre_frozen,test_probe,0,0.05,0.1533605041503907,0.1533604271162876,7.703410309645164e-08
gaussian_postrelu,2,centre_frozen,test_probe,1,0.005,0.0009859313964843963,0.0009857566404332108,1.7475605118555393e-07
gaussian_postrelu,2,centre_frozen,test_probe,1,0.01,0.003933044433593769,0.003932880117176074,1.643164176945433e-07
gaussian_postrelu,2,centre_frozen,test_probe,1,0.02,0.01450216674804694,0.014501990224527472,1.7652351946839673e-07
gaussian_postrelu,2,centre_frozen,test_probe,1,0.05,0.09111061096191408,0.09111048953723633,1.2142467775699828e-07
gaussian_postrelu,3,saved,train_probe,0,0.005,0.002400936126708997,0.002400826792863131,1.0933384586575556e-07
gaussian_postrelu,3,saved,train_probe,0,0.01,0.010634017944335938,0.010633899295799998,1.1864853594056868e-07
gaussian_postrelu,3,saved,train_probe,0,0.02,0.052737281799316416,0.052737170438189485,1.1136112693099776e-07
gaussian_postrelu,3,saved,train_probe,0,0.05,0.3700355377197265,0.3700352570709896,2.806487369166888e-07
gaussian_postrelu,3,saved,train_probe,1,0.005,0.001061065673828132,0.0010609678856199345,9.778820819761336e-08
gaussian_postrelu,3,saved,train_probe,1,0.01,0.004610206604003908,0.004610139476867725,6.712713618295396e-08
gaussian_postrelu,3,saved,train_probe,1,0.02,0.02033939361572268,0.02033927182968942,1.2178603325807558e-07
gaussian_postrelu,3,saved,train_probe,1,0.05,0.14635337829589845,0.1463532699781065,1.0831779195807911e-07
gaussian_postrelu,3,saved,test_probe,0,0.005,0.0027553863525390243,0.0027552800216484874,1.063308905369098e-07
gaussian_postrelu,3,saved,test_probe,0,0.01,0.010297653198242274,0.010297512904969275,1.4029327299880379e-07
gaussian_postrelu,3,saved,test_probe,0,0.02,0.04646543884277354,0.04646538939479583,4.94479777124468e-08
gaussian_postrelu,3,saved,test_probe,0,0.05,0.33100595092773444,0.33100583686333573,1.1406439870409457e-07
gaussian_postrelu,3,saved,test_probe,1,0.005,0.0011016998291015767,0.0011015383522982036,1.61476803373084e-07
gaussian_postrelu,3,saved,test_probe,1,0.01,0.0042704162597656525,0.004270354196853954,6.206291169874589e-08
gaussian_postrelu,3,saved,test_probe,1,0.02,0.017173416137695408,0.017173291666784496,1.2447091091161155e-07
gaussian_postrelu,3,saved,test_probe,1,0.05,0.12649691772460947,0.12649689098778893,2.673682053533355e-08
gaussian_postrelu,3,recalibrated,train_probe,0,0.005,0.0013642120361327947,0.0013642277697461513,1.5733613356605503e-08
gaussian_postrelu,3,recalibrated,train_probe,0,0.01,0.005601753234863283,0.005601820957978065,6.772311478275839e-08
gaussian_postrelu,3,recalibrated,train_probe,0,0.02,0.02727060699462891,0.02727067472393141,6.772930249976383e-08
gaussian_postrelu,3,recalibrated,train_probe,0,0.05,0.188926383972168,0.1889264677931654,8.382099742076932e-08
gaussian_postrelu,3,recalibrated,train_probe,1,0.005,0.0006513824462890394,0.000651450810665033,6.836437599355705e-08
gaussian_postrelu,3,recalibrated,train_probe,1,0.01,0.002740203857421908,0.0027402494540759714,4.559665406356217e-08
gaussian_postrelu,3,recalibrated,train_probe,1,0.02,0.012248886108398471,0.012248963353950482,7.724555201038541e-08
gaussian_postrelu,3,recalibrated,train_probe,1,0.05,0.08517848968505859,0.08517850354876444,1.3863705849992414e-08
gaussian_postrelu,3,recalibrated,test_probe,0,0.005,0.001248947143554724,0.0012490371209035178,8.997734879390151e-08
gaussian_postrelu,3,recalibrated,test_probe,0,0.01,0.004252075195312566,0.004252126721645544,5.152633297811349e-08
gaussian_postrelu,3,recalibrated,test_probe,0,0.02,0.020592559814453182,0.02059259531198354,3.549753035958503e-08
gaussian_postrelu,3,recalibrated,test_probe,0,0.05,0.14935278320312506,0.14935287059501223,8.739188717132862e-08
gaussian_postrelu,3,recalibrated,test_probe,1,0.005,0.0005770263671875941,0.0005770138247678247,1.25424197694457e-08
gaussian_postrelu,3,recalibrated,test_probe,1,0.01,0.00196598815917981,0.0019661101257267832,1.2196654697316234e-07
gaussian_postrelu,3,recalibrated,test_probe,1,0.02,0.008593887329101602,0.008593924601312919,3.7272211317329607e-08
gaussian_postrelu,3,recalibrated,test_probe,1,0.05,0.06931616210937497,0.06931625061436986,8.850499488843866e-08
gaussian_postrelu,3,centre_frozen,train_probe,0,0.005,0.0028400230407714666,0.002840072912708269,4.987193680250357e-08
gaussian_postrelu,3,centre_frozen,train_probe,0,0.01,0.011399406433105497,0.011399452982698344,4.6549592847000554e-08
gaussian_postrelu,3,centre_frozen,train_probe,0,0.02,0.05445433807373046,0.0544544258672906,8.779356014398942e-08
gaussian_postrelu,3,centre_frozen,train_probe,0,0.05,0.37200910949707033,0.37200910775831736,1.7387529749335329e-09
gaussian_postrelu,3,centre_frozen,train_probe,1,0.005,0.0012559280395507688,0.0012559486576664836,2.0618115714743368e-08
gaussian_postrelu,3,centre_frozen,train_probe,1,0.01,0.0048874816894531325,0.004887533827088897,5.213763576428221e-08
gaussian_postrelu,3,centre_frozen,train_probe,1,0.02,0.02076482391357426,0.020764882362650672,5.844907641217034e-08
gaussian_postrelu,3,centre_frozen,train_probe,1,0.05,0.14632294464111328,0.1463230194945948,7.485348152425075e-08
gaussian_postrelu,3,centre_frozen,test_probe,0,0.005,0.0028180084228516256,0.002818044228571681,3.580572005557059e-08
gaussian_postrelu,3,centre_frozen,test_probe,0,0.01,0.010514953613281253,0.010514971790889893,1.817760864053497e-08
gaussian_postrelu,3,centre_frozen,test_probe,0,0.02,0.048282852172851554,0.04828287552667798,2.335382642826289e-08
gaussian_postrelu,3,centre_frozen,test_probe,0,0.05,0.3304162139892579,0.33041616658195916,4.740729875329919e-08
gaussian_postrelu,3,centre_frozen,test_probe,1,0.005,0.0011701812744141504,0.0011702682637780848,8.69893639343644e-08
gaussian_postrelu,3,centre_frozen,test_probe,1,0.01,0.004119491577148526,0.004119561585700815,7.000855228866953e-08
gaussian_postrelu,3,centre_frozen,test_probe,1,0.02,0.017226165771484392,0.017226194559805785,2.8788321393413696e-08
gaussian_postrelu,3,centre_frozen,test_probe,1,0.05,0.1283841552734375,0.12838427382699402,1.1855355652734545e-07
gaussian_postrelu,4,saved,train_probe,0,0.005,0.0016644630432128826,0.0016644769212609822,1.387804809960258e-08
gaussian_postrelu,4,saved,train_probe,0,0.01,0.007034523010253924,0.007034616096556312,9.30863023884676e-08
gaussian_postrelu,4,saved,train_probe,0,0.02,0.030699104309082015,0.03069914379915628,3.9490074266179676e-08
gaussian_postrelu,4,saved,train_probe,0,0.05,0.21192339324951176,0.2119234559706708,6.272115904426556e-08
gaussian_postrelu,4,saved,train_probe,1,0.005,0.0014725074768066615,0.001472588636576344,8.115976968259275e-08
gaussian_postrelu,4,saved,train_probe,1,0.01,0.005906337738037115,0.005906360799124377,2.306108726202183e-08
gaussian_postrelu,4,saved,train_probe,1,0.02,0.026571556091308624,0.026571519989658454,3.610165016931788e-08
gaussian_postrelu,4,saved,train_probe,1,0.05,0.20460817718505858,0.20460821062706636,3.344200777410933e-08
gaussian_postrelu,4,saved,test_probe,0,0.005,0.0012733764648437118,0.0012734080436784811,3.157883476934131e-08
gaussian_postrelu,4,saved,test_probe,0,0.01,0.005121673583984299,0.005121751385258944,7.780127464496189e-08
gaussian_postrelu,4,saved,test_probe,0,0.02,0.020130966186523436,0.020131055630994488,8.944447105196929e-08
gaussian_postrelu,4,saved,test_probe,0,0.05,0.1512796325683594,0.1512797566309393,1.2406257987596092e-07
gaussian_postrelu,4,saved,test_probe,1,0.005,0.0015165863037109872,0.0015165575066979908,2.879701299640658e-08
gaussian_postrelu,4,saved,test_probe,1,0.01,0.005627624511718721,0.005627679279424869,5.476770614798454e-08
gaussian_postrelu,4,saved,test_probe,1,0.02,0.020082870483398407,0.020082820641491472,4.9841906935021996e-08
gaussian_postrelu,4,saved,test_probe,1,0.05,0.15260227966308593,0.15260252552589104,2.458628051149603e-07
gaussian_postrelu,4,recalibrated,train_probe,0,0.005,0.0009181442260742245,0.0009179636545425529,1.8057153167161388e-07
gaussian_postrelu,4,recalibrated,train_probe,0,0.01,0.0040646362304687655,0.004064529888577084,1.0634189168134967e-07
gaussian_postrelu,4,recalibrated,train_probe,0,0.02,0.018650596618652315,0.018650444414162193,1.5220449012254278e-07
gaussian_postrelu,4,recalibrated,train_probe,0,0.05,0.12697708892822268,0.12697697722680834,1.117014143403594e-07
gaussian_postrelu,4,recalibrated,train_probe,1,0.005,0.0008400611877441566,0.0008399166829741733,1.445047699832891e-07
gaussian_postrelu,4,recalibrated,train_probe,1,0.01,0.003405025482177748,0.003404815278472917,2.1020370483126882e-07
gaussian_postrelu,4,recalibrated,train_probe,1,0.02,0.01645581817626951,0.01645564897503382,1.6920123568908707e-07
gaussian_postrelu,4,recalibrated,train_probe,1,0.05,0.11718107604980471,0.11718100119706276,7.48527419491829e-08
gaussian_postrelu,4,recalibrated,test_probe,0,0.005,0.0007308197021483887,0.00073076124586402,5.845628436862427e-08
gaussian_postrelu,4,recalibrated,test_probe,0,0.01,0.002842941284179723,0.0028429310787213558,1.0205458367273934e-08
gaussian_postrelu,4,recalibrated,test_probe,0,0.02,0.011139236450195322,0.011139214756969884,2.169322543821295e-08
gaussian_postrelu,4,recalibrated,test_probe,0,0.05,0.08535729980468754,0.08535724344308981,5.6361597722265344e-08
gaussian_postrelu,4,recalibrated,test_probe,1,0.005,0.0010067749023437988,0.0010066597101209274,1.1519222287148523e-07
gaussian_postrelu,4,recalibrated,test_probe,1,0.01,0.0034283599853516256,0.0034282575038758756,1.0248147574998256e-07
gaussian_postrelu,4,recalibrated,test_probe,1,0.02,0.011259292602539106,0.011259231841188266,6.076135083965539e-08
gaussian_postrelu,4,recalibrated,test_probe,1,0.05,0.0794775390625001,0.07947763058192692,9.151942681473457e-08
gaussian_postrelu,4,centre_frozen,train_probe,0,0.005,0.0017154045104980087,0.0017152681452892171,1.3636520879156677e-07
gaussian_postrelu,4,centre_frozen,train_probe,0,0.01,0.007122863769531251,0.007122727749087732,1.360204435196799e-07
gaussian_postrelu,4,centre_frozen,train_probe,0,0.02,0.030903854370117223,0.030903805717397148,4.865272007492649e-08
gaussian_postrelu,4,centre_frozen,train_probe,0,0.05,0.21305841064453124,0.21305832191957275,8.872495849132633e-08
gaussian_postrelu,4,centre_frozen,train_probe,1,0.005,0.0015620651245117356,0.0015619463970235614,1.1872748817420842e-07
gaussian_postrelu,4,centre_frozen,train_probe,1,0.01,0.006274345397949244,0.006274243670415958,1.0172753328596684e-07
gaussian_postrelu,4,centre_frozen,train_probe,1,0.02,0.02716350173950194,0.027163318309562978,1.834299389602556e-07
gaussian_postrelu,4,centre_frozen,train_probe,1,0.05,0.21028472900390627,0.21028459475261863,1.3425128764232852e-07
gaussian_postrelu,4,centre_frozen,test_probe,0,0.005,0.0012865142822265918,0.00128644402342315,7.02588034418028e-08
gaussian_postrelu,4,centre_frozen,test_probe,0,0.01,0.0050785675048828915,0.005078505683161261,6.182172163082811e-08
gaussian_postrelu,4,centre_frozen,test_probe,0,0.02,0.02073986816406259,0.020739866155949138,2.0081134533000977e-09
gaussian_postrelu,4,centre_frozen,test_probe,0,0.05,0.1521985473632813,0.15219849793975082,4.942353049042225e-08
gaussian_postrelu,4,centre_frozen,test_probe,1,0.005,0.0016554565429688362,0.0016553762949514939,8.024801734229925e-08
gaussian_postrelu,4,centre_frozen,test_probe,1,0.01,0.005625564575195363,0.0056255710050431285,6.429847765332397e-09
gaussian_postrelu,4,centre_frozen,test_probe,1,0.02,0.020776840209960956,0.020776838371672324,1.8382886324275205e-09
gaussian_postrelu,4,centre_frozen,test_probe,1,0.05,0.15678494262695308,0.15678495252381697,9.896863883973595e-09
resolution_max_b1_gaussian_conv,0,saved,train_probe,0,0.005,0.0006776580810546884,0.0006776793392435088,2.1258188820372226e-08
resolution_max_b1_gaussian_conv,0,saved,train_probe,0,0.01,0.002706687927246043,0.0027067572817990326,6.935455298950899e-08
resolution_max_b1_gaussian_conv,0,saved,train_probe,0,0.02,0.010754516601562458,0.01075454605249515,2.945093269257626e-08
resolution_max_b1_gaussian_conv,0,saved,train_probe,0,0.05,0.0661622543334961,0.06616233667125138,8.233775528054821e-08
resolution_max_b1_gaussian_conv,0,saved,train_probe,1,0.005,0.0006055984497069788,0.0006056414419592371,4.2992252258233776e-08
resolution_max_b1_gaussian_conv,0,saved,train_probe,1,0.01,0.0026408386230468706,0.0026408904153011337,5.179225426310552e-08
resolution_max_b1_gaussian_conv,0,saved,train_probe,1,0.02,0.01068563079833984,0.010685666965441043,3.6167101202799756e-08
resolution_max_b1_gaussian_conv,0,saved,train_probe,1,0.05,0.06943389892578122,0.06943393767182848,3.874604725950803e-08
resolution_max_b1_gaussian_conv,0,saved,test_probe,0,0.005,0.0005249252319334818,0.0005250457471157599,1.2051518227806923e-07
resolution_max_b1_gaussian_conv,0,saved,test_probe,0,0.01,0.0020378112792969194,0.002037973595309328,1.6231601240868088e-07
resolution_max_b1_gaussian_conv,0,saved,test_probe,0,0.02,0.008283218383789093,0.008283202140392465,1.6243396627757534e-08
resolution_max_b1_gaussian_conv,0,saved,test_probe,0,0.05,0.05376332092285152,0.053763391794010795,7.087115927451038e-08
resolution_max_b1_gaussian_conv,0,saved,test_probe,1,0.005,0.0005761718749999201,0.0005762261696946602,5.429469474016457e-08
resolution_max_b1_gaussian_conv,0,saved,test_probe,1,0.01,0.002473121643066456,0.0024731808515745524,5.920850809637557e-08
resolution_max_b1_gaussian_conv,0,saved,test_probe,1,0.02,0.010294235229492132,0.01029428489738382,4.966789168836527e-08
resolution_max_b1_gaussian_conv,0,saved,test_probe,1,0.05,0.06735595703124997,0.06735602677907249,6.974782251756295e-08
resolution_max_b1_gaussian_conv,0,recalibrated,train_probe,0,0.005,0.0003862304687499707,0.0003862282160549957,2.252694975002356e-09
resolution_max_b1_gaussian_conv,0,recalibrated,train_probe,0,0.01,0.0014302368164062496,0.00143027258846945,3.577206320048987e-08
resolution_max_b1_gaussian_conv,0,recalibrated,train_probe,0,0.02,0.005193824768066402,0.005193795689961089,2.907810531249666e-08
resolution_max_b1_gaussian_conv,0,recalibrated,train_probe,0,0.05,0.030295951843261726,0.03029599222257412,4.0379312393756805e-08
resolution_max_b1_gaussian_conv,0,recalibrated,train_probe,1,0.005,0.00021272277832029562,0.00021276875049341948,4.597217312385382e-08
resolution_max_b1_gaussian_conv,0,recalibrated,train_probe,1,0.01,0.0009030990600585875,0.0009030798224952674,1.9237563320118056e-08
resolution_max_b1_gaussian_conv,0,recalibrated,train_probe,1,0.02,0.0034830093383789174,0.0034830581671929095,4.882881399215222e-08
resolution_max_b1_gaussian_conv,0,recalibrated,train_probe,1,0.05,0.020446014404296886,0.02044603153972152,1.7135424634773244e-08
resolution_max_b1_gaussian_conv,0,recalibrated,test_probe,0,0.005,0.00021199035644536846,0.00021195023797604406,4.011846932439056e-08
