method,seed,policy,split,direction,amplitude,S_f32,S_f64,abs_diff
resolution_max_b1,0,recalibrated,test_probe,0,0.05,0.021248046875000037,0.021248085661651817,3.8786651779254555e-08
resolution_max_b1,0,recalibrated,test_probe,1,0.005,0.00022033691406253553,0.0002204789924077355,1.4207834519996965e-07
resolution_max_b1,0,recalibrated,test_probe,1,0.01,0.0008907623291015687,0.0008907966825443259,3.435344275715124e-08
resolution_max_b1,0,recalibrated,test_probe,1,0.02,0.00302886962890625,0.003028924464035021,5.48351287710247e-08
resolution_max_b1,0,recalibrated,test_probe,1,0.05,0.02144204711914055,0.021442024029562856,2.3089577694257457e-08
resolution_max_b1,0,centre_frozen,train_probe,0,0.005,0.001091072082519573,0.0010910346954814965,3.7387038076541756e-08
resolution_max_b1,0,centre_frozen,train_probe,0,0.01,0.00451054382324223,0.004510569962363098,2.613912086779635e-08
resolution_max_b1,0,centre_frozen,train_probe,0,0.02,0.017431098937988276,0.017431121526807924,2.258881964811721e-08
resolution_max_b1,0,centre_frozen,train_probe,0,0.05,0.1091543884277344,0.10915438076383865,7.663895740250837e-09
resolution_max_b1,0,centre_frozen,train_probe,1,0.005,0.0009313278198242458,0.0009313537187851662,2.5898960920311964e-08
resolution_max_b1,0,centre_frozen,train_probe,1,0.01,0.003585578918457011,0.0035855974225589837,1.8504101972904863e-08
resolution_max_b1,0,centre_frozen,train_probe,1,0.02,0.014283172607421846,0.014283133069401543,3.9538020302209986e-08
resolution_max_b1,0,centre_frozen,train_probe,1,0.05,0.0895913238525391,0.08959135404673224,3.019419314576055e-08
resolution_max_b1,0,centre_frozen,test_probe,0,0.005,0.0008817138671874947,0.0008817424290104015,2.8561822906780776e-08
resolution_max_b1,0,centre_frozen,test_probe,0,0.01,0.003453002929687532,0.003453017214266718,1.428457918617454e-08
resolution_max_b1,0,centre_frozen,test_probe,0,0.02,0.012559646606445263,0.01255962263459065,2.3971854612447885e-08
resolution_max_b1,0,centre_frozen,test_probe,0,0.05,0.09010403442382808,0.09010406539528903,3.097146095143444e-08
resolution_max_b1,0,centre_frozen,test_probe,1,0.005,0.0008641357421874662,0.0008641291664358564,6.575751609894098e-09
resolution_max_b1,0,centre_frozen,test_probe,1,0.01,0.0033672027587889897,0.0033672360581663563,3.329937736662458e-08
resolution_max_b1,0,centre_frozen,test_probe,1,0.02,0.012722839355468807,0.012722849118906643,9.763437835985656e-09
resolution_max_b1,0,centre_frozen,test_probe,1,0.05,0.07815898132324217,0.07815899216114197,1.0837899799831519e-08
resolution_max_b1,1,saved,train_probe,0,0.005,0.0007467346191405988,0.0007467415337174543,6.914576855532317e-09
resolution_max_b1,1,saved,train_probe,0,0.01,0.00299480438232419,0.002994747102067874,5.728025631590583e-08
resolution_max_b1,1,saved,train_probe,0,0.02,0.011987663269042936,0.011987663378903612,1.0986067611185035e-10
resolution_max_b1,1,saved,train_probe,0,0.05,0.07630863189697262,0.07630851563457464,1.1626239798667726e-07
resolution_max_b1,1,saved,train_probe,1,0.005,0.0008725280761718857,0.0008725054620284389,2.261414344673085e-08
resolution_max_b1,1,saved,train_probe,1,0.01,0.0036016159057616903,0.003601610683491685,5.222270005322827e-09
resolution_max_b1,1,saved,train_probe,1,0.02,0.014459846496581996,0.014459814017504902,3.247907709447162e-08
resolution_max_b1,1,saved,train_probe,1,0.05,0.08939441680908206,0.08939435048661498,6.63224670738316e-08
resolution_max_b1,1,saved,test_probe,0,0.005,0.0005600891113282103,0.0005601488893052231,5.97779770128426e-08
resolution_max_b1,1,saved,test_probe,0,0.01,0.002585235595703117,0.002585162468632607,7.312707051010392e-08
resolution_max_b1,1,saved,test_probe,0,0.02,0.01086160278320314,0.010861473579090175,1.2920411296413192e-07
resolution_max_b1,1,saved,test_probe,0,0.05,0.0661654968261719,0.06616535593590256,1.4089026934005489e-07
resolution_max_b1,1,saved,test_probe,1,0.005,0.0006217498779297337,0.0006216813471626725,6.853076706114791e-08
resolution_max_b1,1,saved,test_probe,1,0.01,0.002651199340820254,0.0026511254703938114,7.387042644246833e-08
resolution_max_b1,1,saved,test_probe,1,0.02,0.011077438354492264,0.01107738366937705,5.468511521389274e-08
resolution_max_b1,1,saved,test_probe,1,0.05,0.06942625427246096,0.0694261516160043,1.026564566686261e-07
resolution_max_b1,1,recalibrated,train_probe,0,0.005,0.0002676239013671977,0.00026762597461427173,2.0732470740192355e-09
resolution_max_b1,1,recalibrated,train_probe,0,0.01,0.0009285736083984308,0.0009286174815985593,4.3873200128441425e-08
resolution_max_b1,1,recalibrated,train_probe,0,0.02,0.00392940521240237,0.003929400532153571,4.680248799626696e-09
resolution_max_b1,1,recalibrated,train_probe,0,0.05,0.02462974548339847,0.02462978148548628,3.600208781096015e-08
resolution_max_b1,1,recalibrated,train_probe,1,0.005,0.00027246093750005196,0.0002724514015663426,9.53593370933703e-09
resolution_max_b1,1,recalibrated,train_probe,1,0.01,0.001169555664062516,0.0011695354379776535,2.022608486251798e-08
resolution_max_b1,1,recalibrated,train_probe,1,0.02,0.004898742675781276,0.004898781936429952,3.926064867654233e-08
resolution_max_b1,1,recalibrated,train_probe,1,0.05,0.030804435729980484,0.03080447836268846,4.263270797499885e-08
resolution_max_b1,1,recalibrated,test_probe,0,0.005,0.00017002868652338243,0.00017011729599314407,8.860946976163575e-08
resolution_max_b1,1,recalibrated,test_probe,0,0.01,0.0006796417236327734,0.0006797134487358525,7.172510307906776e-08
resolution_max_b1,1,recalibrated,test_probe,0,0.02,0.002567825317382866,0.0025678252132317336,1.0415113216311056e-10
resolution_max_b1,1,recalibrated,test_probe,0,0.05,0.015763458251953244,0.015763504551652097,4.629969885261431e-08
resolution_max_b1,1,recalibrated,test_probe,1,0.005,0.00025796508789066586,0.00025797640605063066,1.1318159964801566e-08
resolution_max_b1,1,recalibrated,test_probe,1,0.01,0.0010833282470703587,0.0010834290977577155,1.0085068735676828e-07
resolution_max_b1,1,recalibrated,test_probe,1,0.02,0.00431243896484379,0.00431248579597221,4.683112841963322e-08
resolution_max_b1,1,recalibrated,test_probe,1,0.05,0.023842956542968752,0.023842966138397315,9.595428562825248e-09
resolution_max_b1,1,centre_frozen,train_probe,0,0.005,0.0007764739990234193,0.0007764440975570608,2.990146635850621e-08
resolution_max_b1,1,centre_frozen,train_probe,0,0.01,0.0029708938598633217,0.002970905915164135,1.2055300813162972e-08
resolution_max_b1,1,centre_frozen,train_probe,0,0.02,0.011878982543945316,0.011879022941263528,4.039731821281478e-08
resolution_max_b1,1,centre_frozen,train_probe,0,0.05,0.0762507553100586,0.0762507725770224,1.726696380321968e-08
resolution_max_b1,1,centre_frozen,train_probe,1,0.005,0.0008934249877929901,0.0008934321813467427,7.193553752671278e-09
resolution_max_b1,1,centre_frozen,train_probe,1,0.01,0.003642837524414133,0.0036428292244414795,8.299972653613708e-09
resolution_max_b1,1,centre_frozen,train_probe,1,0.02,0.014678085327148482,0.014678101772293561,1.644514507903594e-08
resolution_max_b1,1,centre_frozen,train_probe,1,0.05,0.09057380676269533,0.09057387357308355,6.681038822176077e-08
resolution_max_b1,1,centre_frozen,test_probe,0,0.005,0.0006519622802734215,0.0006519960113684498,3.373109502824434e-08
resolution_max_b1,1,centre_frozen,test_probe,0,0.01,0.002873992919921964,0.002873922070724899,7.084919706468185e-08
resolution_max_b1,1,centre_frozen,test_probe,0,0.02,0.011205932617187608,0.011205977986188942,4.53690013335617e-08
resolution_max_b1,1,centre_frozen,test_probe,0,0.05,0.06617764282226568,0.0661776021138486,4.070841708170292e-08
resolution_max_b1,1,centre_frozen,test_probe,1,0.005,0.000767318725585997,0.0007673176109360691,1.1146499279135469e-09
resolution_max_b1,1,centre_frozen,test_probe,1,0.01,0.0030036315917969514,0.003003655622085377,2.403028842579147e-08
resolution_max_b1,1,centre_frozen,test_probe,1,0.02,0.011853942871093759,0.011853838149720075,1.0472137368378043e-07
resolution_max_b1,1,centre_frozen,test_probe,1,0.05,0.07191928100585943,0.07191932530331824,4.429745881218139e-08
resolution_max_b1,2,saved,train_probe,0,0.005,0.0010097961425781232,0.0010098204829631086,2.4340384985332975e-08
resolution_max_b1,2,saved,train_probe,0,0.01,0.004165687561035136,0.004165785363977714,9.780294257799582e-08
resolution_max_b1,2,saved,train_probe,0,0.02,0.016513099670410147,0.016513167465804834,6.779539468704243e-08
resolution_max_b1,2,saved,train_probe,0,0.05,0.10747071075439452,0.10747072025278964,9.49839512598416e-09
resolution_max_b1,2,saved,train_probe,1,0.005,0.0009906997680664276,0.0009907019426771968,2.1746107692344196e-09
resolution_max_b1,2,saved,train_probe,1,0.01,0.0038823394775390208,0.003882411554989751,7.207745073012362e-08
resolution_max_b1,2,saved,train_probe,1,0.02,0.016083610534667947,0.0160836609780301,5.0443362153984594e-08
resolution_max_b1,2,saved,train_probe,1,0.05,0.1026636734008789,0.10266372972346566,5.6322586761137217e-08
resolution_max_b1,2,saved,test_probe,0,0.005,0.0008426818847656614,0.0008425816902019045,1.0019456375687241e-07
resolution_max_b1,2,saved,test_probe,0,0.01,0.0035174713134765723,0.003517382171709049,8.914176752305991e-08
resolution_max_b1,2,saved,test_probe,0,0.02,0.014008926391601562,0.014008946870818328,2.0479216766844388e-08
resolution_max_b1,2,saved,test_probe,0,0.05,0.09099069213867195,0.09099054160941578,1.5052925617098367e-07
resolution_max_b1,2,saved,test_probe,1,0.005,0.0008281707763672097,0.0008281416781109607,2.9098256248971666e-08
resolution_max_b1,2,saved,test_probe,1,0.01,0.0032182464599609384,0.003218107191322317,1.3926863862145922e-07
resolution_max_b1,2,saved,test_probe,1,0.02,0.013763214111328081,0.013763102082414491,1.1202891359030076e-07
resolution_max_b1,2,saved,test_probe,1,0.05,0.09301335144042977,0.09301318059339836,1.7084703141101443e-07
resolution_max_b1,2,recalibrated,train_probe,0,0.005,0.00025634002685548385,0.00025635120815442614,1.1181298942286588e-08
resolution_max_b1,2,recalibrated,train_probe,0,0.01,0.0011408996582030762,0.0011409454014157383,4.5743212662152644e-08
resolution_max_b1,2,recalibrated,train_probe,0,0.02,0.004750373840332056,0.004750441031496022,6.719116396602942e-08
resolution_max_b1,2,recalibrated,train_probe,0,0.05,0.028602478027343725,0.028602535141397767,5.71140540417403e-08
resolution_max_b1,2,recalibrated,train_probe,1,0.005,0.00022882080078123757,0.00022886467460647708,4.387382523951544e-08
resolution_max_b1,2,recalibrated,train_probe,1,0.01,0.0011712875366211017,0.0011713391957020036,5.1659080901877985e-08
resolution_max_b1,2,recalibrated,train_probe,1,0.02,0.005257598876953096,0.00525765094575148,5.206879838404177e-08
resolution_max_b1,2,recalibrated,train_probe,1,0.05,0.03416699218749997,0.03416700513334958,1.2945849614531824e-08
resolution_max_b1,2,recalibrated,test_probe,0,0.005,0.00019007873535148434,0.00019003154863184157,4.718671964276666e-08
resolution_max_b1,2,recalibrated,test_probe,0,0.01,0.0008932189941406321,0.0008930832852171999,1.3570892343217622e-07
resolution_max_b1,2,recalibrated,test_probe,0,0.02,0.003287399291992177,0.0032872817413602817,1.1755063189511361e-07
resolution_max_b1,2,recalibrated,test_probe,0,0.05,0.01875909423828126,0.01875898690371003,1.0733457123102141e-07
resolution_max_b1,2,recalibrated,test_probe,1,0.005,0.0001617279052734677,0.00016158908927677018,1.3881599669751665e-07
resolution_max_b1,2,recalibrated,test_probe,1,0.01,0.0007697296142578081,0.0007696412952513665,8.831900644157287e-08
resolution_max_b1,2,recalibrated,test_probe,1,0.02,0.0032494659423828454,0.0032493145248230215,1.5141755982384097e-07
resolution_max_b1,2,recalibrated,test_probe,1,0.05,0.022656250000000044,0.0226561882995564,6.170044364317562e-08
resolution_max_b1,2,centre_frozen,train_probe,0,0.005,0.0009803466796874938,0.000980413554262649,6.687457515530681e-08
resolution_max_b1,2,centre_frozen,train_probe,0,0.01,0.004110000610351605,0.0041100361074303815,3.549707877636976e-08
resolution_max_b1,2,centre_frozen,train_probe,0,0.02,0.01655158233642573,0.016551606411995767,2.407557003758498e-08
resolution_max_b1,2,centre_frozen,train_probe,0,0.05,0.1067880325317383,0.10678812537705668,9.284531837794319e-08
resolution_max_b1,2,centre_frozen,train_probe,1,0.005,0.0008541107177734153,0.0008541223132306208,1.1595457205526571e-08
resolution_max_b1,2,centre_frozen,train_probe,1,0.01,0.003696273803710959,0.0036962513578002176,2.2445910741186736e-08
resolution_max_b1,2,centre_frozen,train_probe,1,0.02,0.01602737426757811,0.01602738773013035,1.3462552239662529e-08
resolution_max_b1,2,centre_frozen,train_probe,1,0.05,0.10403128051757815,0.10403127708273013,3.434848017125347e-09
resolution_max_b1,2,centre_frozen,test_probe,0,0.005,0.0009179840087890634,0.0009179434574865253,4.055130253810546e-08
resolution_max_b1,2,centre_frozen,test_probe,0,0.01,0.003924057006835957,0.003923984402486758,7.260434919942327e-08
resolution_max_b1,2,centre_frozen,test_probe,0,0.02,0.01493231201171874,0.014932230609621011,8.140209772911078e-08
resolution_max_b1,2,centre_frozen,test_probe,0,0.05,0.09379402160644523,0.093793924167072,9.743937323669627e-08
resolution_max_b1,2,centre_frozen,test_probe,1,0.005,0.000836120605468782,0.0008360558308425636,6.477462621834462e-08
resolution_max_b1,2,centre_frozen,test_probe,1,0.01,0.0035671997070312322,0.003567061623631518,1.3808339971443928e-07
resolution_max_b1,2,centre_frozen,test_probe,1,0.02,0.014259292602539109,0.014259176268602625,1.1633393648402546e-07
resolution_max_b1,2,centre_frozen,test_probe,1,0.05,0.0948346710205078,0.09483455273742902,1.1828307877603805e-07
resolution_max_b1,3,saved,train_probe,0,0.005,0.0013451232910156041,0.001345189854496498,6.656348089384423e-08
resolution_max_b1,3,saved,train_probe,0,0.01,0.00528755950927734,0.005287629185183218,6.967590587825256e-08
resolution_max_b1,3,saved,train_probe,0,0.02,0.019539611816406233,0.01953964946139153,3.764498529568172e-08
resolution_max_b1,3,saved,train_probe,0,0.05,0.12563185119628906,0.12563196128847298,1.1009218392477038e-07
resolution_max_b1,3,saved,train_probe,1,0.005,0.0010930709838866681,0.0010931466801062384,7.569621957026484e-08
resolution_max_b1,3,saved,train_probe,1,0.01,0.0041498336791991886,0.004149935304435637,1.0162523644829946e-07
resolution_max_b1,3,saved,train_probe,1,0.02,0.016407081604003892,0.01640718003328867,9.842928477832302e-08
resolution_max_b1,3,saved,train_probe,1,0.05,0.09910522460937499,0.09910524965942324,2.5050048257924118e-08
resolution_max_b1,3,saved,test_probe,0,0.005,0.0008947906494141122,0.000894863893571407,7.324415729481615e-08
resolution_max_b1,3,saved,test_probe,0,0.01,0.003945007324218763,0.003945102686368496,9.536214973238089e-08
resolution_max_b1,3,saved,test_probe,0,0.02,0.01659764099121097,0.016597768209519304,1.2721830833228864e-07
resolution_max_b1,3,saved,test_probe,0,0.05,0.1109006805419922,0.11090078906881617,1.0852682397199942e-07
resolution_max_b1,3,saved,test_probe,1,0.005,0.0005440216064452885,0.0005441338563350051,1.1224988971658689e-07
resolution_max_b1,3,saved,test_probe,1,0.01,0.002344894409179732,0.0023449233053108864,2.8896131154532156e-08
resolution_max_b1,3,saved,test_probe,1,0.02,0.010390411376953068,0.010390501794788176,9.041783510799206e-08
resolution_max_b1,3,saved,test_probe,1,0.05,0.07436766052246102,0.07436771313261126,5.2610150236276354e-08
resolution_max_b1,3,recalibrated,train_probe,0,0.005,0.0005552062988281037,0.0005552003775951553,5.921232948402633e-09
resolution_max_b1,3,recalibrated,train_probe,0,0.01,0.0023614120483398393,0.002361513179359953,1.0113102011377606e-07
resolution_max_b1,3,recalibrated,train_probe,0,0.02,0.008420928955078177,0.008420910770050638,1.8185027539363574e-08
resolution_max_b1,3,recalibrated,train_probe,0,0.05,0.04947343444824226,0.04947337424324516,6.020499709880056e-08
resolution_max_b1,3,recalibrated,train_probe,1,0.005,0.00040552520751957477,0.00040553631936907086,1.1111849496092674e-08
resolution_max_b1,3,recalibrated,train_probe,1,0.01,0.001687515258789074,0.0016875324473829556,1.7188593881556358e-08
resolution_max_b1,3,recalibrated,train_probe,1,0.02,0.00683081054687501,0.006830855328700536,4.478182552558607e-08
resolution_max_b1,3,recalibrated,train_probe,1,0.05,0.03954065704345705,0.039540725137486465,6.809402941510001e-08
resolution_max_b1,3,recalibrated,test_probe,0,0.005,0.000370025634765625,0.0003700049574713038,2.067729432120302e-08
resolution_max_b1,3,recalibrated,test_probe,0,0.01,0.0013946838378906534,0.0013947178793642934,3.404147363994525e-08
resolution_max_b1,3,recalibrated,test_probe,0,0.02,0.005326156616210942,0.005326171474213992,1.4858003050122193e-08
resolution_max_b1,3,recalibrated,test_probe,0,0.05,0.03305059814453126,0.03305059646859143,1.6759398313581642e-09
resolution_max_b1,3,recalibrated,test_probe,1,0.005,0.0002200927734374858,0.00022003626052469194,5.651291279384907e-08
resolution_max_b1,3,recalibrated,test_probe,1,0.01,0.0008799896240234695,0.0008799680429143475,2.1581109121981967e-08
resolution_max_b1,3,recalibrated,test_probe,1,0.02,0.0032809600830077112,0.003281050827854015,9.074484630389179e-08
resolution_max_b1,3,recalibrated,test_probe,1,0.05,0.02230702209472657,0.022306991569926993,3.052479957688092e-08
resolution_max_b1,3,centre_frozen,train_probe,0,0.005,0.001226013183593777,0.0012260690248925288,5.584129875169097e-08
resolution_max_b1,3,centre_frozen,train_probe,0,0.01,0.004849029541015626,0.004849062508278323,3.296726269752526e-08
resolution_max_b1,3,centre_frozen,train_probe,0,0.02,0.018913589477539072,0.018913596071079564,6.593540491373062e-09
resolution_max_b1,3,centre_frozen,train_probe,0,0.05,0.12316917419433593,0.12316924947231833,7.527798240314354e-08
resolution_max_b1,3,centre_frozen,train_probe,1,0.005,0.0009402847290038707,0.0009402637832351957,2.094576867506248e-08
resolution_max_b1,3,centre_frozen,train_probe,1,0.01,0.0038716430664062496,0.0038716633535387235,2.0287132473928438e-08
resolution_max_b1,3,centre_frozen,train_probe,1,0.02,0.015687713623046884,0.015687747941793617,3.431874673331947e-08
resolution_max_b1,3,centre_frozen,train_probe,1,0.05,0.09738402557373049,0.09738406426511192,3.8691381432087724e-08
resolution_max_b1,3,centre_frozen,test_probe,0,0.005,0.0009705505371093714,0.0009705833413934384,3.280428406693403e-08
resolution_max_b1,3,centre_frozen,test_probe,0,0.01,0.003934341430664068,0.00393443003504601,8.86043819425808e-08
resolution_max_b1,3,centre_frozen,test_probe,0,0.02,0.01650241088867188,0.016502426549422355,1.5660750474211227e-08
resolution_max_b1,3,centre_frozen,test_probe,0,0.05,0.10931245422363278,0.10931252728848828,7.306485549918307e-08
resolution_max_b1,3,centre_frozen,test_probe,1,0.005,0.0006810150146484562,0.0006810760707337549,6.105608529871631e-08
resolution_max_b1,3,centre_frozen,test_probe,1,0.01,0.0027135925292969265,0.0027135580653983027,3.4463898623826594e-08
resolution_max_b1,3,centre_frozen,test_probe,1,0.02,0.010876937866211023,0.010876960211754771,2.234554374869191e-08
resolution_max_b1,3,centre_frozen,test_probe,1,0.05,0.07476702880859376,0.07476694024139297,8.856720079553071e-08
resolution_max_b1,4,saved,train_probe,0,0.005,0.001269508361816385,0.001269479129231088,2.9232585296856683e-08
resolution_max_b1,4,saved,train_probe,0,0.01,0.0052878723144531015,0.005287824990524215,4.732392888673331e-08
resolution_max_b1,4,saved,train_probe,0,0.02,0.021993133544921883,0.021993131058332394,2.486589489869573e-09
resolution_max_b1,4,saved,train_probe,0,0.05,0.13485381317138673,0.13485379796630187,1.5205084857861095e-08
resolution_max_b1,4,saved,train_probe,1,0.005,0.0010153121948242583,0.0010153476782964188,3.548347216053571e-08
resolution_max_b1,4,saved,train_probe,1,0.01,0.004419593811035127,0.004419646150674084,5.2339638956233614e-08
resolution_max_b1,4,saved,train_probe,1,0.02,0.01822727966308596,0.01822735189648328,7.223339731909917e-08
resolution_max_b1,4,saved,train_probe,1,0.05,0.11891128540039059,0.11891133540961923,5.000922864706325e-08
resolution_max_b1,4,saved,test_probe,0,0.005,0.0010542297363281827,0.0010541998884230352,2.9847905147484255e-08
resolution_max_b1,4,saved,test_probe,0,0.01,0.003962081909179571,0.003961989393112653,9.251606691851322e-08
resolution_max_b1,4,saved,test_probe,0,0.02,0.01563259887695312,0.01563254197137942,5.690557369764093e-08
resolution_max_b1,4,saved,test_probe,0,0.05,0.10586785888671868,0.1058677393808698,1.1950584888342775e-07
resolution_max_b1,4,saved,test_probe,1,0.005,0.0009424438476562935,0.0009423924396467775,5.140800951597413e-08
resolution_max_b1,4,saved,test_probe,1,0.01,0.0037636108398436674,0.0037635244967939574,8.634304971000262e-08
resolution_max_b1,4,saved,test_probe,1,0.02,0.01456188964843752,0.014561790512495953,9.913594156696348e-08
resolution_max_b1,4,saved,test_probe,1,0.05,0.09994500732421874,0.09994493917916825,6.814505049135278e-08
resolution_max_b1,4,recalibrated,train_probe,0,0.005,0.0006641540527343448,0.0006640595022816553,9.455045268946805e-08
resolution_max_b1,4,recalibrated,train_probe,0,0.01,0.0025272140502929363,0.002527168819141501,4.5231151435398687e-08
resolution_max_b1,4,recalibrated,train_probe,0,0.02,0.010360733032226566,0.010360677844439947,5.518778661839363e-08
resolution_max_b1,4,recalibrated,train_probe,0,0.05,0.058886405944824194,0.058886306096022856,9.984880133817597e-08
resolution_max_b1,4,recalibrated,train_probe,1,0.005,0.0004937515258788827,0.0004937176282580058,3.3897620876910395e-08
resolution_max_b1,4,recalibrated,train_probe,1,0.01,0.00185211181640621,0.0018521228097167497,1.0993310539664236e-08
resolution_max_b1,4,recalibrated,train_probe,1,0.02,0.007254692077636737,0.007254599427460484,9.265017625326166e-08
resolution_max_b1,4,recalibrated,train_probe,1,0.05,0.04358855438232423,0.04358856753968343,1.3157359202153884e-08
resolution_max_b1,4,recalibrated,test_probe,0,0.005,0.0003661651611328587,0.0003660502059318338,1.149552010248911e-07
resolution_max_b1,4,recalibrated,test_probe,0,0.01,0.001348144531249984,0.0013480484556590566,9.607559092739137e-08
resolution_max_b1,4,recalibrated,test_probe,0,0.02,0.0043821716308594105,0.004382067427456504,1.0420340290639984e-07
resolution_max_b1,4,recalibrated,test_probe,0,0.05,0.029986206054687492,0.02998604673552696,1.59319160530913e-07
resolution_max_b1,4,recalibrated,test_probe,1,0.005,0.00031439208984374023,0.0003143321520396869,5.993780405333382e-08
resolution_max_b1,4,recalibrated,test_probe,1,0.01,0.0013689270019531241,0.0013687847036536471,1.4229829947698391e-07
resolution_max_b1,4,recalibrated,test_probe,1,0.02,0.004460510253906258,0.004460464273149722,4.5980756535612954e-08
resolution_max_b1,4,recalibrated,test_probe,1,0.05,0.025220275878906184,0.02522023549640695,4.038249923343784e-08
resolution_max_b1,4,centre_frozen,train_probe,0,0.005,0.0014222030639648442,0.0014221850507585287,1.8013206315448116e-08
resolution_max_b1,4,centre_frozen,train_probe,0,0.01,0.005850234985351532,0.005850137888573637,9.709677789571103e-08
resolution_max_b1,4,centre_frozen,train_probe,0,0.02,0.023794113159179675,0.023794065936085018,4.722309465687857e-08
resolution_max_b1,4,centre_frozen,train_probe,0,0.05,0.1417543487548828,0.14175424437016942,1.0438471337304023e-07
resolution_max_b1,4,centre_frozen,train_probe,1,0.005,0.001155143737792963,0.0011550993783780439,4.43594149190929e-08
resolution_max_b1,4,centre_frozen,train_probe,1,0.01,0.004672927856445297,0.004672936830375507,8.973930210043335e-09
resolution_max_b1,4,centre_frozen,train_probe,1,0.02,0.01864014434814454,0.018640125290153964,1.9057990574555816e-08
resolution_max_b1,4,centre_frozen,train_probe,1,0.05,0.11936805725097654,0.11936804795904427,9.291932279165138e-09
resolution_max_b1,4,centre_frozen,test_probe,0,0.005,0.001015426635742167,0.0010154217777748054,4.8579673617155095e-09
resolution_max_b1,4,centre_frozen,test_probe,0,0.01,0.0042353668212891105,0.0042352990196995455,6.780158956498639e-08
resolution_max_b1,4,centre_frozen,test_probe,0,0.02,0.01647239685058599,0.016472262301641227,1.3454894476350177e-07
resolution_max_b1,4,centre_frozen,test_probe,0,0.05,0.11279539489746093,0.11279528382495863,1.110725023067971e-07
resolution_max_b1,4,centre_frozen,test_probe,1,0.005,0.0010580139160156765,0.0010579015663682023,1.1234964747419696e-07
resolution_max_b1,4,centre_frozen,test_probe,1,0.01,0.0038889160156250213,0.003888829099826574,8.6915798447329e-08
resolution_max_b1,4,centre_frozen,test_probe,1,0.02,0.014440414428710913,0.014440332060733141,8.236797777172455e-08
resolution_max_b1,4,centre_frozen,test_probe,1,0.05,0.09912013244628903,0.09912008974988706,4.269640196952196e-08
gaussian_postrelu,0,saved,train_probe,0,0.005,0.0011183853149414058,0.0011184410084307816,5.5693489375840954e-08
gaussian_postrelu,0,saved,train_probe,0,0.01,0.004179412841796848,0.004179480385907597,6.754411074894051e-08
gaussian_postrelu,0,saved,train_probe,0,0.02,0.015462402343750015,0.015462492958052299,9.061430228385348e-08
gaussian_postrelu,0,saved,train_probe,0,0.05,0.09327137756347653,0.09327146726852836,8.970505183114597e-08
gaussian_postrelu,0,saved,train_probe,1,0.005,0.0007834548950195197,0.0007835017451338078,4.685011428806618e-08
gaussian_postrelu,0,saved,train_probe,1,0.01,0.003248077392578097,0.003248159870114009,8.24775359120622e-08
gaussian_postrelu,0,saved,train_probe,1,0.02,0.01351522064208982,0.013515371769244,1.5112715417986422e-07
gaussian_postrelu,0,saved,train_probe,1,0.05,0.08667375183105469,0.0866739236539098,1.718228551106371e-07
gaussian_postrelu,0,saved,test_probe,0,0.005,0.0002576217651366619,0.0002577386805282522,1.1691539159031095e-07
gaussian_postrelu,0,saved,test_probe,0,0.01,0.0014875488281249627,0.0014876070323830426,5.820425807989693e-08
gaussian_postrelu,0,saved,test_probe,0,0.02,0.008083236694335971,0.00808322609195522,1.0602380751123519e-08
gaussian_postrelu,0,saved,test_probe,0,0.05,0.06239903259277346,0.062399078592484614,4.5999711151267775e-08
gaussian_postrelu,0,saved,test_probe,1,0.005,0.0006906356811523517,0.0006907868300907172,1.5114893836543075e-07
gaussian_postrelu,0,saved,test_probe,1,0.01,0.0028358001708983505,0.0028359863207597646,1.8614986141418655e-07
gaussian_postrelu,0,saved,test_probe,1,0.02,0.0115543441772461,0.011554445374332922,1.0119708682143624e-07
gaussian_postrelu,0,saved,test_probe,1,0.05,0.07593791198730471,0.07593802317943443,1.1119212972587889e-07
gaussian_postrelu,0,recalibrated,train_probe,0,0.005,0.0008337097167968599,0.0008336877564275591,2.1960369300799698e-08
gaussian_postrelu,0,recalibrated,train_probe,0,0.01,0.0031605072021484437,0.0031604821260996507,2.507604879298242e-08
gaussian_postrelu,0,recalibrated,train_probe,0,0.02,0.011022148132324217,0.011022136031043628,1.210128058870552e-08
gaussian_postrelu,0,recalibrated,train_probe,0,0.05,0.06184843444824217,0.0618484231197266,1.1328515570063757e-08
gaussian_postrelu,0,recalibrated,train_probe,1,0.005,0.00032865142822263715,0.0003286569062848632,5.4780622260608425e-09
gaussian_postrelu,0,recalibrated,train_probe,1,0.01,0.0014930419921874716,0.0014930655454330477,2.3553245576124482e-08
gaussian_postrelu,0,recalibrated,train_probe,1,0.02,0.006254661560058605,0.0062546369163075655,2.4643751039832296e-08
gaussian_postrelu,0,recalibrated,train_probe,1,0.05,0.03728170013427734,0.03728171570056138,1.5566284039536527e-08
gaussian_postrelu,0,recalibrated,test_probe,0,0.005,0.00035535430908195664,0.000355415164381534,6.085529957733371e-08
gaussian_postrelu,0,recalibrated,test_probe,0,0.01,0.0012402496337889923,0.001240336343259263,8.670947027056286e-08
gaussian_postrelu,0,recalibrated,test_probe,0,0.02,0.0046123886108397905,0.004612452699186309,6.408834651860928e-08
gaussian_postrelu,0,recalibrated,test_probe,0,0.05,0.029990036010742238,0.029990087810887966,5.1800145728364555e-08
gaussian_postrelu,0,recalibrated,test_probe,1,0.005,0.0002540435791015261,0.0002540319393126156,1.1639788910500215e-08
