pair,seed,alpha,policy,train_probe_ce,test_probe_ce,source
resolution_combined,0,0.12,recalibrated,0.4470337371826172,0.63918505859375,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.14,recalibrated,0.48660482788085935,0.668382568359375,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.16,recalibrated,0.531027587890625,0.7016835327148437,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.18,recalibrated,0.5801649169921875,0.7389588928222657,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.2,recalibrated,0.6334480590820313,0.7793665771484375,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.22,recalibrated,0.6884019165039063,0.8231115417480469,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.24,recalibrated,0.7456290893554688,0.870839599609375,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.26,recalibrated,0.804917724609375,0.9222530822753906,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.28,recalibrated,0.8655438842773437,0.9757017211914063,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.3,recalibrated,0.92544384765625,1.0301205139160157,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.32,recalibrated,0.9841178283691406,1.0838364868164063,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.34,recalibrated,1.0414990234375,1.1332315063476563,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.36,recalibrated,1.09674365234375,1.1811943969726562,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.38,recalibrated,1.14779736328125,1.2267178344726561,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.4,recalibrated,1.1933397827148438,1.267817138671875,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.42,recalibrated,1.233702392578125,1.3036400146484375,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.44,recalibrated,1.2661050415039063,1.3321649169921874,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.46,recalibrated,1.2897825317382812,1.3536422729492188,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.48,recalibrated,1.3037601318359375,1.3671876831054688,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.5,recalibrated,1.3082142944335937,1.370307373046875,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.52,recalibrated,1.3014888916015626,1.362140869140625,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.54,recalibrated,1.2855404663085936,1.343260498046875,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.56,recalibrated,1.260119140625,1.31566455078125,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.58,recalibrated,1.223212158203125,1.2802105712890626,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.6,recalibrated,1.17736474609375,1.23667138671875,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.62,recalibrated,1.1234309692382813,1.1871602172851563,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.64,recalibrated,1.0645768432617186,1.1343945922851562,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.66,recalibrated,1.0026378479003906,1.0796255798339844,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.68,recalibrated,0.9381956176757813,1.0240495300292969,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.7000000000000001,recalibrated,0.8737159423828125,0.9663673706054687,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.72,recalibrated,0.8102291259765625,0.9098464660644531,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.74,recalibrated,0.7486740112304687,0.856789794921875,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.76,recalibrated,0.689367919921875,0.8060873413085937,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.78,recalibrated,0.6332340698242187,0.7589299011230469,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.8,recalibrated,0.5807503051757813,0.7153421936035156,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.8200000000000001,recalibrated,0.5322687072753907,0.6770384521484375,v2:interp__resolution_combined__seed0.jsonl
