method,epoch,state_label,state,seed,policy,split,centre_ce
gaussian_postrelu,12,final,r-_G0,0,saved,test_probe,3.261137939453125
gaussian_postrelu,12,final,r-_G0,0,recalibrated,train_probe,1.4762122192382812
gaussian_postrelu,12,final,r-_G0,0,recalibrated,test_probe,1.4376556396484375
gaussian_postrelu,12,final,r-_G0,1,saved,train_probe,3.355128662109375
gaussian_postrelu,12,final,r-_G0,1,saved,test_probe,3.4210791015625
gaussian_postrelu,12,final,r-_G0,1,recalibrated,train_probe,1.42261083984375
gaussian_postrelu,12,final,r-_G0,1,recalibrated,test_probe,1.4714373779296874
gaussian_postrelu,12,final,r-_G0,2,saved,train_probe,2.863837890625
gaussian_postrelu,12,final,r-_G0,2,saved,test_probe,2.9300628662109376
gaussian_postrelu,12,final,r-_G0,2,recalibrated,train_probe,1.4923316040039063
gaussian_postrelu,12,final,r-_G0,2,recalibrated,test_probe,1.536966064453125
gaussian_postrelu,12,final,r-_G0,3,saved,train_probe,2.2034171142578125
gaussian_postrelu,12,final,r-_G0,3,saved,test_probe,2.2866463623046873
gaussian_postrelu,12,final,r-_G0,3,recalibrated,train_probe,1.3292809448242187
gaussian_postrelu,12,final,r-_G0,3,recalibrated,test_probe,1.36735546875
gaussian_postrelu,12,final,r-_G0,4,saved,train_probe,3.200923583984375
gaussian_postrelu,12,final,r-_G0,4,saved,test_probe,3.26462353515625
gaussian_postrelu,12,final,r-_G0,4,recalibrated,train_probe,1.3749830322265626
gaussian_postrelu,12,final,r-_G0,4,recalibrated,test_probe,1.4377897338867187
gaussian_postrelu,15,before,r-_G0.5,0,saved,train_probe,0.44153652954101563
gaussian_postrelu,15,before,r-_G0.5,0,saved,test_probe,0.6017966613769531
gaussian_postrelu,15,before,r-_G0.5,0,recalibrated,train_probe,0.43338703918457033
gaussian_postrelu,15,before,r-_G0.5,0,recalibrated,test_probe,0.5912542724609375
gaussian_postrelu,15,before,r-_G0.5,1,saved,train_probe,0.4440664978027344
gaussian_postrelu,15,before,r-_G0.5,1,saved,test_probe,0.5761275024414062
gaussian_postrelu,15,before,r-_G0.5,1,recalibrated,train_probe,0.436293701171875
gaussian_postrelu,15,before,r-_G0.5,1,recalibrated,test_probe,0.5652366027832031
gaussian_postrelu,15,before,r-_G0.5,2,saved,train_probe,0.42824459838867185
gaussian_postrelu,15,before,r-_G0.5,2,saved,test_probe,0.6076287536621093
gaussian_postrelu,15,before,r-_G0.5,2,recalibrated,train_probe,0.41901702880859376
gaussian_postrelu,15,before,r-_G0.5,2,recalibrated,test_probe,0.59979345703125
gaussian_postrelu,15,before,r-_G0.5,3,saved,train_probe,0.44517388916015627
gaussian_postrelu,15,before,r-_G0.5,3,saved,test_probe,0.6394109497070313
gaussian_postrelu,15,before,r-_G0.5,3,recalibrated,train_probe,0.42131159973144533
gaussian_postrelu,15,before,r-_G0.5,3,recalibrated,test_probe,0.6127482604980469
gaussian_postrelu,15,before,r-_G0.5,4,saved,train_probe,0.500481216430664
gaussian_postrelu,15,before,r-_G0.5,4,saved,test_probe,0.6389811401367187
gaussian_postrelu,15,before,r-_G0.5,4,recalibrated,train_probe,0.46113330078125
gaussian_postrelu,15,before,r-_G0.5,4,recalibrated,test_probe,0.6006497802734375
gaussian_postrelu,15,after,r-_G0.4,0,saved,train_probe,0.869898193359375
gaussian_postrelu,15,after,r-_G0.4,0,saved,test_probe,0.9268833312988282
gaussian_postrelu,15,after,r-_G0.4,0,recalibrated,train_probe,0.6274827270507812
gaussian_postrelu,15,after,r-_G0.4,0,recalibrated,test_probe,0.7074209289550781
gaussian_postrelu,15,after,r-_G0.4,1,saved,train_probe,0.9661622619628907
gaussian_postrelu,15,after,r-_G0.4,1,saved,test_probe,1.08993017578125
gaussian_postrelu,15,after,r-_G0.4,1,recalibrated,train_probe,0.5854526062011719
gaussian_postrelu,15,after,r-_G0.4,1,recalibrated,test_probe,0.6989841918945312
gaussian_postrelu,15,after,r-_G0.4,2,saved,train_probe,0.7488047180175781
gaussian_postrelu,15,after,r-_G0.4,2,saved,test_probe,0.8819286804199219
gaussian_postrelu,15,after,r-_G0.4,2,recalibrated,train_probe,0.5755089721679687
gaussian_postrelu,15,after,r-_G0.4,2,recalibrated,test_probe,0.7040362854003906
gaussian_postrelu,15,after,r-_G0.4,3,saved,train_probe,0.8159054565429688
gaussian_postrelu,15,after,r-_G0.4,3,saved,test_probe,0.9493394775390624
gaussian_postrelu,15,after,r-_G0.4,3,recalibrated,train_probe,0.5628244018554688
gaussian_postrelu,15,after,r-_G0.4,3,recalibrated,test_probe,0.7074136962890625
gaussian_postrelu,15,after,r-_G0.4,4,saved,train_probe,0.9075687255859375
gaussian_postrelu,15,after,r-_G0.4,4,saved,test_probe,1.0033404541015625
gaussian_postrelu,15,after,r-_G0.4,4,recalibrated,train_probe,0.6373769836425781
gaussian_postrelu,15,after,r-_G0.4,4,recalibrated,test_probe,0.7147549133300781
gaussian_postrelu,15,final,r-_G0,0,saved,train_probe,1.8812943115234375
gaussian_postrelu,15,final,r-_G0,0,saved,test_probe,1.880383544921875
gaussian_postrelu,15,final,r-_G0,0,recalibrated,train_probe,1.1291337890625
gaussian_postrelu,15,final,r-_G0,0,recalibrated,test_probe,1.13111865234375
gaussian_postrelu,15,final,r-_G0,1,saved,train_probe,2.27008544921875
gaussian_postrelu,15,final,r-_G0,1,saved,test_probe,2.3771746826171873
gaussian_postrelu,15,final,r-_G0,1,recalibrated,train_probe,1.0231693115234375
gaussian_postrelu,15,final,r-_G0,1,recalibrated,test_probe,1.1044981079101563
gaussian_postrelu,15,final,r-_G0,2,saved,train_probe,1.7381777954101563
gaussian_postrelu,15,final,r-_G0,2,saved,test_probe,1.8689169921875
gaussian_postrelu,15,final,r-_G0,2,recalibrated,train_probe,1.0479302368164063
gaussian_postrelu,15,final,r-_G0,2,recalibrated,test_probe,1.1287081298828125
gaussian_postrelu,15,final,r-_G0,3,saved,train_probe,1.65146875
gaussian_postrelu,15,final,r-_G0,3,saved,test_probe,1.7278025512695312
gaussian_postrelu,15,final,r-_G0,3,recalibrated,train_probe,1.0266630554199219
gaussian_postrelu,15,final,r-_G0,3,recalibrated,test_probe,1.1065670166015624
gaussian_postrelu,15,final,r-_G0,4,saved,train_probe,2.0646094970703124
gaussian_postrelu,15,final,r-_G0,4,saved,test_probe,2.108813720703125
gaussian_postrelu,15,final,r-_G0,4,recalibrated,train_probe,1.0912817993164063
gaussian_postrelu,15,final,r-_G0,4,recalibrated,test_probe,1.126439697265625
gaussian_postrelu,18,before,r-_G0.4,0,saved,train_probe,0.407974853515625
gaussian_postrelu,18,before,r-_G0.4,0,saved,test_probe,0.6097490539550782
gaussian_postrelu,18,before,r-_G0.4,0,recalibrated,train_probe,0.3928581848144531
gaussian_postrelu,18,before,r-_G0.4,0,recalibrated,test_probe,0.5914911804199219
gaussian_postrelu,18,before,r-_G0.4,1,saved,train_probe,0.4191714324951172
gaussian_postrelu,18,before,r-_G0.4,1,saved,test_probe,0.6003974609375
gaussian_postrelu,18,before,r-_G0.4,1,recalibrated,train_probe,0.4003194885253906
gaussian_postrelu,18,before,r-_G0.4,1,recalibrated,test_probe,0.5883115234375
gaussian_postrelu,18,before,r-_G0.4,2,saved,train_probe,0.35983738708496094
gaussian_postrelu,18,before,r-_G0.4,2,saved,test_probe,0.6006561889648437
gaussian_postrelu,18,before,r-_G0.4,2,recalibrated,train_probe,0.3588972473144531
gaussian_postrelu,18,before,r-_G0.4,2,recalibrated,test_probe,0.5920137939453125
gaussian_postrelu,18,before,r-_G0.4,3,saved,train_probe,0.3741895141601562
gaussian_postrelu,18,before,r-_G0.4,3,saved,test_probe,0.5609466400146484
gaussian_postrelu,18,before,r-_G0.4,3,recalibrated,train_probe,0.35932211303710937
gaussian_postrelu,18,before,r-_G0.4,3,recalibrated,test_probe,0.5576505126953125
gaussian_postrelu,18,before,r-_G0.4,4,saved,train_probe,0.36939077758789063
gaussian_postrelu,18,before,r-_G0.4,4,saved,test_probe,0.6118854675292968
gaussian_postrelu,18,before,r-_G0.4,4,recalibrated,train_probe,0.3626091766357422
gaussian_postrelu,18,before,r-_G0.4,4,recalibrated,test_probe,0.6017619323730469
gaussian_postrelu,18,after,r-_G0.3,0,saved,train_probe,0.6535693359375
gaussian_postrelu,18,after,r-_G0.3,0,saved,test_probe,0.7835354309082031
gaussian_postrelu,18,after,r-_G0.3,0,recalibrated,train_probe,0.5507817993164063
gaussian_postrelu,18,after,r-_G0.3,0,recalibrated,test_probe,0.6873313903808593
gaussian_postrelu,18,after,r-_G0.3,1,saved,train_probe,0.6612657775878906
gaussian_postrelu,18,after,r-_G0.3,1,saved,test_probe,0.8488420715332031
gaussian_postrelu,18,after,r-_G0.3,1,recalibrated,train_probe,0.5179533081054688
gaussian_postrelu,18,after,r-_G0.3,1,recalibrated,test_probe,0.694626953125
gaussian_postrelu,18,after,r-_G0.3,2,saved,train_probe,0.5304705810546875
gaussian_postrelu,18,after,r-_G0.3,2,saved,test_probe,0.7358755798339843
gaussian_postrelu,18,after,r-_G0.3,2,recalibrated,train_probe,0.48099412536621095
gaussian_postrelu,18,after,r-_G0.3,2,recalibrated,test_probe,0.6721992797851563
gaussian_postrelu,18,after,r-_G0.3,3,saved,train_probe,0.5721763305664063
gaussian_postrelu,18,after,r-_G0.3,3,saved,test_probe,0.72222802734375
gaussian_postrelu,18,after,r-_G0.3,3,recalibrated,train_probe,0.4788333435058594
gaussian_postrelu,18,after,r-_G0.3,3,recalibrated,test_probe,0.63916455078125
gaussian_postrelu,18,after,r-_G0.3,4,saved,train_probe,0.5354835052490234
gaussian_postrelu,18,after,r-_G0.3,4,saved,test_probe,0.7685845336914062
gaussian_postrelu,18,after,r-_G0.3,4,recalibrated,train_probe,0.48343118286132813
gaussian_postrelu,18,after,r-_G0.3,4,recalibrated,test_probe,0.6830506286621094
gaussian_postrelu,18,final,r-_G0,0,saved,train_probe,0.709929931640625
gaussian_postrelu,18,final,r-_G0,0,saved,test_probe,0.82893017578125
gaussian_postrelu,18,final,r-_G0,0,recalibrated,train_probe,0.586284912109375
gaussian_postrelu,18,final,r-_G0,0,recalibrated,test_probe,0.7118359680175781
gaussian_postrelu,18,final,r-_G0,1,saved,train_probe,0.7262874450683594
gaussian_postrelu,18,final,r-_G0,1,saved,test_probe,0.9135000305175781
gaussian_postrelu,18,final,r-_G0,1,recalibrated,train_probe,0.54729052734375
gaussian_postrelu,18,final,r-_G0,1,recalibrated,test_probe,0.7204779357910156
gaussian_postrelu,18,final,r-_G0,2,saved,train_probe,0.5775961303710937
gaussian_postrelu,18,final,r-_G0,2,saved,test_probe,0.777635986328125
gaussian_postrelu,18,final,r-_G0,2,recalibrated,train_probe,0.5118847351074218
gaussian_postrelu,18,final,r-_G0,2,recalibrated,test_probe,0.6955548706054687
gaussian_postrelu,18,final,r-_G0,3,saved,train_probe,0.6204642944335937
gaussian_postrelu,18,final,r-_G0,3,saved,test_probe,0.7628362731933593
gaussian_postrelu,18,final,r-_G0,3,recalibrated,train_probe,0.5083995361328125
gaussian_postrelu,18,final,r-_G0,3,recalibrated,test_probe,0.6612705383300781
gaussian_postrelu,18,final,r-_G0,4,saved,train_probe,0.5839944458007813
gaussian_postrelu,18,final,r-_G0,4,saved,test_probe,0.8132868041992187
gaussian_postrelu,18,final,r-_G0,4,recalibrated,train_probe,0.514257080078125
gaussian_postrelu,18,final,r-_G0,4,recalibrated,test_probe,0.706269775390625
gaussian_postrelu,21,before,r-_G0.3,0,saved,train_probe,0.3696404266357422
gaussian_postrelu,21,before,r-_G0.3,0,saved,test_probe,0.5867900390625
gaussian_postrelu,21,before,r-_G0.3,0,recalibrated,train_probe,0.36460203552246095
gaussian_postrelu,21,before,r-_G0.3,0,recalibrated,test_probe,0.5779974670410156
gaussian_postrelu,21,before,r-_G0.3,1,saved,train_probe,0.36597352600097655
gaussian_postrelu,21,before,r-_G0.3,1,saved,test_probe,0.581534423828125
gaussian_postrelu,21,before,r-_G0.3,1,recalibrated,train_probe,0.35592762756347657
gaussian_postrelu,21,before,r-_G0.3,1,recalibrated,test_probe,0.5702833099365234
gaussian_postrelu,21,before,r-_G0.3,2,saved,train_probe,0.33335487365722655
gaussian_postrelu,21,before,r-_G0.3,2,saved,test_probe,0.5919400939941406
gaussian_postrelu,21,before,r-_G0.3,2,recalibrated,train_probe,0.3285268402099609
gaussian_postrelu,21,before,r-_G0.3,2,recalibrated,test_probe,0.5877836608886718
gaussian_postrelu,21,before,r-_G0.3,3,saved,train_probe,0.32289164733886716
gaussian_postrelu,21,before,r-_G0.3,3,saved,test_probe,0.5605692291259765
gaussian_postrelu,21,before,r-_G0.3,3,recalibrated,train_probe,0.3156425018310547
gaussian_postrelu,21,before,r-_G0.3,3,recalibrated,test_probe,0.5618086242675782
gaussian_postrelu,21,before,r-_G0.3,4,saved,train_probe,0.34035789489746093
gaussian_postrelu,21,before,r-_G0.3,4,saved,test_probe,0.607103515625
gaussian_postrelu,21,before,r-_G0.3,4,recalibrated,train_probe,0.33645965576171877
gaussian_postrelu,21,before,r-_G0.3,4,recalibrated,test_probe,0.6001004028320313
gaussian_postrelu,21,after,r-_G0,0,saved,train_probe,0.3757861328125
gaussian_postrelu,21,after,r-_G0,0,saved,test_probe,0.5881494140625
gaussian_postrelu,21,after,r-_G0,0,recalibrated,train_probe,0.37164271545410155
gaussian_postrelu,21,after,r-_G0,0,recalibrated,test_probe,0.5817229614257813
gaussian_postrelu,21,after,r-_G0,1,saved,train_probe,0.3779031829833984
gaussian_postrelu,21,after,r-_G0,1,saved,test_probe,0.5936226196289063
gaussian_postrelu,21,after,r-_G0,1,recalibrated,train_probe,0.3633826904296875
gaussian_postrelu,21,after,r-_G0,1,recalibrated,test_probe,0.5770408020019532
gaussian_postrelu,21,after,r-_G0,2,saved,train_probe,0.34216349792480466
gaussian_postrelu,21,after,r-_G0,2,saved,test_probe,0.5970285034179688
gaussian_postrelu,21,after,r-_G0,2,recalibrated,train_probe,0.3350227813720703
gaussian_postrelu,21,after,r-_G0,2,recalibrated,test_probe,0.5922714233398437
gaussian_postrelu,21,after,r-_G0,3,saved,train_probe,0.32970635986328123
gaussian_postrelu,21,after,r-_G0,3,saved,test_probe,0.5650292358398438
gaussian_postrelu,21,after,r-_G0,3,recalibrated,train_probe,0.32277069091796873
gaussian_postrelu,21,after,r-_G0,3,recalibrated,test_probe,0.5653292236328125
gaussian_postrelu,21,after,r-_G0,4,saved,train_probe,0.3479236297607422
gaussian_postrelu,21,after,r-_G0,4,saved,test_probe,0.6166210327148437
gaussian_postrelu,21,after,r-_G0,4,recalibrated,train_probe,0.34297157287597657
gaussian_postrelu,21,after,r-_G0,4,recalibrated,test_probe,0.6059405517578125
gaussian_postrelu,21,final,r-_G0,0,saved,train_probe,0.3757861328125
gaussian_postrelu,21,final,r-_G0,0,saved,test_probe,0.5881494140625
gaussian_postrelu,21,final,r-_G0,0,recalibrated,train_probe,0.37164271545410155
gaussian_postrelu,21,final,r-_G0,0,recalibrated,test_probe,0.5817229614257813
gaussian_postrelu,21,final,r-_G0,1,saved,train_probe,0.3779031829833984
gaussian_postrelu,21,final,r-_G0,1,saved,test_probe,0.5936226196289063
gaussian_postrelu,21,final,r-_G0,1,recalibrated,train_probe,0.3633826904296875
gaussian_postrelu,21,final,r-_G0,1,recalibrated,test_probe,0.5770408020019532
gaussian_postrelu,21,final,r-_G0,2,saved,train_probe,0.34216349792480466
gaussian_postrelu,21,final,r-_G0,2,saved,test_probe,0.5970285034179688
gaussian_postrelu,21,final,r-_G0,2,recalibrated,train_probe,0.3350227813720703
gaussian_postrelu,21,final,r-_G0,2,recalibrated,test_probe,0.5922714233398437
gaussian_postrelu,21,final,r-_G0,3,saved,train_probe,0.32970635986328123
gaussian_postrelu,21,final,r-_G0,3,saved,test_probe,0.5650292358398438
gaussian_postrelu,21,final,r-_G0,3,recalibrated,train_probe,0.32277069091796873
gaussian_postrelu,21,final,r-_G0,3,recalibrated,test_probe,0.5653292236328125
gaussian_postrelu,21,final,r-_G0,4,saved,train_probe,0.3479236297607422
gaussian_postrelu,21,final,r-_G0,4,saved,test_probe,0.6166210327148437
gaussian_postrelu,21,final,r-_G0,4,recalibrated,train_probe,0.34297157287597657
gaussian_postrelu,21,final,r-_G0,4,recalibrated,test_probe,0.6059405517578125
resolution_max_b1_gaussian_conv,3,before,r16_G1,0,saved,train_probe,1.0500376281738282
resolution_max_b1_gaussian_conv,3,before,r16_G1,0,saved,test_probe,1.0933988647460937
resolution_max_b1_gaussian_conv,3,before,r16_G1,0,recalibrated,train_probe,1.0278698120117187
resolution_max_b1_gaussian_conv,3,before,r16_G1,0,recalibrated,test_probe,1.0760836181640625
resolution_max_b1_gaussian_conv,3,before,r16_G1,1,saved,train_probe,1.0667848510742188
resolution_max_b1_gaussian_conv,3,before,r16_G1,1,saved,test_probe,1.1166162719726562
resolution_max_b1_gaussian_conv,3,before,r16_G1,1,recalibrated,train_probe,1.0358528442382813
resolution_max_b1_gaussian_conv,3,before,r16_G1,1,recalibrated,test_probe,1.0937632446289063
resolution_max_b1_gaussian_conv,3,before,r16_G1,2,saved,train_probe,0.979761474609375
resolution_max_b1_gaussian_conv,3,before,r16_G1,2,saved,test_probe,1.07082275390625
resolution_max_b1_gaussian_conv,3,before,r16_G1,2,recalibrated,train_probe,0.9635284729003907
resolution_max_b1_gaussian_conv,3,before,r16_G1,2,recalibrated,test_probe,1.0504791259765625
resolution_max_b1_gaussian_conv,3,before,r16_G1,3,saved,train_probe,0.980883056640625
resolution_max_b1_gaussian_conv,3,before,r16_G1,3,saved,test_probe,1.0572351684570314
resolution_max_b1_gaussian_conv,3,before,r16_G1,3,recalibrated,train_probe,0.9783525390625
resolution_max_b1_gaussian_conv,3,before,r16_G1,3,recalibrated,test_probe,1.0530419921875
resolution_max_b1_gaussian_conv,3,before,r16_G1,4,saved,train_probe,1.0246988525390626
resolution_max_b1_gaussian_conv,3,before,r16_G1,4,saved,test_probe,1.1209136962890625
resolution_max_b1_gaussian_conv,3,before,r16_G1,4,recalibrated,train_probe,1.0046600646972657
resolution_max_b1_gaussian_conv,3,before,r16_G1,4,recalibrated,test_probe,1.1019572143554688
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,0,saved,train_probe,1.5307545166015626
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,0,saved,test_probe,1.5421924438476562
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,0,recalibrated,train_probe,1.1234129028320312
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,0,recalibrated,test_probe,1.1657601318359374
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,1,saved,train_probe,1.3076714477539062
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,1,saved,test_probe,1.32598046875
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,1,recalibrated,train_probe,1.111763916015625
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,1,recalibrated,test_probe,1.1508668212890625
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,2,saved,train_probe,1.1565664672851563
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,2,saved,test_probe,1.2564169921875
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,2,recalibrated,train_probe,1.0633601684570313
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,2,recalibrated,test_probe,1.1453013916015624
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,3,saved,train_probe,1.3195908813476562
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,3,saved,test_probe,1.3624722290039062
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,3,recalibrated,train_probe,1.042334228515625
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,3,recalibrated,test_probe,1.1045864868164061
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,4,saved,train_probe,1.4731258544921875
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,4,saved,test_probe,1.527793701171875
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,4,recalibrated,train_probe,1.0910328369140625
resolution_max_b1_gaussian_conv,3,after,r16_G0.85,4,recalibrated,test_probe,1.1558195190429688
resolution_max_b1_gaussian_conv,3,final,r32_G0,0,saved,train_probe,4.1521884765625
resolution_max_b1_gaussian_conv,3,final,r32_G0,0,saved,test_probe,4.147191162109375
resolution_max_b1_gaussian_conv,3,final,r32_G0,0,recalibrated,train_probe,1.854688720703125
resolution_max_b1_gaussian_conv,3,final,r32_G0,0,recalibrated,test_probe,1.8528329467773437
resolution_max_b1_gaussian_conv,3,final,r32_G0,1,saved,train_probe,4.3462978515625
resolution_max_b1_gaussian_conv,3,final,r32_G0,1,saved,test_probe,4.339418212890625
resolution_max_b1_gaussian_conv,3,final,r32_G0,1,recalibrated,train_probe,1.87827392578125
resolution_max_b1_gaussian_conv,3,final,r32_G0,1,recalibrated,test_probe,1.88350830078125
resolution_max_b1_gaussian_conv,3,final,r32_G0,2,saved,train_probe,4.4831865234375
resolution_max_b1_gaussian_conv,3,final,r32_G0,2,saved,test_probe,4.41381591796875
resolution_max_b1_gaussian_conv,3,final,r32_G0,2,recalibrated,train_probe,1.84456982421875
resolution_max_b1_gaussian_conv,3,final,r32_G0,2,recalibrated,test_probe,1.8336196899414063
resolution_max_b1_gaussian_conv,3,final,r32_G0,3,saved,train_probe,4.1914599609375
resolution_max_b1_gaussian_conv,3,final,r32_G0,3,saved,test_probe,4.162722412109375
resolution_max_b1_gaussian_conv,3,final,r32_G0,3,recalibrated,train_probe,1.7477396850585938
resolution_max_b1_gaussian_conv,3,final,r32_G0,3,recalibrated,test_probe,1.760478271484375
resolution_max_b1_gaussian_conv,3,final,r32_G0,4,saved,train_probe,3.4851837158203125
resolution_max_b1_gaussian_conv,3,final,r32_G0,4,saved,test_probe,3.457892578125
resolution_max_b1_gaussian_conv,3,final,r32_G0,4,recalibrated,train_probe,1.8560252075195312
resolution_max_b1_gaussian_conv,3,final,r32_G0,4,recalibrated,test_probe,1.871741943359375
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,0,saved,train_probe,0.7986588745117188
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,0,saved,test_probe,0.8896516723632812
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,0,recalibrated,train_probe,0.7823203125
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,0,recalibrated,test_probe,0.8623814697265625
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,1,saved,train_probe,0.7534578247070313
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,1,saved,test_probe,0.8504135437011718
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,1,recalibrated,train_probe,0.7467248840332031
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,1,recalibrated,test_probe,0.8400605163574218
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,2,saved,train_probe,0.708016845703125
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,2,saved,test_probe,0.8415161743164062
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,2,recalibrated,train_probe,0.6987175598144532
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,2,recalibrated,test_probe,0.82070068359375
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,3,saved,train_probe,0.7096893005371093
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,3,saved,test_probe,0.8138185424804687
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,3,recalibrated,train_probe,0.6992846984863281
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,3,recalibrated,test_probe,0.8054020080566406
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,4,saved,train_probe,0.7546056518554688
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,4,saved,test_probe,0.9012028198242188
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,4,recalibrated,train_probe,0.7264506225585937
resolution_max_b1_gaussian_conv,6,before,r16_G0.85,4,recalibrated,test_probe,0.878149169921875
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,0,saved,train_probe,1.5101444702148437
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,0,saved,test_probe,1.567235595703125
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,0,recalibrated,train_probe,1.0204999084472657
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,0,recalibrated,test_probe,1.1058154907226563
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,1,saved,train_probe,1.4660390014648437
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,1,saved,test_probe,1.4786148681640625
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,1,recalibrated,train_probe,1.0351829833984374
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,1,recalibrated,test_probe,1.056302978515625
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,2,saved,train_probe,1.3294201049804688
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,2,saved,test_probe,1.3285126953125
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,2,recalibrated,train_probe,0.960330078125
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,2,recalibrated,test_probe,0.9866632080078125
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,3,saved,train_probe,1.1401728515625
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,3,saved,test_probe,1.164802490234375
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,3,recalibrated,train_probe,0.9331876220703125
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,3,recalibrated,test_probe,0.9611601867675781
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,4,saved,train_probe,1.6821956176757813
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,4,saved,test_probe,1.7722767944335938
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,4,recalibrated,train_probe,0.9754978637695313
resolution_max_b1_gaussian_conv,6,after,r24_G0.7,4,recalibrated,test_probe,1.0703355407714843
resolution_max_b1_gaussian_conv,6,final,r32_G0,0,saved,train_probe,3.630821044921875
resolution_max_b1_gaussian_conv,6,final,r32_G0,0,saved,test_probe,3.63327685546875
resolution_max_b1_gaussian_conv,6,final,r32_G0,0,recalibrated,train_probe,1.7525302124023439
resolution_max_b1_gaussian_conv,6,final,r32_G0,0,recalibrated,test_probe,1.75435107421875
resolution_max_b1_gaussian_conv,6,final,r32_G0,1,saved,train_probe,3.8102779541015623
resolution_max_b1_gaussian_conv,6,final,r32_G0,1,saved,test_probe,3.7947874755859377
resolution_max_b1_gaussian_conv,6,final,r32_G0,1,recalibrated,train_probe,1.6209683227539062
resolution_max_b1_gaussian_conv,6,final,r32_G0,1,recalibrated,test_probe,1.6556834716796875
resolution_max_b1_gaussian_conv,6,final,r32_G0,2,saved,train_probe,3.606513916015625
resolution_max_b1_gaussian_conv,6,final,r32_G0,2,saved,test_probe,3.532654052734375
resolution_max_b1_gaussian_conv,6,final,r32_G0,2,recalibrated,train_probe,1.5375096435546876
resolution_max_b1_gaussian_conv,6,final,r32_G0,2,recalibrated,test_probe,1.541739990234375
resolution_max_b1_gaussian_conv,6,final,r32_G0,3,saved,train_probe,3.5098621826171876
resolution_max_b1_gaussian_conv,6,final,r32_G0,3,saved,test_probe,3.5115869140625
resolution_max_b1_gaussian_conv,6,final,r32_G0,3,recalibrated,train_probe,1.5824459228515626
resolution_max_b1_gaussian_conv,6,final,r32_G0,3,recalibrated,test_probe,1.6048214111328125
resolution_max_b1_gaussian_conv,6,final,r32_G0,4,saved,train_probe,3.3566751708984377
resolution_max_b1_gaussian_conv,6,final,r32_G0,4,saved,test_probe,3.3809656982421874
resolution_max_b1_gaussian_conv,6,final,r32_G0,4,recalibrated,train_probe,1.7080739135742187
