experiment,config_id,cell_id,seed,group,acc_from_record,ce_from_record,valid,wall_seconds,index_final_acc,index_valid,record
unified_selected,shrink_input_relu,shrink_input_relu__seed0,0,results/kaggle_outputs/unified-j2-20260911-114801,0.8068,0.5694202575683593,True,612.5614642549999,0.8068,True,8d353f2086:results/kaggle_outputs/unified-j2-20260911-114801/unified_job2_20260911-114824/shrink_input_relu__seed0/summary.json
unified_selected,blur_relu,blur_relu__seed0,0,results/kaggle_outputs/unified-j3-20260911-114953,0.8006,0.583874250793457,True,630.0101034549999,0.8006,True,8d353f2086:results/kaggle_outputs/unified-j3-20260911-114953/unified_job3_20260911-115008/blur_relu__seed0/summary.json
unified_selected,plain,plain__seed2,2,results/kaggle_outputs/unified-j3-20260911-114953,0.7605,0.7596251403808594,True,516.0386874239998,0.7605,True,8d353f2086:results/kaggle_outputs/unified-j3-20260911-114953/unified_job3_20260911-115008/plain__seed2/summary.json
unified_selected,shrink_b0_relu,shrink_b0_relu__seed1,1,results/kaggle_outputs/unified-j3-20260911-114953,0.8126,0.5557536041259765,True,642.287837985,0.8126,True,8d353f2086:results/kaggle_outputs/unified-j3-20260911-114953/unified_job3_20260911-115008/shrink_b0_relu__seed1/summary.json
unified_selected,shrink_b0_relu_rf,shrink_b0_relu_rf__seed2,2,results/kaggle_outputs/unified-j3-20260911-114953,0.8069,0.5644275436401367,True,633.0328738580001,0.8069,True,8d353f2086:results/kaggle_outputs/unified-j3-20260911-114953/unified_job3_20260911-115008/shrink_b0_relu_rf__seed2/summary.json
unified_selected,shrink_b1,shrink_b1__seed0,0,results/kaggle_outputs/unified-j3-20260911-114953,0.7997,0.5891896911621094,True,525.712678205,0.7997,True,8d353f2086:results/kaggle_outputs/unified-j3-20260911-114953/unified_job3_20260911-115008/shrink_b1__seed0/summary.json
unified_selected,shrink_b1_relu,shrink_b1_relu__seed0,0,results/kaggle_outputs/unified-j3-20260911-114953,0.8051,0.5848099456787109,True,663.975250103,0.8051,True,8d353f2086:results/kaggle_outputs/unified-j3-20260911-114953/unified_job3_20260911-115008/shrink_b1_relu__seed0/summary.json
unified_selected,shrink_b1_relu_rf,shrink_b1_relu_rf__seed1,1,results/kaggle_outputs/unified-j3-20260911-114953,0.8058,0.565071321105957,True,645.835022858,0.8058,True,8d353f2086:results/kaggle_outputs/unified-j3-20260911-114953/unified_job3_20260911-115008/shrink_b1_relu_rf__seed1/summary.json
unified_selected,shrink_b1_relu_sqrt,shrink_b1_relu_sqrt__seed2,2,results/kaggle_outputs/unified-j3-20260911-114953,0.8012,0.5877779571533203,True,668.4083630810003,0.8012,True,8d353f2086:results/kaggle_outputs/unified-j3-20260911-114953/unified_job3_20260911-115008/shrink_b1_relu_sqrt__seed2/summary.json
unified_selected,shrink_b2,shrink_b2__seed1,1,results/kaggle_outputs/unified-j3-20260911-114953,0.8012,0.5925737899780273,True,511.61053442200046,0.8012,True,8d353f2086:results/kaggle_outputs/unified-j3-20260911-114953/unified_job3_20260911-115008/shrink_b2__seed1/summary.json
unified_selected,shrink_b2_relu_rf,shrink_b2_relu_rf__seed0,0,results/kaggle_outputs/unified-j3-20260911-114953,0.8109,0.5625875473022461,True,643.9567778170003,0.8109,True,8d353f2086:results/kaggle_outputs/unified-j3-20260911-114953/unified_job3_20260911-115008/shrink_b2_relu_rf__seed0/summary.json
unified_selected,shrink_input,shrink_input__seed2,2,results/kaggle_outputs/unified-j3-20260911-114953,0.7981,0.5861957778930664,True,509.61395962699953,0.7981,True,8d353f2086:results/kaggle_outputs/unified-j3-20260911-114953/unified_job3_20260911-115008/shrink_input__seed2/summary.json
unified_selected,shrink_input_relu,shrink_input_relu__seed1,1,results/kaggle_outputs/unified-j3-20260911-114953,0.8072,0.5747926361083985,True,645.157315467,0.8072,True,8d353f2086:results/kaggle_outputs/unified-j3-20260911-114953/unified_job3_20260911-115008/shrink_input_relu__seed1/summary.json
