method,seed,policy,split,amplitude,S_mean,S_direction_sd,n_directions
gaussian_postrelu,2,saved,test_probe,0.005,0.0011344696044922442,0.0003508793231607776,20
gaussian_postrelu,2,saved,test_probe,0.01,0.004182116699218802,0.0012673888676526049,20
gaussian_postrelu,2,saved,test_probe,0.02,0.01651406555175786,0.00503543856145235,20
gaussian_postrelu,2,saved,test_probe,0.025,0.02595077285766607,0.007961626081967805,20
gaussian_postrelu,2,saved,test_probe,0.05,0.11409453735351568,0.03519702921042157,20
gaussian_postrelu,2,saved,test_probe,0.1,0.5461786415100098,0.16254359775426228,20
gaussian_postrelu,2,saved,test_probe,0.2,2.5218291809082034,0.6272297354460046,20
gaussian_postrelu,2,saved,test_probe,0.25,3.9800650054931643,0.9386634426361027,20
gaussian_postrelu,2,saved,test_probe,0.35,7.860119451904296,1.845348304504625,20
gaussian_postrelu,2,saved,test_probe,0.5,17.966798071289062,4.944293699979929,20
gaussian_postrelu,2,saved,train_probe,0.005,0.0012814611434936417,0.0002862378656181207,20
gaussian_postrelu,2,saved,train_probe,0.01,0.005202201652526844,0.0011207236682521445,20
gaussian_postrelu,2,saved,train_probe,0.02,0.020931061553955067,0.004910072378546914,20
gaussian_postrelu,2,saved,train_probe,0.025,0.032959823417663556,0.00793527193002288,20
gaussian_postrelu,2,saved,train_probe,0.05,0.13867854537963867,0.035866980181045616,20
gaussian_postrelu,2,saved,train_probe,0.1,0.6188186714172363,0.1622006360273458,20
gaussian_postrelu,2,saved,train_probe,0.2,2.7046518600463867,0.5996799084965541,20
gaussian_postrelu,2,saved,train_probe,0.25,4.212016137695313,0.9016695605499675,20
gaussian_postrelu,2,saved,train_probe,0.35,8.170435345458984,1.791200016420073,20
gaussian_postrelu,2,saved,train_probe,0.5,18.40811085205078,4.984177523973159,20
gaussian_postrelu,3,centre_frozen,test_probe,0.005,0.0013441230773926283,0.0005276219802500722,20
gaussian_postrelu,3,centre_frozen,test_probe,0.01,0.005200985717773487,0.0019317003393768655,20
gaussian_postrelu,3,centre_frozen,test_probe,0.02,0.022016562271118208,0.009208117949275162,20
gaussian_postrelu,3,centre_frozen,test_probe,0.025,0.03600023727416997,0.015608988061550047,20
gaussian_postrelu,3,centre_frozen,test_probe,0.05,0.1693587295532227,0.07011123088056205,20
gaussian_postrelu,3,centre_frozen,test_probe,0.1,0.749393685913086,0.2659779397110751,20
gaussian_postrelu,3,centre_frozen,test_probe,0.2,2.938904364013672,0.8215874410340299,20
gaussian_postrelu,3,centre_frozen,test_probe,0.25,4.3510816955566405,1.162086875511579,20
gaussian_postrelu,3,centre_frozen,test_probe,0.35,7.767714123535155,2.1491507154927505,20
gaussian_postrelu,3,centre_frozen,test_probe,0.5,16.553505505371096,5.195899532714151,20
gaussian_postrelu,3,centre_frozen,train_probe,0.005,0.001436517333984387,0.0005342680846236747,20
gaussian_postrelu,3,centre_frozen,train_probe,0.01,0.0059284673690796,0.002207984990463441,20
gaussian_postrelu,3,centre_frozen,train_probe,0.02,0.02549546432495118,0.010158687428948342,20
gaussian_postrelu,3,centre_frozen,train_probe,0.025,0.04128806114196778,0.016883747845923183,20
gaussian_postrelu,3,centre_frozen,train_probe,0.05,0.18721861381530763,0.07080915065555904,20
gaussian_postrelu,3,centre_frozen,train_probe,0.1,0.8186009765625,0.26061519436187974,20
gaussian_postrelu,3,centre_frozen,train_probe,0.2,3.1072865234375002,0.8275651958473482,20
gaussian_postrelu,3,centre_frozen,train_probe,0.25,4.558054818725586,1.1736855010654916,20
gaussian_postrelu,3,centre_frozen,train_probe,0.35,8.020459149169922,2.193413592038392,20
gaussian_postrelu,3,centre_frozen,train_probe,0.5,16.88550637817383,5.326252094804352,20
gaussian_postrelu,3,recalibrated,test_probe,0.005,0.0005388137817383231,0.00025511586461770186,20
gaussian_postrelu,3,recalibrated,test_probe,0.01,0.002036481475830118,0.0008849259923935312,20
gaussian_postrelu,3,recalibrated,test_probe,0.02,0.008519144439697302,0.004492943513242104,20
gaussian_postrelu,3,recalibrated,test_probe,0.025,0.014193187332153362,0.007863462316199126,20
gaussian_postrelu,3,recalibrated,test_probe,0.05,0.06957568511962894,0.03255579392769591,20
gaussian_postrelu,3,recalibrated,test_probe,0.1,0.27927715606689457,0.09065358576082298,20
gaussian_postrelu,3,recalibrated,test_probe,0.2,0.9089584121704102,0.1832759376940767,20
gaussian_postrelu,3,recalibrated,test_probe,0.25,1.273068522644043,0.2114482609840383,20
gaussian_postrelu,3,recalibrated,test_probe,0.35,1.9792230392456056,0.22858168948595117,20
gaussian_postrelu,3,recalibrated,test_probe,0.5,2.7933780426025394,0.2743472726002669,20
gaussian_postrelu,3,recalibrated,train_probe,0.005,0.0006747734069824318,0.00027246809177261283,20
gaussian_postrelu,3,recalibrated,train_probe,0.01,0.002858125877380381,0.0011349910297134141,20
gaussian_postrelu,3,recalibrated,train_probe,0.02,0.012435431671142588,0.005378720880523981,20
gaussian_postrelu,3,recalibrated,train_probe,0.025,0.020266228866577158,0.009101930492746038,20
gaussian_postrelu,3,recalibrated,train_probe,0.05,0.0896708839416504,0.03776727094946712,20
gaussian_postrelu,3,recalibrated,train_probe,0.1,0.33722506217956544,0.0983314014227266,20
gaussian_postrelu,3,recalibrated,train_probe,0.2,1.0436152420043947,0.19127927022496516,20
gaussian_postrelu,3,recalibrated,train_probe,0.25,1.4353501358032228,0.21684369423895905,20
gaussian_postrelu,3,recalibrated,train_probe,0.35,2.1797977294921873,0.2399776625828653,20
gaussian_postrelu,3,recalibrated,train_probe,0.5,3.028957794189453,0.27964445882855193,20
gaussian_postrelu,3,saved,test_probe,0.005,0.0014302497863769692,0.0005484653710224122,20
gaussian_postrelu,3,saved,test_probe,0.01,0.005234638214111359,0.00195769675244509,20
gaussian_postrelu,3,saved,test_probe,0.02,0.021648580169677755,0.00889827127508236,20
gaussian_postrelu,3,saved,test_probe,0.025,0.03543147964477541,0.015169092994844023,20
gaussian_postrelu,3,saved,test_probe,0.05,0.1693453453063965,0.07088353864745721,20
gaussian_postrelu,3,saved,test_probe,0.1,0.7582806617736817,0.27268525260779036,20
gaussian_postrelu,3,saved,test_probe,0.2,2.9881719482421873,0.8495556875202775,20
gaussian_postrelu,3,saved,test_probe,0.25,4.428231530761719,1.2016835990270252,20
gaussian_postrelu,3,saved,test_probe,0.35,7.93156675415039,2.220330274340861,20
gaussian_postrelu,3,saved,test_probe,0.5,16.983520977783204,5.406523375679606,20
gaussian_postrelu,3,saved,train_probe,0.005,0.0013216655731201246,0.00048178141693672915,20
gaussian_postrelu,3,saved,train_probe,0.01,0.005719310951232922,0.0020851161384560536,20
gaussian_postrelu,3,saved,train_probe,0.02,0.025137715911865238,0.00986792718309483,20
gaussian_postrelu,3,saved,train_probe,0.025,0.040892635726928715,0.01641574790730285,20
gaussian_postrelu,3,saved,train_probe,0.05,0.18786048774719238,0.0706434022052476,20
gaussian_postrelu,3,saved,train_probe,0.1,0.8274587921142578,0.2676778456940004,20
gaussian_postrelu,3,saved,train_probe,0.2,3.158526773071289,0.8576658716277369,20
gaussian_postrelu,3,saved,train_probe,0.25,4.639424145507813,1.2151351770180936,20
gaussian_postrelu,3,saved,train_probe,0.35,8.18936795349121,2.2701292930126065,20
gaussian_postrelu,3,saved,train_probe,0.5,17.320467068481445,5.544449359811763,20
gaussian_postrelu,4,centre_frozen,test_probe,0.005,0.0014223037719726743,0.0005661459328678166,20
gaussian_postrelu,4,centre_frozen,test_probe,0.01,0.005410718536376979,0.0019484180621158987,20
gaussian_postrelu,4,centre_frozen,test_probe,0.02,0.02111921157836917,0.007505779025705188,20
gaussian_postrelu,4,centre_frozen,test_probe,0.025,0.033558104705810575,0.012257640604248133,20
gaussian_postrelu,4,centre_frozen,test_probe,0.05,0.14932418594360355,0.06127777222459429,20
gaussian_postrelu,4,centre_frozen,test_probe,0.1,0.6660644218444824,0.2400711631133739,20
gaussian_postrelu,4,centre_frozen,test_probe,0.2,2.6786837921142577,0.6186944575988728,20
gaussian_postrelu,4,centre_frozen,test_probe,0.25,4.031790267944336,0.8817496823112989,20
gaussian_postrelu,4,centre_frozen,test_probe,0.35,7.316030627441407,1.6874799744133855,20
gaussian_postrelu,4,centre_frozen,test_probe,0.5,15.153700323486328,3.9277426653608543,20
gaussian_postrelu,4,centre_frozen,train_probe,0.005,0.0015192985534667983,0.0005235086329092958,20
gaussian_postrelu,4,centre_frozen,train_probe,0.01,0.0062143913269043,0.002177407173449205,20
gaussian_postrelu,4,centre_frozen,train_probe,0.02,0.025590867614746098,0.009234054322349578,20
gaussian_postrelu,4,centre_frozen,train_probe,0.025,0.04064552783966065,0.015100324099686606,20
gaussian_postrelu,4,centre_frozen,train_probe,0.05,0.17538685455322264,0.0695625645194953,20
gaussian_postrelu,4,centre_frozen,train_probe,0.1,0.747215648651123,0.2529161351299273,20
gaussian_postrelu,4,centre_frozen,train_probe,0.2,2.8790916244506835,0.6461852589559739,20
gaussian_postrelu,4,centre_frozen,train_probe,0.25,4.276998251342773,0.9097013437611394,20
gaussian_postrelu,4,centre_frozen,train_probe,0.35,7.609458551025391,1.751391689185937,20
gaussian_postrelu,4,centre_frozen,train_probe,0.5,15.47001575317383,4.058866076122483,20
gaussian_postrelu,4,recalibrated,test_probe,0.005,0.0006074478149414337,0.000328277127852557,20
gaussian_postrelu,4,recalibrated,test_probe,0.01,0.002249736785888706,0.001007681780930358,20
gaussian_postrelu,4,recalibrated,test_probe,0.02,0.00828375930786136,0.0034014548218182458,20
gaussian_postrelu,4,recalibrated,test_probe,0.025,0.012947454071044948,0.00561037333458395,20
gaussian_postrelu,4,recalibrated,test_probe,0.05,0.05603503341674807,0.030965081041511796,20
gaussian_postrelu,4,recalibrated,test_probe,0.1,0.2335267272949219,0.12174530053297142,20
gaussian_postrelu,4,recalibrated,test_probe,0.2,0.7692023010253907,0.2525150401066675,20
gaussian_postrelu,4,recalibrated,test_probe,0.25,1.0896999649047852,0.28251422812201554,20
gaussian_postrelu,4,recalibrated,test_probe,0.35,1.7415768966674807,0.29362506953989675,20
gaussian_postrelu,4,recalibrated,test_probe,0.5,2.5531410125732426,0.30260463315277775,20
gaussian_postrelu,4,recalibrated,train_probe,0.005,0.0006662439346313567,0.00029516547523935434,20
gaussian_postrelu,4,recalibrated,train_probe,0.01,0.002770553016662604,0.0012373782277379833,20
gaussian_postrelu,4,recalibrated,train_probe,0.02,0.01168104457855225,0.005523386562070743,20
gaussian_postrelu,4,recalibrated,train_probe,0.025,0.01867030811309815,0.009150656606301436,20
gaussian_postrelu,4,recalibrated,train_probe,0.05,0.07742734222412109,0.03903440590748405,20
gaussian_postrelu,4,recalibrated,train_probe,0.1,0.2947167381286621,0.13133372403169946,20
gaussian_postrelu,4,recalibrated,train_probe,0.2,0.9163812385559081,0.2748548242005734,20
gaussian_postrelu,4,recalibrated,train_probe,0.25,1.2671885437011718,0.3034528871500684,20
gaussian_postrelu,4,recalibrated,train_probe,0.35,1.9646809631347655,0.30408272378503143,20
gaussian_postrelu,4,recalibrated,train_probe,0.5,2.8137306884765625,0.291850881584285,20
gaussian_postrelu,4,saved,test_probe,0.005,0.001360831451415989,0.00048798360020458714,20
gaussian_postrelu,4,saved,test_probe,0.01,0.005177799224853494,0.0018387509477007433,20
gaussian_postrelu,4,saved,test_probe,0.02,0.0206954635620117,0.007543173199200757,20
gaussian_postrelu,4,saved,test_probe,0.025,0.0331138359069824,0.012373401673909861,20
gaussian_postrelu,4,saved,test_probe,0.05,0.14811826477050777,0.06134536303072356,20
gaussian_postrelu,4,saved,test_probe,0.1,0.6626323753356933,0.2384696666823536,20
gaussian_postrelu,4,saved,test_probe,0.2,2.6709133865356445,0.6082595747474058,20
gaussian_postrelu,4,saved,test_probe,0.25,4.02362839050293,0.854172998679332,20
gaussian_postrelu,4,saved,test_probe,0.35,7.30789620361328,1.630722313467776,20
gaussian_postrelu,4,saved,test_probe,0.5,15.080208270263672,3.88441981678747,20
gaussian_postrelu,4,saved,train_probe,0.005,0.0015105131149291864,0.0005341463408755922,20
gaussian_postrelu,4,saved,train_probe,0.01,0.0061718372344970575,0.002184733338846381,20
gaussian_postrelu,4,saved,train_probe,0.02,0.025498709106445305,0.00929294778002668,20
gaussian_postrelu,4,saved,train_probe,0.025,0.040417619323730454,0.015082187265858929,20
gaussian_postrelu,4,saved,train_probe,0.05,0.1734377281188965,0.06894237228113607,20
gaussian_postrelu,4,saved,train_probe,0.1,0.7405336059570312,0.25188899684714644,20
gaussian_postrelu,4,saved,train_probe,0.2,2.8665653350830076,0.6340727669394494,20
gaussian_postrelu,4,saved,train_probe,0.25,4.265108052062988,0.879874035963636,20
gaussian_postrelu,4,saved,train_probe,0.35,7.601796968078614,1.693791763415747,20
