method,seed,grid,a,b,train_probe_ce,test_probe_ce,source
plain,0,41,-0.5,-0.5,4.40173828125,4.42411962890625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.475,4.2941240234375,4.336025146484375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.45,4.1980849609375,4.24391015625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.425,4.10614794921875,4.150648193359375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.4,4.021299560546875,4.058937255859375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.375,3.9341092529296877,3.96916943359375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.35,3.848834228515625,3.87525927734375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.325,3.7699493408203124,3.7852119140625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.3,3.6894676513671874,3.700752685546875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.275,3.61162939453125,3.6136326904296876,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.25,3.5340234375,3.53106494140625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.225,3.4587781982421877,3.4585506591796875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.2,3.3916263427734377,3.3934219970703126,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.175,3.3322813720703124,3.33033935546875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.15,3.2849158935546874,3.2681202392578124,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.125,3.247050537109375,3.20747900390625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.1,3.214790771484375,3.1498883056640623,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.075,3.1865992431640624,3.0952208251953124,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.05,3.1552384033203125,3.0482098388671877,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,-0.025,3.1290111083984375,3.007224609375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.0,3.1158416748046873,2.977993896484375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.025,3.108958984375,2.96511572265625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.05,3.0996085205078123,2.96655859375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.075,3.0959102783203125,2.9825328369140625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.1,3.094739501953125,2.9985462646484375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.125,3.09919677734375,3.022199951171875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.15,3.10600390625,3.0462021484375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.175,3.1167664794921874,3.072825927734375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.2,3.1409429931640624,3.0984267578125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.225,3.1761085205078126,3.132267578125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.25,3.211798828125,3.171439208984375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.275,3.2339713134765624,3.223607421875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.3,3.2613240966796875,3.283739013671875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.325,3.28812890625,3.3450723876953123,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.35,3.31514208984375,3.409818359375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.375,3.3490438232421873,3.4665455322265624,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.4,3.3821519775390625,3.526389404296875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.425,3.4221796875,3.5843692626953123,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.45,3.4554222412109374,3.63485986328125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.475,3.4868272705078125,3.6701522216796874,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.5,0.5,3.515005859375,3.6967958984375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.5,4.32192822265625,4.35028125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.475,4.211829345703125,4.2524462890625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.45,4.109276611328125,4.1543291015625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.425,4.01441796875,4.062071044921875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.4,3.9230123291015624,3.96919384765625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.375,3.8307598876953124,3.8731553955078124,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.35,3.7365020751953124,3.77856201171875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.325,3.652507568359375,3.686316162109375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.3,3.569265625,3.598052001953125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.275,3.49005712890625,3.510221923828125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.25,3.41457861328125,3.424715576171875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.225,3.3402359619140625,3.350635009765625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.2,3.273564208984375,3.281646240234375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.175,3.2109908447265627,3.2172767333984376,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.15,3.160380859375,3.151969970703125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.125,3.121599365234375,3.0914677734375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.1,3.0930113525390626,3.0389510498046874,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.075,3.0678834228515623,2.9878057861328124,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.05,3.0425908203125,2.939162353515625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,-0.025,3.0187423095703125,2.8973980712890626,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.0,3.007231201171875,2.86709716796875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.025,2.9996719970703123,2.85835693359375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.05,2.9949368896484376,2.8668203125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.075,2.9956702880859374,2.8848690185546877,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.1,3.0011795654296876,2.909654541015625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.125,3.0135771484375,2.9397274169921874,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.15,3.0255352783203127,2.9702208251953124,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.175,3.037892578125,3.0026854248046875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.2,3.063990234375,3.033357666015625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.225,3.1063040771484376,3.066662353515625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.25,3.1429417724609374,3.114757568359375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.275,3.1725308837890625,3.1769627685546875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.3,3.209248046875,3.2457960205078127,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.325,3.2462178955078125,3.314219482421875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.35,3.2874532470703124,3.381495361328125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.375,3.327520263671875,3.4416546630859375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.4,3.367359619140625,3.500333251953125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.425,3.411485107421875,3.55501953125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.45,3.45006787109375,3.599935302734375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.475,3.47978955078125,3.634827392578125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.475,0.5,3.5029566650390627,3.663431640625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.5,4.238489990234375,4.267425048828125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.475,4.1288349609375,4.164587646484375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.45,4.021352905273438,4.06460693359375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.425,3.91562744140625,3.964043212890625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.4,3.818007568359375,3.8654796142578123,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.375,3.721621826171875,3.7719598388671876,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.35,3.621771728515625,3.674518310546875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.325,3.5270604248046875,3.5790682373046874,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.3,3.44160498046875,3.48745068359375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.275,3.3570848388671877,3.3977193603515623,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.25,3.28212890625,3.3133458251953125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.225,3.20632666015625,3.230171142578125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.2,3.135931884765625,3.1552154541015627,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.175,3.0691741943359374,3.0892371826171874,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.15,3.0175087890625,3.0233349609375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.125,2.981640380859375,2.9648096923828127,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.1,2.95775,2.9113775634765626,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.075,2.93277392578125,2.86208251953125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.05,2.9066348876953123,2.8152647705078127,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,-0.025,2.884439697265625,2.78023876953125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.0,2.874954833984375,2.7539210205078124,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.025,2.8698865966796876,2.7462252197265626,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.05,2.8693785400390626,2.7564971923828123,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.075,2.8768544921875,2.7796661376953127,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.1,2.89495068359375,2.8088131103515623,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.125,2.9170340576171876,2.84497509765625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.15,2.9381610107421876,2.884044677734375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.175,2.955595458984375,2.920072265625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.2,2.984877685546875,2.957192138671875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.225,3.0253885498046875,3.0010760498046873,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.25,3.0682705078125,3.05348388671875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.275,3.1085028076171874,3.1200848388671876,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.3,3.14950244140625,3.194973876953125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.325,3.196817626953125,3.2701546630859375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.35,3.246407958984375,3.343156982421875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.375,3.2989150390625,3.4082154541015623,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.4,3.3474339599609375,3.4624542236328124,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.425,3.390330810546875,3.5125216064453126,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.45,3.430691162109375,3.55573681640625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.475,3.459303466796875,3.591449462890625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.45,0.5,3.4782552490234373,3.6241337890625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.5,4.16289794921875,4.184598388671875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.475,4.046809814453125,4.075834594726563,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.45,3.933811279296875,3.9704945068359376,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.425,3.8233077392578125,3.867280029296875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.4,3.71222998046875,3.758432861328125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.375,3.6063958740234376,3.659061279296875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.35,3.50199462890625,3.5617647705078124,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.325,3.4005408935546875,3.4634385986328127,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.3,3.3087620849609376,3.3696932373046873,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.275,3.2189390869140624,3.2779801025390625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.25,3.1362781982421875,3.189395751953125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.225,3.0580009765625,3.0980819091796876,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.2,2.9838516845703125,3.0173966064453124,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.175,2.9183314208984377,2.944540283203125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.15,2.863359375,2.8800860595703126,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.125,2.8221884765625,2.8224285888671874,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.1,2.7987520751953125,2.775369140625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.075,2.77677685546875,2.730439697265625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.05,2.7538348388671876,2.6891663818359377,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,-0.025,2.7347413330078125,2.65633251953125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.0,2.7248121337890625,2.633772216796875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.025,2.721856689453125,2.6297353515625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.05,2.7293848876953124,2.64167919921875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.075,2.75096923828125,2.6665166015625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.1,2.779143310546875,2.7029034423828127,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.125,2.810777587890625,2.7415858154296875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.15,2.8416856689453125,2.783170654296875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.175,2.87013037109375,2.824759765625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.2,2.905531005859375,2.87140283203125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.225,2.943869384765625,2.925678955078125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.25,2.9889853515625,2.9870836181640623,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.275,3.036240966796875,3.0562530517578126,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.3,3.0868924560546875,3.1382427978515626,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.325,3.1453529052734375,3.2179482421875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.35,3.20477099609375,3.2917684326171877,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.375,3.2654940185546875,3.356486083984375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.4,3.31705908203125,3.4096802978515623,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.425,3.3609140625,3.4580257568359376,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.45,3.39870751953125,3.50441357421875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.475,3.4223626708984374,3.5446236572265626,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.425,0.5,3.444215087890625,3.5738544921875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.5,4.072617065429688,4.101001220703125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.475,3.958587646484375,3.986955078125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.45,3.8471334228515626,3.8763212890625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.425,3.730349609375,3.767466796875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.4,3.60634130859375,3.6546707763671873,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.375,3.485894287109375,3.5472357177734377,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.35,3.372552978515625,3.443709228515625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.325,3.2647701416015624,3.3390042724609375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.3,3.1637408447265627,3.239795654296875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.275,3.0667039794921873,3.14478857421875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.25,2.981215087890625,3.0564967041015625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.225,2.9009501953125,2.9642384033203126,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.2,2.821815673828125,2.8770184326171875,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.175,2.7525986328125,2.7941597900390627,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.15,2.69333154296875,2.7263057861328126,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.125,2.6501990966796876,2.6746253662109374,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.1,2.6228297119140627,2.633999755859375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.075,2.6047320556640625,2.5974083251953126,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.05,2.5906217041015625,2.5623133544921877,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,-0.025,2.571677734375,2.53221484375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,0.0,2.56320703125,2.512635986328125,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,0.025,2.56567626953125,2.5070345458984375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,0.05,2.5833343505859374,2.522032958984375,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,0.075,2.6103992919921875,2.5513475341796874,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,0.1,2.650677978515625,2.590051025390625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
plain,0,41,-0.4,0.125,2.6948179931640626,2.6309791259765625,maxmonstre/grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl
