method,seed,policy,split,direction,amplitude,centre_ce,dL_plus,dL_minus,S
plain,0,saved,train_probe,7,0.5,0.2235287322998047,20.485139236450195,17.175036697387696,18.830087966918946
plain,0,saved,train_probe,8,0.005,0.2235287322998047,0.0014253616333007868,0.0016706542968749905,0.0015480079650878886
plain,0,saved,train_probe,8,0.01,0.2235287322998047,0.005986686706542954,0.006686523437500008,0.006336605072021481
plain,0,saved,train_probe,8,0.02,0.2235287322998047,0.024257446289062512,0.025766372680664062,0.025011909484863287
plain,0,saved,train_probe,8,0.025,0.2235287322998047,0.03815429687499999,0.03983195495605468,0.03899312591552734
plain,0,saved,train_probe,8,0.05,0.2235287322998047,0.15248530578613279,0.15944798278808592,0.15596664428710935
plain,0,saved,train_probe,8,0.1,0.2235287322998047,0.6397114715576171,0.711915786743164,0.6758136291503906
plain,0,saved,train_probe,8,0.2,0.2235287322998047,3.638881301879883,3.4073250274658204,3.5231031646728517
plain,0,saved,train_probe,8,0.25,0.2235287322998047,6.28839387512207,5.3237574005126955,5.806075637817383
plain,0,saved,train_probe,8,0.35,0.2235287322998047,13.054916580200196,9.687994705200195,11.371455642700194
plain,0,saved,train_probe,8,0.5,0.2235287322998047,21.643274978637695,18.298949783325195,19.971112380981445
plain,0,saved,train_probe,9,0.005,0.2235287322998047,0.00361284637451173,-0.0008556137084961002,0.001378616333007815
plain,0,saved,train_probe,9,0.01,0.2235287322998047,0.009909408569335948,0.0008749313354492194,0.005392169952392584
plain,0,saved,train_probe,9,0.02,0.2235287322998047,0.0313075408935547,0.012304092407226574,0.021805816650390636
plain,0,saved,train_probe,9,0.025,0.2235287322998047,0.0463351593017578,0.021901046752929698,0.03411810302734375
plain,0,saved,train_probe,9,0.05,0.2235287322998047,0.1674131622314453,0.10923864746093748,0.1383259048461914
plain,0,saved,train_probe,9,0.1,0.2235287322998047,0.6869604034423828,0.4586148223876953,0.5727876129150391
plain,0,saved,train_probe,9,0.2,0.2235287322998047,3.02467024230957,1.9617091827392579,2.493189712524414
plain,0,saved,train_probe,9,0.25,0.2235287322998047,4.800143630981445,2.9641565704345703,3.8821501007080075
plain,0,saved,train_probe,9,0.35,0.2235287322998047,9.469650955200196,5.60548420715332,7.5375675811767575
plain,0,saved,train_probe,9,0.5,0.2235287322998047,20.328272048950197,18.119580642700196,19.2239263458252
plain,0,saved,train_probe,10,0.005,0.2235287322998047,0.0008985519409179799,0.0014580612182617247,0.0011783065795898523
plain,0,saved,train_probe,10,0.01,0.2235287322998047,0.00408177947998048,0.005321266174316414,0.004701522827148447
plain,0,saved,train_probe,10,0.02,0.2235287322998047,0.017940177917480454,0.02103551483154298,0.019487846374511716
plain,0,saved,train_probe,10,0.025,0.2235287322998047,0.028579467773437506,0.03280908966064455,0.03069427871704103
plain,0,saved,train_probe,10,0.05,0.2235287322998047,0.11742826843261717,0.12941461181640623,0.1234214401245117
plain,0,saved,train_probe,10,0.1,0.2235287322998047,0.5020396575927735,0.5821982269287109,0.5421189422607422
plain,0,saved,train_probe,10,0.2,0.2235287322998047,2.3040052032470704,2.766745803833008,2.535375503540039
plain,0,saved,train_probe,10,0.25,0.2235287322998047,3.86218000793457,4.261368240356445,4.061774124145508
plain,0,saved,train_probe,10,0.35,0.2235287322998047,9.156110427856445,7.526653396606445,8.341381912231444
plain,0,saved,train_probe,10,0.5,0.2235287322998047,21.884208572387696,14.075481033325195,17.979844802856444
plain,0,saved,train_probe,11,0.005,0.2235287322998047,0.0009767456054687595,0.002002975463867185,0.0014898605346679722
plain,0,saved,train_probe,11,0.01,0.2235287322998047,0.004975158691406245,0.0068910827636718686,0.005933120727539057
plain,0,saved,train_probe,11,0.02,0.2235287322998047,0.022204704284667975,0.025015754699707043,0.02361022949218751
plain,0,saved,train_probe,11,0.025,0.2235287322998047,0.03526858520507814,0.038377166748046865,0.0368228759765625
plain,0,saved,train_probe,11,0.05,0.2235287322998047,0.15516511535644534,0.14433610534667968,0.1497506103515625
plain,0,saved,train_probe,11,0.1,0.2235287322998047,0.7148765716552734,0.533418472290039,0.6241475219726562
plain,0,saved,train_probe,11,0.2,0.2235287322998047,3.0399041290283204,2.267792556762695,2.6538483428955075
plain,0,saved,train_probe,11,0.25,0.2235287322998047,4.47283283996582,4.1442222442626955,4.308527542114257
