study,run_dir,source_branch,also_on_branches,dataset,arch,method,method_id,seed,validation_status,epochs,updates,n_train,n_test,final_state_is_target,final_views_present,final_target_test_acc,final_target_test_ce,final_target_train_probe_acc,final_target_train_probe_ce,final_current_test_acc,final_current_test_ce,final_current_train_probe_acc,final_current_train_probe_ce,test_n,wall_seconds,train_seconds,eval_seconds,transition_updates,config.assets.dir,config.budget.epochs,config.data.expected_mean,config.data.expected_std,config.data.name,config.evaluation.every_epochs,config.evaluation.paths,config.model.arch,config.model.options.activation,config.model.options.groups
vgg11_cifar10,results/vgg11_cifar10/gaussian_postrelu__vgg11_cifar10__seed0,vgg11-transfer,activation-transfer,cifar10,vgg11_bn,gaussian_postrelu,gaussian_postrelu__transfer,0,unvalidated,30,11730,50000,10000,True,current;target,0.849,0.6305041854858399,1.0,0.0008726153373718262,0.849,0.6305041854858399,1.0,0.0008726153373718262,10000,884.5116049399999,806.5350880580004,77.97651688199954,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/vgg11_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",vgg11_bn,,
vgg11_cifar10,results/vgg11_cifar10/gaussian_postrelu__vgg11_cifar10__seed1,vgg11-transfer,activation-transfer,cifar10,vgg11_bn,gaussian_postrelu,gaussian_postrelu__transfer,1,unvalidated,30,11730,50000,10000,True,current;target,0.8467,0.6380114868164063,1.0,0.0006116570830345154,0.8467,0.6380114868164063,1.0,0.0006116570830345154,10000,824.0186302230001,755.5233016019995,68.49532862100051,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/vgg11_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",vgg11_bn,,
vgg11_cifar10,results/vgg11_cifar10/gaussian_postrelu__vgg11_cifar10__seed2,vgg11-transfer,activation-transfer,cifar10,vgg11_bn,gaussian_postrelu,gaussian_postrelu__transfer,2,unvalidated,30,11730,50000,10000,True,current;target,0.8441,0.6542327621459961,1.0,0.0007438306808471679,0.8441,0.6542327621459961,1.0,0.0007438306808471679,10000,830.972072041,759.6115593419999,71.3605126990002,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/vgg11_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",vgg11_bn,,
vgg11_cifar10,results/vgg11_cifar10/plain__vgg11_cifar10__seed0,vgg11-transfer,activation-transfer,cifar10,vgg11_bn,plain,plain__transfer,0,unvalidated,30,11730,50000,10000,True,current,,,,,0.8113,0.8483598327636719,1.0,0.0001646558940410614,10000,589.626326347,568.1617010450007,21.464625301999376,[],assets/vgg11_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current""]",vgg11_bn,,
vgg11_cifar10,results/vgg11_cifar10/plain__vgg11_cifar10__seed1,vgg11-transfer,activation-transfer,cifar10,vgg11_bn,plain,plain__transfer,1,unvalidated,30,11730,50000,10000,True,current,,,,,0.7997,0.9114169921875,1.0,0.00017529278993606568,10000,657.0376509429999,630.2844228359997,26.753228107000098,[],assets/vgg11_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current""]",vgg11_bn,,
vgg11_cifar10,results/vgg11_cifar10/plain__vgg11_cifar10__seed2,vgg11-transfer,activation-transfer,cifar10,vgg11_bn,plain,plain__transfer,2,unvalidated,30,11730,50000,10000,True,current,,,,,0.809,0.884352407836914,1.0,0.00012969805300235747,10000,578.851453614,557.8396158649997,21.01183774900025,[],assets/vgg11_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current""]",vgg11_bn,,
vgg11_cifar10,results/vgg11_cifar10/resolution_max_b1__vgg11_cifar10__seed0,vgg11-transfer,activation-transfer,cifar10,vgg11_bn,resolution_max_b1,resolution_max_b1__transfer,0,unvalidated,30,11730,50000,10000,True,current;target,0.8423,0.6479381866455078,1.0,0.0007151739597320557,0.8423,0.6479381866455078,1.0,0.0007151739597320557,10000,594.3960689999999,554.0745689810001,40.321500018999814,"[2346, 4692]",assets/vgg11_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",vgg11_bn,,
vgg11_cifar10,results/vgg11_cifar10/resolution_max_b1__vgg11_cifar10__seed1,vgg11-transfer,activation-transfer,cifar10,vgg11_bn,resolution_max_b1,resolution_max_b1__transfer,1,unvalidated,30,11730,50000,10000,True,current;target,0.8344,0.6723009155273437,1.0,0.0007516043782234192,0.8344,0.6723009155273437,1.0,0.0007516043782234192,10000,585.23169786,545.5734197660001,39.658278093999854,"[2346, 4692]",assets/vgg11_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",vgg11_bn,,
vgg11_cifar10,results/vgg11_cifar10/resolution_max_b1__vgg11_cifar10__seed2,vgg11-transfer,activation-transfer,cifar10,vgg11_bn,resolution_max_b1,resolution_max_b1__transfer,2,unvalidated,30,11730,50000,10000,True,current;target,0.8363,0.6842972625732422,1.0,0.0007711806893348694,0.8363,0.6842972625732422,1.0,0.0007711806893348694,10000,589.680904029,549.7761234930001,39.90478053599992,"[2346, 4692]",assets/vgg11_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",vgg11_bn,,
vgg11_cifar10,results/vgg11_cifar10/resolution_max_b1_gaussian_conv__vgg11_cifar10__seed0,vgg11-transfer,activation-transfer,cifar10,vgg11_bn,resolution_max_b1_gaussian_conv,resolution_max_b1_gaussian_conv__transfer,0,unvalidated,30,11730,50000,10000,True,current;target,0.8505,0.5857569564819336,1.0,0.0017499326467514038,0.8505,0.5857569564819336,1.0,0.0017499326467514038,10000,815.352727044,748.7562063819996,66.59652066200033,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/vgg11_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",vgg11_bn,,
vgg11_cifar10,results/vgg11_cifar10/resolution_max_b1_gaussian_conv__vgg11_cifar10__seed1,vgg11-transfer,activation-transfer,cifar10,vgg11_bn,resolution_max_b1_gaussian_conv,resolution_max_b1_gaussian_conv__transfer,1,unvalidated,30,11730,50000,10000,True,current;target,0.844,0.5892296081542969,1.0,0.0021264047622680665,0.844,0.5892296081542969,1.0,0.0021264047622680665,10000,775.2806262660001,711.953433026,63.327193240000156,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/vgg11_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",vgg11_bn,,
vgg11_cifar10,results/vgg11_cifar10/resolution_max_b1_gaussian_conv__vgg11_cifar10__seed2,vgg11-transfer,activation-transfer,cifar10,vgg11_bn,resolution_max_b1_gaussian_conv,resolution_max_b1_gaussian_conv__transfer,2,unvalidated,30,11730,50000,10000,True,current;target,0.8418,0.6031362579345703,1.0,0.002400256633758545,0.8418,0.6031362579345703,1.0,0.002400256633758545,10000,779.844334119,716.6048864620001,63.239447656999914,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/vgg11_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",vgg11_bn,,
