study,run_dir,source_branch,also_on_branches,dataset,arch,method,method_id,seed,validation_status,epochs,updates,n_train,n_test,final_state_is_target,final_views_present,final_target_test_acc,final_target_test_ce,final_target_train_probe_acc,final_target_train_probe_ce,final_current_test_acc,final_current_test_ce,final_current_train_probe_acc,final_current_train_probe_ce,test_n,wall_seconds,train_seconds,eval_seconds,transition_updates,config.assets.dir,config.budget.epochs,config.data.expected_mean,config.data.expected_std,config.data.name,config.evaluation.every_epochs,config.evaluation.paths,config.model.arch,config.model.options.activation,config.model.options.groups
resnet20act_cifar10/silu,results/resnet20act_cifar10/silu/resolution_max_b1_gaussian_conv__r20silu_cifar10__seed0,activation-transfer,,cifar10,resnet20_act_cifar,resolution_max_b1_gaussian_conv,resolution_max_b1_gaussian_conv__transfer,0,unvalidated,30,11730,50000,10000,True,current;target,0.8165,0.5279378128051758,0.894,0.345795654296875,0.8165,0.5279378128051758,0.894,0.345795654296875,10000,688.998508256,644.5145938750003,44.48391438099975,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/cifar10_resnet20bn,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",resnet20_act_cifar,silu,
resnet20act_cifar10/silu,results/resnet20act_cifar10/silu/resolution_max_b1_gaussian_conv__r20silu_cifar10__seed1,activation-transfer,,cifar10,resnet20_act_cifar,resolution_max_b1_gaussian_conv,resolution_max_b1_gaussian_conv__transfer,1,unvalidated,30,11730,50000,10000,True,current;target,0.8183,0.5376890502929688,0.91,0.34028277587890626,0.8183,0.5376890502929688,0.91,0.34028277587890626,10000,729.939389285,680.8972479290001,49.04214135599989,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/cifar10_resnet20bn,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",resnet20_act_cifar,silu,
resnet20act_cifar10/silu,results/resnet20act_cifar10/silu/resolution_max_b1_gaussian_conv__r20silu_cifar10__seed2,activation-transfer,,cifar10,resnet20_act_cifar,resolution_max_b1_gaussian_conv,resolution_max_b1_gaussian_conv__transfer,2,unvalidated,30,11730,50000,10000,True,current;target,0.8155,0.5306215072631836,0.892,0.33385595703125,0.8155,0.5306215072631836,0.892,0.33385595703125,10000,679.685968236,635.5046449629999,44.181323273000146,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/cifar10_resnet20bn,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",resnet20_act_cifar,silu,
resnet20gn_cifar10,results/resnet20gn_cifar10/gaussian_postrelu__resnet20gn_cifar10__seed0,groupnorm-transfer,activation-transfer,cifar10,resnet20_gn_cifar,gaussian_postrelu,gaussian_postrelu__transfer,0,unvalidated,30,11730,50000,10000,True,current;target,0.763,0.6784397369384766,0.822,0.49310821533203125,0.763,0.6784397369384766,0.822,0.49310821533203125,10000,644.38149621,594.522872965,49.85862324500005,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/resnet20gn_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",resnet20_gn_cifar,,8
resnet20gn_cifar10,results/resnet20gn_cifar10/gaussian_postrelu__resnet20gn_cifar10__seed1,groupnorm-transfer,activation-transfer,cifar10,resnet20_gn_cifar,gaussian_postrelu,gaussian_postrelu__transfer,1,unvalidated,30,11730,50000,10000,True,current;target,0.7713,0.6605622650146484,0.836,0.4914683837890625,0.7713,0.6605622650146484,0.836,0.4914683837890625,10000,604.144666119,553.5708678840003,50.57379823499974,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/resnet20gn_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",resnet20_gn_cifar,,8
resnet20gn_cifar10,results/resnet20gn_cifar10/gaussian_postrelu__resnet20gn_cifar10__seed2,groupnorm-transfer,activation-transfer,cifar10,resnet20_gn_cifar,gaussian_postrelu,gaussian_postrelu__transfer,2,unvalidated,30,11730,50000,10000,True,current;target,0.7649,0.6840489349365234,0.842,0.5078869323730468,0.7649,0.6840489349365234,0.842,0.5078869323730468,10000,605.5389887429999,554.5934895869998,50.94549915600004,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/resnet20gn_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",resnet20_gn_cifar,,8
resnet20gn_cifar10,results/resnet20gn_cifar10/plain__resnet20gn_cifar10__seed0,groupnorm-transfer,activation-transfer,cifar10,resnet20_gn_cifar,plain,plain__transfer,0,unvalidated,30,11730,50000,10000,True,current,,,,,0.7447,0.73796923828125,0.82,0.5356859130859375,10000,448.507153907,429.54997729299987,18.957176614000105,[],assets/resnet20gn_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current""]",resnet20_gn_cifar,,8
resnet20gn_cifar10,results/resnet20gn_cifar10/plain__resnet20gn_cifar10__seed1,groupnorm-transfer,activation-transfer,cifar10,resnet20_gn_cifar,plain,plain__transfer,1,unvalidated,30,11730,50000,10000,True,current,,,,,0.7606,0.6964450134277343,0.838,0.5188992919921875,10000,514.806969874,491.8056402459996,23.00132962800035,[],assets/resnet20gn_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current""]",resnet20_gn_cifar,,8
resnet20gn_cifar10,results/resnet20gn_cifar10/plain__resnet20gn_cifar10__seed2,groupnorm-transfer,activation-transfer,cifar10,resnet20_gn_cifar,plain,plain__transfer,2,unvalidated,30,11730,50000,10000,True,current,,,,,0.7591,0.7064951110839843,0.856,0.48719326782226563,10000,469.402549694,450.4878007049998,18.914748989000202,[],assets/resnet20gn_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current""]",resnet20_gn_cifar,,8
resnet20gn_cifar10,results/resnet20gn_cifar10/resolution_max_b1__resnet20gn_cifar10__seed0,groupnorm-transfer,activation-transfer,cifar10,resnet20_gn_cifar,resolution_max_b1,resolution_max_b1__transfer,0,unvalidated,30,11730,50000,10000,True,current;target,0.7782,0.6464716552734375,0.824,0.4815375366210938,0.7782,0.6464716552734375,0.824,0.4815375366210938,10000,463.43141185300004,427.71081096200004,35.720600891000004,"[2346, 4692]",assets/resnet20gn_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",resnet20_gn_cifar,,8
resnet20gn_cifar10,results/resnet20gn_cifar10/resolution_max_b1__resnet20gn_cifar10__seed1,groupnorm-transfer,activation-transfer,cifar10,resnet20_gn_cifar,resolution_max_b1,resolution_max_b1__transfer,1,unvalidated,30,11730,50000,10000,True,current;target,0.7793,0.6319051055908204,0.848,0.48367776489257813,0.7793,0.6319051055908204,0.848,0.48367776489257813,10000,465.471730104,427.8848130349998,37.58691706900021,"[2346, 4692]",assets/resnet20gn_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",resnet20_gn_cifar,,8
resnet20gn_cifar10,results/resnet20gn_cifar10/resolution_max_b1__resnet20gn_cifar10__seed2,groupnorm-transfer,activation-transfer,cifar10,resnet20_gn_cifar,resolution_max_b1,resolution_max_b1__transfer,2,unvalidated,30,11730,50000,10000,True,current;target,0.7905,0.6256597930908203,0.862,0.4714648132324219,0.7905,0.6256597930908203,0.862,0.4714648132324219,10000,454.81480763499997,421.2023794910001,33.612428143999864,"[2346, 4692]",assets/resnet20gn_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",resnet20_gn_cifar,,8
resnet20gn_cifar10,results/resnet20gn_cifar10/resolution_max_b1_gaussian_conv__resnet20gn_cifar10__seed0,groupnorm-transfer,activation-transfer,cifar10,resnet20_gn_cifar,resolution_max_b1_gaussian_conv,resolution_max_b1_gaussian_conv__transfer,0,unvalidated,30,11730,50000,10000,True,current;target,0.7861,0.6128493743896485,0.852,0.4469613037109375,0.7861,0.6128493743896485,0.852,0.4469613037109375,10000,708.856428048,656.7909720699997,52.065455978000216,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/resnet20gn_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",resnet20_gn_cifar,,8
resnet20gn_cifar10,results/resnet20gn_cifar10/resolution_max_b1_gaussian_conv__resnet20gn_cifar10__seed1,groupnorm-transfer,activation-transfer,cifar10,resnet20_gn_cifar,resolution_max_b1_gaussian_conv,resolution_max_b1_gaussian_conv__transfer,1,unvalidated,30,11730,50000,10000,True,current;target,0.7901,0.6149677276611328,0.844,0.45837591552734375,0.7901,0.6149677276611328,0.844,0.45837591552734375,10000,727.489107843,671.791000183,55.698107660000005,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/resnet20gn_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",resnet20_gn_cifar,,8
resnet20gn_cifar10,results/resnet20gn_cifar10/resolution_max_b1_gaussian_conv__resnet20gn_cifar10__seed2,groupnorm-transfer,activation-transfer,cifar10,resnet20_gn_cifar,resolution_max_b1_gaussian_conv,resolution_max_b1_gaussian_conv__transfer,2,unvalidated,30,11730,50000,10000,True,current;target,0.7894,0.6135159851074219,0.83,0.5105701904296875,0.7894,0.6135159851074219,0.83,0.5105701904296875,10000,691.812201715,640.9031450540003,50.90905666099968,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/resnet20gn_cifar10,30,"[0.4913996756076813, 0.4821584224700928, 0.44653090834617615]","[0.24703222513198853, 0.24348512291908264, 0.26158782839775085]",cifar10,1,"[""current"", ""target""]",resnet20_gn_cifar,,8
stl10,results/stl10/gaussian_postrelu__stl10__resnet20_bn_cifar__seed0,stl10-transfer,svhn-transfer;cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,stl10,resnet20_bn_cifar,gaussian_postrelu,gaussian_postrelu__transfer,0,unvalidated,60,2400,5000,8000,True,current;target,0.597875,1.1141512680053711,0.678,0.948415771484375,0.597875,1.1141512680053711,0.678,0.948415771484375,8000,1074.560379087,842.4903104940004,232.07006859299958,"[240, 480, 720, 960, 1200, 1440, 1680]",assets/stl10_resnet20bn,60,"[0.44671061635017395, 0.4398098289966583, 0.4066464602947235]","[0.26034098863601685, 0.2565772831439972, 0.2712673842906952]",stl10,3,"[""current"", ""target""]",resnet20_bn_cifar,,
stl10,results/stl10/gaussian_postrelu__stl10__resnet20_bn_cifar__seed1,stl10-transfer,svhn-transfer;cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,stl10,resnet20_bn_cifar,gaussian_postrelu,gaussian_postrelu__transfer,1,unvalidated,60,2400,5000,8000,True,current;target,0.58775,1.1361502380371094,0.642,0.972346923828125,0.58775,1.1361502380371094,0.642,0.972346923828125,8000,979.263583355,771.8736743180001,207.38990903699994,"[240, 480, 720, 960, 1200, 1440, 1680]",assets/stl10_resnet20bn,60,"[0.44671061635017395, 0.4398098289966583, 0.4066464602947235]","[0.26034098863601685, 0.2565772831439972, 0.2712673842906952]",stl10,3,"[""current"", ""target""]",resnet20_bn_cifar,,
stl10,results/stl10/gaussian_postrelu__stl10__resnet20_bn_cifar__seed2,stl10-transfer,svhn-transfer;cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,stl10,resnet20_bn_cifar,gaussian_postrelu,gaussian_postrelu__transfer,2,unvalidated,60,2400,5000,8000,True,current;target,0.5675,1.1775640945434571,0.63,1.0169558715820313,0.5675,1.1775640945434571,0.63,1.0169558715820313,8000,1070.9711777979999,838.2635006160001,232.70767718199977,"[240, 480, 720, 960, 1200, 1440, 1680]",assets/stl10_resnet20bn,60,"[0.44671061635017395, 0.4398098289966583, 0.4066464602947235]","[0.26034098863601685, 0.2565772831439972, 0.2712673842906952]",stl10,3,"[""current"", ""target""]",resnet20_bn_cifar,,
stl10,results/stl10/plain__stl10__resnet20_bn_cifar__seed0,stl10-transfer,svhn-transfer;cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,stl10,resnet20_bn_cifar,plain,plain__transfer,0,unvalidated,60,2400,5000,8000,True,current,,,,,0.576375,1.1575559997558593,0.71,0.8811074829101563,8000,595.649070176,525.7692501979997,69.87981997800034,[],assets/stl10_resnet20bn,60,"[0.44671061635017395, 0.4398098289966583, 0.4066464602947235]","[0.26034098863601685, 0.2565772831439972, 0.2712673842906952]",stl10,3,"[""current""]",resnet20_bn_cifar,,
stl10,results/stl10/plain__stl10__resnet20_bn_cifar__seed1,stl10-transfer,svhn-transfer;cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,stl10,resnet20_bn_cifar,plain,plain__transfer,1,unvalidated,60,2400,5000,8000,True,current,,,,,0.576625,1.1410386657714844,0.69,0.9094183349609375,8000,639.0863102159999,561.472913418,77.61339679799988,[],assets/stl10_resnet20bn,60,"[0.44671061635017395, 0.4398098289966583, 0.4066464602947235]","[0.26034098863601685, 0.2565772831439972, 0.2712673842906952]",stl10,3,"[""current""]",resnet20_bn_cifar,,
stl10,results/stl10/plain__stl10__resnet20_bn_cifar__seed2,stl10-transfer,svhn-transfer;cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,stl10,resnet20_bn_cifar,plain,plain__transfer,2,unvalidated,60,2400,5000,8000,True,current,,,,,0.567375,1.168985321044922,0.684,0.9176094970703125,8000,642.4633589250001,564.0333731789997,78.42998574600034,[],assets/stl10_resnet20bn,60,"[0.44671061635017395, 0.4398098289966583, 0.4066464602947235]","[0.26034098863601685, 0.2565772831439972, 0.2712673842906952]",stl10,3,"[""current""]",resnet20_bn_cifar,,
stl10,results/stl10/resolution_max_b1__stl10__resnet20_bn_cifar__seed0,stl10-transfer,svhn-transfer;cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,stl10,resnet20_bn_cifar,resolution_max_b1,resolution_max_b1__transfer,0,unvalidated,60,2400,5000,8000,True,current;target,0.60075,1.078970375061035,0.702,0.8204019775390625,0.60075,1.078970375061035,0.702,0.8204019775390625,8000,634.1679591039999,488.878129256,145.2898298479999,"[480, 960]",assets/stl10_resnet20bn,60,"[0.44671061635017395, 0.4398098289966583, 0.4066464602947235]","[0.26034098863601685, 0.2565772831439972, 0.2712673842906952]",stl10,3,"[""current"", ""target""]",resnet20_bn_cifar,,
stl10,results/stl10/resolution_max_b1__stl10__resnet20_bn_cifar__seed1,stl10-transfer,svhn-transfer;cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,stl10,resnet20_bn_cifar,resolution_max_b1,resolution_max_b1__transfer,1,unvalidated,60,2400,5000,8000,True,current;target,0.602875,1.0723787879943847,0.708,0.8353516845703125,0.602875,1.0723787879943847,0.708,0.8353516845703125,8000,606.356906323,472.95268268599995,133.40422363700003,"[480, 960]",assets/stl10_resnet20bn,60,"[0.44671061635017395, 0.4398098289966583, 0.4066464602947235]","[0.26034098863601685, 0.2565772831439972, 0.2712673842906952]",stl10,3,"[""current"", ""target""]",resnet20_bn_cifar,,
stl10,results/stl10/resolution_max_b1__stl10__resnet20_bn_cifar__seed2,stl10-transfer,svhn-transfer;cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,stl10,resnet20_bn_cifar,resolution_max_b1,resolution_max_b1__transfer,2,unvalidated,60,2400,5000,8000,True,current;target,0.59425,1.101253631591797,0.716,0.840468017578125,0.59425,1.101253631591797,0.716,0.840468017578125,8000,629.26216907,488.60657350799966,140.65559556200037,"[480, 960]",assets/stl10_resnet20bn,60,"[0.44671061635017395, 0.4398098289966583, 0.4066464602947235]","[0.26034098863601685, 0.2565772831439972, 0.2712673842906952]",stl10,3,"[""current"", ""target""]",resnet20_bn_cifar,,
stl10,results/stl10/resolution_max_b1_gaussian_conv__stl10__resnet20_bn_cifar__seed0,stl10-transfer,svhn-transfer;cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,stl10,resnet20_bn_cifar,resolution_max_b1_gaussian_conv,resolution_max_b1_gaussian_conv__transfer,0,unvalidated,60,2400,5000,8000,True,current;target,0.565625,1.1905501174926758,0.634,1.0816578369140626,0.565625,1.1905501174926758,0.634,1.0816578369140626,8000,1136.8811715460001,891.845033692,245.03613785400012,"[240, 480, 720, 960, 1200, 1440, 1680]",assets/stl10_resnet20bn,60,"[0.44671061635017395, 0.4398098289966583, 0.4066464602947235]","[0.26034098863601685, 0.2565772831439972, 0.2712673842906952]",stl10,3,"[""current"", ""target""]",resnet20_bn_cifar,,
stl10,results/stl10/resolution_max_b1_gaussian_conv__stl10__resnet20_bn_cifar__seed1,stl10-transfer,svhn-transfer;cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,stl10,resnet20_bn_cifar,resolution_max_b1_gaussian_conv,resolution_max_b1_gaussian_conv__transfer,1,unvalidated,60,2400,5000,8000,True,current;target,0.55775,1.2279530410766601,0.59,1.1295009765625,0.55775,1.2279530410766601,0.59,1.1295009765625,8000,1097.778264808,859.8578042959998,237.92046051200006,"[240, 480, 720, 960, 1200, 1440, 1680]",assets/stl10_resnet20bn,60,"[0.44671061635017395, 0.4398098289966583, 0.4066464602947235]","[0.26034098863601685, 0.2565772831439972, 0.2712673842906952]",stl10,3,"[""current"", ""target""]",resnet20_bn_cifar,,
stl10,results/stl10/resolution_max_b1_gaussian_conv__stl10__resnet20_bn_cifar__seed2,stl10-transfer,svhn-transfer;cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,stl10,resnet20_bn_cifar,resolution_max_b1_gaussian_conv,resolution_max_b1_gaussian_conv__transfer,2,unvalidated,60,2400,5000,8000,True,current;target,0.558375,1.2162104949951171,0.644,1.09246533203125,0.558375,1.2162104949951171,0.644,1.09246533203125,8000,1115.26615201,874.6265750349999,240.63957697500013,"[240, 480, 720, 960, 1200, 1440, 1680]",assets/stl10_resnet20bn,60,"[0.44671061635017395, 0.4398098289966583, 0.4066464602947235]","[0.26034098863601685, 0.2565772831439972, 0.2712673842906952]",stl10,3,"[""current"", ""target""]",resnet20_bn_cifar,,
svhn,results/svhn/gaussian_postrelu__svhn__resnet20_bn_cifar__seed0,svhn-transfer,cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,svhn,resnet20_bn_cifar,gaussian_postrelu,gaussian_postrelu__transfer,0,unvalidated,30,11730,50000,26032,True,current;target,0.9439920098340504,0.2009157595930469,0.982,0.0707246322631836,0.9439920098340504,0.2009157595930469,0.982,0.0707246322631836,26032,676.700740559,571.4488927719997,105.25184778700026,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/svhn_resnet20bn,30,"[0.4376820921897888, 0.4437696933746338, 0.4728044271469116]","[0.19803012907505035, 0.2010156214237213, 0.19703614711761475]",svhn,1,"[""current"", ""target""]",resnet20_bn_cifar,,
svhn,results/svhn/gaussian_postrelu__svhn__resnet20_bn_cifar__seed1,svhn-transfer,cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,svhn,resnet20_bn_cifar,gaussian_postrelu,gaussian_postrelu__transfer,1,unvalidated,30,11730,50000,26032,True,current;target,0.9411877688998156,0.20423526341151663,0.982,0.07677980041503907,0.9411877688998156,0.20423526341151663,0.982,0.07677980041503907,26032,668.5318561629999,559.822676216,108.70917994699994,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/svhn_resnet20bn,30,"[0.4376820921897888, 0.4437696933746338, 0.4728044271469116]","[0.19803012907505035, 0.2010156214237213, 0.19703614711761475]",svhn,1,"[""current"", ""target""]",resnet20_bn_cifar,,
svhn,results/svhn/gaussian_postrelu__svhn__resnet20_bn_cifar__seed2,svhn-transfer,cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,svhn,resnet20_bn_cifar,gaussian_postrelu,gaussian_postrelu__transfer,2,unvalidated,30,11730,50000,26032,True,current;target,0.9427243392747388,0.20231313797397416,0.99,0.06134830093383789,0.9427243392747388,0.20231313797397416,0.99,0.06134830093383789,26032,666.1526846280001,549.4946372339996,116.65804739400056,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/svhn_resnet20bn,30,"[0.4376820921897888, 0.4437696933746338, 0.4728044271469116]","[0.19803012907505035, 0.2010156214237213, 0.19703614711761475]",svhn,1,"[""current"", ""target""]",resnet20_bn_cifar,,
svhn,results/svhn/plain__svhn__resnet20_bn_cifar__seed0,svhn-transfer,cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,svhn,resnet20_bn_cifar,plain,plain__transfer,0,unvalidated,30,11730,50000,26032,True,current,,,,,0.931161647203442,0.24612144188933674,1.0,0.03391447448730469,26032,510.25359026200005,466.05588236800037,44.19770789399968,[],assets/svhn_resnet20bn,30,"[0.4376820921897888, 0.4437696933746338, 0.4728044271469116]","[0.19803012907505035, 0.2010156214237213, 0.19703614711761475]",svhn,1,"[""current""]",resnet20_bn_cifar,,
svhn,results/svhn/plain__svhn__resnet20_bn_cifar__seed1,svhn-transfer,cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,svhn,resnet20_bn_cifar,plain,plain__transfer,1,unvalidated,30,11730,50000,26032,True,current,,,,,0.930700676090965,0.25009583157487786,0.998,0.03480284118652344,26032,484.93296167100004,442.9585111449999,41.97445052600017,[],assets/svhn_resnet20bn,30,"[0.4376820921897888, 0.4437696933746338, 0.4728044271469116]","[0.19803012907505035, 0.2010156214237213, 0.19703614711761475]",svhn,1,"[""current""]",resnet20_bn_cifar,,
svhn,results/svhn/plain__svhn__resnet20_bn_cifar__seed2,svhn-transfer,cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,svhn,resnet20_bn_cifar,plain,plain__transfer,2,unvalidated,30,11730,50000,26032,True,current,,,,,0.9312384757221881,0.2466952388427268,0.998,0.03210462188720703,26032,473.30536362000004,433.3135248670001,39.99183875299991,[],assets/svhn_resnet20bn,30,"[0.4376820921897888, 0.4437696933746338, 0.4728044271469116]","[0.19803012907505035, 0.2010156214237213, 0.19703614711761475]",svhn,1,"[""current""]",resnet20_bn_cifar,,
svhn,results/svhn/resolution_max_b1__svhn__resnet20_bn_cifar__seed0,svhn-transfer,cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,svhn,resnet20_bn_cifar,resolution_max_b1,resolution_max_b1__transfer,0,unvalidated,30,11730,50000,26032,True,current;target,0.9428779963122311,0.20095441470720612,0.974,0.09832527160644532,0.9428779963122311,0.20095441470720612,0.974,0.09832527160644532,26032,495.16157724299995,422.2265220959998,72.93505514700013,"[2346, 4692]",assets/svhn_resnet20bn,30,"[0.4376820921897888, 0.4437696933746338, 0.4728044271469116]","[0.19803012907505035, 0.2010156214237213, 0.19703614711761475]",svhn,1,"[""current"", ""target""]",resnet20_bn_cifar,,
svhn,results/svhn/resolution_max_b1__svhn__resnet20_bn_cifar__seed1,svhn-transfer,cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,svhn,resnet20_bn_cifar,resolution_max_b1,resolution_max_b1__transfer,1,unvalidated,30,11730,50000,26032,True,current;target,0.9431853103872158,0.19980600696988976,0.972,0.11192928314208984,0.9431853103872158,0.19980600696988976,0.972,0.11192928314208984,26032,492.69111599500013,413.88929810900004,78.8018178860001,"[2346, 4692]",assets/svhn_resnet20bn,30,"[0.4376820921897888, 0.4437696933746338, 0.4728044271469116]","[0.19803012907505035, 0.2010156214237213, 0.19703614711761475]",svhn,1,"[""current"", ""target""]",resnet20_bn_cifar,,
svhn,results/svhn/resolution_max_b1__svhn__resnet20_bn_cifar__seed2,svhn-transfer,cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,svhn,resnet20_bn_cifar,resolution_max_b1,resolution_max_b1__transfer,2,unvalidated,30,11730,50000,26032,True,current;target,0.941840811309158,0.20462482781152308,0.974,0.1048804702758789,0.941840811309158,0.20462482781152308,0.974,0.1048804702758789,26032,508.40992149900006,431.1513888120002,77.25853268699984,"[2346, 4692]",assets/svhn_resnet20bn,30,"[0.4376820921897888, 0.4437696933746338, 0.4728044271469116]","[0.19803012907505035, 0.2010156214237213, 0.19703614711761475]",svhn,1,"[""current"", ""target""]",resnet20_bn_cifar,,
svhn,results/svhn/resolution_max_b1_gaussian_conv__svhn__resnet20_bn_cifar__seed0,svhn-transfer,cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,svhn,resnet20_bn_cifar,resolution_max_b1_gaussian_conv,resolution_max_b1_gaussian_conv__transfer,0,unvalidated,30,11730,50000,26032,True,current;target,0.9491779348494161,0.17964209574970205,0.974,0.10309037780761719,0.9491779348494161,0.17964209574970205,0.974,0.10309037780761719,26032,753.7142482309999,642.291424499,111.42282373200004,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/svhn_resnet20bn,30,"[0.4376820921897888, 0.4437696933746338, 0.4728044271469116]","[0.19803012907505035, 0.2010156214237213, 0.19703614711761475]",svhn,1,"[""current"", ""target""]",resnet20_bn_cifar,,
svhn,results/svhn/resolution_max_b1_gaussian_conv__svhn__resnet20_bn_cifar__seed1,svhn-transfer,cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,svhn,resnet20_bn_cifar,resolution_max_b1_gaussian_conv,resolution_max_b1_gaussian_conv__transfer,1,unvalidated,30,11730,50000,26032,True,current;target,0.946220036877689,0.1905217793321932,0.964,0.11911077880859375,0.946220036877689,0.1905217793321932,0.964,0.11911077880859375,26032,766.196296875,644.7085121070002,121.48778476799993,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/svhn_resnet20bn,30,"[0.4376820921897888, 0.4437696933746338, 0.4728044271469116]","[0.19803012907505035, 0.2010156214237213, 0.19703614711761475]",svhn,1,"[""current"", ""target""]",resnet20_bn_cifar,,
svhn,results/svhn/resolution_max_b1_gaussian_conv__svhn__resnet20_bn_cifar__seed2,svhn-transfer,cifar10-subset;vgg11-transfer;groupnorm-transfer;activation-transfer,svhn,resnet20_bn_cifar,resolution_max_b1_gaussian_conv,resolution_max_b1_gaussian_conv__transfer,2,unvalidated,30,11730,50000,26032,True,current;target,0.9499846342962508,0.17951440893585285,0.976,0.09755336761474609,0.9499846342962508,0.17951440893585285,0.976,0.09755336761474609,26032,747.013110054,627.9460104049999,119.067099649,"[1173, 2346, 3519, 4692, 5865, 7038, 8211]",assets/svhn_resnet20bn,30,"[0.4376820921897888, 0.4437696933746338, 0.4728044271469116]","[0.19803012907505035, 0.2010156214237213, 0.19703614711761475]",svhn,1,"[""current"", ""target""]",resnet20_bn_cifar,,
