method,seed,a,b,train_ce,test_ce,source,policy
gaussian_postrelu,0,-0.25,0.3,2.2919521484375,2.3068583984375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.25,0.325,2.38138427734375,2.3941898193359377,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.25,0.35,2.486201171875,2.491747924804688,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.25,0.375,2.6028428955078127,2.58825830078125,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.25,0.4,2.7246588134765624,2.687683349609375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.25,0.425,2.847474853515625,2.792311401367188,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.25,0.45,2.9632958984375,2.90034521484375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.25,0.475,3.074865478515625,3.0083673095703123,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.25,0.5,3.181329345703125,3.114307861328125,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,-0.5,3.600885009765625,3.6031083984375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,-0.475,3.457341064453125,3.4700352783203123,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,-0.45,3.308917846679688,3.32484130859375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,-0.425,3.155234619140625,3.175674560546875,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,-0.4,2.988837646484375,3.0223985595703127,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,-0.375,2.8151533203125,2.858001953125,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,-0.35,2.637909912109375,2.6908245849609376,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,-0.325,2.462835693359375,2.5269332275390624,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,-0.3,2.2935733642578127,2.368461181640625,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,-0.275,2.130886474609375,2.2202186279296874,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,-0.25,1.983888610839844,2.0819381103515626,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,-0.225,1.86133251953125,1.961619384765625,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,-0.2,1.766422607421875,1.858265625,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,-0.175,1.6859847412109374,1.765841064453125,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,-0.15,1.6145869140625,1.6894426879882811,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,-0.125,1.5653350830078123,1.62931787109375,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,-0.1,1.5299431762695312,1.589081298828125,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,-0.075,1.51833642578125,1.569007568359375,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,-0.05,1.5336694946289062,1.5812501220703126,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,-0.025,1.535968933105469,1.5931215209960938,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,0.0,1.5501652221679687,1.614596923828125,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,0.025,1.5866109008789062,1.6420147705078123,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,0.05,1.6325974731445312,1.671630615234375,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,0.075,1.6917862548828124,1.712283447265625,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,0.1,1.7447903442382813,1.7541849365234374,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,0.125,1.7881917114257813,1.7854393920898437,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,0.15,1.830674072265625,1.816586669921875,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,0.175,1.866580322265625,1.8582340698242188,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,0.2,1.9032109375,1.909329345703125,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,0.225,1.946715270996093,1.95663525390625,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,0.25,2.005576232910156,2.0163243408203124,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.225,0.275,2.0759102172851565,2.092963745117188,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,0.3,2.16131494140625,2.185984130859375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,0.325,2.264521728515625,2.288496337890625,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,0.35,2.385796142578125,2.396669189453125,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,0.375,2.5160269775390627,2.5081517333984373,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,0.4,2.6529752197265624,2.6246300048828126,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,0.425,2.7849638671875,2.7419912109375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,0.45,2.9066805419921877,2.85866357421875,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,0.475,3.0269013671875,2.972267333984375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.225,0.5,3.13925341796875,3.085808349609375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,-0.5,3.50347119140625,3.52228271484375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,-0.475,3.3524508056640623,3.3900478515625,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,-0.45,3.2034012451171874,3.2487470703125,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,-0.425,3.04602392578125,3.09482373046875,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,-0.4,2.881263305664062,2.932601318359375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,-0.375,2.70427294921875,2.7638861083984376,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,-0.35,2.522834716796875,2.593603881835937,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,-0.325,2.338897705078125,2.42674072265625,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,-0.3,2.16090966796875,2.2620865478515624,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,-0.275,1.9945830078125,2.1084110107421874,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,-0.25,1.8403316040039064,1.9644605102539063,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,-0.225,1.706466796875,1.832914306640625,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,-0.2,1.5943134765625,1.7198617553710938,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,-0.175,1.503943664550781,1.6231741943359377,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,-0.15,1.4332003173828125,1.543421875,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,-0.125,1.3778296508789063,1.4786480712890624,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,-0.1,1.3423324584960938,1.43116455078125,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,-0.075,1.3205357666015625,1.395957275390625,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,-0.05,1.322541748046875,1.3868475952148438,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,-0.025,1.3312498779296875,1.3948073120117188,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,0.0,1.3311027221679688,1.4063220825195313,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,0.025,1.3534301147460936,1.4337703247070313,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,0.05,1.39981982421875,1.4668052978515624,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,0.075,1.4667235107421874,1.5112406616210938,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,0.1,1.5320881958007813,1.5622364501953123,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,0.125,1.5929302368164062,1.6046065673828125,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,0.15,1.6478425903320313,1.64646435546875,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,0.175,1.6943179931640624,1.69465771484375,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,0.2,1.733537841796875,1.752341064453125,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,0.225,1.7817905883789062,1.812479736328125,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,0.25,1.8495680541992188,1.8843490600585937,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.2,0.275,1.9396574096679688,1.9777406005859373,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,0.3,2.0471343383789065,2.081132568359375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,0.325,2.170143798828125,2.1942601318359376,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,0.35,2.3026431884765626,2.3173057861328124,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,0.375,2.445697021484375,2.447871826171875,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,0.4,2.589274169921875,2.57937548828125,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,0.425,2.728868896484375,2.708234741210937,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,0.45,2.86037744140625,2.8339822998046875,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,0.475,2.98561865234375,2.9579515380859376,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.2,0.5,3.1036009521484376,3.08263671875,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,-0.5,3.3868782958984376,3.42812939453125,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,-0.475,3.232744140625,3.295167724609375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,-0.45,3.0807362060546875,3.153931640625,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,-0.425,2.9224892578125,2.9997640380859374,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,-0.4,2.7555771484375,2.831261962890625,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,-0.375,2.57669921875,2.657108642578125,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,-0.35,2.3945660400390625,2.485171630859375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,-0.325,2.21238671875,2.3181011962890623,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,-0.3,2.03520458984375,2.1533325805664063,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,-0.275,1.862057373046875,1.9966143798828124,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,-0.25,1.7014814453125,1.8466447143554687,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,-0.225,1.5594439086914065,1.7089046020507812,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,-0.2,1.4380271606445312,1.5852919311523437,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,-0.175,1.3398865356445313,1.4790303955078126,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,-0.15,1.261653076171875,1.3943504638671875,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,-0.125,1.2025792236328126,1.3249691772460936,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,-0.1,1.158841796875,1.2703139038085938,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,-0.075,1.1311480102539062,1.2308596801757812,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,-0.05,1.1204114379882812,1.2057360229492189,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,-0.025,1.1283873291015625,1.2048140258789062,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,0.0,1.128203125,1.2147029418945312,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,0.025,1.140852294921875,1.228462890625,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,0.05,1.174911376953125,1.2640216064453125,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,0.075,1.2405910034179688,1.313054443359375,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,0.1,1.3172749633789065,1.367584716796875,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,0.125,1.3923646240234375,1.427375244140625,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,0.15,1.466256652832031,1.4839215698242187,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,0.175,1.518610595703125,1.542914794921875,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,0.2,1.567660339355469,1.612823974609375,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,0.225,1.627859130859375,1.68771875,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,0.25,1.7141741943359374,1.7740136108398437,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.175,0.275,1.8229103393554689,1.875267761230469,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,0.3,1.9443145751953128,1.9916693115234372,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,0.325,2.08402783203125,2.1229304809570317,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,0.35,2.2346102294921875,2.256361328125,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,0.375,2.387379638671875,2.3972451171875,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,0.4,2.540400146484375,2.5458570556640625,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,0.425,2.68744580078125,2.6885560302734377,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,0.45,2.823532836914062,2.828838134765625,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,0.475,2.950472534179688,2.9668662109375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.175,0.5,3.0674102783203123,3.09927392578125,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,-0.5,3.257427978515625,3.324689697265625,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,-0.475,3.0990826416015627,3.19028662109375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,-0.45,2.9421588134765626,3.04408544921875,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,-0.425,2.78090234375,2.889984130859375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,-0.4,2.6109742431640623,2.7246710205078126,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,-0.375,2.4366744384765626,2.5472252197265624,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,-0.35,2.259405517578125,2.3730635986328124,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,-0.325,2.078805541992188,2.19780615234375,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,-0.3,1.9014052734375,2.0317005615234374,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,-0.275,1.7319916381835938,1.8752025146484372,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,-0.25,1.57358154296875,1.726358642578125,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,-0.225,1.4255933837890624,1.5856898803710937,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,-0.2,1.296041015625,1.4557127075195313,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,-0.175,1.19245556640625,1.3451807250976562,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,-0.15,1.10804052734375,1.2546550903320313,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,-0.125,1.0404190979003909,1.179813232421875,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,-0.1,0.9842615966796876,1.117884765625,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,-0.075,0.945231964111328,1.0648460693359374,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,-0.05,0.9234620361328124,1.0286070556640623,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,-0.025,0.91987451171875,1.0105057067871093,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,0.0,0.9270198059082032,1.0172051391601562,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,0.025,0.9370250549316408,1.0262744750976562,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,0.05,0.9674149780273438,1.0596961059570311,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,0.075,1.02160595703125,1.1120325927734376,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,0.1,1.093731475830078,1.1752769165039063,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,0.125,1.1784105834960938,1.2461868896484376,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,0.15,1.26372998046875,1.326611083984375,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,0.175,1.3452238159179688,1.4039274291992188,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,0.2,1.4180100708007812,1.4861222534179688,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,0.225,1.4979105224609377,1.5790239868164062,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,0.25,1.6015311279296875,1.6751024169921875,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.15,0.275,1.725066650390625,1.7896759033203125,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,0.3,1.8625228271484373,1.924888610839844,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,0.325,2.01177685546875,2.067627197265625,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,0.35,2.175635620117188,2.2176455078125,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,0.375,2.3449227294921875,2.37422119140625,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,0.4,2.507632080078125,2.5341678466796878,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,0.425,2.6601094970703123,2.6940201416015626,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,0.45,2.79827392578125,2.84478955078125,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,0.475,2.92467919921875,2.9848585205078124,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.15,0.5,3.0402520751953124,3.116330810546875,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.125,-0.5,3.1277998046875,3.215942138671875,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.125,-0.475,2.9692572021484374,3.074925170898437,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.125,-0.45,2.808298706054688,2.928322265625,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.125,-0.425,2.64368359375,2.772512451171875,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.125,-0.4,2.473031494140625,2.610561279296875,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.125,-0.375,2.2997991943359377,2.4382119140625,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.125,-0.35,2.12522509765625,2.256650756835937,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.125,-0.325,1.944225524902344,2.0808792724609373,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.125,-0.3,1.766347961425781,1.914329956054688,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.125,-0.275,1.599316650390625,1.7482114868164065,maxmonstre/eval/grid__gaussian__seed0__epoch_030__r-_G0__probes__f32.jsonl,recalibrated
gaussian_postrelu,0,-0.125,-0.25,1.4421773681640624,1.5939352416992187,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.125,-0.225,1.2967135009765625,1.4527318115234376,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.125,-0.2,1.1657821044921874,1.3259525756835937,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.125,-0.175,1.0579833984375,1.2131390380859377,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.125,-0.15,0.967533233642578,1.11736572265625,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.125,-0.125,0.8940048217773438,1.0414122924804687,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.125,-0.1,0.8303787231445312,0.9761763000488282,v2/surfaces.csv,recalibrated
gaussian_postrelu,0,-0.125,-0.075,0.7762022094726563,0.9248045959472656,v2/surfaces.csv,recalibrated
