A,B,seed,alpha,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.06,0.3336201171875,0.893,0.5854965209960937,0.799
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.08,0.35303640747070314,0.891,0.6000000610351562,0.795
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.1,0.3772516632080078,0.883,0.6173699951171875,0.791
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.12,0.4065297393798828,0.873,0.6390022583007813,0.781
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.14,0.4395248260498047,0.854,0.6643486633300781,0.769
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.16,0.4764501495361328,0.837,0.6943358764648437,0.757
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.18,0.516945083618164,0.818,0.7290319213867188,0.742
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.2,0.5606918640136719,0.804,0.7670872802734375,0.73
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.22,0.6084125671386719,0.784,0.8077923583984375,0.715
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.24,0.6592249450683594,0.765,0.8494282531738281,0.704
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.26,0.7133076171875,0.748,0.8918987426757813,0.691
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.28,0.7689441223144531,0.732,0.9367718200683594,0.683
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.3,0.8230641479492188,0.707,0.9828998107910156,0.664
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.32,0.8757911071777343,0.694,1.0290546264648437,0.645
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.34,0.9272533874511719,0.672,1.072405517578125,0.624
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.36,0.975162109375,0.648,1.1132949829101562,0.612
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.38,1.0187618408203125,0.633,1.14871435546875,0.599
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.4,1.0568929443359374,0.627,1.1811627197265624,0.588
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.42,1.0878348388671875,0.614,1.2070291748046875,0.581
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.44,1.1106158447265626,0.606,1.2234330444335937,0.575
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.46,1.1249381103515625,0.602,1.232330322265625,0.573
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.48,1.131333251953125,0.599,1.23458349609375,0.573
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.5,1.1311236572265626,0.599,1.2298106689453125,0.572
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.52,1.1227681884765626,0.606,1.2184169311523438,0.575
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.54,1.1055723876953125,0.612,1.1984298706054688,0.577
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.56,1.0794852294921875,0.621,1.1712246704101563,0.59
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.58,1.0463646850585937,0.641,1.13745654296875,0.599
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.6,1.0066104736328125,0.647,1.1005382080078125,0.612
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.62,0.9630073547363281,0.654,1.0606265869140625,0.624
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.64,0.9157067260742188,0.675,1.0174985961914063,0.641
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.66,0.8641206665039063,0.693,0.9718690490722657,0.667
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.68,0.81161865234375,0.709,0.9240208740234375,0.68
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.7000000000000001,0.7585798950195313,0.73,0.8751129150390625,0.691
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.72,0.7068832702636719,0.753,0.8259409484863282,0.707
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.74,0.6569759521484375,0.772,0.7793941040039063,0.728
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.76,0.6101343688964844,0.792,0.7363757629394532,0.745
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.78,0.5656317138671875,0.806,0.6979088134765625,0.759
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.8,0.5247950439453125,0.823,0.6627021484375,0.78
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.8200000000000001,0.48604515075683596,0.839,0.6304031066894531,0.788
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.84,0.44945266723632815,0.852,0.6017440490722656,0.797
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.86,0.41628857421875,0.869,0.576475830078125,0.805
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.88,0.38650094604492186,0.88,0.5555088500976563,0.811
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.9,0.3604198760986328,0.884,0.5382778930664063,0.806
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.92,0.33854229736328123,0.891,0.5244548034667968,0.816
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.9400000000000001,0.3213193054199219,0.897,0.5135328674316406,0.828
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.96,0.3084136199951172,0.9,0.5055547332763672,0.831
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.98,0.2995875701904297,0.905,0.5007158050537109,0.833
resolution_max_b1,resolution_max_b1_gaussian_conv,4,1.0,0.29518101501464844,0.906,0.4987561950683594,0.835
plain,resolution_max_b1_gaussian_conv,0,0.0,0.22218031311035155,0.94,0.7570303955078125,0.737
plain,resolution_max_b1_gaussian_conv,0,0.02,0.23089710998535157,0.945,0.7525887451171875,0.733
plain,resolution_max_b1_gaussian_conv,0,0.04,0.2479368591308594,0.933,0.7537328491210937,0.73
plain,resolution_max_b1_gaussian_conv,0,0.06,0.2723266754150391,0.928,0.7595768432617187,0.735
plain,resolution_max_b1_gaussian_conv,0,0.08,0.3051060333251953,0.919,0.7703210754394532,0.73
plain,resolution_max_b1_gaussian_conv,0,0.1,0.34650875854492186,0.898,0.7870093078613282,0.73
plain,resolution_max_b1_gaussian_conv,0,0.12,0.3947998046875,0.873,0.8077884521484375,0.725
plain,resolution_max_b1_gaussian_conv,0,0.14,0.44962841796875,0.852,0.8331248474121093,0.723
plain,resolution_max_b1_gaussian_conv,0,0.16,0.5097136688232422,0.824,0.862866943359375,0.72
plain,resolution_max_b1_gaussian_conv,0,0.18,0.5759032592773438,0.802,0.8953414306640625,0.714
plain,resolution_max_b1_gaussian_conv,0,0.2,0.645523681640625,0.773,0.9331873168945313,0.694
plain,resolution_max_b1_gaussian_conv,0,0.22,0.718483642578125,0.747,0.9752151794433593,0.682
plain,resolution_max_b1_gaussian_conv,0,0.24,0.7934215087890625,0.724,1.020031005859375,0.668
plain,resolution_max_b1_gaussian_conv,0,0.26,0.8681346740722656,0.694,1.0669125366210936,0.645
plain,resolution_max_b1_gaussian_conv,0,0.28,0.9435355834960938,0.666,1.1177504272460939,0.619
plain,resolution_max_b1_gaussian_conv,0,0.3,1.0175683288574218,0.642,1.1686837158203125,0.609
plain,resolution_max_b1_gaussian_conv,0,0.32,1.089201416015625,0.616,1.21950830078125,0.59
plain,resolution_max_b1_gaussian_conv,0,0.34,1.1570809936523438,0.601,1.27030322265625,0.572
plain,resolution_max_b1_gaussian_conv,0,0.36,1.2208543090820312,0.582,1.3192634887695311,0.555
plain,resolution_max_b1_gaussian_conv,0,0.38,1.2777247314453124,0.567,1.3648438110351562,0.535
plain,resolution_max_b1_gaussian_conv,0,0.4,1.3268187255859376,0.544,1.4048905029296874,0.527
plain,resolution_max_b1_gaussian_conv,0,0.42,1.3679223022460938,0.54,1.4416837158203124,0.506
plain,resolution_max_b1_gaussian_conv,0,0.44,1.4003368530273437,0.522,1.47197119140625,0.492
plain,resolution_max_b1_gaussian_conv,0,0.46,1.4230929565429689,0.507,1.4933558349609375,0.472
plain,resolution_max_b1_gaussian_conv,0,0.48,1.4344414672851562,0.501,1.506528564453125,0.465
plain,resolution_max_b1_gaussian_conv,0,0.5,1.433974609375,0.507,1.5098715209960938,0.468
plain,resolution_max_b1_gaussian_conv,0,0.52,1.4231476440429687,0.512,1.5033907470703125,0.469
plain,resolution_max_b1_gaussian_conv,0,0.54,1.403180419921875,0.52,1.4882239990234376,0.473
plain,resolution_max_b1_gaussian_conv,0,0.56,1.3731372680664062,0.527,1.4621613159179687,0.486
plain,resolution_max_b1_gaussian_conv,0,0.58,1.3345745239257814,0.531,1.4273958740234376,0.496
plain,resolution_max_b1_gaussian_conv,0,0.6,1.2867798461914062,0.553,1.3842213745117187,0.507
plain,resolution_max_b1_gaussian_conv,0,0.62,1.2313430786132813,0.574,1.3335118408203126,0.523
plain,resolution_max_b1_gaussian_conv,0,0.64,1.1704025268554688,0.598,1.2747225341796875,0.557
plain,resolution_max_b1_gaussian_conv,0,0.66,1.1032238159179688,0.619,1.2095203247070312,0.574
plain,resolution_max_b1_gaussian_conv,0,0.68,1.033881805419922,0.64,1.1411148681640626,0.597
plain,resolution_max_b1_gaussian_conv,0,0.7000000000000001,0.9623456726074219,0.67,1.0710811462402343,0.61
plain,resolution_max_b1_gaussian_conv,0,0.72,0.8906807250976563,0.695,1.0019073486328125,0.632
plain,resolution_max_b1_gaussian_conv,0,0.74,0.8191631469726562,0.708,0.9362073974609375,0.654
plain,resolution_max_b1_gaussian_conv,0,0.76,0.7498708801269531,0.727,0.8747512817382812,0.677
plain,resolution_max_b1_gaussian_conv,0,0.78,0.6835302429199219,0.747,0.816337890625,0.709
plain,resolution_max_b1_gaussian_conv,0,0.8,0.6207198486328125,0.776,0.7632881469726562,0.735
plain,resolution_max_b1_gaussian_conv,0,0.8200000000000001,0.5626909484863282,0.804,0.7173031005859375,0.751
plain,resolution_max_b1_gaussian_conv,0,0.84,0.5105474090576172,0.82,0.6774990234375,0.757
plain,resolution_max_b1_gaussian_conv,0,0.86,0.4652201385498047,0.836,0.6426167602539062,0.77
plain,resolution_max_b1_gaussian_conv,0,0.88,0.42627218627929686,0.854,0.6126349182128906,0.783
plain,resolution_max_b1_gaussian_conv,0,0.9,0.3926857147216797,0.872,0.5871936950683594,0.79
plain,resolution_max_b1_gaussian_conv,0,0.92,0.3645777282714844,0.881,0.5665960998535157,0.802
plain,resolution_max_b1_gaussian_conv,0,0.9400000000000001,0.34181976318359375,0.887,0.5507418060302735,0.811
plain,resolution_max_b1_gaussian_conv,0,0.96,0.3247733154296875,0.89,0.5390735321044922,0.813
plain,resolution_max_b1_gaussian_conv,0,0.98,0.313358642578125,0.903,0.5317748107910156,0.816
plain,resolution_max_b1_gaussian_conv,0,1.0,0.30662591552734375,0.903,0.5280258178710937,0.819
plain,gaussian_postrelu,0,0.0,0.22218031311035155,0.94,0.7570303955078125,0.737
plain,gaussian_postrelu,0,0.02,0.2364078369140625,0.937,0.754727294921875,0.737
plain,gaussian_postrelu,0,0.04,0.26082074737548827,0.929,0.7585413513183594,0.731
plain,gaussian_postrelu,0,0.06,0.2947008514404297,0.921,0.7705478210449219,0.725
plain,gaussian_postrelu,0,0.08,0.33975169372558595,0.897,0.7895990600585937,0.724
plain,gaussian_postrelu,0,0.1,0.3961494445800781,0.877,0.8155034790039063,0.724
plain,gaussian_postrelu,0,0.12,0.4628878479003906,0.847,0.8456751098632812,0.71
plain,gaussian_postrelu,0,0.14,0.5369229431152344,0.813,0.8793403015136719,0.692
plain,gaussian_postrelu,0,0.16,0.6161689453125,0.774,0.9188881530761719,0.681
plain,gaussian_postrelu,0,0.18,0.6996854248046875,0.747,0.9672609558105468,0.667
plain,gaussian_postrelu,0,0.2,0.7904715576171875,0.716,1.0233306274414062,0.65
plain,gaussian_postrelu,0,0.22,0.8880038452148438,0.686,1.0878570251464843,0.632
plain,gaussian_postrelu,0,0.24,0.9893925476074219,0.655,1.1578968505859375,0.6
plain,gaussian_postrelu,0,0.26,1.0930726928710937,0.619,1.2321195068359374,0.56
plain,gaussian_postrelu,0,0.28,1.19794921875,0.581,1.311331298828125,0.537
plain,gaussian_postrelu,0,0.3,1.3015938720703124,0.551,1.3937532958984375,0.505
plain,gaussian_postrelu,0,0.32,1.4025706787109375,0.514,1.4760358276367187,0.483
plain,gaussian_postrelu,0,0.34,1.5003135375976562,0.486,1.5564739990234375,0.46
plain,gaussian_postrelu,0,0.36,1.5926389770507812,0.442,1.6339584350585938,0.438
plain,gaussian_postrelu,0,0.38,1.6796141357421874,0.413,1.708101806640625,0.399
plain,gaussian_postrelu,0,0.4,1.7488564453125,0.386,1.7710831909179687,0.383
plain,gaussian_postrelu,0,0.42,1.7944207763671876,0.358,1.8174608154296874,0.361
plain,gaussian_postrelu,0,0.44,1.8264389038085938,0.345,1.846201416015625,0.334
plain,gaussian_postrelu,0,0.46,1.8411221313476562,0.34,1.8548470458984374,0.337
plain,gaussian_postrelu,0,0.48,1.8361585083007812,0.34,1.847358154296875,0.326
plain,gaussian_postrelu,0,0.5,1.81483056640625,0.345,1.827169921875,0.334
plain,gaussian_postrelu,0,0.52,1.7814583129882813,0.359,1.7928524169921876,0.352
plain,gaussian_postrelu,0,0.54,1.7384491577148438,0.379,1.7475617065429687,0.368
plain,gaussian_postrelu,0,0.56,1.6850291748046875,0.411,1.6919678955078126,0.4
plain,gaussian_postrelu,0,0.58,1.622370361328125,0.435,1.6260908813476562,0.422
plain,gaussian_postrelu,0,0.6,1.549207275390625,0.461,1.5535377197265625,0.44
plain,gaussian_postrelu,0,0.62,1.4692832641601563,0.486,1.4741281127929688,0.48
plain,gaussian_postrelu,0,0.64,1.3839632568359375,0.51,1.3922015380859376,0.507
plain,gaussian_postrelu,0,0.66,1.29438134765625,0.531,1.3067708129882813,0.535
plain,gaussian_postrelu,0,0.68,1.2024212646484376,0.577,1.223501953125,0.562
plain,gaussian_postrelu,0,0.7000000000000001,1.1104119262695313,0.618,1.1407031860351562,0.609
plain,gaussian_postrelu,0,0.72,1.0187274169921876,0.654,1.0601102294921876,0.64
plain,gaussian_postrelu,0,0.74,0.9295816040039062,0.682,0.986582763671875,0.664
plain,gaussian_postrelu,0,0.76,0.8438594970703125,0.7,0.918571533203125,0.693
plain,gaussian_postrelu,0,0.78,0.7603968200683594,0.725,0.8551609191894531,0.712
plain,gaussian_postrelu,0,0.8,0.6820790710449218,0.761,0.7960442810058593,0.738
plain,gaussian_postrelu,0,0.8200000000000001,0.6107901000976562,0.79,0.7432148132324219,0.751
plain,gaussian_postrelu,0,0.84,0.5474383239746093,0.818,0.6979938659667969,0.772
plain,gaussian_postrelu,0,0.86,0.4901480255126953,0.833,0.6622429809570313,0.77
plain,gaussian_postrelu,0,0.88,0.4400313873291016,0.85,0.6313315124511719,0.778
plain,gaussian_postrelu,0,0.9,0.39778321838378905,0.87,0.6075318603515625,0.787
plain,gaussian_postrelu,0,0.92,0.362551513671875,0.885,0.5892926940917969,0.797
plain,gaussian_postrelu,0,0.9400000000000001,0.3331810760498047,0.893,0.5770806884765625,0.805
plain,gaussian_postrelu,0,0.96,0.3095518493652344,0.895,0.5688905944824219,0.811
plain,gaussian_postrelu,0,0.98,0.2926997375488281,0.9,0.5661234130859375,0.812
plain,gaussian_postrelu,0,1.0,0.2824344940185547,0.906,0.5683609161376953,0.807
plain,resolution_max_b1,0,0.0,0.22218031311035155,0.94,0.7570303955078125,0.737
plain,resolution_max_b1,0,0.02,0.23242023468017578,0.939,0.7529168090820313,0.738
plain,resolution_max_b1,0,0.04,0.2496934814453125,0.932,0.7524932250976563,0.734
plain,resolution_max_b1,0,0.06,0.27407308959960935,0.919,0.7555877685546875,0.731
plain,resolution_max_b1,0,0.08,0.30487153625488284,0.905,0.7619039916992187,0.731
plain,resolution_max_b1,0,0.1,0.3417687072753906,0.89,0.7703341979980469,0.73
plain,resolution_max_b1,0,0.12,0.38297674560546874,0.871,0.7813804321289063,0.73
plain,resolution_max_b1,0,0.14,0.4291009063720703,0.849,0.79551171875,0.725
plain,resolution_max_b1,0,0.16,0.4787416381835938,0.821,0.8126608276367188,0.719
plain,resolution_max_b1,0,0.18,0.5310220947265625,0.8,0.8332247619628906,0.714
plain,resolution_max_b1,0,0.2,0.5866915283203125,0.781,0.8580271301269531,0.701
plain,resolution_max_b1,0,0.22,0.6459053039550782,0.758,0.885815673828125,0.694
plain,resolution_max_b1,0,0.24,0.7043814086914062,0.736,0.9162832336425781,0.677
plain,resolution_max_b1,0,0.26,0.7620859375,0.72,0.9499307250976563,0.667
plain,resolution_max_b1,0,0.28,0.8209096374511718,0.693,0.9840393371582031,0.653
plain,resolution_max_b1,0,0.3,0.8783556213378906,0.67,1.0186426391601562,0.641
plain,resolution_max_b1,0,0.32,0.9348583068847657,0.651,1.053079132080078,0.629
plain,resolution_max_b1,0,0.34,0.9883950805664062,0.639,1.0886436462402345,0.619
plain,resolution_max_b1,0,0.36,1.0402034301757812,0.631,1.121651611328125,0.608
plain,resolution_max_b1,0,0.38,1.0871317138671874,0.621,1.1527020263671874,0.596
plain,resolution_max_b1,0,0.4,1.1285680541992187,0.608,1.183435791015625,0.582
plain,resolution_max_b1,0,0.42,1.1647261352539062,0.601,1.2112015380859376,0.565
plain,resolution_max_b1,0,0.44,1.1936032104492187,0.592,1.2356331787109376,0.561
plain,resolution_max_b1,0,0.46,1.21425,0.594,1.254370849609375,0.555
plain,resolution_max_b1,0,0.48,1.2282247924804688,0.595,1.2699030151367188,0.547
plain,resolution_max_b1,0,0.5,1.2365460815429687,0.588,1.2800455322265625,0.541
plain,resolution_max_b1,0,0.52,1.2376979370117187,0.588,1.2838489990234374,0.54
plain,resolution_max_b1,0,0.54,1.229604736328125,0.593,1.2818994750976562,0.541
plain,resolution_max_b1,0,0.56,1.2135785522460938,0.595,1.2726512451171874,0.55
plain,resolution_max_b1,0,0.58,1.1891669921875,0.608,1.2551851806640626,0.551
plain,resolution_max_b1,0,0.6,1.1568660278320313,0.624,1.2300745849609376,0.563
plain,resolution_max_b1,0,0.62,1.11828759765625,0.634,1.198038818359375,0.578
plain,resolution_max_b1,0,0.64,1.0739317321777344,0.646,1.1599615478515626,0.586
plain,resolution_max_b1,0,0.66,1.0247118530273438,0.656,1.1181104125976562,0.604
plain,resolution_max_b1,0,0.68,0.9717254333496094,0.668,1.0737648315429686,0.622
plain,resolution_max_b1,0,0.7000000000000001,0.9160459594726562,0.683,1.0260501708984375,0.637
plain,resolution_max_b1,0,0.72,0.85782373046875,0.694,0.9772491455078125,0.652
plain,resolution_max_b1,0,0.74,0.7985889282226563,0.715,0.9288433227539062,0.669
plain,resolution_max_b1,0,0.76,0.7393884582519531,0.732,0.8821948852539062,0.678
plain,resolution_max_b1,0,0.78,0.684346923828125,0.758,0.83753857421875,0.706
plain,resolution_max_b1,0,0.8,0.632142822265625,0.777,0.7950299682617188,0.716
plain,resolution_max_b1,0,0.8200000000000001,0.5822398376464843,0.797,0.7552457275390625,0.725
plain,resolution_max_b1,0,0.84,0.5346947326660156,0.821,0.7183490905761719,0.743
plain,resolution_max_b1,0,0.86,0.49028558349609375,0.837,0.6839435424804687,0.752
plain,resolution_max_b1,0,0.88,0.4500314331054687,0.856,0.6526242980957031,0.772
plain,resolution_max_b1,0,0.9,0.4141508941650391,0.865,0.6267222290039063,0.78
plain,resolution_max_b1,0,0.92,0.38343235778808593,0.875,0.6053411560058594,0.788
plain,resolution_max_b1,0,0.9400000000000001,0.35858596801757814,0.889,0.5875571899414063,0.797
plain,resolution_max_b1,0,0.96,0.33949899291992186,0.891,0.5742253112792969,0.799
plain,resolution_max_b1,0,0.98,0.32587147521972654,0.892,0.5645946655273437,0.802
plain,resolution_max_b1,0,1.0,0.31810240173339843,0.896,0.5604129028320313,0.811
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.0,0.31810240173339843,0.896,0.5604129028320313,0.811
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.02,0.32603605651855466,0.896,0.5620946655273438,0.809
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.04,0.34011880493164065,0.89,0.5680879516601562,0.807
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.06,0.35899087524414064,0.882,0.5789474487304688,0.8
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.08,0.38251939392089845,0.878,0.5943449096679687,0.796
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.1,0.4123270263671875,0.87,0.6143655395507812,0.784
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.12,0.4470337371826172,0.85,0.63918505859375,0.774
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.14,0.48660482788085935,0.836,0.668382568359375,0.763
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.16,0.531027587890625,0.816,0.7016835327148437,0.757
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.18,0.5801649169921875,0.8,0.7389588928222657,0.747
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.2,0.6334480590820313,0.776,0.7793665771484375,0.731
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.22,0.6884019165039063,0.757,0.8231115417480469,0.716
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.24,0.7456290893554688,0.746,0.870839599609375,0.697
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.26,0.804917724609375,0.731,0.9222530822753906,0.677
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.28,0.8655438842773437,0.709,0.9757017211914063,0.656
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.3,0.92544384765625,0.688,1.0301205139160157,0.634
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.32,0.9841178283691406,0.67,1.0838364868164063,0.614
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.34,1.0414990234375,0.648,1.1332315063476563,0.601
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.36,1.09674365234375,0.62,1.1811943969726562,0.586
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.38,1.14779736328125,0.599,1.2267178344726561,0.563
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.4,1.1933397827148438,0.58,1.267817138671875,0.549
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.42,1.233702392578125,0.569,1.3036400146484375,0.536
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.44,1.2661050415039063,0.557,1.3321649169921874,0.53
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.46,1.2897825317382812,0.552,1.3536422729492188,0.53
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.48,1.3037601318359375,0.548,1.3671876831054688,0.517
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.5,1.3082142944335937,0.547,1.370307373046875,0.525
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.52,1.3014888916015626,0.552,1.362140869140625,0.517
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.54,1.2855404663085936,0.563,1.343260498046875,0.527
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.56,1.260119140625,0.568,1.31566455078125,0.542
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.58,1.223212158203125,0.58,1.2802105712890626,0.552
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.6,1.17736474609375,0.593,1.23667138671875,0.567
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.62,1.1234309692382813,0.608,1.1871602172851563,0.582
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.64,1.0645768432617186,0.634,1.1343945922851562,0.601
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.66,1.0026378479003906,0.66,1.0796255798339844,0.621
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.68,0.9381956176757813,0.681,1.0240495300292969,0.642
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.7000000000000001,0.8737159423828125,0.7,0.9663673706054687,0.664
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.72,0.8102291259765625,0.719,0.9098464660644531,0.679
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.74,0.7486740112304687,0.733,0.856789794921875,0.699
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.76,0.689367919921875,0.751,0.8060873413085937,0.716
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.78,0.6332340698242187,0.769,0.7589299011230469,0.732
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.8,0.5807503051757813,0.794,0.7153421936035156,0.751
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.8200000000000001,0.5322687072753907,0.809,0.6770384521484375,0.768
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.84,0.48855006408691404,0.835,0.6438460693359375,0.778
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.86,0.4499021911621094,0.85,0.6149955749511719,0.792
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.88,0.41648326110839845,0.863,0.5904285888671875,0.799
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.9,0.38716612243652343,0.876,0.5707061157226563,0.805
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.92,0.3620240936279297,0.884,0.555087875366211,0.813
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.9400000000000001,0.34203150939941407,0.89,0.5430079650878906,0.817
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.96,0.32597811889648437,0.895,0.534202392578125,0.815
resolution_max_b1,resolution_max_b1_gaussian_conv,0,0.98,0.3141237030029297,0.902,0.5292086486816406,0.816
resolution_max_b1,resolution_max_b1_gaussian_conv,0,1.0,0.30662591552734375,0.903,0.5280258178710937,0.819
plain,resolution_max_b1_gaussian_conv,2,0.0,0.19441744995117188,0.943,0.7352325439453125,0.784
plain,resolution_max_b1_gaussian_conv,2,0.02,0.20085301208496092,0.94,0.733489990234375,0.779
plain,resolution_max_b1_gaussian_conv,2,0.04,0.21502804565429687,0.937,0.7358055114746094,0.773
plain,resolution_max_b1_gaussian_conv,2,0.06,0.23822833251953124,0.928,0.7424352722167968,0.768
plain,resolution_max_b1_gaussian_conv,2,0.08,0.26990887451171874,0.918,0.7517039794921875,0.768
plain,resolution_max_b1_gaussian_conv,2,0.1,0.30840484619140623,0.904,0.7624616088867188,0.758
plain,resolution_max_b1_gaussian_conv,2,0.12,0.3525913543701172,0.888,0.7748958740234375,0.754
plain,resolution_max_b1_gaussian_conv,2,0.14,0.4006593933105469,0.863,0.7922334899902344,0.738
plain,resolution_max_b1_gaussian_conv,2,0.16,0.4520017852783203,0.84,0.8138849182128907,0.733
plain,resolution_max_b1_gaussian_conv,2,0.18,0.5068790435791015,0.822,0.8389420166015625,0.725
plain,resolution_max_b1_gaussian_conv,2,0.2,0.5657593078613281,0.799,0.8660443725585938,0.711
plain,resolution_max_b1_gaussian_conv,2,0.22,0.6260269470214844,0.773,0.8959703674316406,0.704
plain,resolution_max_b1_gaussian_conv,2,0.24,0.68802392578125,0.751,0.9302709655761718,0.687
plain,resolution_max_b1_gaussian_conv,2,0.26,0.7488305969238281,0.721,0.9673537292480469,0.672
plain,resolution_max_b1_gaussian_conv,2,0.28,0.8095296020507813,0.694,1.0062861938476562,0.652
plain,resolution_max_b1_gaussian_conv,2,0.3,0.868800048828125,0.678,1.0474794921875,0.64
plain,resolution_max_b1_gaussian_conv,2,0.32,0.9250300598144531,0.664,1.0877015380859374,0.623
plain,resolution_max_b1_gaussian_conv,2,0.34,0.9764051208496094,0.649,1.1262822265625,0.609
plain,resolution_max_b1_gaussian_conv,2,0.36,1.0228875732421876,0.638,1.1631116943359374,0.602
plain,resolution_max_b1_gaussian_conv,2,0.38,1.0656624755859374,0.624,1.197171630859375,0.583
