A,B,seed,alpha,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
plain,resolution_max_b1_gaussian_conv,4,0.34,0.9791515502929687,0.655,1.1397924194335938,0.612
plain,resolution_max_b1_gaussian_conv,4,0.36,1.031976318359375,0.637,1.1761528930664062,0.603
plain,resolution_max_b1_gaussian_conv,4,0.38,1.0786360473632812,0.617,1.2103717041015625,0.592
plain,resolution_max_b1_gaussian_conv,4,0.4,1.1182158203125,0.605,1.243845947265625,0.578
plain,resolution_max_b1_gaussian_conv,4,0.42,1.1487420654296876,0.596,1.2738402709960936,0.573
plain,resolution_max_b1_gaussian_conv,4,0.44,1.1738584594726562,0.588,1.2962589111328124,0.555
plain,resolution_max_b1_gaussian_conv,4,0.46,1.19295703125,0.576,1.3098153076171875,0.554
plain,resolution_max_b1_gaussian_conv,4,0.48,1.2033490600585937,0.572,1.315492919921875,0.551
plain,resolution_max_b1_gaussian_conv,4,0.5,1.2067232666015626,0.572,1.3160577392578126,0.555
plain,resolution_max_b1_gaussian_conv,4,0.52,1.2040682983398439,0.568,1.3075619506835938,0.557
plain,resolution_max_b1_gaussian_conv,4,0.54,1.1936519775390626,0.574,1.2901089477539063,0.561
plain,resolution_max_b1_gaussian_conv,4,0.56,1.174950439453125,0.587,1.2649254150390625,0.566
plain,resolution_max_b1_gaussian_conv,4,0.58,1.148996337890625,0.59,1.2302286987304687,0.575
plain,resolution_max_b1_gaussian_conv,4,0.6,1.1148724975585937,0.599,1.188203369140625,0.58
plain,resolution_max_b1_gaussian_conv,4,0.62,1.0746887817382813,0.625,1.1419652099609374,0.598
plain,resolution_max_b1_gaussian_conv,4,0.64,1.0298038024902343,0.649,1.092292236328125,0.622
plain,resolution_max_b1_gaussian_conv,4,0.66,0.9807041015625,0.673,1.0410716247558593,0.638
plain,resolution_max_b1_gaussian_conv,4,0.68,0.9268112182617188,0.692,0.9887655639648437,0.65
plain,resolution_max_b1_gaussian_conv,4,0.7000000000000001,0.8681553955078125,0.706,0.9359233093261718,0.67
plain,resolution_max_b1_gaussian_conv,4,0.72,0.8103621826171875,0.719,0.8836926879882813,0.689
plain,resolution_max_b1_gaussian_conv,4,0.74,0.7531503601074219,0.742,0.8320053405761719,0.698
plain,resolution_max_b1_gaussian_conv,4,0.76,0.697910888671875,0.764,0.7825506286621093,0.72
plain,resolution_max_b1_gaussian_conv,4,0.78,0.6447860717773437,0.781,0.7371195068359375,0.736
plain,resolution_max_b1_gaussian_conv,4,0.8,0.5945068054199218,0.796,0.6950713806152343,0.758
plain,resolution_max_b1_gaussian_conv,4,0.8200000000000001,0.5467860412597656,0.812,0.6577334899902344,0.768
plain,resolution_max_b1_gaussian_conv,4,0.84,0.5024027404785156,0.827,0.6255931396484375,0.78
plain,resolution_max_b1_gaussian_conv,4,0.86,0.4613503875732422,0.842,0.5964961242675781,0.794
plain,resolution_max_b1_gaussian_conv,4,0.88,0.42324688720703124,0.856,0.5716434020996094,0.803
plain,resolution_max_b1_gaussian_conv,4,0.9,0.3888051910400391,0.866,0.5501107177734375,0.812
plain,resolution_max_b1_gaussian_conv,4,0.92,0.35954290771484376,0.883,0.5321657257080078,0.821
plain,resolution_max_b1_gaussian_conv,4,0.9400000000000001,0.33520878601074217,0.889,0.5184361419677734,0.827
plain,resolution_max_b1_gaussian_conv,4,0.96,0.3160697021484375,0.895,0.5082433624267578,0.83
plain,resolution_max_b1_gaussian_conv,4,0.98,0.30285552978515623,0.902,0.5019622955322266,0.83
plain,resolution_max_b1_gaussian_conv,4,1.0,0.29518101501464844,0.906,0.4987561950683594,0.835
plain,gaussian_postrelu,1,0.0,0.19905135345458985,0.949,0.7145313110351562,0.772
plain,gaussian_postrelu,1,0.02,0.20916026306152344,0.943,0.7108939208984375,0.769
plain,gaussian_postrelu,1,0.04,0.22856956481933594,0.936,0.7119605712890625,0.773
plain,gaussian_postrelu,1,0.06,0.2565839538574219,0.924,0.7188502197265625,0.773
plain,gaussian_postrelu,1,0.08,0.29273521423339843,0.913,0.7328268127441406,0.76
plain,gaussian_postrelu,1,0.1,0.3369198455810547,0.887,0.7548647155761719,0.744
plain,gaussian_postrelu,1,0.12,0.39003973388671875,0.867,0.7832460021972656,0.737
plain,gaussian_postrelu,1,0.14,0.45084930419921876,0.843,0.8179385375976562,0.728
plain,gaussian_postrelu,1,0.16,0.5207487487792969,0.822,0.8596403198242187,0.708
plain,gaussian_postrelu,1,0.18,0.5968052368164063,0.792,0.9056984558105469,0.691
plain,gaussian_postrelu,1,0.2,0.6757626953125,0.766,0.9563812866210938,0.677
plain,gaussian_postrelu,1,0.22,0.7575314025878906,0.734,1.0098055419921874,0.654
plain,gaussian_postrelu,1,0.24,0.8407686462402344,0.709,1.0672659301757812,0.635
plain,gaussian_postrelu,1,0.26,0.926419677734375,0.677,1.1292423095703126,0.615
plain,gaussian_postrelu,1,0.28,1.01362744140625,0.649,1.1942280883789063,0.604
plain,gaussian_postrelu,1,0.3,1.0984562377929687,0.623,1.2619058837890624,0.581
plain,gaussian_postrelu,1,0.32,1.1822471313476564,0.589,1.3299381103515624,0.556
plain,gaussian_postrelu,1,0.34,1.2663585205078125,0.569,1.3974490966796875,0.531
plain,gaussian_postrelu,1,0.36,1.3502999267578124,0.541,1.4616268920898436,0.51
plain,gaussian_postrelu,1,0.38,1.4281454467773438,0.514,1.5214464111328125,0.485
plain,gaussian_postrelu,1,0.4,1.4942232666015625,0.489,1.5745948486328125,0.46
plain,gaussian_postrelu,1,0.42,1.5476368408203125,0.462,1.617716552734375,0.453
plain,gaussian_postrelu,1,0.44,1.5899186401367187,0.436,1.6499100952148438,0.45
plain,gaussian_postrelu,1,0.46,1.618885009765625,0.425,1.6726254272460936,0.437
plain,gaussian_postrelu,1,0.48,1.63691259765625,0.422,1.684494384765625,0.43
plain,gaussian_postrelu,1,0.5,1.643766845703125,0.426,1.6843367919921874,0.413
plain,gaussian_postrelu,1,0.52,1.6384329833984375,0.43,1.6732220458984375,0.413
plain,gaussian_postrelu,1,0.54,1.622013916015625,0.438,1.6500980834960937,0.429
plain,gaussian_postrelu,1,0.56,1.5952488403320313,0.447,1.6165769653320312,0.438
plain,gaussian_postrelu,1,0.58,1.5554241943359375,0.461,1.5722221069335938,0.447
plain,gaussian_postrelu,1,0.6,1.5043359985351563,0.481,1.518887451171875,0.47
plain,gaussian_postrelu,1,0.62,1.4399356079101562,0.5,1.4572308349609375,0.496
plain,gaussian_postrelu,1,0.64,1.3664445190429688,0.525,1.3865904541015626,0.514
plain,gaussian_postrelu,1,0.66,1.2868177490234376,0.548,1.308891845703125,0.548
plain,gaussian_postrelu,1,0.68,1.20334423828125,0.574,1.2296421508789062,0.58
plain,gaussian_postrelu,1,0.7000000000000001,1.1198383178710938,0.607,1.1504564819335938,0.6
plain,gaussian_postrelu,1,0.72,1.0351534118652344,0.636,1.0748209533691406,0.635
plain,gaussian_postrelu,1,0.74,0.95145849609375,0.666,1.0036820068359376,0.658
plain,gaussian_postrelu,1,0.76,0.8705195007324219,0.689,0.936605224609375,0.676
plain,gaussian_postrelu,1,0.78,0.7920353393554688,0.714,0.8756865844726562,0.694
plain,gaussian_postrelu,1,0.8,0.7175596008300781,0.742,0.8205181884765625,0.71
plain,gaussian_postrelu,1,0.8200000000000001,0.6476338806152344,0.764,0.7717168579101562,0.736
plain,gaussian_postrelu,1,0.84,0.5823988037109376,0.791,0.7281322326660157,0.745
plain,gaussian_postrelu,1,0.86,0.5226893005371094,0.82,0.6916241149902344,0.764
plain,gaussian_postrelu,1,0.88,0.46871089172363284,0.845,0.6614598999023438,0.773
plain,gaussian_postrelu,1,0.9,0.4199901885986328,0.861,0.6357848815917969,0.773
plain,gaussian_postrelu,1,0.92,0.379095458984375,0.883,0.6130531921386718,0.779
plain,gaussian_postrelu,1,0.9400000000000001,0.34558924865722657,0.895,0.5948255920410156,0.792
plain,gaussian_postrelu,1,0.96,0.32011354064941405,0.907,0.5825541076660157,0.795
plain,gaussian_postrelu,1,0.98,0.30211309814453124,0.914,0.5741452331542969,0.796
plain,gaussian_postrelu,1,1.0,0.29103431701660154,0.916,0.5690420837402344,0.799
plain,gaussian_postrelu,4,0.0,0.16457229614257812,0.963,0.7361421203613281,0.769
plain,gaussian_postrelu,4,0.02,0.17344766235351564,0.959,0.7369208068847656,0.769
plain,gaussian_postrelu,4,0.04,0.19349845886230468,0.955,0.7406068725585937,0.763
plain,gaussian_postrelu,4,0.06,0.2246061782836914,0.941,0.7507550964355468,0.762
plain,gaussian_postrelu,4,0.08,0.26585806274414064,0.919,0.7674208068847657,0.751
plain,gaussian_postrelu,4,0.1,0.31669635009765623,0.895,0.7895607604980469,0.74
plain,gaussian_postrelu,4,0.12,0.37603302001953126,0.872,0.8153507080078125,0.73
plain,gaussian_postrelu,4,0.14,0.44253126525878905,0.853,0.8483275451660156,0.716
plain,gaussian_postrelu,4,0.16,0.5151040344238281,0.824,0.8851897583007813,0.705
plain,gaussian_postrelu,4,0.18,0.5951277465820313,0.788,0.9299671630859375,0.695
plain,gaussian_postrelu,4,0.2,0.6814810180664063,0.759,0.9782966003417969,0.677
plain,gaussian_postrelu,4,0.22,0.77326806640625,0.726,1.0302172546386719,0.663
plain,gaussian_postrelu,4,0.24,0.8671318359375,0.693,1.09014501953125,0.646
plain,gaussian_postrelu,4,0.26,0.9617461547851562,0.669,1.15470458984375,0.624
plain,gaussian_postrelu,4,0.28,1.0527085571289063,0.648,1.2209884033203124,0.614
plain,gaussian_postrelu,4,0.3,1.1386941528320313,0.622,1.2875939331054687,0.581
plain,gaussian_postrelu,4,0.32,1.2166617431640625,0.605,1.3500968627929688,0.561
plain,gaussian_postrelu,4,0.34,1.2906967163085938,0.586,1.405673583984375,0.541
plain,gaussian_postrelu,4,0.36,1.3595972290039062,0.564,1.4543723754882814,0.524
plain,gaussian_postrelu,4,0.38,1.4150599365234375,0.548,1.4958937377929689,0.516
plain,gaussian_postrelu,4,0.4,1.4602505493164062,0.527,1.5322354736328125,0.508
plain,gaussian_postrelu,4,0.42,1.4977451171875,0.513,1.5635789794921875,0.497
plain,gaussian_postrelu,4,0.44,1.518701171875,0.507,1.588620849609375,0.488
plain,gaussian_postrelu,4,0.46,1.5288340454101563,0.499,1.6045375366210937,0.477
plain,gaussian_postrelu,4,0.48,1.5262515869140625,0.505,1.611963623046875,0.476
plain,gaussian_postrelu,4,0.5,1.5103439331054687,0.508,1.607732666015625,0.476
plain,gaussian_postrelu,4,0.52,1.4828978881835937,0.514,1.5929080810546874,0.476
plain,gaussian_postrelu,4,0.54,1.444855224609375,0.519,1.56670556640625,0.481
plain,gaussian_postrelu,4,0.56,1.3990859985351562,0.529,1.5310354614257813,0.483
plain,gaussian_postrelu,4,0.58,1.34481298828125,0.551,1.48447607421875,0.501
plain,gaussian_postrelu,4,0.6,1.2862025146484375,0.565,1.432644287109375,0.515
plain,gaussian_postrelu,4,0.62,1.2209061889648438,0.583,1.3754263305664063,0.534
plain,gaussian_postrelu,4,0.64,1.1509315185546876,0.601,1.3133472290039063,0.554
plain,gaussian_postrelu,4,0.66,1.0796199340820312,0.622,1.246873779296875,0.581
plain,gaussian_postrelu,4,0.68,1.0079802856445312,0.644,1.1790659790039062,0.609
plain,gaussian_postrelu,4,0.7000000000000001,0.9354142456054687,0.668,1.1130411987304687,0.625
plain,gaussian_postrelu,4,0.72,0.8628425598144531,0.691,1.0476213684082032,0.651
plain,gaussian_postrelu,4,0.74,0.7918434143066406,0.726,0.9852467041015625,0.673
plain,gaussian_postrelu,4,0.76,0.7230460510253907,0.746,0.9274598388671875,0.691
plain,gaussian_postrelu,4,0.78,0.6588045654296875,0.773,0.8758531188964844,0.702
plain,gaussian_postrelu,4,0.8,0.5987984619140625,0.792,0.8284733276367188,0.721
plain,gaussian_postrelu,4,0.8200000000000001,0.5433531646728516,0.816,0.7857590026855469,0.734
plain,gaussian_postrelu,4,0.84,0.49181275939941405,0.834,0.7479983215332031,0.748
plain,gaussian_postrelu,4,0.86,0.4448092956542969,0.849,0.7140374145507813,0.754
plain,gaussian_postrelu,4,0.88,0.40271897888183594,0.864,0.6847192687988282,0.756
plain,gaussian_postrelu,4,0.9,0.3663208618164063,0.872,0.6590902099609375,0.77
plain,gaussian_postrelu,4,0.92,0.33531008911132815,0.887,0.6383487548828125,0.779
plain,gaussian_postrelu,4,0.9400000000000001,0.3090361328125,0.899,0.6210626831054687,0.781
plain,gaussian_postrelu,4,0.96,0.2882745056152344,0.91,0.6075314636230469,0.781
plain,gaussian_postrelu,4,0.98,0.27283486938476564,0.918,0.5978219604492188,0.788
plain,gaussian_postrelu,4,1.0,0.26275741577148437,0.924,0.5919629516601562,0.791
plain,resolution_max_b1,1,0.0,0.19905135345458985,0.949,0.7145313110351562,0.772
plain,resolution_max_b1,1,0.02,0.20752970886230468,0.947,0.7135125122070313,0.769
plain,resolution_max_b1,1,0.04,0.22366081237792967,0.934,0.7179066772460938,0.771
plain,resolution_max_b1,1,0.06,0.24643928527832032,0.925,0.72606005859375,0.768
plain,resolution_max_b1,1,0.08,0.2760005035400391,0.914,0.7380570068359374,0.761
plain,resolution_max_b1,1,0.1,0.3115571746826172,0.898,0.7543541870117187,0.763
plain,resolution_max_b1,1,0.12,0.3522756958007813,0.878,0.7747472534179688,0.751
plain,resolution_max_b1,1,0.14,0.3972962951660156,0.864,0.8003895874023438,0.746
plain,resolution_max_b1,1,0.16,0.4475948638916016,0.84,0.8287183532714844,0.744
plain,resolution_max_b1,1,0.18,0.5023399658203125,0.821,0.8600357971191406,0.729
plain,resolution_max_b1,1,0.2,0.5603028869628907,0.808,0.8929892578125,0.718
plain,resolution_max_b1,1,0.22,0.6197519226074218,0.782,0.9280513000488281,0.708
plain,resolution_max_b1,1,0.24,0.6809098510742188,0.759,0.9664153747558594,0.692
plain,resolution_max_b1,1,0.26,0.74239208984375,0.738,1.007568328857422,0.679
plain,resolution_max_b1,1,0.28,0.8042008666992188,0.717,1.0509179077148438,0.667
plain,resolution_max_b1,1,0.3,0.8651583862304687,0.705,1.0934366760253906,0.647
plain,resolution_max_b1,1,0.32,0.9231456909179687,0.688,1.1346265869140626,0.634
plain,resolution_max_b1,1,0.34,0.9757806396484375,0.673,1.173765625,0.612
plain,resolution_max_b1,1,0.36,1.0239717407226563,0.655,1.2080167236328125,0.607
plain,resolution_max_b1,1,0.38,1.0661445922851562,0.643,1.2390142822265624,0.597
plain,resolution_max_b1,1,0.4,1.1022678833007813,0.631,1.2645592651367188,0.593
plain,resolution_max_b1,1,0.42,1.1311023559570312,0.621,1.284802734375,0.577
plain,resolution_max_b1,1,0.44,1.1522266845703124,0.612,1.2995840454101562,0.578
plain,resolution_max_b1,1,0.46,1.16652685546875,0.605,1.3070740356445312,0.575
plain,resolution_max_b1,1,0.48,1.1735233154296876,0.601,1.3078757934570313,0.572
plain,resolution_max_b1,1,0.5,1.172329833984375,0.603,1.30155517578125,0.572
plain,resolution_max_b1,1,0.52,1.1647467041015624,0.612,1.28774365234375,0.571
plain,resolution_max_b1,1,0.54,1.15046337890625,0.621,1.266431640625,0.577
plain,resolution_max_b1,1,0.56,1.128726318359375,0.626,1.238541015625,0.579
plain,resolution_max_b1,1,0.58,1.1023814086914063,0.632,1.206197998046875,0.587
plain,resolution_max_b1,1,0.6,1.0701224975585937,0.639,1.1690738525390625,0.597
plain,resolution_max_b1,1,0.62,1.0319293823242188,0.649,1.1281258544921875,0.604
plain,resolution_max_b1,1,0.64,0.9903038940429687,0.668,1.0853000183105468,0.621
plain,resolution_max_b1,1,0.66,0.9459511108398437,0.68,1.04067578125,0.64
plain,resolution_max_b1,1,0.68,0.8972587585449219,0.702,0.9949896850585938,0.649
plain,resolution_max_b1,1,0.7000000000000001,0.8458317260742187,0.72,0.9480791015625,0.671
plain,resolution_max_b1,1,0.72,0.7927431640625,0.734,0.9022233581542969,0.682
plain,resolution_max_b1,1,0.74,0.7402030639648437,0.758,0.859281494140625,0.702
plain,resolution_max_b1,1,0.76,0.6884277954101562,0.771,0.8181597290039062,0.709
plain,resolution_max_b1,1,0.78,0.63764453125,0.783,0.7790591735839844,0.722
plain,resolution_max_b1,1,0.8,0.5884051513671875,0.794,0.7430877075195312,0.739
plain,resolution_max_b1,1,0.8200000000000001,0.5425086669921875,0.811,0.7094439086914063,0.744
plain,resolution_max_b1,1,0.84,0.4994614562988281,0.829,0.6785219116210938,0.75
plain,resolution_max_b1,1,0.86,0.4591644744873047,0.846,0.6506707763671875,0.761
plain,resolution_max_b1,1,0.88,0.4234973602294922,0.857,0.6273012390136719,0.77
plain,resolution_max_b1,1,0.9,0.39235317993164065,0.866,0.607899169921875,0.779
plain,resolution_max_b1,1,0.92,0.3653628387451172,0.88,0.5915311889648438,0.788
plain,resolution_max_b1,1,0.9400000000000001,0.3428927001953125,0.893,0.5786615600585937,0.798
plain,resolution_max_b1,1,0.96,0.32521058654785157,0.899,0.5694002380371094,0.8
plain,resolution_max_b1,1,0.98,0.31253001403808595,0.905,0.5640676574707031,0.802
plain,resolution_max_b1,1,1.0,0.30492636108398435,0.91,0.5631025390625,0.805
plain,resolution_max_b1,4,0.0,0.16457229614257812,0.963,0.7361421203613281,0.769
plain,resolution_max_b1,4,0.02,0.17306620025634767,0.963,0.7283330688476563,0.769
plain,resolution_max_b1,4,0.04,0.18738328552246095,0.953,0.7246702270507812,0.769
plain,resolution_max_b1,4,0.06,0.20878657531738282,0.942,0.7258788757324218,0.765
plain,resolution_max_b1,4,0.08,0.23662561798095702,0.929,0.7304476013183594,0.764
plain,resolution_max_b1,4,0.1,0.27062306213378906,0.916,0.7385311889648437,0.757
plain,resolution_max_b1,4,0.12,0.3102310333251953,0.896,0.7518531799316406,0.752
plain,resolution_max_b1,4,0.14,0.35448419189453123,0.876,0.7694851989746094,0.748
plain,resolution_max_b1,4,0.16,0.4034918212890625,0.852,0.7901297607421875,0.744
plain,resolution_max_b1,4,0.18,0.45701625061035156,0.829,0.8150746459960938,0.737
plain,resolution_max_b1,4,0.2,0.5140141143798828,0.813,0.8440467834472656,0.726
plain,resolution_max_b1,4,0.22,0.5743859558105469,0.792,0.8777835693359375,0.713
plain,resolution_max_b1,4,0.24,0.6385758056640625,0.769,0.9142247924804687,0.694
plain,resolution_max_b1,4,0.26,0.7030974731445313,0.747,0.9538854675292969,0.674
plain,resolution_max_b1,4,0.28,0.7665895080566406,0.733,0.9949423217773438,0.668
plain,resolution_max_b1,4,0.3,0.827203857421875,0.719,1.0349236145019531,0.658
plain,resolution_max_b1,4,0.32,0.884261962890625,0.696,1.0752164001464843,0.644
plain,resolution_max_b1,4,0.34,0.9373741455078125,0.68,1.113872802734375,0.63
plain,resolution_max_b1,4,0.36,0.9862021484375,0.668,1.1499671020507813,0.616
plain,resolution_max_b1,4,0.38,1.0309151916503907,0.66,1.1824681396484376,0.607
plain,resolution_max_b1,4,0.4,1.0701553039550782,0.648,1.2115259399414062,0.602
plain,resolution_max_b1,4,0.42,1.1017935791015625,0.644,1.2366631469726563,0.587
plain,resolution_max_b1,4,0.44,1.126257568359375,0.638,1.258313232421875,0.585
plain,resolution_max_b1,4,0.46,1.1402027587890624,0.626,1.272574462890625,0.581
plain,resolution_max_b1,4,0.48,1.146296630859375,0.626,1.2782784423828124,0.583
plain,resolution_max_b1,4,0.5,1.1437982788085939,0.63,1.2753697509765625,0.587
plain,resolution_max_b1,4,0.52,1.1366357421875,0.626,1.2637614135742188,0.589
plain,resolution_max_b1,4,0.54,1.1220771484375,0.625,1.2442929077148437,0.594
plain,resolution_max_b1,4,0.56,1.099792724609375,0.64,1.220705322265625,0.6
plain,resolution_max_b1,4,0.58,1.0694296264648437,0.65,1.1899013671875,0.6
plain,resolution_max_b1,4,0.6,1.03146875,0.659,1.1537814331054688,0.606
plain,resolution_max_b1,4,0.62,0.9876430969238281,0.666,1.1127891845703124,0.617
plain,resolution_max_b1,4,0.64,0.9431253356933593,0.671,1.0692751159667968,0.631
plain,resolution_max_b1,4,0.66,0.89600439453125,0.692,1.0256365356445312,0.65
plain,resolution_max_b1,4,0.68,0.8453870849609375,0.711,0.9809736328125,0.658
plain,resolution_max_b1,4,0.7000000000000001,0.792430419921875,0.729,0.9357568359375,0.671
plain,resolution_max_b1,4,0.72,0.7393312683105469,0.737,0.891182861328125,0.69
plain,resolution_max_b1,4,0.74,0.6871737365722657,0.749,0.8493394775390625,0.703
plain,resolution_max_b1,4,0.76,0.6356627807617188,0.764,0.8095021057128906,0.721
plain,resolution_max_b1,4,0.78,0.5858721923828125,0.78,0.77292236328125,0.726
plain,resolution_max_b1,4,0.8,0.5397577514648437,0.807,0.7394653930664062,0.741
plain,resolution_max_b1,4,0.8200000000000001,0.49788983154296873,0.823,0.7092764587402344,0.75
plain,resolution_max_b1,4,0.84,0.45935653686523437,0.838,0.6822893676757813,0.76
plain,resolution_max_b1,4,0.86,0.4243686981201172,0.862,0.6579898071289062,0.772
plain,resolution_max_b1,4,0.88,0.39342723083496095,0.867,0.636653564453125,0.783
plain,resolution_max_b1,4,0.9,0.3668518524169922,0.88,0.617599609375,0.793
plain,resolution_max_b1,4,0.92,0.3447529602050781,0.891,0.6011879272460937,0.801
plain,resolution_max_b1,4,0.9400000000000001,0.3272494201660156,0.902,0.5876605529785156,0.802
plain,resolution_max_b1,4,0.96,0.3146204528808594,0.905,0.5764580383300781,0.804
plain,resolution_max_b1,4,0.98,0.305956298828125,0.904,0.5682451171875,0.806
plain,resolution_max_b1,4,1.0,0.3020180816650391,0.908,0.5623948669433594,0.807
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.0,0.30492636108398435,0.91,0.5631025390625,0.805
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.02,0.31151943969726564,0.906,0.5644515991210938,0.799
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.04,0.3219289855957031,0.902,0.5687442016601563,0.797
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.06,0.3361611175537109,0.897,0.5762175598144531,0.795
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.08,0.35488856506347655,0.883,0.5870191345214844,0.789
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.1,0.3780064544677734,0.875,0.6010771484375,0.786
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.12,0.4048469696044922,0.866,0.6172631225585937,0.783
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.14,0.43391407775878904,0.854,0.6351695861816407,0.782
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.16,0.4657446899414063,0.846,0.654857421875,0.78
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.18,0.5004002532958984,0.833,0.6756208190917968,0.776
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.2,0.5370745239257813,0.819,0.6970475463867187,0.773
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.22,0.5751446838378906,0.8,0.7195329895019531,0.765
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.24,0.6132134399414062,0.79,0.743849609375,0.754
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.26,0.6513098449707031,0.78,0.7693814697265625,0.745
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.28,0.6890386962890624,0.766,0.7956504516601562,0.734
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.3,0.7253950805664062,0.752,0.82228369140625,0.721
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.32,0.7587267761230468,0.744,0.8493937377929688,0.715
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.34,0.7894129028320312,0.737,0.8767039184570312,0.704
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.36,0.8166961975097656,0.727,0.9021242370605469,0.692
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.38,0.8411639709472656,0.716,0.9255524291992188,0.681
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.4,0.8633761291503906,0.707,0.9453121337890625,0.678
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.42,0.8815520629882813,0.702,0.9620223388671875,0.67
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.44,0.8946632080078125,0.699,0.9769334106445312,0.664
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.46,0.9031458129882812,0.69,0.9877836303710937,0.663
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.48,0.9076381225585938,0.688,0.9953082275390625,0.661
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.5,0.9077465209960938,0.69,0.9986152954101563,0.658
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.52,0.9029791564941406,0.689,0.99696337890625,0.664
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.54,0.8928334655761718,0.694,0.9904302368164063,0.667
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.56,0.8776929931640625,0.706,0.98026318359375,0.671
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.58,0.8584486694335938,0.715,0.9667063598632812,0.674
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.6,0.8360580749511719,0.728,0.9501657104492187,0.677
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.62,0.8097213134765625,0.732,0.9305927734375,0.681
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.64,0.779684814453125,0.742,0.9087802429199219,0.688
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.66,0.7475072631835937,0.748,0.8843917236328125,0.703
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.68,0.7130160217285156,0.753,0.8588318481445313,0.716
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.7000000000000001,0.6774183044433594,0.763,0.8323651123046875,0.718
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.72,0.6408165893554687,0.775,0.8058701782226563,0.724
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.74,0.6035971374511718,0.789,0.7794797058105469,0.735
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.76,0.5670209045410156,0.8,0.7529129028320313,0.738
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.78,0.5319507446289062,0.814,0.7269459838867187,0.751
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.8,0.4979059143066406,0.825,0.7016870727539063,0.767
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.8200000000000001,0.4658299560546875,0.83,0.6776876831054688,0.778
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.84,0.4360689239501953,0.846,0.655109130859375,0.786
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.86,0.40845538330078124,0.859,0.6344887390136719,0.786
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.88,0.3832639465332031,0.87,0.6156585083007813,0.788
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.9,0.36078706359863283,0.879,0.59936474609375,0.796
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.92,0.3413400115966797,0.889,0.5850497436523437,0.796
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.9400000000000001,0.3248725280761719,0.898,0.5731268615722657,0.8
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.96,0.31163400268554686,0.903,0.5634042053222656,0.804
resolution_max_b1,resolution_max_b1_gaussian_conv,1,0.98,0.30171737670898435,0.907,0.5564984436035156,0.803
resolution_max_b1,resolution_max_b1_gaussian_conv,1,1.0,0.2950891418457031,0.909,0.5520675659179688,0.806
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.0,0.3020180816650391,0.908,0.5623948669433594,0.807
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.02,0.3075774841308594,0.908,0.5670866394042968,0.806
resolution_max_b1,resolution_max_b1_gaussian_conv,4,0.04,0.317976806640625,0.903,0.5746855163574218,0.804
