study,method,seed,epoch,update,lr_last_update,train_loss_epoch,state_used_resolution,state_used_sigma,current_train_probe_acc,current_train_probe_ce,current_test_acc,current_test_ce,target_train_probe_acc,target_train_probe_ce,target_test_acc,target_test_ce
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,1,54,2160,0.00012972389716487813,0.5486094604492188,32,0.0,0.876,0.4670790405273437,0.5895,1.1942902954101562,0.876,0.4670790405273437,0.5895,1.1942902954101562
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,1,57,2280,3.291497196296511e-05,0.5511099620819092,32,0.0,0.888,0.4464014587402344,0.5886,1.1968604431152343,0.888,0.4464014587402344,0.5886,1.1968604431152343
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,1,60,2400,2.2530870860681953e-09,0.5403146272182464,32,0.0,0.884,0.4472449951171875,0.5904,1.189097265625,0.884,0.4472449951171875,0.5904,1.189097265625
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,0,0,8.333333333333333e-05,,,,0.096,2.81785400390625,0.1,2.8736927734375,0.096,3.35979931640625,0.1,3.4897026611328124
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,3,120,0.00499216110265835,1.7558973583221436,16,1.0,0.34,1.702554931640625,0.349,1.7154792175292968,0.136,3.19203271484375,0.1359,3.2499920532226563
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,6,240,0.004928155595379168,1.5123596376419068,16,1.0,0.47,1.363869873046875,0.4417,1.5047853515625,0.206,3.104767333984375,0.2059,3.1733918212890626
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,9,360,0.0048012621336311016,1.3493382064819337,16,0.85,0.534,1.2725081787109376,0.4583,1.486487890625,0.194,2.65052880859375,0.216,2.6730842041015626
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,12,480,0.004614767191419356,1.2219061511993408,16,0.85,0.598,1.132435546875,0.4801,1.4300110473632812,0.188,3.593321533203125,0.1891,3.6566936279296876
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,15,600,0.004373500889785932,1.2210187271118165,24,0.7,0.592,1.17496533203125,0.4924,1.410437548828125,0.188,4.496119140625,0.1765,4.6168784912109375
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,18,720,0.004083711899211779,1.0749756172180176,24,0.7,0.652,0.9693574829101562,0.5321,1.2950646911621093,0.212,4.79276220703125,0.1989,4.947821264648438
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,21,840,0.0037529056023336174,0.9752174560546875,24,0.6,0.712,0.8095347900390625,0.5673,1.2195958740234376,0.232,3.533864990234375,0.2166,3.690634655761719
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,24,960,0.0033896497084760393,0.8816428600311279,24,0.6,0.688,0.8715338134765624,0.5398,1.346910955810547,0.242,3.6540986328125,0.2089,3.832488488769531
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,27,1080,0.003003352354480417,1.0693976408004762,32,0.5,0.648,1.00711328125,0.5363,1.3534916809082032,0.2,6.9619306640625,0.1863,7.22445888671875
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,30,1200,0.002604018438902576,0.89605773563385,32,0.5,0.712,0.8344783325195313,0.5555,1.2816018188476563,0.28,5.90134375,0.2322,6.229200415039062
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,33,1320,0.0022019905003955293,0.847060844707489,32,0.4,0.732,0.7880208740234375,0.5783,1.2025957885742187,0.488,1.630361572265625,0.4195,1.968630859375
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,36,1440,0.001807680851391052,0.7588469776153565,32,0.4,0.79,0.6087779541015625,0.6076,1.1256599365234374,0.526,1.5140830078125,0.4303,1.9385888122558594
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,39,1560,0.0014313019046770354,0.7788333801269531,32,0.3,0.796,0.647354248046875,0.5988,1.1271053100585937,0.788,0.66282421875,0.5938,1.1384334228515625
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,42,1680,0.0010826016772706077,0.6972681100845337,32,0.3,0.826,0.5768956298828125,0.6018,1.130191876220703,0.806,0.5955718383789063,0.5931,1.1512146728515624
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,45,1800,0.000770611321897797,0.6471617963790893,32,0.0,0.832,0.5312847900390625,0.6063,1.1290966522216797,0.832,0.5312847900390625,0.6063,1.1290966522216797
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,48,1920,0.0005034112248817685,0.6103096131324768,32,0.0,0.858,0.4999403991699219,0.6043,1.1310554260253907,0.858,0.4999403991699219,0.6043,1.1310554260253907
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,51,2040,0.0002879217283814836,0.5666384376525879,32,0.0,0.86,0.4571473388671875,0.6075,1.1298663269042968,0.86,0.4571473388671875,0.6075,1.1298663269042968
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,54,2160,0.00012972389716487813,0.5574760620117187,32,0.0,0.854,0.4697066650390625,0.6083,1.1452444396972656,0.854,0.4697066650390625,0.6083,1.1452444396972656
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,57,2280,3.291497196296511e-05,0.53760697889328,32,0.0,0.864,0.446373779296875,0.6106,1.1294161743164062,0.864,0.446373779296875,0.6106,1.1294161743164062
cifar10_5k/stl_budget,resolution_max_b1_gaussian_conv,2,60,2400,2.2530870860681953e-09,0.534066314458847,32,0.0,0.866,0.44549322509765626,0.6087,1.1241964782714844,0.866,0.44549322509765626,0.6087,1.1241964782714844
resnet20act_cifar10/gelu,gaussian_postrelu,0,0,0,8.333333333333333e-05,,,,0.098,2.586116943359375,0.0985,2.5767635620117186,0.1,2.662419189453125,0.1,2.657359509277344
resnet20act_cifar10/gelu,gaussian_postrelu,0,1,391,0.004990141512569891,1.787433666534424,,1.0,0.408,1.6433131103515626,0.4167,1.5828121826171875,0.104,5.27322705078125,0.1054,5.363424853515625
resnet20act_cifar10/gelu,gaussian_postrelu,0,2,782,0.004953056580549272,1.400151576423645,,1.0,0.516,1.311019287109375,0.5222,1.3161744750976563,0.154,4.379884765625,0.1396,4.410480859375
resnet20act_cifar10/gelu,gaussian_postrelu,0,3,1173,0.004888818630747975,1.2426779011154174,,1.0,0.59,1.1440830078125,0.5715,1.1708595825195312,0.114,5.117958984375,0.1123,5.169745727539063
resnet20act_cifar10/gelu,gaussian_postrelu,0,4,1564,0.004798138716554241,1.115278721961975,,0.85,0.634,1.0594765625,0.6239,1.0479653747558593,0.132,4.5894921875,0.1365,4.570726782226562
resnet20act_cifar10/gelu,gaussian_postrelu,0,5,1955,0.004682020578909872,1.0173815974235534,,0.85,0.648,0.959013427734375,0.6467,0.9821627899169922,0.164,5.9143408203125,0.1516,5.875333911132812
resnet20act_cifar10/gelu,gaussian_postrelu,0,6,2346,0.004541749535846712,0.9289965424728394,,0.85,0.686,0.919541015625,0.6786,0.9056244049072265,0.164,5.70931640625,0.1635,5.740989697265625
resnet20act_cifar10/gelu,gaussian_postrelu,0,7,2737,0.0043788782552308895,0.8469421897315978,,0.7,0.712,0.817937255859375,0.6968,0.8512961822509766,0.188,4.474955078125,0.1787,4.502484448242187
resnet20act_cifar10/gelu,gaussian_postrelu,0,8,3128,0.004195209568197074,0.7849232949447632,,0.7,0.748,0.7187822265625,0.7265,0.7703813720703125,0.212,4.32104541015625,0.2259,4.3065439453125
resnet20act_cifar10/gelu,gaussian_postrelu,0,9,3519,0.0039927765135118086,0.7291066122913361,,0.7,0.754,0.67176953125,0.7272,0.774804638671875,0.18,5.2419267578125,0.1702,5.278469262695313
resnet20act_cifar10/gelu,gaussian_postrelu,0,10,3910,0.0037738198337559444,0.6817532621479034,,0.6,0.782,0.6182131958007813,0.7522,0.7151336944580078,0.242,3.71311572265625,0.2417,3.749076220703125
resnet20act_cifar10/gelu,gaussian_postrelu,0,11,4301,0.0035407631724221527,0.6324246737098694,,0.6,0.774,0.594059814453125,0.7589,0.6886404052734375,0.218,3.5944140625,0.2291,3.6157777954101564
resnet20act_cifar10/gelu,gaussian_postrelu,0,12,4692,0.003296186246472237,0.5959658091259002,,0.6,0.796,0.549149169921875,0.768,0.6733744781494141,0.252,3.855336669921875,0.2414,3.935284375
resnet20act_cifar10/gelu,gaussian_postrelu,0,13,5083,0.0030427962913086395,0.5758194545745849,,0.5,0.84,0.46870065307617187,0.7788,0.6311709716796875,0.376,1.941901123046875,0.3775,2.0095060119628907
resnet20act_cifar10/gelu,gaussian_postrelu,0,14,5474,0.0027833980942373526,0.5358036787223815,,0.5,0.838,0.4525638427734375,0.7788,0.6283715301513672,0.342,2.19662744140625,0.3279,2.2707646728515627
resnet20act_cifar10/gelu,gaussian_postrelu,0,15,5865,0.0025208629481234496,0.5054677425003051,,0.5,0.86,0.4350888671875,0.7837,0.6241167907714844,0.354,2.39690087890625,0.3384,2.4992332641601562
resnet20act_cifar10/gelu,gaussian_postrelu,0,16,6256,0.0022580968688929426,0.5414830031776429,,0.4,0.86,0.43898236083984377,0.784,0.6275611663818359,0.702,0.8705096435546875,0.6459,1.0028019073486327
resnet20act_cifar10/gelu,gaussian_postrelu,0,17,6647,0.0019980084286831713,0.48652233514785764,,0.4,0.844,0.4323662109375,0.7881,0.6182737701416016,0.742,0.747345947265625,0.696,0.8690099731445312
resnet20act_cifar10/gelu,gaussian_postrelu,0,18,7038,0.0017434765606983522,0.45289159327507017,,0.4,0.862,0.4067612915039063,0.7903,0.6082667999267578,0.746,0.736615478515625,0.6899,0.8816324310302734
resnet20act_cifar10/gelu,gaussian_postrelu,0,19,7429,0.0014973186921401005,0.4906414347743988,,0.3,0.862,0.42052850341796877,0.7863,0.6226011932373047,0.866,0.4339967346191406,0.7832,0.6307946014404296
resnet20act_cifar10/gelu,gaussian_postrelu,0,20,7820,0.0012622595579512698,0.4443456306934357,,0.3,0.87,0.3832630615234375,0.7891,0.6187399139404297,0.864,0.395977294921875,0.7843,0.6275634460449219
resnet20act_cifar10/gelu,gaussian_postrelu,0,21,8211,0.0010409010405754784,0.4186410153770447,,0.3,0.894,0.35588665771484373,0.7934,0.6035427978515625,0.888,0.3652498779296875,0.79,0.6110644989013672
resnet20act_cifar10/gelu,gaussian_postrelu,0,22,8602,0.0008356933695777008,0.40564511060237884,,0.0,0.896,0.327609130859375,0.7902,0.6075208343505859,0.896,0.327609130859375,0.7902,0.6075208343505859
resnet20act_cifar10/gelu,gaussian_postrelu,0,23,8993,0.0006489079999188671,0.38512413149356844,,0.0,0.888,0.31577215576171874,0.7948,0.6058768096923828,0.888,0.31577215576171874,0.7948,0.6058768096923828
resnet20act_cifar10/gelu,gaussian_postrelu,0,24,9384,0.0004826124690963721,0.36892038237571717,,0.0,0.894,0.30177926635742186,0.7958,0.6013391479492187,0.894,0.30177926635742186,0.7958,0.6013391479492187
resnet20act_cifar10/gelu,gaussian_postrelu,0,25,9775,0.0003386475114581614,0.356320945725441,,0.0,0.914,0.28188449096679685,0.7966,0.6047549468994141,0.914,0.28188449096679685,0.7966,0.6047549468994141
resnet20act_cifar10/gelu,gaussian_postrelu,0,26,10166,0.00021860668301331375,0.348177393693924,,0.0,0.906,0.27631149291992185,0.7967,0.6071146881103515,0.906,0.27631149291992185,0.7967,0.6071146881103515
resnet20act_cifar10/gelu,gaussian_postrelu,0,27,10557,0.00012381872227320984,0.3374453996562958,,0.0,0.914,0.28111236572265624,0.7946,0.6050610809326172,0.914,0.28111236572265624,0.7946,0.6050610809326172
resnet20act_cifar10/gelu,gaussian_postrelu,0,28,10948,5.53328423720989e-05,0.33533267327785493,,0.0,0.906,0.27296493530273436,0.796,0.6035106964111329,0.906,0.27296493530273436,0.796,0.6035106964111329
resnet20act_cifar10/gelu,gaussian_postrelu,0,29,11339,1.3907117269393864e-05,0.3293648501396179,,0.0,0.906,0.27273291015625,0.7976,0.6085473693847656,0.906,0.27273291015625,0.7976,0.6085473693847656
resnet20act_cifar10/gelu,gaussian_postrelu,0,30,11730,9.058745198409212e-11,0.32921704547405245,,0.0,0.912,0.2716940307617188,0.7986,0.6021387176513672,0.912,0.2716940307617188,0.7986,0.6021387176513672
resnet20act_cifar10/gelu,gaussian_postrelu,1,0,0,8.333333333333333e-05,,,,0.108,2.38055615234375,0.1042,2.3832951416015624,0.1,2.4681787109375,0.1004,2.4693378173828124
resnet20act_cifar10/gelu,gaussian_postrelu,1,1,391,0.004990141512569891,1.7704994790267945,,1.0,0.47,1.505851318359375,0.4666,1.4440949096679687,0.15,2.8230654296875,0.1408,2.8072000366210936
resnet20act_cifar10/gelu,gaussian_postrelu,1,2,782,0.004953056580549272,1.3780782569122314,,1.0,0.532,1.302654296875,0.5266,1.2815362915039064,0.158,2.44535009765625,0.1641,2.438442822265625
resnet20act_cifar10/gelu,gaussian_postrelu,1,3,1173,0.004888818630747975,1.2200411791610717,,1.0,0.574,1.111824951171875,0.5976,1.1181452026367187,0.222,2.6079208984375,0.1992,2.6408468505859375
resnet20act_cifar10/gelu,gaussian_postrelu,1,4,1564,0.004798138716554241,1.086747995452881,,0.85,0.65,1.0196986694335937,0.6356,1.01614326171875,0.186,2.8867265625,0.1791,2.891547705078125
resnet20act_cifar10/gelu,gaussian_postrelu,1,5,1955,0.004682020578909872,0.9759458744239807,,0.85,0.69,0.87701318359375,0.6707,0.9290261932373047,0.154,3.391196044921875,0.1411,3.4411752685546877
resnet20act_cifar10/gelu,gaussian_postrelu,1,6,2346,0.004541749535846712,0.894686627368927,,0.85,0.704,0.8640828857421875,0.6935,0.8694087310791015,0.156,3.56644384765625,0.1601,3.5209129028320314
resnet20act_cifar10/gelu,gaussian_postrelu,1,7,2737,0.0043788782552308895,0.8144340793037415,,0.7,0.738,0.7453778076171875,0.7194,0.7986483245849609,0.26,2.91698583984375,0.236,2.9041193115234374
resnet20act_cifar10/gelu,gaussian_postrelu,1,8,3128,0.004195209568197074,0.7487559350967408,,0.7,0.738,0.710564697265625,0.7273,0.7766609954833984,0.188,3.53020947265625,0.1701,3.5591050659179686
resnet20act_cifar10/gelu,gaussian_postrelu,1,9,3519,0.0039927765135118086,0.7045032926559448,,0.7,0.784,0.6228125,0.7538,0.7164908111572266,0.232,3.342089111328125,0.2145,3.3175511962890627
resnet20act_cifar10/gelu,gaussian_postrelu,1,10,3910,0.0037738198337559444,0.6509326488304138,,0.6,0.776,0.5919061279296876,0.7492,0.7220317352294922,0.28,2.77905810546875,0.2746,2.754516162109375
resnet20act_cifar10/gelu,gaussian_postrelu,1,11,4301,0.0035407631724221527,0.617459587802887,,0.6,0.79,0.5860071411132812,0.7609,0.6833115356445313,0.236,3.29553271484375,0.2202,3.2060293212890625
resnet20act_cifar10/gelu,gaussian_postrelu,1,12,4692,0.003296186246472237,0.5791142765903473,,0.6,0.844,0.48288525390625,0.7839,0.6286633819580079,0.27,2.715349609375,0.2536,2.6968843994140625
resnet20act_cifar10/gelu,gaussian_postrelu,1,13,5083,0.0030427962913086395,0.5625289511680603,,0.5,0.828,0.4541365661621094,0.7839,0.6178156646728515,0.346,2.1684033203125,0.353,2.1143620544433595
resnet20act_cifar10/gelu,gaussian_postrelu,1,14,5474,0.0027833980942373526,0.5221265836048127,,0.5,0.868,0.43095489501953127,0.7913,0.6032598236083985,0.39,1.9887310791015624,0.3992,1.9498103759765626
resnet20act_cifar10/gelu,gaussian_postrelu,1,15,5865,0.0025208629481234496,0.49100927138328554,,0.5,0.864,0.40070602416992185,0.7955,0.5902392456054687,0.35,2.268258056640625,0.352,2.2023593017578125
resnet20act_cifar10/gelu,gaussian_postrelu,1,16,6256,0.0022580968688929426,0.5296546213912964,,0.4,0.858,0.41917877197265624,0.7948,0.5943269927978516,0.726,0.8209786376953125,0.6823,0.9051287963867187
resnet20act_cifar10/gelu,gaussian_postrelu,1,17,6647,0.0019980084286831713,0.4773757519435883,,0.4,0.852,0.38434869384765624,0.7913,0.5995263153076172,0.772,0.7001844482421875,0.713,0.8290929260253906
resnet20act_cifar10/gelu,gaussian_postrelu,1,18,7038,0.0017434765606983522,0.445142380361557,,0.4,0.882,0.35199896240234374,0.8018,0.5847588500976563,0.772,0.7083276977539062,0.7049,0.8526538482666015
resnet20act_cifar10/gelu,gaussian_postrelu,1,19,7429,0.0014973186921401005,0.4889224343490601,,0.3,0.884,0.3792764282226562,0.7857,0.6266466491699219,0.884,0.39354571533203125,0.7806,0.6365279632568359
resnet20act_cifar10/gelu,gaussian_postrelu,1,20,7820,0.0012622595579512698,0.44179312447547914,,0.3,0.898,0.3244163818359375,0.7948,0.6029229949951171,0.896,0.33582244873046874,0.7903,0.6119576782226562
resnet20act_cifar10/gelu,gaussian_postrelu,1,21,8211,0.0010409010405754784,0.4140830696105957,,0.3,0.916,0.29555718994140623,0.7971,0.5919350784301758,0.91,0.3082646484375,0.7925,0.6032016052246094
resnet20act_cifar10/gelu,gaussian_postrelu,1,22,8602,0.0008356933695777008,0.3971702690076828,,0.0,0.918,0.28406979370117186,0.8039,0.5830101440429688,0.918,0.28406979370117186,0.8039,0.5830101440429688
resnet20act_cifar10/gelu,gaussian_postrelu,1,23,8993,0.0006489079999188671,0.37759634709358214,,0.0,0.932,0.26345123291015626,0.7988,0.5852680969238281,0.932,0.26345123291015626,0.7988,0.5852680969238281
resnet20act_cifar10/gelu,gaussian_postrelu,1,24,9384,0.0004826124690963721,0.3594114960575104,,0.0,0.93,0.25422158813476564,0.8028,0.5853023727416993,0.93,0.25422158813476564,0.8028,0.5853023727416993
resnet20act_cifar10/gelu,gaussian_postrelu,1,25,9775,0.0003386475114581614,0.3484589915895462,,0.0,0.932,0.24542410278320312,0.8028,0.5830037490844726,0.932,0.24542410278320312,0.8028,0.5830037490844726
resnet20act_cifar10/gelu,gaussian_postrelu,1,26,10166,0.00021860668301331375,0.33766505101680755,,0.0,0.938,0.2448846435546875,0.8039,0.5826567092895508,0.938,0.2448846435546875,0.8039,0.5826567092895508
resnet20act_cifar10/gelu,gaussian_postrelu,1,27,10557,0.00012381872227320984,0.32821953065872195,,0.0,0.938,0.23111410522460937,0.8026,0.5907337356567383,0.938,0.23111410522460937,0.8026,0.5907337356567383
resnet20act_cifar10/gelu,gaussian_postrelu,1,28,10948,5.53328423720989e-05,0.3248893662548065,,0.0,0.942,0.2341778564453125,0.803,0.5814076721191406,0.942,0.2341778564453125,0.803,0.5814076721191406
resnet20act_cifar10/gelu,gaussian_postrelu,1,29,11339,1.3907117269393864e-05,0.3210530719423294,,0.0,0.936,0.23491957092285157,0.8023,0.5831716644287109,0.936,0.23491957092285157,0.8023,0.5831716644287109
resnet20act_cifar10/gelu,gaussian_postrelu,1,30,11730,9.058745198409212e-11,0.32174406857967375,,0.0,0.94,0.23210340881347657,0.8054,0.5823946517944336,0.94,0.23210340881347657,0.8054,0.5823946517944336
resnet20act_cifar10/gelu,gaussian_postrelu,2,0,0,8.333333333333333e-05,,,,0.1,3.092056640625,0.0995,3.1006287231445313,0.1,3.12495361328125,0.0999,3.139264807128906
resnet20act_cifar10/gelu,gaussian_postrelu,2,1,391,0.004990141512569891,1.7916907480621338,,1.0,0.382,1.560900146484375,0.4311,1.5268575317382813,0.216,2.92458349609375,0.2119,2.9740430908203126
resnet20act_cifar10/gelu,gaussian_postrelu,2,2,782,0.004953056580549272,1.4064999821090698,,1.0,0.508,1.366048828125,0.5218,1.3164151489257812,0.158,3.576953369140625,0.1611,3.6025718017578123
resnet20act_cifar10/gelu,gaussian_postrelu,2,3,1173,0.004888818630747975,1.2278926951217652,,1.0,0.61,1.1314378662109374,0.5939,1.1382088989257813,0.146,4.389173828125,0.1388,4.440405712890625
resnet20act_cifar10/gelu,gaussian_postrelu,2,4,1564,0.004798138716554241,1.087006583251953,,0.85,0.614,1.06260693359375,0.627,1.0522390563964843,0.15,4.7972626953125,0.1481,4.837440356445312
resnet20act_cifar10/gelu,gaussian_postrelu,2,5,1955,0.004682020578909872,0.9835890413665771,,0.85,0.676,0.93931201171875,0.6648,0.9470480377197266,0.154,4.88379296875,0.1451,5.037491772460937
resnet20act_cifar10/gelu,gaussian_postrelu,2,6,2346,0.004541749535846712,0.9035729915237427,,0.85,0.702,0.8631168823242188,0.6777,0.9100250305175781,0.16,4.3859853515625,0.1644,4.489333740234375
resnet20act_cifar10/gelu,gaussian_postrelu,2,7,2737,0.0043788782552308895,0.82483435297966,,0.7,0.714,0.7745858154296875,0.7083,0.8215217742919921,0.152,4.5970537109375,0.1304,4.742646118164062
resnet20act_cifar10/gelu,gaussian_postrelu,2,8,3128,0.004195209568197074,0.761706622467041,,0.7,0.756,0.6889956665039062,0.7319,0.7714020050048828,0.204,4.29356787109375,0.2072,4.43051708984375
resnet20act_cifar10/gelu,gaussian_postrelu,2,9,3519,0.0039927765135118086,0.7211662938880921,,0.7,0.77,0.6618330688476562,0.7506,0.7249708679199218,0.156,4.8473916015625,0.1554,5.0050779296875
resnet20act_cifar10/gelu,gaussian_postrelu,2,10,3910,0.0037738198337559444,0.6672974991226196,,0.6,0.786,0.625806640625,0.7554,0.7114198089599609,0.234,3.411569580078125,0.2264,3.540326904296875
resnet20act_cifar10/gelu,gaussian_postrelu,2,11,4301,0.0035407631724221527,0.6322946795845031,,0.6,0.804,0.5913929443359375,0.7626,0.6982469268798828,0.218,3.845456787109375,0.215,3.9337147216796877
resnet20act_cifar10/gelu,gaussian_postrelu,2,12,4692,0.003296186246472237,0.595404315776825,,0.6,0.798,0.5536322021484374,0.7725,0.6709199768066406,0.218,3.9386826171875,0.2176,4.077320031738282
resnet20act_cifar10/gelu,gaussian_postrelu,2,13,5083,0.0030427962913086395,0.5758217337799072,,0.5,0.834,0.4895391235351563,0.7808,0.6317168670654297,0.39,1.99302685546875,0.3874,2.0760203247070312
resnet20act_cifar10/gelu,gaussian_postrelu,2,14,5474,0.0027833980942373526,0.5335155276584626,,0.5,0.826,0.4642027587890625,0.7899,0.6288070831298828,0.444,1.9560068359375,0.4008,2.090029357910156
resnet20act_cifar10/gelu,gaussian_postrelu,2,15,5865,0.0025208629481234496,0.5106356699562072,,0.5,0.844,0.43812445068359374,0.7896,0.6272848327636719,0.422,2.0370732421875,0.3876,2.1913234375
resnet20act_cifar10/gelu,gaussian_postrelu,2,16,6256,0.0022580968688929426,0.5411504763031005,,0.4,0.84,0.45727139282226564,0.7868,0.6201232635498047,0.76,0.7100968017578125,0.7062,0.8311716033935547
resnet20act_cifar10/gelu,gaussian_postrelu,2,17,6647,0.0019980084286831713,0.4902267405319214,,0.4,0.86,0.4045136108398438,0.7918,0.6110791290283203,0.794,0.626620849609375,0.7191,0.8078382110595703
resnet20act_cifar10/gelu,gaussian_postrelu,2,18,7038,0.0017434765606983522,0.45758515367507935,,0.4,0.886,0.36312628173828126,0.7992,0.5939749176025391,0.798,0.6267601928710937,0.7192,0.8188085174560547
resnet20act_cifar10/gelu,gaussian_postrelu,2,19,7429,0.0014973186921401005,0.49608283663749697,,0.3,0.848,0.4063536071777344,0.7898,0.6115225646972656,0.846,0.4190517578125,0.7859,0.6194278625488281
resnet20act_cifar10/gelu,gaussian_postrelu,2,20,7820,0.0012622595579512698,0.4540738977718353,,0.3,0.876,0.37381576538085937,0.7947,0.606013916015625,0.872,0.38393209838867187,0.7937,0.6110618621826172
resnet20act_cifar10/gelu,gaussian_postrelu,2,21,8211,0.0010409010405754784,0.4251954804897308,,0.3,0.886,0.32890719604492186,0.7991,0.590799267578125,0.884,0.339682861328125,0.7974,0.5985827056884766
resnet20act_cifar10/gelu,gaussian_postrelu,2,22,8602,0.0008356933695777008,0.40948812736034396,,0.0,0.894,0.33648553466796877,0.8,0.5924427200317383,0.894,0.33648553466796877,0.8,0.5924427200317383
resnet20act_cifar10/gelu,gaussian_postrelu,2,23,8993,0.0006489079999188671,0.3916790436792374,,0.0,0.906,0.30103466796875,0.8008,0.5926382690429688,0.906,0.30103466796875,0.8008,0.5926382690429688
resnet20act_cifar10/gelu,gaussian_postrelu,2,24,9384,0.0004826124690963721,0.3747920327091217,,0.0,0.914,0.2866873779296875,0.8025,0.5885756256103516,0.914,0.2866873779296875,0.8025,0.5885756256103516
resnet20act_cifar10/gelu,gaussian_postrelu,2,25,9775,0.0003386475114581614,0.35825688792705535,,0.0,0.91,0.280671142578125,0.8036,0.5840218063354492,0.91,0.280671142578125,0.8036,0.5840218063354492
resnet20act_cifar10/gelu,gaussian_postrelu,2,26,10166,0.00021860668301331375,0.35080211366176606,,0.0,0.916,0.2701357727050781,0.8015,0.5878224334716797,0.916,0.2701357727050781,0.8015,0.5878224334716797
resnet20act_cifar10/gelu,gaussian_postrelu,2,27,10557,0.00012381872227320984,0.3446692758512497,,0.0,0.92,0.26688629150390625,0.8029,0.5897354125976563,0.92,0.26688629150390625,0.8029,0.5897354125976563
resnet20act_cifar10/gelu,gaussian_postrelu,2,28,10948,5.53328423720989e-05,0.3404657626104355,,0.0,0.926,0.26487982177734376,0.8016,0.5899058990478515,0.926,0.26487982177734376,0.8016,0.5899058990478515
resnet20act_cifar10/gelu,gaussian_postrelu,2,29,11339,1.3907117269393864e-05,0.335219788351059,,0.0,0.922,0.2737080078125,0.8013,0.5905264312744141,0.922,0.2737080078125,0.8013,0.5905264312744141
resnet20act_cifar10/gelu,gaussian_postrelu,2,30,11730,9.058745198409212e-11,0.33614116434574126,,0.0,0.924,0.26121441650390625,0.8042,0.5862349182128906,0.924,0.26121441650390625,0.8042,0.5862349182128906
resnet20act_cifar10/gelu,plain,0,0,0,8.333333333333333e-05,,,,0.1,2.662419189453125,0.1,2.657359509277344,,,,
resnet20act_cifar10/gelu,plain,0,1,391,0.004990141512569891,1.8963617653656006,,,0.368,1.7186943359375,0.3632,1.6527078979492187,,,,
resnet20act_cifar10/gelu,plain,0,2,782,0.004953056580549272,1.540088983001709,,,0.474,1.488435546875,0.4749,1.4324002075195312,,,,
resnet20act_cifar10/gelu,plain,0,3,1173,0.004888818630747975,1.3133379508209229,,,0.544,1.269357666015625,0.5271,1.2596141845703126,,,,
resnet20act_cifar10/gelu,plain,0,4,1564,0.004798138716554241,1.1667779036331176,,,0.594,1.0995487060546876,0.6011,1.0973185485839845,,,,
resnet20act_cifar10/gelu,plain,0,5,1955,0.004682020578909872,1.0567663366699218,,,0.596,1.04021484375,0.6243,1.0196618103027344,,,,
resnet20act_cifar10/gelu,plain,0,6,2346,0.004541749535846712,0.9688978172874451,,,0.684,0.9408763427734375,0.6564,0.9441384429931641,,,,
resnet20act_cifar10/gelu,plain,0,7,2737,0.0043788782552308895,0.8999349225997925,,,0.692,0.8984808349609374,0.6707,0.9163781829833985,,,,
resnet20act_cifar10/gelu,plain,0,8,3128,0.004195209568197074,0.8445110705184936,,,0.7,0.815122802734375,0.6966,0.8464272674560547,,,,
resnet20act_cifar10/gelu,plain,0,9,3519,0.0039927765135118086,0.7897887803459167,,,0.734,0.7542506103515625,0.7026,0.8333620300292969,,,,
resnet20act_cifar10/gelu,plain,0,10,3910,0.0037738198337559444,0.7490616987228393,,,0.734,0.745670654296875,0.7017,0.8192543731689453,,,,
resnet20act_cifar10/gelu,plain,0,11,4301,0.0035407631724221527,0.7047784627723693,,,0.736,0.701748779296875,0.7168,0.7909388946533203,,,,
resnet20act_cifar10/gelu,plain,0,12,4692,0.003296186246472237,0.6649588166809082,,,0.77,0.6569117431640625,0.7274,0.7685621185302735,,,,
resnet20act_cifar10/gelu,plain,0,13,5083,0.0030427962913086395,0.6290789823246002,,,0.792,0.5986805419921875,0.7351,0.7420909393310546,,,,
resnet20act_cifar10/gelu,plain,0,14,5474,0.0027833980942373526,0.5948975860500336,,,0.81,0.552188720703125,0.7341,0.750236654663086,,,,
