seed,epoch,lr,train_loss,train_acc_batchwise,epoch_s,img_per_s,s_mean,s_min_block,s_max_block,s_blocks,phase,alpha_mean,alpha_min_group,alpha_max_group,alpha_groups,test_loss,test_acc,test_acc_at_s1,test_acc_at_a0,test_loss_at_a0,ratio_mean,ratio_last_block,grad_norm_mean,grad_norm_total,linear_gap_mean,neg_frac_mean,dead_frac_mean
0,0,0.09353230514177552,2.1508778150265035,0.19701522435897437,16.369360208511353,609.9199891031022,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,1.0,1.0,1.0,[1.0],2.071599816894531,0.2182,0.2182,0.182,2.15929853515625,0.03605711010431996,0.017361066126946628,0.1543861291402948,1.4191496300761253,0.0,0.5002394634134629,0.0
0,1,0.05917131409512663,2.0750150894507384,0.22355769230769232,9.558921337127686,1044.4693127896421,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,1.0,1.0,1.0,[1.0],2.0211449462890627,0.2662,0.2662,0.2375,2.0939781005859377,,,,,,,
0,2,0.018266834147258576,2.024873522611765,0.24869791666666666,9.686494588851929,1030.7134235629953,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,1.0,1.0,1.0,[1.0],1.9724102905273437,0.2855,0.2855,0.2325,2.1060554443359374,,,,,,,
0,3,3.124802623627465e-06,1.9908732924705896,0.2675280448717949,9.791254758834839,1019.6854484856748,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,1.0,1.0,1.0,[1.0],1.9570477661132812,0.2943,0.2943,0.2294,2.092044970703125,,,,,,,
0,4,0.09380455756570981,1.9935976159878266,0.26231971153846156,9.970152139663696,1001.388931697563,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.9015342041015626,0.3161,0.3161,0.2198,2.207707177734375,,,,,,,
0,5,0.05917131409512663,1.8979260646379912,0.29737580128205127,10.172406911849976,981.478630034894,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.8227533813476562,0.3378,0.3378,0.1909,2.368666015625,0.10023874724750961,0.10265116993240941,0.41171980684795456,1.939348885432842,0.07671360020754897,0.5021238888011259,0.0
0,6,0.018266834147258576,1.8064731527597477,0.33383413461538464,10.291111469268799,970.1575995764995,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.7192538940429687,0.3566,0.3566,0.1969,2.44496953125,,,,,,,
0,7,1.2498819918843608e-05,1.7224495854133215,0.3659855769230769,10.408332586288452,959.2314539557035,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.675998583984375,0.3878,0.3878,0.2094,2.384623046875,,,,,,,
0,8,0.09380455756570981,1.7523033114580007,0.3473557692307692,10.58156418800354,943.5278019972693,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2,0.7777777777777778,0.7777777777777778,0.7777777777777778,[0.7777777777777778],1.7862337524414063,0.3368,0.3368,0.2683,1.9376362915039063,,,,,,,
0,9,0.05972024739849622,1.6863806217144697,0.3802083333333333,10.612958669662476,940.7367267470497,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2,0.7777777777777778,0.7777777777777778,0.7777777777777778,[0.7777777777777778],1.6420439819335937,0.3979,0.3979,0.2842,1.9564715454101562,,,,,,,
0,10,0.01870079900469392,1.6117906616284297,0.4114583333333333,10.486104726791382,952.1171359743782,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2,0.7777777777777778,0.7777777777777778,0.7777777777777778,[0.7777777777777778],1.5553669921875,0.4285,0.4285,0.2989,1.9007807739257812,0.1598383928778178,0.18344449845636399,0.8499631592809026,4.174849275470616,0.1490991225175629,0.5034964084625244,0.0
0,11,1.2498819918843608e-05,1.5504609636771374,0.42818509615384615,10.437152624130249,956.5827347314458,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2,0.7777777777777778,0.7777777777777778,0.7777777777777778,[0.7777777777777778],1.511537646484375,0.4491,0.4491,0.3008,1.9081684448242187,,,,,,,
0,12,0.09380455756570981,1.5938474979156103,0.4117588141025641,10.506343603134155,950.2830268202598,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3,0.6666666666666667,0.6666666666666667,0.6666666666666667,[0.6666666666666667],1.5538997314453125,0.4282,0.4282,0.3433,1.7476019897460937,,,,,,,
0,13,0.05972024739849622,1.5433572821128063,0.4276842948717949,10.584768295288086,943.2421874028623,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3,0.6666666666666667,0.6666666666666667,0.6666666666666667,[0.6666666666666667],1.476816552734375,0.4563,0.4563,0.3003,1.8265209106445313,,,,,,,
