method,seed,policy,split,amplitude,n_directions,S_mean,S_direction_sd,S_min,S_max
resolution_max_b1,0,saved,test_probe,0.05,20,0.08411589355468749,0.024964426033338625,0.04638392639160149,0.16515666198730472
resolution_max_b1,0,saved,test_probe,0.1,20,0.38644730911254876,0.12387517237734895,0.1960011291503907,0.7584346618652342
resolution_max_b1,0,saved,test_probe,0.2,20,2.005909959411621,0.6347112680445439,0.95555419921875,3.566082489013672
resolution_max_b1,0,saved,test_probe,0.25,20,3.337556492614746,1.0116117237577158,1.6078334350585937,5.575540802001953
resolution_max_b1,0,saved,train_probe,0.025,20,0.024211091995239263,0.005708732184180378,0.014754516601562517,0.0394612197875977
resolution_max_b1,0,saved,train_probe,0.05,20,0.09873520317077639,0.025567613323880196,0.056714256286621134,0.17145472717285154
resolution_max_b1,0,saved,train_probe,0.1,20,0.4337452308654786,0.12878135562028278,0.23055438232421882,0.8082489318847657
resolution_max_b1,0,saved,train_probe,0.2,20,2.1201375030517573,0.6510042947413168,1.0427604064941407,3.780453216552734
resolution_max_b1,0,saved,train_probe,0.25,20,3.4825484725952145,1.029302290408853,1.7467663269042972,5.830366241455078
resolution_max_b1,1,recalibrated,test_probe,0.025,20,0.00696072769165042,0.0016473344977563982,0.0040077667236328995,0.010237930297851583
resolution_max_b1,1,recalibrated,test_probe,0.05,20,0.025574848175048855,0.005629900737760963,0.015763458251953244,0.03954573059082034
resolution_max_b1,1,recalibrated,test_probe,0.1,20,0.09640161743164066,0.019867792841516137,0.06561741638183594,0.14875053405761718
resolution_max_b1,1,recalibrated,test_probe,0.2,20,0.3936639373779297,0.07700102697560357,0.26812789916992186,0.5450081176757813
resolution_max_b1,1,recalibrated,test_probe,0.25,20,0.6317660263061524,0.12169679772051623,0.41772447204589847,0.8360256652832032
resolution_max_b1,1,recalibrated,train_probe,0.025,20,0.008378232192993187,0.0013572958094914668,0.006144493103027393,0.011883804321289049
resolution_max_b1,1,recalibrated,train_probe,0.05,20,0.033189323043823285,0.005386734840671635,0.02462974548339847,0.04750254058837894
