method,seed,policy,split,amplitude,n_directions,S_mean,S_direction_sd,S_min,S_max
resolution_max_b1,1,recalibrated,train_probe,0.1,20,0.12750959548950197,0.02093217231901643,0.0970332794189453,0.1835276260375977
resolution_max_b1,1,recalibrated,train_probe,0.2,20,0.4964131401062012,0.08068131118011244,0.3531596069335938,0.6658551940917969
resolution_max_b1,1,recalibrated,train_probe,0.25,20,0.7698377937316895,0.12575774890982677,0.5357862243652345,0.9892472534179688
resolution_max_b1,1,saved,test_probe,0.025,20,0.025140747070312518,0.009992905092582703,0.014064620971679709,0.06081239318847653
resolution_max_b1,1,saved,test_probe,0.05,20,0.1028121635437012,0.04229566366756764,0.058546508789062424,0.25554887390136716
resolution_max_b1,1,saved,test_probe,0.1,20,0.459289469909668,0.1905593857977034,0.24205192565917977,1.1275198974609375
resolution_max_b1,1,saved,test_probe,0.2,20,2.4413972412109377,0.8534701358367123,1.3397810974121094,4.708256561279297
resolution_max_b1,1,saved,test_probe,0.25,20,4.08951100769043,1.2694288978049333,2.3348830261230473,6.91393344116211
resolution_max_b1,1,saved,train_probe,0.025,20,0.027395166397094717,0.008704777788868837,0.015514839172363237,0.05889921569824219
resolution_max_b1,1,saved,train_probe,0.05,20,0.11127819213867188,0.03705733948499754,0.06562669372558594,0.2459603195190429
resolution_max_b1,1,saved,train_probe,0.1,20,0.500111173248291,0.1810580611281732,0.2933397979736328,1.1340753936767578
resolution_max_b1,1,saved,train_probe,0.2,20,2.5700424530029298,0.8510571389929967,1.4903285980224612,4.852330551147461
resolution_max_b1,1,saved,train_probe,0.25,20,4.258087414550782,1.2809299648876755,2.4836141815185546,7.111075607299806
resolution_max_b1,2,recalibrated,test_probe,0.025,20,0.00626970481872558,0.001298898064397983,0.004336853027343768,0.009595870971679688
resolution_max_b1,2,recalibrated,test_probe,0.05,20,0.02420649261474609,0.005393653049275002,0.017981658935546818,0.038776901245117124
resolution_max_b1,2,recalibrated,test_probe,0.1,20,0.09681775741577148,0.019713768145987676,0.07148600769042968,0.14856950378417966
resolution_max_b1,2,recalibrated,test_probe,0.2,20,0.39963134536743167,0.06798770757378783,0.2851575622558593,0.5181456146240235
resolution_max_b1,2,recalibrated,test_probe,0.25,20,0.6372648178100586,0.10208613276658497,0.45581988525390615,0.803447265625
resolution_max_b1,2,recalibrated,train_probe,0.025,20,0.008494845199584952,0.001835984408990839,0.005642662048339853,0.012725730895996046
resolution_max_b1,2,recalibrated,train_probe,0.05,20,0.0338915615081787,0.007138701541910639,0.02346155548095702,0.051452262878417976
resolution_max_b1,2,recalibrated,train_probe,0.1,20,0.13052781944274902,0.023528644229285245,0.09637104797363283,0.1803300018310547
resolution_max_b1,2,recalibrated,train_probe,0.2,20,0.5005344985961915,0.07774588630731613,0.38167004394531256,0.6284263458251953
resolution_max_b1,2,recalibrated,train_probe,0.25,20,0.7695142700195313,0.11191627711651796,0.5894474945068359,0.9408663787841797
resolution_max_b1,2,saved,test_probe,0.025,20,0.021095660400390653,0.008588606226777673,0.011351699829101558,0.053872314453125014
resolution_max_b1,2,saved,test_probe,0.05,20,0.08796348648071292,0.036472860496356736,0.04760157775878904,0.22617549133300785
resolution_max_b1,2,saved,test_probe,0.1,20,0.40768477249145507,0.18251087937714558,0.22358326721191413,1.0789100341796876
resolution_max_b1,2,saved,test_probe,0.2,20,2.163459242248535,0.9091361288781913,1.3475364990234375,4.997482208251953
resolution_max_b1,2,saved,test_probe,0.25,20,3.6792689361572264,1.343577768649567,2.462634796142578,7.2538395080566405
resolution_max_b1,2,saved,train_probe,0.025,20,0.024732865905761715,0.008815789708556076,0.015284698486328074,0.05733274841308594
resolution_max_b1,2,saved,train_probe,0.05,20,0.10211292648315426,0.037315835274641405,0.06441471862792969,0.23980895996093743
resolution_max_b1,2,saved,train_probe,0.1,20,0.45676535339355473,0.18719510364335168,0.27646955871582035,1.136812744140625
resolution_max_b1,2,saved,train_probe,0.2,20,2.308367546081543,0.9373653261007713,1.5110209960937502,5.1746550598144525
resolution_max_b1,2,saved,train_probe,0.25,20,3.8726374999999997,1.397245796002979,2.660826141357422,7.584180328369141
resolution_max_b1,3,recalibrated,test_probe,0.025,20,0.006013800811767578,0.002249541454563149,0.0030900878906250373,0.013593856811523475
resolution_max_b1,3,recalibrated,test_probe,0.05,20,0.02471163101196287,0.007574168771701219,0.01580519104003897,0.049565979003906246
resolution_max_b1,3,recalibrated,test_probe,0.1,20,0.10076698837280271,0.022972306256259067,0.06868913269042976,0.1551490936279296
resolution_max_b1,3,recalibrated,test_probe,0.2,20,0.41037218780517587,0.07309667501335632,0.29201458740234376,0.5436389465332032
resolution_max_b1,3,recalibrated,test_probe,0.25,20,0.6506780464172364,0.10471271637221105,0.46716412353515624,0.836219970703125
resolution_max_b1,3,recalibrated,train_probe,0.025,20,0.010524611663818378,0.002643275008409699,0.007375862121582033,0.01942467498779299
resolution_max_b1,3,recalibrated,train_probe,0.05,20,0.03990290298461916,0.008664502111380012,0.02757526397705079,0.06700163269042969
resolution_max_b1,3,recalibrated,train_probe,0.1,20,0.14222774429321292,0.02523370964732416,0.10450717163085943,0.21232009887695313
resolution_max_b1,3,recalibrated,train_probe,0.2,20,0.5117033645629884,0.07322614325725045,0.3958774261474609,0.6501175537109376
resolution_max_b1,3,recalibrated,train_probe,0.25,20,0.7808683212280274,0.10190171848692686,0.6224313659667968,0.9529579162597654
resolution_max_b1,3,saved,test_probe,0.025,20,0.02244026260375978,0.0072936535578065394,0.010400039672851635,0.04034486389160152
resolution_max_b1,3,saved,test_probe,0.05,20,0.09416161422729494,0.02865070956068539,0.05060498046875006,0.1675096893310547
resolution_max_b1,3,saved,test_probe,0.1,20,0.41604517364501953,0.12725508772849603,0.232851821899414,0.7833253173828125
resolution_max_b1,3,saved,test_probe,0.2,20,2.116509414672852,0.6663243179925699,1.4570128479003905,4.323578216552734
resolution_max_b1,3,saved,test_probe,0.25,20,3.5637530426025386,1.0979058729928348,2.514745880126953,6.997241729736328
resolution_max_b1,3,saved,train_probe,0.025,20,0.02826213264465331,0.0067728698024871635,0.019933341979980423,0.04438963317871092
resolution_max_b1,3,saved,train_probe,0.05,20,0.11129710311889647,0.027870429415644906,0.07724503326416016,0.17946142578125002
resolution_max_b1,3,saved,train_probe,0.1,20,0.4641763435363768,0.12878097594979515,0.3034698944091797,0.8241780700683594
resolution_max_b1,3,saved,train_probe,0.2,20,2.253583734130859,0.6892894341934384,1.5388961181640626,4.471536743164062
resolution_max_b1,3,saved,train_probe,0.25,20,3.762552239990234,1.1212482353560551,2.586297424316406,7.166897155761719
resolution_max_b1,4,recalibrated,test_probe,0.025,20,0.005263546752929687,0.00143796253205664,0.0032004547119141025,0.008275405883789055
resolution_max_b1,4,recalibrated,test_probe,0.05,20,0.020560852813720703,0.0050632710739024495,0.012393188476562456,0.03055776977539071
resolution_max_b1,4,recalibrated,test_probe,0.1,20,0.09024477386474608,0.02432018238259372,0.049154220581054675,0.13845732116699216
resolution_max_b1,4,recalibrated,test_probe,0.2,20,0.39527130126953125,0.09784992826222902,0.21994015502929687,0.5922407531738283
resolution_max_b1,4,recalibrated,test_probe,0.25,20,0.6361116653442382,0.14315771538281707,0.3587609405517578,0.9022237243652345
resolution_max_b1,4,recalibrated,train_probe,0.025,20,0.009513094329833976,0.002229379183565469,0.005929908752441371,0.015863708496093754
resolution_max_b1,4,recalibrated,train_probe,0.05,20,0.03647861175537108,0.00829086039102099,0.021754615783691422,0.058886405944824194
resolution_max_b1,4,recalibrated,train_probe,0.1,20,0.13441104736328124,0.029540165247530406,0.0812965393066406,0.20983860015869138
resolution_max_b1,4,recalibrated,train_probe,0.2,20,0.5068849609375,0.10820125504270468,0.3045672302246094,0.7306402893066406
resolution_max_b1,4,recalibrated,train_probe,0.25,20,0.7788164962768553,0.1538342545789564,0.4770705108642579,1.0498924713134765
resolution_max_b1,4,saved,test_probe,0.025,20,0.021040343475341765,0.008501850292430922,0.010015518188476569,0.04308993530273442
resolution_max_b1,4,saved,test_probe,0.05,20,0.088195832824707,0.03684859945572144,0.04182147216796872,0.18839811706542964
resolution_max_b1,4,saved,test_probe,0.1,20,0.41099729766845694,0.18346334932857453,0.18534109497070317,0.9702313537597654
resolution_max_b1,4,saved,test_probe,0.2,20,2.1076355224609373,0.7827169078072603,1.0287764587402344,4.264470916748047
resolution_max_b1,4,saved,test_probe,0.25,20,3.5122147125244134,1.142590951713474,1.944247833251953,6.465073822021484
resolution_max_b1,4,saved,train_probe,0.025,20,0.026544445800781247,0.009002570109357165,0.014587486267089833,0.05284981536865235
resolution_max_b1,4,saved,train_probe,0.05,20,0.1090100326538086,0.0380652820750293,0.0606406173706055,0.22200534057617188
resolution_max_b1,4,saved,train_probe,0.1,20,0.47984382400512693,0.18727993007641275,0.244343521118164,1.0610678100585937
resolution_max_b1,4,saved,train_probe,0.2,20,2.289517137145996,0.7834792257995794,1.1643414916992187,4.416476013183594
resolution_max_b1,4,saved,train_probe,0.25,20,3.735518846130371,1.1426934489489184,2.095128173828125,6.589853088378907
resolution_max_b1_gaussian_conv,0,recalibrated,test_probe,0.025,20,0.004432316207885795,0.0009333779539207514,0.00310225677490239,0.006061096191406268
resolution_max_b1_gaussian_conv,0,recalibrated,test_probe,0.05,20,0.01665916595458989,0.0031174513953707637,0.01170791625976575,0.022960838317871102
resolution_max_b1_gaussian_conv,0,recalibrated,test_probe,0.1,20,0.06861350021362309,0.01199114071089018,0.049585433959960956,0.0916627349853516
resolution_max_b1_gaussian_conv,0,recalibrated,test_probe,0.2,20,0.3103053741455079,0.04529826866164104,0.23433195495605474,0.3930772399902345
resolution_max_b1_gaussian_conv,0,recalibrated,test_probe,0.25,20,0.510620088195801,0.06917390202428496,0.39234640502929685,0.6298851318359378
resolution_max_b1_gaussian_conv,0,recalibrated,train_probe,0.025,20,0.006635658264160157,0.0011410844755669316,0.004882606506347642,0.008888885498046895
resolution_max_b1_gaussian_conv,0,recalibrated,train_probe,0.05,20,0.025390794754028324,0.004409854213980473,0.01930686950683591,0.03463831329345701
resolution_max_b1_gaussian_conv,0,recalibrated,train_probe,0.1,20,0.09677053833007812,0.014844948979137358,0.07483563995361331,0.12899110412597659
resolution_max_b1_gaussian_conv,0,recalibrated,train_probe,0.2,20,0.3872781204223633,0.05230003900815113,0.3011474609375,0.4954827270507812
resolution_max_b1_gaussian_conv,0,recalibrated,train_probe,0.25,20,0.615900210571289,0.07800748396908691,0.48261779785156256,0.7611838989257812
resolution_max_b1_gaussian_conv,0,saved,test_probe,0.025,20,0.01753032569885249,0.005413309962368284,0.009728118896484395,0.03185372924804686
resolution_max_b1_gaussian_conv,0,saved,test_probe,0.05,20,0.07222434082031248,0.02365286684723806,0.040140167236328184,0.14143203735351562
resolution_max_b1_gaussian_conv,0,saved,test_probe,0.1,20,0.3284506851196289,0.11230049428567224,0.17802197265624997,0.6654679870605469
resolution_max_b1_gaussian_conv,0,saved,test_probe,0.2,20,1.712744808959961,0.5541721227093714,0.9236640624999999,3.0324012145996098
resolution_max_b1_gaussian_conv,0,saved,test_probe,0.25,20,2.9186692474365232,0.9164087094603492,1.6271392517089844,4.807384368896484
resolution_max_b1_gaussian_conv,0,saved,train_probe,0.025,20,0.02002742233276365,0.005247923678138938,0.012540367126464835,0.03520014953613282
resolution_max_b1_gaussian_conv,0,saved,train_probe,0.05,20,0.08047396850585935,0.02143387630922927,0.050314178466796866,0.14397749328613274
resolution_max_b1_gaussian_conv,0,saved,train_probe,0.1,20,0.34856939430236816,0.09972387758392405,0.20572225952148437,0.6461151275634766
resolution_max_b1_gaussian_conv,0,saved,train_probe,0.2,20,1.781964908599853,0.5302748856203049,0.9781407623291015,3.0585912475585935
resolution_max_b1_gaussian_conv,0,saved,train_probe,0.25,20,3.018059425354003,0.9019632808874207,1.6958510437011718,4.911401733398438
resolution_max_b1_gaussian_conv,1,recalibrated,test_probe,0.025,20,0.004804856109619093,0.0013769822044573036,0.0020475921630859206,0.007438064575195247
resolution_max_b1_gaussian_conv,1,recalibrated,test_probe,0.05,20,0.019729074096679643,0.005499713840912735,0.009262802124023417,0.032949615478515604
resolution_max_b1_gaussian_conv,1,recalibrated,test_probe,0.1,20,0.08277341537475581,0.019899440941500493,0.04894723510742183,0.13155685424804686
resolution_max_b1_gaussian_conv,1,recalibrated,test_probe,0.2,20,0.35480104522705075,0.06508387268088446,0.23913049316406254,0.47036846923828124
resolution_max_b1_gaussian_conv,1,recalibrated,test_probe,0.25,20,0.5764079444885253,0.09903137392400249,0.3994905700683593,0.7678816833496094
resolution_max_b1_gaussian_conv,1,recalibrated,train_probe,0.025,20,0.008399272155761733,0.0020264375559940965,0.0049933700561523575,0.013743850708007821
resolution_max_b1_gaussian_conv,1,recalibrated,train_probe,0.05,20,0.03283593177795411,0.00824987101606881,0.019873886108398464,0.056501960754394565
resolution_max_b1_gaussian_conv,1,recalibrated,train_probe,0.1,20,0.12131051177978516,0.02786175961692978,0.07418572235107423,0.19591603088378906
resolution_max_b1_gaussian_conv,1,recalibrated,train_probe,0.2,20,0.45520739593505855,0.08754312499870656,0.2889458312988281,0.5993730316162109
resolution_max_b1_gaussian_conv,1,recalibrated,train_probe,0.25,20,0.7055268432617188,0.12895816235192203,0.4633051757812501,0.9130881652832032
resolution_max_b1_gaussian_conv,1,saved,test_probe,0.025,20,0.02145573959350582,0.009043084587654309,0.007750671386718699,0.04898811340332032
resolution_max_b1_gaussian_conv,1,saved,test_probe,0.05,20,0.09012307357788082,0.03885479008359724,0.03241699218749994,0.20946665954589838
resolution_max_b1_gaussian_conv,1,saved,test_probe,0.1,20,0.4130840927124023,0.18121522777555893,0.13891477966308585,0.9521494140625
resolution_max_b1_gaussian_conv,1,saved,test_probe,0.2,20,2.176922720336914,0.8315454603305585,0.7725023803710938,4.150225128173829
resolution_max_b1_gaussian_conv,1,saved,test_probe,0.25,20,3.614455346679688,1.2551812096848742,1.4019615783691406,6.3470317687988285
resolution_max_b1_gaussian_conv,1,saved,train_probe,0.025,20,0.025586125946044924,0.009464625986301363,0.011722366333007772,0.05583071899414066
resolution_max_b1_gaussian_conv,1,saved,train_probe,0.05,20,0.10501655731201172,0.03984173946206214,0.04591928100585935,0.22955444335937497
resolution_max_b1_gaussian_conv,1,saved,train_probe,0.1,20,0.46541232681274414,0.1879373975900914,0.1872162017822266,1.0165213317871094
resolution_max_b1_gaussian_conv,1,saved,train_probe,0.2,20,2.330781413269043,0.8647033618513333,0.893200408935547,4.299366241455078
resolution_max_b1_gaussian_conv,1,saved,train_probe,0.25,20,3.8075760391235356,1.295989111939083,1.5431515197753907,6.70755191040039
resolution_max_b1_gaussian_conv,2,recalibrated,test_probe,0.025,20,0.005177032470703074,0.0013304807786843611,0.0030254440307616592,0.00857729339599611
resolution_max_b1_gaussian_conv,2,recalibrated,test_probe,0.05,20,0.021336899948120068,0.0042038983306004005,0.014753799438476545,0.02924298095703126
resolution_max_b1_gaussian_conv,2,recalibrated,test_probe,0.1,20,0.08901502456665036,0.01491685671573314,0.06082398986816406,0.11587081909179686
resolution_max_b1_gaussian_conv,2,recalibrated,test_probe,0.2,20,0.3745176300048828,0.05515736387289029,0.27286000061035154,0.4778559875488281
resolution_max_b1_gaussian_conv,2,recalibrated,test_probe,0.25,20,0.6028090560913085,0.08381699442077445,0.45693087768554685,0.7551104125976563
resolution_max_b1_gaussian_conv,2,recalibrated,train_probe,0.025,20,0.008035400772094744,0.0014383335421250915,0.0054162979125976785,0.010830451965332055
resolution_max_b1_gaussian_conv,2,recalibrated,train_probe,0.05,20,0.032262938308715836,0.005498245457737852,0.022050468444824223,0.04427199554443362
resolution_max_b1_gaussian_conv,2,recalibrated,train_probe,0.1,20,0.12508636322021488,0.019189672412609753,0.08575732421875004,0.15839618682861334
resolution_max_b1_gaussian_conv,2,recalibrated,train_probe,0.2,20,0.47976005172729497,0.06604704552923518,0.35096635437011714,0.5966461944580079
resolution_max_b1_gaussian_conv,2,recalibrated,train_probe,0.25,20,0.7385370674133303,0.09523024995584642,0.5551736755371094,0.8967197875976562
resolution_max_b1_gaussian_conv,2,saved,test_probe,0.025,20,0.019359255218505837,0.006445965882869992,0.01099793243408198,0.035406562805175734
resolution_max_b1_gaussian_conv,2,saved,test_probe,0.05,20,0.08189777832031249,0.02633075608863063,0.04898492431640622,0.14972743225097662
resolution_max_b1_gaussian_conv,2,saved,test_probe,0.1,20,0.3810617004394531,0.12211107513878017,0.2179710998535156,0.710213638305664
resolution_max_b1_gaussian_conv,2,saved,test_probe,0.2,20,2.1168462020874026,0.6661710825711558,1.1334895629882813,4.044980987548828
resolution_max_b1_gaussian_conv,2,saved,test_probe,0.25,20,3.6515903564453125,1.1713350651712335,1.9499149475097655,7.179280853271485
resolution_max_b1_gaussian_conv,2,saved,train_probe,0.025,20,0.02331196212768552,0.006372603515868708,0.014107643127441394,0.038681060791015576
resolution_max_b1_gaussian_conv,2,saved,train_probe,0.05,20,0.09599412574768063,0.025996389831766886,0.05963074493408199,0.16111624908447258
resolution_max_b1_gaussian_conv,2,saved,train_probe,0.1,20,0.431810750579834,0.12139334142815032,0.25977120971679685,0.7455774536132813
resolution_max_b1_gaussian_conv,2,saved,train_probe,0.2,20,2.271205952453613,0.6672015013776095,1.2613814392089844,4.167251922607422
resolution_max_b1_gaussian_conv,2,saved,train_probe,0.25,20,3.843466285705567,1.1810423629506805,2.1060321655273437,7.3950031433105465
resolution_max_b1_gaussian_conv,3,recalibrated,test_probe,0.025,20,0.006363064956665071,0.002274710010438889,0.003866119384765665,0.012496574401855476
resolution_max_b1_gaussian_conv,3,recalibrated,test_probe,0.05,20,0.02782978401184085,0.010790658676180752,0.016138366699218754,0.05331045532226564
resolution_max_b1_gaussian_conv,3,recalibrated,test_probe,0.1,20,0.12209963760375979,0.04696603895706343,0.07312979125976571,0.2211618804931641
resolution_max_b1_gaussian_conv,3,recalibrated,test_probe,0.2,20,0.5005763816833496,0.13130400775231074,0.331186050415039,0.8682244262695313
resolution_max_b1_gaussian_conv,3,recalibrated,test_probe,0.25,20,0.7597527091979981,0.16606159231498163,0.5347963256835937,1.2474001770019532
resolution_max_b1_gaussian_conv,3,recalibrated,train_probe,0.025,20,0.01201667594909668,0.003011367898154265,0.008863449096679688,0.018353698730468715
resolution_max_b1_gaussian_conv,3,recalibrated,train_probe,0.05,20,0.044974700546264644,0.011631289629013091,0.03269873809814455,0.07132257080078125
resolution_max_b1_gaussian_conv,3,recalibrated,train_probe,0.1,20,0.16427076301574708,0.04172089139975615,0.11719879913330078,0.24829216766357426
resolution_max_b1_gaussian_conv,3,recalibrated,train_probe,0.2,20,0.5847204772949219,0.1241556746248583,0.41846470642089845,0.9214763031005859
resolution_max_b1_gaussian_conv,3,recalibrated,train_probe,0.25,20,0.8665767196655274,0.1592276516440196,0.6410399475097657,1.3069833526611327
resolution_max_b1_gaussian_conv,3,saved,test_probe,0.025,20,0.019931764984130886,0.007320246280244238,0.011629638671875053,0.03996431732177741
resolution_max_b1_gaussian_conv,3,saved,test_probe,0.05,20,0.08650973777771001,0.032723078946450955,0.05008640289306643,0.18167410278320317
resolution_max_b1_gaussian_conv,3,saved,test_probe,0.1,20,0.416794679260254,0.15599883565293673,0.23963131713867192,0.9037237548828125
resolution_max_b1_gaussian_conv,3,saved,test_probe,0.2,20,2.100041700744629,0.6284433000126608,1.426613800048828,3.8008228759765617
resolution_max_b1_gaussian_conv,3,saved,test_probe,0.25,20,3.4080306991577145,0.8700127499183026,2.406153442382813,5.217117797851562
resolution_max_b1_gaussian_conv,3,saved,train_probe,0.025,20,0.026502653503417996,0.00807989340399673,0.015440841674804695,0.0504645538330078
resolution_max_b1_gaussian_conv,3,saved,train_probe,0.05,20,0.10618796424865726,0.033508044659947556,0.06058596801757815,0.2069312591552735
resolution_max_b1_gaussian_conv,3,saved,train_probe,0.1,20,0.45970566329956064,0.16039599878155894,0.24876266479492198,0.9491792297363282
resolution_max_b1_gaussian_conv,3,saved,train_probe,0.2,20,2.2153254714965818,0.6539454490666929,1.4307938385009766,3.9579603729248047
resolution_max_b1_gaussian_conv,3,saved,train_probe,0.25,20,3.5703279541015625,0.8967601679107697,2.5258359222412112,5.412666122436524
resolution_max_b1_gaussian_conv,4,recalibrated,test_probe,0.025,20,0.00586380462646483,0.0017416148194820639,0.003384811401367205,0.009648513793945324
resolution_max_b1_gaussian_conv,4,recalibrated,test_probe,0.05,20,0.023525848388671878,0.00699467832713669,0.01358963012695319,0.03750965881347651
resolution_max_b1_gaussian_conv,4,recalibrated,test_probe,0.1,20,0.09252888031005857,0.024512725710274758,0.05453446960449221,0.1425495452880859
resolution_max_b1_gaussian_conv,4,recalibrated,test_probe,0.2,20,0.3665179069519043,0.09011172338433333,0.21153799438476556,0.5780229492187501
resolution_max_b1_gaussian_conv,4,recalibrated,test_probe,0.25,20,0.5800961204528808,0.12874283521086638,0.3436738739013672,0.8876639404296873
resolution_max_b1_gaussian_conv,4,recalibrated,train_probe,0.025,20,0.008793351745605468,0.00274062764968049,0.005009483337402365,0.014003097534179665
resolution_max_b1_gaussian_conv,4,recalibrated,train_probe,0.05,20,0.033087691116333,0.010005001257495916,0.01952404022216797,0.05264855957031245
resolution_max_b1_gaussian_conv,4,recalibrated,train_probe,0.1,20,0.12130445251464841,0.033534024728049915,0.06980319213867187,0.18334314727783202
resolution_max_b1_gaussian_conv,4,recalibrated,train_probe,0.2,20,0.4421464309692382,0.10565092433080794,0.26011096191406247,0.6845476837158203
resolution_max_b1_gaussian_conv,4,recalibrated,train_probe,0.25,20,0.6805017738342285,0.14744603874612447,0.41361315917968755,1.0386301422119142
resolution_max_b1_gaussian_conv,4,saved,test_probe,0.025,20,0.020774064254760756,0.007122004700170854,0.011047935485839822,0.0381795272827149
resolution_max_b1_gaussian_conv,4,saved,test_probe,0.05,20,0.08482177238464357,0.030817394688014546,0.04474902343749998,0.163576416015625
resolution_max_b1_gaussian_conv,4,saved,test_probe,0.1,20,0.3792816589355469,0.15078701902936958,0.19067835998535154,0.7776725463867188
resolution_max_b1_gaussian_conv,4,saved,test_probe,0.2,20,1.9234014129638677,0.6505596440680949,0.974602508544922,3.2461211242675785
resolution_max_b1_gaussian_conv,4,saved,test_probe,0.25,20,3.2551330688476554,0.9844175519051688,1.7438716735839845,4.981230987548828
resolution_max_b1_gaussian_conv,4,saved,train_probe,0.025,20,0.023852347946166995,0.008015385374563278,0.012877723693847654,0.04228343200683593
resolution_max_b1_gaussian_conv,4,saved,train_probe,0.05,20,0.09508418769836424,0.03219445022073687,0.050347976684570306,0.16852713775634764
resolution_max_b1_gaussian_conv,4,saved,train_probe,0.1,20,0.4086433265686035,0.14998022326267943,0.2064774017333984,0.7881976470947267
resolution_max_b1_gaussian_conv,4,saved,train_probe,0.2,20,2.0256754989624026,0.663551533597695,1.055841323852539,3.3187210845947264
resolution_max_b1_gaussian_conv,4,saved,train_probe,0.25,20,3.4057876129150393,1.0202597909431714,1.9007227935791016,5.281712783813476
