method,transition_update,seed,state_label,state,split,L_center_saved,L_center_recalibrated,S_recal_eps0.025,n_dirs_eps0.025,S_recal_eps0.05,n_dirs_eps0.05,S_recal_eps0.1,n_dirs_eps0.1,S_recal_eps0.2,n_dirs_eps0.2,S_recal_eps0.25,n_dirs_eps0.25
resolution_max_b1_gaussian_conv,1173,0,after,"{""resolution"": 16, ""sigma"": 0.85}",test_probe,1.5421924438476562,1.1657601318359374,0.0035078308105469746,10,0.01329936523437505,10,0.05064429321289075,10,0.18763782653808603,10,0.28355321044921894,10
resolution_max_b1_gaussian_conv,1173,0,final,"{""resolution"": 32, ""sigma"": 0.0}",train_probe,4.1521884765625,1.854688720703125,0.0017957275390624527,10,0.006845233154296792,10,0.026491223144531183,10,0.0988273620605468,10,0.1454959289550781,10
resolution_max_b1_gaussian_conv,1173,0,final,"{""resolution"": 32, ""sigma"": 0.0}",test_probe,4.147191162109375,1.8528329467773437,0.0022398010253906753,10,0.008042276000976645,10,0.02841087951660166,10,0.09970661010742199,10,0.1456604675292969,10
resolution_max_b1_gaussian_conv,1173,1,before,"{""resolution"": 16, ""sigma"": 1.0}",train_probe,1.0667848510742188,1.0358528442382813,0.005344653320312487,10,0.02108974151611327,10,0.08275108795166011,10,0.31830026550292967,10,0.4754414550781251,10
resolution_max_b1_gaussian_conv,1173,1,before,"{""resolution"": 16, ""sigma"": 1.0}",test_probe,1.1166162719726562,1.0937632446289063,0.005031686401367153,10,0.02001289672851554,10,0.07799206237792969,10,0.30089700927734375,10,0.45147233581542956,10
resolution_max_b1_gaussian_conv,1173,1,after,"{""resolution"": 16, ""sigma"": 0.85}",train_probe,1.3076714477539062,1.111763916015625,0.004248925781250046,10,0.016291827392578152,10,0.06410034179687504,10,0.24665067138671876,10,0.3710673583984375,10
resolution_max_b1_gaussian_conv,1173,1,after,"{""resolution"": 16, ""sigma"": 0.85}",test_probe,1.32598046875,1.1508668212890625,0.00405292663574226,10,0.015910424804687497,10,0.06157623291015626,10,0.2332369812011718,10,0.35193193359375,10
resolution_max_b1_gaussian_conv,1173,1,final,"{""resolution"": 32, ""sigma"": 0.0}",train_probe,4.3462978515625,1.87827392578125,0.0021061065673828373,10,0.008144726562500093,10,0.033068063354492264,10,0.12471242980957038,10,0.18230876770019533,10
resolution_max_b1_gaussian_conv,1173,1,final,"{""resolution"": 32, ""sigma"": 0.0}",test_probe,4.339418212890625,1.88350830078125,0.0018560150146483601,10,0.008642196655273349,10,0.035296261596679576,10,0.1279311645507811,10,0.1861844665527342,10
resolution_max_b1_gaussian_conv,1173,2,before,"{""resolution"": 16, ""sigma"": 1.0}",train_probe,0.979761474609375,0.9635284729003907,0.005154417419433533,10,0.020647547912597618,10,0.08379787902832025,10,0.3098283233642578,10,0.45288912658691405,10
resolution_max_b1_gaussian_conv,1173,2,before,"{""resolution"": 16, ""sigma"": 1.0}",test_probe,1.07082275390625,1.0504791259765625,0.005562316894531327,10,0.02174605407714849,10,0.0862168243408203,10,0.30335770874023443,10,0.43907552490234386,10
resolution_max_b1_gaussian_conv,1173,2,after,"{""resolution"": 16, ""sigma"": 0.85}",train_probe,1.1565664672851563,1.0633601684570313,0.0038862274169921608,10,0.015876614379882747,10,0.06523857421874994,10,0.2462414398193359,10,0.36405055847167966,10
resolution_max_b1_gaussian_conv,1173,2,after,"{""resolution"": 16, ""sigma"": 0.85}",test_probe,1.2564169921875,1.1453013916015624,0.003746917724609511,10,0.015046542358398552,10,0.06126875305175783,10,0.22721647338867196,10,0.33660092163085953,10
resolution_max_b1_gaussian_conv,1173,2,final,"{""resolution"": 32, ""sigma"": 0.0}",train_probe,4.4831865234375,1.84456982421875,0.002015063476562462,10,0.008635980224609341,10,0.03560208435058589,10,0.1282310852050781,10,0.18520902099609365,10
resolution_max_b1_gaussian_conv,1173,2,final,"{""resolution"": 32, ""sigma"": 0.0}",test_probe,4.41381591796875,1.8336196899414063,0.002629418945312412,10,0.009755093383788948,10,0.03774714050292962,10,0.13128470153808583,10,0.18921298217773425,10
resolution_max_b1_gaussian_conv,1173,3,before,"{""resolution"": 16, ""sigma"": 1.0}",train_probe,0.980883056640625,0.9783525390625,0.005838203430175803,10,0.02376205444335938,10,0.09216479492187504,10,0.3291102294921875,10,0.47497328186035165,10
resolution_max_b1_gaussian_conv,1173,3,before,"{""resolution"": 16, ""sigma"": 1.0}",test_probe,1.0572351684570314,1.0530419921875,0.005254885864257752,10,0.02051013793945302,10,0.08141559448242182,10,0.299179605102539,10,0.4343389709472655,10
resolution_max_b1_gaussian_conv,1173,3,after,"{""resolution"": 16, ""sigma"": 0.85}",train_probe,1.3195908813476562,1.042334228515625,0.005058151245117215,10,0.019570736694335976,10,0.07358129272460942,10,0.2580776336669922,10,0.3749828704833985,10
resolution_max_b1_gaussian_conv,1173,3,after,"{""resolution"": 16, ""sigma"": 0.85}",test_probe,1.3624722290039062,1.1045864868164061,0.00391466064453132,10,0.016693801879882918,10,0.06553236389160169,10,0.2375381713867188,10,0.34775648498535167,10
resolution_max_b1_gaussian_conv,1173,3,final,"{""resolution"": 32, ""sigma"": 0.0}",train_probe,4.1914599609375,1.7477396850585938,0.002665289306640628,10,0.01134393920898431,10,0.04321271057128899,10,0.1432816986083984,10,0.20275066833496097,10
resolution_max_b1_gaussian_conv,1173,3,final,"{""resolution"": 32, ""sigma"": 0.0}",test_probe,4.162722412109375,1.760478271484375,0.0026669525146484573,10,0.010553994750976603,10,0.04062402648925787,10,0.13810576171875005,10,0.19512966613769533,10
resolution_max_b1_gaussian_conv,1173,4,before,"{""resolution"": 16, ""sigma"": 1.0}",train_probe,1.0246988525390626,1.0046600646972657,0.005386401367187465,10,0.021206292724609343,10,0.08072377014160156,10,0.29384506530761717,10,0.4320582427978515,10
resolution_max_b1_gaussian_conv,1173,4,before,"{""resolution"": 16, ""sigma"": 1.0}",test_probe,1.1209136962890625,1.1019572143554688,0.0038165954589843175,10,0.017077478027343697,10,0.0721427185058593,10,0.27128795776367187,10,0.3995180053710937,10
resolution_max_b1_gaussian_conv,1173,4,after,"{""resolution"": 16, ""sigma"": 0.85}",train_probe,1.4731258544921875,1.0910328369140625,0.0038847137451171855,10,0.015768008422851552,10,0.06275231323242192,10,0.2300458221435547,10,0.33969364318847656,10
resolution_max_b1_gaussian_conv,1173,4,after,"{""resolution"": 16, ""sigma"": 0.85}",test_probe,1.527793701171875,1.1558195190429688,0.0040469055175781365,10,0.01569341735839842,10,0.05843984069824217,10,0.21565587768554684,10,0.31849317016601564,10
resolution_max_b1_gaussian_conv,1173,4,final,"{""resolution"": 32, ""sigma"": 0.0}",train_probe,3.4851837158203125,1.8560252075195312,0.0017352294921875843,10,0.006989868164062618,10,0.02812265625000012,10,0.10283469238281259,10,0.15031357116699232,10
resolution_max_b1_gaussian_conv,1173,4,final,"{""resolution"": 32, ""sigma"": 0.0}",test_probe,3.457892578125,1.871741943359375,0.0016947784423828605,10,0.006751873779296891,10,0.02663745422363286,10,0.0975039245605469,10,0.14340204467773446,10
resolution_max_b1_gaussian_conv,8211,0,before,"{""resolution"": 32, ""sigma"": 0.3}",train_probe,0.36200025939941405,0.36275137329101564,0.005732853698730439,10,0.021894258880615202,10,0.08372712020874021,10,0.3371178817749024,10,0.5372368850708008,10
resolution_max_b1_gaussian_conv,8211,0,before,"{""resolution"": 32, ""sigma"": 0.3}",test_probe,0.5440566253662109,0.5427296447753907,0.0035990104675292733,10,0.014807819366455078,10,0.06109190673828123,10,0.2726004379272461,10,0.4515426300048828,10
resolution_max_b1_gaussian_conv,8211,0,after,"{""resolution"": 32, ""sigma"": 0.0}",train_probe,0.36440335083007813,0.36736846923828126,0.005804715728759763,10,0.022089194488525383,10,0.08416359176635742,10,0.3365084884643555,10,0.5349822967529296,10
resolution_max_b1_gaussian_conv,8211,0,after,"{""resolution"": 32, ""sigma"": 0.0}",test_probe,0.5466757507324219,0.5449421081542969,0.004050854492187473,10,0.015384032440185547,10,0.061333775329589814,10,0.27081913604736324,10,0.4483182220458984,10
resolution_max_b1_gaussian_conv,8211,1,before,"{""resolution"": 32, ""sigma"": 0.3}",train_probe,0.3643123779296875,0.35992782592773437,0.007559867858886715,10,0.029326993560791027,10,0.11107074966430663,10,0.42514098815917967,10,0.6646916305541991,10
resolution_max_b1_gaussian_conv,8211,1,before,"{""resolution"": 32, ""sigma"": 0.3}",test_probe,0.5700822143554688,0.55981689453125,0.004376281738281207,10,0.018477452087402303,10,0.07865245056152338,10,0.34050068969726555,10,0.5559401779174804,10
resolution_max_b1_gaussian_conv,8211,1,after,"{""resolution"": 32, ""sigma"": 0.0}",train_probe,0.36605482482910157,0.3663572540283203,0.007413475799560554,10,0.028909233856201165,10,0.10976643066406248,10,0.42026435699462894,10,0.6563035232543946,10
resolution_max_b1_gaussian_conv,8211,1,after,"{""resolution"": 32, ""sigma"": 0.0}",test_probe,0.5707705993652343,0.5622990112304688,0.004191827392578085,10,0.018111105346679666,10,0.0775777374267578,10,0.33720731658935543,10,0.5498320007324219,10
resolution_max_b1_gaussian_conv,8211,2,before,"{""resolution"": 32, ""sigma"": 0.3}",train_probe,0.35485467529296877,0.3496387481689453,0.007273696136474617,10,0.028093562316894527,10,0.10820470962524416,10,0.42934328460693366,10,0.6632636032104492,10
resolution_max_b1_gaussian_conv,8211,2,before,"{""resolution"": 32, ""sigma"": 0.3}",test_probe,0.5425082702636719,0.5457814788818359,0.004920849609375033,10,0.019947178649902343,10,0.08154468841552734,10,0.34750250091552737,10,0.5567329864501953,10
resolution_max_b1_gaussian_conv,8211,2,after,"{""resolution"": 32, ""sigma"": 0.0}",train_probe,0.36097279357910156,0.3551959075927734,0.00753941955566409,10,0.02847155227661134,10,0.10803518066406252,10,0.42583111572265625,10,0.656482225036621,10
resolution_max_b1_gaussian_conv,8211,2,after,"{""resolution"": 32, ""sigma"": 0.0}",test_probe,0.549162109375,0.5484110412597656,0.00468524703979496,10,0.019564559936523472,10,0.08073828582763676,10,0.34326132354736333,10,0.5498609771728515,10
resolution_max_b1_gaussian_conv,8211,3,before,"{""resolution"": 32, ""sigma"": 0.3}",train_probe,0.36398092651367187,0.36178375244140626,0.008785459899902343,10,0.03468364791870117,10,0.13043601455688475,10,0.4774986465454102,10,0.7164531921386719,10
resolution_max_b1_gaussian_conv,8211,3,before,"{""resolution"": 32, ""sigma"": 0.3}",test_probe,0.5399368286132813,0.542118896484375,0.004981806945800827,10,0.02337032089233403,10,0.10097344207763674,10,0.4165190017700196,10,0.6398535858154297,10
resolution_max_b1_gaussian_conv,8211,3,after,"{""resolution"": 32, ""sigma"": 0.0}",train_probe,0.3659637298583984,0.3664467468261719,0.008684011840820283,10,0.0341991859436035,10,0.12910677566528317,10,0.4717802322387696,10,0.7078493392944336,10
resolution_max_b1_gaussian_conv,8211,3,after,"{""resolution"": 32, ""sigma"": 0.0}",test_probe,0.5437384338378907,0.5446912536621094,0.0050319053649902305,10,0.023136357116699237,10,0.09942145385742189,10,0.40991478729248054,10,0.629654151916504,10
resolution_max_b1_gaussian_conv,8211,4,before,"{""resolution"": 32, ""sigma"": 0.3}",train_probe,0.3695083160400391,0.3552353515625,0.008207094573974588,10,0.030623808288574188,10,0.10841279144287105,10,0.39539960937499996,10,0.6072255294799804,10
resolution_max_b1_gaussian_conv,8211,4,before,"{""resolution"": 32, ""sigma"": 0.3}",test_probe,0.5329207153320312,0.5222025909423829,0.005059932708740178,10,0.021260079193115188,10,0.08511940765380853,10,0.33401424255371087,10,0.5231743499755859,10
resolution_max_b1_gaussian_conv,8211,4,after,"{""resolution"": 32, ""sigma"": 0.0}",train_probe,0.3773746337890625,0.36073870849609374,0.008256732177734377,10,0.030665115356445317,10,0.10841041870117188,10,0.39389618225097656,10,0.6030991012573242,10
resolution_max_b1_gaussian_conv,8211,4,after,"{""resolution"": 32, ""sigma"": 0.0}",test_probe,0.5351604919433594,0.5241776885986328,0.005078427124023443,10,0.02129832382202155,10,0.08500314178466803,10,0.3321059875488282,10,0.519198812866211,10
