method,seed,policy,split,direction,direction_seed,amplitude,L_center,dL_plus,dL_minus,S,acc_center,acc_plus,acc_minus
resolution_max_b1,0,saved,train_probe,5,2001045824,0.1,0.3205525207519531,0.2673601379394532,0.3510800476074219,0.3092200927734376,0.896,0.795,0.764
resolution_max_b1,0,saved,test_probe,5,2001045824,0.1,0.5638476867675781,0.21551953125,0.2881662902832032,0.2518429107666016,0.809,0.739,0.724
resolution_max_b1,0,saved,train_probe,5,2001045824,0.2,0.3205525207519531,0.9872439880371093,1.7450483093261717,1.3661461486816406,0.896,0.586,0.47
resolution_max_b1,0,saved,test_probe,5,2001045824,0.2,0.5638476867675781,0.8675771789550781,1.6494240417480468,1.2585006103515626,0.809,0.548,0.432
resolution_max_b1,0,saved,train_probe,5,2001045824,0.25,0.3205525207519531,1.6188959045410156,2.9777947692871094,2.2983453369140623,0.896,0.447,0.338
resolution_max_b1,0,saved,test_probe,5,2001045824,0.25,0.5638476867675781,1.5419039001464843,2.8473251647949223,2.1946145324707036,0.809,0.409,0.321
resolution_max_b1,0,saved,train_probe,6,1056382235,0.025,0.3205525207519531,0.008999938964843746,0.020509094238281234,0.014754516601562517,0.896,0.89,0.888
resolution_max_b1,0,saved,test_probe,6,1056382235,0.025,0.5638476867675781,0.00819528198242192,0.016623809814453105,0.012409545898437457,0.809,0.796,0.803
resolution_max_b1,0,saved,train_probe,6,1056382235,0.05,0.3205525207519531,0.04305026245117188,0.07037825012207033,0.056714256286621134,0.896,0.876,0.868
resolution_max_b1,0,saved,test_probe,6,1056382235,0.05,0.5638476867675781,0.0365555725097656,0.0562122802734375,0.04638392639160149,0.809,0.787,0.786
resolution_max_b1,0,saved,train_probe,6,1056382235,0.1,0.3205525207519531,0.20301907348632814,0.2580896911621094,0.23055438232421882,0.896,0.813,0.787
resolution_max_b1,0,saved,test_probe,6,1056382235,0.1,0.5638476867675781,0.16778845214843752,0.22421380615234376,0.1960011291503907,0.809,0.749,0.734
resolution_max_b1,0,saved,train_probe,6,1056382235,0.2,0.3205525207519531,0.9584609069824219,1.1270599060058595,1.0427604064941407,0.896,0.605,0.548
resolution_max_b1,0,saved,test_probe,6,1056382235,0.2,0.5638476867675781,0.8729571838378907,1.0381512145996095,0.95555419921875,0.809,0.578,0.522
resolution_max_b1,0,saved,train_probe,6,1056382235,0.25,0.3205525207519531,1.550802947998047,1.942729705810547,1.7467663269042972,0.896,0.502,0.417
resolution_max_b1,0,saved,test_probe,6,1056382235,0.25,0.5638476867675781,1.4110980529785155,1.8045688171386718,1.6078334350585937,0.809,0.483,0.379
resolution_max_b1,0,saved,train_probe,7,2102009476,0.025,0.3205525207519531,0.013720886230468743,0.021391616821289094,0.01755625152587892,0.896,0.894,0.881
resolution_max_b1,0,saved,test_probe,7,2102009476,0.025,0.5638476867675781,0.00863778686523442,0.0192539978027344,0.013945892333984355,0.809,0.807,0.804
resolution_max_b1,0,saved,train_probe,7,2102009476,0.05,0.3205525207519531,0.06050785827636718,0.0768010711669922,0.06865446472167969,0.896,0.878,0.857
resolution_max_b1,0,saved,test_probe,7,2102009476,0.05,0.5638476867675781,0.04367007446289062,0.06506619262695312,0.05436813354492187,0.809,0.801,0.781
resolution_max_b1,0,saved,train_probe,7,2102009476,0.1,0.3205525207519531,0.25692651367187497,0.3014239807128906,0.2791752471923828,0.896,0.79,0.787
resolution_max_b1,0,saved,test_probe,7,2102009476,0.1,0.5638476867675781,0.20731838989257811,0.24181423950195313,0.22456631469726562,0.809,0.752,0.727
resolution_max_b1,0,saved,train_probe,7,2102009476,0.2,0.3205525207519531,1.5877652893066407,1.302702362060547,1.4452338256835937,0.896,0.507,0.526
resolution_max_b1,0,saved,test_probe,7,2102009476,0.2,0.5638476867675781,1.4323964538574219,1.2080824890136719,1.3202394714355468,0.809,0.487,0.483
resolution_max_b1,0,saved,train_probe,7,2102009476,0.25,0.3205525207519531,3.3710185241699215,2.1243918151855468,2.7477051696777344,0.896,0.312,0.4
resolution_max_b1,0,saved,test_probe,7,2102009476,0.25,0.5638476867675781,3.2397247009277343,2.086272796630859,2.662998748779297,0.809,0.315,0.352
resolution_max_b1,0,saved,train_probe,8,1641102468,0.025,0.3205525207519531,0.026469772338867215,0.01972688293457031,0.023098327636718763,0.896,0.887,0.894
resolution_max_b1,0,saved,test_probe,8,1641102468,0.025,0.5638476867675781,0.016691589355468772,0.022100646972656235,0.019396118164062504,0.809,0.792,0.8
resolution_max_b1,0,saved,train_probe,8,1641102468,0.05,0.3205525207519531,0.11098437500000002,0.08310516357421877,0.09704476928710942,0.896,0.846,0.869
resolution_max_b1,0,saved,test_probe,8,1641102468,0.05,0.5638476867675781,0.07560531616210941,0.08061038208007809,0.07810784912109381,0.809,0.77,0.784
resolution_max_b1,0,saved,train_probe,8,1641102468,0.1,0.3205525207519531,0.5762582092285156,0.34332574462890625,0.45979197692871093,0.896,0.713,0.775
resolution_max_b1,0,saved,test_probe,8,1641102468,0.1,0.5638476867675781,0.456575714111328,0.34503228759765625,0.4008040008544922,0.809,0.674,0.697
resolution_max_b1,0,saved,train_probe,8,1641102468,0.2,0.3205525207519531,3.2533759460449216,1.9250140075683595,2.5891949768066405,0.896,0.383,0.411
resolution_max_b1,0,saved,test_probe,8,1641102468,0.2,0.5638476867675781,2.9940275573730473,1.958330047607422,2.4761788024902343,0.809,0.369,0.382
resolution_max_b1,0,saved,train_probe,8,1641102468,0.25,0.3205525207519531,5.509977264404297,3.4745816345214844,4.492279449462891,0.896,0.274,0.254
resolution_max_b1,0,saved,test_probe,8,1641102468,0.25,0.5638476867675781,5.228692108154297,3.480607391357422,4.354649749755859,0.809,0.267,0.248
resolution_max_b1,0,saved,train_probe,9,1483983997,0.025,0.3205525207519531,0.019852935791015658,0.024511901855468754,0.022182418823242178,0.896,0.886,0.889
resolution_max_b1,0,saved,test_probe,9,1483983997,0.025,0.5638476867675781,0.01229885864257807,0.023869110107421876,0.01808398437500003,0.809,0.799,0.802
resolution_max_b1,0,saved,train_probe,9,1483983997,0.05,0.3205525207519531,0.08132789611816404,0.09144723510742186,0.08638756561279298,0.896,0.864,0.86
resolution_max_b1,0,saved,test_probe,9,1483983997,0.05,0.5638476867675781,0.06258251953125005,0.08704953002929683,0.07481602478027338,0.809,0.781,0.786
resolution_max_b1,0,saved,train_probe,9,1483983997,0.1,0.3205525207519531,0.32959231567382813,0.3954249877929688,0.36250865173339847,0.896,0.786,0.753
resolution_max_b1,0,saved,test_probe,9,1483983997,0.1,0.5638476867675781,0.30560159301757817,0.37884597778320317,0.34222378540039067,0.809,0.705,0.698
resolution_max_b1,0,saved,train_probe,9,1483983997,0.2,0.3205525207519531,1.7188499450683594,2.3482709655761718,2.0335604553222653,0.896,0.514,0.39
resolution_max_b1,0,saved,test_probe,9,1483983997,0.2,0.5638476867675781,1.5954300231933594,2.2794384460449217,1.9374342346191404,0.809,0.478,0.357
resolution_max_b1,0,saved,train_probe,9,1483983997,0.25,0.3205525207519531,2.9358868103027342,4.087114715576172,3.5115007629394532,0.896,0.368,0.268
resolution_max_b1,0,saved,test_probe,9,1483983997,0.25,0.5638476867675781,2.7219286804199223,3.9788700866699225,3.3503993835449224,0.809,0.333,0.252
resolution_max_b1,0,saved,train_probe,10,1122553142,0.025,0.3205525207519531,0.023217041015624995,0.03181637573242191,0.02751670837402348,0.896,0.887,0.878
resolution_max_b1,0,saved,test_probe,10,1122553142,0.025,0.5638476867675781,0.004726928710937495,0.03322738647460932,0.018977157592773408,0.809,0.801,0.796
resolution_max_b1,0,saved,train_probe,10,1122553142,0.05,0.3205525207519531,0.10208316040039062,0.11777345275878909,0.10992830657958985,0.896,0.847,0.845
resolution_max_b1,0,saved,test_probe,10,1122553142,0.05,0.5638476867675781,0.05743899536132813,0.10950820922851567,0.08347360229492184,0.809,0.779,0.775
resolution_max_b1,0,saved,train_probe,10,1122553142,0.1,0.3205525207519531,0.4552076110839844,0.4810417785644531,0.46812469482421876,0.896,0.729,0.729
resolution_max_b1,0,saved,test_probe,10,1122553142,0.1,0.5638476867675781,0.3645910034179688,0.42998074340820314,0.39728587341308597,0.809,0.683,0.685
resolution_max_b1,0,saved,train_probe,10,1122553142,0.2,0.3205525207519531,2.312120452880859,2.1287550964355466,2.220437774658203,0.896,0.402,0.44
resolution_max_b1,0,saved,test_probe,10,1122553142,0.2,0.5638476867675781,2.1909971618652344,1.9088645935058592,2.049930877685547,0.809,0.372,0.429
resolution_max_b1,0,saved,train_probe,10,1122553142,0.25,0.3205525207519531,3.927900604248047,3.474562347412109,3.701231475830078,0.896,0.283,0.312
resolution_max_b1,0,saved,test_probe,10,1122553142,0.25,0.5638476867675781,3.841634735107422,3.1222664489746093,3.4819505920410156,0.809,0.253,0.329
resolution_max_b1,0,saved,train_probe,11,948068231,0.025,0.3205525207519531,0.024517120361328137,0.022603973388671872,0.023560546875000032,0.896,0.889,0.881
resolution_max_b1,0,saved,test_probe,11,948068231,0.025,0.5638476867675781,0.018844177246093774,0.025107421875000036,0.02197579956054696,0.809,0.8,0.792
resolution_max_b1,0,saved,train_probe,11,948068231,0.05,0.3205525207519531,0.09499240112304685,0.09914390563964842,0.09706815338134761,0.896,0.861,0.856
resolution_max_b1,0,saved,test_probe,11,948068231,0.05,0.5638476867675781,0.07682275390625004,0.10398519897460934,0.09040397644042963,0.809,0.781,0.769
resolution_max_b1,0,saved,train_probe,11,948068231,0.1,0.3205525207519531,0.3715095520019532,0.4825431823730469,0.42702636718750003,0.896,0.744,0.727
resolution_max_b1,0,saved,test_probe,11,948068231,0.1,0.5638476867675781,0.3222334289550781,0.5099210510253906,0.4160772399902344,0.809,0.697,0.659
resolution_max_b1,0,saved,train_probe,11,948068231,0.2,0.3205525207519531,1.6316344299316408,2.7035218200683593,2.167578125,0.896,0.435,0.427
resolution_max_b1,0,saved,test_probe,11,948068231,0.2,0.5638476867675781,1.4807704772949217,2.785592254638672,2.133181365966797,0.809,0.45,0.388
resolution_max_b1,0,saved,train_probe,11,948068231,0.25,0.3205525207519531,2.795016082763672,4.316186737060547,3.5556014099121094,0.896,0.312,0.326
resolution_max_b1,0,saved,test_probe,11,948068231,0.25,0.5638476867675781,2.6515202331542973,4.318960906982422,3.4852405700683597,0.809,0.303,0.314
resolution_max_b1,0,saved,train_probe,12,278979639,0.025,0.3205525207519531,0.024019226074218747,0.02407914733886718,0.024049186706542935,0.896,0.887,0.887
resolution_max_b1,0,saved,test_probe,12,278979639,0.025,0.5638476867675781,0.0299106140136719,0.011544494628906277,0.020727554321289032,0.809,0.791,0.805
resolution_max_b1,0,saved,train_probe,12,278979639,0.05,0.3205525207519531,0.0942899322509766,0.09999043273925784,0.09714018249511719,0.896,0.857,0.855
resolution_max_b1,0,saved,test_probe,12,278979639,0.05,0.5638476867675781,0.09420004272460936,0.0753970642089844,0.08479855346679688,0.809,0.779,0.789
resolution_max_b1,0,saved,train_probe,12,278979639,0.1,0.3205525207519531,0.37268273925781253,0.47053338623046875,0.4216080627441407,0.896,0.745,0.729
resolution_max_b1,0,saved,test_probe,12,278979639,0.1,0.5638476867675781,0.3313780212402344,0.43437744140625,0.3828777313232422,0.809,0.71,0.689
resolution_max_b1,0,saved,train_probe,12,278979639,0.2,0.3205525207519531,1.9501285095214846,2.5439689636230467,2.2470487365722653,0.896,0.462,0.364
resolution_max_b1,0,saved,test_probe,12,278979639,0.2,0.5638476867675781,1.861199676513672,2.493159393310547,2.17717953491211,0.809,0.459,0.342
resolution_max_b1,0,saved,train_probe,12,278979639,0.25,0.3205525207519531,3.522646453857422,4.254846649169922,3.888746551513672,0.896,0.33,0.236
resolution_max_b1,0,saved,test_probe,12,278979639,0.25,0.5638476867675781,3.368550384521485,4.178883514404297,3.773716949462891,0.809,0.325,0.231
resolution_max_b1,0,saved,train_probe,13,2047332102,0.025,0.3205525207519531,0.025631988525390614,0.013810745239257793,0.01972136688232423,0.896,0.88,0.885
resolution_max_b1,0,saved,test_probe,13,2047332102,0.025,0.5638476867675781,0.01746160888671877,0.016935302734375046,0.01719845581054691,0.809,0.802,0.802
resolution_max_b1,0,saved,train_probe,13,2047332102,0.05,0.3205525207519531,0.09738661193847659,0.07027114868164064,0.08382888031005858,0.896,0.863,0.856
resolution_max_b1,0,saved,test_probe,13,2047332102,0.05,0.5638476867675781,0.07427108764648438,0.06280447387695309,0.06853778076171868,0.809,0.788,0.788
resolution_max_b1,0,saved,train_probe,13,2047332102,0.1,0.3205525207519531,0.4880227966308594,0.3016981201171875,0.39486045837402345,0.896,0.721,0.778
resolution_max_b1,0,saved,test_probe,13,2047332102,0.1,0.5638476867675781,0.4233157348632812,0.2570630187988281,0.34018937683105466,0.809,0.694,0.73
resolution_max_b1,0,saved,train_probe,13,2047332102,0.2,0.3205525207519531,2.839895111083984,1.2853116760253906,2.0626033935546872,0.896,0.394,0.545
resolution_max_b1,0,saved,test_probe,13,2047332102,0.2,0.5638476867675781,2.77910775756836,1.1719707946777345,1.9755392761230472,0.809,0.373,0.516
resolution_max_b1,0,saved,train_probe,13,2047332102,0.25,0.3205525207519531,4.877646453857422,2.1162477722167967,3.4969471130371095,0.896,0.282,0.44
resolution_max_b1,0,saved,test_probe,13,2047332102,0.25,0.5638476867675781,4.779725067138672,1.9319013366699218,3.355813201904297,0.809,0.267,0.4
resolution_max_b1,0,saved,train_probe,14,67912771,0.025,0.3205525207519531,0.02362661743164063,0.02043937683105468,0.022032997131347654,0.896,0.882,0.887
resolution_max_b1,0,saved,test_probe,14,67912771,0.025,0.5638476867675781,0.016656951904296835,0.017850860595703177,0.017253906250000006,0.809,0.797,0.799
resolution_max_b1,0,saved,train_probe,14,67912771,0.05,0.3205525207519531,0.0909656677246094,0.08666806030273438,0.08881686401367189,0.896,0.859,0.854
resolution_max_b1,0,saved,test_probe,14,67912771,0.05,0.5638476867675781,0.06525491333007816,0.07624670410156253,0.0707508087158204,0.809,0.781,0.778
resolution_max_b1,0,saved,train_probe,14,67912771,0.1,0.3205525207519531,0.38241867065429686,0.38822567749023434,0.3853221740722656,0.896,0.754,0.745
resolution_max_b1,0,saved,test_probe,14,67912771,0.1,0.5638476867675781,0.29188693237304686,0.3534140014648437,0.3226504669189453,0.809,0.724,0.707
resolution_max_b1,0,saved,train_probe,14,67912771,0.2,0.3205525207519531,1.9214666442871093,2.2517611999511717,2.0866139221191404,0.896,0.404,0.412
resolution_max_b1,0,saved,test_probe,14,67912771,0.2,0.5638476867675781,1.5949941101074219,2.1104926452636716,1.8527433776855469,0.809,0.412,0.392
resolution_max_b1,0,saved,train_probe,14,67912771,0.25,0.3205525207519531,3.288145477294922,4.043921112060547,3.666033294677734,0.896,0.235,0.247
resolution_max_b1,0,saved,test_probe,14,67912771,0.25,0.5638476867675781,2.928767059326172,3.869724090576172,3.3992455749511716,0.809,0.236,0.24
resolution_max_b1,0,saved,train_probe,15,84429819,0.025,0.3205525207519531,0.0433162078857422,0.03560623168945315,0.0394612197875977,0.896,0.878,0.879
resolution_max_b1,0,saved,test_probe,15,84429819,0.025,0.5638476867675781,0.058896697998046865,0.021952056884765647,0.040424377441406256,0.809,0.788,0.792
resolution_max_b1,0,saved,train_probe,15,84429819,0.05,0.3205525207519531,0.17111457824707033,0.1717948760986328,0.17145472717285154,0.896,0.825,0.821
resolution_max_b1,0,saved,test_probe,15,84429819,0.05,0.5638476867675781,0.18972406005859377,0.14058926391601567,0.16515666198730472,0.809,0.762,0.766
resolution_max_b1,0,saved,train_probe,15,84429819,0.1,0.3205525207519531,0.7344919738769531,0.8820058898925782,0.8082489318847657,0.896,0.663,0.655
resolution_max_b1,0,saved,test_probe,15,84429819,0.1,0.5638476867675781,0.7209163513183594,0.7959529724121093,0.7584346618652342,0.809,0.615,0.63
resolution_max_b1,0,saved,train_probe,15,84429819,0.2,0.3205525207519531,2.6999352722167966,4.860971160888672,3.780453216552734,0.896,0.39,0.303
resolution_max_b1,0,saved,test_probe,15,84429819,0.2,0.5638476867675781,2.530934539794922,4.601230438232422,3.566082489013672,0.809,0.358,0.311
resolution_max_b1,0,saved,train_probe,15,84429819,0.25,0.3205525207519531,3.5562664489746094,8.104466033935546,5.830366241455078,0.896,0.298,0.197
resolution_max_b1,0,saved,test_probe,15,84429819,0.25,0.5638476867675781,3.3204278259277347,7.830653778076171,5.575540802001953,0.809,0.291,0.182
resolution_max_b1,0,saved,train_probe,16,1370112033,0.025,0.3205525207519531,0.03349797058105469,0.019746948242187534,0.026622459411621113,0.896,0.882,0.888
resolution_max_b1,0,saved,test_probe,16,1370112033,0.025,0.5638476867675781,0.028078674316406205,0.018980468750000035,0.02352957153320312,0.809,0.802,0.802
resolution_max_b1,0,saved,train_probe,16,1370112033,0.05,0.3205525207519531,0.12430444335937502,0.08976556396484375,0.10703500366210938,0.896,0.85,0.855
resolution_max_b1,0,saved,test_probe,16,1370112033,0.05,0.5638476867675781,0.10702639770507816,0.09162216186523442,0.09932427978515634,0.809,0.777,0.78
resolution_max_b1,0,saved,train_probe,16,1370112033,0.1,0.3205525207519531,0.547156005859375,0.41473278808593755,0.4809443969726563,0.896,0.725,0.744
resolution_max_b1,0,saved,test_probe,16,1370112033,0.1,0.5638476867675781,0.47337576293945305,0.4215751342773437,0.4474754486083985,0.809,0.691,0.693
resolution_max_b1,0,saved,train_probe,16,1370112033,0.2,0.3205525207519531,2.8631125183105466,2.357790985107422,2.6104517517089842,0.896,0.39,0.399
resolution_max_b1,0,saved,test_probe,16,1370112033,0.2,0.5638476867675781,2.7230704040527343,2.2623167419433594,2.4926935729980473,0.809,0.359,0.388
resolution_max_b1,0,saved,train_probe,16,1370112033,0.25,0.3205525207519531,5.0245639343261725,3.945849578857422,4.485206756591797,0.896,0.261,0.278
resolution_max_b1,0,saved,test_probe,16,1370112033,0.25,0.5638476867675781,4.857286590576172,3.853666229248047,4.35547640991211,0.809,0.265,0.247
resolution_max_b1,0,saved,train_probe,17,589989303,0.025,0.3205525207519531,0.03165254211425783,0.024894515991210953,0.028273529052734392,0.896,0.886,0.883
resolution_max_b1,0,saved,test_probe,17,589989303,0.025,0.5638476867675781,0.01385681152343754,0.03601422119140629,0.02493551635742186,0.809,0.796,0.791
resolution_max_b1,0,saved,train_probe,17,589989303,0.05,0.3205525207519531,0.1266251220703125,0.1047690887451172,0.11569710540771488,0.896,0.844,0.856
resolution_max_b1,0,saved,test_probe,17,589989303,0.05,0.5638476867675781,0.07987802124023435,0.1180557556152344,0.09896688842773438,0.809,0.773,0.774
resolution_max_b1,0,saved,train_probe,17,589989303,0.1,0.3205525207519531,0.5460835571289062,0.4249734802246094,0.4855285186767579,0.896,0.707,0.724
resolution_max_b1,0,saved,test_probe,17,589989303,0.1,0.5638476867675781,0.4078946533203125,0.41239895629882817,0.41014680480957033,0.809,0.688,0.68
resolution_max_b1,0,saved,train_probe,17,589989303,0.2,0.3205525207519531,2.4562023620605467,1.6865154724121096,2.0713589172363283,0.896,0.41,0.466
resolution_max_b1,0,saved,test_probe,17,589989303,0.2,0.5638476867675781,2.2325841979980465,1.681115692138672,1.9568499450683594,0.809,0.374,0.426
resolution_max_b1,0,saved,train_probe,17,589989303,0.25,0.3205525207519531,3.9553417663574213,2.6564424743652344,3.3058921203613276,0.896,0.323,0.348
resolution_max_b1,0,saved,test_probe,17,589989303,0.25,0.5638476867675781,3.7235550231933594,2.6295658874511716,3.1765604553222655,0.809,0.264,0.306
resolution_max_b1,0,saved,train_probe,18,1777278517,0.025,0.3205525207519531,0.022701263427734375,0.030580947875976594,0.026641105651855457,0.896,0.89,0.881
resolution_max_b1,0,saved,test_probe,18,1777278517,0.025,0.5638476867675781,0.01185711669921874,0.03240704345703127,0.02213208007812506,0.809,0.803,0.8
resolution_max_b1,0,saved,train_probe,18,1777278517,0.05,0.3205525207519531,0.11420597839355467,0.10510784912109378,0.10965691375732423,0.896,0.852,0.843
resolution_max_b1,0,saved,test_probe,18,1777278517,0.05,0.5638476867675781,0.08384631347656246,0.10067047119140626,0.09225839233398436,0.809,0.77,0.774
resolution_max_b1,0,saved,train_probe,18,1777278517,0.1,0.3205525207519531,0.6842489318847658,0.3895427856445312,0.5368958587646484,0.896,0.672,0.745
resolution_max_b1,0,saved,test_probe,18,1777278517,0.1,0.5638476867675781,0.5974846496582031,0.3802991027832031,0.48889187622070307,0.809,0.623,0.708
resolution_max_b1,0,saved,train_probe,18,1777278517,0.2,0.3205525207519531,4.533962371826172,1.784131317138672,3.159046844482422,0.896,0.257,0.473
resolution_max_b1,0,saved,test_probe,18,1777278517,0.2,0.5638476867675781,4.328720184326172,1.7440938415527343,3.0364070129394527,0.809,0.272,0.424
resolution_max_b1,0,saved,train_probe,18,1777278517,0.25,0.3205525207519531,7.460549041748047,3.010676971435547,5.235613006591797,0.896,0.179,0.334
resolution_max_b1,0,saved,test_probe,18,1777278517,0.25,0.5638476867675781,7.217113494873047,2.940663665771484,5.078888580322266,0.809,0.189,0.312
resolution_max_b1,0,saved,train_probe,19,1622892194,0.025,0.3205525207519531,0.012661956787109407,0.03673303222656249,0.02469749450683595,0.896,0.892,0.877
resolution_max_b1,0,saved,test_probe,19,1622892194,0.025,0.5638476867675781,0.004382141113281279,0.031734680175781294,0.018058410644531286,0.809,0.807,0.795
resolution_max_b1,0,saved,train_probe,19,1622892194,0.05,0.3205525207519531,0.06854431152343748,0.11986378479003906,0.09420404815673827,0.896,0.864,0.848
resolution_max_b1,0,saved,test_probe,19,1622892194,0.05,0.5638476867675781,0.04847094726562495,0.0971667785644531,0.07281886291503903,0.809,0.797,0.774
resolution_max_b1,0,saved,train_probe,19,1622892194,0.1,0.3205525207519531,0.31793222045898434,0.4334852905273438,0.3757087554931641,0.896,0.78,0.754
resolution_max_b1,0,saved,test_probe,19,1622892194,0.1,0.5638476867675781,0.26462753295898434,0.36915063476562504,0.31688908386230463,0.809,0.73,0.688
resolution_max_b1,0,saved,train_probe,19,1622892194,0.2,0.3205525207519531,1.4133370666503906,1.5911620178222656,1.502249542236328,0.896,0.561,0.5
resolution_max_b1,0,saved,test_probe,19,1622892194,0.2,0.5638476867675781,1.2461261291503907,1.4798395690917967,1.3629828491210938,0.809,0.538,0.481
resolution_max_b1,0,saved,train_probe,19,1622892194,0.25,0.3205525207519531,2.1350628356933594,2.3924750671386716,2.2637689514160155,0.896,0.462,0.381
resolution_max_b1,0,saved,test_probe,19,1622892194,0.25,0.5638476867675781,1.9546082458496092,2.210395599365234,2.082501922607422,0.809,0.438,0.389
resolution_max_b1,0,recalibrated,train_probe,0,1313003410,0.025,0.31810240173339843,0.008670135498046905,0.008007278442382804,0.008338706970214882,0.896,0.893,0.894
resolution_max_b1,0,recalibrated,test_probe,0,1313003410,0.025,0.5604129028320313,0.0028150634765624627,0.007068206787109399,0.004941635131835875,0.811,0.803,0.805
resolution_max_b1,0,recalibrated,train_probe,0,1313003410,0.05,0.31810240173339843,0.035187332153320316,0.03352229309082033,0.034354812622070297,0.896,0.88,0.886
resolution_max_b1,0,recalibrated,test_probe,0,1313003410,0.05,0.5604129028320313,0.015757751464843706,0.026738342285156258,0.021248046875000037,0.811,0.805,0.804
resolution_max_b1,0,recalibrated,train_probe,0,1313003410,0.1,0.31810240173339843,0.12777491760253906,0.1428846893310547,0.1353298034667969,0.896,0.842,0.829
resolution_max_b1,0,recalibrated,test_probe,0,1313003410,0.1,0.5604129028320313,0.07115814208984372,0.1139385681152344,0.092548355102539,0.811,0.785,0.771
resolution_max_b1,0,recalibrated,train_probe,0,1313003410,0.2,0.31810240173339843,0.4030224151611328,0.5984524383544922,0.5007374267578125,0.896,0.755,0.698
resolution_max_b1,0,recalibrated,test_probe,0,1313003410,0.2,0.5604129028320313,0.3037481079101563,0.4988760375976562,0.40131207275390623,0.811,0.704,0.661
resolution_max_b1,0,recalibrated,train_probe,0,1313003410,0.25,0.31810240173339843,0.5926255035400391,0.9136632232666015,0.7531443634033204,0.896,0.683,0.622
resolution_max_b1,0,recalibrated,test_probe,0,1313003410,0.25,0.5604129028320313,0.4618403320312501,0.7601412963867187,0.6109908142089844,0.811,0.659,0.591
resolution_max_b1,0,recalibrated,train_probe,1,1457967038,0.025,0.31810240173339843,0.00984861755371097,0.006568893432617184,0.008208755493164077,0.896,0.892,0.893
resolution_max_b1,0,recalibrated,test_probe,1,1457967038,0.025,0.5604129028320313,0.004530303955078141,0.0050089111328124325,0.004769607543945287,0.811,0.811,0.807
resolution_max_b1,0,recalibrated,train_probe,1,1457967038,0.05,0.31810240173339843,0.03637583923339843,0.029071990966796857,0.032723915100097645,0.896,0.883,0.883
resolution_max_b1,0,recalibrated,test_probe,1,1457967038,0.05,0.5604129028320313,0.01938342285156247,0.02350067138671874,0.02144204711914055,0.811,0.806,0.791
resolution_max_b1,0,recalibrated,train_probe,1,1457967038,0.1,0.31810240173339843,0.13400535583496093,0.1191453094482422,0.1265753326416016,0.896,0.844,0.855
resolution_max_b1,0,recalibrated,test_probe,1,1457967038,0.1,0.5604129028320313,0.08015887451171877,0.10633056640624994,0.09324472045898435,0.811,0.783,0.769
resolution_max_b1,0,recalibrated,train_probe,1,1457967038,0.2,0.31810240173339843,0.48255155944824224,0.49779557800292973,0.49017356872558593,0.896,0.719,0.723
resolution_max_b1,0,recalibrated,test_probe,1,1457967038,0.2,0.5604129028320313,0.34022119140624996,0.5159810791015624,0.42810113525390614,0.811,0.677,0.658
resolution_max_b1,0,recalibrated,train_probe,1,1457967038,0.25,0.31810240173339843,0.7286155242919923,0.7545152740478516,0.7415653991699218,0.896,0.632,0.632
resolution_max_b1,0,recalibrated,test_probe,1,1457967038,0.25,0.5604129028320313,0.5368161010742187,0.7461536254882812,0.64148486328125,0.811,0.629,0.588
resolution_max_b1,0,recalibrated,train_probe,2,477068399,0.025,0.31810240173339843,0.006518646240234405,0.009515518188476568,0.008017082214355487,0.896,0.896,0.896
resolution_max_b1,0,recalibrated,test_probe,2,477068399,0.025,0.5604129028320313,0.0005085754394531516,0.01107922363281244,0.005793899536132852,0.811,0.806,0.807
resolution_max_b1,0,recalibrated,train_probe,2,477068399,0.05,0.31810240173339843,0.030232315063476567,0.03316365051269532,0.03169798278808594,0.896,0.888,0.884
resolution_max_b1,0,recalibrated,test_probe,2,477068399,0.05,0.5604129028320313,0.008255126953125025,0.029526733398437477,0.01889093017578125,0.811,0.803,0.795
resolution_max_b1,0,recalibrated,train_probe,2,477068399,0.1,0.31810240173339843,0.121419921875,0.11655970764160156,0.11898981475830078,0.896,0.846,0.844
resolution_max_b1,0,recalibrated,test_probe,2,477068399,0.1,0.5604129028320313,0.06244949340820316,0.08573681640624997,0.07409315490722657,0.811,0.781,0.783
resolution_max_b1,0,recalibrated,train_probe,2,477068399,0.2,0.31810240173339843,0.45210420227050785,0.4432331085205078,0.4476686553955078,0.896,0.736,0.726
resolution_max_b1,0,recalibrated,test_probe,2,477068399,0.2,0.5604129028320313,0.34302160644531243,0.32023556518554686,0.33162858581542964,0.811,0.698,0.69
resolution_max_b1,0,recalibrated,train_probe,2,477068399,0.25,0.31810240173339843,0.7117646026611328,0.6722830963134766,0.6920238494873048,0.896,0.65,0.669
resolution_max_b1,0,recalibrated,test_probe,2,477068399,0.25,0.5604129028320313,0.5963086547851562,0.4884141845703125,0.5423614196777344,0.811,0.631,0.644
resolution_max_b1,0,recalibrated,train_probe,3,1131432753,0.025,0.31810240173339843,0.016438598632812496,0.00911517333984374,0.01277688598632809,0.896,0.885,0.893
resolution_max_b1,0,recalibrated,test_probe,3,1131432753,0.025,0.5604129028320313,0.006645385742187537,0.007562133789062453,0.00710375976562494,0.811,0.809,0.803
resolution_max_b1,0,recalibrated,train_probe,3,1131432753,0.05,0.31810240173339843,0.05364657592773436,0.04401771545410155,0.04883214569091798,0.896,0.864,0.89
