method,seed,policy,split,direction,direction_seed,amplitude,L_center,dL_plus,dL_minus,S,acc_center,acc_plus,acc_minus
plain,0,saved,test_probe,10,1122553142,0.1,0.7621461791992188,0.3820510864257811,0.5262005004882813,0.4541257934570313,0.739,0.638,0.627
plain,0,saved,train_probe,10,1122553142,0.2,0.2235287322998047,2.3040052032470704,2.766745803833008,2.535375503540039,0.941,0.462,0.433
plain,0,saved,test_probe,10,1122553142,0.2,0.7621461791992188,1.9740607299804689,2.5189335327148434,2.246497131347656,0.739,0.408,0.382
plain,0,saved,train_probe,10,1122553142,0.25,0.2235287322998047,3.86218000793457,4.261368240356445,4.061774124145508,0.941,0.328,0.336
plain,0,saved,test_probe,10,1122553142,0.25,0.7621461791992188,3.478116760253906,3.883743713378906,3.6809302368164065,0.739,0.32,0.313
plain,0,saved,train_probe,11,948068231,0.025,0.2235287322998047,0.03526858520507814,0.038377166748046865,0.036822875976562475,0.941,0.927,0.922
plain,0,saved,test_probe,11,948068231,0.025,0.7621461791992188,0.01759997558593751,0.040076049804687486,0.028838012695312498,0.739,0.745,0.733
plain,0,saved,train_probe,11,948068231,0.05,0.2235287322998047,0.15516511535644534,0.14433610534667968,0.1497506103515625,0.941,0.862,0.869
plain,0,saved,test_probe,11,948068231,0.05,0.7621461791992188,0.10582757568359369,0.13895465087890624,0.12239111328124996,0.739,0.728,0.714
plain,0,saved,train_probe,11,948068231,0.1,0.2235287322998047,0.7148765716552734,0.533418472290039,0.6241475219726562,0.941,0.688,0.752
plain,0,saved,test_probe,11,948068231,0.1,0.7621461791992188,0.5785406494140624,0.4756096801757812,0.5270751647949219,0.739,0.62,0.65
plain,0,saved,train_probe,11,948068231,0.2,0.2235287322998047,3.0399041290283204,2.267792556762695,2.6538483428955075,0.941,0.404,0.422
plain,0,saved,test_probe,11,948068231,0.2,0.7621461791992188,2.744024475097656,1.9388018188476563,2.3414131469726565,0.739,0.368,0.404
plain,0,saved,train_probe,11,948068231,0.25,0.2235287322998047,4.47283283996582,4.1442222442626955,4.308527542114257,0.941,0.309,0.287
plain,0,saved,test_probe,11,948068231,0.25,0.7621461791992188,4.137676574707031,3.704600402832032,3.9211384887695315,0.739,0.28,0.274
plain,0,saved,train_probe,12,278979639,0.025,0.2235287322998047,0.03578244781494139,0.03795878601074221,0.036870616912841825,0.941,0.924,0.921
plain,0,saved,test_probe,12,278979639,0.025,0.7621461791992188,0.03579995727539054,0.02610281372070311,0.03095138549804677,0.739,0.731,0.732
plain,0,saved,train_probe,12,278979639,0.05,0.2235287322998047,0.1440177764892578,0.15725997924804686,0.15063887786865232,0.941,0.871,0.868
plain,0,saved,test_probe,12,278979639,0.05,0.7621461791992188,0.1292808532714843,0.13281204223632814,0.13104644775390617,0.739,0.705,0.703
plain,0,saved,train_probe,12,278979639,0.1,0.2235287322998047,0.5793561248779298,0.7211023712158202,0.650229248046875,0.941,0.739,0.701
plain,0,saved,test_probe,12,278979639,0.1,0.7621461791992188,0.49954577636718756,0.6719921874999999,0.5857689819335936,0.739,0.643,0.596
plain,0,saved,train_probe,12,278979639,0.2,0.2235287322998047,2.158210525512695,3.3596670684814454,2.7589387969970702,0.941,0.501,0.388
plain,0,saved,test_probe,12,278979639,0.2,0.7621461791992188,1.8502266235351563,3.154642639160156,2.502434631347656,0.739,0.475,0.362
plain,0,saved,train_probe,12,278979639,0.25,0.2235287322998047,3.161885818481445,5.1953438262939455,4.178614822387695,0.941,0.404,0.305
plain,0,saved,test_probe,12,278979639,0.25,0.7621461791992188,2.785320495605469,4.912919006347656,3.8491197509765627,0.739,0.397,0.298
plain,0,saved,train_probe,13,2047332102,0.025,0.2235287322998047,0.028598052978515642,0.03565288543701173,0.03212546920776366,0.941,0.935,0.93
plain,0,saved,test_probe,13,2047332102,0.025,0.7621461791992188,0.034262145996093674,0.011981719970703075,0.023121932983398374,0.739,0.734,0.736
plain,0,saved,train_probe,13,2047332102,0.05,0.2235287322998047,0.12231710815429686,0.13284089660644532,0.12757900238037106,0.941,0.891,0.874
plain,0,saved,test_probe,13,2047332102,0.05,0.7621461791992188,0.11407717895507807,0.07374237060546873,0.0939097747802734,0.739,0.726,0.722
plain,0,saved,train_probe,13,2047332102,0.1,0.2235287322998047,0.5415135650634766,0.5215951080322265,0.5315543365478514,0.941,0.745,0.755
