seed,epoch,lr,train_loss,train_acc_batchwise,epoch_s,img_per_s,s_mean,s_min_block,s_max_block,s_blocks,phase,ce_loss,penalty_loss,anchor_lambda,anchor_term,theta_dist,alpha_mean,alpha_min_group,alpha_max_group,alpha_groups,test_loss,test_acc,test_acc_at_s1,test_acc_at_a0,test_loss_at_a0,ratio_mean,ratio_last_block,grad_norm_mean,grad_norm_total,linear_gap_mean,neg_frac_mean,dead_frac_mean
0,0,0.09353230514177552,2.1809433423555813,0.19591346153846154,17.415281295776367,573.2896202154004,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,2.11153244972229,10.536537170410156,0.01,0.052682685852050784,3.2600674566613472,1.0,1.0,1.0,[1.0],2.080364697265625,0.2136,0.2136,0.1832,2.1577155517578124,0.03659334448907538,0.01771188127333644,0.13954304459941444,1.342118764328649,0.0,0.49922074289882884,0.0
0,1,0.05917131409512663,2.1557546181556506,0.21995192307692307,10.664506196975708,936.1896196217047,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,2.112746000289917,15.662304878234863,0.01,0.07831152439117432,3.96161468442902,1.0,1.0,1.0,[1.0],2.0260273315429687,0.2576,0.2576,0.222,2.11496689453125,,,,,,,
0,2,0.018266834147258576,2.1199123049393678,0.2421875,10.805781602859497,923.9498230611998,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,2.0436291694641113,17.02212142944336,0.01,0.0851106071472168,4.127020857436141,1.0,1.0,1.0,[1.0],1.9872216674804688,0.272,0.272,0.2237,2.12984072265625,,,,,,,
0,3,3.124802623627465e-06,2.084950020680061,0.2637219551282051,10.588534593582153,942.906680028361,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,2.0268161296844482,17.171030044555664,0.01,0.08585515022277833,4.1437935078179455,1.0,1.0,1.0,[1.0],1.9632469848632812,0.2905,0.2905,0.2288,2.1182667724609376,,,,,,,
0,4,0.09380455756570981,2.1076755615381093,0.2526041666666667,10.475783824920654,953.0551762865936,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1,1.8479459285736084,27.313520431518555,0.01,0.12139342414008246,5.243872886798916,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.98015439453125,0.2898,0.2898,0.221,2.1832751953125,,,,,,,
0,5,0.05917131409512663,2.067043981490991,0.2824519230769231,10.480783700942993,952.600519663592,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1,1.8888983726501465,32.8179817199707,0.01,0.14585769653320313,5.733774441767562,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.8537336791992187,0.3275,0.3275,0.1975,2.156366748046875,0.10575715806845057,0.107280801105282,0.5259857021259695,2.8854471531062638,0.07673744230843434,0.5021371070076438,0.0
0,6,0.018266834147258576,1.9903280031986725,0.3150040064102564,10.55366826057434,946.0217768354091,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1,1.8255594968795776,33.804847717285156,0.01,0.15024376763237848,5.8143423529270875,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.7851196655273438,0.3358,0.3358,0.2,2.0997916259765623,,,,,,,
0,7,1.2498819918843608e-05,1.8977137956863794,0.3541666666666667,10.58683967590332,943.0576362391279,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1,1.6597635746002197,33.738731384277344,0.01,0.14994991726345486,5.80850596608501,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.6980554077148438,0.3768,0.3768,0.2119,2.0648728759765627,,,,,,,
0,8,0.09380455756570981,1.9441761313340602,0.3307291666666667,10.574738025665283,944.136864267319,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2,1.8356375694274902,45.200923919677734,0.01,0.17578137079874676,6.729783328795371,0.7777777777777778,0.7777777777777778,0.7777777777777778,[0.7777777777777778],1.7908145385742187,0.3418,0.3418,0.2396,1.9396966430664062,,,,,,,
0,9,0.05972024739849622,1.9228226725871747,0.3564703525641026,10.546194553375244,946.6921883026217,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2,1.4628407955169678,47.59913635253906,0.01,0.18510775248209638,6.903603136369952,0.7777777777777778,0.7777777777777778,0.7777777777777778,[0.7777777777777778],1.7956596557617188,0.349,0.349,0.2569,1.9392729248046876,,,,,,,
