seed,epoch,lr,train_loss,train_acc_batchwise,epoch_s,img_per_s,s_mean,s_min_block,s_max_block,s_blocks,phase,alpha_mean,alpha_min_group,alpha_max_group,alpha_groups,test_loss,test_acc,test_acc_at_s1,test_acc_at_a0,test_loss_at_a0,grad_norm_total,linear_gap_mean,neg_frac_mean,dead_frac_mean
0,21,0.08405533013319864,0.5453016800758166,0.8126602564102564,15.769400119781494,3165.6245399835607,1.0,1.0,1.0,[1.0],0,0.5555555555555556,0.5555555555555556,0.5555555555555556,[0.5555555555555556],0.6525431213378906,0.7779,0.7779,0.7862,0.6438201049804687,,,,
0,22,0.08224684642204957,0.5371057641811859,0.8139022435897436,15.778300762176514,3163.838790528535,1.0,1.0,1.0,[1.0],0,0.5555555555555556,0.5555555555555556,0.5555555555555556,[0.5555555555555556],0.6443433532714844,0.785,0.785,0.7799,0.655402978515625,,,,
0,23,0.08036304870691298,0.5250020076831182,0.8174479166666667,15.762653112411499,3166.9795461458857,1.0,1.0,1.0,[1.0],0,0.5555555555555556,0.5555555555555556,0.5555555555555556,[0.5555555555555556],0.5607415649414063,0.8061,0.8061,0.7795,0.6604674133300781,,,,
0,24,0.07840833668463902,0.5159977851769864,0.8191506410256411,15.762011289596558,3167.108504290238,1.0,1.0,1.0,[1.0],0,0.5555555555555556,0.5555555555555556,0.5555555555555556,[0.5555555555555556],0.5299087371826172,0.8196,0.8196,0.7981,0.60515595703125,,,,
0,25,0.07638727567572794,0.5131949284137823,0.8229366987179487,15.755786895751953,3168.3596846222476,1.0,1.0,1.0,[1.0],0,0.5555555555555556,0.5555555555555556,0.5555555555555556,[0.5555555555555556],0.5252935241699219,0.8224,0.8224,0.7989,0.5974558837890624,2.008683399143865,0.3561620096419456,0.5896286368370056,0.0
0,26,0.07430458596181262,0.4917899257861651,0.8300080128205128,15.793647766113281,3160.7644249929353,1.0,1.0,1.0,[1.0],0,0.4444444444444444,0.4444444444444444,0.4444444444444444,[0.4444444444444444],0.5543447479248047,0.8107,0.8107,0.7962,0.6153379699707031,,,,
0,27,0.07216513176122208,0.4811103764634866,0.8323717948717949,15.767285346984863,3166.049126493805,1.0,1.0,1.0,[1.0],0,0.4444444444444444,0.4444444444444444,0.4444444444444444,[0.4444444444444444],0.6084634155273437,0.7975,0.7975,0.7903,0.6267399780273437,,,,
0,28,0.06997390986837412,0.47054438239488844,0.8369791666666667,15.764437437057495,3166.6210861830664,1.0,1.0,1.0,[1.0],0,0.4444444444444444,0.4444444444444444,0.4444444444444444,[0.4444444444444444],0.5820304992675781,0.8069,0.8069,0.7993,0.602839794921875,,,,
0,29,0.06773603798353055,0.45746918931985514,0.841806891025641,15.74933385848999,3169.6578692494754,1.0,1.0,1.0,[1.0],0,0.4444444444444444,0.4444444444444444,0.4444444444444444,[0.4444444444444444],0.5690460388183594,0.8115,0.8115,0.7891,0.6457252014160156,,,,
0,30,0.06545674276017097,0.4547594520526055,0.8418269230769231,15.760171175003052,3167.4782872395,1.0,1.0,1.0,[1.0],0,0.4444444444444444,0.4444444444444444,0.4444444444444444,[0.4444444444444444],0.5302151275634766,0.8241,0.8241,0.7942,0.6203092224121094,2.5672316308996783,0.4523844621248566,0.6040457934141159,0.0
0,31,0.06314134759790146,0.43527168409946637,0.8494791666666667,15.75369119644165,3168.781168649264,1.0,1.0,1.0,[1.0],0,0.33333333333333337,0.33333333333333337,0.33333333333333337,[0.33333333333333337],0.5833576354980469,0.8056,0.8056,0.8142,0.5507666625976563,,,,
0,32,0.060795260209408175,0.42014513183862734,0.8535857371794872,15.760215759277344,3167.469326719991,1.0,1.0,1.0,[1.0],0,0.33333333333333337,0.33333333333333337,0.33333333333333337,[0.33333333333333337],0.5111996734619141,0.8289,0.8289,0.8124,0.5718260986328125,,,,
0,33,0.05842395999049367,0.40981004413885946,0.8571113782051282,15.75974726676941,3167.5634865833163,1.0,1.0,1.0,[1.0],0,0.33333333333333337,0.33333333333333337,0.33333333333333337,[0.33333333333333337],0.48630155639648437,0.8377,0.8377,0.8175,0.5498442565917969,,,,
0,34,0.056032985222694266,0.3959645319443483,0.8631009615384615,15.762502908706665,3167.00972485949,1.0,1.0,1.0,[1.0],0,0.33333333333333337,0.33333333333333337,0.33333333333333337,[0.33333333333333337],0.5681579833984375,0.8137,0.8137,0.8063,0.5977828674316407,,,,
0,35,0.05362792013836681,0.3850537958053442,0.8664663461538461,15.742965698242188,3170.940022156938,1.0,1.0,1.0,[1.0],0,0.33333333333333337,0.33333333333333337,0.33333333333333337,[0.33333333333333337],0.5206447723388672,0.8251,0.8251,0.7948,0.6386509033203125,2.321132663143942,0.5503355333298473,0.6172434389591217,0.0
0,36,0.05121438187845524,0.37399164323623363,0.8698517628205128,15.758851766586304,3167.7434840681744,1.0,1.0,1.0,[1.0],0,0.2222222222222222,0.2222222222222222,0.2222222222222222,[0.2222222222222222],0.4956633941650391,0.8324,0.8324,0.825,0.5241399810791015,,,,
0,37,0.04879800737339774,0.36168686762834207,0.8743790064102565,15.765730142593384,3166.3614401932423,1.0,1.0,1.0,[1.0],0,0.2222222222222222,0.2222222222222222,0.2222222222222222,[0.2222222222222222],0.49461728515625,0.8323,0.8323,0.8253,0.5264710968017579,,,,
0,38,0.04638444017781442,0.3463109945639586,0.8793870192307692,15.756353378295898,3168.2457737184245,1.0,1.0,1.0,[1.0],0,0.2222222222222222,0.2222222222222222,0.2222222222222222,[0.2222222222222222],0.536046826171875,0.8253,0.8253,0.8196,0.5431035278320312,,,,
0,39,0.043979317289724026,0.3352558307540722,0.8834735576923077,15.751899003982544,3169.141700780252,1.0,1.0,1.0,[1.0],0,0.2222222222222222,0.2222222222222222,0.2222222222222222,[0.2222222222222222],0.44980911865234374,0.8484,0.8484,0.8241,0.5282999328613281,,,,
0,40,0.04158825598507391,0.3179437395853874,0.8880809294871795,15.754953622817993,3168.5272578461017,1.0,1.0,1.0,[1.0],0,0.2222222222222222,0.2222222222222222,0.2222222222222222,[0.2222222222222222],0.46806839599609373,0.848,0.848,0.8344,0.49938998107910154,2.518078976522674,0.6489808598327143,0.6274181604385376,0.0
0,41,0.03921684069833172,0.30948088956184877,0.8925080128205128,15.780951499938965,3163.3073582535926,1.0,1.0,1.0,[1.0],0,0.2222222222222222,0.2222222222222222,0.2222222222222222,[0.2222222222222222],0.3975265899658203,0.8681,0.8681,0.8391,0.4906752014160156,,,,
0,42,0.03687060997978003,0.2911122868840511,0.8994391025641025,15.750026226043701,3169.5185318138715,1.0,1.0,1.0,[1.0],0,0.11111111111111116,0.11111111111111116,0.11111111111111116,[0.11111111111111116],0.46779248352050784,0.8469,0.8469,0.8577,0.4252244140625,,,,
0,43,0.03455504355997536,0.27689104047723306,0.9037660256410256,15.75353193283081,3168.813204102205,1.0,1.0,1.0,[1.0],0,0.11111111111111116,0.11111111111111116,0.11111111111111116,[0.11111111111111116],0.41144781799316404,0.8623,0.8623,0.8569,0.43932967224121094,,,,
0,44,0.032275549551583814,0.25804872787915745,0.9111378205128206,15.75025486946106,3169.4725205236095,1.0,1.0,1.0,[1.0],0,0.11111111111111116,0.11111111111111116,0.11111111111111116,[0.11111111111111116],0.4233694244384766,0.8589,0.8589,0.854,0.45178404846191406,,,,
0,45,0.030037451818483094,0.24384455980780798,0.9150841346153846,15.755635738372803,3168.3900814246417,1.0,1.0,1.0,[1.0],0,0.11111111111111116,0.11111111111111116,0.11111111111111116,[0.11111111111111116],0.4234982666015625,0.8616,0.8616,0.8543,0.4459183044433594,1.877001735772784,0.749975558780182,0.6407763808965683,0.0
0,46,0.0278459775416319,0.23263445452619821,0.919491185897436,15.758630752563477,3167.7879115150567,1.0,1.0,1.0,[1.0],0,0.11111111111111116,0.11111111111111116,0.11111111111111116,[0.11111111111111116],0.4381967102050781,0.8632,0.8632,0.8601,0.44519715270996096,,,,
0,47,0.025706245010746556,0.23228145686861795,0.9189703525641025,15.78880500793457,3161.73389784173,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.4367138427734375,0.8607,0.8607,0.8607,0.4367138427734375,,,,
0,48,0.023623251670298148,0.20555101711398516,0.928886217948718,15.784112215042114,3162.6739166506113,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.4147478942871094,0.8679,0.8679,0.8679,0.4147478942871094,,,,
0,49,0.021601862447749545,0.19321023390079156,0.9323717948717949,15.786224365234375,3162.250760222161,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.39788395385742187,0.8741,0.8741,0.8741,0.39788395385742187,,,,
0,50,0.019646798391291777,0.16983953339931293,0.940264423076923,15.771420955657959,3165.2189197379403,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.3919040008544922,0.8785,0.8785,0.8785,0.3919040008544922,2.0115690117582656,0.8329019364291774,0.6284296363592148,0.0
0,51,0.017762625643617285,0.15723333365451067,0.9450120192307693,15.78861379623413,3161.7721887596504,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.4027323760986328,0.8734,0.8734,0.8734,0.4027323760986328,,,,
0,52,0.015953744777482032,0.13096903171867896,0.9545072115384615,15.777141332626343,3164.0712945106175,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.3885007659912109,0.8818,0.8818,0.8818,0.3885007659912109,,,,
0,53,0.014224380517964031,0.12074466843444567,0.9581330128205128,15.78708553314209,3162.0782629702053,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.33725966491699216,0.8946,0.8946,0.8946,0.33725966491699216,,,,
0,54,0.01257857187542203,0.09980433393174257,0.9661258012820513,15.766706466674805,3166.165369128491,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.34103670349121096,0.8978,0.8978,0.8978,0.34103670349121096,,,,
0,55,0.011020162712199862,0.08347642752222525,0.9707532051282052,15.772961854934692,3164.9097017490185,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.34586376953125,0.8966,0.8966,0.8966,0.34586376953125,1.8608013808943764,0.8412444489182146,0.6412441730499268,0.0
0,56,0.00955279276510761,0.07041927455231929,0.9770432692307692,15.77825140953064,3163.8486866704698,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.347880859375,0.8961,0.8961,0.8961,0.347880859375,,,,
0,57,0.008179889144647845,0.06045953936349505,0.9794471153846154,15.784847736358643,3162.526546582697,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.330997216796875,0.8998,0.8998,0.8998,0.330997216796875,,,,
0,58,0.00690465833084008,0.04792698259728077,0.9850961538461539,15.76904559135437,3165.6957113098483,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.31926321411132813,0.9057,0.9057,0.9057,0.31926321411132813,,,,
0,59,0.005730078684338242,0.03895348811713167,0.9877804487179487,15.78413438796997,3162.6694738513506,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.3245733215332031,0.9076,0.9076,0.9076,0.3245733215332031,,,,
0,60,0.004658893490331289,0.030436644706731804,0.991045673076923,15.773993492126465,3164.7027130394977,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.3238124420166016,0.9081,0.9081,0.9081,0.3238124420166016,0.5024921028605049,0.8458395294894477,0.6483315527439117,0.0
0,61,0.003693604551473573,0.025165455284504555,0.9924679487179487,15.795738458633423,3160.346072501308,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.31455636596679687,0.9124,0.9124,0.9124,0.31455636596679687,,,,
0,62,0.0028364663448087746,0.020959600050432178,0.9947516025641026,15.777973651885986,3163.9043835031957,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.31663156127929687,0.9105,0.9105,0.9105,0.31663156127929687,,,,
0,63,0.002089480756334372,0.018168157708938593,0.9954927884615384,15.78272271156311,3162.952356973644,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.30964699401855467,0.9135,0.9135,0.9135,0.30964699401855467,,,,
0,64,0.0014543924055040681,0.01634024708257176,0.9960536858974359,15.775066375732422,3164.4874773265265,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.30781461181640624,0.9149,0.9149,0.9149,0.30781461181640624,,,,
0,65,0.0009326845705882825,0.014474100057775966,0.9967147435897435,15.792725086212158,3160.9490906406436,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.3041594818115234,0.9146,0.9146,0.9146,0.3041594818115234,0.2831951461720396,0.846451602303021,0.650274857878685,0.0
0,66,0.0005255757244089554,0.014595427174861423,0.9965745192307692,15.7847740650177,3162.5413068555076,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.30452129821777346,0.9149,0.9149,0.9149,0.30452129821777346,,,,
0,67,0.0002340166885398898,0.013221351269226616,0.9970552884615385,15.760545015335083,3167.403154613474,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.30466817321777345,0.9154,0.9154,0.9154,0.30466817321777345,,,,
0,68,5.868841261882918e-05,0.013066976377143501,0.9969951923076923,15.770372152328491,3165.4294215643686,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.30560711669921875,0.9139,0.9139,0.9139,0.30560711669921875,,,,
0,69,3.839580930975473e-10,0.01262635730075626,0.9973557692307692,15.79562258720398,3160.3692557481177,1.0,1.0,1.0,[1.0],0,0.0,0.0,0.0,[0.0],0.3048545013427734,0.9145,0.9145,0.9145,0.3048545013427734,0.23196395368619546,0.8468059367244638,0.6506104916334152,0.0
