seed,epoch,lr,train_loss,train_acc_batchwise,epoch_s,img_per_s,s_mean,s_min_block,s_max_block,s_blocks,phase,alpha_mean,alpha_min_group,alpha_max_group,alpha_groups,test_loss,test_acc,test_acc_at_s1,test_acc_at_a0,ratio_mean,ratio_last_block,grad_norm_mean,grad_norm_total,linear_gap_mean,neg_frac_mean,dead_frac_mean
0,10,0.09292834081649584,0.8055504062236883,0.7174278846153846,54.90625262260437,909.1860692646947,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.45012820512820517,0.45012820512820517,0.45012820512820517,[0.45012820512820517],0.8269586486816406,0.7177,0.7177,0.6466,0.8598858387321099,0.8061744716211502,1.8283312082812064,6.804993747727075,0.37101473756278686,0.522501033895156,0.0009191176470588235
0,11,0.09045761268334501,0.7374446788659462,0.7427083333333333,55.11428380012512,905.7543082849,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.4001282051282051,0.4001282051282051,0.4001282051282051,[0.4001282051282051],0.8156460021972656,0.7216,0.7216,0.665,,,,,,,
0,12,0.08766114364155891,0.6762499714509035,0.7650240384615384,55.342960596084595,902.0117366748128,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.3501282051282051,0.3501282051282051,0.3501282051282051,[0.3501282051282051],0.7298546142578125,0.744,0.744,0.7264,,,,,,,
0,13,0.08456144921556483,0.6221025786338709,0.7846754807692308,55.352105379104614,901.862714310498,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.30012820512820515,0.30012820512820515,0.30012820512820515,[0.30012820512820515],0.6474921325683594,0.774,0.774,0.7481,,,,,,,
0,14,0.08118348632229007,0.5797138878168204,0.7974759615384616,55.24565076828003,903.600542409796,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.2501282051282051,0.2501282051282051,0.2501282051282051,[0.2501282051282051],0.732013134765625,0.7481,0.7481,0.7442,,,,,,,
0,15,0.07755445233274126,0.5362887209806687,0.8151041666666666,55.01898694038391,907.3231401750646,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.20012820512820517,0.20012820512820517,0.20012820512820517,[0.20012820512820517],0.61302890625,0.7936,0.7936,0.7914,1.050527835295886,1.1574893623442595,1.3456761081203819,4.557411210291721,0.5609112235633807,0.5571620113709393,0.0055147058823529415
0,16,0.07370356609476482,0.5081372445974595,0.8242387820512821,54.96825194358826,908.1605878831825,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.15012820512820513,0.15012820512820513,0.15012820512820513,[0.15012820512820513],0.6362761413574218,0.781,0.781,0.8156,,,,,,,
0,17,0.0696618326800645,0.46907065495466577,0.8371394230769231,55.0697762966156,906.4863407311119,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.10012820512820508,0.10012820512820508,0.10012820512820508,[0.10012820512820508],0.49594360961914064,0.8297,0.8297,0.8214,,,,,,,
0,18,0.06546179374959467,0.43660761966155126,0.8501001602564102,55.27931594848633,903.0502484241924,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.05012820512820515,0.05012820512820515,0.05012820512820515,[0.05012820512820515],0.4721567565917969,0.8412,0.8412,0.8379,,,,,,,
0,19,0.06113726554724062,0.4054366241280849,0.8611979166666667,55.36758828163147,901.6105188847689,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.00012820512820510555,0.00012820512820510555,0.00012820512820510555,[0.00012820512820510555],0.4623733978271484,0.8437,0.8437,0.8506,,,,,,,
0,20,0.0567230666313063,0.37825596298162756,0.8700320512820513,54.142359256744385,922.0137556857866,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.4462887451171875,0.8503,0.8503,0.8503,1.1330105353340143,1.2119945809746597,0.8599807992865691,2.7042567914428743,0.6988061415787136,0.5561828332788804,0.008272058823529412
0,21,0.052254737535955845,0.3529351715476085,0.8784655448717948,53.88119411468506,926.4828075960281,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.41407364807128905,0.8645,0.8645,0.8645,,,,,,,
0,22,0.04776825461973008,0.33075589743944317,0.8853565705128205,53.79122352600098,928.0324322028156,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.4079781066894531,0.8644,0.8644,0.8644,,,,,,,
0,23,0.04329974040506121,0.3026974386893786,0.893729967948718,53.99519085884094,924.5267811073273,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.39202301940917966,0.8649,0.8649,0.8649,,,,,,,
0,24,0.03888517274096194,0.2815307161746881,0.9011017628205128,54.252721309661865,920.1381754671493,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.4042891693115234,0.87,0.87,0.87,,,,,,,
0,25,0.03456009513053986,0.25658397877063505,0.9123397435897436,54.198625564575195,921.05656702535,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.32876365661621093,0.8934,0.8934,0.8934,1.2268508388306023,1.4152102811107403,0.49626686417873545,1.520899237241877,0.7218288346075817,0.5710386388442096,0.009650735294117647
0,26,0.03035933055560962,0.2333674115821337,0.9197716346153846,53.84344506263733,927.1323545870237,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.3532755676269531,0.887,0.887,0.887,,,,,,,
0,27,0.026316701102518998,0.21224319501182973,0.9256610576923077,53.80566477775574,927.783351552193,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.36149644165039063,0.8822,0.8822,0.8822,,,,,,,
0,28,0.022464755646596658,0.18691745276252428,0.9353565705128205,54.07210111618042,923.2117666879797,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.34602292785644534,0.8857,0.8857,0.8857,,,,,,,
0,29,0.018834507787746448,0.16347111512262089,0.9440705128205128,54.110939502716064,922.5491270114484,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.3209586669921875,0.8978,0.8978,0.8978,,,,,,,
0,30,0.01545518614717662,0.13721385179803922,0.9527043269230769,54.23598599433899,920.4220977048434,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.2978380645751953,0.9051,0.9051,0.9051,1.327366424285248,1.5789870998710305,0.7765021661993923,2.3686302040351026,0.7402459705911161,0.5801141963285559,0.010569852941176471
0,31,0.012353999035728109,0.11352487330635389,0.9614783653846154,54.21339654922485,920.8056159084864,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.26314880065917967,0.918,0.918,0.918,,,,,,,
0,32,0.009555915388553816,0.09259354615918337,0.9689302884615385,54.21709847450256,920.7427436102391,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.2550202407836914,0.9204,0.9204,0.9204,,,,,,,
0,33,0.007083463729934242,0.07143018950875371,0.9756610576923077,54.14858102798462,921.9078146147682,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.25284910583496095,0.9263,0.9263,0.9263,,,,,,,
0,34,0.004956550786846559,0.05213656343567448,0.9831730769230769,53.86305332183838,926.7948421290165,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.24549221954345704,0.9268,0.9268,0.9268,,,,,,,
0,35,0.003192301211703952,0.041446713193391375,0.9866586538461538,53.67583107948303,930.0275188301899,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.24377362060546875,0.9292,0.9292,0.9292,1.3851822704171133,1.6580594048653845,0.1374773363576392,0.42737191662479324,0.7463318012550062,0.5818842088474947,0.011029411764705883
0,36,0.0018049197047235177,0.03294763023941181,0.9901842948717948,53.82718324661255,927.4124520186846,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.24047286529541015,0.9315,0.9315,0.9315,,,,,,,
0,37,0.0008055766460323467,0.027319626696407796,0.9928285256410256,54.07004427909851,923.2468858786793,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.24163750457763672,0.932,0.932,0.932,,,,,,,
0,38,0.00020231815833481883,0.025243707315829127,0.9930088141025641,54.21257257461548,920.8196111942964,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.23890752868652343,0.9306,0.9306,0.9306,,,,,,,
0,39,1.324263620983146e-09,0.023432385274328484,0.9939703525641026,54.11443734169006,922.4894954519162,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],0.2367974868774414,0.932,0.932,0.932,1.3934883985540192,1.6495139590875254,0.25654589571250347,0.7900198342330874,0.7479344309408044,0.582711514304666,0.010569852941176471
