seed,epoch,lr,train_loss,train_acc_batchwise,epoch_s,img_per_s,s_mean,s_min_block,s_max_block,s_blocks,phase,alpha_mean,alpha_min_group,alpha_max_group,alpha_groups,test_loss,test_acc,test_acc_at_s1,test_acc_at_a0,test_loss_at_a0
1,0,0.011098212284078035,2.2108544188161052,0.2452116935483871,0.2804381847381592,14149.2857105207,1.0,1.0,1.0,[1.0],0,1.0,1.0,1.0,[1.0],1.8468256225585937,0.3337,0.3337,0.2752,1.89081904296875
1,1,0.031357176110984576,1.8264804770869594,0.3346774193548387,0.18341493606567383,21634.006941393323,1.0,1.0,1.0,[1.0],1,0.75,0.75,0.75,[0.75],1.6646617553710938,0.3746,0.3746,0.3337,1.724374365234375
1,2,0.05635089098734394,1.6892132451457362,0.3755040322580645,0.1835482120513916,21618.298296956447,1.0,1.0,1.0,[1.0],2,0.5,0.5,0.5,[0.5],1.6987224975585937,0.3779,0.3779,0.3781,1.6523637573242187
1,3,0.07973165881521434,1.5861360565308602,0.4075100806451613,0.18252301216125488,21739.724503857975,1.0,1.0,1.0,[1.0],3,0.25,0.25,0.25,[0.25],1.7245504516601562,0.3609,0.3609,0.3886,1.630326220703125
1,4,0.0955614245194068,1.5161218604733866,0.4412802419354839,0.1917860507965088,20689.72161176715,1.0,1.0,1.0,[1.0],4,0.0,0.0,0.0,[0.0],2.4873551025390626,0.2274,0.2274,0.2274,2.4873551025390626
1,5,0.00018012557287367393,1.4651658842640538,0.45942540322580644,0.1832592487335205,21652.386045573705,1.0,1.0,1.0,[1.0],4,0.0,0.0,0.0,[0.0],1.3816749633789063,0.4932,0.4932,0.4932,1.3816749633789063
