level,n_seeds,transformed_train_probe.ce_mean,transformed_train_probe.ce_std,transformed_train_probe.accuracy_mean,transformed_train_probe.accuracy_std,transformed_val.ce_mean,transformed_val.ce_std,transformed_val.accuracy_mean,transformed_val.accuracy_std,target_train_probe.ce_mean,target_train_probe.ce_std,target_train_probe.accuracy_mean,target_train_probe.accuracy_std,target_val.ce_mean,target_val.ce_std,target_val.accuracy_mean,target_val.accuracy_std,reconstruction_mse_mean,retained_tv_ratio_mean,n_zero_tv_images
0.0,3,0.003373192604382833,0.0006083243004592673,0.9999333333333333,0.00011547005383791244,0.6755296356201171,0.022331411400094526,0.8410666666666667,0.005981081284628511,0.003373192604382833,0.0006083243004592673,0.9999333333333333,0.00011547005383791244,0.6755296356201171,0.022331411400094526,0.8410666666666667,0.005981081284628511,0.0,1.0,0
0.5,3,0.0031084991057713823,0.0002653030760828117,1.0,0.0,0.6932831746419271,0.01597431551613258,0.8355333333333334,0.0037753587026047226,0.02187872664133708,0.0033602950953832956,0.9955333333333334,0.001628905563049402,0.7469156046549479,0.00401160097358974,0.8254666666666667,0.0005773502691896263,0.00040443315268251794,0.8200099403158814,0
1.0,3,0.004422148919105529,0.00016871319684371868,1.0,0.0,0.8257850179036459,0.02940351225069089,0.8063333333333333,0.0036295086903509843,0.7528649007161459,0.13202564065142153,0.8043999999999999,0.02217385848245628,1.3332804158528646,0.16484594657604237,0.7132666666666667,0.023759068444140087,0.003454299742405704,0.5568272698507948,0
2.0,3,0.011507785606384277,0.00018494468472242796,0.9998666666666667,0.00011547005383791244,1.0629429423014323,0.016613312774366798,0.743,0.0008717797887081406,2.138439615885417,0.23189187036539488,0.5137999999999999,0.0338283904435313,2.365861824544271,0.18289062307296738,0.4832,0.029622288905484673,0.009511389680724364,0.3504821474505766,0
3.0,3,0.06334218508402507,0.004479839594961831,0.9937999999999999,0.0013114877048603657,1.272504715983073,0.028632356095225367,0.6740666666666666,0.0033005050118630743,2.520816267903646,0.07650502522780592,0.40493333333333337,0.013212620229664252,2.6393135416666667,0.10583779503236278,0.38853333333333334,0.018600358419485725,0.014449964935966264,0.25480049252535353,0
