method,seed,probe,policy,amplitude,mean_dHd,C_mean_finite,ratio_C_over_dHd
gaussian_postrelu,4,train_probe,centre_frozen,0.25,104.29104085517886,136.86394404296874,1.3123269546520435
gaussian_postrelu,4,train_probe,centre_frozen,0.35,104.29104085517886,124.23605797592477,1.191243820727056
gaussian_postrelu,4,train_probe,centre_frozen,0.5,104.29104085517886,123.76012602539063,1.1866803227829228
gaussian_postrelu,4,test_probe,saved,0.005,124.23051772755066,108.86651611327913,0.8763266716156956
gaussian_postrelu,4,test_probe,saved,0.01,124.23051772755066,103.55598449706982,0.8335792717549317
gaussian_postrelu,4,test_probe,saved,0.02,124.23051772755066,103.47731781005845,0.8329460401750401
gaussian_postrelu,4,test_probe,saved,0.025,124.23051772755066,105.96427490234369,0.8529649303622272
gaussian_postrelu,4,test_probe,saved,0.05,124.23051772755066,118.4946118164062,0.9538285276752703
gaussian_postrelu,4,test_probe,saved,0.1,124.23051772755066,132.52647506713862,1.066778739164412
gaussian_postrelu,4,test_probe,saved,0.2,124.23051772755066,133.5456693267822,1.0749827962534981
gaussian_postrelu,4,test_probe,saved,0.25,124.23051772755066,128.75610849609376,1.0364289777691191
gaussian_postrelu,4,test_probe,saved,0.35,124.23051772755066,119.31259107940052,0.9604128942057891
gaussian_postrelu,4,test_probe,saved,0.5,124.23051772755066,120.64166616210937,0.9711113530629246
gaussian_postrelu,4,test_probe,centre_frozen,0.005,123.39933488252879,113.78430175781418,0.9220819696162241
gaussian_postrelu,4,test_probe,centre_frozen,0.01,123.39933488252879,108.21437072753979,0.8769445218692266
gaussian_postrelu,4,test_probe,centre_frozen,0.02,123.39933488252879,105.59605789184582,0.8557263132120527
gaussian_postrelu,4,test_probe,centre_frozen,0.025,123.39933488252879,107.3859350585938,0.8702310685938535
gaussian_postrelu,4,test_probe,centre_frozen,0.05,123.39933488252879,119.45934875488278,0.9680712531279304
gaussian_postrelu,4,test_probe,centre_frozen,0.1,123.39933488252879,133.21288436889648,1.079526761596485
gaussian_postrelu,4,test_probe,centre_frozen,0.2,123.39933488252879,133.93418960571287,1.0853720543405914
gaussian_postrelu,4,test_probe,centre_frozen,0.25,123.39933488252879,129.01728857421875,1.0455266124168177
gaussian_postrelu,4,test_probe,centre_frozen,0.35,123.39933488252879,119.44539799904337,0.967958199391841
gaussian_postrelu,4,test_probe,centre_frozen,0.5,123.39933488252879,121.22960258789062,0.9824169854991223
resolution_max_b1_gaussian_conv,0,train_probe,saved,0.005,57.157812123991036,66.45190429687298,1.1626040575647034
resolution_max_b1_gaussian_conv,0,train_probe,saved,0.01,57.157812123991036,65.25179290771442,1.141607603282038
resolution_max_b1_gaussian_conv,0,train_probe,saved,0.02,57.157812123991036,64.26463508605946,1.1243368613664178
resolution_max_b1_gaussian_conv,0,train_probe,saved,0.025,57.157812123991036,64.08775146484365,1.1212422079036137
resolution_max_b1_gaussian_conv,0,train_probe,saved,0.05,57.157812123991036,64.37917480468747,1.1263407819919926
resolution_max_b1_gaussian_conv,0,train_probe,saved,0.1,57.157812123991036,69.71387886047361,1.2196736766138812
resolution_max_b1_gaussian_conv,0,train_probe,saved,0.2,57.157812123991036,89.09824542999266,1.558811335127979
resolution_max_b1_gaussian_conv,0,train_probe,saved,0.25,57.157812123991036,96.5779016113281,1.6896710707160034
resolution_max_b1_gaussian_conv,0,train_probe,saved,0.35,57.157812123991036,105.51259601203768,1.8459873128655064
resolution_max_b1_gaussian_conv,0,train_probe,saved,0.5,57.157812123991036,120.3598342285156,2.1057459996443173
resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,0.005,57.03817356956512,65.82476806640658,1.1540476131502548
resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,0.01,57.03817356956512,65.45686340332028,1.1475974651167176
resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,0.02,57.03817356956512,64.56382369995119,1.131940587494577
resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,0.025,57.03817356956512,64.16101074218747,1.124878423113166
resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,0.05,57.03817356956512,64.18907501220701,1.125370449211886
resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,0.1,57.03817356956512,69.48296142578126,1.218183491465381
resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,0.2,57.03817356956512,88.69857776641844,1.5550739481207185
resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,0.25,57.03817356956512,96.24669765624999,1.6874084780934513
resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,0.35,57.03817356956512,105.53460434271365,1.8502451557990567
resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,0.5,57.03817356956512,121.00793603515626,2.121525435725464
resolution_max_b1_gaussian_conv,0,test_probe,saved,0.005,63.98918568446351,56.61752319335633,0.8847983075225004
resolution_max_b1_gaussian_conv,0,test_probe,saved,0.01,63.98918568446351,56.14724731445308,0.8774490050759556
resolution_max_b1_gaussian_conv,0,test_probe,saved,0.02,63.98918568446351,56.21711349487301,0.8785408486378419
resolution_max_b1_gaussian_conv,0,test_probe,saved,0.025,63.98918568446351,56.09704223632796,0.8766644181557111
resolution_max_b1_gaussian_conv,0,test_probe,saved,0.05,63.98918568446351,57.77947265624997,0.9029568361936313
resolution_max_b1_gaussian_conv,0,test_probe,saved,0.1,63.98918568446351,65.69013702392576,1.026581856313187
resolution_max_b1_gaussian_conv,0,test_probe,saved,0.2,63.98918568446351,85.63724044799802,1.3383080208315674
resolution_max_b1_gaussian_conv,0,test_probe,saved,0.25,63.98918568446351,93.39741591796874,1.4595812545344755
resolution_max_b1_gaussian_conv,0,test_probe,saved,0.35,63.98918568446351,102.94586674904338,1.6088010129817687
resolution_max_b1_gaussian_conv,0,test_probe,saved,0.5,63.98918568446351,118.47607568359373,1.8515015375849606
resolution_max_b1_gaussian_conv,0,test_probe,centre_frozen,0.005,64.3809999094041,54.67553710937833,0.8492495796324516
resolution_max_b1_gaussian_conv,0,test_probe,centre_frozen,0.01,64.3809999094041,55.36526489257919,0.8599627991253367
resolution_max_b1_gaussian_conv,0,test_probe,centre_frozen,0.02,64.3809999094041,55.76508140563978,0.8661729622732096
resolution_max_b1_gaussian_conv,0,test_probe,centre_frozen,0.025,64.3809999094041,55.67181762695327,0.8647243395612643
resolution_max_b1_gaussian_conv,0,test_probe,centre_frozen,0.05,64.3809999094041,57.37563751220707,0.8911889780050813
resolution_max_b1_gaussian_conv,0,test_probe,centre_frozen,0.1,64.3809999094041,65.53889068603516,1.017984976596518
resolution_max_b1_gaussian_conv,0,test_probe,centre_frozen,0.2,64.3809999094041,85.519605178833,1.3283360820610866
resolution_max_b1_gaussian_conv,0,test_probe,centre_frozen,0.25,64.3809999094041,93.28907758789063,1.4490156679636153
resolution_max_b1_gaussian_conv,0,test_probe,centre_frozen,0.35,64.3809999094041,103.07671107700894,1.601042407263895
resolution_max_b1_gaussian_conv,0,test_probe,centre_frozen,0.5,64.3809999094041,119.17084560546877,1.8510250815172808
resolution_max_b1_gaussian_conv,1,train_probe,saved,0.005,70.58008179674582,82.6172485351566,1.170546228227321
resolution_max_b1_gaussian_conv,1,train_probe,saved,0.01,70.58008179674582,80.87417602539065,1.1458498483791706
resolution_max_b1_gaussian_conv,1,train_probe,saved,0.02,70.58008179674582,81.53001213073733,1.1551419331805928
resolution_max_b1_gaussian_conv,1,train_probe,saved,0.025,70.58008179674582,81.87560302734376,1.1600383697928605
resolution_max_b1_gaussian_conv,1,train_probe,saved,0.05,70.58008179674582,84.01324584960936,1.190325141469061
resolution_max_b1_gaussian_conv,1,train_probe,saved,0.1,70.58008179674582,93.0824653625488,1.318820593472881
resolution_max_b1_gaussian_conv,1,train_probe,saved,0.2,70.58008179674582,116.53907066345214,1.651160889825227
resolution_max_b1_gaussian_conv,1,train_probe,saved,0.25,70.58008179674582,121.84243325195314,1.7263005390505348
resolution_max_b1_gaussian_conv,1,train_probe,saved,0.35,70.58008179674582,121.72181810028704,1.7245916270091257
resolution_max_b1_gaussian_conv,1,train_probe,saved,0.5,70.58008179674582,131.1536126220703,1.85822415167727
resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,0.005,68.83369602363285,72.40048217773509,1.0518174434927574
resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,0.01,68.83369602363285,76.87591552734395,1.1168355030790433
resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,0.02,68.83369602363285,79.84551239013675,1.1599771188041854
resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,0.025,68.83369602363285,80.40871704101565,1.1681592255834805
resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,0.05,68.83369602363285,82.85317108154297,1.2036716879636504
resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,0.1,68.83369602363285,91.65007553100585,1.331471079215903
resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,0.2,68.83369602363285,114.55164009094237,1.6641797071540814
resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,0.25,68.83369602363285,119.67297421874999,1.7385812637122138
resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,0.35,68.83369602363285,119.55589370416135,1.736880345101822
resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,0.5,68.83369602363285,128.62528630371096,1.8686383811142395
resolution_max_b1_gaussian_conv,1,test_probe,saved,0.005,82.8662025265671,66.25006103515484,0.7994822860853907
resolution_max_b1_gaussian_conv,1,test_probe,saved,0.01,82.8662025265671,66.38035583496028,0.8010546376090855
resolution_max_b1_gaussian_conv,1,test_probe,saved,0.02,82.8662025265671,67.91443252563455,0.8195673320961103
resolution_max_b1_gaussian_conv,1,test_probe,saved,0.025,82.8662025265671,68.65836669921859,0.8285448663730737
resolution_max_b1_gaussian_conv,1,test_probe,saved,0.05,82.8662025265671,72.09845886230464,0.8700586809102264
resolution_max_b1_gaussian_conv,1,test_probe,saved,0.1,82.8662025265671,82.61681854248044,0.9969905223543133
resolution_max_b1_gaussian_conv,1,test_probe,saved,0.2,82.8662025265671,108.84613601684569,1.3135166412621524
resolution_max_b1_gaussian_conv,1,test_probe,saved,0.25,82.8662025265671,115.66257109375002,1.3957749669615707
resolution_max_b1_gaussian_conv,1,test_probe,saved,0.35,82.8662025265671,117.80716363400833,1.4216551506175161
resolution_max_b1_gaussian_conv,1,test_probe,saved,0.5,82.8662025265671,128.76307368164063,1.5538671950166765
resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,0.005,81.26891388330077,65.0991210937466,0.8010334823377435
resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,0.01,81.26891388330077,65.78388977050707,0.8094594430654058
resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,0.02,81.26891388330077,66.8320693969724,0.8223571129908398
resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,0.025,81.26891388330077,67.62635253906237,0.8321306303683518
resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,0.05,81.26891388330077,71.27285705566399,0.8770002409286439
resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,0.1,81.26891388330077,81.52084503173825,1.0030999694274152
resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,0.2,81.26891388330077,106.95612533569333,1.3160767164832359
resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,0.25,81.26891388330077,113.60095810546872,1.3978402402251322
resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,0.35,81.26891388330077,115.68316540776466,1.4234614427588084
resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,0.5,81.26891388330077,126.27842036132813,1.5538342316554075
resolution_max_b1_gaussian_conv,2,train_probe,saved,0.005,68.30762538190706,69.35595703124852,1.015347212605917
resolution_max_b1_gaussian_conv,2,train_probe,saved,0.01,68.30762538190706,72.22212982177689,1.0573069905150982
resolution_max_b1_gaussian_conv,2,train_probe,saved,0.02,68.30762538190706,74.15392684936515,1.0855878305646185
resolution_max_b1_gaussian_conv,2,train_probe,saved,0.025,68.30762538190706,74.59827880859366,1.0920929894944473
resolution_max_b1_gaussian_conv,2,train_probe,saved,0.05,68.30762538190706,76.79530059814451,1.1242566282868562
resolution_max_b1_gaussian_conv,2,train_probe,saved,0.1,68.30762538190706,86.36215011596678,1.2643119949363941
resolution_max_b1_gaussian_conv,2,train_probe,saved,0.2,68.30762538190706,113.56029762268065,1.6624834634166608
resolution_max_b1_gaussian_conv,2,train_probe,saved,0.25,68.30762538190706,122.99092114257815,1.8005445285930741
resolution_max_b1_gaussian_conv,2,train_probe,saved,0.35,68.30762538190706,131.97222486846303,1.932027707457374
resolution_max_b1_gaussian_conv,2,train_probe,saved,0.5,68.30762538190706,143.4301973144531,2.0997684594148414
resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,0.005,68.23469808764722,70.58377075195433,1.0344263656195818
resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,0.01,68.23469808764722,72.78706359863313,1.06671628421567
resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,0.02,68.23469808764722,75.21675300598153,1.1023241124239442
resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,0.025,68.23469808764722,75.84650512695318,1.1115533189511386
resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,0.05,68.23469808764722,78.02477294921874,1.1434764882962656
resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,0.1,68.23469808764722,87.6118876647949,1.283978534678321
resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,0.2,68.23469808764722,114.64379516601562,1.6801392602156178
resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,0.25,68.23469808764722,123.72853110351562,1.813278794676966
resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,0.35,68.23469808764722,132.09031862842795,1.9358233029588323
resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,0.5,68.23469808764722,143.1150307373047,2.097393771032356
resolution_max_b1_gaussian_conv,2,test_probe,saved,0.005,77.43490418201932,68.5359191894519,0.8850778587954423
resolution_max_b1_gaussian_conv,2,test_probe,saved,0.01,77.43490418201932,62.096809387206406,0.8019227251994911
resolution_max_b1_gaussian_conv,2,test_probe,saved,0.02,77.43490418201932,61.338001251220575,0.7921234215908475
resolution_max_b1_gaussian_conv,2,test_probe,saved,0.025,77.43490418201932,61.949616699218666,0.8000218680919295
resolution_max_b1_gaussian_conv,2,test_probe,saved,0.05,77.43490418201932,65.51822265624997,0.8461071056824986
resolution_max_b1_gaussian_conv,2,test_probe,saved,0.1,77.43490418201932,76.21234008789061,0.9842117181257829
resolution_max_b1_gaussian_conv,2,test_probe,saved,0.2,77.43490418201932,105.84231010437009,1.3668553118575055
resolution_max_b1_gaussian_conv,2,test_probe,saved,0.25,77.43490418201932,116.85089140625,1.5090209336551774
resolution_max_b1_gaussian_conv,2,test_probe,saved,0.35,77.43490418201932,127.47302609813457,1.6461959557474894
resolution_max_b1_gaussian_conv,2,test_probe,saved,0.5,77.43490418201932,140.05914423828125,1.8087340033256412
resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,0.005,77.17669528915538,64.52859497070129,0.8361150309550589
resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,0.01,77.17669528915538,61.31112670898342,0.7944253958953678
resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,0.02,77.17669528915538,61.82772445678694,0.8011190972240914
resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,0.025,77.17669528915538,62.48218627929674,0.8095991418808074
resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,0.05,77.17669528915538,66.20857971191403,0.8578830625469583
resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,0.1,77.17669528915538,77.25547424316403,1.001020760913816
resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,0.2,77.17669528915538,106.9348035430908,1.385584121507687
resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,0.25,77.17669528915538,117.61692871093749,1.5239954013354164
resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,0.35,77.17669528915538,127.63460897640307,1.6537972829517862
resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,0.5,77.17669528915538,139.75116196289065,1.8107948447298707
resolution_max_b1_gaussian_conv,3,train_probe,saved,0.005,71.3213497786417,91.60519409179878,1.284400735209184
resolution_max_b1_gaussian_conv,3,train_probe,saved,0.01,71.3213497786417,88.40881347656276,1.2395841322542966
resolution_max_b1_gaussian_conv,3,train_probe,saved,0.02,71.3213497786417,85.4974517822266,1.1987637929958268
resolution_max_b1_gaussian_conv,3,train_probe,saved,0.025,71.3213497786417,84.80849121093758,1.1891038444190354
resolution_max_b1_gaussian_conv,3,train_probe,saved,0.05,71.3213497786417,84.95037139892577,1.191093153208459
resolution_max_b1_gaussian_conv,3,train_probe,saved,0.1,71.3213497786417,91.9411326599121,1.2891109456742966
resolution_max_b1_gaussian_conv,3,train_probe,saved,0.2,71.3213497786417,110.7662735748291,1.553059131923493
resolution_max_b1_gaussian_conv,3,train_probe,saved,0.25,71.3213497786417,114.25049453125,1.6019115578413254
resolution_max_b1_gaussian_conv,3,train_probe,saved,0.35,71.3213497786417,115.90534473652744,1.6251142904089726
resolution_max_b1_gaussian_conv,3,train_probe,saved,0.5,71.3213497786417,124.00009631347658,1.7386111830234927
resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,0.005,70.77551375448002,91.48620605468659,1.292625107209421
resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,0.01,70.77551375448002,88.20616912841805,1.2462808738401379
resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,0.02,70.77551375448002,85.58850097656247,1.2092953683595806
resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,0.025,70.77551375448002,84.86349121093747,1.1990515746071246
resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,0.05,70.77551375448002,84.27707946777342,1.1907660573136958
resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,0.1,70.77551375448002,90.80903549194332,1.2830572421834974
resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,0.2,70.77551375448002,109.00622138977049,1.5401685640589293
resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,0.25,70.77551375448002,112.34818208007815,1.5873877294598462
resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,0.35,70.77551375448002,113.87805016342475,1.609003511560047
resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,0.5,70.77551375448002,121.56554084472654,1.717621454030513
resolution_max_b1_gaussian_conv,3,test_probe,saved,0.005,80.982946316537,59.40362548828305,0.7335325298747821
resolution_max_b1_gaussian_conv,3,test_probe,saved,0.01,80.982946316537,61.04383087158237,0.753786243253995
resolution_max_b1_gaussian_conv,3,test_probe,saved,0.02,80.982946316537,62.99620246887223,0.7778946720787335
resolution_max_b1_gaussian_conv,3,test_probe,saved,0.025,80.982946316537,63.781647949218815,0.7875935718603805
resolution_max_b1_gaussian_conv,3,test_probe,saved,0.05,80.982946316537,69.20779022216797,0.8545970895113691
resolution_max_b1_gaussian_conv,3,test_probe,saved,0.1,80.982946316537,83.35893585205076,1.029339381234992
resolution_max_b1_gaussian_conv,3,test_probe,saved,0.2,80.982946316537,105.00208503723142,1.2965950217075473
resolution_max_b1_gaussian_conv,3,test_probe,saved,0.25,80.982946316537,109.05698237304686,1.3466660245575315
resolution_max_b1_gaussian_conv,3,test_probe,saved,0.35,80.982946316537,112.24299067283164,1.386007743335355
resolution_max_b1_gaussian_conv,3,test_probe,saved,0.5,80.982946316537,121.67743989257812,1.5025069527228496
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,0.005,79.61458187735434,64.4517517089871,0.8095470727746148
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,0.01,79.61458187735434,61.37316894531286,0.7708784935887469
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,0.02,79.61458187735434,61.07547760009783,0.7671393375422625
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,0.025,79.61458187735434,61.681597900390706,0.7747525195247617
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,0.05,79.61458187735434,67.34952941894532,0.8459446477116059
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,0.1,79.61458187735434,81.47949020385741,1.0234242054976304
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,0.2,79.61458187735434,103.12132743835448,1.2952567859643112
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,0.25,79.61458187735434,107.15944184570313,1.3459775749470297
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,0.35,79.61458187735434,110.27228430923154,1.3850764735423111
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,0.5,79.61458187735434,119.29783930664061,1.4984420754783092
resolution_max_b1_gaussian_conv,4,train_probe,saved,0.005,66.49474775995353,77.66635131835885,1.168007307866403
resolution_max_b1_gaussian_conv,4,train_probe,saved,0.01,66.49474775995353,77.62470245361308,1.1673809596787819
resolution_max_b1_gaussian_conv,4,train_probe,saved,0.02,66.49474775995353,76.7417030334472,1.1541017241013567
resolution_max_b1_gaussian_conv,4,train_probe,saved,0.025,66.49474775995353,76.32751342773436,1.1478728170122126
resolution_max_b1_gaussian_conv,4,train_probe,saved,0.05,66.49474775995353,76.06735015869138,1.1439602783861218
resolution_max_b1_gaussian_conv,4,train_probe,saved,0.1,66.49474775995353,81.7286653137207,1.229099561498627
resolution_max_b1_gaussian_conv,4,train_probe,saved,0.2,66.49474775995353,101.2837749481201,1.5231845876572867
resolution_max_b1_gaussian_conv,4,train_probe,saved,0.25,66.49474775995353,108.98520361328126,1.639004692622018
resolution_max_b1_gaussian_conv,4,train_probe,saved,0.35,66.49474775995353,120.69531110491073,1.8151104436191199
resolution_max_b1_gaussian_conv,4,train_probe,saved,0.5,66.49474775995353,147.13562375488283,2.212740535328345
resolution_max_b1_gaussian_conv,4,train_probe,centre_frozen,0.005,66.80684454238373,77.58502197265638,1.1613334307899355
resolution_max_b1_gaussian_conv,4,train_probe,centre_frozen,0.01,66.80684454238373,78.9904479980469,1.1823705870127368
resolution_max_b1_gaussian_conv,4,train_probe,centre_frozen,0.02,66.80684454238373,78.54381752014157,1.175685187021693
resolution_max_b1_gaussian_conv,4,train_probe,centre_frozen,0.025,66.80684454238373,78.02784790039058,1.1679618822722273
resolution_max_b1_gaussian_conv,4,train_probe,centre_frozen,0.05,66.80684454238373,77.49067260742187,1.1599211598485255
resolution_max_b1_gaussian_conv,4,train_probe,centre_frozen,0.1,66.80684454238373,83.09523254394529,1.243813161856909
resolution_max_b1_gaussian_conv,4,train_probe,centre_frozen,0.2,66.80684454238373,102.85746345520015,1.5396246321729072
resolution_max_b1_gaussian_conv,4,train_probe,centre_frozen,0.25,66.80684454238373,110.50235048828124,1.6540573236949714
resolution_max_b1_gaussian_conv,4,train_probe,centre_frozen,0.35,66.80684454238373,122.07604392538266,1.827298456641444
resolution_max_b1_gaussian_conv,4,train_probe,centre_frozen,0.5,66.80684454238373,148.6631175048828,2.2252677629545525
resolution_max_b1_gaussian_conv,4,test_probe,saved,0.005,71.74782577141497,68.75149536132906,0.9582380319142761
resolution_max_b1_gaussian_conv,4,test_probe,saved,0.01,71.74782577141497,67.71974182128926,0.9438577558718089
resolution_max_b1_gaussian_conv,4,test_probe,saved,0.02,71.74782577141497,66.62119865417489,0.9285465857380367
resolution_max_b1_gaussian_conv,4,test_probe,saved,0.025,71.74782577141497,66.4770056152344,0.926536865758509
resolution_max_b1_gaussian_conv,4,test_probe,saved,0.05,71.74782577141497,67.85741790771485,0.9457766444924092
resolution_max_b1_gaussian_conv,4,test_probe,saved,0.1,71.74782577141497,75.85633178710937,1.0572631431199588
resolution_max_b1_gaussian_conv,4,test_probe,saved,0.2,71.74782577141497,96.17007064819335,1.340390034320851
resolution_max_b1_gaussian_conv,4,test_probe,saved,0.25,71.74782577141497,104.16425820312497,1.4518106588342783
resolution_max_b1_gaussian_conv,4,test_probe,saved,0.35,71.74782577141497,116.72481883769134,1.6268760423426747
resolution_max_b1_gaussian_conv,4,test_probe,saved,0.5,71.74782577141497,144.4264524902344,2.0129732286295328
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,0.005,72.04512929259235,65.63568115234285,0.9110356494160874
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,0.01,72.04512929259235,65.90720367431624,0.914804433296961
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,0.02,72.04512929259235,66.59644126892091,0.9243711812696869
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,0.025,72.04512929259235,66.82618530273433,0.9275600718452089
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,0.05,72.04512929259235,68.79104644775386,0.9548327155938205
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,0.1,72.04512929259235,76.98094848632812,1.0685101025176904
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,0.2,72.04512929259235,97.58343360900878,1.3544764867129229
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,0.25,72.04512929259235,105.59793608398437,1.4657192945705755
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,0.35,72.04512929259235,118.06642254264992,1.6387842412379356
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,0.5,72.04512929259235,145.9422213378906,2.0257055927429133
