coords,policy,probe,quantity,method,comparison,n_seeds,mean,sd,n_negative,n_positive,n_zero,seed0,seed1,seed2,seed3,seed4
ordinary,saved,test_probe,top2,gaussian_postrelu,ratio to plain,5,0.45689172679312745,0.10900688818566634,0,5,0,0.6216462424318444,0.46994289916056803,0.3996314516042919,0.32708023346009557,0.46615780730883744
ordinary,saved,test_probe,top2,resolution_max_b1_gaussian_conv,value,5,1037.1758066436128,83.8315355934391,0,5,0,1021.980078636639,1040.3704007893143,1177.309486639655,976.5276397533323,969.6914273991237
ordinary,saved,test_probe,top2,resolution_max_b1_gaussian_conv,difference vs plain,5,-1696.112653149115,458.8467012835784,5,0,0,-1058.6383537022234,-1792.6546524094579,-1588.3828200057328,-2340.1938898544004,-1700.6935497737609
ordinary,saved,test_probe,top2,resolution_max_b1_gaussian_conv,ratio to plain,5,0.3883314070087085,0.07394928331745515,0,5,0,0.4911905339066961,0.3672295095359749,0.42568346587609307,0.2944255738795249,0.36312795184525354
ordinary,saved,test_probe,min,plain,value,5,-9.734541647169351,2.3818684753592483,5,0,0,-10.622786502595554,-5.890847590240181,-10.769169642646663,-9.24323005441043,-12.146674445953927
ordinary,saved,test_probe,min,resolution_max_b1,value,5,-5.411546213155627,1.5502353260411983,5,0,0,-5.740034151389292,-3.8646707812030776,-6.765043181637521,-3.720552378039654,-6.967430573508589
ordinary,saved,test_probe,min,resolution_max_b1,difference vs plain,5,4.322995434013724,1.402032443924962,0,5,0,4.882752351206262,2.0261768090371035,4.004126461009141,5.522677676370776,5.179243872445338
ordinary,saved,test_probe,min,resolution_max_b1,ratio to plain,5,0.5601416840605966,0.09905368272862101,0,5,0,0.5403510792565379,0.6560466421854088,0.6281861467617224,0.4025164748836239,0.5736080772156901
ordinary,saved,test_probe,min,gaussian_postrelu,value,5,-5.471717989613489,1.2195270773091287,5,0,0,-6.017368401909715,-3.7473687707427015,-4.676802343684874,-6.680338967010526,-6.2367114647196304
ordinary,saved,test_probe,min,gaussian_postrelu,difference vs plain,5,4.262823657555861,1.8411315899170542,0,5,0,4.6054181006858395,2.1434788194974796,6.092367298961789,2.5628910873999047,5.909962981234297
ordinary,saved,test_probe,min,gaussian_postrelu,ratio to plain,5,0.5746094944501169,0.11093288198330124,0,5,0,0.566458565315178,0.6361340559805443,0.4342769683155896,0.7227277615818926,0.5134501210573802
ordinary,saved,test_probe,min,resolution_max_b1_gaussian_conv,value,5,-5.056964724077821,1.3086600709912957,5,0,0,-6.028920376420922,-3.0335381918840083,-5.601275055245134,-4.477918924892423,-6.143171071946615
