method,epoch,update,joint_change,state_label,state,seed,split,centre_ce_saved,centre_acc_saved,centre_ce_recalibrated,centre_acc_recalibrated,S_recalibrated_eps0.025,S_recalibrated_eps0.05,S_recalibrated_eps0.1,S_recalibrated_eps0.2,S_recalibrated_eps0.25,S_saved_eps0.1,S_saved_eps0.25
gaussian_postrelu,6,2346,False,before,G=0.85,3,test_probe,0.8433127136230468,0.705,0.8162201538085937,0.721,0.011689886474609423,0.04394731445312509,0.16923867034912118,0.5795000061035157,0.8222691467285157,0.4591618515014648,2.7844308288574213
gaussian_postrelu,6,2346,False,before,G=0.85,4,train_probe,0.7853043212890625,0.712,0.73973193359375,0.733,0.011395974731445324,0.04863259277343749,0.19416998443603514,0.6244405303955077,0.8616510131835937,0.5268568923950196,2.611966754150391
gaussian_postrelu,6,2346,False,before,G=0.85,4,test_probe,0.8942721862792968,0.683,0.8605780029296874,0.701,0.008813470458984406,0.03763086242675787,0.16350372924804693,0.5637878723144532,0.7921482543945313,0.493999691772461,2.507491125488281
gaussian_postrelu,6,2346,False,after,G=0.7,0,train_probe,0.9239118347167968,0.664,0.8404886474609375,0.71,0.006429627990722608,0.025859431457519476,0.11077164916992181,0.4185533294677734,0.6109934600830078,0.3701558410644531,2.639592849731445
gaussian_postrelu,6,2346,False,after,G=0.7,0,test_probe,0.9632611389160156,0.661,0.8972830810546875,0.687,0.005996282958984411,0.02545446014404299,0.10755309295654296,0.4015123626708985,0.5839949462890626,0.3693312805175782,2.5922695068359376
gaussian_postrelu,6,2346,False,after,G=0.7,1,train_probe,0.9525918579101562,0.643,0.8012745056152344,0.714,0.010154971313476535,0.040911587524414074,0.1560700653076172,0.529528677368164,0.7597371795654297,0.5003841094970704,3.207059796142578
gaussian_postrelu,6,2346,False,after,G=0.7,1,test_probe,0.9986298828125,0.649,0.8388601379394531,0.699,0.010119458007812476,0.04371002960205078,0.1648036529541016,0.5334299896240233,0.7532088897705077,0.5046752563476563,3.1685768676757817
gaussian_postrelu,6,2346,False,after,G=0.7,2,train_probe,0.915802490234375,0.653,0.8040550537109376,0.705,0.00985084075927729,0.038842138671874936,0.1510191543579101,0.499978775024414,0.6982154907226562,0.40580553894042976,3.0004891479492186
gaussian_postrelu,6,2346,False,after,G=0.7,2,test_probe,0.9865936584472657,0.646,0.8756758728027344,0.707,0.010159587097167943,0.03973261108398435,0.1498329498291015,0.4889424896240234,0.6795335113525391,0.4051319396972656,2.939764434814453
gaussian_postrelu,6,2346,False,after,G=0.7,3,train_probe,0.8567909851074219,0.699,0.7869763793945312,0.721,0.009090943908691407,0.037565716552734385,0.15293202362060546,0.5367362518310547,0.7633978851318359,0.3920447250366211,2.837326654052734
gaussian_postrelu,6,2346,False,after,G=0.7,3,test_probe,0.9025714111328125,0.704,0.8354000549316406,0.717,0.010346736145019575,0.040647230529785174,0.15620445251464848,0.5285630981445313,0.7472605895996093,0.40547853851318366,2.8162654968261718
