problem,method,seed,probe,policy,coords,loss,grad_norm,grad_norm_relative_coords,n_params,n_nonzero_blocks,n_zero_norm_blocks,iterations_start0,orthogonality_error_start0,seconds_start0,top1_ritz,top1_rel_resid,top1_converged,top1,top1_start1_ritz,top1_start1_converged,top1_start_rel_diff,top1_rq_f32,top1_rq_f64,top1_quad_r1_f64,top1_r_of_direction,top1_grad_dot_dir_r1,top1_Cfd_t1e-05,top1_Cfd_t3e-05,top1_Cfd_t0.0001,top1_Cfd_t0.0003,top1_Cfd_t0.001,top1_Cfd_t0.003,top1_Cfd_t0.01,top2_ritz,top2_rel_resid,top2_converged,top2,top2_start1_ritz,top2_start1_converged,top2_start_rel_diff,min_ritz,min_rel_resid,min_converged,min,min_start1_ritz,min_start1_converged,min_start_rel_diff,min_rq_f32,min_rq_f64,min_quad_r1_f64,min_r_of_direction,min_grad_dot_dir_r1,min_Cfd_t1e-05,min_Cfd_t3e-05,min_Cfd_t0.0001,min_Cfd_t0.0003,min_Cfd_t0.001,min_Cfd_t0.003,min_Cfd_t0.01,iterations_start1,min_negative_verified
combined_s2_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,relative,0.29257166385650635,2.3139718723635463,2.963686846200001,268336,698,0,80,2.6645352591003757e-15,95.26058864593506,1871.1465656690175,4.6246123742194535e-07,True,1871.1465656690175,1871.146583052623,True,9.290349525877983e-09,1871.1465770320885,1871.1078189885216,1306033.2576539877,0.037850558205223234,-19.76303817219757,1316443.6108403786,1339704.039890662,1346475.7192233389,1358200.2591637704,1542629.49545062,1442220.1516703942,678937.4566042119,1542.1187356089447,4.804561432993297e-07,True,1542.1187356089447,1542.1187136912015,True,1.421274684702481e-08,-4.835150184802208,0.00012825504236209923,True,-4.835150184802208,-4.835137181556748,True,2.689315732283403e-06,-4.8351517754189715,-4.834398225700642,-3374.4099615390473,0.037850558205223234,2.0894071040840827,-9021.871042458328,-3140.3111855343723,-1178.2770041990354,-924.8531605850671,-269.9424744003753,1970.9104741932388,29683.776571501796,70,True
combined_s2_train_saved_ord,resolution_max_b1_gaussian_conv,2,train_probe,saved,ordinary,0.2934541255235672,2.5892952777629765,3.3006062692339335,268336,698,0,60,1.5543122344752192e-15,70.93359875679016,1148.072371423497,4.7623777551859323e-07,True,1148.072371423497,1148.0723637986791,True,6.641408802875948e-09,1148.0723536318799,1148.0852826093007,1291100.3092797587,0.029819961766137274,-42.88149029608238,1303556.2077690074,1311204.7323186419,1324613.5587392405,1337976.977079705,1476955.4803925238,1368375.858014428,673975.1298026872,970.8502237842451,4.3245192481898274e-07,True,970.8502237842451,970.8502203112159,True,3.577306905757266e-09,-3.783598311654325,0.0006540264933748651,True,-3.783598311654325,-3.783605917158982,True,2.010124762384098e-06,-3.7835993320849517,-3.783536608739784,-4170.6066057420485,0.03011961088047158,0.9462064656607787,-2654.1327002860266,-2681.338821962519,-1960.670634859607,-1769.4639993101923,-1108.2814551176546,2172.2534384503383,57421.16797815804,70,True
combined_s2_train_saved_rel,resolution_max_b1_gaussian_conv,2,train_probe,saved,relative,0.2934541255235672,2.5892952777629765,3.3006062692339335,268336,698,0,60,9.992007221626409e-16,72.13147115707397,1865.8573297027208,4.711148440809081e-07,True,1865.8573297027208,1865.8574162958116,True,4.640927762756002e-08,1865.8573207028685,1865.8808854988138,1302384.858078171,0.03785055820522324,43.0618733201386,1317404.3120101062,1322730.5302804864,1336903.5483783097,1349544.7881706734,1483586.9166041543,1363144.8753540032,666187.5307169126,1573.064779922937,4.277463503434501e-07,True,1573.064779922937,1573.0647424179983,True,2.3841954396567605e-08,-6.016984838108461,0.0007094084581356896,True,-6.016984838108461,-6.017010484013443,True,4.26225188726718e-06,-6.016985066417089,-6.016900270890295,-4199.796389081422,0.03785055820522325,0.9825392722244564,-2241.1618028073117,-2563.8860072045113,-1957.7024477079874,-1764.3465422644158,-972.9321865823426,2288.1834071668304,58956.01635665214,70,True
combined_s3_test_centre_frozen_ord,resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,ordinary,0.5367680490016937,3.472546075106538,4.478829823442181,268336,698,0,60,1.4432899320127035e-15,66.8802707195282,1150.7266317348092,4.736354187939165e-07,True,1150.7266317348092,1150.7266380931621,True,5.525511248982811e-09,1150.7266316597331,1150.7285408470736,1296883.522592113,0.02978763037495807,-69.48342640478391,1369609.5297088814,1301317.5235910958,1288247.1133843332,1295113.9272814207,1380671.3470831485,1287570.9124449312,663393.3842681822,978.1335614877623,5.209819323467367e-07,True,978.1335614877623,978.1335403998277,True,2.1559361113751665e-08,-4.886732378160389,0.0002707440744184851,True,-4.886732378160389,-4.886733484000348,True,2.2629435655228596e-07,-4.8867314781697315,-4.886733953339222,-5440.141193831723,0.02997120898695591,-0.7290527775801532,9841.474466476539,1318.468225955074,-3701.6898888797555,-4512.661121995147,-4073.5732656931314,240.74255214080588,56615.70150819541,70,True
combined_s3_test_centre_frozen_rel,resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,relative,0.5367680490016937,3.472546075106538,4.478829823442181,268336,698,0,70,2.7755575615628914e-15,77.58994174003601,1877.2710196360458,4.715775818476525e-07,True,1877.2710196360458,1877.2710389394617,True,1.0282700637863318e-08,1877.271057928047,1877.274521436883,1310337.615962944,0.037850558205223234,70.27095905376304,1384969.4383982755,1312970.9910934356,1300052.5864195644,1307061.2055962891,1387451.7284578714,1294255.5489580364,670090.1906589451,1599.6260208137915,4.755447573682334e-07,True,1599.6260208137915,1599.6260214947256,True,4.2568333278141163e-10,-7.851156264406258,7.337243299348781e-05,True,-7.851156264406258,-7.851155163787212,True,1.4018559935657065e-07,-7.851156128657915,-7.851163904269789,-5480.112405180312,0.037850558205223234,0.7192744873828669,9641.190086284721,1028.9172699036915,-3979.9572319587637,-4587.364713142744,-4085.612441878883,207.38048538918954,56027.66591344127,60,True
combined_s3_test_saved_ord,resolution_max_b1_gaussian_conv,3,test_probe,saved,ordinary,0.5388301908969879,3.517703163290466,4.530974552110651,268336,698,0,80,2.886579864025407e-15,87.53450965881348,1204.4584256838862,4.970917508924537e-07,True,1204.4584256838862,1204.4584194161457,True,5.203783137807939e-09,1204.4584354553617,1204.4402287602243,1354666.6455321887,0.029817855614515085,32.17409066046886,1352493.4513298168,1343151.4896295522,1338789.284409203,1346830.588447665,1453589.9954152599,1343731.239513557,673193.7434997803,976.5276397533323,5.182998967237347e-07,True,976.5276397533323,976.5276175326536,True,2.2754787280086465e-08,-4.477918924892423,0.0004960113176780029,True,-4.477918924892423,-4.477920995410401,True,4.623839808472675e-07,-4.477919722583223,-4.478140326160659,-4964.445103342669,0.03003402188513302,-1.2034994363702958,275.26459778215434,133.71534274892522,-2512.3976355789778,-3582.4037600360216,-3384.821915867642,-1128.5207603801448,29357.278503353744,70,True
combined_s3_test_saved_rel,resolution_max_b1_gaussian_conv,3,test_probe,saved,relative,0.5388301908969879,3.517703163290466,4.530974552110651,268336,698,0,80,2.4424906541753444e-15,86.79932856559753,1960.8388705952443,4.837989511265374e-07,True,1960.8388705952443,1960.8388672035421,True,1.7297199910858694e-09,1960.8388944219719,1960.8109738120634,1368646.0597208198,0.037850558205223234,32.722467859354055,1375153.30444371,1358123.1971933802,1351260.4010052388,1357860.5826979391,1460203.4009220921,1351856.9683962024,681256.0343811132,1594.0932096879535,5.013248120666894e-07,True,1594.0932096879535,1594.09318907567,True,1.2930413027858267e-08,-7.175704225706886,0.0007494072574729186,True,-7.175704225706886,-7.175680680654522,True,3.2812183478025427e-06,-7.175703764740237,-7.176027247651013,-5008.867018860402,0.03785055820522325,1.3440549484184778,1249.6170098685864,263.2936577404463,-2510.402767885722,-3631.824017127608,-3420.088129843402,-1200.7129322723692,28928.27267793879,60,True
combined_s3_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,ordinary,0.30317582190036774,1.9133809565391962,2.4507464274870587,268336,698,0,80,2.6645352591003757e-15,87.18424868583679,1029.9447256705278,4.6832756633938654e-07,True,1029.9447256705278,1029.9447049700802,True,2.00986004447688e-08,1029.9447104031215,1029.9539586196622,1162528.9415505074,0.029765077575396096,-18.44058717477945,1216735.956365289,1206336.4728948707,1199500.2110753215,1217015.3868619197,1351583.179091759,1273675.8611368572,683900.3245320634,931.8520554671354,5.200137552851997e-07,True,931.8520554671354,931.8520189824195,True,3.915290597061223e-08,-2.2272364192399863,0.0005115302319272531,True,-2.2272364192399863,-2.227252307655963,True,7.133690810463294e-06,-2.2272362454992005,-2.227108306732596,-2449.0186441384017,0.030156061698376792,0.820106252958716,-696.5445265016966,-1088.3057457691493,-181.43824536132058,-883.2267747171942,-310.57811881074485,892.2606190682685,28454.52474612662,80,True
combined_s3_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,relative,0.30317582190036774,1.9133809565391962,2.4507464274870587,268336,698,0,90,3.774758283725532e-15,98.97238063812256,1683.9574061319756,4.5563682791480723e-07,True,1683.9574061319756,1683.9574649592641,True,3.493395278185841e-08,1683.9574308306635,1683.9721948872293,1175412.5920312852,0.03785055820522324,-19.770726660687806,1231010.6690793796,1220208.4247176566,1214257.9445075574,1230223.1427411567,1356176.6569729724,1280139.9643251612,689234.2205992512,1505.239253704975,4.758147294039045e-07,True,1505.239253704975,1505.2392596636932,True,3.9586519106812765e-09,-3.539092353454582,0.000323324297909388,True,-3.539092353454582,-3.5390767319371617,True,4.413989763581064e-06,-3.539091804327154,-3.5389019131080435,-2470.1535353494137,0.037850558205223234,0.9839162778915698,76.10155505766157,-522.7855412768021,-116.49534408242346,-823.8704347506165,-249.19954253077583,938.5398648738984,29451.92992915752,90,True
combined_s3_train_saved_ord,resolution_max_b1_gaussian_conv,3,train_probe,saved,ordinary,0.30057623982429504,2.0342244521615593,2.6056814563442114,268336,698,0,70,3.552713678800501e-15,76.4933352470398,1062.7390716160278,4.864553613685677e-07,True,1062.7390716160278,1062.7390583244505,True,1.2506905614029626e-08,1062.73907676912,1062.7398978671768,1196722.695398516,0.02980003190262466,6.088459905659134,1267566.6568806586,1236894.4046181608,1228393.259017746,1252474.709847651,1418311.4242565169,1327910.2283076614,693490.0346810856,928.1427801505691,4.992474169174914e-07,True,928.1427801505691,928.1427923715665,True,1.3167152367638008e-08,-2.376358937092321,0.0006121785262712258,True,-2.376358937092321,-2.3763765616418064,True,7.4166192701438805e-06,-2.3763593400602097,-2.3766032773618133,-2636.3789864852615,0.030024406070909653,-0.7297971403183235,4186.28847032032,2006.0332914548537,395.23140299424495,-649.2631480485105,-681.7293936033365,893.2376289037967,17028.68772911202,70,True
combined_s3_train_saved_rel,resolution_max_b1_gaussian_conv,3,train_probe,saved,relative,0.30057623982429504,2.0342244521615593,2.6056814563442114,268336,698,0,70,3.1086244689504383e-15,77.53371834754944,1733.3898979268577,4.7586599788269766e-07,True,1733.3898979268577,1733.3898915334398,True,3.68838992422142e-09,1733.3898926204813,1733.3905169129741,1209906.5808052556,0.037850558205223234,4.2934438723657475,1286759.4762433486,1253141.8625606596,1243036.726985225,1265491.7566790334,1421298.9946478785,1337929.198429569,702260.4156497215,1496.7656235999634,5.087832820444492e-07,True,1496.7656235999634,1496.7656177168083,True,3.930578750199827e-09,-3.814498567584612,0.00054618955056464,True,-3.814498567584612,-3.8145147853106884,True,4.2516010398096705e-06,-3.8144973996526264,-3.8149015043668624,-2662.801250048068,0.03785055820522324,-0.7910251973280027,4117.428472616424,1842.5773458859614,213.37337784421706,-755.134710237224,-692.522040054322,896.718610401575,15835.523632940216,80,True
combined_s4_test_centre_frozen_ord,resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,ordinary,0.49875618517398834,3.4452738578879005,4.395168690533124,268336,698,0,60,1.1102230246251565e-15,65.55708265304565,1283.0316628102928,4.481110938842553e-07,True,1283.0316628102928,1283.031642780494,True,1.561130519368094e-08,1283.0316913815184,1283.028680857548,1444134.429131128,0.029806732591830455,24.015537585692655,1434392.0295478704,1446836.8104884424,1443227.6497402752,1454970.374228003,1527749.824032564,1331729.8554747454,780530.4553728775,931.1603146600098,4.957870525620494e-07,True,931.1603146600098,931.1603230792678,True,9.041684665228252e-09,-4.6054687091518876,0.0003048059838784997,True,-4.6054687091518876,-4.605470036084174,True,2.8812100798321267e-07,-4.605467519210333,-4.605466299191007,-5112.847566323423,0.030012721749707132,-2.5286084859333693,-8133.436988355667,-6033.016615663516,-5183.450630186215,-3138.500342001225,-2710.979099471933,-31.775148882368715,40459.00852428424,70,True
combined_s4_test_centre_frozen_rel,resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,relative,0.49875618517398834,3.4452738578879005,4.395168690533124,268336,698,0,60,1.1102230246251565e-15,65.57402467727661,2089.0144348376484,4.4329622940579484e-07,True,2089.0144348376484,2089.014513389185,True,3.76021991073945e-08,2089.01448449278,2089.0081415073287,1458127.682772114,0.03785055820522325,25.789557271450033,1451494.7399191232,1461591.2711423028,1456983.534024725,1468658.7533974957,1541287.478162621,1336467.3603358276,769328.6364193863,1492.395772845644,5.292495702639371e-07,True,1492.395772845644,1492.3957832495391,True,6.971270887003558e-09,-7.383006545442719,0.00041478461438365416,True,-7.383006545442719,-7.383017987992559,True,1.549849613267029e-06,-7.383010096547257,-7.38300331383194,-5153.336313054693,0.037850558205223234,2.855294587890863,-7612.210271012997,-6033.253446712116,-5184.962804993809,-3213.19358462925,-2717.598822158385,-51.35657668090913,39368.69778880921,60,True
combined_s4_test_saved_ord,resolution_max_b1_gaussian_conv,4,test_probe,saved,ordinary,0.5009721219539642,4.0480688475228686,5.155623696584288,268336,698,0,60,1.1102230246251565e-15,65.61676907539368,1244.9404603082664,4.77082475305957e-07,True,1244.9404603082664,1244.940462388907,True,1.6712771705898762e-09,1244.940459761951,1244.923656496977,1402601.0159899774,0.029792317335115052,-37.740930369460244,1398958.6656037997,1405718.5482643477,1410783.429557716,1411644.7639358982,1467834.7195954486,1257862.9903078373,706351.6876460346,969.6914273991237,5.084287897257239e-07,True,969.6914273991237,969.6914267062526,True,7.145273297809531e-10,-6.143171071946615,6.639765645108125e-05,True,-6.143171071946615,-6.143147497237638,True,3.8375472049956565e-06,-6.143171412851414,-6.143124349850281,-6790.531652499984,0.030077571250575814,0.22365278388909604,-7640.916386275619,-6281.990792247585,-6349.838546571007,-5257.827946442757,-4866.006609724805,764.2294427850792,53590.907450075225,50,True
combined_s4_test_saved_rel,resolution_max_b1_gaussian_conv,4,test_probe,saved,relative,0.5009721219539642,4.0480688475228686,5.155623696584288,268336,698,0,60,1.7763568394002505e-15,71.80449914932251,2029.6501857020635,4.686768776055426e-07,True,2029.6501857020635,2029.65012679926,True,2.90211603052382e-08,2029.650163520235,2029.6215027159556,1416675.808895736,0.03785055820522324,-39.44185538730901,1417173.0863532515,1419856.2303868735,1425279.2694091853,1425505.305607475,1484813.0300547574,1268360.0351451214,698775.4582872547,1552.845649546046,5.112171085989155e-07,True,1552.845649546046,1552.8456187522393,True,1.983056505428803e-08,-9.794274884599668,0.00010109456200192552,True,-9.794274884599668,-9.794265918453824,True,9.154476415254375e-07,-9.794275866095077,-9.794239210010682,-6836.378968587454,0.037850558205223234,-0.20813936967104307,-8548.653818163386,-6433.839206090555,-6409.747598112858,-5287.89014593794,-4849.534264294686,742.2644804801789,53529.79044801957,60,True
combined_s4_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,4,train_probe,centre_frozen,ordinary,0.295181006193161,1.9191786448429107,2.456365165291197,268336,698,0,60,1.1102230246251565e-15,65.66011023521423,1161.6256783707463,4.6698514609517595e-07,True,1161.6256783707463,1161.6256835898282,True,4.492911968535607e-09,1161.625685400773,1161.6846240358916,1308119.40025376,0.02980028566712477,-21.734025274761837,1326682.3773094846,1326868.9117699554,1328843.5321784697,1337669.9559046167,1463568.0817591844,1356338.4689434338,801484.1063195346,885.1097530075205,4.873899485882697e-07,True,885.1097530075205,885.109726617035,True,2.9816059951308536e-08,-2.3563951373420564,0.000754332444173019,True,-2.3563951373420564,-2.356430980595822,True,1.5211054036513839e-05,-2.3563949681670078,-2.356138122138524,-2610.7467397664013,0.03004125010084835,-1.8257924439900475,7268.007021776767,2982.69204372185,-879.8821161337678,-980.3929598878943,-371.5822298131499,942.2346577310472,16094.866568934764,70,True
combined_s4_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,4,train_probe,centre_frozen,relative,0.295181006193161,1.9191786448429107,2.456365165291197,268336,698,0,60,1.1102230246251565e-15,72.16402697563171,1892.6916082167518,4.199812596463673e-07,True,1892.6916082167518,1892.691648030606,True,2.103557395598669e-08,1892.6916159373013,1892.7914399468546,1321168.4250829036,0.03785055820522324,-21.624883803334875,1336715.1339493953,1338474.3568604456,1342682.6658205714,1351024.096745937,1479440.855459675,1364930.6267680184,793001.4906218316,1416.2146496451749,4.920939412123132e-07,True,1416.2146496451749,1416.2146279522788,True,1.5317519913762544e-08,-3.7749124899309305,0.0008136164114697509,True,-3.7749124899309305,-3.774973363758083,True,1.61258909483958e-05,-3.7749148795597667,-3.774535459127245,-2634.625750470815,0.03785055820522324,-1.7619192192390152,7681.760736399921,2922.604954096957,-876.6223103306992,-878.885133288105,-388.33669435289767,970.7200784684961,16093.084795073617,70,True
combined_s4_train_saved_ord,resolution_max_b1_gaussian_conv,4,train_probe,saved,ordinary,0.29715514183044434,2.404302851304263,3.068960576684173,268336,698,0,80,2.4424906541753444e-15,86.61226391792297,1148.5122390634692,4.583990676258112e-07,True,1148.5122390634692,1148.5122660688978,True,2.3513400792350825e-08,1148.51225659559,1148.523594447888,1294533.9817374137,0.029786071873315757,-17.90183223074431,1279787.9708981162,1317912.4708358655,1318067.0036079923,1316161.492971783,1427844.0536425216,1311957.0656906227,773036.6337622922,878.1159158553363,5.067804765905017e-07,True,878.1159158553363,878.1159163555777,True,5.696758294720791e-10,-3.3643007300960677,0.0004153482753428309,True,-3.3643007300960677,-3.3643070962942097,True,1.892279749260378e-06,-3.364300456427829,-3.364358313578857,-3723.3565431703855,0.030059642331761303,2.333223267603072,-1014.684651856612,-1568.3790677289978,-2844.374489896495,-3033.7965279711757,-1693.1468593611721,2027.52930690036,76127.91356617537,80,True
combined_s4_train_saved_rel,resolution_max_b1_gaussian_conv,4,train_probe,saved,relative,0.29715514183044434,2.404302851304263,3.068960576684173,268336,698,0,70,2.7755575615628914e-15,83.45485186576843,1873.5039229231863,4.418512216577498e-07,True,1873.5039229231863,1873.5039636262586,True,2.1725640269359577e-08,1873.5039625475274,1873.5235148019917,1307719.41333179,0.037850558205223234,16.47951671702148,1294118.0487513468,1334329.0775479232,1332913.5273507985,1330173.4798353198,1444715.1754224303,1324605.1019808222,771563.4872105494,1402.952255926066,5.156996006313475e-07,True,1402.952255926066,1402.9522344702193,True,1.5293354904020957e-08,-5.368812739621186,0.0006166685757894793,True,-5.368812739621186,-5.3687810093054535,True,5.910117799054502e-06,-5.36881440236311,-5.368916959498333,-3747.5040377298333,0.03785055820522324,2.2799178648577247,-995.3914004157126,-1838.875454870011,-2945.2822275954913,-3147.047602255112,-1755.2892949488364,2084.051111710049,77691.22377377925,70,True
gaussian_s0_test_centre_frozen_ord,gaussian_postrelu,0,test_probe,centre_frozen,ordinary,0.5683609247207642,4.0614395712764075,5.205706977805517,268336,698,0,80,2.6645352591003757e-15,84.12799334526062,1356.2467165930718,5.578103679464565e-07,True,1356.2467165930718,1356.2467073884452,True,6.786837902853808e-09,1356.246691045508,1356.2517324828357,1532133.5467284997,0.029752388897421555,83.30289864323606,1533281.6895141653,1539633.5655198316,1525229.834837183,1525663.7722731056,1613427.8636138414,1551415.1377465483,757703.8680099613,1329.341934629106,5.476540991928695e-07,True,1329.341934629106,1329.3419069919557,True,2.0790098827759577e-08,-5.570887211864414,0.00016101433675826628,True,-5.570887211864414,-5.570855684749503,True,5.659262826858064e-06,-5.570886604056312,-5.57086255343836,-6209.430962008319,0.02995265472960955,1.0758067673463239,-6668.994922964798,-1073.658153247534,-3218.5206314094826,-5725.122501513507,-5592.712396509381,-795.8431784647057,35311.362510759005,70,True
gaussian_s0_test_centre_frozen_rel,gaussian_postrelu,0,test_probe,centre_frozen,relative,0.5683609247207642,4.0614395712764075,5.205706977805517,268336,698,0,70,3.3306690738754696e-15,80.93163871765137,2213.269249994601,5.209219740766635e-07,True,2213.269249994601,2213.2691945865727,True,2.503447260291812e-08,2213.2691690095703,2213.277477767132,1544867.6794814565,0.03785055820522325,84.9241825067071,1550223.4821229696,1550113.8013905722,1535132.7443986263,1536564.382008981,1631478.3310238712,1587216.7755194097,770891.7226482357,2183.8876899794495,5.326556808841856e-07,True,2183.8876899794495,2183.887698576899,True,3.936763489524608e-09,-8.960242749758308,0.00035418587669740995,True,-8.960242749758308,-8.960187210404833,True,6.198420626143365e-06,-8.960244359321019,-8.960237407054619,-6254.245710124122,0.037850558205223234,1.1377788852049866,-6582.327438664492,-254.79216243024578,-2661.4486153819785,-5335.141756451162,-5654.99248581447,-791.6328087149211,35556.24270393492,70,True
gaussian_s0_test_saved_ord,gaussian_postrelu,0,test_probe,saved,ordinary,0.5654670894145966,4.282540197236224,5.480247160402884,268336,698,0,70,3.552713678800501e-15,74.04037737846375,1329.9110723297745,5.425956559862838e-07,True,1329.9110723297745,1329.9110874778862,True,1.1390319291206197e-08,1329.9110287992812,1329.907354926441,1502061.7785848456,0.029755468753068236,78.09815314887977,1405370.9834982438,1445826.7658125202,1472626.144084943,1489493.251642276,1619398.3833985426,1665734.6054085616,807580.8864738315,1293.4086303978886,5.163787260270965e-07,True,1293.4086303978886,1293.4085688884707,True,4.75560596249148e-08,-6.017368401909715,0.0001687290980591544,True,-6.017368401909715,-6.017369434576356,True,1.7161432907445935e-07,-6.017370532762276,-6.017180953466702,-6704.680559434029,0.02995763262012734,-1.6889258369544606,-7747.914940736677,-13202.748303520195,-12067.66375976276,-8562.326651049034,-6673.8749337234,-540.4762830491825,57085.02036401191,70,True
gaussian_s0_test_saved_rel,gaussian_postrelu,0,test_probe,saved,relative,0.5654670894145966,4.282540197236224,5.480247160402884,268336,698,0,70,3.9968028886505635e-15,81.71123695373535,2170.571630381849,5.325944823251365e-07,True,2170.571630381849,2170.57168492541,True,2.5128662053966895e-08,2170.5716397008487,2170.5654933472892,1515054.7143564075,0.037850558205223234,77.86482889801019,1417510.3764979544,1456757.203181564,1484100.5633833949,1500345.2486569402,1641299.511013535,1708331.578101711,814490.1203639829,2122.68764296691,4.981898382443708e-07,True,2122.68764296691,2122.687605571319,True,1.7617095479779518e-08,-9.671734005272569,0.00045951566125779,True,-9.671734005272569,-9.67175269411856,True,1.9323159611893893e-06,-9.67173416379292,-9.671412773414884,-6750.646115843587,0.037850558205223234,1.682269322686671,-8167.67917077854,-13423.64759349124,-11994.987139729574,-8486.40432497858,-6727.5927999754795,-506.9183952101961,56872.861720336994,80,True
gaussian_s0_train_centre_frozen_ord,gaussian_postrelu,0,train_probe,centre_frozen,ordinary,0.28243449330329895,2.5144684469640457,3.4961804113120936,268336,698,0,90,2.7755575615628914e-15,94.3333489894867,1319.860435756021,4.984549632801759e-07,True,1319.860435756021,1319.8604107220908,True,1.8967103972868215e-08,1319.8604291428157,1319.8839310206185,1487688.342123988,0.029785979816499844,26.57822443440492,1527747.34631933,1506529.5841498738,1531522.6203948318,1591089.1244530752,1908601.0634636497,1742821.0235322155,747892.2177897635,1156.017310620918,5.452070089801722e-07,True,1156.017310620918,1156.0172950237338,True,1.349217172681445e-08,-2.909103855047335,0.0008460903842627205,True,-2.909103855047335,-2.909177515312509,True,2.5320603472383652e-05,-2.909103653752168,-2.908976962862595,-3251.0933225297854,0.029912686744763696,3.368759560193195,3716.7354716149953,2107.2044689398854,-366.261226170117,-1166.9504070857233,-494.0507533455208,1732.5290886733599,40486.0229186992,100,True
gaussian_s0_train_centre_frozen_rel,gaussian_postrelu,0,train_probe,centre_frozen,relative,0.28243449330329895,2.5144684469640457,3.4961804113120936,268336,698,0,100,2.6645352591003757e-15,115.85732340812683,2153.8686701872034,4.926012699642085e-07,True,2153.8686701872034,2153.8685895020153,True,3.746058857349835e-08,2153.8686103717428,2153.9079410652107,1503427.7428635168,0.037850558205223234,25.69017193181302,1547857.8154370922,1526946.5298264585,1549498.8639200956,1608690.6601040633,1933472.2936310484,1763843.7285374072,747623.7063979539,1885.5398994899767,5.49771600804203e-07,True,1885.5398994899767,1885.539918620087,True,1.0145693727596825e-08,-4.6918248278655,0.00023460984178482776,True,-4.6918248278655,-4.691819575517151,True,1.1194681263341118e-06,-4.691825711624874,-4.691664029164597,-3274.7814923568862,0.03785055820522324,-3.163918648752965,4101.717367976931,2336.8846206276808,-478.22186424184565,-1077.2581316715386,-389.5028728245764,1728.2133210072054,38235.91625854606,110,True
gaussian_s0_train_saved_ord,gaussian_postrelu,0,train_probe,saved,ordinary,0.28343909978866577,2.5295194363653835,3.474940134506787,268336,698,0,80,1.7763568394002505e-15,84.0762767791748,1301.963336996178,5.175018806651354e-07,True,1301.963336996178,1301.9633367272743,True,2.0653707903712133e-10,1301.9633685822407,1301.9669032319769,1467640.2769986053,0.02978448953551418,-34.53627977284397,1475159.6911632966,1480763.1111878206,1490347.2916492634,1550520.5090998202,1856338.4673962516,1684175.7670271941,711093.8416911768,1136.5579031605553,5.487179856378941e-07,True,1136.5579031605553,1136.5578797966882,True,2.0556688746744335e-08,-2.9056741641199912,0.0002403397597415955,True,-2.9056741641199912,-2.9056665506470543,True,2.620208773233383e-06,-2.9056745864921223,-2.905679315521098,-3242.0314393616186,0.029937479258894988,-0.18648283488019984,-3236.4903534976,109.64621815428504,-2159.75725896822,-2102.451994657874,-1088.2285971381966,2664.1099446346675,74135.61269228125,90,True
gaussian_s0_train_saved_rel,gaussian_postrelu,0,train_probe,saved,relative,0.28343909978866577,2.5295194363653835,3.474940134506787,268336,698,0,90,4.218847493575595e-15,104.78754353523254,2124.4227993925138,4.974285742359357e-07,True,2124.4227993925138,2124.4227433591063,True,2.63758266170096e-08,2124.422714403301,2124.4240012392174,1482847.9528649733,0.037850558205223234,33.261664018366346,1487447.0881076627,1493988.9786837036,1504906.5356398162,1567198.4602183197,1880569.7630511348,1706746.8553897173,712258.3205143915,1855.1607855667796,5.65169394530055e-07,True,1855.1607855667796,1855.160778065328,True,4.043558730765195e-09,-4.679171665153603,0.0006325585537010176,True,-4.679171665153603,-4.67914083457679,True,6.588896287351916e-06,-4.67917202293163,-4.679174885045885,-3266.0640697620247,0.03785055820522325,0.2171259111950179,-3149.5991081875723,-12.540771754387947,-2307.2543773094976,-2178.48802273293,-1044.4761787627988,2668.8068937258267,75114.11190765683,80,True
gaussian_s1_test_centre_frozen_ord,gaussian_postrelu,1,test_probe,centre_frozen,ordinary,0.5690420717000961,3.137859069110112,4.041181499108347,268336,698,0,70,3.4416913763379853e-15,75.30826187133789,1556.602405435508,5.20940719340096e-07,True,1556.602405435508,1556.60242444949,True,1.2215053689205064e-08,1556.602377573366,1556.6096085094578,1768537.1946374224,0.02966762319397254,-1.803832555253305,1770507.6605678545,1720582.354586152,1744924.230746392,1774200.0423106367,1883855.3139040591,1527376.8600914094,729655.711142062,1300.2302207725093,5.51661963523973e-07,True,1300.2302207725093,1300.2302024802536,True,1.4068474432867743e-08,-4.341565825977381,0.0009851734967980773,True,-4.341565825977381,-4.341621060004157,True,1.272214426551603e-05,-4.341564708167631,-4.341551170407772,-4838.718441541765,0.02995416971643478,1.6892327450720948,-8241.600677472148,-6965.346271857618,-6795.220208810626,-6037.158728439747,-4496.7838663050325,-176.2669431027122,54531.7464633894,70,True
