method,seed,policy,split,amplitude,n_directions,S_mean,S_direction_sd,S_min,S_max,n_negative_S,C_mean,C_direction_sd
plain,2,recalibrated,test_probe,0.5,20,2.5603139831542974,0.2894316533302773,2.156135070800781,3.1782361450195316,0,20.48251186523438,2.3154532266422185
plain,2,centre_frozen,train_probe,0.005,20,0.001825105667114249,0.0004436628711994481,0.001083271026611321,0.00297809600830079,0,146.00845336913991,35.49302969595584
plain,2,centre_frozen,train_probe,0.01,20,0.006920928382873526,0.001721685490421204,0.004182445526123013,0.011488708496093736,0,138.41856765747053,34.433709808424084
plain,2,centre_frozen,train_probe,0.02,20,0.027002166557312003,0.006963286981164489,0.01591184616088867,0.04630907058715819,0,135.01083278656,34.81643490582244
plain,2,centre_frozen,train_probe,0.025,20,0.04210902709960938,0.010978462254405354,0.02441486740112303,0.07312325286865234,0,134.74888671874993,35.13107921409713
plain,2,centre_frozen,train_probe,0.05,20,0.1715822067260742,0.047675244893216256,0.09151654052734376,0.3030063552856445,0,137.26576538085936,38.140195914573006
plain,2,centre_frozen,train_probe,0.1,20,0.7488361221313475,0.23832733882425813,0.3522830963134765,1.3446940612792968,0,149.76722442626948,47.66546776485162
plain,2,centre_frozen,train_probe,0.2,20,3.3696841369628907,1.0393715943776032,1.7168904724121092,5.770575103759765,0,168.48420684814448,51.96857971888014
plain,2,centre_frozen,train_probe,0.25,20,5.222611666870117,1.485985711918381,3.0261601867675783,8.643866119384766,0,167.12357333984374,47.55154278138819
plain,2,centre_frozen,train_probe,0.35,20,9.480815563964843,2.4506435137536786,6.402628936767578,14.443526397705078,0,154.78882553411992,40.01050634699884
plain,2,centre_frozen,train_probe,0.5,20,20.253513958740236,5.667019624982774,11.201042755126954,33.45643655395507,0,162.02811166992188,45.33615699986219
plain,2,centre_frozen,test_probe,0.005,20,0.0014172500610351913,0.00042252743228829155,0.0004848327636719496,0.00255398559570319,0,113.3800048828153,33.80219458306332
plain,2,centre_frozen,test_probe,0.01,20,0.005530376434326217,0.0017273337251887066,0.0020250854492187553,0.010138366699218748,0,110.60752868652435,34.54667450377412
plain,2,centre_frozen,test_probe,0.02,20,0.02262280578613287,0.007146295014377028,0.00889399719238293,0.041987808227539114,0,113.11402893066436,35.731475071885136
plain,2,centre_frozen,test_probe,0.025,20,0.03561122894287112,0.011288260798470695,0.014396835327148416,0.06619491577148451,0,113.95593261718757,36.122434555106224
plain,2,centre_frozen,test_probe,0.05,20,0.14663674621582037,0.048623627041446224,0.06086276245117195,0.2800507049560548,0,117.30939697265626,38.898901633156974
plain,2,centre_frozen,test_probe,0.1,20,0.6569712463378907,0.23495922192237473,0.2691510009765625,1.2366705932617188,0,131.39424926757812,46.99184438447493
plain,2,centre_frozen,test_probe,0.2,20,3.13164151763916,1.0207257752641414,1.5021551208496093,5.36673828125,0,156.58207588195796,51.036288763207054
plain,2,centre_frozen,test_probe,0.25,20,4.903606774902344,1.4551226432997417,2.7769003906250003,8.078247558593752,0,156.915416796875,46.563924585591735
plain,2,centre_frozen,test_probe,0.35,20,9.050207720947267,2.4126154071501444,6.125469360351562,13.845457641601563,0,147.7584934032207,39.389639300410536
plain,2,centre_frozen,test_probe,0.5,20,19.65276328125,5.624149576760968,10.692962280273438,32.34415710449218,0,157.22210625,44.99319661408774
plain,3,saved,train_probe,0.005,20,0.001491701316833488,0.000523231835197217,0.0008346252441406299,0.002820281982421874,0,119.33610534667903,41.85854681577736
