method,seed,policy,split,amplitude,n_directions,S_mean,S_direction_sd,S_min,S_max,n_negative_S,C_mean,C_direction_sd
plain,4,centre_frozen,test_probe,0.02,20,0.019538005828857445,0.009389003000521381,0.006161315917968757,0.04507812500000008,0,97.69002914428724,46.945015002606915
plain,4,centre_frozen,test_probe,0.025,20,0.030887771606445336,0.014678587802440005,0.010558425903320345,0.07169924926757809,0,98.84086914062505,46.971480967808
plain,4,centre_frozen,test_probe,0.05,20,0.13006123275756837,0.06032938996371599,0.05036669921875003,0.3077164154052734,0,104.04898620605468,48.26351197097278
plain,4,centre_frozen,test_probe,0.1,20,0.582964505004883,0.25782839601139584,0.24743534851074223,1.3457279357910155,0,116.59290100097655,51.565679202279156
plain,4,centre_frozen,test_probe,0.2,20,2.766475724792481,0.9902878778763176,1.2749473876953124,4.610596527099609,0,138.32378623962398,49.514393893815864
plain,4,centre_frozen,test_probe,0.25,20,4.462734951782227,1.5033646356006054,2.198725311279297,7.531828094482422,0,142.80751845703125,48.10766833921937
plain,4,centre_frozen,test_probe,0.35,20,8.90925082397461,2.9154516147767993,5.195894134521484,16.327550506591795,0,145.45715630978955,47.59921003717224
plain,4,centre_frozen,test_probe,0.5,20,19.24208502807617,6.447275062382946,10.958392791748047,36.56476705932617,0,153.93668022460935,51.57820049906357
resolution_max_b1,0,saved,train_probe,0.005,20,0.0009901054382324248,0.00023425681399163304,0.0005913238525390718,0.0015110855102539178,0,79.20843505859399,18.74054511933064
resolution_max_b1,0,saved,train_probe,0.01,20,0.0039337116241455194,0.0009264802066215445,0.002384735107421876,0.006139221191406252,0,78.6742324829104,18.52960413243089
resolution_max_b1,0,saved,train_probe,0.02,20,0.01552756996154786,0.003613813971302203,0.00955817413330079,0.024963058471679733,0,77.6378498077393,18.069069856511014
resolution_max_b1,0,saved,train_probe,0.025,20,0.024211091995239263,0.005708732184180378,0.014754516601562517,0.0394612197875977,0,77.47549438476562,18.267942989377207
resolution_max_b1,0,saved,train_probe,0.05,20,0.09873520317077639,0.025567613323880196,0.056714256286621134,0.17145472717285154,0,78.9881625366211,20.454090659104153
resolution_max_b1,0,saved,train_probe,0.1,20,0.4337452308654786,0.12878135562028278,0.23055438232421882,0.8082489318847657,0,86.7490461730957,25.75627112405655
resolution_max_b1,0,saved,train_probe,0.2,20,2.1201375030517573,0.6510042947413168,1.0427604064941407,3.780453216552734,0,106.00687515258787,32.55021473706583
resolution_max_b1,0,saved,train_probe,0.25,20,3.4825484725952145,1.029302290408853,1.7467663269042972,5.830366241455078,0,111.44155112304686,32.93767329308329
resolution_max_b1,0,saved,train_probe,0.35,20,7.103127160644531,1.9961076897836834,3.593585662841797,10.491017913818359,0,115.96942303093113,32.58951330259075
resolution_max_b1,0,saved,train_probe,0.5,20,16.583801226806642,4.520894257936677,7.617115936279298,23.094459686279297,0,132.67040981445314,36.16715406349341
resolution_max_b1,0,saved,test_probe,0.005,20,0.0008508949279785128,0.00027186034603730007,0.0004842376708984464,0.0017932128906249512,0,68.07159423828101,21.748827682984
resolution_max_b1,0,saved,test_probe,0.01,20,0.0033760162353515867,0.0009647581289283597,0.0021557922363281135,0.006550369262695366,0,67.52032470703173,19.29516257856719
resolution_max_b1,0,saved,test_probe,0.02,20,0.013184769439697264,0.003791965265092251,0.008125701904296845,0.026099960327148453,0,65.9238471984863,18.95982632546125
resolution_max_b1,0,saved,test_probe,0.025,20,0.020456007385253917,0.005866977271572381,0.012409545898437457,0.040424377441406256,0,65.45922363281252,18.77432726903162
resolution_max_b1,0,saved,test_probe,0.05,20,0.08411589355468749,0.024964426033338625,0.04638392639160149,0.16515666198730472,0,67.29271484374996,19.9715408266709
resolution_max_b1,0,saved,test_probe,0.1,20,0.38644730911254876,0.12387517237734895,0.1960011291503907,0.7584346618652342,0,77.28946182250975,24.77503447546979
resolution_max_b1,0,saved,test_probe,0.2,20,2.005909959411621,0.6347112680445439,0.95555419921875,3.566082489013672,0,100.29549797058104,31.73556340222719
resolution_max_b1,0,saved,test_probe,0.25,20,3.337556492614746,1.0116117237577158,1.6078334350585937,5.575540802001953,0,106.80180776367187,32.371575160246906
resolution_max_b1,0,saved,test_probe,0.35,20,6.903779254150391,1.9690298115528424,3.444143035888672,10.22915365600586,0,112.71476333306764,32.14742549474029
resolution_max_b1,0,saved,test_probe,0.5,20,16.310109033203126,4.500099523414824,7.440001068115234,22.766175750732423,0,130.480872265625,36.00079618731859
resolution_max_b1,0,recalibrated,train_probe,0.005,20,0.00033923149108887053,8.709886717148781e-05,0.0002556304931640718,0.0006361846923828018,0,27.138519287109638,6.967909373719025
resolution_max_b1,0,recalibrated,train_probe,0.01,20,0.0013799541473388743,0.00031652846719804333,0.0010652084350585844,0.0022638473510742108,0,27.599082946777486,6.330569343960866
resolution_max_b1,0,recalibrated,train_probe,0.02,20,0.005481265258789061,0.0011149226568760854,0.004257804870605453,0.008286865234374996,0,27.406326293945305,5.574613284380426
resolution_max_b1,0,recalibrated,train_probe,0.025,20,0.008495226669311531,0.0016587142566298094,0.006512695312499983,0.01277688598632809,0,27.184725341796895,5.307885621215388
resolution_max_b1,0,recalibrated,train_probe,0.05,20,0.033060627365112304,0.005642139893199759,0.025464660644531234,0.04883214569091798,0,26.448501892089837,4.513711914559806
resolution_max_b1,0,recalibrated,train_probe,0.1,20,0.1276066207885742,0.018339762324247267,0.09797935485839843,0.16858524322509766,0,25.521324157714844,3.6679524648494524
resolution_max_b1,0,recalibrated,train_probe,0.2,20,0.4836103637695312,0.06313882377788997,0.36089933776855476,0.628531723022461,0,24.180518188476558,3.1569411888944985
resolution_max_b1,0,recalibrated,train_probe,0.25,20,0.7372964172363281,0.08729702930883941,0.5516880645751954,0.9166005401611328,0,23.5934853515625,2.793504937882861
resolution_max_b1,0,recalibrated,train_probe,0.35,20,1.3653990997314451,0.13682746801183068,1.064923110961914,1.6405113677978516,0,22.29223019969707,2.233917845091113
resolution_max_b1,0,recalibrated,train_probe,0.5,20,2.378597543334961,0.1939716641959234,2.0275432281494146,2.789755630493164,0,19.02878034667969,1.5517733135673872
resolution_max_b1,0,recalibrated,test_probe,0.005,20,0.0002753204345702975,8.99533073823843e-05,0.0001035766601562571,0.0005108032226561754,0,22.0256347656238,7.1962645905907445
resolution_max_b1,0,recalibrated,test_probe,0.01,20,0.0010339340209960745,0.0002494698233964165,0.0005767974853515545,0.0016195983886718723,0,20.678680419921488,4.989396467928329
resolution_max_b1,0,recalibrated,test_probe,0.02,20,0.0036645965576171725,0.0007118956035400681,0.0019595794677733647,0.004900573730468816,0,18.322982788085863,3.5594780177003402
resolution_max_b1,0,recalibrated,test_probe,0.025,20,0.005587055969238264,0.0010809080038295792,0.0028193817138670862,0.007286895751953182,0,17.878579101562437,3.4589056122546538
resolution_max_b1,0,recalibrated,test_probe,0.05,20,0.021602412414550777,0.003752428925045114,0.0133469543457031,0.028202331542968695,0,17.281929931640615,3.00194314003609
resolution_max_b1,0,recalibrated,test_probe,0.1,20,0.09012813644409176,0.014977944240440556,0.06524191284179692,0.11810379028320317,0,18.02562728881835,2.9955888480881105
resolution_max_b1,0,recalibrated,test_probe,0.2,20,0.3909028099060059,0.06454828035570957,0.2641952514648438,0.521802047729492,0,19.545140495300288,3.2274140177854775
resolution_max_b1,0,recalibrated,test_probe,0.25,20,0.6153166976928711,0.08859611170171412,0.42960366821289053,0.76856787109375,0,19.690134326171876,2.835075574454852
resolution_max_b1,0,recalibrated,test_probe,0.35,20,1.1969159866333006,0.13055684369811998,0.9268763122558594,1.4005925903320313,0,19.54148549605389,2.131540305275429
resolution_max_b1,0,recalibrated,test_probe,0.5,20,2.1754533691406253,0.19316343271513164,1.85540771484375,2.4862440795898437,0,17.403626953125002,1.5453074617210532
resolution_max_b1,0,centre_frozen,train_probe,0.005,20,0.0010059871673584048,0.00022895315115167183,0.0006679382324218386,0.0016346435546875093,0,80.47897338867237,18.31625209213374
resolution_max_b1,0,centre_frozen,train_probe,0.01,20,0.004021663284301749,0.0009058676233119845,0.0026899337768554465,0.006465583801269492,0,80.43326568603497,18.117352466239687
resolution_max_b1,0,centre_frozen,train_probe,0.02,20,0.01581617660522461,0.003634200806349261,0.010186996459960906,0.02598754119873048,0,79.08088302612305,18.171004031746307
resolution_max_b1,0,centre_frozen,train_probe,0.025,20,0.024651453399658206,0.005751745921750999,0.01573986053466797,0.040945800781249986,0,78.88465087890624,18.405586949603194
resolution_max_b1,0,centre_frozen,train_probe,0.05,20,0.10029276733398437,0.02590846333356137,0.059704063415527364,0.17626019287109373,0,80.23421386718749,20.726770666849088
resolution_max_b1,0,centre_frozen,train_probe,0.1,20,0.43955322494506843,0.12985353322971768,0.24144192504882822,0.8239714813232422,0,87.91064498901366,25.970706645943537
resolution_max_b1,0,centre_frozen,train_probe,0.2,20,2.150605366516113,0.6593853177665986,1.0823760528564452,3.871581863403321,0,107.53026832580565,32.96926588832992
resolution_max_b1,0,centre_frozen,train_probe,0.25,20,3.5365842285156255,1.0432821436404585,1.7990779571533204,5.9623790435791015,0,113.17069531250002,33.38502859649467
resolution_max_b1,0,centre_frozen,train_probe,0.35,20,7.217323321533202,2.0321759438795155,3.6461743927001953,10.696686294555665,0,117.83385014748087,33.17838275721658
resolution_max_b1,0,centre_frozen,train_probe,0.5,20,16.83922320251465,4.585027532608693,7.686598403930663,23.379742324829103,0,134.7137856201172,36.68022026086955
resolution_max_b1,0,centre_frozen,test_probe,0.005,20,0.0009153228759765375,0.0002620417299217041,0.0005974121093750284,0.0017500152587890394,0,73.22583007812298,20.963338393736333
resolution_max_b1,0,centre_frozen,test_probe,0.01,20,0.0034886642456054494,0.0009247460717856423,0.0022892913818359784,0.0066013336181640625,0,69.77328491210899,18.494921435712847
resolution_max_b1,0,centre_frozen,test_probe,0.02,20,0.01329579162597655,0.0037671395674548375,0.008396911621093794,0.0264708099365234,0,66.47895812988276,18.835697837274186
resolution_max_b1,0,centre_frozen,test_probe,0.025,20,0.020614373779296886,0.00587144811629974,0.012683807373046863,0.04099961853027345,0,65.96599609375001,18.788633972159168
resolution_max_b1,0,centre_frozen,test_probe,0.05,20,0.08493962326049805,0.025437146934902895,0.048337585449218734,0.16949713134765632,0,67.95169860839842,20.349717547922314
resolution_max_b1,0,centre_frozen,test_probe,0.1,20,0.3915441825866699,0.12608542748339574,0.20515110778808587,0.7787555541992188,0,78.30883651733396,25.217085496679132
resolution_max_b1,0,centre_frozen,test_probe,0.2,20,2.0365607177734377,0.6419945127982534,0.9979937744140623,3.6544749755859374,0,101.82803588867186,32.09972563991266
resolution_max_b1,0,centre_frozen,test_probe,0.25,20,3.392744651794434,1.0251504048078472,1.6633558044433596,5.708853088378907,0,108.56782885742189,32.80481295385111
resolution_max_b1,0,centre_frozen,test_probe,0.35,20,7.0192290069580086,2.0046947227007204,3.5032617187499997,10.442190734863281,0,114.59965725645729,32.729709758379116
resolution_max_b1,0,centre_frozen,test_probe,0.5,20,16.56538615722656,4.564297634633398,7.513039978027344,23.04124237060547,0,132.52308925781247,36.514381077067185
resolution_max_b1,1,saved,train_probe,0.005,20,0.0010952739715576142,0.000340559480958981,0.0006102600097656619,0.002298080444335937,0,87.62191772460913,27.24475847671848
resolution_max_b1,1,saved,train_probe,0.01,20,0.004373795318603516,0.0013509167841267544,0.002521896362304654,0.00919857025146481,0,87.47590637207031,27.01833568253508
resolution_max_b1,1,saved,train_probe,0.02,20,0.017549743270874017,0.0055171892519466186,0.0100248718261719,0.037430908203124946,0,87.74871635437006,27.585946259733092
resolution_max_b1,1,saved,train_probe,0.025,20,0.027395166397094717,0.008704777788868837,0.015514839172363237,0.05889921569824219,0,87.6645324707031,27.855288924380275
resolution_max_b1,1,saved,train_probe,0.05,20,0.11127819213867188,0.03705733948499754,0.06562669372558594,0.2459603195190429,0,89.02255371093749,29.645871587998027
resolution_max_b1,1,saved,train_probe,0.1,20,0.500111173248291,0.1810580611281732,0.2933397979736328,1.1340753936767578,0,100.02223464965819,36.211612225634624
resolution_max_b1,1,saved,train_probe,0.2,20,2.5700424530029298,0.8510571389929967,1.4903285980224612,4.852330551147461,0,128.50212265014648,42.55285694964983
resolution_max_b1,1,saved,train_probe,0.25,20,4.258087414550782,1.2809299648876755,2.4836141815185546,7.111075607299806,0,136.25879726562502,40.98975887640562
resolution_max_b1,1,saved,train_probe,0.35,20,8.636901065063475,2.2286301872494727,5.157623458862305,12.804319992065428,0,141.01062963368943,36.385798975501594
resolution_max_b1,1,saved,train_probe,0.5,20,19.283840145874024,5.396210739061249,10.420701583862305,33.72163688659668,0,154.2707211669922,43.16968591248999
resolution_max_b1,1,saved,test_probe,0.005,20,0.0009671104431152489,0.0003626919438904314,0.0005600891113282103,0.0022462310791016016,0,77.3688354492199,29.015355511234514
resolution_max_b1,1,saved,test_probe,0.01,20,0.003988505554199212,0.0015247992030782878,0.0021387176513671946,0.0093725891113281,0,79.77011108398423,30.495984061565753
resolution_max_b1,1,saved,test_probe,0.02,20,0.01607310714721682,0.00628238907183087,0.009228775024413993,0.03837159729003914,0,80.36553573608413,31.411945359154345
resolution_max_b1,1,saved,test_probe,0.025,20,0.025140747070312518,0.009992905092582703,0.014064620971679709,0.06081239318847653,0,80.45039062500004,31.97729629626465
resolution_max_b1,1,saved,test_probe,0.05,20,0.1028121635437012,0.04229566366756764,0.058546508789062424,0.25554887390136716,0,82.24973083496096,33.83653093405411
resolution_max_b1,1,saved,test_probe,0.1,20,0.459289469909668,0.1905593857977034,0.24205192565917977,1.1275198974609375,0,91.85789398193359,38.111877159540676
resolution_max_b1,1,saved,test_probe,0.2,20,2.4413972412109377,0.8534701358367123,1.3397810974121094,4.708256561279297,0,122.06986206054687,42.67350679183561
resolution_max_b1,1,saved,test_probe,0.25,20,4.08951100769043,1.2694288978049333,2.3348830261230473,6.91393344116211,0,130.86435224609377,40.621724729757865
resolution_max_b1,1,saved,test_probe,0.35,20,8.397582196044922,2.2133602816281215,5.092086883544923,12.528208099365234,0,137.10338279257016,36.136494393928515
resolution_max_b1,1,saved,test_probe,0.5,20,18.90386004638672,5.380080335403769,9.924734588623048,33.37752670288086,0,151.23088037109375,43.04064268323015
resolution_max_b1,1,recalibrated,train_probe,0.005,20,0.0003169334411621344,6.759812179244752e-05,0.00019087219238284048,0.00048207092285162956,0,25.354675292970754,5.407849743395801
resolution_max_b1,1,recalibrated,train_probe,0.01,20,0.001299535751342798,0.0002336068173988331,0.0009285736083984308,0.0019331893920898624,0,25.99071502685596,4.672136347976662
resolution_max_b1,1,recalibrated,train_probe,0.02,20,0.005353822326660174,0.0008871644650629291,0.00392940521240237,0.007658119201660207,0,26.769111633300867,4.435822325314646
resolution_max_b1,1,recalibrated,train_probe,0.025,20,0.008378232192993187,0.0013572958094914668,0.006144493103027393,0.011883804321289049,0,26.81034301757819,4.343346590372692
resolution_max_b1,1,recalibrated,train_probe,0.05,20,0.033189323043823285,0.005386734840671635,0.02462974548339847,0.04750254058837894,0,26.551458435058617,4.309387872537307
resolution_max_b1,1,recalibrated,train_probe,0.1,20,0.12750959548950197,0.02093217231901643,0.0970332794189453,0.1835276260375977,0,25.50191909790039,4.186434463803286
resolution_max_b1,1,recalibrated,train_probe,0.2,20,0.4964131401062012,0.08068131118011244,0.3531596069335938,0.6658551940917969,0,24.820657005310057,4.034065559005621
resolution_max_b1,1,recalibrated,train_probe,0.25,20,0.7698377937316895,0.12575774890982677,0.5357862243652345,0.9892472534179688,0,24.634809399414063,4.024247965114457
resolution_max_b1,1,recalibrated,train_probe,0.35,20,1.437902848815918,0.22522249110293002,1.0087759094238282,1.8428965148925782,0,23.475964878627234,3.6771018955580415
resolution_max_b1,1,recalibrated,train_probe,0.5,20,2.44775352935791,0.33236684659282095,1.82257861328125,3.3332498474121093,0,19.58202823486328,2.6589347727425676
resolution_max_b1,1,recalibrated,test_probe,0.005,20,0.00031781692504886385,0.0001092250247118298,0.00017002868652338243,0.0005140838623047816,0,25.425354003909103,8.738001976946384
resolution_max_b1,1,recalibrated,test_probe,0.01,20,0.0012388488769531692,0.00035707455338774056,0.0006796417236327734,0.0018621826171876243,0,24.77697753906338,7.141491067754811
resolution_max_b1,1,recalibrated,test_probe,0.02,20,0.0045639358520508325,0.0011280432156373086,0.002567825317382866,0.006527374267578212,0,22.819679260254162,5.640216078186542
resolution_max_b1,1,recalibrated,test_probe,0.025,20,0.00696072769165042,0.0016473344977563982,0.0040077667236328995,0.010237930297851583,0,22.274328613281345,5.271470392820474
resolution_max_b1,1,recalibrated,test_probe,0.05,20,0.025574848175048855,0.005629900737760963,0.015763458251953244,0.03954573059082034,0,20.459878540039078,4.50392059020877
resolution_max_b1,1,recalibrated,test_probe,0.1,20,0.09640161743164066,0.019867792841516137,0.06561741638183594,0.14875053405761718,0,19.28032348632813,3.973558568303227
resolution_max_b1,1,recalibrated,test_probe,0.2,20,0.3936639373779297,0.07700102697560357,0.26812789916992186,0.5450081176757813,0,19.68319686889648,3.850051348780178
resolution_max_b1,1,recalibrated,test_probe,0.25,20,0.6317660263061524,0.12169679772051623,0.41772447204589847,0.8360256652832032,0,20.216512841796877,3.894297527056519
resolution_max_b1,1,recalibrated,test_probe,0.35,20,1.2431722732543946,0.2219906434687786,0.830700439453125,1.6855634765625,0,20.296690175581958,3.624337036224957
resolution_max_b1,1,recalibrated,test_probe,0.5,20,2.208273840332031,0.33171274821861885,1.5841670532226562,3.1192049560546877,0,17.666190722656246,2.6537019857489508
resolution_max_b1,1,centre_frozen,train_probe,0.005,20,0.0010708774566650509,0.00033270423712491277,0.000600532531738307,0.0022721405029297315,0,85.67019653320406,26.61633896999302
resolution_max_b1,1,centre_frozen,train_probe,0.01,20,0.004329077529907246,0.0013448431999525392,0.0026025848388671613,0.00918354034423835,0,86.58155059814493,26.896863999050783
resolution_max_b1,1,centre_frozen,train_probe,0.02,20,0.017401561737060575,0.005553347935895527,0.010203277587890691,0.037606994628906265,0,87.00780868530288,27.766739679477638
resolution_max_b1,1,centre_frozen,train_probe,0.025,20,0.027199362564086938,0.008799143005277487,0.015623435974121136,0.05935965728759768,0,87.03796020507818,28.15725761688795
resolution_max_b1,1,centre_frozen,train_probe,0.05,20,0.11045972938537596,0.03767886648950903,0.06600852966308596,0.24890972137451167,0,88.36778350830079,30.143093191607214
resolution_max_b1,1,centre_frozen,train_probe,0.1,20,0.49551306762695313,0.18305719992271563,0.29359776306152346,1.14432568359375,0,99.10261352539064,36.61143998454311
resolution_max_b1,1,centre_frozen,train_probe,0.2,20,2.538777780151367,0.8431686465781925,1.4783332824707032,4.880078399658204,0,126.93888900756835,42.15843232890961
resolution_max_b1,1,centre_frozen,train_probe,0.25,20,4.203210015869141,1.2557458395959675,2.455669158935547,7.116150909423829,0,134.5027205078125,40.18386686707096
resolution_max_b1,1,centre_frozen,train_probe,0.35,20,8.522473541259767,2.1683490099653335,5.028693145751953,12.731335845947266,0,139.14242516342478,35.401616489229944
resolution_max_b1,1,centre_frozen,train_probe,0.5,20,18.968414990234375,5.285630236052131,10.198322052001954,33.17540664672852,0,151.747319921875,42.28504188841705
resolution_max_b1,1,centre_frozen,test_probe,0.005,20,0.001058360290527377,0.00039294842975977275,0.0006309661865234739,0.002392120361328187,0,84.66882324219017,31.435874380781822
resolution_max_b1,1,centre_frozen,test_probe,0.01,20,0.004112522888183645,0.0015549494054677457,0.00217779541015628,0.009598602294921932,0,82.2504577636729,31.09898810935491
resolution_max_b1,1,centre_frozen,test_probe,0.02,20,0.016118176269531277,0.0063147474070352465,0.009255706787109408,0.03859692382812496,0,80.59088134765638,31.57373703517623
resolution_max_b1,1,centre_frozen,test_probe,0.025,20,0.025070518493652383,0.010053675482843248,0.014278579711914041,0.061082916259765696,0,80.2256591796876,32.171761545098384
resolution_max_b1,1,centre_frozen,test_probe,0.05,20,0.1016776275634766,0.0426275055370381,0.05867794799804693,0.256600570678711,0,81.34210205078126,34.10200442963047
resolution_max_b1,1,centre_frozen,test_probe,0.1,20,0.4531699188232422,0.1919985543278887,0.24225408935546877,1.1345801696777345,0,90.63398376464843,38.39971086557773
resolution_max_b1,1,centre_frozen,test_probe,0.2,20,2.4073274261474613,0.8443890416546237,1.3216369934082033,4.733361938476563,0,120.36637130737302,42.21945208273117
resolution_max_b1,1,centre_frozen,test_probe,0.25,20,4.032879025268555,1.2436501914981128,2.2988638916015622,6.91576123046875,0,129.05212880859375,39.79680612793961
resolution_max_b1,1,centre_frozen,test_probe,0.35,20,8.284330133056638,2.1537444267881365,4.9421888427734375,12.4552783203125,0,135.25436951929208,35.16317431490835
resolution_max_b1,1,centre_frozen,test_probe,0.5,20,18.59746798095703,5.268487290314619,9.70910546875,32.83753564453125,0,148.77974384765625,42.14789832251695
resolution_max_b1,2,saved,train_probe,0.005,20,0.0009273006439208864,0.0003433302462403914,0.0005489044189452841,0.0022094573974609233,0,74.18405151367091,27.46641969923131
resolution_max_b1,2,saved,train_probe,0.01,20,0.003859950256347641,0.0013910904276594844,0.0022651519775390705,0.009103477478027311,0,77.19900512695281,27.821808553189694
resolution_max_b1,2,saved,train_probe,0.02,20,0.015752249908447258,0.005640590242008349,0.009715217590332004,0.03674793243408203,0,78.7612495422363,28.202951210041743
resolution_max_b1,2,saved,train_probe,0.025,20,0.024732865905761715,0.008815789708556076,0.015284698486328074,0.05733274841308594,0,79.14517089843746,28.210527067379438
resolution_max_b1,2,saved,train_probe,0.05,20,0.10211292648315426,0.037315835274641405,0.06441471862792969,0.23980895996093743,0,81.69034118652341,29.85266821971312
resolution_max_b1,2,saved,train_probe,0.1,20,0.45676535339355473,0.18719510364335168,0.27646955871582035,1.136812744140625,0,91.35307067871094,37.43902072867033
resolution_max_b1,2,saved,train_probe,0.2,20,2.308367546081543,0.9373653261007713,1.5110209960937502,5.1746550598144525,0,115.41837730407713,46.86826630503856
resolution_max_b1,2,saved,train_probe,0.25,20,3.8726374999999997,1.397245796002979,2.660826141357422,7.584180328369141,0,123.92439999999999,44.711865472095326
resolution_max_b1,2,saved,train_probe,0.35,20,8.228581484985352,2.323142122128854,5.790582000732422,13.241070587158204,0,134.34418750996494,37.92885097353232
resolution_max_b1,2,saved,train_probe,0.5,20,19.914867132568357,6.162924219578513,12.066388458251954,32.95476834106445,0,159.31893706054686,49.303393756628104
resolution_max_b1,2,saved,test_probe,0.005,20,0.0008961708068847774,0.0003436615728885603,0.0005447845458984579,0.0022123107910155815,0,71.69366455078219,27.492925831084822
resolution_max_b1,2,saved,test_probe,0.01,20,0.0034102485656738513,0.001342784345276575,0.0018134613037109615,0.008561050415039073,0,68.20497131347702,26.85568690553149
resolution_max_b1,2,saved,test_probe,0.02,20,0.013442324829101576,0.00546387559194212,0.007255233764648428,0.03441828918457035,0,67.21162414550788,27.319377959710604
resolution_max_b1,2,saved,test_probe,0.025,20,0.021095660400390653,0.008588606226777673,0.011351699829101558,0.053872314453125014,0,67.50611328125008,27.483539925688554
resolution_max_b1,2,saved,test_probe,0.05,20,0.08796348648071292,0.036472860496356736,0.04760157775878904,0.22617549133300785,0,70.37078918457033,29.178288397085385
resolution_max_b1,2,saved,test_probe,0.1,20,0.40768477249145507,0.18251087937714558,0.22358326721191413,1.0789100341796876,0,81.53695449829101,36.50217587542911
resolution_max_b1,2,saved,test_probe,0.2,20,2.163459242248535,0.9091361288781913,1.3475364990234375,4.997482208251953,0,108.17296211242676,45.45680644390956
resolution_max_b1,2,saved,test_probe,0.25,20,3.6792689361572264,1.343577768649567,2.462634796142578,7.2538395080566405,0,117.73660595703124,42.99448859678614
resolution_max_b1,2,saved,test_probe,0.35,20,7.940877246093751,2.2466461788532297,5.478011810302734,12.860385345458985,0,129.6469754464286,36.679937613930285
resolution_max_b1,2,saved,test_probe,0.5,20,19.421212341308593,6.010562771602247,11.831941497802735,32.18544711303711,0,155.36969873046874,48.08450217281798
resolution_max_b1,2,recalibrated,train_probe,0.005,20,0.00027463569641112686,5.9985424174067286e-05,0.0001730194091796866,0.0004005279541015594,0,21.97085571289015,4.798833933925383
resolution_max_b1,2,recalibrated,train_probe,0.01,20,0.0012440063476562458,0.00026492671797902326,0.000899002075195332,0.0019347229003906508,0,24.880126953124915,5.298534359580464
resolution_max_b1,2,recalibrated,train_probe,0.02,20,0.005378648376464834,0.0011653418541721478,0.0035852737426758097,0.008107513427734359,0,26.89324188232417,5.826709270860738
resolution_max_b1,2,recalibrated,train_probe,0.025,20,0.008494845199584952,0.001835984408990839,0.005642662048339853,0.012725730895996046,0,27.183504638671838,5.875150108770684
resolution_max_b1,2,recalibrated,train_probe,0.05,20,0.0338915615081787,0.007138701541910639,0.02346155548095702,0.051452262878417976,0,27.113249206542957,5.7109612335285105
resolution_max_b1,2,recalibrated,train_probe,0.1,20,0.13052781944274902,0.023528644229285245,0.09637104797363283,0.1803300018310547,0,26.105563888549803,4.705728845857048
resolution_max_b1,2,recalibrated,train_probe,0.2,20,0.5005344985961915,0.07774588630731613,0.38167004394531256,0.6284263458251953,0,25.026724929809568,3.887294315365806
resolution_max_b1,2,recalibrated,train_probe,0.25,20,0.7695142700195313,0.11191627711651796,0.5894474945068359,0.9408663787841797,0,24.624456640625002,3.5813208677285746
resolution_max_b1,2,recalibrated,train_probe,0.35,20,1.4317955749511717,0.17357572742972552,1.1282492218017577,1.7322906951904296,0,23.376254284917096,2.833889427424091
resolution_max_b1,2,recalibrated,train_probe,0.5,20,2.513661715698242,0.23725121342564798,2.0366254425048824,3.0100605621337886,0,20.109293725585935,1.8980097074051838
resolution_max_b1,2,recalibrated,test_probe,0.005,20,0.00032236785888670736,7.713580792172399e-05,0.0001617279052734677,0.0004270935058593439,0,25.78942871093659,6.170864633737919
resolution_max_b1,2,recalibrated,test_probe,0.01,20,0.0011538375854492245,0.00021914110224933414,0.0007697296142578081,0.0014955596923827974,0,23.076751708984492,4.382822044986683
resolution_max_b1,2,recalibrated,test_probe,0.02,20,0.004143138885498049,0.0008551837991857441,0.0027558746337890128,0.0063362731933593874,0,20.71569442749024,4.27591899592872
resolution_max_b1,2,recalibrated,test_probe,0.025,20,0.00626970481872558,0.001298898064397983,0.004336853027343768,0.009595870971679688,0,20.06305541992185,4.156473806073546
resolution_max_b1,2,recalibrated,test_probe,0.05,20,0.02420649261474609,0.005393653049275002,0.017981658935546818,0.038776901245117124,0,19.36519409179687,4.31492243942
resolution_max_b1,2,recalibrated,test_probe,0.1,20,0.09681775741577148,0.019713768145987676,0.07148600769042968,0.14856950378417966,0,19.36355148315429,3.942753629197535
resolution_max_b1,2,recalibrated,test_probe,0.2,20,0.39963134536743167,0.06798770757378783,0.2851575622558593,0.5181456146240235,0,19.98156726837158,3.399385378689391
resolution_max_b1,2,recalibrated,test_probe,0.25,20,0.6372648178100586,0.10208613276658497,0.45581988525390615,0.803447265625,0,20.392474169921876,3.266756248530719
resolution_max_b1,2,recalibrated,test_probe,0.35,20,1.2535870178222654,0.16626206264860835,0.9524164123535157,1.4886567077636716,0,20.466726821588015,2.7144826554874832
resolution_max_b1,2,recalibrated,test_probe,0.5,20,2.280008969116211,0.24395223604126284,1.8284729309082028,2.7287348327636716,0,18.240071752929687,1.9516178883301027
resolution_max_b1,2,centre_frozen,train_probe,0.005,20,0.000900094223022449,0.0003360851179227904,0.0005407257080077832,0.002172698974609366,0,72.00753784179592,26.886809433823235
resolution_max_b1,2,centre_frozen,train_probe,0.01,20,0.0038314723968505826,0.0013866674562033013,0.0023780670166015927,0.009107887268066384,0,76.62944793701165,27.73334912406603
resolution_max_b1,2,centre_frozen,train_probe,0.02,20,0.015914496994018545,0.005692490859684722,0.009808418273925756,0.037364593505859356,0,79.57248497009275,28.462454298423612
resolution_max_b1,2,centre_frozen,train_probe,0.025,20,0.025023495101928705,0.008973227586886281,0.015276763916015623,0.05860874176025388,0,80.07518432617185,28.714328278036096
