method,seed,policy,split,direction,amplitude,L_centre,dL_plus,dL_minus,S,C_d
plain,2,centre_frozen,test_probe,18,0.01,0.7352325439453125,0.014404937744140645,0.005871795654296963,0.010138366699218748,202.76733398437494
plain,2,centre_frozen,test_probe,19,0.01,0.7352325439453125,0.008189422607421948,0.002987457275390626,0.005588439941406342,111.76879882812685
plain,2,centre_frozen,test_probe,0,0.02,0.7352325439453125,0.01691516113281255,0.026614013671874992,0.02176458740234377,108.82293701171885
plain,2,centre_frozen,test_probe,1,0.02,0.7352325439453125,0.0061156005859375195,0.03241021728515625,0.01926290893554694,96.3145446777347
plain,2,centre_frozen,test_probe,2,0.02,0.7352325439453125,0.004992340087890623,0.051098937988281246,0.02804563903808588,140.22819519042937
plain,2,centre_frozen,test_probe,3,0.02,0.7352325439453125,0.028651184082031267,0.013972869873046911,0.02131202697753909,106.56013488769544
plain,2,centre_frozen,test_probe,4,0.02,0.7352325439453125,0.012757781982421945,0.005030212402343803,0.00889399719238293,44.469985961914645
plain,2,centre_frozen,test_probe,5,0.02,0.7352325439453125,0.02624743652343753,0.02849789428710947,0.0273726654052735,136.8633270263675
plain,2,centre_frozen,test_probe,6,0.02,0.7352325439453125,0.02998144531250002,0.015417785644531334,0.022699615478515733,113.49807739257867
plain,2,centre_frozen,test_probe,7,0.02,0.7352325439453125,0.02036312866210943,0.012462188720703149,0.01641265869140629,82.06329345703145
plain,2,centre_frozen,test_probe,8,0.02,0.7352325439453125,-0.004997985839843677,0.03933666992187501,0.017169342041015723,85.84671020507861
plain,2,centre_frozen,test_probe,9,0.02,0.7352325439453125,0.012835205078125078,0.0349583740234376,0.02389678955078134,119.48394775390669
plain,2,centre_frozen,test_probe,10,0.02,0.7352325439453125,0.017489349365234386,0.0241320190429688,0.020810684204101593,104.05342102050795
plain,2,centre_frozen,test_probe,11,0.02,0.7352325439453125,0.030042022705078164,0.014428161621093838,0.022235092163086057,111.17546081543028
plain,2,centre_frozen,test_probe,12,0.02,0.7352325439453125,0.034980346679687524,0.017289184570312588,0.026134765625000056,130.67382812500028
plain,2,centre_frozen,test_probe,13,0.02,0.7352325439453125,0.028497436523437503,-0.0017664489746093137,0.013365493774414094,66.82746887207047
plain,2,centre_frozen,test_probe,14,0.02,0.7352325439453125,0.03960943603515632,0.02926797485351562,0.034438705444336026,172.1935272216801
plain,2,centre_frozen,test_probe,15,0.02,0.7352325439453125,0.01932183837890633,0.018262268066406295,0.018792053222656313,93.96026611328156
plain,2,centre_frozen,test_probe,16,0.02,0.7352325439453125,0.010215332031250024,0.041307495117187565,0.025761413574218794,128.80706787109398
plain,2,centre_frozen,test_probe,17,0.02,0.7352325439453125,0.02621670532226572,0.014755371093750025,0.020486038208007873,102.43019104003936
plain,2,centre_frozen,test_probe,18,0.02,0.7352325439453125,0.049627441406250083,0.034348175048828145,0.041987808227539114,209.93904113769557
plain,2,centre_frozen,test_probe,19,0.02,0.7352325439453125,0.02570156860351569,0.017526092529296933,0.02161383056640631,108.06915283203155
plain,2,centre_frozen,test_probe,0,0.025,0.7352325439453125,0.028410919189453154,0.039379669189453126,0.03389529418945314,108.46494140625003
plain,2,centre_frozen,test_probe,1,0.025,0.7352325439453125,0.013387756347656321,0.0466211853027344,0.030004470825195417,96.01430664062532
plain,2,centre_frozen,test_probe,2,0.025,0.7352325439453125,0.01811584472656258,0.07191525268554688,0.04501554870605473,144.04975585937513
plain,2,centre_frozen,test_probe,3,0.025,0.7352325439453125,0.0430308837890625,0.02462609863281251,0.03382849121093745,108.25117187499983
plain,2,centre_frozen,test_probe,4,0.025,0.7352325439453125,0.018668029785156248,0.010125640869140695,0.014396835327148416,46.069873046874925
plain,2,centre_frozen,test_probe,5,0.025,0.7352325439453125,0.04342340087890628,0.04288269042968751,0.043153045654296895,138.08974609375005
plain,2,centre_frozen,test_probe,6,0.025,0.7352325439453125,0.0444414672851563,0.024991699218749996,0.03471658325195315,111.09306640625005
plain,2,centre_frozen,test_probe,7,0.025,0.7352325439453125,0.03117846679687508,0.01999081420898441,0.025584640502929745,81.87084960937517
plain,2,centre_frozen,test_probe,8,0.025,0.7352325439453125,0.0007292175292968883,0.054728942871093755,0.027729080200195266,88.73305664062484
plain,2,centre_frozen,test_probe,9,0.025,0.7352325439453125,0.02334017944335942,0.05100671386718758,0.037173446655273557,118.95502929687535
plain,2,centre_frozen,test_probe,10,0.025,0.7352325439453125,0.029836059570312545,0.035995361328125086,0.032915710449218816,105.3302734375002
plain,2,centre_frozen,test_probe,11,0.025,0.7352325439453125,0.04300894165039071,0.026397308349609405,0.03470312500000006,111.05000000000015
plain,2,centre_frozen,test_probe,12,0.025,0.7352325439453125,0.05037084960937499,0.030097045898437536,0.04023394775390621,128.74863281249984
plain,2,centre_frozen,test_probe,13,0.025,0.7352325439453125,0.03923980712890629,0.0036880493164063166,0.021463928222656303,68.68457031250016
plain,2,centre_frozen,test_probe,14,0.025,0.7352325439453125,0.06373803710937509,0.0465151672363282,0.05512660217285159,176.40512695312506
plain,2,centre_frozen,test_probe,15,0.025,0.7352325439453125,0.030053833007812503,0.029076507568359444,0.029565170288085918,94.60854492187492
plain,2,centre_frozen,test_probe,16,0.025,0.7352325439453125,0.022313690185546964,0.05879757690429688,0.040555633544921976,129.7780273437503
plain,2,centre_frozen,test_probe,17,0.025,0.7352325439453125,0.03896426391601571,0.02520538330078126,0.03208482360839848,102.67143554687513
plain,2,centre_frozen,test_probe,18,0.025,0.7352325439453125,0.07620272827148444,0.05618710327148446,0.06619491577148451,211.8237304687504
plain,2,centre_frozen,test_probe,19,0.025,0.7352325439453125,0.03860690307617187,0.029159667968750025,0.03388328552246089,108.42651367187484
plain,2,centre_frozen,test_probe,0,0.05,0.7352325439453125,0.13855999755859383,0.13361102294921878,0.13608551025390625,108.86840820312499
plain,2,centre_frozen,test_probe,1,0.05,0.7352325439453125,0.09430880737304692,0.15999273681640624,0.12715077209472658,101.72061767578124
plain,2,centre_frozen,test_probe,2,0.05,0.7352325439453125,0.17398065185546885,0.22543048095703133,0.19970556640625015,159.76445312500007
plain,2,centre_frozen,test_probe,3,0.05,0.7352325439453125,0.17026498413085944,0.11678283691406255,0.14352391052246105,114.81912841796881
plain,2,centre_frozen,test_probe,4,0.05,0.7352325439453125,0.0673017272949219,0.05442379760742189,0.06086276245117195,48.69020996093755
plain,2,centre_frozen,test_probe,5,0.05,0.7352325439453125,0.2000577697753907,0.15590603637695322,0.177981903076172,142.38552246093758
plain,2,centre_frozen,test_probe,6,0.05,0.7352325439453125,0.1547747802734375,0.1141816101074219,0.1344781951904297,107.58255615234374
plain,2,centre_frozen,test_probe,7,0.05,0.7352325439453125,0.13196017456054687,0.10149163818359375,0.11672590637207025,93.38072509765618
plain,2,centre_frozen,test_probe,8,0.05,0.7352325439453125,0.07787854003906258,0.17156539916992197,0.12472196960449233,99.77757568359385
plain,2,centre_frozen,test_probe,9,0.05,0.7352325439453125,0.11588256835937505,0.17373120117187502,0.14480688476562498,115.84550781249996
plain,2,centre_frozen,test_probe,10,0.05,0.7352325439453125,0.1499005432128907,0.11890823364257819,0.1344043884277344,107.5235107421875
plain,2,centre_frozen,test_probe,11,0.05,0.7352325439453125,0.12932174682617192,0.1357065734863282,0.13251416015625006,106.01132812500003
plain,2,centre_frozen,test_probe,12,0.05,0.7352325439453125,0.15667520141601565,0.14743927001953128,0.1520572357177734,121.6457885742187
plain,2,centre_frozen,test_probe,13,0.05,0.7352325439453125,0.10985803222656254,0.057800689697265706,0.08382936096191407,67.06348876953125
plain,2,centre_frozen,test_probe,14,0.05,0.7352325439453125,0.28524267578125007,0.18787850952148444,0.2365605926513672,189.24847412109372
plain,2,centre_frozen,test_probe,15,0.05,0.7352325439453125,0.11165390014648446,0.1264445800781251,0.11904924011230478,95.2393920898438
plain,2,centre_frozen,test_probe,16,0.05,0.7352325439453125,0.136021240234375,0.19335601806640634,0.16468862915039062,131.75090332031246
plain,2,centre_frozen,test_probe,17,0.05,0.7352325439453125,0.13826937866210942,0.12463433837890625,0.13145185852050778,105.16148681640621
plain,2,centre_frozen,test_probe,18,0.05,0.7352325439453125,0.30108908081054686,0.2590123291015626,0.2800507049560548,224.04056396484378
plain,2,centre_frozen,test_probe,19,0.05,0.7352325439453125,0.13797579956054695,0.12619494628906258,0.13208537292480482,105.66829833984384
plain,2,centre_frozen,test_probe,0,0.1,0.7352325439453125,0.8110374755859375,0.5227332763671875,0.6668853759765625,133.37707519531247
plain,2,centre_frozen,test_probe,1,0.1,0.7352325439453125,0.4923922729492187,0.6551772460937499,0.5737847595214844,114.75695190429687
plain,2,centre_frozen,test_probe,2,0.1,0.7352325439453125,1.3067541503906253,0.7389304809570314,1.0228423156738284,204.56846313476564
plain,2,centre_frozen,test_probe,3,0.1,0.7352325439453125,0.7907913208007813,0.47585717773437497,0.6333242492675781,126.6648498535156
plain,2,centre_frozen,test_probe,4,0.1,0.7352325439453125,0.3000618896484375,0.23824011230468756,0.2691510009765625,53.83020019531249
plain,2,centre_frozen,test_probe,5,0.1,0.7352325439453125,0.9353862915039064,0.6245150146484375,0.779950653076172,155.99013061523436
plain,2,centre_frozen,test_probe,6,0.1,0.7352325439453125,0.5941566162109375,0.5660853271484376,0.5801209716796876,116.0241943359375
plain,2,centre_frozen,test_probe,7,0.1,0.7352325439453125,0.5860130004882813,0.476916748046875,0.5314648742675783,106.29297485351563
plain,2,centre_frozen,test_probe,8,0.1,0.7352325439453125,0.4936068725585938,0.687556640625,0.5905817565917968,118.11635131835934
plain,2,centre_frozen,test_probe,9,0.1,0.7352325439453125,0.5196078491210938,0.639743408203125,0.5796756286621094,115.93512573242187
plain,2,centre_frozen,test_probe,10,0.1,0.7352325439453125,0.8726500854492187,0.4481683959960938,0.6604092407226563,132.08184814453122
plain,2,centre_frozen,test_probe,11,0.1,0.7352325439453125,0.44540850830078127,0.6304085693359376,0.5379085388183593,107.58170776367184
plain,2,centre_frozen,test_probe,12,0.1,0.7352325439453125,0.5275114135742187,0.7037747802734375,0.6156430969238282,123.12861938476563
plain,2,centre_frozen,test_probe,13,0.1,0.7352325439453125,0.36403448486328127,0.3405640869140625,0.352299285888672,70.45985717773438
plain,2,centre_frozen,test_probe,14,0.1,0.7352325439453125,1.405520751953125,0.8703639526367188,1.137942352294922,227.58847045898435
plain,2,centre_frozen,test_probe,15,0.1,0.7352325439453125,0.4876570434570313,0.58982080078125,0.5387389221191408,107.74778442382814
plain,2,centre_frozen,test_probe,16,0.1,0.7352325439453125,0.6428704833984376,0.7639047241210939,0.7033876037597657,140.67752075195312
plain,2,centre_frozen,test_probe,17,0.1,0.7352325439453125,0.537210693359375,0.622955322265625,0.5800830078124999,116.01660156249996
plain,2,centre_frozen,test_probe,18,0.1,0.7352325439453125,1.2245941162109375,1.2487470703125,1.2366705932617188,247.3341186523437
plain,2,centre_frozen,test_probe,19,0.1,0.7352325439453125,0.51880224609375,0.5783191528320313,0.5485606994628907,109.71213989257811
plain,2,centre_frozen,test_probe,0,0.2,0.7352325439453125,5.683380249023437,2.4222464599609372,4.052813354492187,202.64066772460933
plain,2,centre_frozen,test_probe,1,0.2,0.7352325439453125,2.28513525390625,3.110858032226562,2.697996643066406,134.8998321533203
plain,2,centre_frozen,test_probe,2,0.2,0.7352325439453125,7.712877807617187,2.266078979492187,4.989478393554687,249.47391967773427
plain,2,centre_frozen,test_probe,3,0.2,0.7352325439453125,3.9575743408203126,1.7752596435546877,2.8664169921875002,143.320849609375
plain,2,centre_frozen,test_probe,4,0.2,0.7352325439453125,1.8657093505859377,1.1386008911132812,1.5021551208496093,75.10775604248045
plain,2,centre_frozen,test_probe,5,0.2,0.7352325439453125,3.6204844970703123,2.8618994140625,3.241191955566406,162.05959777832027
plain,2,centre_frozen,test_probe,6,0.2,0.7352325439453125,2.9919763183593746,2.8423060302734378,2.9171411743164057,145.85705871582027
plain,2,centre_frozen,test_probe,7,0.2,0.7352325439453125,2.4298035888671876,2.604072998046875,2.516938293457031,125.84691467285151
plain,2,centre_frozen,test_probe,8,0.2,0.7352325439453125,3.304526977539062,3.813341918945312,3.558934448242187,177.94672241210932
plain,2,centre_frozen,test_probe,9,0.2,0.7352325439453125,1.9128830566406252,2.5914027099609376,2.252142883300781,112.60714416503903
plain,2,centre_frozen,test_probe,10,0.2,0.7352325439453125,5.027958129882812,2.210126220703125,3.619042175292969,180.95210876464841
plain,2,centre_frozen,test_probe,11,0.2,0.7352325439453125,1.7044427490234375,3.2986378173828124,2.5015402832031253,125.07701416015624
plain,2,centre_frozen,test_probe,12,0.2,0.7352325439453125,2.0020206298828125,3.9407728271484377,2.971396728515625,148.56983642578123
plain,2,centre_frozen,test_probe,13,0.2,0.7352325439453125,1.6312276611328127,1.756603271484375,1.6939154663085938,84.69577331542968
plain,2,centre_frozen,test_probe,14,0.2,0.7352325439453125,6.489973754882812,4.243502807617188,5.36673828125,268.33691406249994
plain,2,centre_frozen,test_probe,15,0.2,0.7352325439453125,2.4562388916015623,3.2055609130859377,2.8308999023437496,141.54499511718745
plain,2,centre_frozen,test_probe,16,0.2,0.7352325439453125,3.1058905029296877,3.0192225341796872,3.062556518554687,153.12782592773434
plain,2,centre_frozen,test_probe,17,0.2,0.7352325439453125,2.4784705810546876,2.812281005859375,2.645375793457031,132.26878967285154
plain,2,centre_frozen,test_probe,18,0.2,0.7352325439453125,4.233988159179687,5.370078491210937,4.802033325195312,240.10166625976555
plain,2,centre_frozen,test_probe,19,0.2,0.7352325439453125,2.0789294433593755,3.009315795898438,2.544122619628906,127.20613098144528
plain,2,centre_frozen,test_probe,0,0.25,0.7352325439453125,9.755575561523438,3.9458165283203126,6.850696044921874,219.22227343749998
plain,2,centre_frozen,test_probe,1,0.25,0.7352325439453125,3.590005737304687,5.146818237304688,4.368411987304687,139.78918359374998
plain,2,centre_frozen,test_probe,2,0.25,0.7352325439453125,12.067519897460938,2.9017612304687503,7.484640563964844,239.50849804687502
plain,2,centre_frozen,test_probe,3,0.25,0.7352325439453125,6.415685180664062,2.6966739501953123,4.556179565429687,145.79774609375
plain,2,centre_frozen,test_probe,4,0.25,0.7352325439453125,3.5038521728515626,2.049948608398438,2.7769003906250003,88.86081250000001
plain,2,centre_frozen,test_probe,5,0.25,0.7352325439453125,5.079132446289062,4.3779537353515625,4.728543090820312,151.31337890625
plain,2,centre_frozen,test_probe,6,0.25,0.7352325439453125,4.6761060791015625,4.371280395507812,4.523693237304687,144.75818359374998
plain,2,centre_frozen,test_probe,7,0.25,0.7352325439453125,3.675937622070312,4.089356811523437,3.882647216796875,124.2447109375
plain,2,centre_frozen,test_probe,8,0.25,0.7352325439453125,5.682240844726563,5.873667358398437,5.7779541015625,184.89453125
plain,2,centre_frozen,test_probe,9,0.25,0.7352325439453125,2.7232607421874997,4.121244506835938,3.422252624511718,109.51208398437498
plain,2,centre_frozen,test_probe,10,0.25,0.7352325439453125,7.965392944335938,4.021886596679687,5.993639770507813,191.79647265625002
plain,2,centre_frozen,test_probe,11,0.25,0.7352325439453125,2.6335471191406254,5.483177612304687,4.058362365722656,129.867595703125
plain,2,centre_frozen,test_probe,12,0.25,0.7352325439453125,3.092585205078125,6.906467163085937,4.999526184082031,159.984837890625
plain,2,centre_frozen,test_probe,13,0.25,0.7352325439453125,2.763684692382813,2.828779052734375,2.796231872558594,89.479419921875
plain,2,centre_frozen,test_probe,14,0.25,0.7352325439453125,9.509355346679689,6.647139770507812,8.078247558593752,258.50392187500006
plain,2,centre_frozen,test_probe,15,0.25,0.7352325439453125,3.7523392333984376,5.195852416992187,4.474095825195312,143.17106640625
plain,2,centre_frozen,test_probe,16,0.25,0.7352325439453125,4.596794799804687,4.523637084960938,4.560215942382812,145.92691015625
plain,2,centre_frozen,test_probe,17,0.25,0.7352325439453125,3.936204956054687,4.290714965820312,4.1134599609375,131.63071875
plain,2,centre_frozen,test_probe,18,0.25,0.7352325439453125,5.818674194335937,7.248105346679687,6.533389770507813,209.06847265625
plain,2,centre_frozen,test_probe,19,0.25,0.7352325439453125,3.3379248046875,4.848170043945312,4.0930474243164054,130.97751757812497
plain,2,centre_frozen,test_probe,0,0.35,0.7352325439453125,19.386955932617187,8.241664428710939,13.814310180664062,225.5397580516582
plain,2,centre_frozen,test_probe,1,0.35,0.7352325439453125,7.2029832763671875,9.317202026367188,8.260092651367188,134.85865553252555
plain,2,centre_frozen,test_probe,2,0.35,0.7352325439453125,19.18928112792969,4.107721069335938,11.648501098632813,190.17960977359698
plain,2,centre_frozen,test_probe,3,0.35,0.7352325439453125,13.003203491210938,5.249575805664063,9.1263896484375,149.00227997448982
plain,2,centre_frozen,test_probe,4,0.35,0.7352325439453125,7.875622924804687,5.282466186523437,6.579044555664062,107.41297233737245
plain,2,centre_frozen,test_probe,5,0.35,0.7352325439453125,8.336112670898439,7.386333374023438,7.861223022460938,128.34649832589287
plain,2,centre_frozen,test_probe,6,0.35,0.7352325439453125,8.575231323242189,7.268178588867188,7.921704956054689,129.33395846619902
plain,2,centre_frozen,test_probe,7,0.35,0.7352325439453125,6.495942504882812,6.778765991210937,6.637354248046875,108.36496731505103
plain,2,centre_frozen,test_probe,8,0.35,0.7352325439453125,11.905365600585938,8.940202026367189,10.422783813476563,170.16789899553575
plain,2,centre_frozen,test_probe,9,0.35,0.7352325439453125,4.684417358398437,7.5665213623046865,6.125469360351562,100.00766302614797
plain,2,centre_frozen,test_probe,10,0.35,0.7352325439453125,14.031450073242189,11.663115112304688,12.847282592773439,209.7515525350766
plain,2,centre_frozen,test_probe,11,0.35,0.7352325439453125,4.761549438476562,11.453630737304689,8.107590087890626,132.36881776147962
plain,2,centre_frozen,test_probe,12,0.35,0.7352325439453125,6.394845581054687,15.35703991699219,10.875942749023439,177.56641222895414
plain,2,centre_frozen,test_probe,13,0.35,0.7352325439453125,6.540566772460937,6.037020629882813,6.288793701171875,102.67418287627552
plain,2,centre_frozen,test_probe,14,0.35,0.7352325439453125,15.675952026367188,12.014963256835939,13.845457641601563,226.048288026148
plain,2,centre_frozen,test_probe,15,0.35,0.7352325439453125,6.231529174804687,9.031423217773439,7.631476196289063,124.59552973533167
plain,2,centre_frozen,test_probe,16,0.35,0.7352325439453125,6.496024780273437,8.660253295898439,7.578139038085937,123.72471898915818
plain,2,centre_frozen,test_probe,17,0.35,0.7352325439453125,8.104409545898438,7.479925903320312,7.7921677246093735,127.21906489158162
plain,2,centre_frozen,test_probe,18,0.35,0.7352325439453125,8.561237670898437,9.896756713867187,9.228997192382813,150.67750518176024
plain,2,centre_frozen,test_probe,19,0.35,0.7352325439453125,8.376579956054687,8.446287963867189,8.411433959960938,137.3295340401786
plain,2,centre_frozen,test_probe,0,0.5,0.7352325439453125,38.489210815429686,23.119953002929687,30.80458190917969,246.4366552734375
plain,2,centre_frozen,test_probe,1,0.5,0.7352325439453125,23.05976062011719,18.11204675292969,20.58590368652344,164.68722949218753
plain,2,centre_frozen,test_probe,2,0.5,0.7352325439453125,33.769335815429685,7.793988159179688,20.781661987304688,166.2532958984375
plain,2,centre_frozen,test_probe,3,0.5,0.7352325439453125,29.22586804199219,13.344858276367189,21.28536315917969,170.2829052734375
plain,2,centre_frozen,test_probe,4,0.5,0.7352325439453125,18.29192077636719,13.228214233398438,15.760067504882812,126.0805400390625
plain,2,centre_frozen,test_probe,5,0.5,0.7352325439453125,18.113220581054687,15.647382690429687,16.88030163574219,135.0424130859375
plain,2,centre_frozen,test_probe,6,0.5,0.7352325439453125,14.963491577148439,16.37653991699219,15.670015747070313,125.3601259765625
plain,2,centre_frozen,test_probe,7,0.5,0.7352325439453125,13.977143920898438,11.905632202148439,12.941388061523439,103.53110449218751
plain,2,centre_frozen,test_probe,8,0.5,0.7352325439453125,26.57299987792969,13.637453979492188,20.105226928710938,160.8418154296875
plain,2,centre_frozen,test_probe,9,0.5,0.7352325439453125,9.453209350585938,11.932715209960937,10.692962280273438,85.5436982421875
plain,2,centre_frozen,test_probe,10,0.5,0.7352325439453125,22.23610144042969,42.45221276855469,32.34415710449218,258.75325683593746
plain,2,centre_frozen,test_probe,11,0.5,0.7352325439453125,8.760713745117188,29.720518432617187,19.24061608886719,153.9249287109375
plain,2,centre_frozen,test_probe,12,0.5,0.7352325439453125,15.136268432617188,39.47788854980468,27.307078491210937,218.4566279296875
plain,2,centre_frozen,test_probe,13,0.5,0.7352325439453125,19.886626831054688,17.03123620605469,18.45893151855469,147.6714521484375
plain,2,centre_frozen,test_probe,14,0.5,0.7352325439453125,27.048911010742188,23.338595581054687,25.193753295898436,201.55002636718748
plain,2,centre_frozen,test_probe,15,0.5,0.7352325439453125,12.668730346679688,16.401048706054688,14.534889526367188,116.2791162109375
plain,2,centre_frozen,test_probe,16,0.5,0.7352325439453125,15.645543823242189,20.890359252929688,18.26795153808594,146.1436123046875
plain,2,centre_frozen,test_probe,17,0.5,0.7352325439453125,24.370459838867188,13.967995971679688,19.169227905273438,153.3538232421875
plain,2,centre_frozen,test_probe,18,0.5,0.7352325439453125,11.968024291992188,17.16347253417969,14.565748413085938,116.5259873046875
plain,2,centre_frozen,test_probe,19,0.5,0.7352325439453125,23.19088464355469,13.739993041992188,18.465438842773438,147.7235107421875
plain,3,saved,train_probe,0,0.005,0.1793782958984375,0.0033259887695312462,0.0023145751953125016,0.002820281982421874,225.6225585937499
plain,3,saved,train_probe,1,0.005,0.1793782958984375,-3.886413574219483e-05,0.005205070495605452,0.0025831031799316284,206.64825439453026
plain,3,saved,train_probe,2,0.005,0.1793782958984375,0.002755645751953112,0.0002316436767577923,0.001493644714355452,119.49157714843616
plain,3,saved,train_probe,3,0.005,0.1793782958984375,0.0037027893066406137,-3.472137451174251e-05,0.0018340339660644356,146.72271728515483
plain,3,saved,train_probe,4,0.005,0.1793782958984375,0.0032660293579101496,-0.0009050445556640641,0.0011804924011230566,94.43939208984453
plain,3,saved,train_probe,5,0.005,0.1793782958984375,0.0005519485473632624,0.0022787551879882573,0.0014153518676757737,113.22814941406189
plain,3,saved,train_probe,6,0.005,0.1793782958984375,0.001042175292968739,0.0006270751953124931,0.0008346252441406299,66.77001953125038
plain,3,saved,train_probe,7,0.005,0.1793782958984375,0.002635795593261714,0.0001258697509765594,0.0013808326721191366,110.46661376953092
plain,3,saved,train_probe,8,0.005,0.1793782958984375,0.001748054504394525,0.0014054718017577905,0.001576763153076144,126.1410522460915
plain,3,saved,train_probe,9,0.005,0.1793782958984375,0.0002710342407226396,0.002455833435058591,0.0013634338378906152,109.07470703124922
plain,3,saved,train_probe,10,0.005,0.1793782958984375,-0.0005621337890625022,0.002456047058105454,0.0009469566345214897,75.75653076171918
plain,3,saved,train_probe,11,0.005,0.1793782958984375,-0.0005104827880859364,0.0025347366333007826,0.001012126922607437,80.97015380859496
plain,3,saved,train_probe,12,0.005,0.1793782958984375,0.0017735595703124996,0.0019436721801757706,0.001858615875244135,148.6892700195308
plain,3,saved,train_probe,13,0.005,0.1793782958984375,0.0011664276123046768,0.000750999450683576,0.0009587135314941264,76.69708251953011
plain,3,saved,train_probe,14,0.005,0.1793782958984375,0.0010285568237304588,0.0022501449584960698,0.0016393508911132781,131.14807128906224
plain,3,saved,train_probe,15,0.005,0.1793782958984375,0.00021532440185545454,0.00183868408203125,0.0010270042419433523,82.16033935546818
plain,3,saved,train_probe,16,0.005,0.1793782958984375,0.001973335266113263,0.0006076049804687456,0.0012904701232910043,103.23760986328034
plain,3,saved,train_probe,17,0.005,0.1793782958984375,0.0023655548095702916,0.0009378509521484335,0.0016517028808593626,132.136230468749
plain,3,saved,train_probe,18,0.005,0.1793782958984375,-2.9144287109400535e-05,0.0022103652954101327,0.00109061050415038,87.2488403320304
plain,3,saved,train_probe,19,0.005,0.1793782958984375,0.0027392349243163805,0.0010125885009765467,0.0018759117126464497,150.07293701171596
plain,3,saved,train_probe,0,0.01,0.1793782958984375,0.012613578796386693,0.010667694091796853,0.011640636444091773,232.81272888183545
plain,3,saved,train_probe,1,0.01,0.1793782958984375,0.0050574340820312425,0.015816009521484375,0.010436721801757809,208.73443603515616
plain,3,saved,train_probe,2,0.01,0.1793782958984375,0.008426712036132794,0.003345710754394521,0.0058862113952636574,117.72422790527314
plain,3,saved,train_probe,3,0.01,0.1793782958984375,0.011512924194335916,0.0036519012451171617,0.007582412719726539,151.64825439453077
plain,3,saved,train_probe,4,0.01,0.1793782958984375,0.009220252990722655,0.0010410156249999747,0.005130634307861315,102.61268615722629
plain,3,saved,train_probe,5,0.01,0.1793782958984375,0.0039136047363281246,0.007392402648925767,0.005653003692626946,113.0600738525389
plain,3,saved,train_probe,6,0.01,0.1793782958984375,0.003945259094238263,0.002898757934570312,0.0034220085144042733,68.44017028808547
plain,3,saved,train_probe,7,0.01,0.1793782958984375,0.008146667480468744,0.0033451309204101387,0.005745899200439442,114.91798400878882
plain,3,saved,train_probe,8,0.01,0.1793782958984375,0.006860015869140618,0.006272270202636709,0.00656614303588865,131.32286071777298
plain,3,saved,train_probe,9,0.01,0.1793782958984375,0.0028909835815429663,0.008341072082519524,0.005616027832031245,112.3205566406249
plain,3,saved,train_probe,10,0.01,0.1793782958984375,0.0012497253417968757,0.0073256301879882635,0.0042876777648925835,85.75355529785166
plain,3,saved,train_probe,11,0.01,0.1793782958984375,0.0015376434326171695,0.00678166961669921,0.00415965652465819,83.19313049316379
plain,3,saved,train_probe,12,0.01,0.1793782958984375,0.00702951049804687,0.007124755859374998,0.007077133178710948,141.54266357421895
plain,3,saved,train_probe,13,0.01,0.1793782958984375,0.003939483642578123,0.0036054534912109137,0.0037724685668945046,75.44937133789008
plain,3,saved,train_probe,14,0.01,0.1793782958984375,0.005004920959472636,0.007878677368164055,0.006441799163818346,128.8359832763669
plain,3,saved,train_probe,15,0.01,0.1793782958984375,0.0024284820556640385,0.0059225311279296755,0.004175506591796857,83.51013183593713
plain,3,saved,train_probe,16,0.01,0.1793782958984375,0.0062814941406249825,0.003787582397460937,0.00503453826904296,100.69076538085919
plain,3,saved,train_probe,17,0.01,0.1793782958984375,0.008015014648437485,0.005214538574218747,0.006614776611328116,132.2955322265623
plain,3,saved,train_probe,18,0.01,0.1793782958984375,0.002461563110351561,0.006743774414062487,0.004602668762207024,92.05337524414047
plain,3,saved,train_probe,19,0.01,0.1793782958984375,0.009010238647460922,0.005846069335937482,0.007428153991699216,148.56307983398432
plain,3,saved,train_probe,0,0.02,0.1793782958984375,0.04786495971679686,0.04580651855468748,0.04683573913574218,234.1786956787109
plain,3,saved,train_probe,1,0.02,0.1793782958984375,0.03262481689453123,0.05397965240478514,0.04330223464965818,216.5111732482909
plain,3,saved,train_probe,2,0.02,0.1793782958984375,0.028900970458984376,0.01753487396240233,0.023217922210693354,116.08961105346677
plain,3,saved,train_probe,3,0.02,0.1793782958984375,0.03991746520996092,0.02218398284912107,0.03105072402954101,155.25362014770505
plain,3,saved,train_probe,4,0.02,0.1793782958984375,0.031248901367187498,0.01295473480224607,0.022101818084716784,110.50909042358391
plain,3,saved,train_probe,5,0.02,0.1793782958984375,0.019410568237304665,0.026266120910644508,0.0228383445739746,114.19172286987299
plain,3,saved,train_probe,6,0.02,0.1793782958984375,0.015034034729003887,0.012393867492675764,0.01371395111083984,68.56975555419919
plain,3,saved,train_probe,7,0.02,0.1793782958984375,0.02830033874511717,0.018648887634277328,0.023474613189697235,117.37306594848617
plain,3,saved,train_probe,8,0.02,0.1793782958984375,0.02723102569580077,0.02677875518798828,0.027004890441894525,135.02445220947263
plain,3,saved,train_probe,9,0.02,0.1793782958984375,0.016180938720703114,0.028756973266601538,0.02246895599365234,112.34477996826169
plain,3,saved,train_probe,10,0.02,0.1793782958984375,0.012059692382812487,0.024231414794921857,0.018145553588867158,90.72776794433578
