seed,epoch,lr,train_loss,train_acc_batchwise,epoch_s,img_per_s,s_mean,s_min_block,s_max_block,s_blocks,phase,ce_loss,penalty_loss,anchor_lambda,anchor_term,theta_dist,alpha_mean,alpha_min_group,alpha_max_group,alpha_groups,test_loss,test_acc,test_acc_at_s1,test_acc_at_a0,test_loss_at_a0
1,0,0.011697777844051106,2.121356423695882,0.21197916666666666,0.2414989471435547,7950.345219760692,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,1.96384859085083,2.356224775314331,0.0001,0.00011781123876571656,1.5470233458373024,1.0,1.0,1.0,[1.0],3.4133289794921877,0.2458,0.2458,0.1585,2.2562732666015624
1,1,0.03289899283371657,2.0226630051930745,0.24322916666666666,0.14126372337341309,13591.59984000081,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1,1.9884355068206787,6.200266361236572,0.0001,0.0002325099885463715,2.517385266761788,0.75,0.75,0.75,[0.75],2.2478751220703126,0.2711,0.2711,0.1975,2.108482421875
1,2,0.06710100716628345,1.933193842569987,0.2734375,0.14378094673156738,13353.646944504784,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2,1.903282642364502,9.069007873535156,0.0001,0.00022672519683837892,3.0533963813937324,0.5,0.5,0.5,[0.5],1.9561532958984376,0.2666,0.2666,0.258,1.9881417846679688
1,3,0.08213938048432697,1.8478551228841147,0.2875,0.13655495643615723,14060.273241694063,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3,1.958568811416626,12.135713577270508,0.0001,0.00015169641971588135,3.5333063839088603,0.25,0.25,0.25,[0.25],2.0169921630859373,0.2636,0.2636,0.3016,1.9027433959960938
1,4,0.09924038765061041,1.7764638106028239,0.3333333333333333,0.1407010555267334,13645.95306561291,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,1.822619915008545,15.712552070617676,0.0001,0.0,4.0419435131813195,0.0,0.0,0.0,[0.0],2.27719267578125,0.1547,0.1547,0.1547,2.27719267578125
1,5,0.0007596123493895991,1.8076364040374755,0.3140625,0.13862872123718262,13849.943812978221,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",4,1.7482378482818604,21.465608596801758,0.0001,0.0,4.633507105586938,0.0,0.0,0.0,[0.0],1.8284504760742188,0.3227,0.3227,0.3227,1.8284504760742188
