seed,epoch,lr,train_loss,train_acc_batchwise,epoch_s,img_per_s,s_mean,s_min_block,s_max_block,s_blocks,phase,alpha_mean,alpha_min_group,alpha_max_group,alpha_groups,test_loss,test_acc,test_acc_at_s1,test_acc_at_a0,test_loss_at_a0,ratio_mean,ratio_last_block,grad_norm_mean,grad_norm_total,linear_gap_mean,neg_frac_mean,dead_frac_mean
1,23,0.06218292076428109,0.9434581826894711,0.6640625,4.179832220077515,1194.306311153184,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.04102564102564099,0.04102564102564099,0.04102564102564099,[0.04102564102564099],1.2232201416015624,0.5836,0.5836,0.5952,1.1411275024414063,,,,,,,
1,24,0.05877053922171402,0.9147602243301196,0.6808894230769231,4.159564018249512,1200.1257771483479,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0010256410256410664,0.0010256410256410664,0.0010256410256410664,[0.0010256410256410664],1.1583702392578126,0.6031,0.6031,0.6218,1.0813330322265624,,,,,,,
1,25,0.055315428493670264,0.8695732553799947,0.6947115384615384,4.16101598739624,1199.7069982717728,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.3601711303710937,0.5749,0.5749,0.5749,1.3601711303710937,,,,,,,
1,26,0.05183442153231034,0.7914196390372056,0.7213541666666666,4.147860050201416,1203.5121579759166,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.1685835571289063,0.6239,0.6239,0.6239,1.1685835571289063,,,,,,,
1,27,0.04834447745364041,0.7557886349849212,0.7311698717948718,4.1488261222839355,1203.2319149716247,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.1802098876953124,0.6157,0.6157,0.6157,1.1802098876953124,,,,,,,
1,28,0.044862598914403806,0.7065699528425168,0.7546073717948718,4.147458791732788,1203.6285954065784,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.1157850463867187,0.6336,0.6336,0.6336,1.1157850463867187,,,,,,,
1,29,0.04140574927684647,0.6721003590485989,0.7682291666666666,4.17372727394104,1196.053233082071,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.2267957397460938,0.6285,0.6285,0.6285,1.2267957397460938,,,,,,,
1,30,0.03799076996492127,0.6374873014596792,0.7694310897435898,4.190011024475098,1191.4049798056012,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.1124700073242189,0.6491,0.6491,0.6491,1.1124700073242189,nan,nan,1.7897161921543367,5.220606275941706,0.6947554123601571,0.4979720115661621,0.0
1,31,0.03463429841456339,0.5861544578503339,0.8046875,4.189152002334595,1191.6492877837763,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.0646697875976563,0.6642,0.6642,0.6642,1.0646697875976563,,,,,,,
1,32,0.03135268701777486,0.5180897407042675,0.8145032051282052,4.175285816192627,1195.6067727483435,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.1113309448242188,0.6568,0.6568,0.6568,1.1113309448242188,,,,,,,
1,33,0.028161923455414368,0.4933337103097867,0.8297275641025641,4.164010047912598,1198.84436938438,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.0877059448242188,0.6657,0.6657,0.6657,1.0877059448242188,,,,,,,
1,34,0.02507755280682332,0.44117317367822695,0.8465544871794872,4.1575400829315186,1200.7100113103652,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.0347989440917968,0.6894,0.6894,0.6894,1.0347989440917968,,,,,,,
1,35,0.02211460181576181,0.40051149710630757,0.8639823717948718,4.173090219497681,1196.2358198430927,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.1189797607421874,0.6742,0.6742,0.6742,1.1189797607421874,,,,,,,
1,36,0.01928750568162347,0.34714558797004896,0.8796073717948718,4.190000057220459,1191.4080982880864,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.0262582092285155,0.6969,0.6969,0.6969,1.0262582092285155,,,,,,,
1,37,0.016610037732595125,0.3153601109217375,0.8918269230769231,4.177080154418945,1195.0931788366447,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.1136105102539062,0.6785,0.6785,0.6785,1.1136105102539062,,,,,,,
1,38,0.014095242323386305,0.2827414075533549,0.9014423076923077,4.150838136672974,1202.6486785633235,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.0793395263671874,0.6994,0.6994,0.6994,1.0793395263671874,,,,,,,
1,39,0.011755371284444328,0.24962057364292634,0.9176682692307693,4.148239850997925,1203.4019678970817,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.0828356018066407,0.6967,0.6967,0.6967,1.0828356018066407,,,,,,,
1,40,0.009601824232267903,0.220516304175059,0.9272836538461539,4.1544060707092285,1201.6158062150578,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.0925860473632814,0.7,0.7,0.7,1.0925860473632814,nan,nan,0.6850129671522447,1.9974795217355648,0.7018340398479994,0.5003418291316313,0.0
1,41,0.007645093031621447,0.19016634080654535,0.9419070512820513,4.200136184692383,1188.5328904795056,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.0803392211914062,0.7125,0.7125,0.7125,1.0803392211914062,,,,,,,
1,42,0.005894710680224575,0.17788011332352957,0.9467147435897436,4.1903369426727295,1191.3123140918458,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.095753564453125,0.7105,0.7105,0.7105,1.095753564453125,,,,,,,
1,43,0.00435920486494546,0.14650434255599976,0.9553285256410257,4.172291994094849,1196.4646786623048,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.0868388916015626,0.7104,0.7104,0.7104,1.0868388916015626,,,,,,,
1,44,0.003046056415767651,0.13650208310439035,0.9593349358974359,4.162694931030273,1199.223119327765,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.076844091796875,0.719,0.719,0.719,1.076844091796875,,,,,,,
1,45,0.001961662859938318,0.12889967056421134,0.9635416666666666,4.1778459548950195,1194.8741178815048,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.0799528076171876,0.7181,0.7181,0.7181,1.0799528076171876,,,,,,,
1,46,0.0011113072538586012,0.11779728722877991,0.967948717948718,4.152546167373657,1202.1540035417038,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.0803723022460938,0.7221,0.7221,0.7221,1.0803723022460938,,,,,,,
1,47,0.0004991324445638712,0.11050291397632697,0.9701522435897436,4.1893157958984375,1191.602696766721,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.0872453979492187,0.7209,0.7209,0.7209,1.0872453979492187,,,,,,,
1,48,0.0001281208861894201,0.11054723652509543,0.9685496794871795,4.235900163650513,1178.4980304393855,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.0814464477539063,0.7224,0.7224,0.7224,1.0814464477539063,,,,,,,
1,49,8.010975369732166e-08,0.109825215756129,0.9691506410256411,4.187556266784668,1192.103384877741,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.0,0.0,0.0,[0.0],1.0800965209960938,0.7218,0.7218,0.7218,1.0800965209960938,nan,nan,0.5241646722263916,1.5288624977300969,0.7044326501052334,0.5012956927804386,0.0
