method,seed,checkpoint,update,reason,state_label,resolution,sigma_G,policy,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
resolution_max_b1_gaussian_conv,2,update_008161.pt,8161,transition_window,final,32,0.0,saved,0.36108428955078126,0.88,0.5580455169677735,0.8
resolution_max_b1_gaussian_conv,2,update_008161.pt,8161,transition_window,final,32,0.0,recalibrated,0.361359130859375,0.874,0.5556403961181641,0.811
resolution_max_b1_gaussian_conv,2,update_008161.pt,8161,transition_window,current,32,0.3,saved,0.35459486389160155,0.881,0.5515503692626953,0.807
resolution_max_b1_gaussian_conv,2,update_008161.pt,8161,transition_window,current,32,0.3,recalibrated,0.35483302307128906,0.875,0.5531257934570313,0.814
resolution_max_b1_gaussian_conv,2,update_008201.pt,8201,transition_window,final,32,0.0,saved,0.3617239532470703,0.886,0.556230972290039,0.804
resolution_max_b1_gaussian_conv,2,update_008201.pt,8201,transition_window,final,32,0.0,recalibrated,0.36000660705566406,0.886,0.5531732025146484,0.803
resolution_max_b1_gaussian_conv,2,update_008201.pt,8201,transition_window,current,32,0.3,saved,0.35543154907226565,0.886,0.5499598541259766,0.809
resolution_max_b1_gaussian_conv,2,update_008201.pt,8201,transition_window,current,32,0.3,recalibrated,0.35375137329101564,0.886,0.5504798889160156,0.805
resolution_max_b1_gaussian_conv,2,update_008210.pt,8210,transition_window,final,32,0.0,saved,0.3598106689453125,0.885,0.5505636596679687,0.808
resolution_max_b1_gaussian_conv,2,update_008210.pt,8210,transition_window,final,32,0.0,recalibrated,0.35572825622558596,0.888,0.548455322265625,0.809
resolution_max_b1_gaussian_conv,2,update_008210.pt,8210,transition_window,current,32,0.3,saved,0.3534256439208984,0.886,0.5437855834960937,0.809
resolution_max_b1_gaussian_conv,2,update_008210.pt,8210,transition_window,current,32,0.3,recalibrated,0.35007443237304686,0.888,0.5458561706542969,0.815
resolution_max_b1_gaussian_conv,2,epoch_021.pt,8211,epoch_end,final,32,0.0,saved,0.36097279357910156,0.886,0.549162109375,0.808
resolution_max_b1_gaussian_conv,2,epoch_021.pt,8211,epoch_end,final,32,0.0,recalibrated,0.3551959075927734,0.887,0.5484110412597656,0.808
resolution_max_b1_gaussian_conv,2,epoch_021.pt,8211,epoch_end,current,32,0.3,saved,0.35485467529296877,0.885,0.5425082702636719,0.815
resolution_max_b1_gaussian_conv,2,epoch_021.pt,8211,epoch_end,current,32,0.3,recalibrated,0.3496387481689453,0.888,0.5457814788818359,0.815
resolution_max_b1_gaussian_conv,2,update_008212.pt,8212,transition_window,final,32,0.0,saved,0.3618486022949219,0.882,0.5559499664306641,0.807
resolution_max_b1_gaussian_conv,2,update_008212.pt,8212,transition_window,final,32,0.0,recalibrated,0.35484173583984374,0.887,0.5484984283447265,0.805
resolution_max_b1_gaussian_conv,2,update_008221.pt,8221,transition_window,final,32,0.0,saved,0.358366455078125,0.887,0.54839990234375,0.807
resolution_max_b1_gaussian_conv,2,update_008221.pt,8221,transition_window,final,32,0.0,recalibrated,0.3549809112548828,0.884,0.545451400756836,0.808
resolution_max_b1_gaussian_conv,2,update_008261.pt,8261,transition_window,final,32,0.0,saved,0.3635113525390625,0.883,0.5413677673339844,0.811
resolution_max_b1_gaussian_conv,2,update_008261.pt,8261,transition_window,final,32,0.0,recalibrated,0.36064651489257815,0.884,0.5479271850585937,0.8
resolution_max_b1_gaussian_conv,2,epoch_022.pt,8602,epoch_end,final,32,0.0,saved,0.3436619415283203,0.883,0.5471183471679687,0.817
resolution_max_b1_gaussian_conv,2,epoch_022.pt,8602,epoch_end,final,32,0.0,recalibrated,0.3378014221191406,0.895,0.5436951904296875,0.814
resolution_max_b1_gaussian_conv,2,epoch_023.pt,8993,epoch_end,final,32,0.0,saved,0.3259036865234375,0.891,0.5402926025390625,0.82
resolution_max_b1_gaussian_conv,2,epoch_023.pt,8993,epoch_end,final,32,0.0,recalibrated,0.32253936767578123,0.895,0.5429466247558594,0.81
resolution_max_b1_gaussian_conv,2,epoch_024.pt,9384,epoch_end,final,32,0.0,saved,0.3229194030761719,0.893,0.5499134216308593,0.821
resolution_max_b1_gaussian_conv,2,epoch_024.pt,9384,epoch_end,final,32,0.0,recalibrated,0.3171287384033203,0.893,0.5495608520507812,0.82
resolution_max_b1_gaussian_conv,2,epoch_025.pt,9775,epoch_end,final,32,0.0,saved,0.302654541015625,0.913,0.5499557495117188,0.814
resolution_max_b1_gaussian_conv,2,epoch_025.pt,9775,epoch_end,final,32,0.0,recalibrated,0.3019511566162109,0.912,0.5457988586425782,0.815
resolution_max_b1_gaussian_conv,2,epoch_026.pt,10166,epoch_end,final,32,0.0,saved,0.2979471893310547,0.905,0.5404247436523437,0.817
resolution_max_b1_gaussian_conv,2,epoch_026.pt,10166,epoch_end,final,32,0.0,recalibrated,0.29687187194824216,0.902,0.5371817016601562,0.823
resolution_max_b1_gaussian_conv,2,epoch_027.pt,10557,epoch_end,final,32,0.0,saved,0.2985925903320312,0.903,0.5387235260009766,0.818
resolution_max_b1_gaussian_conv,2,epoch_027.pt,10557,epoch_end,final,32,0.0,recalibrated,0.29748175048828124,0.904,0.5405750427246093,0.817
resolution_max_b1_gaussian_conv,2,epoch_028.pt,10948,epoch_end,final,32,0.0,saved,0.2958464508056641,0.903,0.5438675994873047,0.819
resolution_max_b1_gaussian_conv,2,epoch_028.pt,10948,epoch_end,final,32,0.0,recalibrated,0.29309246826171875,0.907,0.5410724792480469,0.817
resolution_max_b1_gaussian_conv,2,epoch_029.pt,11339,epoch_end,final,32,0.0,saved,0.2968774871826172,0.903,0.5483981018066406,0.809
resolution_max_b1_gaussian_conv,2,epoch_029.pt,11339,epoch_end,final,32,0.0,recalibrated,0.2926041107177734,0.909,0.5408537139892579,0.818
resolution_max_b1_gaussian_conv,2,epoch_030.pt,11730,epoch_end,final,32,0.0,saved,0.29345413208007814,0.912,0.5439988098144531,0.819
resolution_max_b1_gaussian_conv,2,epoch_030.pt,11730,epoch_end,final,32,0.0,recalibrated,0.29257167053222655,0.91,0.5407951049804688,0.819
gaussian_postrelu,2,epoch_000.pt,0,initialization,final,,0.0,saved,3.5280186767578123,0.1,3.4818909912109377,0.1
gaussian_postrelu,2,epoch_000.pt,0,initialization,final,,0.0,recalibrated,2.3051214599609375,0.085,2.3029620361328127,0.082
gaussian_postrelu,2,epoch_000.pt,0,initialization,current,,1.0,saved,3.648655029296875,0.1,3.605837646484375,0.1
gaussian_postrelu,2,epoch_000.pt,0,initialization,current,,1.0,recalibrated,2.307366455078125,0.07,2.301559326171875,0.082
gaussian_postrelu,2,epoch_001.pt,391,epoch_end,final,,0.0,saved,2.80714599609375,0.17,2.76144873046875,0.171
gaussian_postrelu,2,epoch_001.pt,391,epoch_end,final,,0.0,recalibrated,1.9386806640625,0.276,1.9385120849609374,0.289
gaussian_postrelu,2,epoch_001.pt,391,epoch_end,current,,1.0,saved,1.486507080078125,0.433,1.49842919921875,0.447
gaussian_postrelu,2,epoch_001.pt,391,epoch_end,current,,1.0,recalibrated,1.4634854736328125,0.453,1.4606812744140625,0.447
gaussian_postrelu,2,epoch_002.pt,782,epoch_end,final,,0.0,saved,3.3255908203125,0.15,3.247587890625,0.159
gaussian_postrelu,2,epoch_002.pt,782,epoch_end,final,,0.0,recalibrated,1.904690185546875,0.281,1.8953829956054689,0.281
gaussian_postrelu,2,epoch_002.pt,782,epoch_end,current,,1.0,saved,1.2504839477539063,0.548,1.2841400146484374,0.517
gaussian_postrelu,2,epoch_002.pt,782,epoch_end,current,,1.0,recalibrated,1.2219740600585938,0.567,1.2498344116210938,0.547
gaussian_postrelu,2,update_001123.pt,1123,transition_window,final,,0.0,saved,4.489410400390625,0.142,4.391729736328125,0.142
gaussian_postrelu,2,update_001123.pt,1123,transition_window,final,,0.0,recalibrated,1.8517972412109376,0.318,1.8349808959960938,0.335
gaussian_postrelu,2,update_001123.pt,1123,transition_window,current,,1.0,saved,1.10533349609375,0.598,1.152951904296875,0.598
gaussian_postrelu,2,update_001123.pt,1123,transition_window,current,,1.0,recalibrated,1.0670108032226562,0.613,1.1033546142578126,0.607
gaussian_postrelu,2,update_001163.pt,1163,transition_window,final,,0.0,saved,4.941467041015625,0.127,4.796261962890625,0.137
gaussian_postrelu,2,update_001163.pt,1163,transition_window,final,,0.0,recalibrated,1.8194337158203124,0.314,1.8079471435546874,0.319
gaussian_postrelu,2,update_001163.pt,1163,transition_window,current,,1.0,saved,1.1109821166992186,0.578,1.1186278686523436,0.613
gaussian_postrelu,2,update_001163.pt,1163,transition_window,current,,1.0,recalibrated,1.0800501098632813,0.59,1.0984107666015626,0.624
gaussian_postrelu,2,update_001172.pt,1172,transition_window,final,,0.0,saved,5.003265625,0.128,4.844127197265625,0.14
gaussian_postrelu,2,update_001172.pt,1172,transition_window,final,,0.0,recalibrated,1.8747782592773437,0.288,1.8645269165039062,0.281
gaussian_postrelu,2,update_001172.pt,1172,transition_window,current,,1.0,saved,1.0808016357421875,0.61,1.1422549438476564,0.575
gaussian_postrelu,2,update_001172.pt,1172,transition_window,current,,1.0,recalibrated,1.0577963256835938,0.615,1.1119210815429688,0.586
gaussian_postrelu,2,epoch_003.pt,1173,epoch_end,final,,0.0,saved,5.019407958984375,0.125,4.858581787109375,0.13
gaussian_postrelu,2,epoch_003.pt,1173,epoch_end,final,,0.0,recalibrated,1.8758370971679688,0.281,1.8668072509765625,0.267
gaussian_postrelu,2,epoch_003.pt,1173,epoch_end,current,,1.0,saved,1.113965576171875,0.59,1.166549560546875,0.576
gaussian_postrelu,2,epoch_003.pt,1173,epoch_end,current,,1.0,recalibrated,1.0626693725585938,0.618,1.1198358764648437,0.584
gaussian_postrelu,2,update_001174.pt,1174,transition_window,final,,0.0,saved,4.6242177734375,0.127,4.48907568359375,0.132
gaussian_postrelu,2,update_001174.pt,1174,transition_window,final,,0.0,recalibrated,1.877218017578125,0.27,1.8698360595703125,0.261
gaussian_postrelu,2,update_001174.pt,1174,transition_window,current,,0.85,saved,1.12405517578125,0.578,1.1748018188476563,0.56
gaussian_postrelu,2,update_001174.pt,1174,transition_window,current,,0.85,recalibrated,1.080515869140625,0.613,1.132671630859375,0.582
gaussian_postrelu,2,update_001183.pt,1183,transition_window,final,,0.0,saved,4.2902509765625,0.132,4.2013896484375,0.14
gaussian_postrelu,2,update_001183.pt,1183,transition_window,final,,0.0,recalibrated,1.8117568359375,0.345,1.7969657592773438,0.348
gaussian_postrelu,2,update_001183.pt,1183,transition_window,current,,0.85,saved,1.1343638916015626,0.562,1.1661038208007812,0.584
gaussian_postrelu,2,update_001183.pt,1183,transition_window,current,,0.85,recalibrated,1.0915906982421875,0.597,1.129735595703125,0.606
gaussian_postrelu,2,update_001223.pt,1223,transition_window,final,,0.0,saved,4.610721435546875,0.134,4.523319091796875,0.137
gaussian_postrelu,2,update_001223.pt,1223,transition_window,final,,0.0,recalibrated,1.8258438720703125,0.315,1.8126883544921875,0.302
gaussian_postrelu,2,update_001223.pt,1223,transition_window,current,,0.85,saved,1.0912194213867188,0.594,1.13867919921875,0.588
gaussian_postrelu,2,update_001223.pt,1223,transition_window,current,,0.85,recalibrated,1.0642305297851562,0.591,1.104432861328125,0.596
gaussian_postrelu,2,epoch_004.pt,1564,epoch_end,final,,0.0,saved,6.09470849609375,0.105,5.9367236328125,0.117
gaussian_postrelu,2,epoch_004.pt,1564,epoch_end,final,,0.0,recalibrated,1.7707042846679688,0.348,1.7649327392578125,0.365
gaussian_postrelu,2,epoch_004.pt,1564,epoch_end,current,,0.85,saved,1.0008455200195312,0.611,1.0701942749023436,0.617
gaussian_postrelu,2,epoch_004.pt,1564,epoch_end,current,,0.85,recalibrated,0.9509753112792969,0.648,1.0168515625,0.639
gaussian_postrelu,2,epoch_005.pt,1955,epoch_end,final,,0.0,saved,6.71726220703125,0.109,6.5129462890625,0.115
gaussian_postrelu,2,epoch_005.pt,1955,epoch_end,final,,0.0,recalibrated,1.7957318115234375,0.322,1.7754970703125,0.338
gaussian_postrelu,2,epoch_005.pt,1955,epoch_end,current,,0.85,saved,0.8968667602539062,0.665,0.9622079467773438,0.668
gaussian_postrelu,2,epoch_005.pt,1955,epoch_end,current,,0.85,recalibrated,0.8546764831542969,0.68,0.9287585754394532,0.675
gaussian_postrelu,2,update_002296.pt,2296,transition_window,final,,0.0,saved,7.577900146484375,0.102,7.428602294921875,0.101
gaussian_postrelu,2,update_002296.pt,2296,transition_window,final,,0.0,recalibrated,1.7825029907226562,0.37,1.757947021484375,0.371
gaussian_postrelu,2,update_002296.pt,2296,transition_window,current,,0.85,saved,0.8102331848144532,0.703,0.8944527587890625,0.692
gaussian_postrelu,2,update_002296.pt,2296,transition_window,current,,0.85,recalibrated,0.7917530517578125,0.721,0.8712759704589844,0.698
gaussian_postrelu,2,update_002336.pt,2336,transition_window,final,,0.0,saved,8.6954287109375,0.102,8.466064453125,0.101
gaussian_postrelu,2,update_002336.pt,2336,transition_window,final,,0.0,recalibrated,1.8041864624023438,0.353,1.7943820190429687,0.378
gaussian_postrelu,2,update_002336.pt,2336,transition_window,current,,0.85,saved,0.8242713623046874,0.702,0.8975223388671875,0.695
gaussian_postrelu,2,update_002336.pt,2336,transition_window,current,,0.85,recalibrated,0.7986331176757813,0.718,0.8841576538085938,0.703
gaussian_postrelu,2,update_002345.pt,2345,transition_window,final,,0.0,saved,8.7638427734375,0.102,8.56794580078125,0.104
gaussian_postrelu,2,update_002345.pt,2345,transition_window,final,,0.0,recalibrated,1.8057186279296875,0.34,1.7965128784179687,0.356
gaussian_postrelu,2,update_002345.pt,2345,transition_window,current,,0.85,saved,0.7948661499023437,0.71,0.9044718933105469,0.676
gaussian_postrelu,2,update_002345.pt,2345,transition_window,current,,0.85,recalibrated,0.7754128112792968,0.716,0.8663440246582031,0.713
gaussian_postrelu,2,epoch_006.pt,2346,epoch_end,final,,0.0,saved,8.7274990234375,0.102,8.527697265625,0.103
gaussian_postrelu,2,epoch_006.pt,2346,epoch_end,final,,0.0,recalibrated,1.816596435546875,0.32,1.805586181640625,0.353
gaussian_postrelu,2,epoch_006.pt,2346,epoch_end,current,,0.85,saved,0.8175116577148438,0.698,0.9300120239257812,0.682
gaussian_postrelu,2,epoch_006.pt,2346,epoch_end,current,,0.85,recalibrated,0.7809363098144532,0.712,0.8693694763183594,0.703
gaussian_postrelu,2,update_002347.pt,2347,transition_window,final,,0.0,saved,7.86759423828125,0.104,7.672637939453125,0.107
gaussian_postrelu,2,update_002347.pt,2347,transition_window,final,,0.0,recalibrated,1.8265961303710938,0.305,1.8134165649414062,0.341
gaussian_postrelu,2,update_002347.pt,2347,transition_window,current,,0.7,saved,0.8928670654296875,0.667,0.9631436767578125,0.66
gaussian_postrelu,2,update_002347.pt,2347,transition_window,current,,0.7,recalibrated,0.8007860107421875,0.705,0.8715917663574219,0.705
gaussian_postrelu,2,update_002356.pt,2356,transition_window,final,,0.0,saved,3.94334423828125,0.132,3.8318465576171876,0.143
gaussian_postrelu,2,update_002356.pt,2356,transition_window,final,,0.0,recalibrated,1.810334716796875,0.349,1.7832212524414062,0.365
gaussian_postrelu,2,update_002356.pt,2356,transition_window,current,,0.7,saved,0.8078819885253906,0.712,0.8877135314941407,0.694
gaussian_postrelu,2,update_002356.pt,2356,transition_window,current,,0.7,recalibrated,0.7844477844238281,0.738,0.8605811767578125,0.693
gaussian_postrelu,2,update_002396.pt,2396,transition_window,final,,0.0,saved,5.273747802734375,0.108,5.124239990234375,0.113
gaussian_postrelu,2,update_002396.pt,2396,transition_window,final,,0.0,recalibrated,1.6964736328125,0.395,1.687017822265625,0.414
gaussian_postrelu,2,update_002396.pt,2396,transition_window,current,,0.7,saved,0.78755615234375,0.722,0.9080341186523437,0.661
gaussian_postrelu,2,update_002396.pt,2396,transition_window,current,,0.7,recalibrated,0.7470252685546875,0.749,0.8556781616210938,0.692
gaussian_postrelu,2,epoch_007.pt,2737,epoch_end,final,,0.0,saved,5.9261318359375,0.113,5.72153271484375,0.116
gaussian_postrelu,2,epoch_007.pt,2737,epoch_end,final,,0.0,recalibrated,1.6972230224609375,0.383,1.690979248046875,0.399
gaussian_postrelu,2,epoch_007.pt,2737,epoch_end,current,,0.7,saved,0.727859375,0.738,0.8341907958984375,0.706
gaussian_postrelu,2,epoch_007.pt,2737,epoch_end,current,,0.7,recalibrated,0.702742431640625,0.753,0.7909659423828125,0.726
gaussian_postrelu,2,epoch_008.pt,3128,epoch_end,final,,0.0,saved,4.14715283203125,0.142,4.104231567382812,0.141
gaussian_postrelu,2,epoch_008.pt,3128,epoch_end,final,,0.0,recalibrated,1.6149205322265625,0.435,1.6310521850585937,0.422
gaussian_postrelu,2,epoch_008.pt,3128,epoch_end,current,,0.7,saved,0.6826675720214844,0.757,0.8015892944335937,0.721
gaussian_postrelu,2,epoch_008.pt,3128,epoch_end,current,,0.7,recalibrated,0.6577828979492187,0.765,0.7830487670898437,0.736
gaussian_postrelu,2,update_003469.pt,3469,transition_window,final,,0.0,saved,5.9538466796875,0.11,5.841752685546875,0.113
gaussian_postrelu,2,update_003469.pt,3469,transition_window,final,,0.0,recalibrated,1.7008062744140624,0.366,1.7108519287109376,0.357
gaussian_postrelu,2,update_003469.pt,3469,transition_window,current,,0.7,saved,0.6436650390625,0.776,0.7748402709960938,0.723
gaussian_postrelu,2,update_003469.pt,3469,transition_window,current,,0.7,recalibrated,0.6172007446289063,0.787,0.7508557434082032,0.729
gaussian_postrelu,2,update_003509.pt,3509,transition_window,final,,0.0,saved,5.14717919921875,0.135,4.995083251953125,0.131
gaussian_postrelu,2,update_003509.pt,3509,transition_window,final,,0.0,recalibrated,1.6235552978515626,0.423,1.6393402099609375,0.413
gaussian_postrelu,2,update_003509.pt,3509,transition_window,current,,0.7,saved,0.6146197509765625,0.779,0.7242203979492188,0.754
gaussian_postrelu,2,update_003509.pt,3509,transition_window,current,,0.7,recalibrated,0.6042145385742187,0.792,0.721429443359375,0.752
gaussian_postrelu,2,update_003518.pt,3518,transition_window,final,,0.0,saved,5.4103662109375,0.124,5.25864697265625,0.126
gaussian_postrelu,2,update_003518.pt,3518,transition_window,final,,0.0,recalibrated,1.6833729858398438,0.392,1.69695703125,0.378
gaussian_postrelu,2,update_003518.pt,3518,transition_window,current,,0.7,saved,0.6115289611816406,0.795,0.750899169921875,0.746
gaussian_postrelu,2,update_003518.pt,3518,transition_window,current,,0.7,recalibrated,0.5975111083984375,0.8,0.7339884643554687,0.746
gaussian_postrelu,2,epoch_009.pt,3519,epoch_end,final,,0.0,saved,5.391477294921875,0.126,5.24279248046875,0.127
gaussian_postrelu,2,epoch_009.pt,3519,epoch_end,final,,0.0,recalibrated,1.6866677856445313,0.392,1.7015108032226562,0.373
gaussian_postrelu,2,epoch_009.pt,3519,epoch_end,current,,0.7,saved,0.6179811401367188,0.793,0.7506407470703125,0.737
gaussian_postrelu,2,epoch_009.pt,3519,epoch_end,current,,0.7,recalibrated,0.5998367309570313,0.797,0.7341978454589844,0.74
gaussian_postrelu,2,update_003520.pt,3520,transition_window,final,,0.0,saved,4.864676025390625,0.138,4.737873291015625,0.138
