seed,evr_pc1,evr_pc2,evr_pc3,evr_pc4,evr_pc5,evr_pc6,evr_pc7,evr_pc8,evr_pc9,evr_pc10
3,0.3038152813175986,0.267876496701,0.22406696789718183,0.13817999628186217,0.013355336539824052,0.012555451370587098,0.010963986608305849,0.009084819988733851,0.003126496155461802,0.002983412780752891
1,0.30892373863799893,0.2809433927287052,0.19994893409128423,0.14300069056861225,0.013523811070613092,0.013171869650120691,0.010493561785567337,0.009353456717933842,0.0033030593791102923,0.003098228293875258
4,0.3024690448541577,0.26367863176364487,0.2209128974650238,0.14484480163824093,0.013457009724753999,0.013068250593544498,0.011235658956175492,0.009562243952623227,0.0032140483721764283,0.003101989340517336
0,0.31780697073577047,0.26148903450798155,0.22347243895096247,0.13141512038034728,0.013247100813724188,0.012411902743265098,0.011269103679452929,0.008768371918992667,0.003209530444187611,0.003033105462132467
2,0.3096358881993704,0.2595083743294208,0.21544075567316134,0.14737261620207026,0.013559552260472212,0.013134147603523353,0.010947774733870758,0.009677848745099572,0.003310159259238233,0.0031898863093978796
