method,seed,epoch,update,lr_last_update,train_loss_epoch,state_resolution,state_sigma_G,current_train_probe500_ce,current_train_probe500_acc,current_test_full_ce,current_test_full_acc,target_train_probe500_ce,target_train_probe500_acc,target_test_full_ce,target_test_full_acc
resolution_max_b1,4,28,10948,5.53328423720989e-05,0.36889499992370606,32,,0.30632327270507814,0.89,0.5962240249633789,0.7985,0.30632327270507814,0.89,0.5962240249633789,0.7985
resolution_max_b1,4,29,11339,1.3907117269393864e-05,0.36569064641952514,32,,0.30771771240234375,0.888,0.5922870834350586,0.7996,0.30771771240234375,0.888,0.5922870834350586,0.7996
resolution_max_b1,4,30,11730,9.058745198409212e-11,0.36248032288074494,32,,0.3087147216796875,0.9,0.5932301376342773,0.7993,0.3087147216796875,0.9,0.5932301376342773,0.7993
resolution_max_b1_gaussian_conv,1,0,0,8.333333333333333e-05,,,,2.3736943359375,0.11,2.3745359252929688,0.1059,2.553639892578125,0.1,2.5560952514648436,0.1
resolution_max_b1_gaussian_conv,1,1,391,0.004990141512569891,1.7147258808135986,16,1.0,1.45516943359375,0.492,1.4125073974609375,0.4764,3.950279052734375,0.142,3.9590711181640623,0.1374
resolution_max_b1_gaussian_conv,1,2,782,0.004953056580549272,1.30145479637146,16,1.0,1.2599490966796876,0.542,1.283629864501953,0.5389,3.69640283203125,0.184,3.677782800292969,0.1721
resolution_max_b1_gaussian_conv,1,3,1173,0.004888818630747975,1.1386782009506227,16,1.0,1.055544677734375,0.634,1.0873487182617187,0.6082,4.3697890625,0.188,4.346394775390625,0.1928
resolution_max_b1_gaussian_conv,1,4,1564,0.004798138716554241,1.02235233751297,16,0.85,0.9482691650390624,0.672,0.9693272979736328,0.6513,4.2605087890625,0.166,4.179414794921875,0.1847
resolution_max_b1_gaussian_conv,1,5,1955,0.004682020578909872,0.922631471233368,16,0.85,0.825449462890625,0.69,0.9013278076171874,0.6815,4.37365185546875,0.134,4.354866137695312,0.1307
resolution_max_b1_gaussian_conv,1,6,2346,0.004541749535846712,0.8501233043861389,16,0.85,0.7685079345703125,0.718,0.8418225402832031,0.6998,3.8533037109375,0.112,3.803209716796875,0.1183
resolution_max_b1_gaussian_conv,1,7,2737,0.0043788782552308895,0.892192210483551,24,0.7,0.8267965087890625,0.724,0.8377113372802735,0.7034,3.065569091796875,0.19,3.0203024169921875,0.2019
resolution_max_b1_gaussian_conv,1,8,3128,0.004195209568197074,0.7998390752220154,24,0.7,0.734455810546875,0.73,0.7935862854003907,0.7229,3.86139013671875,0.14,3.85889833984375,0.1344
resolution_max_b1_gaussian_conv,1,9,3519,0.0039927765135118086,0.7456482113075257,24,0.7,0.6751489868164062,0.766,0.7508132141113282,0.7393,4.84801953125,0.124,4.8781947265625,0.1187
resolution_max_b1_gaussian_conv,1,10,3910,0.0037738198337559444,0.689861323299408,24,0.6,0.6344462890625,0.762,0.7328233093261719,0.748,3.17819482421875,0.208,3.1849125610351563,0.2093
resolution_max_b1_gaussian_conv,1,11,4301,0.0035407631724221527,0.644649617843628,24,0.6,0.6374857788085937,0.768,0.7511663513183594,0.7375,4.334056640625,0.114,4.370847412109375,0.111
resolution_max_b1_gaussian_conv,1,12,4692,0.003296186246472237,0.6089497247886658,24,0.6,0.5043598937988282,0.822,0.658372525024414,0.7721,2.952141845703125,0.198,2.9502808837890626,0.1925
resolution_max_b1_gaussian_conv,1,13,5083,0.0030427962913086395,0.6903216027927399,32,0.5,0.60224951171875,0.796,0.6989805999755859,0.7559,2.9965546875,0.338,3.2022701049804687,0.3254
resolution_max_b1_gaussian_conv,1,14,5474,0.0027833980942373526,0.620497426481247,32,0.5,0.5511522216796875,0.8,0.6441224822998047,0.7768,4.54749267578125,0.278,4.543804760742187,0.2582
resolution_max_b1_gaussian_conv,1,15,5865,0.0025208629481234496,0.5794588788318634,32,0.5,0.5069600830078125,0.81,0.6343499450683594,0.7804,4.779431640625,0.226,4.8728434814453125,0.2288
resolution_max_b1_gaussian_conv,1,16,6256,0.0022580968688929426,0.5824671995449067,32,0.4,0.5203070068359374,0.812,0.6118480407714844,0.7898,0.7564527587890625,0.746,0.8088982421875,0.7239
resolution_max_b1_gaussian_conv,1,17,6647,0.0019980084286831713,0.5300231949424744,32,0.4,0.4673525390625,0.836,0.591967221069336,0.7963,0.6874947509765625,0.762,0.7711390258789063,0.7365
resolution_max_b1_gaussian_conv,1,18,7038,0.0017434765606983522,0.5010168197631836,32,0.4,0.44320562744140624,0.844,0.5732455261230469,0.8054,0.734295166015625,0.764,0.8209610534667968,0.723
resolution_max_b1_gaussian_conv,1,19,7429,0.0014973186921401005,0.5181223288917541,32,0.3,0.4329923095703125,0.838,0.588111767578125,0.7992,0.43747122192382815,0.838,0.5922193084716797,0.7979
resolution_max_b1_gaussian_conv,1,20,7820,0.0012622595579512698,0.4791250198364258,32,0.3,0.3887760009765625,0.86,0.5735558380126953,0.8035,0.39261770629882814,0.862,0.5783276748657227,0.8006
resolution_max_b1_gaussian_conv,1,21,8211,0.0010409010405754784,0.45434240467071535,32,0.3,0.37639599609375,0.874,0.5685398681640625,0.8061,0.3784472351074219,0.876,0.5713271041870117,0.8036
resolution_max_b1_gaussian_conv,1,22,8602,0.0008356933695777008,0.4376593137359619,32,0.0,0.36721038818359375,0.88,0.5587033828735352,0.8099,0.36721038818359375,0.88,0.5587033828735352,0.8099
resolution_max_b1_gaussian_conv,1,23,8993,0.0006489079999188671,0.42206074071884153,32,0.0,0.3514002685546875,0.892,0.5578319396972656,0.8092,0.3514002685546875,0.892,0.5578319396972656,0.8092
resolution_max_b1_gaussian_conv,1,24,9384,0.0004826124690963721,0.40553068709373474,32,0.0,0.33033282470703124,0.89,0.5573278289794922,0.8105,0.33033282470703124,0.89,0.5573278289794922,0.8105
resolution_max_b1_gaussian_conv,1,25,9775,0.0003386475114581614,0.3956393917942047,32,0.0,0.32109420776367187,0.89,0.5527070022583008,0.8121,0.32109420776367187,0.89,0.5527070022583008,0.8121
resolution_max_b1_gaussian_conv,1,26,10166,0.00021860668301331375,0.3866127974367142,32,0.0,0.3146100769042969,0.894,0.5509862808227539,0.8096,0.3146100769042969,0.894,0.5509862808227539,0.8096
resolution_max_b1_gaussian_conv,1,27,10557,0.00012381872227320984,0.3780458904504776,32,0.0,0.30664959716796875,0.9,0.5560812820434571,0.8109,0.30664959716796875,0.9,0.5560812820434571,0.8109
resolution_max_b1_gaussian_conv,1,28,10948,5.53328423720989e-05,0.3733632102537155,32,0.0,0.304427001953125,0.9,0.5485691467285156,0.8137,0.304427001953125,0.9,0.5485691467285156,0.8137
resolution_max_b1_gaussian_conv,1,29,11339,1.3907117269393864e-05,0.37404658917427064,32,0.0,0.30228945922851563,0.9,0.5502065277099609,0.8121,0.30228945922851563,0.9,0.5502065277099609,0.8121
resolution_max_b1_gaussian_conv,1,30,11730,9.058745198409212e-11,0.3705032134866714,32,0.0,0.30453857421875,0.9,0.5493452041625977,0.8124,0.30453857421875,0.9,0.5493452041625977,0.8124
resolution_max_b1_gaussian_conv,4,0,0,8.333333333333333e-05,,,,4.4093515625,0.1,4.500717065429687,0.1,6.97040380859375,0.1,7.146914990234375,0.1
resolution_max_b1_gaussian_conv,4,1,391,0.004990141512569891,1.7125386137390137,16,1.0,1.5127711181640624,0.444,1.452830645751953,0.4667,3.556360595703125,0.148,3.5664367431640627,0.1451
resolution_max_b1_gaussian_conv,4,2,782,0.004953056580549272,1.3363389097595215,16,1.0,1.2601287841796875,0.552,1.2159618041992188,0.5615,2.907126708984375,0.172,2.902870788574219,0.1623
resolution_max_b1_gaussian_conv,4,3,1173,0.004888818630747975,1.1602799333381653,16,1.0,1.107904296875,0.61,1.099099606323242,0.6026,3.486301025390625,0.126,3.497264794921875,0.1233
resolution_max_b1_gaussian_conv,4,4,1564,0.004798138716554241,1.0345120422744751,16,0.85,0.975507080078125,0.66,1.0042212188720703,0.6369,2.8217470703125,0.236,2.8062767578125,0.2079
resolution_max_b1_gaussian_conv,4,5,1955,0.004682020578909872,0.9287318950080872,16,0.85,0.893609130859375,0.682,0.9244467376708985,0.6667,3.430279296875,0.188,3.393558068847656,0.1873
resolution_max_b1_gaussian_conv,4,6,2346,0.004541749535846712,0.8468335015487671,16,0.85,0.80632177734375,0.698,0.8919032043457031,0.6856,3.424489990234375,0.156,3.374916064453125,0.149
resolution_max_b1_gaussian_conv,4,7,2737,0.0043788782552308895,0.8942140350914002,24,0.7,0.77026123046875,0.762,0.8382154846191406,0.7083,3.657796875,0.188,3.6481926025390625,0.1929
resolution_max_b1_gaussian_conv,4,8,3128,0.004195209568197074,0.7922215907859802,24,0.7,0.71900341796875,0.75,0.7928219818115234,0.7183,3.4299150390625,0.252,3.4745946166992185,0.2719
resolution_max_b1_gaussian_conv,4,9,3519,0.0039927765135118086,0.7319705755424499,24,0.7,0.7384962158203126,0.74,0.8075644989013672,0.7184,3.564653564453125,0.228,3.571010009765625,0.2496
resolution_max_b1_gaussian_conv,4,10,3910,0.0037738198337559444,0.6844540878295898,24,0.6,0.622463623046875,0.784,0.6936855773925781,0.7555,3.13139013671875,0.194,3.0653838623046874,0.2283
resolution_max_b1_gaussian_conv,4,11,4301,0.0035407631724221527,0.635378590259552,24,0.6,0.6021650390625,0.812,0.7205203887939453,0.7499,2.715904296875,0.266,2.6650109497070313,0.2665
resolution_max_b1_gaussian_conv,4,12,4692,0.003296186246472237,0.5974531385421753,24,0.6,0.5449783325195312,0.816,0.6562971313476562,0.7699,3.09170166015625,0.262,3.0632488037109376,0.2583
resolution_max_b1_gaussian_conv,4,13,5083,0.0030427962913086395,0.6831346027755737,32,0.5,0.652968505859375,0.776,0.6630033264160157,0.7676,4.4686220703125,0.2,4.484679345703125,0.2287
resolution_max_b1_gaussian_conv,4,14,5474,0.0027833980942373526,0.602015584564209,32,0.5,0.5960352783203124,0.816,0.6603916748046875,0.7698,6.49340673828125,0.186,6.605510083007813,0.1724
resolution_max_b1_gaussian_conv,4,15,5865,0.0025208629481234496,0.5667640830612183,32,0.5,0.5108932495117188,0.828,0.610398031616211,0.7933,5.8582431640625,0.214,5.863396215820313,0.2043
resolution_max_b1_gaussian_conv,4,16,6256,0.0022580968688929426,0.5687018077278138,32,0.4,0.4985382080078125,0.824,0.5799373077392578,0.8016,0.8125574340820313,0.728,0.8434797058105469,0.7151
resolution_max_b1_gaussian_conv,4,17,6647,0.0019980084286831713,0.5173649542236328,32,0.4,0.46577862548828125,0.848,0.5784330627441406,0.7988,0.79466552734375,0.726,0.8417160308837891,0.7143
resolution_max_b1_gaussian_conv,4,18,7038,0.0017434765606983522,0.4900631831121445,32,0.4,0.4226411437988281,0.858,0.5691376174926758,0.8055,0.68444140625,0.778,0.7705559783935547,0.7375
resolution_max_b1_gaussian_conv,4,19,7429,0.0014973186921401005,0.5062862168979645,32,0.3,0.4431131591796875,0.844,0.5703088836669922,0.8081,0.449914306640625,0.84,0.5739556640625,0.8062
resolution_max_b1_gaussian_conv,4,20,7820,0.0012622595579512698,0.4640960783195496,32,0.3,0.4208064575195313,0.858,0.5624239135742187,0.8107,0.42164984130859373,0.85,0.5624196411132812,0.8074
resolution_max_b1_gaussian_conv,4,21,8211,0.0010409010405754784,0.4405867835521698,32,0.3,0.40758370971679686,0.852,0.557244401550293,0.8104,0.41681689453125,0.84,0.5637057586669922,0.8081
resolution_max_b1_gaussian_conv,4,22,8602,0.0008356933695777008,0.4248044624233246,32,0.0,0.38348663330078125,0.87,0.5420256515502929,0.8167,0.38348663330078125,0.87,0.5420256515502929,0.8167
resolution_max_b1_gaussian_conv,4,23,8993,0.0006489079999188671,0.4071402770614624,32,0.0,0.37012640380859374,0.878,0.5413243347167969,0.8131,0.37012640380859374,0.878,0.5413243347167969,0.8131
resolution_max_b1_gaussian_conv,4,24,9384,0.0004826124690963721,0.3935430667877197,32,0.0,0.36692218017578127,0.864,0.5444741821289063,0.817,0.36692218017578127,0.864,0.5444741821289063,0.817
resolution_max_b1_gaussian_conv,4,25,9775,0.0003386475114581614,0.3834959086894989,32,0.0,0.3449605102539062,0.88,0.5343643859863281,0.818,0.3449605102539062,0.88,0.5343643859863281,0.818
resolution_max_b1_gaussian_conv,4,26,10166,0.00021860668301331375,0.3726648301029205,32,0.0,0.336030029296875,0.89,0.5360917846679687,0.8177,0.336030029296875,0.89,0.5360917846679687,0.8177
resolution_max_b1_gaussian_conv,4,27,10557,0.00012381872227320984,0.3654356126403809,32,0.0,0.3334237060546875,0.888,0.5396967712402344,0.8167,0.3334237060546875,0.888,0.5396967712402344,0.8167
resolution_max_b1_gaussian_conv,4,28,10948,5.53328423720989e-05,0.36439587721824646,32,0.0,0.335289306640625,0.886,0.5389864730834961,0.8162,0.335289306640625,0.886,0.5389864730834961,0.8162
resolution_max_b1_gaussian_conv,4,29,11339,1.3907117269393864e-05,0.3612938584423065,32,0.0,0.33021188354492187,0.882,0.5342885986328125,0.8178,0.33021188354492187,0.882,0.5342885986328125,0.8178
resolution_max_b1_gaussian_conv,4,30,11730,9.058745198409212e-11,0.35877648973464965,32,0.0,0.33139190673828123,0.886,0.5350250259399414,0.819,0.33139190673828123,0.886,0.5350250259399414,0.819
gaussian_postrelu,0,0,0,8.333333333333333e-05,,,,2.7520244140625,0.1,2.7397414672851563,0.1,2.79760546875,0.1,2.7896129272460937,0.1
gaussian_postrelu,0,1,391,0.004990141512569891,1.7723677729415894,,1.0,1.525870849609375,0.436,1.49687314453125,0.447,4.03326171875,0.14,4.121045068359375,0.1274
gaussian_postrelu,0,2,782,0.004953056580549272,1.388348810825348,,1.0,1.322327392578125,0.522,1.283859326171875,0.5271,4.078919921875,0.13,4.1743310546875,0.1192
gaussian_postrelu,0,3,1173,0.004888818630747975,1.216204354133606,,1.0,1.15080126953125,0.596,1.1580683044433593,0.577,4.8416943359375,0.126,4.937999560546875,0.1134
gaussian_postrelu,0,4,1564,0.004798138716554241,1.0971793894386292,,0.85,1.057925048828125,0.628,1.0475978057861328,0.6231,4.92106494140625,0.11,5.126484375,0.1049
gaussian_postrelu,0,5,1955,0.004682020578909872,1.0015855171775818,,0.85,1.025627685546875,0.628,1.0228793884277343,0.6303,4.60487353515625,0.132,4.8104232421875,0.1264
gaussian_postrelu,0,6,2346,0.004541749535846712,0.9301144740295411,,0.85,0.904192138671875,0.688,0.8983345886230468,0.6801,6.18784912109375,0.112,6.437019897460938,0.1063
gaussian_postrelu,0,7,2737,0.0043788782552308895,0.8536682143211365,,0.7,0.8199580688476562,0.712,0.8607506530761718,0.6991,3.6159931640625,0.176,3.7470663208007813,0.17
gaussian_postrelu,0,8,3128,0.004195209568197074,0.7936759405517578,,0.7,0.765561767578125,0.728,0.7965066589355468,0.7199,4.8602109375,0.144,5.034465673828125,0.1347
gaussian_postrelu,0,9,3519,0.0039927765135118086,0.7449721606254578,,0.7,0.6457057495117188,0.78,0.7590917663574219,0.7356,3.90420751953125,0.22,4.110743469238281,0.2044
gaussian_postrelu,0,10,3910,0.0037738198337559444,0.6956687729644775,,0.6,0.6850886840820313,0.776,0.7449113037109375,0.738,2.82092431640625,0.284,3.0256299682617187,0.2535
gaussian_postrelu,0,11,4301,0.0035407631724221527,0.6588846015262604,,0.6,0.60560595703125,0.79,0.6793834167480469,0.7615,2.927668212890625,0.278,3.1355342895507814,0.2643
gaussian_postrelu,0,12,4692,0.003296186246472237,0.6190650765705109,,0.6,0.6018569946289063,0.792,0.6720291198730469,0.7692,3.17478369140625,0.25,3.2924442504882814,0.2457
gaussian_postrelu,0,13,5083,0.0030427962913086395,0.5961438051223755,,0.5,0.5707577514648438,0.812,0.6499797607421876,0.7707,1.560008056640625,0.496,1.6641477478027344,0.4549
gaussian_postrelu,0,14,5474,0.0027833980942373526,0.5611444752502441,,0.5,0.49616571044921876,0.834,0.6498195251464843,0.7757,1.97415234375,0.4,2.108004217529297,0.3815
gaussian_postrelu,0,15,5865,0.0025208629481234496,0.5318121124458313,,0.5,0.4848341369628906,0.838,0.6241324676513672,0.7828,1.808898681640625,0.432,1.89849990234375,0.411
gaussian_postrelu,0,16,6256,0.0022580968688929426,0.5568355489730835,,0.4,0.4875224609375,0.828,0.6241395111083985,0.7861,0.75930517578125,0.74,0.8701916625976562,0.6944
gaussian_postrelu,0,17,6647,0.0019980084286831713,0.5058238100767135,,0.4,0.45828045654296873,0.842,0.616556689453125,0.7859,0.700391845703125,0.752,0.8059970245361329,0.7193
gaussian_postrelu,0,18,7038,0.0017434765606983522,0.47535408826828,,0.4,0.42123553466796876,0.856,0.617114468383789,0.7869,0.6726608276367188,0.774,0.839933950805664,0.7027
gaussian_postrelu,0,19,7429,0.0014973186921401005,0.5054218138504029,,0.3,0.4265296020507813,0.862,0.6045928436279296,0.7933,0.4339595947265625,0.858,0.6109821472167969,0.7899
gaussian_postrelu,0,20,7820,0.0012622595579512698,0.4614903911495209,,0.3,0.41085272216796875,0.866,0.6097654296875,0.7888,0.41994415283203124,0.862,0.6170186767578125,0.7858
gaussian_postrelu,0,21,8211,0.0010409010405754784,0.43539303804397583,,0.3,0.3833704223632812,0.874,0.6060621917724609,0.7912,0.3873923034667969,0.874,0.6091650909423828,0.7891
gaussian_postrelu,0,22,8602,0.0008356933695777008,0.42109228458881376,,0.0,0.35033718872070313,0.886,0.6009763885498047,0.7955,0.35033718872070313,0.886,0.6009763885498047,0.7955
gaussian_postrelu,0,23,8993,0.0006489079999188671,0.3976705585384369,,0.0,0.34321954345703126,0.88,0.5947337326049804,0.7926,0.34321954345703126,0.88,0.5947337326049804,0.7926
gaussian_postrelu,0,24,9384,0.0004826124690963721,0.38242103327274324,,0.0,0.32133978271484376,0.902,0.5916138610839844,0.7974,0.32133978271484376,0.902,0.5916138610839844,0.7974
gaussian_postrelu,0,25,9775,0.0003386475114581614,0.3703602084302902,,0.0,0.324653564453125,0.9,0.5907635269165039,0.7972,0.324653564453125,0.9,0.5907635269165039,0.7972
gaussian_postrelu,0,26,10166,0.00021860668301331375,0.3599940434074402,,0.0,0.3040166015625,0.892,0.5950271697998046,0.7985,0.3040166015625,0.892,0.5950271697998046,0.7985
gaussian_postrelu,0,27,10557,0.00012381872227320984,0.3496017053937912,,0.0,0.32158367919921876,0.894,0.5917374359130859,0.7981,0.32158367919921876,0.894,0.5917374359130859,0.7981
gaussian_postrelu,0,28,10948,5.53328423720989e-05,0.34772980200767517,,0.0,0.30939517211914064,0.904,0.5897783142089844,0.7979,0.30939517211914064,0.904,0.5897783142089844,0.7979
gaussian_postrelu,0,29,11339,1.3907117269393864e-05,0.33978126130580905,,0.0,0.30096365356445315,0.904,0.5921287139892578,0.7993,0.30096365356445315,0.904,0.5921287139892578,0.7993
gaussian_postrelu,0,30,11730,9.058745198409212e-11,0.34113382794380187,,0.0,0.3056756591796875,0.898,0.5883055130004883,0.7983,0.3056756591796875,0.898,0.5883055130004883,0.7983
plain,0,0,0,8.333333333333333e-05,,,,2.79760546875,0.1,2.7896129272460937,0.1,2.79760546875,0.1,2.7896129272460937,0.1
plain,0,1,391,0.004990141512569891,1.8920325254821777,,,1.717532470703125,0.36,1.6545081176757812,0.3666,1.717532470703125,0.36,1.6545081176757812,0.3666
plain,0,2,782,0.004953056580549272,1.5293433013916016,,,1.383342041015625,0.492,1.3869514709472657,0.4837,1.383342041015625,0.492,1.3869514709472657,0.4837
plain,0,3,1173,0.004888818630747975,1.3232502368164063,,,1.2485013427734375,0.546,1.2782452453613282,0.5158,1.2485013427734375,0.546,1.2782452453613282,0.5158
plain,0,4,1564,0.004798138716554241,1.189166205368042,,,1.06691259765625,0.61,1.1120536437988282,0.5959,1.06691259765625,0.61,1.1120536437988282,0.5959
plain,0,5,1955,0.004682020578909872,1.0744011479187012,,,1.056452392578125,0.626,1.0630575469970702,0.6078,1.056452392578125,0.626,1.0630575469970702,0.6078
plain,0,6,2346,0.004541749535846712,0.9879974541473389,,,0.9629527587890625,0.662,0.9747849304199219,0.6464,0.9629527587890625,0.662,0.9747849304199219,0.6464
plain,0,7,2737,0.0043788782552308895,0.9202577952194214,,,0.8819314575195313,0.686,0.9192826904296875,0.6695,0.8819314575195313,0.686,0.9192826904296875,0.6695
plain,0,8,3128,0.004195209568197074,0.865449925994873,,,0.8102852783203125,0.732,0.8730315216064453,0.6892,0.8102852783203125,0.732,0.8730315216064453,0.6892
plain,0,9,3519,0.0039927765135118086,0.8075604172325134,,,0.7615645141601562,0.742,0.8363167175292969,0.701,0.7615645141601562,0.742,0.8363167175292969,0.701
plain,0,10,3910,0.0037738198337559444,0.7655061101150513,,,0.7857503662109375,0.734,0.8529269165039063,0.6988,0.7857503662109375,0.734,0.8529269165039063,0.6988
plain,0,11,4301,0.0035407631724221527,0.7209492589378357,,,0.7088536376953125,0.766,0.8215862335205079,0.7067,0.7088536376953125,0.766,0.8215862335205079,0.7067
plain,0,12,4692,0.003296186246472237,0.6796751978111267,,,0.647332763671875,0.774,0.7902029876708985,0.7205,0.647332763671875,0.774,0.7902029876708985,0.7205
plain,0,13,5083,0.0030427962913086395,0.6430010003852844,,,0.602033935546875,0.798,0.7807531677246093,0.7199,0.602033935546875,0.798,0.7807531677246093,0.7199
plain,0,14,5474,0.0027833980942373526,0.6069052754497528,,,0.6092672119140625,0.782,0.8172196197509766,0.717,0.6092672119140625,0.782,0.8172196197509766,0.717
plain,0,15,5865,0.0025208629481234496,0.5769891612052918,,,0.5450631103515625,0.82,0.7853102264404297,0.7262,0.5450631103515625,0.82,0.7853102264404297,0.7262
plain,0,16,6256,0.0022580968688929426,0.5407667928886414,,,0.4952419738769531,0.84,0.7523436279296875,0.7398,0.4952419738769531,0.84,0.7523436279296875,0.7398
plain,0,17,6647,0.0019980084286831713,0.5096199729633332,,,0.46105337524414064,0.838,0.7579082702636719,0.7367,0.46105337524414064,0.838,0.7579082702636719,0.7367
plain,0,18,7038,0.0017434765606983522,0.4799109606838226,,,0.4133739013671875,0.862,0.7349091339111328,0.7475,0.4133739013671875,0.862,0.7349091339111328,0.7475
plain,0,19,7429,0.0014973186921401005,0.4510910353088379,,,0.366208740234375,0.882,0.7448916442871094,0.7469,0.366208740234375,0.882,0.7448916442871094,0.7469
plain,0,20,7820,0.0012622595579512698,0.42315254755973813,,,0.34855792236328126,0.88,0.7536290985107422,0.7456,0.34855792236328126,0.88,0.7536290985107422,0.7456
plain,0,21,8211,0.0010409010405754784,0.4004239202928543,,,0.3361544189453125,0.884,0.7544198791503907,0.7468,0.3361544189453125,0.884,0.7544198791503907,0.7468
plain,0,22,8602,0.0008356933695777008,0.3802642413139343,,,0.2992783813476563,0.914,0.7647060791015625,0.7438,0.2992783813476563,0.914,0.7647060791015625,0.7438
plain,0,23,8993,0.0006489079999188671,0.35815880517482757,,,0.28300146484375,0.924,0.7591159271240234,0.746,0.28300146484375,0.924,0.7591159271240234,0.746
plain,0,24,9384,0.0004826124690963721,0.3408210737371445,,,0.26937603759765627,0.922,0.7726679473876953,0.743,0.26937603759765627,0.922,0.7726679473876953,0.743
plain,0,25,9775,0.0003386475114581614,0.32644878014087675,,,0.24660678100585937,0.938,0.7691257080078125,0.7461,0.24660678100585937,0.938,0.7691257080078125,0.7461
plain,0,26,10166,0.00021860668301331375,0.31615778412818907,,,0.245236083984375,0.942,0.7758567840576172,0.7412,0.245236083984375,0.942,0.7758567840576172,0.7412
plain,0,27,10557,0.00012381872227320984,0.30581156360149386,,,0.2520591735839844,0.932,0.7790127777099609,0.7417,0.2520591735839844,0.932,0.7790127777099609,0.7417
plain,0,28,10948,5.53328423720989e-05,0.3026324855303764,,,0.23711734008789062,0.94,0.7782267395019531,0.7433,0.23711734008789062,0.94,0.7782267395019531,0.7433
plain,0,29,11339,1.3907117269393864e-05,0.2958199594783783,,,0.232521240234375,0.942,0.7781970520019531,0.7432,0.232521240234375,0.942,0.7781970520019531,0.7432
plain,0,30,11730,9.058745198409212e-11,0.2968295598125458,,,0.2337054443359375,0.944,0.7731327758789063,0.7453,0.2337054443359375,0.944,0.7731327758789063,0.7453
resolution_max_b1,0,0,0,8.333333333333333e-05,,,,2.651806396484375,0.1,2.646578503417969,0.1,2.79760546875,0.1,2.7896129272460937,0.1
resolution_max_b1,0,1,391,0.004990141512569891,1.820350074005127,16,,1.6305775146484376,0.37,1.5450881713867188,0.4178,3.373363037109375,0.142,3.35242197265625,0.1445
resolution_max_b1,0,2,782,0.004953056580549272,1.4183469044876098,16,,1.319607177734375,0.524,1.277917510986328,0.5202,3.29071875,0.162,3.2597495971679686,0.1612
resolution_max_b1,0,3,1173,0.004888818630747975,1.2215664796447754,16,,1.1445899658203125,0.58,1.1434298767089843,0.5804,3.184419677734375,0.216,3.1441587158203124,0.2137
resolution_max_b1,0,4,1564,0.004798138716554241,1.0867099683380126,16,,1.0120269165039062,0.634,1.0194264068603516,0.6279,4.1822138671875,0.192,4.152562683105469,0.1842
resolution_max_b1,0,5,1955,0.004682020578909872,0.9893728902244567,16,,0.9778099365234375,0.656,1.0188719451904298,0.6277,3.99608154296875,0.152,3.9039185302734376,0.1672
resolution_max_b1,0,6,2346,0.004541749535846712,0.9160734456253051,16,,0.8715701293945313,0.69,0.924848794555664,0.6656,4.2111767578125,0.144,4.091224267578125,0.1464
resolution_max_b1,0,7,2737,0.0043788782552308895,0.9536795817375183,24,,0.8818978271484375,0.694,0.8982054870605469,0.6762,3.528041748046875,0.164,3.4203283203125,0.1691
resolution_max_b1,0,8,3128,0.004195209568197074,0.8532182825088501,24,,0.8671825561523437,0.71,0.8598869232177735,0.6921,3.459717041015625,0.164,3.379898046875,0.1864
resolution_max_b1,0,9,3519,0.0039927765135118086,0.7863549925231934,24,,0.74964453125,0.762,0.8040854248046875,0.7163,2.827803466796875,0.236,2.762159423828125,0.239
resolution_max_b1,0,10,3910,0.0037738198337559444,0.7346979749965667,24,,0.732959228515625,0.756,0.7767401397705078,0.7199,3.01155322265625,0.234,2.9345244873046874,0.2433
resolution_max_b1,0,11,4301,0.0035407631724221527,0.684296879940033,24,,0.6442561645507813,0.792,0.7409705657958985,0.7376,3.490591796875,0.19,3.3726698974609377,0.2022
resolution_max_b1,0,12,4692,0.003296186246472237,0.6450786995506287,24,,0.585862060546875,0.81,0.7130096618652344,0.7508,2.9905947265625,0.234,2.8913073852539064,0.2365
resolution_max_b1,0,13,5083,0.0030427962913086395,0.7606899057865143,32,,0.681587646484375,0.756,0.7281923767089844,0.7463,0.681587646484375,0.756,0.7281923767089844,0.7463
resolution_max_b1,0,14,5474,0.0027833980942373526,0.6718661597728729,32,,0.6052753295898438,0.792,0.701154605102539,0.7558,0.6052753295898438,0.792,0.701154605102539,0.7558
resolution_max_b1,0,15,5865,0.0025208629481234496,0.6296010630607605,32,,0.5878004150390626,0.79,0.6728793579101563,0.7628,0.5878004150390626,0.79,0.6728793579101563,0.7628
resolution_max_b1,0,16,6256,0.0022580968688929426,0.5865425654315949,32,,0.5388574829101562,0.824,0.6441040069580078,0.778,0.5388574829101562,0.824,0.6441040069580078,0.778
resolution_max_b1,0,17,6647,0.0019980084286831713,0.5548846223831176,32,,0.5044748840332032,0.818,0.6449336730957032,0.7787,0.5044748840332032,0.818,0.6449336730957032,0.7787
resolution_max_b1,0,18,7038,0.0017434765606983522,0.5272993693256378,32,,0.48390283203125,0.852,0.6217217590332031,0.7898,0.48390283203125,0.852,0.6217217590332031,0.7898
resolution_max_b1,0,19,7429,0.0014973186921401005,0.4985725245380402,32,,0.43711737060546874,0.858,0.602829443359375,0.7901,0.43711737060546874,0.858,0.602829443359375,0.7901
resolution_max_b1,0,20,7820,0.0012622595579512698,0.47441618597984314,32,,0.40595050048828124,0.866,0.5973007537841797,0.7949,0.40595050048828124,0.866,0.5973007537841797,0.7949
