kind,method,seed,grid,checkpoint_update,state_label,a_dir0,b_dir1,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,-0.25,1.4772554321289062,0.556,1.6239989013671876,0.547
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,-0.225,1.30797607421875,0.593,1.4814525756835937,0.574
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,-0.2,1.1313782348632813,0.642,1.3333092041015624,0.606
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,-0.175,0.950112548828125,0.69,1.1805818481445312,0.656
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,-0.15,0.7919942626953125,0.737,1.037619140625,0.689
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,-0.125,0.6524271850585938,0.774,0.9016212158203125,0.712
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,-0.09999999999999998,0.5276320495605469,0.813,0.7864766540527344,0.739
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,-0.07499999999999998,0.426907470703125,0.85,0.7065647583007812,0.765
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,-0.04999999999999999,0.37376966857910154,0.876,0.6685686645507812,0.772
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,-0.024999999999999994,0.38248114013671874,0.868,0.6647942504882812,0.776
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,0.0,0.4347192230224609,0.851,0.6980864562988282,0.765
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,0.025000000000000022,0.5114585418701172,0.834,0.7567120971679687,0.737
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,0.050000000000000044,0.6136162109375,0.803,0.8450276184082032,0.708
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,0.07500000000000001,0.7460577392578125,0.746,0.9449866943359375,0.679
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,0.10000000000000003,0.8986730651855469,0.698,1.0694585876464844,0.649
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,0.125,1.0614950561523437,0.641,1.2136825561523437,0.609
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,0.15000000000000002,1.2277542724609376,0.601,1.369537841796875,0.575
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,0.17500000000000004,1.391646484375,0.564,1.5302000732421874,0.531
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,0.2,1.5599251708984374,0.503,1.6907390747070312,0.491
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,0.22500000000000003,1.745133544921875,0.455,1.859530029296875,0.448
final,gaussian_postrelu,3,21,11730,final,-0.04999999999999999,0.25,1.9444501342773437,0.421,2.03278662109375,0.41
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,-0.25,1.5112689819335938,0.554,1.6466361083984375,0.539
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,-0.225,1.3506614379882813,0.593,1.504802490234375,0.576
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,-0.2,1.1837752685546874,0.633,1.3630485229492189,0.605
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,-0.175,1.0093475952148439,0.671,1.2134280395507813,0.648
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,-0.15,0.836097412109375,0.719,1.0630087890625,0.685
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,-0.125,0.6730316162109375,0.763,0.9152314453125,0.718
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,-0.09999999999999998,0.5164865112304687,0.828,0.7789053649902343,0.735
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,-0.07499999999999998,0.3894658966064453,0.857,0.6689330444335938,0.775
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,-0.04999999999999999,0.31134507751464846,0.905,0.6043443298339843,0.786
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,-0.024999999999999994,0.28277059936523435,0.913,0.576052490234375,0.801
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,0.0,0.30032791137695314,0.899,0.5905484313964844,0.792
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,0.025000000000000022,0.36297471618652344,0.879,0.649685302734375,0.789
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,0.050000000000000044,0.4609788360595703,0.841,0.7280172729492187,0.75
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,0.07500000000000001,0.5941757507324219,0.803,0.8294980773925781,0.73
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,0.10000000000000003,0.7459186096191406,0.753,0.9466638793945312,0.7
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,0.125,0.9170658264160156,0.687,1.0892084350585938,0.652
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,0.15000000000000002,1.09711328125,0.635,1.2498905639648437,0.598
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,0.17500000000000004,1.280382080078125,0.59,1.4192637329101563,0.554
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,0.2,1.46423486328125,0.54,1.59037353515625,0.516
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,0.22500000000000003,1.6577513427734376,0.49,1.7674697875976562,0.464
final,gaussian_postrelu,3,21,11730,final,-0.024999999999999994,0.25,1.8612943115234375,0.437,1.95182421875,0.424
final,gaussian_postrelu,3,21,11730,final,0.0,-0.25,1.556218505859375,0.533,1.679461669921875,0.536
final,gaussian_postrelu,3,21,11730,final,0.0,-0.225,1.3978956909179687,0.577,1.5424307250976563,0.561
final,gaussian_postrelu,3,21,11730,final,0.0,-0.2,1.2401341552734375,0.62,1.4028961181640625,0.594
final,gaussian_postrelu,3,21,11730,final,0.0,-0.175,1.0753694458007812,0.661,1.26166845703125,0.639
final,gaussian_postrelu,3,21,11730,final,0.0,-0.15,0.9090245666503907,0.698,1.1198228149414062,0.669
final,gaussian_postrelu,3,21,11730,final,0.0,-0.125,0.7501903381347657,0.742,0.9715270385742187,0.694
final,gaussian_postrelu,3,21,11730,final,0.0,-0.09999999999999998,0.598603515625,0.792,0.8367083740234375,0.733
final,gaussian_postrelu,3,21,11730,final,0.0,-0.07499999999999998,0.45389422607421875,0.839,0.721743408203125,0.759
final,gaussian_postrelu,3,21,11730,final,0.0,-0.04999999999999999,0.33688662719726564,0.886,0.6304473266601562,0.788
final,gaussian_postrelu,3,21,11730,final,0.0,-0.024999999999999994,0.27250433349609376,0.913,0.575170166015625,0.799
final,gaussian_postrelu,3,21,11730,final,0.0,0.0,0.25617376708984374,0.924,0.5582676391601562,0.798
final,gaussian_postrelu,3,21,11730,final,0.0,0.025000000000000022,0.27928369140625,0.912,0.5704602966308594,0.808
final,gaussian_postrelu,3,21,11730,final,0.0,0.050000000000000044,0.3458178863525391,0.881,0.6247202758789062,0.789
final,gaussian_postrelu,3,21,11730,final,0.0,0.07500000000000001,0.46082615661621096,0.842,0.7254402465820312,0.757
final,gaussian_postrelu,3,21,11730,final,0.0,0.10000000000000003,0.6037363586425781,0.789,0.8398558044433594,0.724
final,gaussian_postrelu,3,21,11730,final,0.0,0.125,0.7713698425292969,0.746,0.9749129028320312,0.687
final,gaussian_postrelu,3,21,11730,final,0.0,0.15000000000000002,0.9631573181152344,0.678,1.131647705078125,0.638
final,gaussian_postrelu,3,21,11730,final,0.0,0.17500000000000004,1.1644837036132814,0.615,1.3083677978515624,0.582
final,gaussian_postrelu,3,21,11730,final,0.0,0.2,1.3690366821289062,0.562,1.4869279174804688,0.534
final,gaussian_postrelu,3,21,11730,final,0.0,0.22500000000000003,1.5764697875976563,0.525,1.673842529296875,0.48
final,gaussian_postrelu,3,21,11730,final,0.0,0.25,1.7903050537109375,0.465,1.867367431640625,0.446
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,-0.25,1.6142540283203124,0.528,1.71988134765625,0.521
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,-0.225,1.4580896606445313,0.557,1.5843677368164062,0.558
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,-0.2,1.3061776733398438,0.6,1.4483335571289062,0.583
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,-0.175,1.1474168701171874,0.637,1.315562744140625,0.619
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,-0.15,0.9886211853027344,0.68,1.1806106567382812,0.633
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,-0.125,0.8358409729003906,0.723,1.0396217651367188,0.661
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,-0.09999999999999998,0.6932752685546875,0.763,0.9117915954589844,0.708
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,-0.07499999999999998,0.56441455078125,0.801,0.8059078979492188,0.73
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,-0.04999999999999999,0.46025700378417966,0.846,0.7158066711425781,0.747
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,-0.024999999999999994,0.37174974060058597,0.871,0.6475543823242188,0.771
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,0.0,0.3044743041992187,0.897,0.5998050537109375,0.782
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,0.025000000000000022,0.2879596405029297,0.901,0.587219970703125,0.79
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,0.050000000000000044,0.3243272705078125,0.893,0.6125402526855469,0.791
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,0.07500000000000001,0.40186587524414064,0.861,0.6621312255859375,0.773
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,0.10000000000000003,0.5098917541503907,0.835,0.7509653015136719,0.747
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,0.125,0.6455820922851563,0.785,0.8744378051757813,0.714
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,0.15000000000000002,0.8292999877929688,0.724,1.0298332214355468,0.667
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,0.17500000000000004,1.0424639282226562,0.654,1.2090712890625,0.606
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,0.2,1.2623949584960938,0.598,1.3869073486328125,0.554
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,0.22500000000000003,1.4878093872070313,0.55,1.5795047607421875,0.514
final,gaussian_postrelu,3,21,11730,final,0.025000000000000022,0.25,1.7175201416015624,0.506,1.7870352783203125,0.475
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,-0.25,1.6978138427734375,0.511,1.7885836181640624,0.505
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,-0.225,1.5395330200195312,0.54,1.6509097900390626,0.548
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,-0.2,1.3882037353515626,0.58,1.5176211547851564,0.572
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,-0.175,1.2358663330078126,0.62,1.3871937866210937,0.605
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,-0.15,1.0811629638671876,0.654,1.2568551025390624,0.63
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,-0.125,0.9365224609375,0.698,1.1218121948242188,0.649
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,-0.09999999999999998,0.8024073486328125,0.737,1.0031022338867188,0.672
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,-0.07499999999999998,0.6816246643066406,0.772,0.9052016296386719,0.693
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,-0.04999999999999999,0.5907190551757813,0.797,0.8235145263671875,0.722
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,-0.024999999999999994,0.5169326477050781,0.83,0.7596678466796875,0.741
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,0.0,0.4554810791015625,0.837,0.7171543884277344,0.762
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,0.025000000000000022,0.4080518341064453,0.861,0.6866997680664062,0.762
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,0.050000000000000044,0.39404193115234376,0.868,0.6725224914550781,0.773
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,0.07500000000000001,0.4352611083984375,0.854,0.6955010375976562,0.769
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,0.10000000000000003,0.5146845550537109,0.826,0.7555169677734375,0.749
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,0.125,0.6206027526855469,0.789,0.8350070190429687,0.726
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,0.15000000000000002,0.7551178283691407,0.739,0.9433360595703125,0.689
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,0.17500000000000004,0.9291339416503906,0.689,1.1025117797851562,0.642
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,0.2,1.1531740112304687,0.625,1.2959481201171874,0.587
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,0.22500000000000003,1.3943987426757813,0.571,1.4912879638671874,0.542
final,gaussian_postrelu,3,21,11730,final,0.050000000000000044,0.25,1.636154052734375,0.517,1.701337890625,0.491
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,-0.25,1.7922392578125,0.485,1.874763671875,0.477
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,-0.225,1.6392095336914063,0.517,1.739359130859375,0.511
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,-0.2,1.488556396484375,0.55,1.6068367309570313,0.547
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,-0.175,1.3403287353515625,0.596,1.4763368530273437,0.573
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,-0.15,1.1908645629882812,0.626,1.3538541259765624,0.603
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,-0.125,1.0538839721679687,0.658,1.225580078125,0.622
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,-0.09999999999999998,0.9298075866699219,0.692,1.1125335083007812,0.641
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,-0.07499999999999998,0.8177774353027344,0.727,1.0214957885742189,0.659
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,-0.04999999999999999,0.7317582702636719,0.758,0.9535364990234375,0.683
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,-0.024999999999999994,0.6711031799316406,0.773,0.9031340942382813,0.702
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,0.0,0.6228855895996094,0.778,0.8610042724609375,0.715
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,0.025000000000000022,0.5909524841308593,0.78,0.8395528259277344,0.724
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,0.050000000000000044,0.5776121826171875,0.797,0.82540625,0.729
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,0.07500000000000001,0.5897830810546875,0.801,0.8248155822753906,0.736
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,0.10000000000000003,0.6273895874023437,0.797,0.8522214050292969,0.734
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,0.125,0.695178466796875,0.764,0.9095270385742188,0.716
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,0.15000000000000002,0.7971954650878906,0.734,0.986123291015625,0.687
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,0.17500000000000004,0.9258537292480469,0.696,1.0900787353515624,0.662
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,0.2,1.0891987915039063,0.661,1.2274273071289064,0.613
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,0.22500000000000003,1.2977516479492188,0.588,1.4083392333984375,0.57
final,gaussian_postrelu,3,21,11730,final,0.07500000000000001,0.25,1.5331901245117188,0.542,1.6219497680664063,0.51
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,-0.25,1.8923198852539063,0.459,1.9758736572265625,0.446
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,-0.225,1.7496964111328126,0.489,1.8481367797851562,0.481
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,-0.2,1.6015579223632812,0.526,1.7172334594726562,0.51
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,-0.175,1.4600789184570313,0.559,1.587817626953125,0.54
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,-0.15,1.3199509887695313,0.595,1.4684088745117188,0.566
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,-0.125,1.1918182983398438,0.622,1.3439415893554687,0.599
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,-0.09999999999999998,1.073270263671875,0.655,1.2402509155273438,0.622
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,-0.07499999999999998,0.9751946105957031,0.686,1.1570078735351563,0.635
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,-0.04999999999999999,0.8947605590820312,0.709,1.1044037475585937,0.647
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,-0.024999999999999994,0.8380091247558594,0.729,1.0651419677734375,0.665
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,0.0,0.8060870361328125,0.738,1.0309602661132813,0.671
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,0.025000000000000022,0.7881001281738281,0.733,1.0144945678710937,0.668
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,0.050000000000000044,0.7856508483886718,0.743,1.0106157836914063,0.672
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,0.07500000000000001,0.8123929443359375,0.745,1.0257359008789062,0.684
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,0.10000000000000003,0.8486059265136718,0.743,1.0429527587890626,0.685
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,0.125,0.8909923400878906,0.714,1.0878617553710936,0.669
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,0.15000000000000002,0.9515348510742188,0.705,1.1442794799804688,0.646
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,0.17500000000000004,1.0330141906738282,0.681,1.20849658203125,0.634
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,0.2,1.1436173706054686,0.648,1.29514013671875,0.6
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,0.22500000000000003,1.2983425903320311,0.602,1.4172294921875,0.569
final,gaussian_postrelu,3,21,11730,final,0.10000000000000003,0.25,1.4801316528320312,0.542,1.5706856689453126,0.525
final,gaussian_postrelu,3,21,11730,final,0.125,-0.25,2.0054512939453124,0.432,2.083953125,0.42
final,gaussian_postrelu,3,21,11730,final,0.125,-0.225,1.8667227172851562,0.468,1.9619160766601562,0.452
final,gaussian_postrelu,3,21,11730,final,0.125,-0.2,1.7260332641601563,0.502,1.8404494018554687,0.481
final,gaussian_postrelu,3,21,11730,final,0.125,-0.175,1.5877410888671875,0.529,1.7184701538085938,0.509
final,gaussian_postrelu,3,21,11730,final,0.125,-0.15,1.4526676635742188,0.563,1.5946082153320313,0.531
final,gaussian_postrelu,3,21,11730,final,0.125,-0.125,1.3356795654296876,0.591,1.4767431030273437,0.566
final,gaussian_postrelu,3,21,11730,final,0.125,-0.09999999999999998,1.238554931640625,0.612,1.38557275390625,0.591
final,gaussian_postrelu,3,21,11730,final,0.125,-0.07499999999999998,1.1536336059570313,0.642,1.31082470703125,0.608
final,gaussian_postrelu,3,21,11730,final,0.125,-0.04999999999999999,1.0801705322265625,0.659,1.2618385620117187,0.629
final,gaussian_postrelu,3,21,11730,final,0.125,-0.024999999999999994,1.0313016967773438,0.663,1.2315783081054688,0.629
final,gaussian_postrelu,3,21,11730,final,0.125,0.0,1.00897314453125,0.671,1.2132157592773438,0.634
final,gaussian_postrelu,3,21,11730,final,0.125,0.025000000000000022,1.0036920166015626,0.678,1.2120921630859376,0.629
final,gaussian_postrelu,3,21,11730,final,0.125,0.050000000000000044,1.0175963134765624,0.688,1.2235465698242187,0.625
final,gaussian_postrelu,3,21,11730,final,0.125,0.07500000000000001,1.056705322265625,0.688,1.25587646484375,0.621
final,gaussian_postrelu,3,21,11730,final,0.125,0.10000000000000003,1.1044248046875,0.674,1.2963482666015624,0.609
final,gaussian_postrelu,3,21,11730,final,0.125,0.125,1.1516064453125,0.655,1.334261474609375,0.603
final,gaussian_postrelu,3,21,11730,final,0.125,0.15000000000000002,1.202683349609375,0.637,1.388499267578125,0.581
final,gaussian_postrelu,3,21,11730,final,0.125,0.17500000000000004,1.2595472412109374,0.615,1.445486572265625,0.559
final,gaussian_postrelu,3,21,11730,final,0.125,0.2,1.3299403076171874,0.605,1.4987808837890626,0.549
final,gaussian_postrelu,3,21,11730,final,0.125,0.22500000000000003,1.4144730224609374,0.576,1.5601201171875,0.524
final,gaussian_postrelu,3,21,11730,final,0.125,0.25,1.546404541015625,0.529,1.6502957763671875,0.506
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,-0.25,2.12672412109375,0.416,2.2016141357421875,0.398
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,-0.225,1.9922470703125,0.428,2.0847373046875,0.43
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,-0.2,1.8551693115234376,0.463,1.9692109985351562,0.456
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,-0.175,1.72108740234375,0.507,1.85064208984375,0.486
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,-0.15,1.5967186279296874,0.528,1.7289166870117187,0.496
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,-0.125,1.4905836791992189,0.557,1.6212039794921875,0.531
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,-0.09999999999999998,1.4110187377929688,0.575,1.5398356323242188,0.552
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,-0.07499999999999998,1.3443424072265624,0.591,1.4759358520507813,0.565
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,-0.04999999999999999,1.2858810424804688,0.609,1.4370584106445312,0.589
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,-0.024999999999999994,1.24785009765625,0.617,1.4097915649414063,0.587
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,0.0,1.2314931030273437,0.61,1.3998448486328126,0.586
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,0.025000000000000022,1.2317483520507813,0.616,1.419177490234375,0.583
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,0.050000000000000044,1.26012060546875,0.629,1.4491784057617187,0.577
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,0.07500000000000001,1.3206887817382813,0.625,1.4969041137695311,0.57
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,0.10000000000000003,1.3758400268554687,0.615,1.551249267578125,0.552
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,0.125,1.4341570434570312,0.594,1.6078672485351562,0.545
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,0.15000000000000002,1.4913718872070312,0.584,1.6607232666015626,0.527
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,0.17500000000000004,1.540185546875,0.559,1.7110934448242188,0.508
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,0.2,1.5851082763671875,0.54,1.7524081420898439,0.49
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,0.22500000000000003,1.648764404296875,0.516,1.7972725830078125,0.474
final,gaussian_postrelu,3,21,11730,final,0.15000000000000002,0.25,1.7276463623046876,0.499,1.8540003662109374,0.458
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,-0.25,2.25760400390625,0.389,2.330811279296875,0.378
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,-0.225,2.125337890625,0.41,2.21955419921875,0.402
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,-0.2,1.990750732421875,0.43,2.1053782958984373,0.412
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,-0.175,1.8644742431640624,0.456,1.9869925537109374,0.453
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,-0.15,1.7531278076171875,0.49,1.8745455932617188,0.471
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,-0.125,1.6596162109375,0.523,1.7796953735351562,0.486
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,-0.09999999999999998,1.5903492431640625,0.536,1.7107741088867188,0.508
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,-0.07499999999999998,1.54176904296875,0.555,1.6583569946289063,0.524
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,-0.04999999999999999,1.5011822509765624,0.557,1.6281261596679688,0.537
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,-0.024999999999999994,1.4764865112304688,0.564,1.6124212646484375,0.535
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,0.0,1.468388916015625,0.558,1.6102255249023438,0.538
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,0.025000000000000022,1.478797119140625,0.56,1.639208251953125,0.532
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,0.050000000000000044,1.5135503540039061,0.566,1.6829019775390626,0.525
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,0.07500000000000001,1.585436767578125,0.568,1.7388071899414062,0.52
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,0.10000000000000003,1.6510051879882812,0.555,1.8008629150390625,0.513
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,0.125,1.7132327270507812,0.537,1.859372314453125,0.502
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,0.15000000000000002,1.7771665649414063,0.514,1.9160677490234375,0.488
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,0.17500000000000004,1.8222155151367188,0.501,1.9681840209960937,0.474
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,0.2,1.8637566528320313,0.487,2.011868408203125,0.453
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,0.22500000000000003,1.8996273193359374,0.476,2.043552490234375,0.434
final,gaussian_postrelu,3,21,11730,final,0.17500000000000004,0.25,1.9626884155273439,0.451,2.085654846191406,0.426
final,gaussian_postrelu,3,21,11730,final,0.2,-0.25,2.3911451416015623,0.358,2.4645859375,0.343
final,gaussian_postrelu,3,21,11730,final,0.2,-0.225,2.26819091796875,0.386,2.35741552734375,0.369
final,gaussian_postrelu,3,21,11730,final,0.2,-0.2,2.1407257080078126,0.404,2.239933349609375,0.389
final,gaussian_postrelu,3,21,11730,final,0.2,-0.175,2.020771728515625,0.425,2.122272216796875,0.42
final,gaussian_postrelu,3,21,11730,final,0.2,-0.15,1.9178353271484374,0.452,2.0271190185546875,0.439
final,gaussian_postrelu,3,21,11730,final,0.2,-0.125,1.83777001953125,0.48,1.9490742797851563,0.461
final,gaussian_postrelu,3,21,11730,final,0.2,-0.09999999999999998,1.7795293579101563,0.488,1.890446533203125,0.466
final,gaussian_postrelu,3,21,11730,final,0.2,-0.07499999999999998,1.7404244995117188,0.502,1.85082861328125,0.48
final,gaussian_postrelu,3,21,11730,final,0.2,-0.04999999999999999,1.7134327392578126,0.505,1.8325204467773437,0.485
final,gaussian_postrelu,3,21,11730,final,0.2,-0.024999999999999994,1.7032296752929688,0.509,1.825281005859375,0.492
final,gaussian_postrelu,3,21,11730,final,0.2,0.0,1.7034682006835937,0.509,1.8408314819335938,0.497
final,gaussian_postrelu,3,21,11730,final,0.2,0.025000000000000022,1.724881591796875,0.514,1.8751026611328125,0.495
final,gaussian_postrelu,3,21,11730,final,0.2,0.050000000000000044,1.7697874755859375,0.509,1.9250731201171876,0.487
final,gaussian_postrelu,3,21,11730,final,0.2,0.07500000000000001,1.83936083984375,0.512,1.9808311767578124,0.48
final,gaussian_postrelu,3,21,11730,final,0.2,0.10000000000000003,1.9035821533203126,0.491,2.039728759765625,0.473
final,gaussian_postrelu,3,21,11730,final,0.2,0.125,1.96941943359375,0.477,2.095827880859375,0.459
