method,seed,checkpoint_update,state_label,resolution,sigma_G,policy,direction,amplitude,sign,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
gaussian_postrelu,2,8211,after,,0.0,recalibrated,0,0.25,-1,1.3756292114257813,0.542,1.53705322265625,0.52
gaussian_postrelu,2,8211,before,,0.3,recalibrated,1,0.025,1,0.3419945526123047,0.885,0.5980672912597657,0.796
gaussian_postrelu,2,8211,before,,0.3,recalibrated,1,0.025,-1,0.33214524841308596,0.892,0.5919657592773437,0.796
gaussian_postrelu,2,8211,before,,0.3,recalibrated,1,0.05,1,0.37333604431152345,0.867,0.618188232421875,0.79
gaussian_postrelu,2,8211,before,,0.3,recalibrated,1,0.05,-1,0.35397508239746095,0.879,0.6067467041015625,0.786
gaussian_postrelu,2,8211,before,,0.3,recalibrated,1,0.1,1,0.49847525024414063,0.825,0.7244251708984375,0.77
gaussian_postrelu,2,8211,before,,0.3,recalibrated,1,0.1,-1,0.45409048461914064,0.838,0.6770028991699218,0.768
gaussian_postrelu,2,8211,before,,0.3,recalibrated,1,0.2,1,1.051920166015625,0.651,1.2135784912109375,0.615
gaussian_postrelu,2,8211,before,,0.3,recalibrated,1,0.2,-1,0.8293424072265625,0.724,0.9727756652832031,0.674
gaussian_postrelu,2,8211,before,,0.3,recalibrated,1,0.25,1,1.4016846923828126,0.563,1.5213250122070312,0.526
gaussian_postrelu,2,8211,before,,0.3,recalibrated,1,0.25,-1,1.1083309326171875,0.635,1.226676513671875,0.585
gaussian_postrelu,2,8211,after,,0.0,recalibrated,1,0.025,1,0.3492620391845703,0.884,0.6029164733886718,0.797
gaussian_postrelu,2,8211,after,,0.0,recalibrated,1,0.025,-1,0.33837774658203124,0.891,0.5963912048339843,0.79
gaussian_postrelu,2,8211,after,,0.0,recalibrated,1,0.05,1,0.3812246398925781,0.864,0.62368017578125,0.786
gaussian_postrelu,2,8211,after,,0.0,recalibrated,1,0.05,-1,0.36080747985839845,0.878,0.6118918762207032,0.782
gaussian_postrelu,2,8211,after,,0.0,recalibrated,1,0.1,1,0.506140625,0.821,0.7303631591796875,0.765
gaussian_postrelu,2,8211,after,,0.0,recalibrated,1,0.1,-1,0.46142771911621094,0.834,0.6813511657714844,0.765
gaussian_postrelu,2,8211,after,,0.0,recalibrated,1,0.2,1,1.0547470703125,0.642,1.2145933837890626,0.614
gaussian_postrelu,2,8211,after,,0.0,recalibrated,1,0.2,-1,0.8368499755859375,0.722,0.9818071594238281,0.662
gaussian_postrelu,2,8211,after,,0.0,recalibrated,1,0.25,1,1.403451171875,0.562,1.5204328002929688,0.519
gaussian_postrelu,2,8211,after,,0.0,recalibrated,1,0.25,-1,1.1174046020507813,0.636,1.2357503662109375,0.583
gaussian_postrelu,2,8211,before,,0.3,recalibrated,2,0.025,1,0.33469706726074216,0.893,0.5971614685058594,0.799
gaussian_postrelu,2,8211,before,,0.3,recalibrated,2,0.025,-1,0.34149627685546874,0.885,0.5926748046875,0.802
gaussian_postrelu,2,8211,before,,0.3,recalibrated,2,0.05,1,0.36476779174804685,0.877,0.6202699584960938,0.79
gaussian_postrelu,2,8211,before,,0.3,recalibrated,2,0.05,-1,0.3721951904296875,0.871,0.6106880798339843,0.796
gaussian_postrelu,2,8211,before,,0.3,recalibrated,2,0.1,1,0.49042941284179686,0.828,0.7139974975585938,0.753
gaussian_postrelu,2,8211,before,,0.3,recalibrated,2,0.1,-1,0.4780796813964844,0.833,0.6859781799316407,0.782
gaussian_postrelu,2,8211,before,,0.3,recalibrated,2,0.2,1,0.9914528503417969,0.669,1.14914990234375,0.648
gaussian_postrelu,2,8211,before,,0.3,recalibrated,2,0.2,-1,0.895194091796875,0.701,1.0367835693359375,0.649
gaussian_postrelu,2,8211,before,,0.3,recalibrated,2,0.25,1,1.33239013671875,0.567,1.4907999877929687,0.553
gaussian_postrelu,2,8211,before,,0.3,recalibrated,2,0.25,-1,1.2053309326171875,0.601,1.3075724487304687,0.573
gaussian_postrelu,2,8211,after,,0.0,recalibrated,2,0.025,1,0.341962646484375,0.889,0.601562255859375,0.794
gaussian_postrelu,2,8211,after,,0.0,recalibrated,2,0.025,-1,0.34795664978027346,0.887,0.5979929809570312,0.797
gaussian_postrelu,2,8211,after,,0.0,recalibrated,2,0.05,1,0.37232154846191406,0.877,0.6244903564453125,0.787
gaussian_postrelu,2,8211,after,,0.0,recalibrated,2,0.05,-1,0.37881787109375,0.875,0.6156162109375,0.792
gaussian_postrelu,2,8211,after,,0.0,recalibrated,2,0.1,1,0.5000992431640625,0.829,0.7185357971191406,0.753
gaussian_postrelu,2,8211,after,,0.0,recalibrated,2,0.1,-1,0.4861082000732422,0.821,0.6925345458984375,0.771
gaussian_postrelu,2,8211,after,,0.0,recalibrated,2,0.2,1,1.0031665649414063,0.661,1.1531309814453126,0.642
gaussian_postrelu,2,8211,after,,0.0,recalibrated,2,0.2,-1,0.9024219970703125,0.696,1.04302587890625,0.649
gaussian_postrelu,2,8211,after,,0.0,recalibrated,2,0.25,1,1.34099072265625,0.56,1.4946875,0.547
gaussian_postrelu,2,8211,after,,0.0,recalibrated,2,0.25,-1,1.209873291015625,0.599,1.3114254150390625,0.572
gaussian_postrelu,2,8211,before,,0.3,recalibrated,3,0.025,1,0.3320665283203125,0.891,0.5835357055664062,0.799
gaussian_postrelu,2,8211,before,,0.3,recalibrated,3,0.025,-1,0.33940988159179686,0.894,0.5987881469726563,0.797
gaussian_postrelu,2,8211,before,,0.3,recalibrated,3,0.05,1,0.3493636932373047,0.884,0.5886400756835938,0.801
gaussian_postrelu,2,8211,before,,0.3,recalibrated,3,0.05,-1,0.36602389526367185,0.878,0.6169496154785157,0.786
gaussian_postrelu,2,8211,before,,0.3,recalibrated,3,0.1,1,0.4269123687744141,0.847,0.6434670715332031,0.783
gaussian_postrelu,2,8211,before,,0.3,recalibrated,3,0.1,-1,0.47237110900878904,0.833,0.6975316772460938,0.77
gaussian_postrelu,2,8211,before,,0.3,recalibrated,3,0.2,1,0.7493568725585937,0.736,0.973691162109375,0.684
gaussian_postrelu,2,8211,before,,0.3,recalibrated,3,0.2,-1,0.834984375,0.73,0.9932214965820313,0.682
gaussian_postrelu,2,8211,before,,0.3,recalibrated,3,0.25,1,1.0056962585449218,0.647,1.1989400024414063,0.627
gaussian_postrelu,2,8211,before,,0.3,recalibrated,3,0.25,-1,1.0538049926757813,0.653,1.1702252807617188,0.645
gaussian_postrelu,2,8211,after,,0.0,recalibrated,3,0.025,1,0.33934423828125,0.891,0.587449462890625,0.797
gaussian_postrelu,2,8211,after,,0.0,recalibrated,3,0.025,-1,0.3459087982177734,0.894,0.6040024108886719,0.797
gaussian_postrelu,2,8211,after,,0.0,recalibrated,3,0.05,1,0.35667755126953127,0.884,0.5929089050292968,0.797
gaussian_postrelu,2,8211,after,,0.0,recalibrated,3,0.05,-1,0.3729662170410156,0.88,0.6224401550292968,0.788
gaussian_postrelu,2,8211,after,,0.0,recalibrated,3,0.1,1,0.43519436645507814,0.846,0.6485150756835938,0.786
gaussian_postrelu,2,8211,after,,0.0,recalibrated,3,0.1,-1,0.4802512512207031,0.834,0.7033097534179688,0.764
gaussian_postrelu,2,8211,after,,0.0,recalibrated,3,0.2,1,0.7618147277832031,0.727,0.9808062133789063,0.682
gaussian_postrelu,2,8211,after,,0.0,recalibrated,3,0.2,-1,0.8420488891601563,0.724,0.9991804809570313,0.676
gaussian_postrelu,2,8211,after,,0.0,recalibrated,3,0.25,1,1.0213422241210937,0.636,1.2076746826171876,0.623
gaussian_postrelu,2,8211,after,,0.0,recalibrated,3,0.25,-1,1.0576915283203125,0.653,1.1737818603515624,0.644
gaussian_postrelu,2,8211,before,,0.3,recalibrated,4,0.025,1,0.3624573974609375,0.879,0.6002241821289063,0.798
gaussian_postrelu,2,8211,before,,0.3,recalibrated,4,0.025,-1,0.32263272094726564,0.898,0.6008445129394532,0.799
gaussian_postrelu,2,8211,before,,0.3,recalibrated,4,0.05,1,0.4315999298095703,0.847,0.6462022094726563,0.782
gaussian_postrelu,2,8211,before,,0.3,recalibrated,4,0.05,-1,0.3451249084472656,0.883,0.6366094970703124,0.789
gaussian_postrelu,2,8211,before,,0.3,recalibrated,4,0.1,1,0.6493986206054687,0.776,0.8394550476074218,0.734
gaussian_postrelu,2,8211,before,,0.3,recalibrated,4,0.1,-1,0.48983953857421875,0.823,0.7923531799316407,0.747
gaussian_postrelu,2,8211,before,,0.3,recalibrated,4,0.2,1,1.4078967895507812,0.58,1.51969970703125,0.552
gaussian_postrelu,2,8211,before,,0.3,recalibrated,4,0.2,-1,1.0401522216796875,0.659,1.3385616455078124,0.59
gaussian_postrelu,2,8211,before,,0.3,recalibrated,4,0.25,1,1.8205342407226563,0.479,1.9275779418945314,0.468
gaussian_postrelu,2,8211,before,,0.3,recalibrated,4,0.25,-1,1.4238518676757812,0.547,1.6833451538085937,0.496
gaussian_postrelu,2,8211,after,,0.0,recalibrated,4,0.025,1,0.3695420379638672,0.879,0.6049545593261719,0.79
gaussian_postrelu,2,8211,after,,0.0,recalibrated,4,0.025,-1,0.3293753967285156,0.899,0.6044535522460938,0.798
gaussian_postrelu,2,8211,after,,0.0,recalibrated,4,0.05,1,0.43852389526367186,0.846,0.651057373046875,0.777
gaussian_postrelu,2,8211,after,,0.0,recalibrated,4,0.05,-1,0.352143310546875,0.881,0.6401725463867187,0.791
gaussian_postrelu,2,8211,after,,0.0,recalibrated,4,0.1,1,0.6558875122070312,0.77,0.8436775817871094,0.726
gaussian_postrelu,2,8211,after,,0.0,recalibrated,4,0.1,-1,0.4981743011474609,0.824,0.7977684631347656,0.748
gaussian_postrelu,2,8211,after,,0.0,recalibrated,4,0.2,1,1.4076715087890626,0.574,1.515435546875,0.551
gaussian_postrelu,2,8211,after,,0.0,recalibrated,4,0.2,-1,1.0476918334960938,0.658,1.3418607177734374,0.585
gaussian_postrelu,2,8211,after,,0.0,recalibrated,4,0.25,1,1.8143944091796875,0.476,1.9191197509765625,0.463
gaussian_postrelu,2,8211,after,,0.0,recalibrated,4,0.25,-1,1.4285330810546875,0.542,1.6831070556640626,0.498
gaussian_postrelu,2,8211,before,,0.3,recalibrated,5,0.025,1,0.34399186706542967,0.884,0.604859375,0.802
gaussian_postrelu,2,8211,before,,0.3,recalibrated,5,0.025,-1,0.3484869842529297,0.887,0.5995747680664063,0.788
gaussian_postrelu,2,8211,before,,0.3,recalibrated,5,0.05,1,0.4061866455078125,0.856,0.670282470703125,0.782
gaussian_postrelu,2,8211,before,,0.3,recalibrated,5,0.05,-1,0.4140218505859375,0.862,0.6434418334960937,0.776
gaussian_postrelu,2,8211,before,,0.3,recalibrated,5,0.1,1,0.6477555236816406,0.785,0.914203857421875,0.703
gaussian_postrelu,2,8211,before,,0.3,recalibrated,5,0.1,-1,0.66169384765625,0.775,0.8473140258789063,0.729
gaussian_postrelu,2,8211,before,,0.3,recalibrated,5,0.2,1,1.324624267578125,0.578,1.5382692260742188,0.517
gaussian_postrelu,2,8211,before,,0.3,recalibrated,5,0.2,-1,1.3367513427734374,0.585,1.4638433837890625,0.589
gaussian_postrelu,2,8211,before,,0.3,recalibrated,5,0.25,1,1.616588134765625,0.495,1.8084195556640625,0.427
gaussian_postrelu,2,8211,before,,0.3,recalibrated,5,0.25,-1,1.7039381103515625,0.482,1.7632774047851563,0.516
gaussian_postrelu,2,8211,after,,0.0,recalibrated,5,0.025,1,0.35068896484375,0.885,0.6097466125488281,0.798
gaussian_postrelu,2,8211,after,,0.0,recalibrated,5,0.025,-1,0.35497169494628905,0.887,0.6036178894042968,0.784
gaussian_postrelu,2,8211,after,,0.0,recalibrated,5,0.05,1,0.41401025390625,0.854,0.6753408813476562,0.777
gaussian_postrelu,2,8211,after,,0.0,recalibrated,5,0.05,-1,0.4208889617919922,0.858,0.6475836791992188,0.777
gaussian_postrelu,2,8211,after,,0.0,recalibrated,5,0.1,1,0.6562420959472657,0.782,0.9207573547363281,0.697
gaussian_postrelu,2,8211,after,,0.0,recalibrated,5,0.1,-1,0.6682947387695313,0.776,0.8504806518554687,0.728
gaussian_postrelu,2,8211,after,,0.0,recalibrated,5,0.2,1,1.326759765625,0.574,1.5346148071289063,0.517
gaussian_postrelu,2,8211,after,,0.0,recalibrated,5,0.2,-1,1.3348460693359374,0.581,1.45919091796875,0.587
gaussian_postrelu,2,8211,after,,0.0,recalibrated,5,0.25,1,1.6149717407226563,0.491,1.8021409912109374,0.424
gaussian_postrelu,2,8211,after,,0.0,recalibrated,5,0.25,-1,1.69628955078125,0.487,1.7529917602539062,0.513
gaussian_postrelu,2,8211,before,,0.3,recalibrated,6,0.025,1,0.3428729705810547,0.89,0.6049202270507813,0.792
gaussian_postrelu,2,8211,before,,0.3,recalibrated,6,0.025,-1,0.3432812805175781,0.889,0.5973074340820312,0.801
gaussian_postrelu,2,8211,before,,0.3,recalibrated,6,0.05,1,0.3914587860107422,0.871,0.6427754211425781,0.778
gaussian_postrelu,2,8211,before,,0.3,recalibrated,6,0.05,-1,0.39822505187988283,0.862,0.6354657287597656,0.788
gaussian_postrelu,2,8211,before,,0.3,recalibrated,6,0.1,1,0.5599319458007812,0.817,0.7964176940917969,0.732
gaussian_postrelu,2,8211,before,,0.3,recalibrated,6,0.1,-1,0.6430675354003906,0.772,0.8533006591796874,0.714
gaussian_postrelu,2,8211,before,,0.3,recalibrated,6,0.2,1,1.0918433837890624,0.638,1.261453369140625,0.601
gaussian_postrelu,2,8211,before,,0.3,recalibrated,6,0.2,-1,1.3155298461914062,0.589,1.50978564453125,0.539
gaussian_postrelu,2,8211,before,,0.3,recalibrated,6,0.25,1,1.435247314453125,0.535,1.523349365234375,0.54
gaussian_postrelu,2,8211,before,,0.3,recalibrated,6,0.25,-1,1.6209246826171875,0.496,1.8066914672851562,0.465
gaussian_postrelu,2,8211,after,,0.0,recalibrated,6,0.025,1,0.34969401550292967,0.891,0.6095806274414063,0.787
gaussian_postrelu,2,8211,after,,0.0,recalibrated,6,0.025,-1,0.35063723754882814,0.886,0.6022200622558593,0.796
gaussian_postrelu,2,8211,after,,0.0,recalibrated,6,0.05,1,0.39902655029296874,0.872,0.6480784301757813,0.775
gaussian_postrelu,2,8211,after,,0.0,recalibrated,6,0.05,-1,0.40659609985351564,0.861,0.6399772644042969,0.785
gaussian_postrelu,2,8211,after,,0.0,recalibrated,6,0.1,1,0.5687794952392579,0.813,0.8028073120117187,0.726
gaussian_postrelu,2,8211,after,,0.0,recalibrated,6,0.1,-1,0.6496686706542969,0.772,0.8585706787109375,0.715
gaussian_postrelu,2,8211,after,,0.0,recalibrated,6,0.2,1,1.1017893676757813,0.629,1.2667578735351563,0.59
gaussian_postrelu,2,8211,after,,0.0,recalibrated,6,0.2,-1,1.316446044921875,0.587,1.5080046997070313,0.538
gaussian_postrelu,2,8211,after,,0.0,recalibrated,6,0.25,1,1.4443408203125,0.53,1.524171142578125,0.532
gaussian_postrelu,2,8211,after,,0.0,recalibrated,6,0.25,-1,1.617896728515625,0.498,1.8003734130859375,0.471
gaussian_postrelu,2,8211,before,,0.3,recalibrated,7,0.025,1,0.34676963806152344,0.883,0.589359375,0.805
gaussian_postrelu,2,8211,before,,0.3,recalibrated,7,0.025,-1,0.33589154052734377,0.89,0.6090904541015625,0.796
gaussian_postrelu,2,8211,before,,0.3,recalibrated,7,0.05,1,0.39107351684570313,0.859,0.6177176818847656,0.793
gaussian_postrelu,2,8211,before,,0.3,recalibrated,7,0.05,-1,0.37002828979492186,0.875,0.647684326171875,0.784
gaussian_postrelu,2,8211,before,,0.3,recalibrated,7,0.1,1,0.6000696411132812,0.788,0.7746295166015625,0.74
gaussian_postrelu,2,8211,before,,0.3,recalibrated,7,0.1,-1,0.5285631713867187,0.809,0.782492431640625,0.731
gaussian_postrelu,2,8211,before,,0.3,recalibrated,7,0.2,1,1.2952197265625,0.615,1.4473772583007813,0.594
gaussian_postrelu,2,8211,before,,0.3,recalibrated,7,0.2,-1,1.22727880859375,0.61,1.4182675170898438,0.562
gaussian_postrelu,2,8211,before,,0.3,recalibrated,7,0.25,1,1.6391007690429686,0.545,1.808699951171875,0.508
gaussian_postrelu,2,8211,before,,0.3,recalibrated,7,0.25,-1,1.665845947265625,0.495,1.8188922119140625,0.471
gaussian_postrelu,2,8211,after,,0.0,recalibrated,7,0.025,1,0.3532318115234375,0.887,0.5941522827148438,0.806
gaussian_postrelu,2,8211,after,,0.0,recalibrated,7,0.025,-1,0.34308212280273437,0.889,0.6128055114746094,0.79
gaussian_postrelu,2,8211,after,,0.0,recalibrated,7,0.05,1,0.39838539123535155,0.864,0.62287255859375,0.784
gaussian_postrelu,2,8211,after,,0.0,recalibrated,7,0.05,-1,0.3782353973388672,0.872,0.651670166015625,0.78
gaussian_postrelu,2,8211,after,,0.0,recalibrated,7,0.1,1,0.606011474609375,0.789,0.7792564697265625,0.741
gaussian_postrelu,2,8211,after,,0.0,recalibrated,7,0.1,-1,0.5392705078125,0.802,0.7881729431152343,0.73
gaussian_postrelu,2,8211,after,,0.0,recalibrated,7,0.2,1,1.29682666015625,0.615,1.4430625610351562,0.593
gaussian_postrelu,2,8211,after,,0.0,recalibrated,7,0.2,-1,1.2359796142578126,0.601,1.4245775756835937,0.558
gaussian_postrelu,2,8211,after,,0.0,recalibrated,7,0.25,1,1.6354420166015624,0.545,1.80140869140625,0.506
gaussian_postrelu,2,8211,after,,0.0,recalibrated,7,0.25,-1,1.6694994506835938,0.483,1.82018701171875,0.464
gaussian_postrelu,2,8211,before,,0.3,recalibrated,8,0.025,1,0.328845458984375,0.895,0.5837582397460938,0.804
gaussian_postrelu,2,8211,before,,0.3,recalibrated,8,0.025,-1,0.3427157897949219,0.883,0.6028095703125,0.793
gaussian_postrelu,2,8211,before,,0.3,recalibrated,8,0.05,1,0.3481258850097656,0.889,0.59026611328125,0.8
gaussian_postrelu,2,8211,before,,0.3,recalibrated,8,0.05,-1,0.37988815307617185,0.874,0.6381416625976563,0.781
gaussian_postrelu,2,8211,before,,0.3,recalibrated,8,0.1,1,0.46096148681640625,0.851,0.6642628173828125,0.78
gaussian_postrelu,2,8211,before,,0.3,recalibrated,8,0.1,-1,0.5416982574462891,0.805,0.7704664306640625,0.762
gaussian_postrelu,2,8211,before,,0.3,recalibrated,8,0.2,1,0.9848997192382812,0.685,1.0991205444335939,0.648
gaussian_postrelu,2,8211,before,,0.3,recalibrated,8,0.2,-1,1.0346310424804688,0.664,1.1919849853515625,0.633
gaussian_postrelu,2,8211,before,,0.3,recalibrated,8,0.25,1,1.32736669921875,0.577,1.44104931640625,0.558
gaussian_postrelu,2,8211,before,,0.3,recalibrated,8,0.25,-1,1.3025613403320313,0.595,1.449185791015625,0.555
gaussian_postrelu,2,8211,after,,0.0,recalibrated,8,0.025,1,0.3356591796875,0.895,0.5884098815917969,0.803
gaussian_postrelu,2,8211,after,,0.0,recalibrated,8,0.025,-1,0.34959605407714844,0.882,0.6072120971679688,0.792
gaussian_postrelu,2,8211,after,,0.0,recalibrated,8,0.05,1,0.3547210693359375,0.888,0.5960792541503906,0.798
gaussian_postrelu,2,8211,after,,0.0,recalibrated,8,0.05,-1,0.38777748107910154,0.871,0.6422256469726563,0.779
gaussian_postrelu,2,8211,after,,0.0,recalibrated,8,0.1,1,0.46779612731933595,0.846,0.6706213989257812,0.778
gaussian_postrelu,2,8211,after,,0.0,recalibrated,8,0.1,-1,0.5515557861328125,0.803,0.7757321472167968,0.76
gaussian_postrelu,2,8211,after,,0.0,recalibrated,8,0.2,1,0.9912876586914062,0.681,1.1080327758789061,0.641
gaussian_postrelu,2,8211,after,,0.0,recalibrated,8,0.2,-1,1.040902587890625,0.659,1.1959559936523438,0.629
gaussian_postrelu,2,8211,after,,0.0,recalibrated,8,0.25,1,1.334839599609375,0.577,1.4516907348632813,0.556
gaussian_postrelu,2,8211,after,,0.0,recalibrated,8,0.25,-1,1.3073081665039064,0.591,1.4496441040039063,0.551
gaussian_postrelu,2,8211,before,,0.3,recalibrated,9,0.025,1,0.34724745178222655,0.885,0.6013429260253906,0.8
gaussian_postrelu,2,8211,before,,0.3,recalibrated,9,0.025,-1,0.3314185485839844,0.893,0.5907816162109375,0.803
gaussian_postrelu,2,8211,before,,0.3,recalibrated,9,0.05,1,0.38893365478515624,0.869,0.6309623718261719,0.788
gaussian_postrelu,2,8211,before,,0.3,recalibrated,9,0.05,-1,0.36582302856445315,0.874,0.613681396484375,0.791
gaussian_postrelu,2,8211,before,,0.3,recalibrated,9,0.1,1,0.558614990234375,0.797,0.76334033203125,0.749
gaussian_postrelu,2,8211,before,,0.3,recalibrated,9,0.1,-1,0.5322409210205078,0.809,0.7508913879394531,0.74
gaussian_postrelu,2,8211,before,,0.3,recalibrated,9,0.2,1,1.1386448974609376,0.621,1.2201766357421875,0.606
gaussian_postrelu,2,8211,before,,0.3,recalibrated,9,0.2,-1,1.1656810913085938,0.617,1.3135476684570313,0.57
gaussian_postrelu,2,8211,before,,0.3,recalibrated,9,0.25,1,1.488697998046875,0.525,1.5269837036132812,0.516
gaussian_postrelu,2,8211,before,,0.3,recalibrated,9,0.25,-1,1.5269298095703125,0.535,1.6557584838867188,0.483
gaussian_postrelu,2,8211,after,,0.0,recalibrated,9,0.025,1,0.3544220733642578,0.885,0.6065258178710937,0.796
gaussian_postrelu,2,8211,after,,0.0,recalibrated,9,0.025,-1,0.33808212280273436,0.89,0.5950712890625,0.803
gaussian_postrelu,2,8211,after,,0.0,recalibrated,9,0.05,1,0.3963815307617187,0.866,0.6362104187011719,0.782
gaussian_postrelu,2,8211,after,,0.0,recalibrated,9,0.05,-1,0.3729145050048828,0.872,0.6183977966308594,0.786
gaussian_postrelu,2,8211,after,,0.0,recalibrated,9,0.1,1,0.5677325439453125,0.794,0.770280517578125,0.744
gaussian_postrelu,2,8211,after,,0.0,recalibrated,9,0.1,-1,0.540907470703125,0.802,0.756384765625,0.74
gaussian_postrelu,2,8211,after,,0.0,recalibrated,9,0.2,1,1.146430419921875,0.616,1.228539306640625,0.598
gaussian_postrelu,2,8211,after,,0.0,recalibrated,9,0.2,-1,1.1673663940429688,0.618,1.313244140625,0.565
gaussian_postrelu,2,8211,after,,0.0,recalibrated,9,0.25,1,1.4966512451171874,0.52,1.5305409545898438,0.508
gaussian_postrelu,2,8211,after,,0.0,recalibrated,9,0.25,-1,1.5225709228515625,0.529,1.6477489013671875,0.482
resolution_max_b1,2,2346,before,16,,saved,,0.0,0,0.7674596557617187,0.71,0.9331883544921875,0.671
resolution_max_b1,2,2346,before,16,,recalibrated,,0.0,0,0.752070556640625,0.726,0.8985945434570313,0.674
resolution_max_b1,2,2346,before,16,,recalibrated,0,0.025,1,0.75293603515625,0.727,0.9032062683105468,0.68
resolution_max_b1,2,2346,before,16,,recalibrated,0,0.025,-1,0.7572341613769531,0.723,0.8976640319824218,0.682
resolution_max_b1,2,2346,before,16,,recalibrated,0,0.05,1,0.76183056640625,0.722,0.91170361328125,0.682
resolution_max_b1,2,2346,before,16,,recalibrated,0,0.05,-1,0.7683998718261719,0.714,0.901148193359375,0.689
resolution_max_b1,2,2346,before,16,,recalibrated,0,0.1,1,0.8038978881835938,0.7,0.943318603515625,0.675
resolution_max_b1,2,2346,before,16,,recalibrated,0,0.1,-1,0.8024818420410156,0.7,0.9263971252441406,0.672
resolution_max_b1,2,2346,before,16,,recalibrated,0,0.2,1,0.9629618225097656,0.647,1.0727871398925781,0.614
resolution_max_b1,2,2346,before,16,,recalibrated,0,0.2,-1,0.9259603881835937,0.659,1.032420654296875,0.632
resolution_max_b1,2,2346,before,16,,recalibrated,0,0.25,1,1.0850670166015626,0.599,1.1763208618164063,0.598
resolution_max_b1,2,2346,before,16,,recalibrated,0,0.25,-1,1.0181246337890626,0.633,1.1140328369140624,0.595
