method,seed,policy,direction,amplitude,sign,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
resolution_max_b1,0,saved,14,0.25,-1,4.3644736328125,0.247,4.43357177734375,0.24
resolution_max_b1,0,recalibrated,14,0.25,-1,0.9068934936523437,0.685,1.0009593200683593,0.671
resolution_max_b1,0,saved,15,0.025,1,0.3638687286376953,0.878,0.622744384765625,0.788
resolution_max_b1,0,recalibrated,15,0.025,1,0.32288973999023435,0.903,0.56487158203125,0.801
resolution_max_b1,0,saved,15,0.025,-1,0.35615875244140627,0.879,0.5857997436523438,0.792
resolution_max_b1,0,recalibrated,15,0.025,-1,0.32968104553222655,0.888,0.5673885498046874,0.806
resolution_max_b1,0,saved,15,0.05,1,0.49166709899902344,0.825,0.7535717468261719,0.762
resolution_max_b1,0,recalibrated,15,0.05,1,0.34137351989746095,0.892,0.5794697570800781,0.8
resolution_max_b1,0,saved,15,0.05,-1,0.4923473968505859,0.821,0.7044369506835938,0.766
resolution_max_b1,0,recalibrated,15,0.05,-1,0.3578524169921875,0.876,0.5877681579589844,0.803
resolution_max_b1,0,saved,15,0.1,1,1.0550444946289061,0.663,1.2847640380859375,0.615
resolution_max_b1,0,recalibrated,15,0.1,1,0.42843409729003906,0.843,0.6435662231445313,0.777
resolution_max_b1,0,saved,15,0.1,-1,1.2025584106445313,0.655,1.3598006591796874,0.63
resolution_max_b1,0,recalibrated,15,0.1,-1,0.46113621520996095,0.833,0.674466064453125,0.774
resolution_max_b1,0,saved,15,0.2,1,3.02048779296875,0.39,3.0947822265625,0.358
resolution_max_b1,0,recalibrated,15,0.2,1,0.8004032592773438,0.725,0.94156005859375,0.685
resolution_max_b1,0,saved,15,0.2,-1,5.181523681640625,0.303,5.165078125,0.311
resolution_max_b1,0,recalibrated,15,0.2,-1,0.8345869750976562,0.729,0.9983362426757812,0.665
resolution_max_b1,0,saved,15,0.25,1,3.8768189697265627,0.298,3.8842755126953126,0.291
resolution_max_b1,0,recalibrated,15,0.25,1,1.0669163208007812,0.645,1.16229736328125,0.641
resolution_max_b1,0,saved,15,0.25,-1,8.4250185546875,0.197,8.39450146484375,0.182
resolution_max_b1,0,recalibrated,15,0.25,-1,1.1143299560546875,0.645,1.2506573486328125,0.597
resolution_max_b1,0,saved,16,0.025,1,0.3540504913330078,0.882,0.5919263610839843,0.802
resolution_max_b1,0,recalibrated,16,0.025,1,0.33444044494628905,0.885,0.5761533203125,0.805
resolution_max_b1,0,saved,16,0.025,-1,0.34029946899414065,0.888,0.5828281555175782,0.802
resolution_max_b1,0,recalibrated,16,0.025,-1,0.3252323455810547,0.894,0.5588340148925781,0.804
resolution_max_b1,0,saved,16,0.05,1,0.44485696411132813,0.85,0.6708740844726563,0.777
resolution_max_b1,0,recalibrated,16,0.05,1,0.3702974853515625,0.879,0.6061036376953125,0.796
resolution_max_b1,0,saved,16,0.05,-1,0.41031808471679687,0.855,0.6554698486328125,0.78
resolution_max_b1,0,recalibrated,16,0.05,-1,0.3485845489501953,0.887,0.5708498840332031,0.798
resolution_max_b1,0,saved,16,0.1,1,0.8677085266113281,0.725,1.0372234497070312,0.691
resolution_max_b1,0,recalibrated,16,0.1,1,0.5087378387451171,0.816,0.7205748596191406,0.754
resolution_max_b1,0,saved,16,0.1,-1,0.7352853088378907,0.744,0.9854228210449218,0.693
resolution_max_b1,0,recalibrated,16,0.1,-1,0.442077392578125,0.83,0.6364585266113282,0.785
resolution_max_b1,0,saved,16,0.2,1,3.1836650390625,0.39,3.2869180908203126,0.359
resolution_max_b1,0,recalibrated,16,0.2,1,1.07403662109375,0.644,1.2167908935546874,0.631
resolution_max_b1,0,saved,16,0.2,-1,2.678343505859375,0.399,2.8261644287109373,0.388
resolution_max_b1,0,recalibrated,16,0.2,-1,0.8192316284179687,0.722,0.9476390075683594,0.678
resolution_max_b1,0,saved,16,0.25,1,5.345116455078125,0.261,5.42113427734375,0.265
resolution_max_b1,0,recalibrated,16,0.25,1,1.3836592407226562,0.576,1.48117041015625,0.555
resolution_max_b1,0,saved,16,0.25,-1,4.266402099609375,0.278,4.417513916015625,0.247
resolution_max_b1,0,recalibrated,16,0.25,-1,1.0857466430664062,0.63,1.1767911376953124,0.613
resolution_max_b1,0,saved,17,0.025,1,0.35220506286621095,0.886,0.5777044982910157,0.796
resolution_max_b1,0,recalibrated,17,0.025,1,0.32632516479492185,0.895,0.5665514526367188,0.807
resolution_max_b1,0,saved,17,0.025,-1,0.34544703674316407,0.883,0.5998619079589844,0.791
resolution_max_b1,0,recalibrated,17,0.025,-1,0.3265,0.891,0.5638091430664063,0.805
resolution_max_b1,0,saved,17,0.05,1,0.44717764282226563,0.844,0.6437257080078125,0.773
resolution_max_b1,0,recalibrated,17,0.05,1,0.3536688842773438,0.881,0.5869700622558593,0.796
resolution_max_b1,0,saved,17,0.05,-1,0.4253216094970703,0.856,0.6819034423828125,0.774
resolution_max_b1,0,recalibrated,17,0.05,-1,0.3469847106933594,0.884,0.5764328308105469,0.797
resolution_max_b1,0,saved,17,0.1,1,0.8666360778808594,0.707,0.9717423400878906,0.688
resolution_max_b1,0,recalibrated,17,0.1,1,0.4545736389160156,0.844,0.662408447265625,0.771
resolution_max_b1,0,saved,17,0.1,-1,0.7455260009765625,0.724,0.9762466430664063,0.68
resolution_max_b1,0,recalibrated,17,0.1,-1,0.4209139709472656,0.856,0.6313210144042969,0.782
resolution_max_b1,0,saved,17,0.2,1,2.7767548828125,0.41,2.796431884765625,0.374
resolution_max_b1,0,recalibrated,17,0.2,1,0.7868457641601563,0.734,0.9745844116210938,0.673
resolution_max_b1,0,saved,17,0.2,-1,2.0070679931640627,0.466,2.24496337890625,0.426
resolution_max_b1,0,recalibrated,17,0.2,-1,0.7182861328125,0.741,0.8645682067871093,0.716
resolution_max_b1,0,saved,17,0.25,1,4.275894287109375,0.323,4.287402709960937,0.264
resolution_max_b1,0,recalibrated,17,0.25,1,1.0208141784667968,0.655,1.1950248413085938,0.606
resolution_max_b1,0,saved,17,0.25,-1,2.9769949951171877,0.348,3.19341357421875,0.306
resolution_max_b1,0,recalibrated,17,0.25,-1,0.9504271850585938,0.676,1.0523532409667968,0.656
resolution_max_b1,0,saved,18,0.025,1,0.3432537841796875,0.89,0.5757048034667969,0.803
resolution_max_b1,0,recalibrated,18,0.025,1,0.32435458374023435,0.898,0.5648679809570313,0.806
resolution_max_b1,0,saved,18,0.025,-1,0.3511334686279297,0.881,0.5962547302246094,0.8
resolution_max_b1,0,recalibrated,18,0.025,-1,0.3284087829589844,0.893,0.5658263854980469,0.805
resolution_max_b1,0,saved,18,0.05,1,0.4347584991455078,0.852,0.6476940002441406,0.77
resolution_max_b1,0,recalibrated,18,0.05,1,0.3462706146240234,0.891,0.5773518981933594,0.802
resolution_max_b1,0,saved,18,0.05,-1,0.4256603698730469,0.843,0.6645181579589844,0.774
resolution_max_b1,0,recalibrated,18,0.05,-1,0.35289639282226565,0.874,0.5787682495117188,0.802
resolution_max_b1,0,saved,18,0.1,1,1.0048014526367188,0.672,1.1613323364257813,0.623
resolution_max_b1,0,recalibrated,18,0.1,1,0.4400852508544922,0.855,0.6363250732421875,0.784
resolution_max_b1,0,saved,18,0.1,-1,0.7100953063964843,0.745,0.9441467895507812,0.708
resolution_max_b1,0,recalibrated,18,0.1,-1,0.4506261749267578,0.831,0.647373779296875,0.783
resolution_max_b1,0,saved,18,0.2,1,4.854514892578125,0.257,4.89256787109375,0.272
resolution_max_b1,0,recalibrated,18,0.2,1,0.8283955993652343,0.713,0.9676168518066406,0.678
resolution_max_b1,0,saved,18,0.2,-1,2.104683837890625,0.473,2.3079415283203124,0.424
resolution_max_b1,0,recalibrated,18,0.2,-1,0.7922239685058594,0.721,0.9448450317382813,0.675
resolution_max_b1,0,saved,18,0.25,1,7.7811015625,0.179,7.780961181640625,0.189
resolution_max_b1,0,recalibrated,18,0.25,1,1.1078648681640626,0.632,1.1980545043945312,0.603
resolution_max_b1,0,saved,18,0.25,-1,3.3312294921875,0.334,3.5045113525390623,0.312
resolution_max_b1,0,recalibrated,18,0.25,-1,1.0280768432617187,0.652,1.166413818359375,0.62
resolution_max_b1,0,saved,19,0.025,1,0.3332144775390625,0.892,0.5682298278808594,0.807
resolution_max_b1,0,recalibrated,19,0.025,1,0.3266878967285156,0.895,0.5639656066894532,0.813
resolution_max_b1,0,saved,19,0.025,-1,0.3572855529785156,0.877,0.5955823669433594,0.795
resolution_max_b1,0,recalibrated,19,0.025,-1,0.33255026245117186,0.889,0.5701591186523437,0.798
resolution_max_b1,0,saved,19,0.05,1,0.3890968322753906,0.864,0.6123186340332031,0.797
resolution_max_b1,0,recalibrated,19,0.05,1,0.3539812316894531,0.878,0.5853462219238281,0.81
resolution_max_b1,0,saved,19,0.05,-1,0.4404163055419922,0.848,0.6610144653320312,0.774
resolution_max_b1,0,recalibrated,19,0.05,-1,0.36766314697265623,0.882,0.5918842468261719,0.798
resolution_max_b1,0,saved,19,0.1,1,0.6384847412109375,0.78,0.8284752197265625,0.73
resolution_max_b1,0,recalibrated,19,0.1,1,0.4647594757080078,0.843,0.6749755859375,0.786
resolution_max_b1,0,saved,19,0.1,-1,0.7540378112792969,0.754,0.9329983215332032,0.688
resolution_max_b1,0,recalibrated,19,0.1,-1,0.4824971618652344,0.832,0.6779546203613281,0.779
resolution_max_b1,0,saved,19,0.2,1,1.7338895874023437,0.561,1.8099738159179688,0.538
resolution_max_b1,0,recalibrated,19,0.2,1,0.8797264404296875,0.71,1.0609525756835938,0.674
resolution_max_b1,0,saved,19,0.2,-1,1.9117145385742187,0.5,2.043687255859375,0.481
resolution_max_b1,0,recalibrated,19,0.2,-1,0.8939840393066406,0.704,1.043666748046875,0.682
resolution_max_b1,0,saved,19,0.25,1,2.4556153564453127,0.462,2.5184559326171874,0.438
resolution_max_b1,0,recalibrated,19,0.25,1,1.1515888061523438,0.64,1.3156048583984374,0.597
resolution_max_b1,0,saved,19,0.25,-1,2.713027587890625,0.381,2.7742432861328123,0.389
resolution_max_b1,0,recalibrated,19,0.25,-1,1.1663968505859375,0.629,1.2986832275390625,0.606
resolution_max_b1_gaussian_conv,2,saved,,0.0,0,0.29345413208007814,0.912,0.5439988098144531,0.819
resolution_max_b1_gaussian_conv,2,recalibrated,,0.0,0,0.29257167053222655,0.91,0.5407951049804688,0.819
resolution_max_b1_gaussian_conv,2,saved,0,0.025,1,0.319720703125,0.892,0.5686280517578125,0.809
resolution_max_b1_gaussian_conv,2,recalibrated,0,0.025,1,0.29734104919433596,0.901,0.5509047393798828,0.811
resolution_max_b1_gaussian_conv,2,saved,0,0.025,-1,0.3351256256103516,0.892,0.5840944213867187,0.805
resolution_max_b1_gaussian_conv,2,recalibrated,0,0.025,-1,0.3019159393310547,0.9,0.5414277191162109,0.816
resolution_max_b1_gaussian_conv,2,saved,0,0.05,1,0.4181067657470703,0.852,0.6624739074707031,0.771
resolution_max_b1_gaussian_conv,2,recalibrated,0,0.05,1,0.31726779174804687,0.893,0.5721175842285157,0.797
resolution_max_b1_gaussian_conv,2,saved,0,0.05,-1,0.4472442321777344,0.847,0.6906203308105469,0.78
resolution_max_b1_gaussian_conv,2,recalibrated,0,0.05,-1,0.3238833465576172,0.898,0.5520660400390625,0.819
resolution_max_b1_gaussian_conv,2,saved,0,0.1,1,0.8837481689453125,0.703,1.1012091064453124,0.631
resolution_max_b1_gaussian_conv,2,recalibrated,0,0.1,1,0.4052184295654297,0.856,0.6503955383300781,0.778
resolution_max_b1_gaussian_conv,2,saved,0,0.1,-1,0.9561578674316407,0.708,1.1787017822265624,0.681
resolution_max_b1_gaussian_conv,2,recalibrated,0,0.1,-1,0.39888218688964844,0.861,0.6053345947265625,0.8
resolution_max_b1_gaussian_conv,2,saved,0,0.2,1,2.884057373046875,0.393,2.96044873046875,0.372
resolution_max_b1_gaussian_conv,2,recalibrated,0,0.2,1,0.7378035888671876,0.738,0.9121550903320312,0.713
resolution_max_b1_gaussian_conv,2,saved,0,0.2,-1,3.4958720703125,0.374,3.7074215087890625,0.342
resolution_max_b1_gaussian_conv,2,recalibrated,0,0.2,-1,0.6687732543945313,0.753,0.8211614685058594,0.732
resolution_max_b1_gaussian_conv,2,saved,0,0.25,1,4.063214599609375,0.304,4.104662109375,0.283
resolution_max_b1_gaussian_conv,2,recalibrated,0,0.25,1,0.96403076171875,0.662,1.1043051147460938,0.64
resolution_max_b1_gaussian_conv,2,saved,0,0.25,-1,5.235577392578125,0.271,5.429159423828125,0.262
resolution_max_b1_gaussian_conv,2,recalibrated,0,0.25,-1,0.8579859008789062,0.696,0.986347412109375,0.683
resolution_max_b1_gaussian_conv,2,saved,1,0.025,1,0.3050312805175781,0.906,0.5560032501220703,0.812
resolution_max_b1_gaussian_conv,2,recalibrated,1,0.025,1,0.2996589050292969,0.907,0.5478897399902344,0.827
resolution_max_b1_gaussian_conv,2,saved,1,0.025,-1,0.31588368225097657,0.888,0.5577435607910156,0.811
resolution_max_b1_gaussian_conv,2,recalibrated,1,0.025,-1,0.30110841369628905,0.901,0.5453453369140625,0.815
resolution_max_b1_gaussian_conv,2,saved,1,0.05,1,0.36167306518554687,0.87,0.6016004638671875,0.788
resolution_max_b1_gaussian_conv,2,recalibrated,1,0.05,1,0.32086749267578124,0.889,0.5644703979492187,0.821
resolution_max_b1_gaussian_conv,2,saved,1,0.05,-1,0.3654544219970703,0.875,0.5943599853515625,0.803
resolution_max_b1_gaussian_conv,2,recalibrated,1,0.05,-1,0.3241317596435547,0.892,0.5580668182373046,0.816
resolution_max_b1_gaussian_conv,2,saved,1,0.1,1,0.7054124755859374,0.757,0.8807810668945313,0.705
resolution_max_b1_gaussian_conv,2,recalibrated,1,0.1,1,0.41450349426269534,0.856,0.6295340881347656,0.789
resolution_max_b1_gaussian_conv,2,saved,1,0.1,-1,0.5423614807128906,0.803,0.7363677978515625,0.755
resolution_max_b1_gaussian_conv,2,recalibrated,1,0.1,-1,0.4043276824951172,0.875,0.61455908203125,0.786
resolution_max_b1_gaussian_conv,2,saved,1,0.2,1,3.6317552490234375,0.336,3.6885679931640625,0.327
resolution_max_b1_gaussian_conv,2,recalibrated,1,0.2,1,0.8104083862304687,0.727,0.9455263061523438,0.694
resolution_max_b1_gaussian_conv,2,saved,1,0.2,-1,1.48232568359375,0.539,1.6192486572265625,0.5
resolution_max_b1_gaussian_conv,2,recalibrated,1,0.2,-1,0.744409423828125,0.76,0.8861734924316407,0.713
resolution_max_b1_gaussian_conv,2,saved,1,0.25,1,7.0359140625,0.21,7.063153076171875,0.215
resolution_max_b1_gaussian_conv,2,recalibrated,1,0.25,1,1.1346658935546876,0.619,1.2566776733398437,0.612
resolution_max_b1_gaussian_conv,2,saved,1,0.25,-1,2.466289306640625,0.402,2.5636707763671875,0.383
resolution_max_b1_gaussian_conv,2,recalibrated,1,0.25,-1,1.03688525390625,0.658,1.1169111328125,0.635
resolution_max_b1_gaussian_conv,2,saved,2,0.025,1,0.3025135955810547,0.903,0.5649854431152344,0.805
resolution_max_b1_gaussian_conv,2,recalibrated,2,0.025,1,0.29838539123535157,0.906,0.5510579986572266,0.815
resolution_max_b1_gaussian_conv,2,saved,2,0.025,-1,0.31909846496582034,0.898,0.5540417175292969,0.806
resolution_max_b1_gaussian_conv,2,recalibrated,2,0.025,-1,0.3020094604492187,0.907,0.5411412963867187,0.812
resolution_max_b1_gaussian_conv,2,saved,2,0.05,1,0.3553247680664062,0.882,0.6255997924804687,0.79
resolution_max_b1_gaussian_conv,2,recalibrated,2,0.05,1,0.3208020782470703,0.899,0.5691618804931641,0.803
resolution_max_b1_gaussian_conv,2,saved,2,0.05,-1,0.3781780395507813,0.867,0.5936817932128906,0.793
resolution_max_b1_gaussian_conv,2,recalibrated,2,0.05,-1,0.3247241516113281,0.896,0.555196044921875,0.807
resolution_max_b1_gaussian_conv,2,saved,2,0.1,1,0.6539151611328125,0.777,0.9317730102539062,0.693
resolution_max_b1_gaussian_conv,2,recalibrated,2,0.1,1,0.4164437713623047,0.862,0.6424309387207031,0.769
resolution_max_b1_gaussian_conv,2,saved,2,0.1,-1,0.61021240234375,0.774,0.7713115234375,0.74
resolution_max_b1_gaussian_conv,2,recalibrated,2,0.1,-1,0.41946609497070314,0.862,0.6242369689941406,0.786
resolution_max_b1_gaussian_conv,2,saved,2,0.2,1,2.613407470703125,0.456,2.97797119140625,0.411
resolution_max_b1_gaussian_conv,2,recalibrated,2,0.2,1,0.7988252563476562,0.725,0.9498583374023437,0.673
resolution_max_b1_gaussian_conv,2,saved,2,0.2,-1,1.8184659423828125,0.475,1.807676513671875,0.486
resolution_max_b1_gaussian_conv,2,recalibrated,2,0.2,-1,0.8127020874023437,0.72,0.9381954650878906,0.7
resolution_max_b1_gaussian_conv,2,saved,2,0.25,1,4.555778076171875,0.293,4.9480439453125,0.289
resolution_max_b1_gaussian_conv,2,recalibrated,2,0.25,1,1.0904302978515625,0.638,1.1781350708007812,0.616
resolution_max_b1_gaussian_conv,2,saved,2,0.25,-1,2.8488663330078126,0.359,2.754724853515625,0.331
resolution_max_b1_gaussian_conv,2,recalibrated,2,0.25,-1,1.0791685791015626,0.655,1.157442626953125,0.651
resolution_max_b1_gaussian_conv,2,saved,3,0.025,1,0.3382708435058594,0.882,0.5924535217285156,0.792
resolution_max_b1_gaussian_conv,2,recalibrated,3,0.025,1,0.2995187530517578,0.909,0.5460133514404297,0.817
resolution_max_b1_gaussian_conv,2,saved,3,0.025,-1,0.3259995422363281,0.89,0.5663572235107421,0.812
resolution_max_b1_gaussian_conv,2,recalibrated,3,0.025,-1,0.2981678466796875,0.907,0.5438967437744141,0.816
resolution_max_b1_gaussian_conv,2,saved,3,0.05,1,0.47647929382324217,0.829,0.7303714599609376,0.743
resolution_max_b1_gaussian_conv,2,recalibrated,3,0.05,1,0.3208730010986328,0.902,0.5582653198242188,0.812
resolution_max_b1_gaussian_conv,2,saved,3,0.05,-1,0.43266146850585935,0.849,0.6570810241699219,0.787
resolution_max_b1_gaussian_conv,2,recalibrated,3,0.05,-1,0.317281005859375,0.901,0.5614297637939453,0.805
resolution_max_b1_gaussian_conv,2,saved,3,0.1,1,1.21831640625,0.622,1.4634212036132812,0.572
resolution_max_b1_gaussian_conv,2,recalibrated,3,0.1,1,0.39880000305175783,0.866,0.6104846496582031,0.789
resolution_max_b1_gaussian_conv,2,saved,3,0.1,-1,0.8597467651367188,0.728,1.045003692626953,0.69
resolution_max_b1_gaussian_conv,2,recalibrated,3,0.1,-1,0.39162237548828127,0.865,0.6254454956054688,0.787
resolution_max_b1_gaussian_conv,2,saved,3,0.2,1,6.10729931640625,0.239,6.2621962890625,0.224
resolution_max_b1_gaussian_conv,2,recalibrated,3,0.2,1,0.7200570373535157,0.741,0.8602609252929687,0.717
resolution_max_b1_gaussian_conv,2,saved,3,0.2,-1,2.81411279296875,0.432,2.9157633056640626,0.438
resolution_max_b1_gaussian_conv,2,recalibrated,3,0.2,-1,0.6711035766601563,0.768,0.8515326232910156,0.716
resolution_max_b1_gaussian_conv,2,saved,3,0.25,1,10.6965400390625,0.142,10.791978515625,0.138
resolution_max_b1_gaussian_conv,2,recalibrated,3,0.25,1,0.9447137756347657,0.676,1.0599371337890624,0.66
resolution_max_b1_gaussian_conv,2,saved,3,0.25,-1,4.68037451171875,0.29,4.654580810546875,0.296
resolution_max_b1_gaussian_conv,2,recalibrated,3,0.25,-1,0.8784306945800782,0.692,1.0367080993652344,0.655
resolution_max_b1_gaussian_conv,2,saved,4,0.025,1,0.30232098388671874,0.909,0.5623050231933594,0.813
resolution_max_b1_gaussian_conv,2,recalibrated,4,0.025,1,0.29991554260253905,0.914,0.5503936157226562,0.818
resolution_max_b1_gaussian_conv,2,saved,4,0.025,-1,0.31280256652832034,0.898,0.547688461303711,0.814
resolution_max_b1_gaussian_conv,2,recalibrated,4,0.025,-1,0.3011641387939453,0.898,0.5411677856445313,0.819
resolution_max_b1_gaussian_conv,2,saved,4,0.05,1,0.33759954833984374,0.901,0.598271240234375,0.799
resolution_max_b1_gaussian_conv,2,recalibrated,4,0.05,1,0.32530487060546875,0.904,0.5674633483886719,0.807
resolution_max_b1_gaussian_conv,2,saved,4,0.05,-1,0.36857020568847654,0.881,0.5876962280273438,0.793
resolution_max_b1_gaussian_conv,2,recalibrated,4,0.05,-1,0.3275999450683594,0.886,0.5562998657226562,0.799
resolution_max_b1_gaussian_conv,2,saved,4,0.1,1,0.49114337158203125,0.836,0.716657470703125,0.773
resolution_max_b1_gaussian_conv,2,recalibrated,4,0.1,1,0.41922177124023435,0.855,0.6334401245117187,0.791
resolution_max_b1_gaussian_conv,2,saved,4,0.1,-1,0.6153073120117187,0.8,0.8072823486328125,0.725
resolution_max_b1_gaussian_conv,2,recalibrated,4,0.1,-1,0.42400523376464844,0.85,0.6224559936523437,0.785
resolution_max_b1_gaussian_conv,2,saved,4,0.2,1,1.1687455444335937,0.643,1.2825838012695312,0.62
resolution_max_b1_gaussian_conv,2,recalibrated,4,0.2,1,0.7907788391113282,0.745,0.925667724609375,0.695
resolution_max_b1_gaussian_conv,2,saved,4,0.2,-1,1.9409255981445312,0.522,2.0723929443359377,0.501
resolution_max_b1_gaussian_conv,2,recalibrated,4,0.2,-1,0.8085320129394531,0.732,0.9003814086914063,0.703
resolution_max_b1_gaussian_conv,2,saved,4,0.25,1,1.7181643676757812,0.541,1.7919359130859376,0.516
resolution_max_b1_gaussian_conv,2,recalibrated,4,0.25,1,1.0468636474609374,0.664,1.15084814453125,0.642
resolution_max_b1_gaussian_conv,2,saved,4,0.25,-1,3.0808082275390625,0.378,3.1958916015625,0.373
resolution_max_b1_gaussian_conv,2,recalibrated,4,0.25,-1,1.0986937255859375,0.641,1.1563663940429687,0.622
resolution_max_b1_gaussian_conv,2,saved,5,0.025,1,0.31410203552246097,0.898,0.567573486328125,0.804
resolution_max_b1_gaussian_conv,2,recalibrated,5,0.025,1,0.30069551086425783,0.905,0.5502211608886719,0.813
resolution_max_b1_gaussian_conv,2,saved,5,0.025,-1,0.3169819183349609,0.895,0.5590541381835937,0.812
resolution_max_b1_gaussian_conv,2,recalibrated,5,0.025,-1,0.2993501281738281,0.903,0.5427913665771484,0.823
resolution_max_b1_gaussian_conv,2,saved,5,0.05,1,0.3756507263183594,0.874,0.6244834594726563,0.792
resolution_max_b1_gaussian_conv,2,recalibrated,5,0.05,1,0.3203112030029297,0.899,0.5689432220458984,0.807
resolution_max_b1_gaussian_conv,2,saved,5,0.05,-1,0.3856585388183594,0.865,0.6150355224609375,0.798
