seed,method,checkpoint,update,used_in_fit,dist_to_mean,resid_2pc,resid_5pc,resid_10pc,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10
3,plain,epoch_010.pt,3910,True,7.017839837226091,4.403324044673047,2.4464550714341704,1.182942397104548,2.4771211660570946,4.870799119983626,-3.4641982692735755,-0.5731906958761128,-1.03677529058753,-1.3625789520736924,-1.1243851489370287,1.1642609084886366,0.2758614423483249,0.18254681450208113
3,plain,epoch_011.pt,4301,True,7.275660443467074,4.407844775816422,2.2203204256700957,1.2731221644778998,2.649750622901323,5.146354142242206,-3.713424166858938,-0.10960001384558653,-0.8353092654802982,-1.1034840845274017,-0.9468139076231559,1.033161642343222,0.3119934976441596,0.17345352319141574
3,plain,epoch_012.pt,4692,True,7.528004173676266,4.451152319757382,1.9773611245639964,1.3159022008638437,2.8086408136521035,5.3823439731304195,-3.924051316392818,0.3016612353787165,-0.6431342955635764,-0.8486943947342713,-0.7554959613552178,0.8697710371356508,0.3186357077433391,0.17108980136805263
3,plain,epoch_013.pt,5083,True,7.778936767800877,4.540185408878783,1.7277736165980884,1.308924584747044,2.945370366764529,5.5877873163743494,-4.118080137478531,0.6805641914419547,-0.4542358852127384,-0.5966963062130654,-0.5639654214498072,0.6945923323328903,0.30675271226993717,0.1458042818207355
3,plain,epoch_014.pt,5474,True,8.012878649002483,4.649242466005198,1.4770144924425106,1.2523320015120094,3.057416756645008,5.76567181793416,-4.2820494387152,1.0136871829291687,-0.26528210717077366,-0.3564318004677152,-0.36780370931433104,0.5129915976260233,0.272020195629337,0.11729367348229974
3,plain,epoch_015.pt,5865,True,8.241609085632774,4.782839873411142,1.254319806646856,1.1567941250868363,3.1625363296459206,5.920044512447776,-4.4218167525580885,1.3193450734185603,-0.0954162532674917,-0.13499335798871193,-0.19383128361073543,0.34234771983199896,0.23531862292068273,0.08231002816475064
3,plain,epoch_016.pt,6256,True,8.450777392630757,4.925811368204268,1.0555119640763577,1.0210554878049143,3.2468797842962855,6.0506026618012845,-4.543141655444815,1.583363544498998,0.04833128733735921,0.059092806424448294,-0.04378829899402663,0.17460487193536417,0.1801856213929128,0.05646328693550312
3,plain,epoch_017.pt,6647,True,8.642970099721826,5.070082204361803,0.9137220270121911,0.8683418477887236,3.3284903271977035,6.157625413050938,-4.641520449121193,1.8154254201554942,0.17709906996360317,0.2336795231369249,0.09741983359606995,0.025144816194084596,0.12428507325477658,0.026355138006932927
3,plain,epoch_018.pt,7038,True,8.8098773744643,5.208668769519387,0.840838231485012,0.7067839155061377,3.3897392403118047,6.244467702312329,-4.72072132113977,2.0142448532333495,0.284304939104162,0.3756911762459396,0.21955121494785382,-0.11115218879897994,0.0756268163699596,0.00667892097999262
3,plain,epoch_019.pt,7429,True,8.959386707616838,5.344318151270039,0.8526445549970324,0.5669727219655536,3.4361579483131894,6.3167786275024,-4.78603991782075,2.187050370857744,0.3812693866358011,0.5024910082418506,0.3198578436793371,-0.22298137496817255,0.028832128381996225,-0.013653972909690199
3,plain,epoch_020.pt,7820,True,9.093816347397587,5.470006118918725,0.9201453694644856,0.4582948183364674,3.4824128618944004,6.375682667644281,-4.839986845300676,2.332517439254637,0.4562775174721526,0.6044927642618088,0.4080887548571078,-0.32160842608194656,-0.011354091935753763,-0.03353403370569044
3,plain,epoch_021.pt,8211,True,9.20614791137319,5.583374939440441,1.0134874238209073,0.40961539705041633,3.5131445962289165,6.421596273333966,-4.883673923948552,2.45520039872427,0.5183039289622711,0.6855012673684133,0.47370793804750355,-0.40007309357853643,-0.05210780272860632,-0.047823459711090255
3,plain,epoch_022.pt,8602,True,9.299901275522117,5.676523206257079,1.1176205526157121,0.42222100023581477,3.5440102894793326,6.457959359685345,-4.91391286932058,2.5512949225778936,0.5640873534300577,0.7482344547030102,0.5324090328580334,-0.46604148349485397,-0.08265303071411681,-0.05886222295387053
3,plain,epoch_023.pt,8993,True,9.372958194820193,5.753492240165284,1.212091103058403,0.47066983056514883,3.5624537030389285,6.485259900567497,-4.936296001841933,2.627459020563845,0.6024524819319046,0.7957064983845631,0.576523177530206,-0.516811126352772,-0.1036442542241415,-0.06535346320166878
3,plain,epoch_024.pt,9384,True,9.429445502361338,5.812894385931787,1.288919777835497,0.5246449934662407,3.5790247541808466,6.505019842319157,-4.951238873485804,2.6868505822731397,0.628087983107109,0.8303015902164579,0.6074007397061874,-0.5538855223927681,-0.12418609766683572,-0.07425682759631344
3,plain,epoch_025.pt,9775,True,9.470460480707539,5.857155698678086,1.3491565743587879,0.5754793676854686,3.5913593475834125,6.518089204253922,-4.962151610839539,2.7289498500775373,0.644929083873584,0.8532409730582161,0.630320754647439,-0.5821834417463578,-0.13726157821912124,-0.0770989426670791
3,plain,epoch_026.pt,10166,True,9.498625052702456,5.888657774051551,1.3907084691641953,0.6137468018682023,3.5980479308551745,6.526993074854472,-4.970158251988041,2.758245999509802,0.6571349101029843,0.869579717159685,0.6435880510462345,-0.5995217634077183,-0.14598265411375058,-0.07920331656544277
3,plain,epoch_027.pt,10557,True,9.516032961723008,5.907644228374802,1.4172249418154386,0.6378361347429492,3.602908317871966,6.532509062569925,-4.974804365310499,2.7751714108733836,0.6644388312740698,0.8794462331848035,0.6522106519216178,-0.6110702041129632,-0.15206058665043518,-0.07973689867210103
