seed,pc1,pc2,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
0,-5.851353945104685,6.176957494819401,1.6401080932617187,0.437,1.6651670532226563,0.422
0,-5.851353945104685,6.844414372811833,1.771261962890625,0.375,1.795373291015625,0.383
0,-5.851353945104685,7.5118712508042655,1.913302734375,0.338,1.9344895629882812,0.332
0,-5.851353945104685,8.179328128796694,2.05933740234375,0.304,2.077473388671875,0.309
0,-5.851353945104685,8.846785006789126,2.2081983642578127,0.275,2.221791015625,0.282
0,-5.170871186781774,-11.176921332983799,1.9850906982421874,0.402,1.9941558837890625,0.382
0,-5.170871186781774,-10.509464454991368,1.9467760620117187,0.394,1.9533558959960937,0.381
0,-5.170871186781774,-9.842007576998938,1.922421142578125,0.385,1.9266138305664062,0.381
0,-5.170871186781774,-9.174550699006506,1.9079614868164063,0.376,1.9119951782226563,0.379
0,-5.170871186781774,-8.507093821014076,1.9004441528320313,0.373,1.9007113037109375,0.38
0,-5.170871186781774,-7.839636943021645,1.8982909545898436,0.363,1.8894027709960937,0.378
0,-5.170871186781774,-7.172180065029214,1.8970263061523438,0.352,1.8754305419921875,0.372
0,-5.170871186781774,-6.504723187036783,1.8900068359375,0.347,1.857869873046875,0.376
0,-5.170871186781774,-5.837266309044352,1.8735324096679689,0.341,1.8355205078125,0.377
0,-5.170871186781774,-5.169809431051922,1.845279296875,0.341,1.8087998657226563,0.381
0,-5.170871186781774,-4.502352553059491,1.807266357421875,0.344,1.7708748168945312,0.374
0,-5.170871186781774,-3.8348956750670595,1.7627377319335937,0.358,1.728243896484375,0.383
0,-5.170871186781774,-3.167438797074629,1.7096709594726562,0.36,1.6751396484375,0.398
0,-5.170871186781774,-2.499981919082199,1.6495286254882813,0.392,1.6132813110351563,0.419
0,-5.170871186781774,-1.8325250410897667,1.588601318359375,0.431,1.550562744140625,0.427
0,-5.170871186781774,-1.1650681630973363,1.5273696899414062,0.447,1.494970458984375,0.451
0,-5.170871186781774,-0.49761128510490593,1.4693307495117187,0.474,1.4419963989257814,0.48
0,-5.170871186781774,0.16984559288752443,1.4177590942382812,0.501,1.3993904418945313,0.494
0,-5.170871186781774,0.8373024708799548,1.378577880859375,0.516,1.3699105224609376,0.515
0,-5.170871186781774,1.504759348872387,1.3548580322265624,0.537,1.3558330078125,0.531
0,-5.170871186781774,2.1722162268648173,1.3498224487304689,0.539,1.3582507934570311,0.536
0,-5.170871186781774,2.8396731048572477,1.3638565673828125,0.526,1.3814887084960938,0.531
0,-5.170871186781774,3.50712998284968,1.3985037231445312,0.514,1.4207354736328126,0.496
0,-5.170871186781774,4.17458686084211,1.4547130737304688,0.496,1.4778833618164062,0.485
0,-5.170871186781774,4.8420437388345405,1.5292308349609376,0.468,1.5530704345703126,0.449
0,-5.170871186781774,5.509500616826973,1.62371630859375,0.417,1.6471447143554687,0.421
0,-5.170871186781774,6.176957494819401,1.7299957275390625,0.373,1.757300048828125,0.383
0,-5.170871186781774,6.844414372811833,1.8483477783203126,0.337,1.8804517822265625,0.349
0,-5.170871186781774,7.5118712508042655,1.9785438232421875,0.304,2.0089625244140623,0.31
0,-5.170871186781774,8.179328128796694,2.114906494140625,0.28,2.1456478271484376,0.283
0,-5.170871186781774,8.846785006789126,2.2582576904296876,0.254,2.2888802490234377,0.262
0,-4.490388428458862,-11.176921332983799,1.7830977783203126,0.426,1.7877443237304687,0.435
0,-4.490388428458862,-10.509464454991368,1.7419395751953124,0.427,1.7478553466796876,0.428
0,-4.490388428458862,-9.842007576998938,1.7208751220703125,0.428,1.724900146484375,0.434
0,-4.490388428458862,-9.174550699006506,1.7145521240234376,0.429,1.71864208984375,0.44
0,-4.490388428458862,-8.507093821014076,1.721453125,0.41,1.721749267578125,0.429
0,-4.490388428458862,-7.839636943021645,1.7398458251953124,0.4,1.7293661499023438,0.42
0,-4.490388428458862,-7.172180065029214,1.75991162109375,0.385,1.7405755004882812,0.416
0,-4.490388428458862,-6.504723187036783,1.7745966186523439,0.377,1.7461434936523437,0.411
0,-4.490388428458862,-5.837266309044352,1.7818935546875,0.371,1.7496493530273438,0.396
0,-4.490388428458862,-5.169809431051922,1.7813681640625,0.36,1.7454990234375,0.4
0,-4.490388428458862,-4.502352553059491,1.7697407836914063,0.354,1.7333211669921875,0.39
0,-4.490388428458862,-3.8348956750670595,1.74763916015625,0.356,1.7107852172851563,0.383
0,-4.490388428458862,-3.167438797074629,1.7148894653320312,0.349,1.6760892333984374,0.388
0,-4.490388428458862,-2.499981919082199,1.6746864013671876,0.375,1.632761962890625,0.403
0,-4.490388428458862,-1.8325250410897667,1.6310880126953125,0.4,1.5886652221679687,0.418
0,-4.490388428458862,-1.1650681630973363,1.589121337890625,0.409,1.5509468994140625,0.441
0,-4.490388428458862,-0.49761128510490593,1.5468157958984374,0.445,1.5160008544921875,0.452
0,-4.490388428458862,0.16984559288752443,1.51038232421875,0.462,1.48820947265625,0.462
0,-4.490388428458862,0.8373024708799548,1.4819835205078125,0.485,1.4702655029296876,0.481
0,-4.490388428458862,1.504759348872387,1.4658007202148438,0.486,1.4652608642578124,0.487
0,-4.490388428458862,2.1722162268648173,1.4641760864257813,0.483,1.47210302734375,0.479
0,-4.490388428458862,2.8396731048572477,1.4803040161132812,0.478,1.4940248413085937,0.469
0,-4.490388428458862,3.50712998284968,1.513922119140625,0.469,1.5291384887695312,0.444
0,-4.490388428458862,4.17458686084211,1.5637066040039063,0.439,1.5812750854492188,0.425
0,-4.490388428458862,4.8420437388345405,1.6342897338867188,0.403,1.6500675659179687,0.41
0,-4.490388428458862,5.509500616826973,1.7177318115234375,0.376,1.7360083618164062,0.386
0,-4.490388428458862,6.176957494819401,1.811925537109375,0.338,1.8361221923828126,0.355
0,-4.490388428458862,6.844414372811833,1.91575,0.299,1.9491365966796874,0.33
0,-4.490388428458862,7.5118712508042655,2.0338697509765624,0.284,2.07446142578125,0.284
0,-4.490388428458862,8.179328128796694,2.16376025390625,0.264,2.210337646484375,0.259
0,-4.490388428458862,8.846785006789126,2.30163671875,0.235,2.3498621826171875,0.232
0,-3.809905670135951,-11.176921332983799,1.611697998046875,0.459,1.6110396118164063,0.478
0,-3.809905670135951,-10.509464454991368,1.5626302490234374,0.464,1.5668662719726563,0.484
0,-3.809905670135951,-9.842007576998938,1.538610107421875,0.469,1.54533349609375,0.486
0,-3.809905670135951,-9.174550699006506,1.5349229125976562,0.465,1.53948779296875,0.481
0,-3.809905670135951,-8.507093821014076,1.5501398315429689,0.467,1.55038720703125,0.486
0,-3.809905670135951,-7.839636943021645,1.5812216186523438,0.442,1.5722289428710938,0.465
0,-3.809905670135951,-7.172180065029214,1.6187523193359374,0.433,1.6025462646484374,0.454
0,-3.809905670135951,-6.504723187036783,1.6529298095703124,0.408,1.6288472900390625,0.45
0,-3.809905670135951,-5.837266309044352,1.6831862182617188,0.395,1.6534781494140625,0.427
0,-3.809905670135951,-5.169809431051922,1.7068726806640624,0.387,1.6727680053710938,0.416
0,-3.809905670135951,-4.502352553059491,1.7213013305664062,0.378,1.6849270629882813,0.402
0,-3.809905670135951,-3.8348956750670595,1.7239354858398437,0.365,1.6832473754882813,0.396
0,-3.809905670135951,-3.167438797074629,1.7131190795898437,0.366,1.66765576171875,0.381
0,-3.809905670135951,-2.499981919082199,1.6938687744140626,0.366,1.6446383666992188,0.395
0,-3.809905670135951,-1.8325250410897667,1.667983154296875,0.369,1.6216384887695312,0.406
0,-3.809905670135951,-1.1650681630973363,1.6432266845703125,0.378,1.6011981201171874,0.413
0,-3.809905670135951,-0.49761128510490593,1.6177783813476563,0.398,1.5813916015625,0.429
0,-3.809905670135951,0.16984559288752443,1.5955018310546876,0.42,1.5665745239257813,0.434
0,-3.809905670135951,0.8373024708799548,1.5773906860351563,0.435,1.559505126953125,0.455
0,-3.809905670135951,1.504759348872387,1.5677782592773437,0.442,1.5614921264648438,0.449
0,-3.809905670135951,2.1722162268648173,1.5692054443359376,0.442,1.5721834716796874,0.438
0,-3.809905670135951,2.8396731048572477,1.5841873168945313,0.428,1.5935386962890625,0.419
0,-3.809905670135951,3.50712998284968,1.61371826171875,0.409,1.6237330932617187,0.407
0,-3.809905670135951,4.17458686084211,1.6573778076171874,0.404,1.6685341796875,0.389
0,-3.809905670135951,4.8420437388345405,1.7182371215820313,0.369,1.728242431640625,0.368
0,-3.809905670135951,5.509500616826973,1.7932645874023438,0.332,1.8052431640625,0.345
0,-3.809905670135951,6.176957494819401,1.8751622314453125,0.309,1.896866943359375,0.322
0,-3.809905670135951,6.844414372811833,1.9681107788085936,0.283,2.003818115234375,0.283
0,-3.809905670135951,7.5118712508042655,2.0778282470703124,0.261,2.123759033203125,0.261
0,-3.809905670135951,8.179328128796694,2.2021212158203123,0.236,2.2527576904296875,0.237
0,-3.809905670135951,8.846785006789126,2.3352381591796876,0.219,2.3875262451171877,0.216
0,-3.129422911813039,-11.176921332983799,1.474651123046875,0.5,1.4683198852539063,0.514
0,-3.129422911813039,-10.509464454991368,1.4151693725585937,0.511,1.4203472900390626,0.525
0,-3.129422911813039,-9.842007576998938,1.3835580444335938,0.513,1.3939766845703125,0.532
0,-3.129422911813039,-9.174550699006506,1.3776651000976563,0.509,1.3855777587890625,0.536
0,-3.129422911813039,-8.507093821014076,1.3946817016601563,0.503,1.3990398559570312,0.529
0,-3.129422911813039,-7.839636943021645,1.4314014282226561,0.495,1.427334228515625,0.511
0,-3.129422911813039,-7.172180065029214,1.478185302734375,0.484,1.4674522094726563,0.502
0,-3.129422911813039,-6.504723187036783,1.5292740478515625,0.46,1.510266845703125,0.489
0,-3.129422911813039,-5.837266309044352,1.579090576171875,0.435,1.5510489501953124,0.462
0,-3.129422911813039,-5.169809431051922,1.6236754150390624,0.419,1.59029052734375,0.436
0,-3.129422911813039,-4.502352553059491,1.6607625732421876,0.403,1.6220982055664062,0.426
0,-3.129422911813039,-3.8348956750670595,1.6862942504882812,0.387,1.6425759887695313,0.419
0,-3.129422911813039,-3.167438797074629,1.7001681518554688,0.369,1.6490243530273438,0.4
0,-3.129422911813039,-2.499981919082199,1.705062744140625,0.366,1.6474806518554688,0.396
0,-3.129422911813039,-1.8325250410897667,1.6963870239257812,0.361,1.6437599487304688,0.398
0,-3.129422911813039,-1.1650681630973363,1.684307373046875,0.366,1.6389860229492188,0.392
0,-3.129422911813039,-0.49761128510490593,1.6715913696289062,0.377,1.634906494140625,0.397
0,-3.129422911813039,0.16984559288752443,1.6626338500976563,0.387,1.6283933715820313,0.409
0,-3.129422911813039,0.8373024708799548,1.6562747802734374,0.392,1.6289418334960937,0.408
0,-3.129422911813039,1.504759348872387,1.6518486938476562,0.393,1.6362701416015626,0.406
0,-3.129422911813039,2.1722162268648173,1.6521105346679688,0.399,1.6464187622070312,0.402
0,-3.129422911813039,2.8396731048572477,1.6636433715820313,0.382,1.6668155517578125,0.384
0,-3.129422911813039,3.50712998284968,1.6875921020507811,0.361,1.6937088623046874,0.357
0,-3.129422911813039,4.17458686084211,1.724890625,0.346,1.7309118041992186,0.341
0,-3.129422911813039,4.8420437388345405,1.7776708984375,0.336,1.7840490112304688,0.324
0,-3.129422911813039,5.509500616826973,1.842236572265625,0.313,1.85005126953125,0.31
0,-3.129422911813039,6.176957494819401,1.9160589599609374,0.286,1.9319420166015624,0.277
0,-3.129422911813039,6.844414372811833,2.001649841308594,0.265,2.0308193969726562,0.254
0,-3.129422911813039,7.5118712508042655,2.1000206298828124,0.259,2.140442626953125,0.237
0,-3.129422911813039,8.179328128796694,2.214833251953125,0.248,2.260589599609375,0.217
0,-3.129422911813039,8.846785006789126,2.343344970703125,0.217,2.387469970703125,0.206
0,-2.4489401534901294,-11.176921332983799,1.36443603515625,0.532,1.3596357421875,0.552
0,-2.4489401534901294,-10.509464454991368,1.2972881469726563,0.552,1.303251708984375,0.567
0,-2.4489401534901294,-9.842007576998938,1.2585435791015624,0.556,1.2707838745117188,0.58
0,-2.4489401534901294,-9.174550699006506,1.2476808471679688,0.549,1.2594015502929687,0.59
0,-2.4489401534901294,-8.507093821014076,1.261410400390625,0.54,1.2693142700195312,0.58
0,-2.4489401534901294,-7.839636943021645,1.2962731323242187,0.535,1.29752294921875,0.561
0,-2.4489401534901294,-7.172180065029214,1.3462132568359375,0.527,1.3411763916015624,0.546
0,-2.4489401534901294,-6.504723187036783,1.4063077392578125,0.512,1.39356689453125,0.527
0,-2.4489401534901294,-5.837266309044352,1.4706983032226562,0.49,1.4500621337890625,0.501
0,-2.4489401534901294,-5.169809431051922,1.5359146118164062,0.447,1.5036082153320312,0.482
0,-2.4489401534901294,-4.502352553059491,1.5941981201171875,0.424,1.551869384765625,0.453
0,-2.4489401534901294,-3.8348956750670595,1.6404400024414063,0.411,1.5919212646484375,0.441
0,-2.4489401534901294,-3.167438797074629,1.67480322265625,0.385,1.61976171875,0.408
0,-2.4489401534901294,-2.499981919082199,1.6977265625,0.368,1.6392203979492188,0.402
0,-2.4489401534901294,-1.8325250410897667,1.7061858520507813,0.358,1.651817138671875,0.396
0,-2.4489401534901294,-1.1650681630973363,1.7080404052734375,0.364,1.662450439453125,0.388
0,-2.4489401534901294,-0.49761128510490593,1.7093370361328124,0.361,1.6711676025390625,0.385
0,-2.4489401534901294,0.16984559288752443,1.709569580078125,0.354,1.6735809326171875,0.369
0,-2.4489401534901294,0.8373024708799548,1.7096748657226561,0.349,1.6758236083984375,0.368
0,-2.4489401534901294,1.504759348872387,1.7077706298828126,0.358,1.6841825561523438,0.36
0,-2.4489401534901294,2.1722162268648173,1.7075559692382813,0.353,1.6974866333007812,0.35
0,-2.4489401534901294,2.8396731048572477,1.715234375,0.348,1.71266259765625,0.349
0,-2.4489401534901294,3.50712998284968,1.730170654296875,0.331,1.7334456787109376,0.33
0,-2.4489401534901294,4.17458686084211,1.75844287109375,0.318,1.7619168701171875,0.311
0,-2.4489401534901294,4.8420437388345405,1.8007376708984375,0.316,1.8016292724609375,0.307
0,-2.4489401534901294,5.509500616826973,1.852180419921875,0.306,1.8579088745117187,0.306
0,-2.4489401534901294,6.176957494819401,1.91242041015625,0.286,1.9330951538085936,0.279
0,-2.4489401534901294,6.844414372811833,1.9864666748046875,0.273,2.022594543457031,0.248
0,-2.4489401534901294,7.5118712508042655,2.08203857421875,0.268,2.1208218994140626,0.224
0,-2.4489401534901294,8.179328128796694,2.1952420654296874,0.24,2.2358092041015625,0.213
0,-2.4489401534901294,8.846785006789126,2.3203004150390627,0.216,2.35717919921875,0.218
0,-1.7684573951672178,-11.176921332983799,1.2796162109375,0.559,1.2856082153320312,0.572
0,-1.7684573951672178,-10.509464454991368,1.2060219116210937,0.581,1.2159107666015625,0.594
0,-1.7684573951672178,-9.842007576998938,1.1599224853515624,0.592,1.1769976196289063,0.608
0,-1.7684573951672178,-9.174550699006506,1.143596923828125,0.596,1.162167724609375,0.611
0,-1.7684573951672178,-8.507093821014076,1.1519074096679687,0.588,1.1675245361328126,0.608
0,-1.7684573951672178,-7.839636943021645,1.1810924682617188,0.585,1.191120849609375,0.6
0,-1.7684573951672178,-7.172180065029214,1.2318804321289063,0.557,1.2329324340820313,0.591
0,-1.7684573951672178,-6.504723187036783,1.2975914306640626,0.544,1.2883504028320312,0.565
0,-1.7684573951672178,-5.837266309044352,1.372272705078125,0.514,1.3545062255859375,0.532
0,-1.7684573951672178,-5.169809431051922,1.4497337036132814,0.479,1.4207501220703125,0.503
0,-1.7684573951672178,-4.502352553059491,1.5234421997070313,0.45,1.4859049072265624,0.483
0,-1.7684573951672178,-3.8348956750670595,1.58831201171875,0.433,1.5409520263671874,0.455
0,-1.7684573951672178,-3.167438797074629,1.6410072631835937,0.41,1.5859027709960938,0.419
0,-1.7684573951672178,-2.499981919082199,1.6801749267578125,0.386,1.621327880859375,0.41
0,-1.7684573951672178,-1.8325250410897667,1.7040631103515624,0.373,1.6481216430664063,0.386
0,-1.7684573951672178,-1.1650681630973363,1.717372802734375,0.354,1.6694224853515625,0.371
0,-1.7684573951672178,-0.49761128510490593,1.72503662109375,0.333,1.684778564453125,0.369
0,-1.7684573951672178,0.16984559288752443,1.730412841796875,0.335,1.6946290283203125,0.353
0,-1.7684573951672178,0.8373024708799548,1.7324424438476562,0.329,1.701436279296875,0.337
0,-1.7684573951672178,1.504759348872387,1.73031298828125,0.325,1.7088370361328125,0.316
0,-1.7684573951672178,2.1722162268648173,1.7287817993164063,0.334,1.717549072265625,0.314
0,-1.7684573951672178,2.8396731048572477,1.7278051147460938,0.324,1.7254511108398438,0.32
0,-1.7684573951672178,3.50712998284968,1.735785400390625,0.326,1.738132568359375,0.318
0,-1.7684573951672178,4.17458686084211,1.7548829956054688,0.327,1.7571375122070312,0.316
0,-1.7684573951672178,4.8420437388345405,1.7798755493164062,0.327,1.7831658935546875,0.315
0,-1.7684573951672178,5.509500616826973,1.8143505859375,0.306,1.8241629638671875,0.301
0,-1.7684573951672178,6.176957494819401,1.8641060791015625,0.301,1.885056396484375,0.295
0,-1.7684573951672178,6.844414372811833,1.9308705444335938,0.291,1.9631410522460937,0.276
0,-1.7684573951672178,7.5118712508042655,2.0199652709960936,0.272,2.060719970703125,0.258
0,-1.7684573951672178,8.179328128796694,2.12920556640625,0.259,2.1781036376953127,0.246
0,-1.7684573951672178,8.846785006789126,2.2537178955078123,0.238,2.303974853515625,0.233
0,-1.0879746368443062,-11.176921332983799,1.2262901000976563,0.571,1.2487091064453124,0.581
0,-1.0879746368443062,-10.509464454991368,1.1432705078125,0.603,1.165828125,0.607
0,-1.0879746368443062,-9.842007576998938,1.0899871215820311,0.619,1.116058837890625,0.622
0,-1.0879746368443062,-9.174550699006506,1.067218505859375,0.617,1.0929210205078126,0.635
0,-1.0879746368443062,-8.507093821014076,1.0688618774414063,0.614,1.09317578125,0.647
0,-1.0879746368443062,-7.839636943021645,1.0917779541015624,0.608,1.1145589599609376,0.629
0,-1.0879746368443062,-7.172180065029214,1.1404859619140626,0.595,1.1519825439453124,0.611
0,-1.0879746368443062,-6.504723187036783,1.2067872314453125,0.58,1.2054666748046876,0.589
0,-1.0879746368443062,-5.837266309044352,1.2872756958007812,0.549,1.273934814453125,0.573
0,-1.0879746368443062,-5.169809431051922,1.3725899658203125,0.521,1.3500423583984376,0.527
0,-1.0879746368443062,-4.502352553059491,1.4558974609375,0.492,1.425006591796875,0.502
0,-1.0879746368443062,-3.8348956750670595,1.5324354248046874,0.452,1.493396728515625,0.471
0,-1.0879746368443062,-3.167438797074629,1.5990730590820312,0.427,1.5522298583984375,0.443
0,-1.0879746368443062,-2.499981919082199,1.650445556640625,0.393,1.5992926635742188,0.413
0,-1.0879746368443062,-1.8325250410897667,1.6853153076171874,0.36,1.635935791015625,0.387
0,-1.0879746368443062,-1.1650681630973363,1.7081473388671875,0.348,1.6625419311523437,0.368
0,-1.0879746368443062,-0.49761128510490593,1.721882080078125,0.351,1.6825932006835937,0.353
0,-1.0879746368443062,0.16984559288752443,1.7272634887695313,0.348,1.694644287109375,0.341
0,-1.0879746368443062,0.8373024708799548,1.7262736206054687,0.34,1.7014332275390625,0.331
0,-1.0879746368443062,1.504759348872387,1.7205426025390624,0.337,1.7043853759765626,0.324
0,-1.0879746368443062,2.1722162268648173,1.71306298828125,0.335,1.703552978515625,0.324
0,-1.0879746368443062,2.8396731048572477,1.7057223510742188,0.342,1.7026075439453126,0.321
0,-1.0879746368443062,3.50712998284968,1.7022210693359374,0.356,1.7037211303710937,0.326
0,-1.0879746368443062,4.17458686084211,1.7041593627929688,0.36,1.7095818481445313,0.332
0,-1.0879746368443062,4.8420437388345405,1.71168896484375,0.363,1.723720947265625,0.344
0,-1.0879746368443062,5.509500616826973,1.73156494140625,0.345,1.7524840087890625,0.342
0,-1.0879746368443062,6.176957494819401,1.7712023315429688,0.333,1.8011222534179687,0.33
0,-1.0879746368443062,6.844414372811833,1.8318287353515625,0.328,1.870044189453125,0.311
0,-1.0879746368443062,7.5118712508042655,1.9167811279296876,0.32,1.9648289794921876,0.304
0,-1.0879746368443062,8.179328128796694,2.0273818359375,0.296,2.07971142578125,0.28
0,-1.0879746368443062,8.846785006789126,2.153244873046875,0.277,2.2057857666015623,0.283
0,-0.40749187852139457,-11.176921332983799,1.2067821655273439,0.583,1.2435880126953125,0.579
0,-0.40749187852139457,-10.509464454991368,1.1151738891601561,0.601,1.1522152099609375,0.609
0,-0.40749187852139457,-9.842007576998938,1.0529356689453124,0.624,1.0895858154296876,0.622
0,-0.40749187852139457,-9.174550699006506,1.0210867919921875,0.639,1.0572244873046874,0.636
0,-0.40749187852139457,-8.507093821014076,1.0169544982910157,0.641,1.0508323974609375,0.641
0,-0.40749187852139457,-7.839636943021645,1.0326827087402344,0.641,1.0664207763671876,0.651
0,-0.40749187852139457,-7.172180065029214,1.0713031005859375,0.625,1.0997619018554687,0.633
0,-0.40749187852139457,-6.504723187036783,1.13391845703125,0.605,1.1491142578125,0.616
0,-0.40749187852139457,-5.837266309044352,1.2124066772460937,0.588,1.2148401489257812,0.583
0,-0.40749187852139457,-5.169809431051922,1.3001856079101564,0.554,1.2927517700195312,0.548
0,-0.40749187852139457,-4.502352553059491,1.3901087646484376,0.511,1.3717816162109375,0.517
0,-0.40749187852139457,-3.8348956750670595,1.4753096923828124,0.482,1.447844482421875,0.484
0,-0.40749187852139457,-3.167438797074629,1.5503825073242188,0.45,1.5160396728515626,0.454
0,-0.40749187852139457,-2.499981919082199,1.6098703002929688,0.42,1.5738872680664062,0.433
0,-0.40749187852139457,-1.8325250410897667,1.6514415283203125,0.395,1.6169308471679686,0.395
0,-0.40749187852139457,-1.1650681630973363,1.678509521484375,0.369,1.6493690185546874,0.369
0,-0.40749187852139457,-0.49761128510490593,1.6956295166015625,0.361,1.6713123779296875,0.352
0,-0.40749187852139457,0.16984559288752443,1.7016284790039062,0.345,1.6810555419921875,0.344
0,-0.40749187852139457,0.8373024708799548,1.6964321899414063,0.343,1.6799519653320312,0.344
0,-0.40749187852139457,1.504759348872387,1.6832207641601562,0.339,1.6717800903320312,0.342
0,-0.40749187852139457,2.1722162268648173,1.6687737426757812,0.348,1.6599241943359375,0.344
0,-0.40749187852139457,2.8396731048572477,1.6521310424804687,0.373,1.646877685546875,0.353
0,-0.40749187852139457,3.50712998284968,1.631466064453125,0.393,1.6334690551757813,0.362
0,-0.40749187852139457,4.17458686084211,1.6134309692382813,0.395,1.624988525390625,0.369
0,-0.40749187852139457,4.8420437388345405,1.6044760131835938,0.404,1.6271123046875,0.373
0,-0.40749187852139457,5.509500616826973,1.6134257202148437,0.411,1.6436103515625,0.376
0,-0.40749187852139457,6.176957494819401,1.644644287109375,0.387,1.6831617431640624,0.378
0,-0.40749187852139457,6.844414372811833,1.6990595092773437,0.392,1.746332275390625,0.362
0,-0.40749187852139457,7.5118712508042655,1.7817052001953124,0.375,1.8330492553710938,0.35
0,-0.40749187852139457,8.179328128796694,1.8929019775390625,0.356,1.942086669921875,0.331
0,-0.40749187852139457,8.846785006789126,2.020068359375,0.324,2.0695394287109377,0.316
0,0.27299087980151704,-11.176921332983799,1.2171784057617188,0.59,1.2686897583007812,0.577
0,0.27299087980151704,-10.509464454991368,1.1200462646484375,0.618,1.171713623046875,0.602
0,0.27299087980151704,-9.842007576998938,1.0493300170898439,0.638,1.1013573608398437,0.621
0,0.27299087980151704,-9.174550699006506,1.0054362182617187,0.648,1.0578668212890625,0.635
0,0.27299087980151704,-8.507093821014076,0.9901204833984375,0.656,1.0414396362304688,0.635
0,0.27299087980151704,-7.839636943021645,0.9980750732421875,0.652,1.0486886596679688,0.635
0,0.27299087980151704,-7.172180065029214,1.0281903686523437,0.653,1.0754883117675782,0.63
0,0.27299087980151704,-6.504723187036783,1.0848585205078125,0.63,1.1211070556640625,0.616
0,0.27299087980151704,-5.837266309044352,1.1583302612304687,0.601,1.1811810302734376,0.584
0,0.27299087980151704,-5.169809431051922,1.2416408081054688,0.57,1.2526680908203125,0.555
0,0.27299087980151704,-4.502352553059491,1.3315860595703124,0.535,1.3319756469726562,0.526
0,0.27299087980151704,-3.8348956750670595,1.4180387573242188,0.501,1.4114366455078124,0.504
0,0.27299087980151704,-3.167438797074629,1.4964412841796875,0.476,1.4840282592773437,0.466
0,0.27299087980151704,-2.499981919082199,1.561351806640625,0.436,1.54499072265625,0.418
0,0.27299087980151704,-1.8325250410897667,1.6081528930664062,0.405,1.5929959106445313,0.397
0,0.27299087980151704,-1.1650681630973363,1.639261962890625,0.388,1.6282306518554688,0.373
0,0.27299087980151704,-0.49761128510490593,1.6559127197265624,0.367,1.6476209716796875,0.361
0,0.27299087980151704,0.16984559288752443,1.6572227783203124,0.367,1.6498098754882813,0.355
0,0.27299087980151704,0.8373024708799548,1.6445626220703125,0.371,1.6409369506835938,0.366
0,0.27299087980151704,1.504759348872387,1.622184326171875,0.38,1.619369140625,0.379
0,0.27299087980151704,2.1722162268648173,1.5936973266601562,0.391,1.5931631469726562,0.383
0,0.27299087980151704,2.8396731048572477,1.5621085205078125,0.42,1.5632745361328124,0.397
0,0.27299087980151704,3.50712998284968,1.5273336181640624,0.443,1.5362381591796874,0.407
0,0.27299087980151704,4.17458686084211,1.4997503051757812,0.462,1.5128501586914063,0.426
0,0.27299087980151704,4.8420437388345405,1.4811502075195313,0.475,1.50473681640625,0.442
0,0.27299087980151704,5.509500616826973,1.4811172485351562,0.477,1.5159544677734376,0.438
0,0.27299087980151704,6.176957494819401,1.5033125,0.469,1.5498284912109375,0.43
0,0.27299087980151704,6.844414372811833,1.55527392578125,0.442,1.606832763671875,0.418
0,0.27299087980151704,7.5118712508042655,1.6344332885742188,0.423,1.6867386474609376,0.386
0,0.27299087980151704,8.179328128796694,1.7409615478515625,0.393,1.7925694580078124,0.373
0,0.27299087980151704,8.846785006789126,1.87300244140625,0.374,1.9208958129882812,0.364
0,0.9534736381244269,-11.176921332983799,1.2510223388671875,0.584,1.3203385009765625,0.567
0,0.9534736381244269,-10.509464454991368,1.1487772216796874,0.609,1.22290234375,0.59
0,0.9534736381244269,-9.842007576998938,1.073108154296875,0.619,1.1469818725585939,0.6
0,0.9534736381244269,-9.174550699006506,1.0194373168945312,0.635,1.0947416381835937,0.613
0,0.9534736381244269,-8.507093821014076,0.9945614318847656,0.645,1.0678330993652343,0.629
0,0.9534736381244269,-7.839636943021645,0.9951738891601563,0.646,1.0646211547851563,0.625
0,0.9534736381244269,-7.172180065029214,1.0173118896484374,0.642,1.0835220947265625,0.619
0,0.9534736381244269,-6.504723187036783,1.06400927734375,0.636,1.1227952270507813,0.608
0,0.9534736381244269,-5.837266309044352,1.129781982421875,0.619,1.17553759765625,0.575
0,0.9534736381244269,-5.169809431051922,1.2068663330078124,0.576,1.2381612548828125,0.555
0,0.9534736381244269,-4.502352553059491,1.2892838134765625,0.537,1.3122940673828125,0.529
0,0.9534736381244269,-3.8348956750670595,1.3707825927734374,0.508,1.3870637817382812,0.499
0,0.9534736381244269,-3.167438797074629,1.4463107299804687,0.473,1.45479736328125,0.461
0,0.9534736381244269,-2.499981919082199,1.510784912109375,0.441,1.5144492797851563,0.438
0,0.9534736381244269,-1.8325250410897667,1.5595856323242188,0.406,1.56381884765625,0.4
0,0.9534736381244269,-1.1650681630973363,1.5890978393554687,0.398,1.597080322265625,0.386
0,0.9534736381244269,-0.49761128510490593,1.6034468994140625,0.383,1.6118775634765625,0.382
0,0.9534736381244269,0.16984559288752443,1.5986802368164061,0.395,1.6088176879882812,0.378
0,0.9534736381244269,0.8373024708799548,1.576671630859375,0.402,1.5908324584960938,0.381
0,0.9534736381244269,1.504759348872387,1.5404161987304688,0.412,1.5576343383789062,0.409
0,0.9534736381244269,2.1722162268648173,1.5004574584960937,0.444,1.514454345703125,0.412
