seed,pc1,pc2,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
0,-5.851353945104685,-0.49761128510490593,1.3915919799804688,0.509,1.3631026611328125,0.507
0,-5.851353945104685,0.16984559288752443,1.325602294921875,0.543,1.3078819580078125,0.534
0,-5.851353945104685,0.8373024708799548,1.275708984375,0.565,1.2680391845703125,0.565
0,-5.851353945104685,1.504759348872387,1.2446058959960937,0.577,1.2468604736328126,0.583
0,-5.851353945104685,2.1722162268648173,1.23348828125,0.584,1.24709912109375,0.588
0,-5.851353945104685,2.8396731048572477,1.2453070068359375,0.582,1.2690674438476564,0.574
0,-5.851353945104685,3.50712998284968,1.281384765625,0.554,1.310888671875,0.543
0,-5.851353945104685,4.17458686084211,1.3413949584960938,0.54,1.3705497436523437,0.522
0,-5.851353945104685,4.8420437388345405,1.4238421630859375,0.519,1.4503893432617188,0.498
0,-5.851353945104685,5.509500616826973,1.5251409301757812,0.471,1.54954541015625,0.466
