method,seed,policy,split,direction,amplitude,S_f32,S_f64,diff,L0_diff,suspicious,C_f32,C_f64
plain,3,recalibrated,train_probe,1,0.05,0.047961044311523426,0.04796096074397729,8.35675461330343e-08,-7.24756535341875e-09,False,38.368835449218736,38.36876859518183
plain,3,recalibrated,test_probe,0,0.005,0.0006123962402344585,0.0006127897253599413,-3.9348512548276204e-07,2.3266966742152562e-07,False,48.99169921875668,49.0231780287953
plain,3,recalibrated,test_probe,0,0.01,0.0015707550048827956,0.0015709312921162732,-1.7628723347762332e-07,2.3266966742152562e-07,False,31.415100097655912,31.418625842325465
plain,3,recalibrated,test_probe,0,0.02,0.004841842651367223,0.004842065437082654,-2.227857154313284e-07,2.3266966742152562e-07,False,24.209213256836115,24.21032718541327
plain,3,recalibrated,test_probe,0,0.05,0.030979125976562494,0.030979409402488334,-2.8342592583996407e-07,2.3266966742152562e-07,False,24.78330078124999,24.783527521990663
plain,3,recalibrated,test_probe,1,0.005,0.00012200927734373757,0.0001221532371861178,-1.4395984238024795e-07,2.3266966742152562e-07,False,9.760742187499005,9.772258974889425
plain,3,recalibrated,test_probe,1,0.01,0.000641860961914098,0.00064213971809024,-2.787561761419255e-07,2.3266966742152562e-07,False,12.83721923828196,12.842794361804799
plain,3,recalibrated,test_probe,1,0.02,0.0035631408691406685,0.0035635410499649245,-4.00180824255969e-07,2.3266966742152562e-07,False,17.81570434570334,17.817705249824623
plain,3,recalibrated,test_probe,1,0.05,0.03268748474121097,0.03268770138133947,-2.1664012850308723e-07,2.3266966742152562e-07,False,26.149987792968773,26.150161105071575
plain,3,centre_frozen,train_probe,0,0.005,0.0028850326538086,0.00288497682050487,5.5833303730379313e-08,-2.248998878795483e-08,False,230.802612304688,230.79814564038958
plain,3,centre_frozen,train_probe,0,0.01,0.01154340362548828,0.011543377274443212,2.6351045068206957e-08,-2.248998878795483e-08,False,230.8680725097656,230.8675454888642
plain,3,centre_frozen,train_probe,0,0.02,0.04605390930175782,0.04605382625704707,8.304471074693787e-08,-2.248998878795483e-08,False,230.26954650878906,230.26913128523535
plain,3,centre_frozen,train_probe,0,0.05,0.31073694610595703,0.3107367894577019,1.5664825514516423e-07,-2.248998878795483e-08,False,248.58955688476559,248.58943156616147
plain,3,centre_frozen,train_probe,1,0.005,0.0028556098937988217,0.002855564614710815,4.527908800677771e-08,-2.248998878795483e-08,False,228.4487915039057,228.4451691768652
plain,3,centre_frozen,train_probe,1,0.01,0.010966445922851564,0.010966400295106093,4.562774547078874e-08,-2.248998878795483e-08,False,219.32891845703128,219.32800590212187
plain,3,centre_frozen,train_probe,1,0.02,0.044012557983398454,0.04401251325641925,4.4726979203657535e-08,-2.248998878795483e-08,False,220.06278991699224,220.06256628209624
plain,3,centre_frozen,train_probe,1,0.05,0.288940071105957,0.2889399885815134,8.252444361200872e-08,-2.248998878795483e-08,False,231.15205688476556,231.15199086521065
plain,3,centre_frozen,test_probe,0,0.005,0.0029868469238281126,0.002987132132648007,-2.852088198945779e-07,2.5093062228087604e-07,False,238.947753906249,238.97057061184057
plain,3,centre_frozen,test_probe,0,0.01,0.01160929870605476,0.011609569413659093,-2.707076043328982e-07,2.5093062228087604e-07,False,232.1859741210952,232.19138827318184
plain,3,centre_frozen,test_probe,0,0.02,0.044895935058593794,0.04489614459869973,-2.095401059332147e-07,2.5093062228087604e-07,False,224.47967529296895,224.48072299349863
plain,3,centre_frozen,test_probe,0,0.05,0.29128865051269526,0.2912887347397142,-8.422701891497297e-08,2.5093062228087604e-07,False,233.03092041015617,233.03098779177128
plain,3,centre_frozen,test_probe,1,0.005,0.0025569152832031206,0.002557113924791077,-1.9864158795623865e-07,2.5093062228087604e-07,False,204.55322265624963,204.56911398328614
plain,3,centre_frozen,test_probe,1,0.01,0.010588439941406236,0.010588705825515854,-2.658841096181419e-07,2.5093062228087604e-07,False,211.76879882812472,211.77411651031707
plain,3,centre_frozen,test_probe,1,0.02,0.044280899047851596,0.0442810156252782,-1.1657742660098336e-07,2.5093062228087604e-07,False,221.40449523925798,221.40507812639098
plain,3,centre_frozen,test_probe,1,0.05,0.2831436004638672,0.2831436510271794,-5.056331220387733e-08,2.5093062228087604e-07,False,226.51488037109374,226.5149208217435
plain,4,saved,train_probe,0,0.005,0.0015976181030273318,0.0015976707873431584,-5.268431582661215e-08,4.0931397188304075e-08,False,127.80944824218653,127.81366298745266
plain,4,saved,train_probe,0,0.01,0.006327842712402332,0.006327836282469995,6.429932336571298e-09,4.0931397188304075e-08,False,126.55685424804663,126.5567256493999
plain,4,saved,train_probe,0,0.02,0.025871574401855446,0.02587161890023157,-4.4498376122747985e-08,4.0931397188304075e-08,False,129.35787200927723,129.35809450115784
plain,4,saved,train_probe,0,0.05,0.1702196350097656,0.17021956773820537,6.727156023900172e-08,4.0931397188304075e-08,False,136.17570800781246,136.17565419056427
plain,4,saved,train_probe,1,0.005,0.0012508239746093497,0.0012508975053049098,-7.353069556015335e-08,4.0931397188304075e-08,False,100.06591796874797,100.07180042439278
plain,4,saved,train_probe,1,0.01,0.00487385559082032,0.004873913057262841,-5.7466442521247885e-08,4.0931397188304075e-08,False,97.47711181640639,97.47826114525681
plain,4,saved,train_probe,1,0.02,0.01935528564453126,0.01935536405994001,-7.841540874964359e-08,4.0931397188304075e-08,False,96.7764282226563,96.77682029970005
plain,4,saved,train_probe,1,0.05,0.12508155059814452,0.12508164459111257,-9.399296804768476e-08,4.0931397188304075e-08,False,100.06524047851559,100.06531567289004
plain,4,saved,test_probe,0,0.005,0.001216049194335933,0.0012159732151626468,7.597917328627801e-08,4.9802999502190914e-09,False,97.28393554687464,97.27785721301174
plain,4,saved,test_probe,0,0.01,0.004346206665039154,0.004346162519243912,4.4145795241590235e-08,4.9802999502190914e-09,False,86.92413330078307,86.92325038487824
plain,4,saved,test_probe,0,0.02,0.017031631469726638,0.017031650424827793,-1.895510115534904e-08,4.9802999502190914e-09,False,85.15815734863318,85.15825212413897
plain,4,saved,test_probe,0,0.05,0.11712631225585934,0.11712619770411958,1.1455173976049338e-07,4.9802999502190914e-09,False,93.70104980468746,93.70095816329565
plain,4,saved,test_probe,1,0.005,0.0008494262695312171,0.0008494955005733384,-6.923104212130937e-08,4.9802999502190914e-09,False,67.95410156249737,67.95964004586708
plain,4,saved,test_probe,1,0.01,0.003023208618164075,0.003023345388232679,-1.367700686039086e-07,4.9802999502190914e-09,False,60.4641723632815,60.46690776465358
plain,4,saved,test_probe,1,0.02,0.012301330566406254,0.012301275571215964,5.499519029061872e-08,4.9802999502190914e-09,False,61.50665283203127,61.506377856079816
plain,4,saved,test_probe,1,0.05,0.08555148315429695,0.08555142898522172,5.4169075225374286e-08,4.9802999502190914e-09,False,68.44118652343755,68.44114318817736
plain,4,recalibrated,train_probe,0,0.005,0.0006054763793945095,0.0006055149518373881,-3.857244287863715e-08,5.466904332007694e-08,False,48.43811035156076,48.44119614699105
plain,4,recalibrated,train_probe,0,0.01,0.0024013175964355538,0.002401399434326129,-8.183789057536472e-08,5.466904332007694e-08,False,48.02635192871107,48.02798868652258
plain,4,recalibrated,train_probe,0,0.02,0.009574462890624996,0.009574487373898127,-2.4483273131092886e-08,5.466904332007694e-08,False,47.87231445312498,47.872436869490635
plain,4,recalibrated,train_probe,0,0.05,0.0568444480895996,0.05684445843520927,-1.0345609674500267e-08,5.466904332007694e-08,False,45.47555847167967,45.47556674816741
plain,4,recalibrated,train_probe,1,0.005,0.0006042633056640434,0.000604323640857718,-6.033519367454332e-08,5.466904332007694e-08,False,48.34106445312347,48.345891268617436
plain,4,recalibrated,train_probe,1,0.01,0.0025434951782226656,0.002543596265333542,-1.0108711087641886e-07,5.466904332007694e-08,False,50.86990356445331,50.87192530667084
plain,4,recalibrated,train_probe,1,0.02,0.009580993652343772,0.009581078781686375,-8.512934260296312e-08,5.466904332007694e-08,False,47.90496826171886,47.905393908431876
plain,4,recalibrated,train_probe,1,0.05,0.05841559219360354,0.058415600191702166,-7.99809862783718e-09,5.466904332007694e-08,False,46.73247375488282,46.73248015336172
plain,4,recalibrated,test_probe,0,0.005,0.00011581420898432171,0.00011576795598700063,4.6252997321083456e-08,-3.940687742787219e-08,False,9.265136718745737,9.26143647896005
plain,4,recalibrated,test_probe,0,0.01,0.0010109863281251297,0.0010108745996376678,1.117284874618818e-07,-3.940687742787219e-08,False,20.219726562502593,20.217491992753356
plain,4,recalibrated,test_probe,0,0.02,0.004335479736328196,0.004335493819682568,-1.4083354371585699e-08,-3.940687742787219e-08,False,21.67739868164098,21.677469098412836
plain,4,recalibrated,test_probe,0,0.05,0.029034469604492186,0.029034443263676213,2.6340815972858422e-08,-3.940687742787219e-08,False,23.227575683593745,23.227554610940967
plain,4,recalibrated,test_probe,1,0.005,0.0002847747802734446,0.00028470217793763464,7.260233580996811e-08,-3.940687742787219e-08,False,22.78198242187557,22.77617423501077
plain,4,recalibrated,test_probe,1,0.01,0.0011589050292968306,0.001158942456673584,-3.742737675338503e-08,-3.940687742787219e-08,False,23.178100585936612,23.17884913347168
plain,4,recalibrated,test_probe,1,0.02,0.00435873413085941,0.004358562043086267,1.7208777314259294e-07,-3.940687742787219e-08,False,21.793670654297046,21.792810215431334
plain,4,recalibrated,test_probe,1,0.05,0.028413070678710906,0.028412977318280297,9.336043060859112e-08,-3.940687742787219e-08,False,22.73045654296872,22.730381854624234
plain,4,centre_frozen,train_probe,0,0.005,0.0017150001525879088,0.0017149990276784655,1.1249094433729567e-09,4.0728993178085204e-08,False,137.2000122070327,137.19992221427722
plain,4,centre_frozen,train_probe,0,0.01,0.006690231323242202,0.006690309386679305,-7.80634371033706e-08,4.0728993178085204e-08,False,133.80462646484403,133.80618773358609
plain,4,centre_frozen,train_probe,0,0.02,0.026994495391845702,0.026994546772966338,-5.1381120635962674e-08,4.0728993178085204e-08,False,134.97247695922852,134.9727338648317
plain,4,centre_frozen,train_probe,0,0.05,0.17774082946777342,0.17774073735131263,9.21164607925462e-08,4.0728993178085204e-08,False,142.1926635742187,142.19258988105008
plain,4,centre_frozen,train_probe,1,0.005,0.0013265304565429625,0.0013265911287076992,-6.067216473670811e-08,4.0728993178085204e-08,False,106.122436523437,106.12729029661594
plain,4,centre_frozen,train_probe,1,0.01,0.00517996597290038,0.005179987897587668,-2.1924687287899758e-08,4.0728993178085204e-08,False,103.5993194580076,103.59975795175335
plain,4,centre_frozen,train_probe,1,0.02,0.020079322814941403,0.02007936294920204,-4.013426063709247e-08,4.0728993178085204e-08,False,100.396614074707,100.3968147460102
plain,4,centre_frozen,train_probe,1,0.05,0.12815099334716795,0.1281510292226487,-3.587548075278946e-08,4.0728993178085204e-08,False,102.52079467773434,102.52082337811895
plain,4,centre_frozen,test_probe,0,0.005,0.0012267456054688708,0.001226685171726416,6.043374245479072e-08,-1.2300790719343979e-08,False,98.13964843750966,98.13481373811328
plain,4,centre_frozen,test_probe,0,0.01,0.005048110961914043,0.00504793174774032,1.7921417372335213e-07,-1.2300790719343979e-08,False,100.96221923828085,100.95863495480639
plain,4,centre_frozen,test_probe,0,0.02,0.018831298828124954,0.018831304188273168,-5.360148214172966e-09,-1.2300790719343979e-08,False,94.15649414062476,94.15652094136584
plain,4,centre_frozen,test_probe,0,0.05,0.12532707214355465,0.12532689954173948,1.7260181517375628e-07,-1.2300790719343979e-08,False,100.26165771484371,100.26151963339156
plain,4,centre_frozen,test_probe,1,0.005,0.0008877563476562544,0.0008877571397633011,-7.921070466210267e-10,-1.2300790719343979e-08,False,71.02050781250036,71.02057118106408
plain,4,centre_frozen,test_probe,1,0.01,0.0033284454345703374,0.0033284342963709745,1.1138199362825674e-08,-1.2300790719343979e-08,False,66.56890869140675,66.5686859274195
plain,4,centre_frozen,test_probe,1,0.02,0.013130661010742228,0.013130661722603798,-7.118615696910524e-10,-1.2300790719343979e-08,False,65.65330505371114,65.653308613019
plain,4,centre_frozen,test_probe,1,0.05,0.09046394348144537,0.09046403122312896,-8.774168358538503e-08,-1.2300790719343979e-08,False,72.37115478515629,72.37122497850315
resolution_max_b1,0,saved,train_probe,0,0.005,0.0012390365600585818,0.0012389362692072359,1.0029085134588556e-07,-5.555060927919797e-08,False,99.12292480468653,99.11490153657887
resolution_max_b1,0,saved,train_probe,0,0.01,0.004784088134765663,0.004784011255252851,7.687951281143413e-08,-5.555060927919797e-08,False,95.68176269531325,95.68022510505702
resolution_max_b1,0,saved,train_probe,0,0.02,0.017559440612792965,0.017559392734236456,4.787855650834061e-08,-5.555060927919797e-08,False,87.79720306396482,87.79696367118228
resolution_max_b1,0,saved,train_probe,0,0.05,0.10880989074707031,0.10880985370374086,3.704332945941857e-08,-5.555060927919797e-08,False,87.04791259765624,87.04788296299267
resolution_max_b1,0,saved,train_probe,1,0.005,0.0008878555297851531,0.0008878200385376567,3.549124749646637e-08,-5.555060927919797e-08,False,71.02844238281224,71.02560308301253
resolution_max_b1,0,saved,train_probe,1,0.01,0.0034611968994140985,0.0034611376548955297,5.924451856875734e-08,-5.555060927919797e-08,False,69.22393798828196,69.2227530979106
resolution_max_b1,0,saved,train_probe,1,0.02,0.013838981628417957,0.01383889933528848,8.229312947749534e-08,-5.555060927919797e-08,False,69.19490814208979,69.1944966764424
resolution_max_b1,0,saved,train_probe,1,0.05,0.08617350006103514,0.0861734456039534,5.4457081732905976e-08,-5.555060927919797e-08,False,68.9388000488281,68.9387564831627
resolution_max_b1,0,saved,test_probe,0,0.005,0.0007379455566405291,0.0007379210310834994,2.452555702969761e-08,-4.6875355930176e-08,False,59.035644531242326,59.03368248667995
resolution_max_b1,0,saved,test_probe,0,0.01,0.0030567932128906516,0.003056687273304437,1.0593958621463173e-07,-4.6875355930176e-08,False,61.13586425781303,61.13374546608874
resolution_max_b1,0,saved,test_probe,0,0.02,0.011878738403320321,0.011878685540695377,5.2862624944083336e-08,-4.6875355930176e-08,False,59.393692016601605,59.39342770347688
resolution_max_b1,0,saved,test_probe,0,0.05,0.08830239868164058,0.08830226661219742,1.32069443159466e-07,-4.6875355930176e-08,False,70.64191894531245,70.64181328975792
resolution_max_b1,0,saved,test_probe,1,0.005,0.0007503967285156232,0.0007504133285373138,-1.660002169057151e-08,-4.6875355930176e-08,False,60.03173828124986,60.033066282985104
resolution_max_b1,0,saved,test_probe,1,0.01,0.002943969726562523,0.002943883126495739,8.660006678429255e-08,-4.6875355930176e-08,False,58.87939453125046,58.87766252991477
resolution_max_b1,0,saved,test_probe,1,0.02,0.011984298706054775,0.01198415053194879,1.4817410598499947e-07,-4.6875355930176e-08,False,59.92149353027387,59.92075265974395
resolution_max_b1,0,saved,test_probe,1,0.05,0.0749770050048828,0.07497698912393869,1.5880944115309603e-08,-4.6875355930176e-08,False,59.98160400390623,59.981591299150935
resolution_max_b1,0,recalibrated,train_probe,0,0.005,0.0003086090087890403,0.00030869004496153485,-8.103617249455297e-08,7.373233690266545e-10,False,24.688720703123224,24.695203596922788
resolution_max_b1,0,recalibrated,train_probe,0,0.01,0.001266555786132828,0.001266519151312484,3.663482034399479e-08,7.373233690266545e-10,False,25.33111572265656,25.33038302624968
resolution_max_b1,0,recalibrated,train_probe,0,0.02,0.005370185852050735,0.005370184259475719,1.5925750163070518e-09,7.373233690266545e-10,False,26.850929260253675,26.850921297378594
resolution_max_b1,0,recalibrated,train_probe,0,0.05,0.034354812622070297,0.034354769004148855,4.361792144136345e-08,7.373233690266545e-10,False,27.48385009765623,27.48381520331908
resolution_max_b1,0,recalibrated,train_probe,1,0.005,0.0003569259643554923,0.0003569468373739171,-2.0873018424794054e-08,7.373233690266545e-10,False,28.554077148439383,28.555746989913366
resolution_max_b1,0,recalibrated,train_probe,1,0.01,0.0012978591918945126,0.0012978264543064277,3.273758808486349e-08,7.373233690266545e-10,False,25.957183837890252,25.956529086128555
resolution_max_b1,0,recalibrated,train_probe,1,0.02,0.00523995971679686,0.005239986342330527,-2.6625533666724266e-08,7.373233690266545e-10,False,26.1997985839843,26.199931711652635
resolution_max_b1,0,recalibrated,train_probe,1,0.05,0.032723915100097645,0.03272388775513607,2.7344961572861592e-08,7.373233690266545e-10,False,26.179132080078112,26.179110204108852
resolution_max_b1,0,recalibrated,test_probe,0,0.005,0.0002901153564452974,0.00029012410319761983,-8.746752322430495e-09,7.807029578366098e-09,False,23.209228515623792,23.209928255809587
resolution_max_b1,0,recalibrated,test_probe,0,0.01,0.0011272735595703187,0.0011273245811010968,-5.102153077807259e-08,7.807029578366098e-09,False,22.545471191406374,22.546491622021936
resolution_max_b1,0,recalibrated,test_probe,0,0.02,0.0034327087402343803,0.003432739250288197,-3.051005381671246e-08,7.807029578366098e-09,False,17.1635437011719,17.163696251440985
resolution_max_b1,0,recalibrated,test_probe,0,0.05,0.021248046875000037,0.021248085661651817,-3.8786651779254555e-08,7.807029578366098e-09,False,16.998437500000026,16.99846852932145
resolution_max_b1,0,recalibrated,test_probe,1,0.005,0.00022033691406253553,0.0002204789924077355,-1.4207834519996965e-07,7.807029578366098e-09,False,17.626953125002842,17.63831939261884
resolution_max_b1,0,recalibrated,test_probe,1,0.01,0.0008907623291015687,0.0008907966825443259,-3.435344275715124e-08,7.807029578366098e-09,False,17.815246582031374,17.815933650886517
resolution_max_b1,0,recalibrated,test_probe,1,0.02,0.00302886962890625,0.003028924464035021,-5.48351287710247e-08,7.807029578366098e-09,False,15.14434814453125,15.144622320175104
resolution_max_b1,0,recalibrated,test_probe,1,0.05,0.02144204711914055,0.021442024029562856,2.3089577694257457e-08,7.807029578366098e-09,False,17.153637695312437,17.15361922365028
resolution_max_b1,0,centre_frozen,train_probe,0,0.005,0.001091072082519573,0.0010910346954814965,3.7387038076541756e-08,9.48729972360951e-09,False,87.28576660156584,87.28277563851971
resolution_max_b1,0,centre_frozen,train_probe,0,0.01,0.00451054382324223,0.004510569962363098,-2.613912086779635e-08,9.48729972360951e-09,False,90.2108764648446,90.21139924726195
resolution_max_b1,0,centre_frozen,train_probe,0,0.02,0.017431098937988276,0.017431121526807924,-2.258881964811721e-08,9.48729972360951e-09,False,87.15549468994138,87.15560763403961
resolution_max_b1,0,centre_frozen,train_probe,0,0.05,0.1091543884277344,0.10915438076383865,7.663895740250837e-09,9.48729972360951e-09,False,87.3235107421875,87.3235046110709
resolution_max_b1,0,centre_frozen,train_probe,1,0.005,0.0009313278198242458,0.0009313537187851662,-2.5898960920311964e-08,9.48729972360951e-09,False,74.50622558593966,74.50829750281329
resolution_max_b1,0,centre_frozen,train_probe,1,0.01,0.003585578918457011,0.0035855974225589837,-1.8504101972904863e-08,9.48729972360951e-09,False,71.71157836914021,71.71194845117967
resolution_max_b1,0,centre_frozen,train_probe,1,0.02,0.014283172607421846,0.014283133069401543,3.9538020302209986e-08,9.48729972360951e-09,False,71.41586303710922,71.41566534700772
resolution_max_b1,0,centre_frozen,train_probe,1,0.05,0.0895913238525391,0.08959135404673224,-3.019419314576055e-08,9.48729972360951e-09,False,71.67305908203126,71.67308323738578
resolution_max_b1,0,centre_frozen,test_probe,0,0.005,0.0008817138671874947,0.0008817424290104015,-2.8561822906780776e-08,4.083321347714275e-09,False,70.53710937499957,70.53939432083212
resolution_max_b1,0,centre_frozen,test_probe,0,0.01,0.003453002929687532,0.003453017214266718,-1.428457918617454e-08,4.083321347714275e-09,False,69.06005859375064,69.06034428533437
resolution_max_b1,0,centre_frozen,test_probe,0,0.02,0.012559646606445263,0.01255962263459065,2.3971854612447885e-08,4.083321347714275e-09,False,62.798233032226314,62.79811317295325
resolution_max_b1,0,centre_frozen,test_probe,0,0.05,0.09010403442382808,0.09010406539528903,-3.097146095143444e-08,4.083321347714275e-09,False,72.08322753906245,72.08325231623121
resolution_max_b1,0,centre_frozen,test_probe,1,0.005,0.0008641357421874662,0.0008641291664358564,6.575751609894098e-09,4.083321347714275e-09,False,69.1308593749973,69.13033331486851
resolution_max_b1,0,centre_frozen,test_probe,1,0.01,0.0033672027587889897,0.0033672360581663563,-3.329937736662458e-08,4.083321347714275e-09,False,67.34405517577979,67.34472116332712
resolution_max_b1,0,centre_frozen,test_probe,1,0.02,0.012722839355468807,0.012722849118906643,-9.763437835985656e-09,4.083321347714275e-09,False,63.614196777344034,63.61424559453321
resolution_max_b1,0,centre_frozen,test_probe,1,0.05,0.07815898132324217,0.07815899216114197,-1.0837899799831519e-08,4.083321347714275e-09,False,62.52718505859372,62.527193728913566
resolution_max_b1,1,saved,train_probe,0,0.005,0.0007467346191405988,0.0007467415337174543,-6.914576855532317e-09,-1.7544014907500127e-08,False,59.738769531247904,59.73932269739635
resolution_max_b1,1,saved,train_probe,0,0.01,0.00299480438232419,0.002994747102067874,5.728025631590583e-08,-1.7544014907500127e-08,False,59.89608764648379,59.894942041357474
resolution_max_b1,1,saved,train_probe,0,0.02,0.011987663269042936,0.011987663378903612,-1.0986067611185035e-10,-1.7544014907500127e-08,False,59.93831634521468,59.93831689451806
resolution_max_b1,1,saved,train_probe,0,0.05,0.07630863189697262,0.07630851563457464,1.1626239798667726e-07,-1.7544014907500127e-08,False,61.04690551757809,61.046812507659695
resolution_max_b1,1,saved,train_probe,1,0.005,0.0008725280761718857,0.0008725054620284389,2.261414344673085e-08,-1.7544014907500127e-08,False,69.80224609375085,69.80043696227511
resolution_max_b1,1,saved,train_probe,1,0.01,0.0036016159057616903,0.003601610683491685,5.222270005322827e-09,-1.7544014907500127e-08,False,72.0323181152338,72.0322136698337
resolution_max_b1,1,saved,train_probe,1,0.02,0.014459846496581996,0.014459814017504902,3.247907709447162e-08,-1.7544014907500127e-08,False,72.29923248290997,72.2990700875245
resolution_max_b1,1,saved,train_probe,1,0.05,0.08939441680908206,0.08939435048661498,6.63224670738316e-08,-1.7544014907500127e-08,False,71.51553344726562,71.51548038929197
resolution_max_b1,1,saved,test_probe,0,0.005,0.0005600891113282103,0.0005601488893052231,-5.97779770128426e-08,-7.88550762464979e-08,False,44.80712890625682,44.81191114441785
resolution_max_b1,1,saved,test_probe,0,0.01,0.002585235595703117,0.002585162468632607,7.312707051010392e-08,-7.88550762464979e-08,False,51.70471191406234,51.70324937265214
resolution_max_b1,1,saved,test_probe,0,0.02,0.01086160278320314,0.010861473579090175,1.2920411296413192e-07,-7.88550762464979e-08,False,54.308013916015696,54.307367895450874
resolution_max_b1,1,saved,test_probe,0,0.05,0.0661654968261719,0.06616535593590256,1.4089026934005489e-07,-7.88550762464979e-08,False,52.93239746093751,52.93228474872204
resolution_max_b1,1,saved,test_probe,1,0.005,0.0006217498779297337,0.0006216813471626725,6.853076706114791e-08,-7.88550762464979e-08,False,49.739990234378695,49.7345077730138
resolution_max_b1,1,saved,test_probe,1,0.01,0.002651199340820254,0.0026511254703938114,7.387042644246833e-08,-7.88550762464979e-08,False,53.02398681640508,53.02250940787623
resolution_max_b1,1,saved,test_probe,1,0.02,0.011077438354492264,0.01107738366937705,5.468511521389274e-08,-7.88550762464979e-08,False,55.387191772461314,55.386918346885246
resolution_max_b1,1,saved,test_probe,1,0.05,0.06942625427246096,0.0694261516160043,1.026564566686261e-07,-7.88550762464979e-08,False,55.54100341796876,55.540921292803425
resolution_max_b1,1,recalibrated,train_probe,0,0.005,0.0002676239013671977,0.00026762597461427173,-2.0732470740192355e-09,2.116151387454579e-08,False,21.409912109375817,21.41007796914174
resolution_max_b1,1,recalibrated,train_probe,0,0.01,0.0009285736083984308,0.0009286174815985593,-4.3873200128441425e-08,2.116151387454579e-08,False,18.571472167968615,18.572349631971186
resolution_max_b1,1,recalibrated,train_probe,0,0.02,0.00392940521240237,0.003929400532153571,4.680248799626696e-09,2.116151387454579e-08,False,19.64702606201185,19.647002660767853
resolution_max_b1,1,recalibrated,train_probe,0,0.05,0.02462974548339847,0.02462978148548628,-3.600208781096015e-08,2.116151387454579e-08,False,19.70379638671877,19.70382518838902
resolution_max_b1,1,recalibrated,train_probe,1,0.005,0.00027246093750005196,0.0002724514015663426,9.53593370933703e-09,2.116151387454579e-08,False,21.796875000004157,21.79611212530741
resolution_max_b1,1,recalibrated,train_probe,1,0.01,0.001169555664062516,0.0011695354379776535,2.022608486251798e-08,2.116151387454579e-08,False,23.39111328125032,23.390708759553068
resolution_max_b1,1,recalibrated,train_probe,1,0.02,0.004898742675781276,0.004898781936429952,-3.926064867654233e-08,2.116151387454579e-08,False,24.493713378906378,24.49390968214976
resolution_max_b1,1,recalibrated,train_probe,1,0.05,0.030804435729980484,0.03080447836268846,-4.263270797499885e-08,2.116151387454579e-08,False,24.643548583984384,24.64358269015076
resolution_max_b1,1,recalibrated,test_probe,0,0.005,0.00017002868652338243,0.00017011729599314407,-8.860946976163575e-08,4.113837359653871e-08,False,13.602294921870595,13.609383679451525
resolution_max_b1,1,recalibrated,test_probe,0,0.01,0.0006796417236327734,0.0006797134487358525,-7.172510307906776e-08,4.113837359653871e-08,False,13.592834472655468,13.59426897471705
resolution_max_b1,1,recalibrated,test_probe,0,0.02,0.002567825317382866,0.0025678252132317336,1.0415113216311056e-10,4.113837359653871e-08,False,12.839126586914329,12.839126066158668
resolution_max_b1,1,recalibrated,test_probe,0,0.05,0.015763458251953244,0.015763504551652097,-4.629969885261431e-08,4.113837359653871e-08,False,12.610766601562593,12.610803641321676
resolution_max_b1,1,recalibrated,test_probe,1,0.005,0.00025796508789066586,0.00025797640605063066,-1.1318159964801566e-08,4.113837359653871e-08,False,20.63720703125327,20.638112484050453
resolution_max_b1,1,recalibrated,test_probe,1,0.01,0.0010833282470703587,0.0010834290977577155,-1.0085068735676828e-07,4.113837359653871e-08,False,21.666564941407174,21.66858195515431
resolution_max_b1,1,recalibrated,test_probe,1,0.02,0.00431243896484379,0.00431248579597221,-4.683112841963322e-08,4.113837359653871e-08,False,21.56219482421895,21.562428979861046
resolution_max_b1,1,recalibrated,test_probe,1,0.05,0.023842956542968752,0.023842966138397315,-9.595428562825248e-09,4.113837359653871e-08,False,19.074365234374998,19.074372910717848
resolution_max_b1,1,centre_frozen,train_probe,0,0.005,0.0007764739990234193,0.0007764440975570608,2.990146635850621e-08,1.3434470036433055e-08,False,62.11791992187354,62.11552780456486
resolution_max_b1,1,centre_frozen,train_probe,0,0.01,0.0029708938598633217,0.002970905915164135,-1.2055300813162972e-08,1.3434470036433055e-08,False,59.41787719726643,59.4181183032827
resolution_max_b1,1,centre_frozen,train_probe,0,0.02,0.011878982543945316,0.011879022941263528,-4.039731821281478e-08,1.3434470036433055e-08,False,59.39491271972658,59.39511470631764
resolution_max_b1,1,centre_frozen,train_probe,0,0.05,0.0762507553100586,0.0762507725770224,-1.726696380321968e-08,1.3434470036433055e-08,False,61.00060424804686,61.00061806161791
resolution_max_b1,1,centre_frozen,train_probe,1,0.005,0.0008934249877929901,0.0008934321813467427,-7.193553752671278e-09,1.3434470036433055e-08,False,71.4739990234392,71.47457450773942
resolution_max_b1,1,centre_frozen,train_probe,1,0.01,0.003642837524414133,0.0036428292244414795,8.299972653613708e-09,1.3434470036433055e-08,False,72.85675048828266,72.85658448882958
resolution_max_b1,1,centre_frozen,train_probe,1,0.02,0.014678085327148482,0.014678101772293561,-1.644514507903594e-08,1.3434470036433055e-08,False,73.39042663574241,73.39050886146781
resolution_max_b1,1,centre_frozen,train_probe,1,0.05,0.09057380676269533,0.09057387357308355,-6.681038822176077e-08,1.3434470036433055e-08,False,72.45904541015625,72.45909885846683
resolution_max_b1,1,centre_frozen,test_probe,0,0.005,0.0006519622802734215,0.0006519960113684498,-3.373109502824434e-08,5.025409810510695e-08,False,52.15698242187372,52.15968090947598
resolution_max_b1,1,centre_frozen,test_probe,0,0.01,0.002873992919921964,0.002873922070724899,7.084919706468185e-08,5.025409810510695e-08,False,57.479858398439276,57.47844141449798
