method,seed,policy,split,direction,amplitude,S_f32,S_f64,diff,L0_diff,suspicious,C_f32,C_f64
plain,1,saved,test_probe,0,0.02,0.01399967956542969,0.013999727603992151,-4.803856246127225e-08,5.579607886829763e-09,False,69.99839782714845,69.99863801996075
plain,1,saved,test_probe,0,0.05,0.08990344238281256,0.0899035005982326,-5.821542004014191e-08,5.579607886829763e-09,False,71.92275390625004,71.92280047858607
plain,1,saved,test_probe,1,0.005,0.0028238983154297292,0.002823874563744666,2.3751685063189143e-08,5.579607886829763e-09,False,225.91186523437833,225.90996509957327
plain,1,saved,test_probe,1,0.01,0.011688995361328058,0.011688960563541961,3.479778609705164e-08,5.579607886829763e-09,False,233.77990722656116,233.77921127083923
plain,1,saved,test_probe,1,0.02,0.0468467712402344,0.04684668741356113,8.382667326944926e-08,5.579607886829763e-09,False,234.233856201172,234.23343706780562
plain,1,saved,test_probe,1,0.05,0.28955084228515615,0.28955077963529796,6.264985819015578e-08,5.579607886829763e-09,False,231.64067382812487,231.64062370823834
plain,1,recalibrated,train_probe,0,0.005,0.0005268707275390416,0.0005269632585908068,-9.253105176521004e-08,3.8002120172908604e-08,False,42.14965820312333,42.15706068726455
plain,1,recalibrated,train_probe,0,0.01,0.0021961975097656294,0.002196271087585744,-7.357782011441216e-08,3.8002120172908604e-08,False,43.923950195312585,43.92542175171487
plain,1,recalibrated,train_probe,0,0.02,0.008373062133789078,0.008373153997266403,-9.186347732503819e-08,3.8002120172908604e-08,False,41.865310668945384,41.86576998633201
plain,1,recalibrated,train_probe,0,0.05,0.04749780654907226,0.04749781089568139,-4.346609128180745e-09,3.8002120172908604e-08,False,37.998245239257805,37.998248716545106
plain,1,recalibrated,train_probe,1,0.005,0.0007160148620605489,0.0007160759013472018,-6.103928665290859e-08,3.8002120172908604e-08,False,57.281188964843906,57.28607210777614
plain,1,recalibrated,train_probe,1,0.01,0.002881980895996089,0.0028819894946379987,-8.598641909607352e-09,3.8002120172908604e-08,False,57.639617919921776,57.63978989275997
plain,1,recalibrated,train_probe,1,0.02,0.010668029785156241,0.010668060029611542,-3.024445530130926e-08,3.8002120172908604e-08,False,53.3401489257812,53.34030014805771
plain,1,recalibrated,train_probe,1,0.05,0.06541220474243165,0.06541220108895085,3.6534807956734028e-09,3.8002120172908604e-08,False,52.329763793945304,52.32976087116067
plain,1,recalibrated,test_probe,0,0.005,0.000208816528320388,0.00020865438786099588,1.6214045939211275e-07,-7.623523201605309e-08,False,16.70532226563104,16.69235102887967
plain,1,recalibrated,test_probe,0,0.01,0.0008152008056641069,0.0008151584565430081,4.234912109879474e-08,-7.623523201605309e-08,False,16.304016113282138,16.303169130860162
plain,1,recalibrated,test_probe,0,0.02,0.0025016479492188104,0.002501481984989118,1.6596422969250568e-07,-7.623523201605309e-08,False,12.508239746094052,12.50740992494559
plain,1,recalibrated,test_probe,0,0.05,0.015543548583984435,0.015543415314110964,1.332698734701765e-07,-7.623523201605309e-08,False,12.434838867187546,12.43473225128877
plain,1,recalibrated,test_probe,1,0.005,0.0001479949951171955,0.00014788137405419288,1.1362106300261132e-07,-7.623523201605309e-08,False,11.83959960937564,11.83050992433543
plain,1,recalibrated,test_probe,1,0.01,0.0009613342285156312,0.0009613041230092101,3.0105506421129746e-08,-7.623523201605309e-08,False,19.226684570312624,19.2260824601842
plain,1,recalibrated,test_probe,1,0.02,0.005013046264648491,0.005012910229943768,1.3603470472300927e-07,-7.623523201605309e-08,False,25.065231323242454,25.064551149718838
plain,1,recalibrated,test_probe,1,0.05,0.03398078918457037,0.03398073151964476,5.766492561232184e-08,-7.623523201605309e-08,False,27.184631347656293,27.184585215715803
plain,1,centre_frozen,train_probe,0,0.005,0.0014097442626953005,0.0014098060653812694,-6.180268596889249e-08,4.5201031029229455e-08,False,112.77954101562403,112.78448523050155
plain,1,centre_frozen,train_probe,0,0.01,0.0056417541503906155,0.005641791743121016,-3.759273040082611e-08,4.5201031029229455e-08,False,112.8350830078123,112.83583486242031
plain,1,centre_frozen,train_probe,0,0.02,0.021546459197998025,0.021546514757022295,-5.555902427012427e-08,4.5201031029229455e-08,False,107.73229598999012,107.73257378511147
plain,1,centre_frozen,train_probe,0,0.05,0.12969614410400393,0.12969621665554815,-7.255154421681453e-08,4.5201031029229455e-08,False,103.75691528320313,103.75697332443849
plain,1,centre_frozen,train_probe,1,0.005,0.0033383560180663963,0.003338382712480964,-2.669441456770727e-08,4.5201031029229455e-08,False,267.0684814453117,267.0706169984771
plain,1,centre_frozen,train_probe,1,0.01,0.012694179534912087,0.012694248983569606,-6.944865751923324e-08,4.5201031029229455e-08,False,253.88359069824173,253.8849796713921
plain,1,centre_frozen,train_probe,1,0.02,0.0499989356994629,0.049998975066846196,-3.9367383297683745e-08,4.5201031029229455e-08,False,249.99467849731448,249.99487533423098
