problem,method,seed,probe,policy,coords,vector,r2_frac_conv1,l2_frac_conv1,r2_frac_stage 1,l2_frac_stage 1,r2_frac_stage 2,l2_frac_stage 2,r2_frac_stage 3,l2_frac_stage 3,r2_frac_fc,l2_frac_fc
combined_s0_test_saved_rel,resolution_max_b1_gaussian_conv,0,test_probe,saved,relative,top2,0.0023146020459039922,0.0028915029263647685,0.14471177110058786,0.16160618699149834,0.45820477794744663,0.45252257367913373,0.391131821405632,0.37687603158363076,0.003637027500429513,0.006103704819372417
combined_s0_test_saved_rel,resolution_max_b1_gaussian_conv,0,test_probe,saved,relative,min,0.003162275425898725,0.0038519572109778333,0.08219431361724448,0.08800553189565737,0.4455798297604181,0.45155740776108566,0.4671640309385245,0.4532858924231956,0.0018995502579142328,0.0032992107090834676
combined_s0_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,ordinary,top1,0.003676741903688553,0.00393713401981483,0.17612074430809588,0.18850093344900593,0.4288649953935367,0.4273849672292685,0.3901166620359636,0.37821188993288596,0.0012208563587153016,0.001965075369024873
combined_s0_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,ordinary,top2,0.0016089725122224862,0.0020546531810222927,0.10976788618126992,0.12096781223658848,0.48148752314449794,0.4791283852813765,0.4054463929456835,0.3952467176272977,0.001689225216326244,0.0026024316737150383
combined_s0_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,ordinary,min,0.0058789032251438025,0.006673454318523156,0.07642171343560857,0.08435006073425465,0.39687517428574137,0.39744123744069926,0.5193955627473898,0.5092065551630075,0.0014286463061163636,0.0023286923435153306
combined_s0_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,relative,top1,0.004539537887298887,0.005380785092756156,0.2098806394497174,0.22514623813862067,0.42662188095420445,0.42304924708983505,0.3557799338082729,0.34126131169870283,0.00317800790050638,0.005162417980085292
combined_s0_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,relative,top2,0.0028133094995819214,0.0037511080298942095,0.13847972435666103,0.15317625937006063,0.4743519289537527,0.4698144153165775,0.38024651969635576,0.36665282611926203,0.004108517493648449,0.006605391164205577
combined_s0_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,0,train_probe,centre_frozen,relative,min,0.007672819678142687,0.009433570422763623,0.09266007630694324,0.10329647455875886,0.3991451478831107,0.3984733380752504,0.49660055948390486,0.4822350294076361,0.003921396647898546,0.006561587535590975
combined_s0_train_saved_ord,resolution_max_b1_gaussian_conv,0,train_probe,saved,ordinary,top1,0.003827788653718761,0.004093070451441335,0.18024496691963793,0.1925628851396673,0.4270687601882155,0.42551909739735,0.3876474069283922,0.3758758391786891,0.0012110773100355687,0.0019491078328522033
combined_s0_train_saved_ord,resolution_max_b1_gaussian_conv,0,train_probe,saved,ordinary,top2,0.001608172198151665,0.0020356502338184763,0.10828540399766239,0.11943261702294786,0.4907607490754065,0.4883696182491975,0.3976978724765645,0.3876308424142169,0.0016478022522148632,0.002531272079819191
combined_s0_train_saved_ord,resolution_max_b1_gaussian_conv,0,train_probe,saved,ordinary,min,0.010150253499457931,0.012513273437655428,0.13554875084054935,0.14765764548185256,0.4680072566610907,0.4645086224861628,0.3851964057507335,0.37352599140398557,0.0010973332481685578,0.0017944671903436054
combined_s0_train_saved_rel,resolution_max_b1_gaussian_conv,0,train_probe,saved,relative,top1,0.004693809618847791,0.005554523222684462,0.21336686875877892,0.22840684530047667,0.4244918342611388,0.42090183923320973,0.3542999278899926,0.34001740019966165,0.0031475594712419303,0.005119392043967538
combined_s0_train_saved_rel,resolution_max_b1_gaussian_conv,0,train_probe,saved,relative,top2,0.002769510994567771,0.0036757077125318055,0.1371529645002214,0.15183123742396903,0.4834889796532084,0.47885441638313353,0.3726016627358891,0.3592462310201553,0.003986882116113361,0.006392407460210321
combined_s0_train_saved_rel,resolution_max_b1_gaussian_conv,0,train_probe,saved,relative,min,0.01731183420153591,0.022730010592147014,0.17547655559187905,0.19087186164014597,0.4718268634669564,0.4643564060445755,0.33266298517004855,0.31753167695531354,0.002721761569580168,0.004510044767817977
combined_s1_test_centre_frozen_ord,resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,ordinary,top1,0.0032343087804474696,0.003720914928830949,0.10410244576700886,0.10864269312779974,0.41263633759942436,0.4191031439837803,0.4784913289187005,0.46602714311068727,0.0015355789344187387,0.002506104848901767
combined_s1_test_centre_frozen_ord,resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,ordinary,top2,0.0019643675135768194,0.0025179512841583995,0.12382631111395889,0.1341692478776088,0.4337218905030294,0.43969293106679636,0.4385218385150185,0.42072208396635585,0.001965592354416415,0.00289778580508065
combined_s1_test_centre_frozen_ord,resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,ordinary,min,0.005871536969945891,0.0067482911609041425,0.06583119093816787,0.07107405999207962,0.36682530688683773,0.37303673700268475,0.5599679113360511,0.5466568415798577,0.0015040538689974395,0.0024840702644737486
combined_s1_test_centre_frozen_rel,resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,relative,top1,0.00450201896924103,0.005732773843344095,0.1155069314425872,0.122613904286483,0.4273959221379063,0.4323196392241395,0.44850972150649066,0.43271492696166397,0.004085405943774769,0.00661875568436929
combined_s1_test_centre_frozen_rel,resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,relative,top2,0.003910213340309057,0.006353528635536346,0.15187283898025974,0.1658326764825209,0.4486414814841144,0.450498814290149,0.39116026414508814,0.37034790508001625,0.004415202050228763,0.0069670755117774395
combined_s1_test_centre_frozen_rel,resolution_max_b1_gaussian_conv,1,test_probe,centre_frozen,relative,min,0.008220248713833101,0.01030915923445801,0.0778439755218686,0.08535634218314436,0.38549207021398074,0.3907337543237702,0.5243055361165242,0.506483673033673,0.00413816943379341,0.0071170712249544
combined_s1_test_saved_ord,resolution_max_b1_gaussian_conv,1,test_probe,saved,ordinary,top1,0.003087002916568875,0.003543174767391575,0.09963826794768907,0.1039537304486102,0.41341196565110344,0.4202731463214398,0.482406822620306,0.46982165530395725,0.0014559408643325853,0.0024082931586012534
combined_s1_test_saved_ord,resolution_max_b1_gaussian_conv,1,test_probe,saved,ordinary,top2,0.0022630759441122326,0.0028769170778355792,0.11883335109110163,0.1285846704767928,0.4091896962531975,0.41391773017828337,0.4681247965977102,0.4520019832768377,0.001589080113878526,0.002618698990250582
combined_s1_test_saved_ord,resolution_max_b1_gaussian_conv,1,test_probe,saved,ordinary,min,0.006974311433838548,0.007662825600973328,0.07912307158489504,0.08473910025223833,0.3883817913154909,0.3951202990196173,0.5243846936233743,0.5105219940116142,0.0011361320424012502,0.001955781115556708
combined_s1_test_saved_rel,resolution_max_b1_gaussian_conv,1,test_probe,saved,relative,top1,0.004264833462506492,0.005415250583359335,0.11076001843520085,0.11762303915350769,0.42887011505609535,0.4342135594572635,0.4521282920179748,0.4362407020129214,0.00397674102822261,0.006507448792948168
combined_s1_test_saved_rel,resolution_max_b1_gaussian_conv,1,test_probe,saved,relative,top2,0.004533108341744123,0.007488869162667448,0.14491735745027448,0.15820888145614134,0.4232041766044579,0.4243074609549703,0.4229136379478914,0.4022195048557835,0.004431719655632173,0.007775283570437394
combined_s1_test_saved_rel,resolution_max_b1_gaussian_conv,1,test_probe,saved,relative,min,0.008935762463812448,0.011945811253152548,0.08856443413379132,0.09686876083945807,0.4126684754867551,0.41743674604512765,0.48623213058159936,0.4674498963638929,0.0035991973340417697,0.006298785498368782
combined_s1_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,ordinary,top1,0.0035617217720009583,0.004104339154682603,0.11807888621872527,0.12344594414499904,0.41259734611255755,0.4181224771711572,0.46428421990850155,0.45186611223348366,0.0014778259882145966,0.0024611272956774604
combined_s1_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,ordinary,top2,0.001811574519420837,0.0022300164555323484,0.09295765064042652,0.09987005196252356,0.439461339247706,0.44766977751007514,0.4635814782559684,0.44696452703882245,0.0021879573364782428,0.0032656270330464294
combined_s1_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,ordinary,min,0.006395158899827236,0.006786071996516426,0.06329114287894012,0.06838244779023604,0.31961572860646587,0.32693625892972705,0.6095438463785059,0.5958133580987777,0.0011541232362609697,0.002081863184742897
combined_s1_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,relative,top1,0.005071652844102705,0.006705424013619762,0.13114568268697818,0.13932078119901375,0.4266108358333943,0.43009577988012704,0.43307217114343455,0.41714985785397796,0.004099657492090231,0.006728157053261536
combined_s1_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,relative,top2,0.0033746415354426926,0.005420252873184485,0.1092921105168364,0.1181458885003907,0.46166868165226543,0.4672133079716608,0.4205839908923755,0.4010988750127584,0.005080575403079932,0.008121675642005596
combined_s1_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,1,train_probe,centre_frozen,relative,min,0.0076027817896076825,0.00921980542667879,0.07821728744948486,0.08576250210921929,0.339507955873747,0.34588871960538575,0.5709297807919759,0.5522712479064333,0.0037421940951846227,0.0068577249522828515
combined_s1_train_saved_ord,resolution_max_b1_gaussian_conv,1,train_probe,saved,ordinary,top1,0.0033004767736590224,0.003826019919564489,0.10901499942237543,0.11415720681549187,0.4164504934471331,0.42255562969285587,0.46982537991863693,0.4570802547201721,0.00140865043819553,0.0023808888519157682
combined_s1_train_saved_ord,resolution_max_b1_gaussian_conv,1,train_probe,saved,ordinary,top2,0.0019091011054412476,0.002223716626643512,0.09632452011260265,0.10294514966882562,0.4083968505475403,0.4152445146265225,0.49159130039274335,0.47669115542142115,0.0017782278416724271,0.002895463656587196
combined_s1_train_saved_ord,resolution_max_b1_gaussian_conv,1,train_probe,saved,ordinary,min,0.0033397227272602133,0.003856827778327056,0.046321731753685175,0.050955793725711615,0.2884149387590865,0.2940140550433131,0.6603892717144294,0.648566899678523,0.0015343350455387854,0.002606423774125173
combined_s1_train_saved_rel,resolution_max_b1_gaussian_conv,1,train_probe,saved,relative,top1,0.004795536106931153,0.006433476075471877,0.12226495813900545,0.13017962553345253,0.4316448076971093,0.4356519355519903,0.437268667556278,0.4210191642497128,0.004026030500676074,0.006715798589372547
combined_s1_train_saved_rel,resolution_max_b1_gaussian_conv,1,train_probe,saved,relative,top2,0.0030503669569371637,0.004444866416787158,0.11156520702263915,0.12014004749207056,0.42914419975941465,0.43406833364606084,0.4513670070744645,0.43290247917445995,0.004873219186544514,0.008444273270621505
combined_s1_train_saved_rel,resolution_max_b1_gaussian_conv,1,train_probe,saved,relative,min,0.004572298398818816,0.006157835366102141,0.054421194264381155,0.06083605997291365,0.30181017945358996,0.30685100589593334,0.6346297303654338,0.6180775552634342,0.004566597517776233,0.008077543501616626
combined_s2_test_centre_frozen_ord,resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,ordinary,top1,0.0022950432009201083,0.0030347182566474173,0.11279765977040392,0.12120856499568995,0.42004311472988,0.42307226810134885,0.46372505555635557,0.45072894491813104,0.0011391267424403265,0.0019555037281827423
combined_s2_test_centre_frozen_ord,resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,ordinary,top2,0.0020561185235821885,0.0030122382862996728,0.12460363701692272,0.1334984885516664,0.4300853565916809,0.43107120033186447,0.4414519323152761,0.42971775100221826,0.0018029555525380587,0.002700321827951204
combined_s2_test_centre_frozen_ord,resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,ordinary,min,0.004696692615275466,0.006608286592838934,0.10679129555251755,0.11536710430527289,0.3422187897220689,0.34647115530184563,0.5451543833102831,0.5297176267472388,0.0011388387998549716,0.0018358270528037574
combined_s2_test_centre_frozen_rel,resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,relative,top1,0.0043300270976283275,0.006021273692642413,0.1356715915279606,0.14637682700087432,0.4233724886905444,0.4238155828524102,0.4332811471105539,0.4180416718494369,0.0033447455733127407,0.00574464460463619
combined_s2_test_centre_frozen_rel,resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,relative,top2,0.0046447279393555885,0.007425908576153083,0.14476981314629264,0.15494601860009877,0.4318984333818813,0.4314768635066937,0.4144869504471083,0.3994638008291187,0.004200075085362071,0.006687408487935805
combined_s2_test_centre_frozen_rel,resolution_max_b1_gaussian_conv,2,test_probe,centre_frozen,relative,min,0.008625420406485784,0.01261507218503102,0.13135361171306742,0.14164870785214734,0.35690812374220976,0.36054454052517393,0.5001568867534273,0.48028620307263054,0.0029559573848097057,0.004905476365017166
combined_s2_test_saved_ord,resolution_max_b1_gaussian_conv,2,test_probe,saved,ordinary,top1,0.0020607507699187256,0.002640893339698946,0.11799970116491797,0.12692503901849664,0.4659023342662591,0.4672829016561244,0.41302122523744256,0.40132300792116227,0.0010159885614617159,0.001828158064517643
combined_s2_test_saved_ord,resolution_max_b1_gaussian_conv,2,test_probe,saved,ordinary,top2,0.00226233814845533,0.0033046621506717926,0.13061851124399357,0.1393393653453138,0.39156588045294055,0.39346822369147044,0.47356319806668595,0.461029364326682,0.0019900720879246292,0.002858384485862017
combined_s2_test_saved_ord,resolution_max_b1_gaussian_conv,2,test_probe,saved,ordinary,min,0.004819198960236085,0.0068541506338621674,0.061252871209437856,0.06647276396680181,0.28192425210046146,0.285343213574554,0.650688320380663,0.6390642111727324,0.0013153573492015915,0.0022656606520495663
combined_s2_test_saved_rel,resolution_max_b1_gaussian_conv,2,test_probe,saved,relative,top1,0.0036819987231756827,0.004953417941065096,0.14296063507251625,0.15425916971822987,0.4626444164021909,0.461535218456563,0.38744517771810844,0.3734090751548966,0.0032677720840088124,0.005843118729245415
combined_s2_test_saved_rel,resolution_max_b1_gaussian_conv,2,test_probe,saved,relative,top2,0.005040001925409647,0.008020802738837856,0.1486111242087124,0.15860504557576593,0.3998456245999144,0.40034289430646514,0.44225161894374443,0.4265844388717153,0.0042516303222190225,0.006446818507215803
combined_s2_test_saved_rel,resolution_max_b1_gaussian_conv,2,test_probe,saved,relative,min,0.008702488640541154,0.012927146300338149,0.08932857625835161,0.09801855268864347,0.2885791199079429,0.2925568624627206,0.6101261267502496,0.5908522901241253,0.0032636884429149506,0.005645148424172327
combined_s2_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,ordinary,top1,0.003086145296371046,0.004148828138602503,0.11758827704514871,0.12636765989036408,0.3777208248793508,0.38217186531399305,0.5002087836088723,0.4850294085828063,0.0013959691702569552,0.002282238074234044
combined_s2_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,ordinary,top2,0.0018145565732568313,0.002539496693957188,0.10112519184233715,0.10742505059622866,0.5375096088500806,0.5402272805821564,0.3565954584209949,0.34583418557984263,0.002955184313330575,0.003973986547815023
combined_s2_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,ordinary,min,0.004767698393283772,0.006107850666584976,0.059373971719111206,0.06445526652129259,0.33782847352636797,0.33961586951580747,0.5962969758707758,0.5870848096595888,0.001732880490461314,0.0027362036367263266
combined_s2_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,relative,top1,0.005955826242172565,0.008504156206796221,0.1390255345655272,0.14979246534700486,0.38653510165943544,0.38827638847336515,0.4647829439664734,0.4474141123185666,0.003700593566391391,0.006012877654267123
combined_s2_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,relative,top2,0.003847809918065265,0.005849976878850089,0.11562534014208427,0.12290757655771349,0.5424786311337411,0.5439855735582796,0.3324558164241173,0.319288536577728,0.005592402381991994,0.007968336427428746
combined_s2_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,2,train_probe,centre_frozen,relative,min,0.007493732891834017,0.010335526438388257,0.0707457420926045,0.07767170681374055,0.3456596800554452,0.34695142921409233,0.5717010255732917,0.5577081984024702,0.004399819386824449,0.007333139131308632
combined_s2_train_saved_ord,resolution_max_b1_gaussian_conv,2,train_probe,saved,ordinary,top1,0.0031530640912418493,0.0041167936217838645,0.12498492066970744,0.13397237015829974,0.4006471690885258,0.4046340505545233,0.469888370607882,0.4550888899410189,0.0013264755426429175,0.002187895724374169
combined_s2_train_saved_ord,resolution_max_b1_gaussian_conv,2,train_probe,saved,ordinary,top2,0.0017807163173693618,0.0024967688862873056,0.10524924946048726,0.11187784301595283,0.5136623809760581,0.5163017513013146,0.3764025514025125,0.36543740498046584,0.002905101843572814,0.003886231815979411
combined_s2_train_saved_ord,resolution_max_b1_gaussian_conv,2,train_probe,saved,ordinary,min,0.0029483001272964287,0.003924283180170358,0.04081671749408158,0.04515590086459243,0.25289725238937916,0.2559555757289317,0.7022971448342809,0.6932707046914425,0.0010405851549619195,0.0016935355348631708
combined_s2_train_saved_rel,resolution_max_b1_gaussian_conv,2,train_probe,saved,relative,top1,0.005725999973335612,0.007903538680398522,0.14757316054116812,0.15862742457979542,0.40805833877756387,0.4092226240052832,0.4350538677999493,0.4183475869389546,0.0035886329079831327,0.005898825795568348
combined_s2_train_saved_rel,resolution_max_b1_gaussian_conv,2,train_probe,saved,relative,top2,0.0037666978071930757,0.005695544065858571,0.12003276791227932,0.12772055398301985,0.5182970159965155,0.5198916498118697,0.35246967386952804,0.33900196642334135,0.005433844414484177,0.007690285715910555
combined_s2_train_saved_rel,resolution_max_b1_gaussian_conv,2,train_probe,saved,relative,min,0.004818345130873095,0.006743473670070229,0.04997469834237616,0.055698108496971696,0.25697209050339204,0.2599070462434355,0.685420440313813,0.6728719772386069,0.002814425709545623,0.004779394350915736
combined_s3_test_centre_frozen_ord,resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,ordinary,top1,0.002953674178137144,0.003630275093045787,0.1126434193800211,0.12351165671654141,0.40813856717190655,0.4117162625267234,0.47467965718550975,0.4586044317856345,0.0015846820844254927,0.0025373738780549767
combined_s3_test_centre_frozen_ord,resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,ordinary,top2,0.004468849210416271,0.0065725199241927325,0.2614030310583581,0.2759055489670184,0.3699552851630924,0.36660789741013616,0.36297111190439835,0.34875435849502456,0.0012017226637348764,0.0021596752036281094
combined_s3_test_centre_frozen_ord,resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,ordinary,min,0.004082383657223268,0.005832513629209085,0.058658636987183446,0.06278364564988449,0.375357223959945,0.38205404381359903,0.5607511799543079,0.5474293864370856,0.001150575441340477,0.0019004104702216942
combined_s3_test_centre_frozen_rel,resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,relative,top1,0.004963826381776244,0.006902948407632563,0.14245689863482494,0.15829308158540284,0.4180819277122418,0.4184707106518317,0.4304846038931053,0.4099687893509859,0.004012743378051767,0.006364470004146958
combined_s3_test_centre_frozen_rel,resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,relative,top2,0.01080289031762614,0.017883160909774914,0.29358420142231684,0.30967173212389515,0.3625673528734693,0.3552988122150265,0.3291785808774737,0.3102724295185061,0.003866974509114015,0.006873865232797345
combined_s3_test_centre_frozen_rel,resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,relative,min,0.006425713670067345,0.009577103465785343,0.0674947117757328,0.07309941807420584,0.39016018643720185,0.39606022220664594,0.5327199435200611,0.5158331404009074,0.0031994445969368078,0.0054301158524555
combined_s3_test_saved_ord,resolution_max_b1_gaussian_conv,3,test_probe,saved,ordinary,top1,0.0032399506142020604,0.004099844288716346,0.10383158988732086,0.11391238982758757,0.392020000612968,0.39604446029107415,0.4993607200500205,0.48343718912589945,0.0015477388354886152,0.002506116466722538
combined_s3_test_saved_ord,resolution_max_b1_gaussian_conv,3,test_probe,saved,ordinary,top2,0.004406920238004562,0.006569133881002003,0.23668166489767914,0.2502307122416527,0.3567308082923155,0.35435622294447877,0.4009755454877253,0.38666443609194145,0.0012050610842754385,0.002179494840925005
combined_s3_test_saved_ord,resolution_max_b1_gaussian_conv,3,test_probe,saved,ordinary,min,0.0055982431258818875,0.007438173603776989,0.06484712967513952,0.06988208347600607,0.3577973579541073,0.3619964928539781,0.5704344829177426,0.5583957965294704,0.0013227863271287063,0.0022874535367684097
combined_s3_test_saved_rel,resolution_max_b1_gaussian_conv,3,test_probe,saved,relative,top1,0.005809739473096385,0.008346457979335881,0.13244448268284126,0.14723486363916305,0.40365399245135464,0.4047529637248489,0.45409530097327944,0.4332779807427834,0.0039964844194282974,0.0063877339138687355
combined_s3_test_saved_rel,resolution_max_b1_gaussian_conv,3,test_probe,saved,relative,top2,0.010801022023446006,0.017825364592009188,0.2759185504494812,0.29142047021396184,0.35567025432770677,0.34940636282501125,0.35372790816155925,0.33444404138842426,0.0038822650378066478,0.006903760980593509
combined_s3_test_saved_rel,resolution_max_b1_gaussian_conv,3,test_probe,saved,relative,min,0.009777144616482518,0.014249249140915134,0.0810615700094786,0.08798702339404967,0.3738941859203886,0.37701993423157437,0.5312985135576347,0.5136986651036943,0.0039685858960156525,0.007045128129766452
combined_s3_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,ordinary,top1,0.0038299449695915135,0.0044954115093518736,0.1268706074582995,0.1390017024976909,0.41467314839147273,0.41705583740618807,0.45302868037197125,0.43691249008799904,0.0015976188086649222,0.00253455849877018
combined_s3_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,ordinary,top2,0.0031670104344590343,0.004266740278175844,0.15980728824728532,0.1714328644627704,0.374295125658873,0.3762389159538031,0.4608035831461004,0.44494257183230196,0.0019269925132821264,0.0031189074729486544
combined_s3_train_centre_frozen_ord,resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,ordinary,min,0.010374562932036799,0.010630286643783664,0.05574138731080739,0.06098235152526095,0.35094823194965813,0.3526082848008511,0.5814598806143261,0.5731945422832384,0.0014759371931715158,0.002584534746865993
combined_s3_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,relative,top1,0.006089312324861243,0.008881483041553869,0.15982459607069105,0.17722684329746205,0.42141870540627807,0.4198923558993582,0.4087020945145839,0.38777188040964333,0.003965291683585648,0.006227437351982552
combined_s3_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,relative,top2,0.008147452753273035,0.01444155239613122,0.2029473995722656,0.21737766483897547,0.3774591908299113,0.3747661013278708,0.40647815534973614,0.38495981979545923,0.00496780149481397,0.008454861641563274
combined_s3_train_centre_frozen_rel,resolution_max_b1_gaussian_conv,3,train_probe,centre_frozen,relative,min,0.012610780556829546,0.016560217532225446,0.06976358865138045,0.07685675842910367,0.35374361167493745,0.3535432250131188,0.559302948776299,0.5448825524380105,0.004579070340553426,0.008157246587541552
combined_s3_train_saved_ord,resolution_max_b1_gaussian_conv,3,train_probe,saved,ordinary,top1,0.004041579014282486,0.004884429088110186,0.11652984240752368,0.1276632428205198,0.3946449939592029,0.397705870256588,0.48322764236467175,0.4672379200562155,0.0015559422543191682,0.00250853777856654
combined_s3_train_saved_ord,resolution_max_b1_gaussian_conv,3,train_probe,saved,ordinary,top2,0.0027871663005544023,0.003514138883561037,0.1504853329258286,0.1617067572485336,0.3822248252621248,0.3848707609775789,0.4624847293955366,0.44670774121238205,0.002017946115955541,0.00320060167794435
combined_s3_train_saved_ord,resolution_max_b1_gaussian_conv,3,train_probe,saved,ordinary,min,0.007504923731559902,0.009735744521925797,0.09316304809374673,0.10266734299546176,0.28605241757707695,0.2878789209872207,0.611532901599332,0.596598169466418,0.001746708998284299,0.003119822028973729
