method,seed,probe,policy,direction,dHd,g_dot_d,L0,grad_norm
resolution_max_b1_gaussian_conv,3,test_probe,saved,18,100.11414574011756,-0.18674129882486962,0.5388301908969879,3.517703163290466
resolution_max_b1_gaussian_conv,3,test_probe,saved,19,108.6244782087584,-0.0922427035547711,0.5388301908969879,3.517703163290466
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,0,153.50548978599772,-0.21236351312153895,0.5367680490016937,3.472546075106538
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,1,53.2497937816239,-0.576239928800868,0.5367680490016937,3.472546075106538
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,2,53.190793157961764,-0.005048593885827138,0.5367680490016937,3.472546075106538
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,3,83.9993560527976,0.07750524203766979,0.5367680490016937,3.472546075106538
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,4,71.71163427400076,0.2755813777571118,0.5367680490016937,3.472546075106538
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,5,124.57883640640861,0.6590229046349678,0.5367680490016937,3.472546075106538
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,6,76.15690469694506,0.3482375448962933,0.5367680490016937,3.472546075106538
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,7,65.73876997092876,0.11211240986865319,0.5367680490016937,3.472546075106538
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,8,57.50442972195046,0.4765663216853503,0.5367680490016937,3.472546075106538
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,9,83.56302450351492,-0.6641483917825738,0.5367680490016937,3.472546075106538
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,10,77.2912355685496,-0.0017326773175028731,0.5367680490016937,3.472546075106538
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,11,71.22603992537506,0.46482379744868396,0.5367680490016937,3.472546075106538
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,12,88.55774875281897,0.3024081345807903,0.5367680490016937,3.472546075106538
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,13,73.63249241000047,0.08703927830808486,0.5367680490016937,3.472546075106538
resolution_max_b1_gaussian_conv,3,test_probe,centre_frozen,14,76.88952842973765,0.43417744392306795,0.5367680490016937,3.472546075106538
