method,seed,probe,policy,direction,dHd,g_dot_d,L0,grad_norm
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,8,38.04124792423199,-0.27592917605792355,0.49875618517398834,3.4452738578879005
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,9,76.55568647622837,-0.04136819856011914,0.49875618517398834,3.4452738578879005
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,10,54.85607047246777,-0.07803034036855568,0.49875618517398834,3.4452738578879005
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,11,74.99857980673339,-0.20585864323967507,0.49875618517398834,3.4452738578879005
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,12,64.20586901423039,0.02177681775614948,0.49875618517398834,3.4452738578879005
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,13,113.989847069287,-0.552893496648503,0.49875618517398834,3.4452738578879005
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,14,70.83401593880896,-0.43216531132019254,0.49875618517398834,3.4452738578879005
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,15,68.66458420812579,-0.3778970866361329,0.49875618517398834,3.4452738578879005
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,16,127.95531667781297,0.21226115794310105,0.49875618517398834,3.4452738578879005
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,17,49.4477092090028,-0.29622886455876923,0.49875618517398834,3.4452738578879005
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,18,42.62997087877802,0.10880457241802029,0.49875618517398834,3.4452738578879005
resolution_max_b1_gaussian_conv,4,test_probe,centre_frozen,19,56.23144670367452,0.5841096685415037,0.49875618517398834,3.4452738578879005
gaussian_postrelu,4,train_probe,saved,0,120.18181827768939,0.1501025616194818,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,1,101.08131604949699,0.6714929018515814,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,2,66.45829144509042,0.3691243467238188,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,3,120.703654238464,-0.9595530374036623,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,4,90.82725706394197,-0.35383259931528743,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,5,145.27833679431643,0.10990558798411293,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,6,97.19826549476959,-0.30742256445716587,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,7,149.913836330197,0.8661179543055109,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,8,65.48015537851316,0.08640846801499377,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,9,192.69745080564192,-0.5043220271293515,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,10,104.79876411067056,-0.13078357427004794,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,11,58.245975201877805,0.1860302926316528,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,12,95.62137207450616,0.70684975885995,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,13,119.6767228050543,-0.4329790874547429,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,14,91.8120294550752,-0.2529332938880194,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,15,88.1357861944843,-0.34712473408395433,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,16,139.0218753294018,0.3003808473039832,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,17,70.9629178292191,-0.20736973222566865,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,18,83.84926347068432,0.36868096351686114,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,saved,19,56.57725411318914,-0.14779034024161675,0.26593391597270966,3.03921282675085
gaussian_postrelu,4,train_probe,centre_frozen,0,124.4741594064863,0.43016808320388705,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,1,101.2469401547347,0.5922277987215572,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,2,68.35896804845271,0.479888302746554,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,3,118.78593970489392,-0.6130843994658431,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,4,90.15391545867641,-0.29038845028982807,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,5,149.17346153368612,0.5675547884632955,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,6,99.02536212491273,-0.2556795771990767,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,7,156.11081808102082,0.6863354018650509,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,8,65.22883095854104,-0.1862527510728692,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,9,193.60282508096464,-0.2696468360353932,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,10,103.29928531934777,0.04170519258252585,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,11,59.46082587597652,-0.0664883834442698,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,12,94.56271679783896,0.3763309302361446,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,13,120.96748149015373,-0.06500959170963404,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,14,94.79963401442899,-0.2969719196421302,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,15,90.2823419549139,-0.41272908518981494,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,16,147.72237116191204,0.5224708627420017,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,17,69.33347766261855,-0.0968564938348352,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,18,84.22834241467746,0.07515078859607241,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,train_probe,centre_frozen,19,55.003119859339705,0.06365941039271529,0.26275741308927536,2.066454196707556
gaussian_postrelu,4,test_probe,saved,0,139.0879362746251,-0.026231579637196606,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,1,130.80634243966878,-0.19946029625912381,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,2,83.30506486278266,-0.20125997577582616,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,3,150.8015683465129,-0.8445784496791118,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,4,104.02058964601184,-0.4910637408197351,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,5,161.4141185565242,-0.19663963479170876,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,6,98.75649201936338,-0.09414698182546213,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,7,185.2090992258401,-0.28070886061540634,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,8,85.8595625000066,0.40294884001065906,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,9,213.2599633568744,0.15134852819413946,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,10,123.1752942983661,-0.030960789708799376,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,11,72.33691494212846,0.17116576906169273,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,12,112.53440459607273,-0.11616799612943207,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,13,163.1792566556581,-0.37968846283032465,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,14,109.86639305038575,0.6383567250674492,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,15,108.5536774131815,-0.13792116123006176,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,16,189.82767346664093,-0.3780028459750499,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,17,92.54149127035674,0.12727338366969648,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,18,94.78969218892563,0.11545091717863995,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,saved,19,65.28481944108725,-0.6491201873717929,0.5957620739936829,4.793781679809723
gaussian_postrelu,4,test_probe,centre_frozen,0,141.1408156639196,0.34602722138851794,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,1,130.8193625152607,-0.4693015175668492,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,2,80.33983810150129,-0.02494465927254278,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,3,153.01925277116783,-0.38604845057525405,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,4,105.60242931140414,-0.4458114774642931,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,5,158.85588933846026,0.1614062767003115,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,6,97.24666096292322,-0.13204019682692186,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,7,190.9655824120545,-0.5687757412880977,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,8,83.99983584345247,0.12224377721848184,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,9,209.7297254994549,0.5028883878201628,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,10,119.72770492460702,0.01143968110198769,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,11,71.25691257022902,-0.11726089187740013,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,12,113.53620912121843,-0.5199674256667057,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,13,161.1171380256398,0.027620031351060267,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,14,112.59286430731757,0.555593577747464,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,15,109.42926641072815,-0.08477372929600134,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,16,181.7291014347075,-0.13537374189745524,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,17,91.78746155946506,0.21462925890820053,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,18,92.2663118986239,-0.22148663633300217,0.5919629335403442,3.743270383412808
gaussian_postrelu,4,test_probe,centre_frozen,19,62.82433497844061,-0.48742814849715715,0.5919629335403442,3.743270383412808
plain,4,train_probe,saved,0,102.13731831250297,-0.39120459589894657,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,1,81.43997793493033,0.10923403329720476,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,2,65.75670110289118,-0.17898729466655705,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,3,130.90372522312185,-0.4561209141571205,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,4,203.7185776617949,-0.8578084550751153,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,5,132.11048951601572,-0.6188179154827685,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,6,77.69336899669555,-0.3053797772211212,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,7,92.00922319529835,0.1497429368458531,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,8,65.98026371185672,-0.020258224073235305,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,9,114.44591077476365,0.3117611162869457,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,10,85.40060507176506,0.17092245416109156,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,11,135.80034409036156,0.14150721220317636,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,12,91.40359499697867,0.0972715506367017,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,13,97.5489737627281,0.230774747781344,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,14,85.29365608257328,-0.01250110150065148,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,15,125.85621073863024,-0.16986137760419068,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,16,103.05661404184912,0.22456640778787268,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,17,82.01965042780726,-0.5032632368466217,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,18,68.82736244693515,-0.05946527519013479,0.16967857629060745,4.480362712501544
plain,4,train_probe,saved,19,58.70823371296474,0.21778278855892116,0.16967857629060745,4.480362712501544
plain,4,train_probe,centre_frozen,0,101.91151431579478,0.10776027705889477,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,1,80.82155859877041,-0.15308384790066942,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,2,65.154586511393,0.023495445344512762,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,3,124.89375995319782,0.18933042977722359,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,4,195.9130832618896,-0.06702654180064277,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,5,117.66075711214906,-0.029153365492058998,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,6,73.6369781240089,0.05176858185833164,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,7,88.30524852512818,0.09197279272453468,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,8,65.77867147150792,0.031238794582309784,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,9,116.22696713579298,0.2193525955773332,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,10,82.61313553096666,0.22277188012098148,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,11,134.34841966850695,-0.2531346976274216,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,12,92.27072957368762,0.08895237536392975,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,13,99.41917893323534,0.328549521517934,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,14,84.73912567163292,-0.25089652488118575,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,15,127.70420232146505,-0.06677080717085869,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,16,101.5717337023166,-0.06499125106599031,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,17,80.10500096843447,-0.13722636019372716,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,18,65.69568512179376,0.0072796109316409265,0.16457229107618332,2.812873864039472
plain,4,train_probe,centre_frozen,19,58.447538903718495,-0.009494469779455485,0.16457229107618332,2.812873864039472
plain,4,test_probe,saved,0,141.26570690405484,-0.671925372683469,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,1,116.36346132062678,0.18095069269165187,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,2,92.02756248248858,-0.03874142734183306,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,3,202.35511820139587,-1.0440277222659624,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,4,290.98636323292783,-0.13675637629246135,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,5,197.92779001167048,0.0030449095953348493,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,6,103.0589057400691,-0.6987499803944635,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,7,138.48628213582634,0.12616747854374594,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,8,105.96104859543826,-0.7890373444543731,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,9,170.73885190277656,-0.033394404323044385,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,10,128.34550434829185,-0.16718700531472647,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,11,170.02838609519975,-0.14787859120532199,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,12,129.68123957938224,-0.41678802655120467,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,13,149.4402631198409,-0.2525335761106216,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,14,107.8804761613873,-0.30033428878541324,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,15,193.66821278881852,0.04998645098472468,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,16,143.4200714226849,0.6335257221102757,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,17,102.58786119127168,-0.6606817808887118,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,18,94.1446393589508,0.291895182349168,0.7400374114513397,7.030862583946792
plain,4,test_probe,saved,19,80.54594318971978,0.5105739554867065,0.7400374114513397,7.030862583946792
plain,4,test_probe,centre_frozen,0,150.57890619301787,-0.24946442274701952,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,1,117.42101501575846,0.06042227682367951,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,2,89.40833602801729,0.3262288252121825,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,3,200.07769956154624,0.0810074220445336,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,4,294.10688251501915,0.7467008744605261,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,5,193.0991422384181,0.7779653102622054,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,6,102.4695016452834,-0.1604232364376285,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,7,136.23854560759304,0.301592456502936,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,8,106.18933748217137,-0.49370062593752084,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,9,173.4367618780711,-0.15284849787865504,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,10,124.3444677445591,0.012174207735761444,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,11,181.3674250580664,-0.4869984760861055,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,12,133.71041263409742,-0.5988865054541317,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,13,151.78163908295608,-0.3988115369876095,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,14,110.67923195550405,-0.41743192715903354,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,15,209.14670947721967,0.34723208547068063,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,16,144.07167902201513,0.01977276772657946,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,17,103.70090884456363,-0.406987917348408,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,18,95.29638017967062,0.4429215885695931,0.736142098903656,5.780242061666371
plain,4,test_probe,centre_frozen,19,85.30088425420162,0.2821134604216631,0.736142098903656,5.780242061666371
resolution_max_b1,4,train_probe,saved,0,97.13943831447742,-0.2631732252343198,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,1,86.61979191658594,-0.019076608813383245,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,2,46.500250175003025,-0.18070727425819644,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,3,70.33085943886971,-0.2821170935377512,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,4,59.703102101917516,-0.22169047798745703,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,5,68.23229101483909,-0.1184247793693079,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,6,54.48217462567137,-0.23851193772296184,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,7,56.99213966818122,0.2770139309212764,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,8,65.55536846364109,0.6522693660388167,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,9,41.654498132824294,0.15216883445196572,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,10,56.14022660510357,-0.3332238202200633,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,11,75.60652082019385,0.3668447674332197,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,12,78.49968735874742,-0.014882674140227453,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,13,148.51860533440754,-0.6972931817610858,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,14,80.08693616050616,0.03252788676162598,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,15,105.68811284767145,0.30933265549427025,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,16,39.3759969649672,-0.1757098248447496,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,17,98.21850963476052,-0.4043416920934116,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,18,98.96150232906292,-0.41771410429396727,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,saved,19,42.77492818318707,0.0003852072793178972,0.30783331394195557,3.688923660811742
resolution_max_b1,4,train_probe,centre_frozen,0,100.24702250247773,0.033431638678859454,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,1,86.84782938037017,-0.09607471989291254,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,2,47.22577996411715,-0.14457648202588902,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,3,70.89869497408455,-0.1852916322100463,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,4,58.41957314009653,0.1365895910148281,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,5,68.79425519919192,0.12050938396311217,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,6,52.87631417418501,-0.15479751445422416,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,7,56.08940263259035,0.30870751800026586,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,8,63.814183559923336,0.31689773601699245,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,9,41.867683902196845,0.032995284178271536,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,10,56.470329580814706,-0.12615501947766627,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,11,76.09138158221447,-0.06137803948997477,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,12,76.48166688683618,0.10522256220469574,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,13,146.80695888857375,-0.2614229025096891,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,14,78.08832757385723,-0.16984768134501488,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,15,105.95968678240776,0.07205509916773237,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,16,42.413639897744574,0.03369424629402819,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,17,99.09973717591498,0.1649428402616936,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,18,98.1234164963125,0.14499533841853998,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,train_probe,centre_frozen,19,44.463092418119786,0.050598386882118124,0.30201809108257294,2.1448694239472452
resolution_max_b1,4,test_probe,saved,0,108.20922014082943,0.5583609166050107,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,1,90.00974081651209,-0.9399781331661428,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,2,51.91358503636094,-0.16772784157891193,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,3,85.39802793593557,-0.21192369858146298,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,4,76.11053039395117,-0.016745412951759048,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,5,82.02778885492015,-0.14858074988721692,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,6,57.457365156128546,0.010465480806972322,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,7,71.84557548748177,-0.10969288954672907,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,8,79.76116330554123,-0.09198405866648546,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,9,44.87303006355693,0.2515235388132384,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,10,65.264678819058,-0.1850372003413922,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,11,90.9177636180412,-0.23414856722556482,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,12,97.97075877841087,0.1832551834289438,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,13,155.62318807408897,-0.6065350252363129,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,14,93.96906427925035,-0.051964771916021696,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,15,123.17950487864144,0.35857762867402365,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,16,46.986698113262946,-0.05006563399163684,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,17,105.20579176614173,-0.6328122192641065,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,18,126.67602323167331,-0.08605791788921945,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,saved,19,47.52652823784929,-0.013009319955330695,0.5667562484741211,3.9886411516383355
resolution_max_b1,4,test_probe,centre_frozen,0,113.40325815990644,0.5784902964299828,0.5623948574066162,2.8964003288557403
resolution_max_b1,4,test_probe,centre_frozen,1,88.7648465596104,-1.0957711027655321,0.5623948574066162,2.8964003288557403
resolution_max_b1,4,test_probe,centre_frozen,2,50.803448366594985,-0.09097446948386578,0.5623948574066162,2.8964003288557403
resolution_max_b1,4,test_probe,centre_frozen,3,83.76594467093253,0.09278355248518624,0.5623948574066162,2.8964003288557403
resolution_max_b1,4,test_probe,centre_frozen,4,76.28348648403747,0.31943517926732046,0.5623948574066162,2.8964003288557403
resolution_max_b1,4,test_probe,centre_frozen,5,78.25274833758402,0.24526263862718084,0.5623948574066162,2.8964003288557403
resolution_max_b1,4,test_probe,centre_frozen,6,57.28946794425013,0.1450912917050269,0.5623948574066162,2.8964003288557403
resolution_max_b1,4,test_probe,centre_frozen,7,71.01781611197477,-0.006977421740471244,0.5623948574066162,2.8964003288557403
resolution_max_b1,4,test_probe,centre_frozen,8,78.41367085547665,-0.4476207626572728,0.5623948574066162,2.8964003288557403
resolution_max_b1,4,test_probe,centre_frozen,9,45.763183268067614,0.15707436975235461,0.5623948574066162,2.8964003288557403
resolution_max_b1,4,test_probe,centre_frozen,10,65.34637891877138,0.02821912863641813,0.5623948574066162,2.8964003288557403
resolution_max_b1,4,test_probe,centre_frozen,11,89.50327683020018,-0.7379721303701616,0.5623948574066162,2.8964003288557403
resolution_max_b1,4,test_probe,centre_frozen,12,94.16340927947975,0.4601308363213699,0.5623948574066162,2.8964003288557403
resolution_max_b1,4,test_probe,centre_frozen,13,158.07278467784158,-0.3544330748855332,0.5623948574066162,2.8964003288557403
resolution_max_b1,4,test_probe,centre_frozen,14,90.74228702108805,-0.30591617858420284,0.5623948574066162,2.8964003288557403
