method,seed,epoch,update,state_label,state,produced_state,next_update_state,equals_final,policy,split,centre_ce,centre_acc,S_eps0.1,n_dirs_eps0.1,S_eps0.25,n_dirs_eps0.25
resolution_max_b1,0,30,11730,final,r=32,r=32,-,True,saved,test_probe,0.5638476867675781,0.809,0.34480276184082037,10,2.898619479370118,10
resolution_max_b1,0,30,11730,final,r=32,r=32,-,True,recalibrated,train_probe,0.31810240173339843,0.896,0.1268055931091309,10,0.7164742782592773,10
resolution_max_b1,0,30,11730,final,r=32,r=32,-,True,recalibrated,test_probe,0.5604129028320313,0.811,0.08720452270507809,10,0.5860060592651367,10
resolution_max_b1,1,3,1173,produced,r=16,r=16,r=16,False,saved,train_probe,1.1047277221679688,0.595,0.23166324768066407,10,1.4817959838867187,10
resolution_max_b1,1,3,1173,produced,r=16,r=16,r=16,False,saved,test_probe,1.1440935668945313,0.578,0.22304513854980462,10,1.4266846832275388,10
resolution_max_b1,1,3,1173,produced,r=16,r=16,r=16,False,recalibrated,train_probe,1.0886853637695313,0.602,0.057601098632812466,10,0.34983929443359374,10
resolution_max_b1,1,3,1173,produced,r=16,r=16,r=16,False,recalibrated,test_probe,1.1307510986328124,0.59,0.05516924438476563,10,0.3251375427246095,10
resolution_max_b1,1,3,1173,final,r=32,r=16,r=16,True,saved,train_probe,3.2760858154296875,0.231,0.07202337036132814,10,0.7251862121582031,10
resolution_max_b1,1,3,1173,final,r=32,r=16,r=16,True,saved,test_probe,3.336239990234375,0.208,0.06969916381835942,10,0.6990681640625003,10
resolution_max_b1,1,3,1173,final,r=32,r=16,r=16,True,recalibrated,train_probe,1.5475084838867188,0.435,0.06643247985839842,10,0.34283429260253906,10
resolution_max_b1,1,3,1173,final,r=32,r=16,r=16,True,recalibrated,test_probe,1.5787568359375,0.404,0.06532742919921883,10,0.3293692657470704,10
resolution_max_b1,1,6,2346,produced,r=16,r=16,r=24,False,saved,train_probe,0.795326416015625,0.719,0.19958648223876946,10,1.3762397186279298,10
resolution_max_b1,1,6,2346,produced,r=16,r=16,r=24,False,saved,test_probe,0.9194975280761719,0.686,0.1747497009277343,10,1.2781924896240233,10
resolution_max_b1,1,6,2346,produced,r=16,r=16,r=24,False,recalibrated,train_probe,0.7794854431152344,0.732,0.06497377777099608,10,0.3969604934692383,10
resolution_max_b1,1,6,2346,produced,r=16,r=16,r=24,False,recalibrated,test_probe,0.89855078125,0.692,0.05656734619140628,10,0.3492454528808594,10
resolution_max_b1,1,6,2346,final,r=32,r=16,r=24,True,saved,train_probe,4.25028515625,0.124,0.007956018066406046,10,0.4187183471679684,10
resolution_max_b1,1,6,2346,final,r=32,r=16,r=24,True,saved,test_probe,4.2547586669921875,0.121,0.01420504760742176,10,0.4318963317871093,10
resolution_max_b1,1,6,2346,final,r=32,r=16,r=24,True,recalibrated,train_probe,1.5019767456054687,0.445,0.06099262390136726,10,0.3570385040283203,10
resolution_max_b1,1,6,2346,final,r=32,r=16,r=24,True,recalibrated,test_probe,1.526615234375,0.426,0.06424232788085953,10,0.3526730865478517,10
resolution_max_b1,1,9,3519,produced,r=24,r=24,r=24,False,saved,train_probe,0.6893129272460937,0.761,0.243118034362793,10,1.8381924163818357,10
resolution_max_b1,1,9,3519,produced,r=24,r=24,r=24,False,saved,test_probe,0.7872557373046875,0.714,0.23323072967529304,10,1.7758192626953124,10
resolution_max_b1,1,9,3519,produced,r=24,r=24,r=24,False,recalibrated,train_probe,0.673760986328125,0.773,0.06939740753173827,10,0.42305259857177735,10
resolution_max_b1,1,9,3519,produced,r=24,r=24,r=24,False,recalibrated,test_probe,0.768294189453125,0.729,0.06002910766601564,10,0.3814017044067383,10
resolution_max_b1,1,9,3519,final,r=32,r=24,r=24,True,saved,train_probe,3.907139892578125,0.163,0.12274442749023429,10,0.7574070434570312,10
resolution_max_b1,1,9,3519,final,r=32,r=24,r=24,True,saved,test_probe,3.8974573974609377,0.162,0.13383804321289042,10,0.7776604370117186,10
resolution_max_b1,1,9,3519,final,r=32,r=24,r=24,True,recalibrated,train_probe,1.0864089965820312,0.625,0.08331558227539071,10,0.5001443298339845,10
resolution_max_b1,1,9,3519,final,r=32,r=24,r=24,True,recalibrated,test_probe,1.14877685546875,0.594,0.08380542602539057,10,0.49182169799804676,10
resolution_max_b1,1,12,4692,produced,r=24,r=24,r=32,False,saved,train_probe,0.5121796569824218,0.816,0.29275932159423834,10,2.145943490600586,10
resolution_max_b1,1,12,4692,produced,r=24,r=24,r=32,False,saved,test_probe,0.6943160095214844,0.752,0.2553100311279296,10,2.0064431976318358,10
resolution_max_b1,1,12,4692,produced,r=24,r=24,r=32,False,recalibrated,train_probe,0.5021781463623047,0.832,0.08444109344482419,10,0.5221535827636719,10
resolution_max_b1,1,12,4692,produced,r=24,r=24,r=32,False,recalibrated,test_probe,0.6875833129882812,0.752,0.06338017578125003,10,0.42003487396240236,10
resolution_max_b1,1,12,4692,final,r=32,r=24,r=32,True,saved,train_probe,3.92296923828125,0.16,0.17535643920898422,10,1.0787913940429688,10
resolution_max_b1,1,12,4692,final,r=32,r=24,r=32,True,saved,test_probe,3.934190673828125,0.148,0.17817451171875,10,1.0771451171875002,10
resolution_max_b1,1,12,4692,final,r=32,r=24,r=32,True,recalibrated,train_probe,0.9290115051269531,0.683,0.10940699615478526,10,0.6329665130615234,10
resolution_max_b1,1,12,4692,final,r=32,r=24,r=32,True,recalibrated,test_probe,1.0039336547851563,0.657,0.10378510131835932,10,0.60181357421875,10
resolution_max_b1,1,18,7038,produced,r=32,r=32,r=32,True,saved,train_probe,0.4457609405517578,0.846,0.37925977020263674,10,3.3663770812988276,10
resolution_max_b1,1,18,7038,produced,r=32,r=32,r=32,True,saved,test_probe,0.6198966674804688,0.777,0.3731695419311523,10,3.2896367401123046,10
resolution_max_b1,1,18,7038,produced,r=32,r=32,r=32,True,recalibrated,train_probe,0.4303564910888672,0.857,0.09037915267944334,10,0.6073355041503907,10
resolution_max_b1,1,18,7038,produced,r=32,r=32,r=32,True,recalibrated,test_probe,0.6068341979980468,0.773,0.07616272583007819,10,0.5289304489135743,10
resolution_max_b1,1,18,7038,final,r=32,r=32,r=32,True,saved,train_probe,0.4457609405517578,0.846,0.37925977020263674,10,3.3663770812988276,10
resolution_max_b1,1,18,7038,final,r=32,r=32,r=32,True,saved,test_probe,0.6198966674804688,0.777,0.3731695419311523,10,3.2896367401123046,10
resolution_max_b1,1,18,7038,final,r=32,r=32,r=32,True,recalibrated,train_probe,0.4303564910888672,0.857,0.09037915267944334,10,0.6073355041503907,10
resolution_max_b1,1,18,7038,final,r=32,r=32,r=32,True,recalibrated,test_probe,0.6068341979980468,0.773,0.07616272583007819,10,0.5289304489135743,10
resolution_max_b1,1,21,8211,produced,r=32,r=32,r=32,True,saved,train_probe,0.3822793426513672,0.878,0.4837170272827149,10,3.9604338470458984,10
resolution_max_b1,1,21,8211,produced,r=32,r=32,r=32,True,saved,test_probe,0.591827880859375,0.795,0.45969905395507815,10,3.840372729492188,10
resolution_max_b1,1,21,8211,produced,r=32,r=32,r=32,True,recalibrated,train_probe,0.3678026123046875,0.89,0.11426338729858394,10,0.7213449005126952,10
resolution_max_b1,1,21,8211,produced,r=32,r=32,r=32,True,recalibrated,test_probe,0.5760936889648437,0.793,0.09273112945556646,10,0.6107107620239257,10
resolution_max_b1,1,21,8211,final,r=32,r=32,r=32,True,saved,train_probe,0.3822793426513672,0.878,0.4837170272827149,10,3.9604338470458984,10
resolution_max_b1,1,21,8211,final,r=32,r=32,r=32,True,saved,test_probe,0.591827880859375,0.795,0.45969905395507815,10,3.840372729492188,10
resolution_max_b1,1,21,8211,final,r=32,r=32,r=32,True,recalibrated,train_probe,0.3678026123046875,0.89,0.11426338729858394,10,0.7213449005126952,10
resolution_max_b1,1,21,8211,final,r=32,r=32,r=32,True,recalibrated,test_probe,0.5760936889648437,0.793,0.09273112945556646,10,0.6107107620239257,10
resolution_max_b1,1,30,11730,produced,r=32,r=32,-,True,saved,train_probe,0.3033616485595703,0.909,0.5534201980590819,10,4.601893618774414,10
resolution_max_b1,1,30,11730,produced,r=32,r=32,-,True,saved,test_probe,0.5634313049316406,0.798,0.5157801071166992,10,4.439933795166016,10
resolution_max_b1,1,30,11730,produced,r=32,r=32,-,True,recalibrated,train_probe,0.30492636108398435,0.91,0.13336532897949221,10,0.8214296188354492,10
resolution_max_b1,1,30,11730,produced,r=32,r=32,-,True,recalibrated,test_probe,0.5631025390625,0.805,0.1006860549926758,10,0.6725942947387695,10
resolution_max_b1,1,30,11730,final,r=32,r=32,-,True,saved,train_probe,0.3033616485595703,0.909,0.5534201980590819,10,4.601893618774414,10
resolution_max_b1,1,30,11730,final,r=32,r=32,-,True,saved,test_probe,0.5634313049316406,0.798,0.5157801071166992,10,4.439933795166016,10
resolution_max_b1,1,30,11730,final,r=32,r=32,-,True,recalibrated,train_probe,0.30492636108398435,0.91,0.13336532897949221,10,0.8214296188354492,10
resolution_max_b1,1,30,11730,final,r=32,r=32,-,True,recalibrated,test_probe,0.5631025390625,0.805,0.1006860549926758,10,0.6725942947387695,10
resolution_max_b1,2,3,1173,produced,r=16,r=16,r=16,False,saved,train_probe,1.0632046813964844,0.6,0.19214372253417972,10,1.3199056457519531,10
resolution_max_b1,2,3,1173,produced,r=16,r=16,r=16,False,saved,test_probe,1.1281502685546876,0.573,0.17777227783203114,10,1.2581625030517578,10
resolution_max_b1,2,3,1173,produced,r=16,r=16,r=16,False,recalibrated,train_probe,1.058321533203125,0.598,0.06073198547363279,10,0.32070658874511715,10
resolution_max_b1,2,3,1173,produced,r=16,r=16,r=16,False,recalibrated,test_probe,1.1174849243164062,0.569,0.05246431579589843,10,0.2976987335205078,10
resolution_max_b1,2,3,1173,final,r=32,r=16,r=16,True,saved,train_probe,3.523297607421875,0.22,0.09724100341796879,10,0.8443428039550783,10
resolution_max_b1,2,3,1173,final,r=32,r=16,r=16,True,saved,test_probe,3.5258155517578125,0.204,0.10511513671875009,10,0.8281488403320314,10
resolution_max_b1,2,3,1173,final,r=32,r=16,r=16,True,recalibrated,train_probe,1.5735186767578124,0.409,0.05757604675292975,10,0.2969541900634766,10
resolution_max_b1,2,3,1173,final,r=32,r=16,r=16,True,recalibrated,test_probe,1.5623878173828125,0.401,0.06428388671875,10,0.31454045410156245,10
resolution_max_b1,2,6,2346,produced,r=16,r=16,r=24,False,saved,train_probe,0.7674596557617187,0.71,0.17983880615234385,10,1.3146668212890624,10
resolution_max_b1,2,6,2346,produced,r=16,r=16,r=24,False,saved,test_probe,0.9331883544921875,0.671,0.15728087921142578,10,1.212964047241211,10
resolution_max_b1,2,6,2346,produced,r=16,r=16,r=24,False,recalibrated,train_probe,0.752070556640625,0.726,0.07091969604492179,10,0.3955860565185547,10
resolution_max_b1,2,6,2346,produced,r=16,r=16,r=24,False,recalibrated,test_probe,0.8985945434570313,0.674,0.05622118530273438,10,0.3367572479248047,10
resolution_max_b1,2,6,2346,final,r=32,r=16,r=24,True,saved,train_probe,4.3150263671875,0.192,0.10170209350585893,10,0.9015131103515621,10
resolution_max_b1,2,6,2346,final,r=32,r=16,r=24,True,saved,test_probe,4.2557265625,0.191,0.10275008544921915,10,0.9055565795898441,10
resolution_max_b1,2,6,2346,final,r=32,r=16,r=24,True,recalibrated,train_probe,1.5392723388671874,0.441,0.07112822875976577,10,0.37883792419433604,10
resolution_max_b1,2,6,2346,final,r=32,r=16,r=24,True,recalibrated,test_probe,1.5741436157226563,0.415,0.06525151672363283,10,0.3673378570556641,10
resolution_max_b1,2,9,3519,produced,r=24,r=24,r=24,False,saved,train_probe,0.6455045166015625,0.774,0.229062353515625,10,1.8632949310302735,10
resolution_max_b1,2,9,3519,produced,r=24,r=24,r=24,False,saved,test_probe,0.7562891235351562,0.742,0.21281329803466806,10,1.784054525756836,10
resolution_max_b1,2,9,3519,produced,r=24,r=24,r=24,False,recalibrated,train_probe,0.6432082214355469,0.783,0.07046815643310546,10,0.43503812866210934,10
resolution_max_b1,2,9,3519,produced,r=24,r=24,r=24,False,recalibrated,test_probe,0.756982666015625,0.737,0.05990567016601559,10,0.38680805969238274,10
resolution_max_b1,2,9,3519,final,r=32,r=24,r=24,True,saved,train_probe,3.78106396484375,0.153,0.1775529357910158,10,1.322686529541016,10
resolution_max_b1,2,9,3519,final,r=32,r=24,r=24,True,saved,test_probe,3.758576904296875,0.156,0.18843003540039066,10,1.3350125244140627,10
resolution_max_b1,2,9,3519,final,r=32,r=24,r=24,True,recalibrated,train_probe,1.0736691284179687,0.645,0.11450195007324224,10,0.5873532836914064,10
resolution_max_b1,2,9,3519,final,r=32,r=24,r=24,True,recalibrated,test_probe,1.1909454956054688,0.592,0.10068737182617182,10,0.5506865264892579,10
resolution_max_b1,2,12,4692,produced,r=24,r=24,r=32,False,saved,train_probe,0.5121905212402343,0.824,0.2699003967285157,10,2.2206597656250002,10
resolution_max_b1,2,12,4692,produced,r=24,r=24,r=32,False,saved,test_probe,0.6945444641113281,0.767,0.23504872589111328,10,2.0887586944580074,10
resolution_max_b1,2,12,4692,produced,r=24,r=24,r=32,False,recalibrated,train_probe,0.5013813781738281,0.827,0.08422129364013672,10,0.5016466674804687,10
resolution_max_b1,2,12,4692,produced,r=24,r=24,r=32,False,recalibrated,test_probe,0.6715369567871093,0.764,0.06338005218505863,10,0.42105832519531255,10
resolution_max_b1,2,12,4692,final,r=32,r=24,r=32,True,saved,train_probe,4.3196259765625,0.178,0.1954016601562505,10,1.5176821960449225,10
resolution_max_b1,2,12,4692,final,r=32,r=24,r=32,True,saved,test_probe,4.249080078125,0.182,0.22134025268554697,10,1.5557523315429689,10
resolution_max_b1,2,12,4692,final,r=32,r=24,r=32,True,recalibrated,train_probe,0.9998417663574218,0.67,0.11575880584716805,10,0.6213913665771484,10
resolution_max_b1,2,12,4692,final,r=32,r=24,r=32,True,recalibrated,test_probe,1.0862196044921875,0.645,0.1105557312011719,10,0.6096738739013673,10
resolution_max_b1,2,18,7038,produced,r=32,r=32,r=32,True,saved,train_probe,0.40325070190429685,0.86,0.37807196807861326,10,3.1991012420654297,10
resolution_max_b1,2,18,7038,produced,r=32,r=32,r=32,True,saved,test_probe,0.5799818725585938,0.796,0.36042079925537107,10,3.087231939697266,10
resolution_max_b1,2,18,7038,produced,r=32,r=32,r=32,True,recalibrated,train_probe,0.40191586303710936,0.85,0.1001281349182129,10,0.6189627090454102,10
resolution_max_b1,2,18,7038,produced,r=32,r=32,r=32,True,recalibrated,test_probe,0.57158837890625,0.796,0.08411785125732418,10,0.5485969207763671,10
resolution_max_b1,2,18,7038,final,r=32,r=32,r=32,True,saved,train_probe,0.40325070190429685,0.86,0.37807196807861326,10,3.1991012420654297,10
resolution_max_b1,2,18,7038,final,r=32,r=32,r=32,True,saved,test_probe,0.5799818725585938,0.796,0.36042079925537107,10,3.087231939697266,10
resolution_max_b1,2,18,7038,final,r=32,r=32,r=32,True,recalibrated,train_probe,0.40191586303710936,0.85,0.1001281349182129,10,0.6189627090454102,10
resolution_max_b1,2,18,7038,final,r=32,r=32,r=32,True,recalibrated,test_probe,0.57158837890625,0.796,0.08411785125732418,10,0.5485969207763671,10
resolution_max_b1,2,21,8211,produced,r=32,r=32,r=32,True,saved,train_probe,0.346239013671875,0.876,0.441246501159668,10,3.716642617797852,10
resolution_max_b1,2,21,8211,produced,r=32,r=32,r=32,True,saved,test_probe,0.5624343872070312,0.804,0.3980994857788086,10,3.5423195648193357,10
resolution_max_b1,2,21,8211,produced,r=32,r=32,r=32,True,recalibrated,train_probe,0.3484525756835937,0.876,0.11276595993041996,10,0.6964532852172852,10
resolution_max_b1,2,21,8211,produced,r=32,r=32,r=32,True,recalibrated,test_probe,0.5632134399414063,0.803,0.08429306793212889,10,0.585389892578125,10
resolution_max_b1,2,21,8211,final,r=32,r=32,r=32,True,saved,train_probe,0.346239013671875,0.876,0.441246501159668,10,3.716642617797852,10
resolution_max_b1,2,21,8211,final,r=32,r=32,r=32,True,saved,test_probe,0.5624343872070312,0.804,0.3980994857788086,10,3.5423195648193357,10
resolution_max_b1,2,21,8211,final,r=32,r=32,r=32,True,recalibrated,train_probe,0.3484525756835937,0.876,0.11276595993041996,10,0.6964532852172852,10
resolution_max_b1,2,21,8211,final,r=32,r=32,r=32,True,recalibrated,test_probe,0.5632134399414063,0.803,0.08429306793212889,10,0.585389892578125,10
resolution_max_b1,2,30,11730,produced,r=32,r=32,-,True,saved,train_probe,0.2905312194824219,0.894,0.5185203826904299,10,4.346616357421874,10
resolution_max_b1,2,30,11730,produced,r=32,r=32,-,True,saved,test_probe,0.5576944885253906,0.811,0.46489381713867195,10,4.141088146972656,10
resolution_max_b1,2,30,11730,produced,r=32,r=32,-,True,recalibrated,train_probe,0.2894099578857422,0.899,0.13144756622314452,10,0.788188719177246,10
resolution_max_b1,2,30,11730,produced,r=32,r=32,-,True,recalibrated,test_probe,0.5525310974121094,0.812,0.09710533294677734,10,0.6470527313232421,10
resolution_max_b1,2,30,11730,final,r=32,r=32,-,True,saved,train_probe,0.2905312194824219,0.894,0.5185203826904299,10,4.346616357421874,10
resolution_max_b1,2,30,11730,final,r=32,r=32,-,True,saved,test_probe,0.5576944885253906,0.811,0.46489381713867195,10,4.141088146972656,10
resolution_max_b1,2,30,11730,final,r=32,r=32,-,True,recalibrated,train_probe,0.2894099578857422,0.899,0.13144756622314452,10,0.788188719177246,10
resolution_max_b1,2,30,11730,final,r=32,r=32,-,True,recalibrated,test_probe,0.5525310974121094,0.812,0.09710533294677734,10,0.6470527313232421,10
resolution_max_b1,3,3,1173,produced,r=16,r=16,r=16,False,saved,train_probe,1.1073165893554688,0.607,0.1418281372070312,10,1.0314168914794921,10
resolution_max_b1,3,3,1173,produced,r=16,r=16,r=16,False,saved,test_probe,1.1844737548828126,0.562,0.125476397705078,10,0.9549524108886718,10
resolution_max_b1,3,3,1173,produced,r=16,r=16,r=16,False,recalibrated,train_probe,1.1064454345703125,0.604,0.04686177062988277,10,0.2618171661376953,10
resolution_max_b1,3,3,1173,produced,r=16,r=16,r=16,False,recalibrated,test_probe,1.1772844848632813,0.568,0.03869098815917964,10,0.22296943054199217,10
resolution_max_b1,3,3,1173,final,r=32,r=16,r=16,True,saved,train_probe,4.3139560546875,0.178,0.08087542114257804,10,0.3268726013183595,10
resolution_max_b1,3,3,1173,final,r=32,r=16,r=16,True,saved,test_probe,4.29884375,0.172,0.08487723388671933,10,0.3274542480468754,10
resolution_max_b1,3,3,1173,final,r=32,r=16,r=16,True,recalibrated,train_probe,1.5500971069335938,0.439,0.049247555541992186,10,0.24423886718749993,10
resolution_max_b1,3,3,1173,final,r=32,r=16,r=16,True,recalibrated,test_probe,1.602421142578125,0.414,0.04845466918945311,10,0.2294325195312501,10
resolution_max_b1,3,6,2346,produced,r=16,r=16,r=24,False,saved,train_probe,0.7944664611816407,0.711,0.1788392333984375,10,1.244886505126953,10
resolution_max_b1,3,6,2346,produced,r=16,r=16,r=24,False,saved,test_probe,0.9377419738769531,0.665,0.15483543243408202,10,1.1438254730224606,10
resolution_max_b1,3,6,2346,produced,r=16,r=16,r=24,False,recalibrated,train_probe,0.7852612609863281,0.71,0.06512098083496096,10,0.36123146362304687,10
resolution_max_b1,3,6,2346,produced,r=16,r=16,r=24,False,recalibrated,test_probe,0.9351083374023438,0.666,0.051283355712890576,10,0.3046807067871093,10
resolution_max_b1,3,6,2346,final,r=32,r=16,r=24,True,saved,train_probe,4.449870849609375,0.186,0.11591998901367226,10,0.5334716735839846,10
resolution_max_b1,3,6,2346,final,r=32,r=16,r=24,True,saved,test_probe,4.466350830078125,0.165,0.12677235107421908,10,0.5401442504882814,10
resolution_max_b1,3,6,2346,final,r=32,r=16,r=24,True,recalibrated,train_probe,1.4672276000976563,0.475,0.0712080535888671,10,0.3537375457763672,10
resolution_max_b1,3,6,2346,final,r=32,r=16,r=24,True,recalibrated,test_probe,1.5562683715820314,0.431,0.06880740661621083,10,0.33964075927734366,10
resolution_max_b1,3,9,3519,produced,r=24,r=24,r=24,False,saved,train_probe,0.6821592102050781,0.742,0.1943795883178711,10,1.501484408569336,10
resolution_max_b1,3,9,3519,produced,r=24,r=24,r=24,False,saved,test_probe,0.7896833190917969,0.718,0.1830697052001953,10,1.4362439514160155,10
resolution_max_b1,3,9,3519,produced,r=24,r=24,r=24,False,recalibrated,train_probe,0.6796097412109375,0.739,0.0683055053710937,10,0.3918913986206054,10
resolution_max_b1,3,9,3519,produced,r=24,r=24,r=24,False,recalibrated,test_probe,0.7741551208496094,0.725,0.06339009552001953,10,0.3705728942871093,10
resolution_max_b1,3,9,3519,final,r=32,r=24,r=24,True,saved,train_probe,3.6844073486328126,0.222,0.16798432006835928,10,0.7552210266113281,10
resolution_max_b1,3,9,3519,final,r=32,r=24,r=24,True,saved,test_probe,3.6670640869140625,0.202,0.17042000732421866,10,0.7669623962402345,10
resolution_max_b1,3,9,3519,final,r=32,r=24,r=24,True,recalibrated,train_probe,1.0632732543945314,0.619,0.09877287292480459,10,0.49597447509765613,10
resolution_max_b1,3,9,3519,final,r=32,r=24,r=24,True,recalibrated,test_probe,1.19435400390625,0.564,0.09153997802734382,10,0.4671994476318361,10
resolution_max_b1,3,12,4692,produced,r=24,r=24,r=32,False,saved,train_probe,0.5234846038818359,0.819,0.22517452239990235,10,1.860724478149414,10
resolution_max_b1,3,12,4692,produced,r=24,r=24,r=32,False,saved,test_probe,0.7369509582519531,0.745,0.19259942321777346,10,1.727324255371094,10
resolution_max_b1,3,12,4692,produced,r=24,r=24,r=32,False,recalibrated,train_probe,0.513119384765625,0.83,0.07900548706054684,10,0.4492810882568358,10
resolution_max_b1,3,12,4692,produced,r=24,r=24,r=32,False,recalibrated,test_probe,0.7193437805175781,0.745,0.05780502166748053,10,0.37607777404785164,10
resolution_max_b1,3,12,4692,final,r=32,r=24,r=32,True,saved,train_probe,3.7391563720703127,0.205,0.2148879272460935,10,1.114941058349609,10
resolution_max_b1,3,12,4692,final,r=32,r=24,r=32,True,saved,test_probe,3.7522493896484375,0.185,0.21951331787109382,10,1.1234898071289063,10
resolution_max_b1,3,12,4692,final,r=32,r=24,r=32,True,recalibrated,train_probe,0.9738525390625,0.669,0.10349183349609377,10,0.5540685333251953,10
resolution_max_b1,3,12,4692,final,r=32,r=24,r=32,True,recalibrated,test_probe,1.10557275390625,0.61,0.10483302001953114,10,0.5464043182373046,10
resolution_max_b1,3,18,7038,produced,r=32,r=32,r=32,True,saved,train_probe,0.4174730072021484,0.856,0.30176470031738284,10,2.6911217407226564,10
resolution_max_b1,3,18,7038,produced,r=32,r=32,r=32,True,saved,test_probe,0.6160137939453125,0.78,0.2805360198974609,10,2.5708998260498044,10
resolution_max_b1,3,18,7038,produced,r=32,r=32,r=32,True,recalibrated,train_probe,0.4137192993164063,0.852,0.09570590515136715,10,0.5737305450439453,10
resolution_max_b1,3,18,7038,produced,r=32,r=32,r=32,True,recalibrated,test_probe,0.6047063598632813,0.772,0.07849673767089843,10,0.5136222152709962,10
resolution_max_b1,3,18,7038,final,r=32,r=32,r=32,True,saved,train_probe,0.4174730072021484,0.856,0.30176470031738284,10,2.6911217407226564,10
resolution_max_b1,3,18,7038,final,r=32,r=32,r=32,True,saved,test_probe,0.6160137939453125,0.78,0.2805360198974609,10,2.5708998260498044,10
resolution_max_b1,3,18,7038,final,r=32,r=32,r=32,True,recalibrated,train_probe,0.4137192993164063,0.852,0.09570590515136715,10,0.5737305450439453,10
resolution_max_b1,3,18,7038,final,r=32,r=32,r=32,True,recalibrated,test_probe,0.6047063598632813,0.772,0.07849673767089843,10,0.5136222152709962,10
resolution_max_b1,3,21,8211,produced,r=32,r=32,r=32,True,saved,train_probe,0.35512815856933594,0.875,0.3645719131469727,10,3.145531179809571,10
resolution_max_b1,3,21,8211,produced,r=32,r=32,r=32,True,saved,test_probe,0.5921400146484375,0.79,0.3341513687133789,10,2.983799557495117,10
resolution_max_b1,3,21,8211,produced,r=32,r=32,r=32,True,recalibrated,train_probe,0.34987478637695313,0.874,0.11234055404663086,10,0.655752796936035,10
resolution_max_b1,3,21,8211,produced,r=32,r=32,r=32,True,recalibrated,test_probe,0.5853116455078125,0.794,0.08691570281982428,10,0.5676956893920899,10
resolution_max_b1,3,21,8211,final,r=32,r=32,r=32,True,saved,train_probe,0.35512815856933594,0.875,0.3645719131469727,10,3.145531179809571,10
resolution_max_b1,3,21,8211,final,r=32,r=32,r=32,True,saved,test_probe,0.5921400146484375,0.79,0.3341513687133789,10,2.983799557495117,10
resolution_max_b1,3,21,8211,final,r=32,r=32,r=32,True,recalibrated,train_probe,0.34987478637695313,0.874,0.11234055404663086,10,0.655752796936035,10
resolution_max_b1,3,21,8211,final,r=32,r=32,r=32,True,recalibrated,test_probe,0.5853116455078125,0.794,0.08691570281982428,10,0.5676956893920899,10
resolution_max_b1,3,30,11730,produced,r=32,r=32,-,True,saved,train_probe,0.28469744873046876,0.91,0.4419449447631836,10,3.680350946044922,10
resolution_max_b1,3,30,11730,produced,r=32,r=32,-,True,saved,test_probe,0.5767434997558594,0.802,0.39759983673095706,10,3.463709594726563,10
resolution_max_b1,3,30,11730,produced,r=32,r=32,-,True,recalibrated,train_probe,0.2843556213378906,0.908,0.13349957275390628,10,0.7487249664306641,10
resolution_max_b1,3,30,11730,produced,r=32,r=32,-,True,recalibrated,test_probe,0.5726373291015625,0.797,0.09710558776855467,10,0.6262384078979493,10
resolution_max_b1,3,30,11730,final,r=32,r=32,-,True,saved,train_probe,0.28469744873046876,0.91,0.4419449447631836,10,3.680350946044922,10
resolution_max_b1,3,30,11730,final,r=32,r=32,-,True,saved,test_probe,0.5767434997558594,0.802,0.39759983673095706,10,3.463709594726563,10
resolution_max_b1,3,30,11730,final,r=32,r=32,-,True,recalibrated,train_probe,0.2843556213378906,0.908,0.13349957275390628,10,0.7487249664306641,10
resolution_max_b1,3,30,11730,final,r=32,r=32,-,True,recalibrated,test_probe,0.5726373291015625,0.797,0.09710558776855467,10,0.6262384078979493,10
resolution_max_b1,4,3,1173,produced,r=16,r=16,r=16,False,saved,train_probe,1.0786070556640626,0.589,0.12947478332519521,10,0.9291808319091797,10
resolution_max_b1,4,3,1173,produced,r=16,r=16,r=16,False,saved,test_probe,1.1442364501953124,0.604,0.11922539672851573,10,0.8744160888671878,10
resolution_max_b1,4,3,1173,produced,r=16,r=16,r=16,False,recalibrated,train_probe,1.0717122802734376,0.598,0.04355625305175774,10,0.26995603332519524,10
resolution_max_b1,4,3,1173,produced,r=16,r=16,r=16,False,recalibrated,test_probe,1.13007958984375,0.596,0.041066357421875074,10,0.2585385681152344,10
resolution_max_b1,4,3,1173,final,r=32,r=16,r=16,True,saved,train_probe,3.2142139892578125,0.19,0.1042654602050781,10,0.691391711425781,10
resolution_max_b1,4,3,1173,final,r=32,r=16,r=16,True,saved,test_probe,3.2802979736328126,0.195,0.10615800781249982,10,0.6781167236328123,10
resolution_max_b1,4,3,1173,final,r=32,r=16,r=16,True,recalibrated,train_probe,1.5478479614257812,0.43,0.05278526611328129,10,0.27847407531738283,10
resolution_max_b1,4,3,1173,final,r=32,r=16,r=16,True,recalibrated,test_probe,1.6405411376953125,0.398,0.04926131896972656,10,0.26315387268066404,10
resolution_max_b1,4,6,2346,produced,r=16,r=16,r=24,False,saved,train_probe,0.8358128356933594,0.697,0.15763392181396485,10,1.1112630950927733,10
resolution_max_b1,4,6,2346,produced,r=16,r=16,r=24,False,saved,test_probe,0.9866314086914062,0.653,0.13497247314453134,10,1.02324658203125,10
resolution_max_b1,4,6,2346,produced,r=16,r=16,r=24,False,recalibrated,train_probe,0.8219534606933594,0.701,0.05871586608886716,10,0.3571969635009765,10
