policy,split,method_state,method,epoch,quantity,n_seeds,mean,sd,n_negative,n_positive,n_zero,seed0,seed1,seed2,seed3,seed4
saved,train_probe,produced,gaussian_postrelu,30,centre_ce,5,0.07634207000732422,0.018672101130904988,0,5,0,0.059910369873046876,0.09243133544921878,0.054773681640625016,0.07833961486816404,0.09625534820556642
saved,train_probe,produced,gaussian_postrelu,30,S_eps0.1,5,-0.047222626647949184,0.11400007444310889,3,2,0,0.057808988952636864,-0.21339240417480465,-0.06052444915771493,-0.08208744049072247,0.06208217163085927
saved,train_probe,produced,gaussian_postrelu,30,S_eps0.25,5,-1.1645600302124028,0.5388091026567369,5,0,0,-0.5518608764648443,-1.8356401977539063,-0.834811224365235,-1.6084302642822275,-0.9920575881958014
saved,train_probe,produced,resolution_max_b1_gaussian_conv,3,centre_ce,5,-0.19761709594726556,0.02857741025524411,5,0,0,-0.20980612182617175,-0.15788360595703121,-0.23520568847656254,-0.1987597045898437,-0.18643035888671866
saved,train_probe,produced,resolution_max_b1_gaussian_conv,3,S_eps0.1,5,0.03456383056640623,0.029855179275023545,0,5,0,0.006077523803710849,0.06547949218750004,0.06460999145507818,0.031890322875976596,0.0047618225097655065
saved,train_probe,produced,resolution_max_b1_gaussian_conv,3,S_eps0.25,5,-0.22327684753417962,0.20867297925774853,5,0,0,-0.5094084045410157,-0.005121252441405932,-0.05114571533203116,-0.34485709838867185,-0.20585176696777352
saved,train_probe,produced,resolution_max_b1_gaussian_conv,6,centre_ce,5,-0.15539218139648436,0.03550776733012888,5,0,0,-0.115001708984375,-0.14125,-0.2015661010742188,-0.13671493530273438,-0.18242816162109365
saved,train_probe,produced,resolution_max_b1_gaussian_conv,6,S_eps0.1,5,-0.0419423602294922,0.036087936786984146,5,0,0,-0.011281942749023471,-0.09617808990478516,-0.006743180847167934,-0.05101326446533205,-0.0444953231811524
saved,train_probe,produced,resolution_max_b1_gaussian_conv,6,S_eps0.25,5,-0.5573518615722657,0.25346481806685583,5,0,0,-0.5551125823974605,-0.9393310119628908,-0.25696739501953125,-0.6117089996337897,-0.4236393188476566
saved,train_probe,produced,resolution_max_b1_gaussian_conv,9,centre_ce,5,-0.042445697021484353,0.033160195670164525,4,1,0,-0.06322906494140623,0.010046386718750022,-0.07672671508789053,-0.04519256591796872,-0.0371265258789063
saved,train_probe,produced,resolution_max_b1_gaussian_conv,9,S_eps0.1,5,0.01060229309082028,0.020835012722618024,2,3,0,0.004890258789062463,-0.007079489135742301,0.037665228271484275,0.026822990417480486,-0.00928752288818352
saved,train_probe,produced,resolution_max_b1_gaussian_conv,9,S_eps0.25,5,-0.1339041510009765,0.22816874968864587,3,2,0,-0.26578931274414064,-0.3757600830078123,0.06421730651855428,-0.2431764038085933,0.1509877380371094
saved,train_probe,produced,resolution_max_b1_gaussian_conv,12,centre_ce,5,-0.053654278564453164,0.022477689411678364,5,0,0,-0.0887972717285157,-0.028887939453125067,-0.04588809204101563,-0.05972683715820315,-0.04497125244140626
saved,train_probe,produced,resolution_max_b1_gaussian_conv,12,S_eps0.1,5,-0.041528889160156256,0.056592986401330335,4,1,0,-0.038991081237792935,-0.12716155395507805,0.03146697998046871,-0.043272001647949254,-0.029686788940429754
saved,train_probe,produced,resolution_max_b1_gaussian_conv,12,S_eps0.25,5,-0.4692526513671879,0.5181732050856377,3,2,0,-0.7729487213134774,-1.0773929229736332,0.0905995971679685,-0.6371843231201177,0.05066311340332019
saved,train_probe,produced,resolution_max_b1_gaussian_conv,18,centre_ce,5,0.04912945861816405,0.03665326673630413,0,5,0,0.043776153564453135,0.014124999999999999,0.013921234130859328,0.09045854187011715,0.08336636352539062
saved,train_probe,produced,resolution_max_b1_gaussian_conv,18,S_eps0.1,5,-0.15168754302978513,0.05450914014592087,5,0,0,-0.14566972503662112,-0.24176910705566407,-0.09347973022460931,-0.13634410400390623,-0.14117504882812498
saved,train_probe,produced,resolution_max_b1_gaussian_conv,18,S_eps0.25,5,-0.8544466625976561,0.5040423046734769,5,0,0,-1.2912457824707033,-1.3659459014892579,-0.24986736450195268,-0.9464262054443364,-0.4187480590820307
saved,train_probe,produced,resolution_max_b1_gaussian_conv,21,centre_ce,5,0.08074996490478517,0.027081097466898598,0,5,0,0.05403244018554687,0.05487298583984379,0.07919542694091797,0.1014360885620117,0.1142128829956055
saved,train_probe,produced,resolution_max_b1_gaussian_conv,21,S_eps0.1,5,-0.2632448281860352,0.06814107911375783,5,0,0,-0.25124234619140623,-0.3697036361694337,-0.18051212234497072,-0.24784711151123046,-0.26691892471313466
saved,train_probe,produced,resolution_max_b1_gaussian_conv,21,S_eps0.25,5,-1.5782367575073242,0.3837927469465575,5,0,0,-2.0261953613281247,-1.8626808502197267,-1.1150944229125974,-1.6122196609497066,-1.2749934921264647
saved,train_probe,produced,resolution_max_b1_gaussian_conv,30,centre_ce,5,0.10512386474609374,0.018559725053267462,0,5,0,0.08310163879394533,0.09653366088867188,0.09730950927734378,0.12119795227050778,0.1274765625
saved,train_probe,produced,resolution_max_b1_gaussian_conv,30,S_eps0.1,5,-0.3400985401916503,0.057863840600415904,5,0,0,-0.31159899215698245,-0.4132192443847656,-0.2590425338745117,-0.35863943328857406,-0.357992497253418
saved,train_probe,produced,resolution_max_b1_gaussian_conv,30,S_eps0.25,5,-2.003641221313477,0.4566078704004667,5,0,0,-2.3000119567871105,-2.302376333618164,-1.3377014251708985,-2.3637889862060546,-1.7143274047851564
saved,train_probe,final,resolution_max_b1,3,centre_ce,5,2.2749627929687497,0.5053043586875016,0,5,0,1.8776680908203125,2.0514173583984374,2.3083304443359376,3.1343132934570312,2.003084777832031
saved,train_probe,final,resolution_max_b1,3,S_eps0.1,5,-0.18020415161132813,0.0655882211277412,5,0,0,-0.20915711669921883,-0.26771844787597654,-0.10845403747558588,-0.19363902893066412,-0.12205212707519536
saved,train_probe,final,resolution_max_b1,3,S_eps0.25,5,-1.399317643432617,0.4378493870714626,5,0,0,-1.885910775756836,-1.5749977478027344,-0.8573039550781248,-1.653990942382812,-1.0243847961425783
saved,train_probe,final,resolution_max_b1,6,centre_ce,5,3.1697520263671874,0.5107285356848055,0,5,0,3.189056091308594,3.3555773315429693,3.4054434204101565,3.603466613769531,2.2952166748046876
saved,train_probe,final,resolution_max_b1,6,S_eps0.1,5,-0.1885625772094728,0.10245267685519391,5,0,0,-0.14478691711425803,-0.35783558349609396,-0.13508243103027393,-0.20715791625976523,-0.09795003814697287
saved,train_probe,final,resolution_max_b1,6,S_eps0.25,5,-1.4881522888183598,0.6507466226622519,5,0,0,-1.434061444091797,-2.4220164611816415,-0.8279159729003909,-1.8019674896240234,-0.9548000762939457
saved,train_probe,final,resolution_max_b1,9,centre_ce,5,2.6517719421386716,0.614393601961227,0,5,0,2.0389528198242184,3.2410306396484376,3.0637022094726563,2.9781841735839842,1.9369898681640625
saved,train_probe,final,resolution_max_b1,9,S_eps0.1,5,-0.13747780639648438,0.08555123945541214,5,0,0,-0.11682132568359366,-0.27238561248779314,-0.08836892242431624,-0.16020487060546879,-0.04960830078125003
