problem,method,seed,source_probe,source_policy,coords,vector,eval_policy,t,train_probe_ce,test_probe_ce,train_probe_acc,test_probe_acc
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,-0.2,5732419.072,5697344.768,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,-0.1,32839.795,32672.02,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,-0.05,1257.809625,1253.3828125,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,-0.02,115.0235,114.850671875,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,-0.01,41.57826953125,41.6810078125,0.117,0.123
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,-0.005,18.4625107421875,18.823958984375,0.173,0.162
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,-0.002,5.80700732421875,6.48790185546875,0.31,0.281
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,-0.001,1.8024235229492187,2.464900634765625,0.574,0.486
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,-0.0005,0.5764169311523437,1.1481514282226561,0.801,0.673
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,0.0,0.19680810546875,0.7176654968261719,0.948,0.768
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,0.0005,0.4586032409667969,1.0808748168945312,0.838,0.715
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,0.001,1.4070903930664063,2.12120556640625,0.669,0.57
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,0.002,4.570131591796875,5.30464794921875,0.463,0.422
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,0.005,17.774109375,18.337447265625,0.202,0.192
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,0.01,44.47458203125,44.9011015625,0.127,0.129
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,0.02,120.51834375,120.28482421875,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,0.05,1460.3380625,1452.3730625,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,0.1,54600.922,54159.962,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,0.2,16493213.184,16284902.4,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,0.35,8015386247.168,7841559085.056,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,saved,0.5,850004528857.088,825386011197.44,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,-0.5,139318394.88,139860004.864,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,-0.35,3205727.744,3210183.04,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,-0.2,36208.626,36167.226,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,-0.1,743.475,740.059625,0.102,0.101
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,-0.05,93.20382421875,92.634984375,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,-0.02,13.2177626953125,13.384921875,0.194,0.187
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,-0.01,2.603976806640625,2.920932373046875,0.492,0.435
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,-0.005,0.4182992248535156,0.8346996459960937,0.85,0.734
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,-0.002,0.20824111938476564,0.7088943481445312,0.939,0.77
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,-0.001,0.19815283203125,0.71487646484375,0.946,0.773
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,-0.0005,0.1966412353515625,0.7173716125488281,0.947,0.768
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,0.0,0.19680810546875,0.7176654968261719,0.948,0.768
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,0.0005,0.19848736572265624,0.7152977600097656,0.948,0.768
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,0.001,0.20216638946533202,0.7113232421875,0.946,0.77
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,0.002,0.21650769805908204,0.7028060607910156,0.936,0.774
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,0.005,0.4224100646972656,0.7967286376953125,0.854,0.734
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,0.01,1.906973388671875,2.1318409423828126,0.601,0.548
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,0.02,11.43914306640625,11.50187890625,0.19,0.183
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,0.05,163.4709609375,163.797703125,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,0.1,1879.4395,1880.8701875,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,0.2,61184.328,61172.172,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,0.35,5164498.176,5157604.864,0.1,0.1
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,saved,0.5,225429774.336,224917397.504,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,-0.5,14499238360645.633,14028793412845.568,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,-0.35,100443187314.688,97503554830.336,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,-0.2,137154068.48,133896785.92,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,-0.1,289923.536,285044.464,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,-0.05,4066.97475,4026.51175,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,-0.02,205.47821875,204.9487890625,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,-0.01,75.33300390625,75.56737109375,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,-0.005,30.013595703125,30.6153671875,0.101,0.101
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,-0.002,6.4498046875,7.19901171875,0.313,0.31
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,-0.001,1.6362752685546875,2.392410888671875,0.605,0.544
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,-0.0005,0.4837602996826172,1.1162173461914062,0.829,0.708
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,0.0,0.19680810546875,0.7176654968261719,0.948,0.768
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,0.0005,0.5376679077148437,1.10957763671875,0.815,0.684
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,0.001,1.5453975830078126,2.2034283447265626,0.616,0.523
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,0.002,4.8208466796875,5.4708310546875,0.33,0.299
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,0.005,15.88846826171875,16.108013671875,0.156,0.144
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,0.01,35.30183984375,35.381548828125,0.109,0.106
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,0.02,98.25997265625,98.19829296875,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,0.05,1108.05975,1106.51525,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,0.1,31395.845,31339.566,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,0.2,7533563.648,7532321.792,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,0.35,4501978742.784,4510232608.768,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,saved,0.5,670973414080.512,673315312107.52,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,-0.5,6745710263271.424,6634622813208.576,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,-0.35,45513422405.632,44822589079.552,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,-0.2,56284286.976,55610503.168,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,-0.1,129908.364,128886.612,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,-0.05,3042.0565,3029.81275,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,-0.02,240.82103125,239.6982421875,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,-0.01,80.41401171875,80.3763359375,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,-0.005,32.954646484375,33.4358515625,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,-0.002,7.93049462890625,8.5777685546875,0.24,0.218
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,-0.001,1.993411376953125,2.6601671142578125,0.528,0.494
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,-0.0005,0.5817192993164062,1.146908447265625,0.788,0.687
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,0.0,0.19680810546875,0.7176654968261719,0.948,0.768
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,0.0005,0.49350021362304686,1.0925534057617188,0.816,0.69
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,0.001,1.5383407592773437,2.1761580810546874,0.601,0.505
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,0.002,4.73487353515625,5.268902099609375,0.386,0.348
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,0.005,12.6273369140625,12.8769345703125,0.206,0.207
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,0.01,21.761494140625,21.767474609375,0.154,0.162
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,0.02,55.435822265625,55.3086171875,0.114,0.116
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,0.05,946.84846875,940.7551875,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,0.1,35508.162,35309.282,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,0.2,8650990.592,8609583.872,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,0.35,3734520201.216,3713272905.728,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,saved,0.5,421598972608.512,418753875542.016,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,-0.5,185393258.496,186867187.712,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,-0.35,3835994.496,3848799.488,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,-0.2,42420.772,42405.406,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,-0.1,777.3631875,774.35921875,0.104,0.104
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,-0.05,94.697234375,94.18318359375,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,-0.02,13.34093310546875,13.49557763671875,0.184,0.184
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,-0.01,2.5322200927734375,2.828454345703125,0.503,0.442
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,-0.005,0.4139725646972656,0.8248082885742187,0.854,0.736
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,-0.002,0.208391357421875,0.7078679504394532,0.937,0.771
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,-0.001,0.19809423828125,0.7143665161132813,0.945,0.771
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,-0.0005,0.1965682601928711,0.7171216125488281,0.947,0.766
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,0.0,0.19680810546875,0.7176654968261719,0.948,0.768
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,0.0005,0.19859566497802733,0.7155106201171875,0.948,0.769
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,0.001,0.2023720703125,0.7117557373046876,0.947,0.768
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,0.002,0.217188720703125,0.7033861694335938,0.936,0.776
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,0.005,0.4250294036865234,0.7936073608398437,0.853,0.731
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,0.01,1.928957763671875,2.150691467285156,0.592,0.546
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,0.02,11.8308994140625,11.89451708984375,0.194,0.185
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,0.05,165.3787890625,165.7606640625,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,0.1,2005.997,2006.6011875,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,0.2,70923.628,70857.24,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,0.35,6437199.872,6410388.224,0.1,0.1
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,saved,0.5,336255254.528,333026590.72,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,-0.5,16819319027531.775,16333079874371.584,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,-0.35,113046903062.528,110087767064.576,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,-0.2,144329957.376,141374464.0,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,-0.1,303419.392,298897.6,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,-0.05,4364.73375,4327.7565,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,-0.02,217.218328125,216.5279921875,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,-0.01,79.02507421875,79.1117265625,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,-0.005,32.7981279296875,33.29603515625,0.102,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,-0.002,7.358880859375,8.019142333984375,0.246,0.239
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,-0.001,1.8034215698242186,2.56328515625,0.565,0.52
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,-0.0005,0.5453832092285156,1.172359130859375,0.802,0.698
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,0.0,0.19905135345458985,0.7145313110351562,0.949,0.772
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,0.0005,0.5014997863769531,1.0650904541015624,0.826,0.698
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,0.001,1.52267041015625,2.16661474609375,0.602,0.525
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,0.002,4.8442587890625,5.501052978515625,0.279,0.252
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,0.005,15.581072265625,15.91317578125,0.101,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,0.01,30.257826171875,30.4346484375,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,0.02,67.87998046875,68.025609375,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,0.05,833.3515,832.2644375,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,0.1,24045.947,24021.755,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,0.2,4507544.064,4505001.216,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,0.35,2052220649.472,2054001393.664,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,centre_frozen,0.5,282151081738.24,282729526591.488,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,-0.5,18652382.208,18587269.12,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,-0.35,479626.752,478685.536,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,-0.2,6676.28375,6688.8345,0.103,0.113
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,-0.1,744.8363125,745.9263125,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,-0.05,201.8996875,201.9276953125,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,-0.02,33.49414453125,33.86412109375,0.118,0.121
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,-0.01,5.76098681640625,6.2363056640625,0.37,0.342
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,-0.005,0.7037119750976563,1.1771298828125,0.772,0.66
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,-0.002,0.21982593536376954,0.7088731384277344,0.933,0.771
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,-0.001,0.20250495147705078,0.7109926452636719,0.942,0.771
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,-0.0005,0.19960774993896485,0.7138432312011719,0.947,0.774
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,0.0,0.19905135345458985,0.7145313110351562,0.949,0.772
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,0.0005,0.2003863067626953,0.7125552368164062,0.947,0.772
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,0.001,0.2037561798095703,0.7083747863769532,0.944,0.77
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,0.002,0.22204066467285155,0.7028456726074219,0.938,0.769
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,0.005,0.5432327880859374,0.9740010375976562,0.804,0.688
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,0.01,2.7744735107421876,3.098553466796875,0.491,0.442
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,0.02,10.466548828125,10.49917041015625,0.148,0.144
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,0.05,54.7634609375,54.532755859375,0.142,0.158
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,0.1,977.50778125,970.9659375,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,0.2,71905.856,71548.224,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,0.35,26027968.512,25907679.232,0.1,0.1
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,centre_frozen,0.5,2348012535.808,2334180376.576,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,-0.5,688236464701.44,690590341660.672,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,-0.35,4443693121.536,4451543023.616,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,-0.2,7187269.376,7184405.504,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,-0.1,28847.149,28821.481,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,-0.05,924.7765625,923.5899375,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,-0.02,68.21734375,68.3853125,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,-0.01,29.99297265625,30.1689189453125,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,-0.005,15.7067509765625,16.02093359375,0.101,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,-0.002,4.897004638671875,5.54415771484375,0.271,0.251
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,-0.001,1.5349583740234376,2.1767069091796873,0.599,0.525
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,-0.0005,0.50444140625,1.0678245849609376,0.823,0.698
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,0.0,0.19905135345458985,0.7145313110351562,0.949,0.772
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,0.0005,0.5485196685791016,1.1771369018554687,0.804,0.697
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,0.001,1.817100341796875,2.5800216064453125,0.567,0.518
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,0.002,7.37629833984375,8.035817626953126,0.248,0.241
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,0.005,32.5225859375,33.022939453125,0.104,0.101
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,0.01,78.04131640625,78.1484765625,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,0.02,214.161484375,213.6094140625,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,0.05,4658.436,4611.7965,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,0.1,359910.512,353539.904,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,0.2,184397758.464,180062117.888,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,0.35,156917863284.736,152398626553.856,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,centre_frozen,0.5,24736752472162.305,23980308873347.07,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,-0.5,2058859547983.872,2026323358777.344,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,-0.35,16028278980.608,15795729989.632,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,-0.2,28017001.472,27681575.936,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,-0.1,85245.288,84480.276,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,-0.05,2104.2349375,2093.7093125,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,-0.02,174.9211875,173.9873984375,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,-0.01,64.340109375,64.344,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,-0.005,28.0134814453125,28.5204228515625,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,-0.002,7.14487890625,7.86774609375,0.249,0.231
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,-0.001,1.8535670166015625,2.515811767578125,0.547,0.493
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,-0.0005,0.5225078430175781,1.0715546264648437,0.807,0.688
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,0.0,0.19905135345458985,0.7145313110351562,0.949,0.772
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,0.0005,0.5146398620605469,1.11799853515625,0.814,0.68
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,0.001,1.45912548828125,2.118731201171875,0.631,0.533
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,0.002,4.53987451171875,5.12052099609375,0.392,0.349
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,0.005,15.527435546875,15.8705654296875,0.142,0.134
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,0.01,35.85238671875,36.037998046875,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,0.02,116.24377734375,115.9932265625,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,0.05,1457.1085,1448.064875,0.1,0.1
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,centre_frozen,0.1,51043.912,50723.116,0.1,0.1
