seed,epoch,lr,train_loss,train_acc_batchwise,epoch_s,img_per_s,s_mean,s_min_block,s_max_block,s_blocks,phase,alpha_mean,alpha_min_group,alpha_max_group,alpha_groups,test_loss,test_acc,test_acc_at_s1,test_acc_at_a0,test_loss_at_a0,grad_norm_total,linear_gap_mean,neg_frac_mean,dead_frac_mean
0,0,0.09468163201617062,5.138441929450402,0.16927083333333334,5.274943113327026,946.3609166490958,1.0,1.0,1.0,[1.0],0,1.0,1.0,1.0,[1.0],3.981945703125,0.2059,0.2059,0.147,3.305194091796875,14.664891759595353,0.0,0.506921648979187,0.0
0,1,0.06710100716628345,2.2536378365296583,0.22175480769230768,1.3899693489074707,3591.4461019761047,1.0,1.0,1.0,[1.0],0,1.0,1.0,1.0,[1.0],1.9535980712890626,0.2664,0.2664,0.1113,2.6732035888671875,,,,
0,2,0.03019601169804216,1.92319921652476,0.28405448717948717,1.398453712463379,3569.6569400259823,1.0,1.0,1.0,[1.0],0,1.0,1.0,1.0,[1.0],1.9830437744140625,0.2674,0.2674,0.107,2.7714507080078126,,,,
0,3,0.004089194655986306,1.8578335688664362,0.30248397435897434,1.406768798828125,3548.5575200121484,1.0,1.0,1.0,[1.0],0,1.0,1.0,1.0,[1.0],1.8636502197265625,0.3125,0.3125,0.1122,2.69882392578125,,,,
0,4,0.09984964705838961,1.865444452334673,0.3110977564102564,1.4084413051605225,3544.343652596196,1.0,1.0,1.0,[1.0],1,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.9156387084960937,0.3017,0.3017,0.1407,2.63120107421875,,,,
0,5,0.08360039302777612,1.8935267130533855,0.296875,1.4089090824127197,3543.1668816069605,1.0,1.0,1.0,[1.0],1,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.84115693359375,0.3148,0.3148,0.1438,2.5118050537109373,1.7950899818338313,0.08024367694199706,0.5081390887498856,0.0
0,6,0.04903043341140879,1.8079298367867103,0.3189102564102564,1.4130597114562988,3532.7594152799434,1.0,1.0,1.0,[1.0],1,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.8959102661132812,0.3114,0.3114,0.1696,2.520250927734375,,,,
0,7,0.014989132611641576,1.7021275086280627,0.3641826923076923,1.426839828491211,3498.640772649801,1.0,1.0,1.0,[1.0],1,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.6962208129882812,0.3637,0.3637,0.1864,2.378566943359375,,,,
0,8,3.760237478849793e-05,1.6409620566245837,0.38621794871794873,1.4319977760314941,3486.0389335480436,1.0,1.0,1.0,[1.0],1,0.8888888888888888,0.8888888888888888,0.8888888888888888,[0.8888888888888888],1.6607421875,0.3862,0.3862,0.2289,2.3390978515625,,,,
0,9,0.09468163201617062,1.7377832608345227,0.35436698717948717,1.4356012344360352,3477.2887346820016,1.0,1.0,1.0,[1.0],2,0.7777777777777778,0.7777777777777778,0.7777777777777778,[0.7777777777777778],1.7222841186523437,0.3482,0.3482,0.2243,2.2334223876953123,,,,
0,10,0.06710100716628345,1.6359380850425134,0.38100961538461536,1.4432976245880127,3458.7460790874366,1.0,1.0,1.0,[1.0],2,0.7777777777777778,0.7777777777777778,0.7777777777777778,[0.7777777777777778],1.6489989501953124,0.3898,0.3898,0.2873,2.017998425292969,4.932157971374203,0.1616112302150604,0.504040315747261,0.0
0,11,0.03019601169804216,1.559468584182935,0.41646634615384615,1.4431967735290527,3458.987777386066,1.0,1.0,1.0,[1.0],2,0.7777777777777778,0.7777777777777778,0.7777777777777778,[0.7777777777777778],1.6014066650390626,0.4072,0.4072,0.304,1.9385323364257812,,,,
0,12,0.004089194655986306,1.4655452080262013,0.4495192307692308,1.4564709663391113,3427.4627612712115,1.0,1.0,1.0,[1.0],2,0.7777777777777778,0.7777777777777778,0.7777777777777778,[0.7777777777777778],1.4747248168945313,0.4633,0.4633,0.3147,1.8902604614257812,,,,
0,13,0.09984777447079862,1.4714263341365716,0.45292467948717946,1.4657411575317383,3405.785512911686,1.0,1.0,1.0,[1.0],3,0.6666666666666667,0.6666666666666667,0.6666666666666667,[0.6666666666666667],2.0171567138671875,0.333,0.333,0.3388,1.8407393920898438,,,,
0,14,0.08340816541184248,1.5472108186819615,0.4232772435897436,1.4668445587158203,3403.223586533498,1.0,1.0,1.0,[1.0],3,0.6666666666666667,0.6666666666666667,0.6666666666666667,[0.6666666666666667],1.5734552978515626,0.4201,0.4201,0.359,1.7868895263671876,,,,
0,15,0.04853673411307564,1.452207510287945,0.46013621794871795,1.4768579006195068,3380.149165269031,1.0,1.0,1.0,[1.0],3,0.6666666666666667,0.6666666666666667,0.6666666666666667,[0.6666666666666667],1.4481349731445312,0.4683,0.4683,0.3828,1.6883248779296876,3.6315753747504647,0.24394627090027,0.5063909888267517,0.0
0,16,0.01447261014127167,1.3698489788251045,0.49399038461538464,1.4823946952819824,3367.52419304254,1.0,1.0,1.0,[1.0],3,0.6666666666666667,0.6666666666666667,0.6666666666666667,[0.6666666666666667],1.4175424438476563,0.483,0.483,0.3927,1.695428662109375,,,,
0,17,9.518625096366363e-06,1.3083112728901398,0.5240384615384616,1.4886081218719482,3353.4682006991075,1.0,1.0,1.0,[1.0],3,0.6666666666666667,0.6666666666666667,0.6666666666666667,[0.6666666666666667],1.3564580322265625,0.5079,0.5079,0.4061,1.6342993041992186,,,,
0,18,0.09468163201617062,1.4123368507776506,0.48717948717948717,1.4952888488769531,3338.4854061804017,1.0,1.0,1.0,[1.0],4,0.5555555555555556,0.5555555555555556,0.5555555555555556,[0.5555555555555556],1.6794464599609376,0.42,0.42,0.4104,1.62819111328125,,,,
0,19,0.06710100716628345,1.3616603735165718,0.4963942307692308,1.49755859375,3333.425497228562,1.0,1.0,1.0,[1.0],4,0.5555555555555556,0.5555555555555556,0.5555555555555556,[0.5555555555555556],1.3777026245117188,0.4993,0.4993,0.4434,1.5459033325195313,,,,
0,20,0.03019601169804216,1.2825870636181953,0.53125,1.503671407699585,3319.8742587232464,1.0,1.0,1.0,[1.0],4,0.5555555555555556,0.5555555555555556,0.5555555555555556,[0.5555555555555556],1.32322099609375,0.5198,0.5198,0.4862,1.4645169189453124,3.5458193445537938,0.32609349155214085,0.5111867189407349,0.0
