method,u1,u2,t1,t2,T1,T2,train_probe_ce,test_probe_ce,train_probe_ce_centred,test_probe_ce_centred
resolution_max_b1_gaussian_conv,-1.0,0.45,-0.0012238799570400269,0.0006590266115671983,0.0012238799570400269,0.0014645035812604406,1.573772216796875,1.85199169921875,1.2671463012695314,1.3239658813476562
resolution_max_b1_gaussian_conv,-1.0,0.5,-0.0012238799570400269,0.0007322517906302203,0.0012238799570400269,0.0014645035812604406,1.6027581787109375,1.8788125610351563,1.2961322631835936,1.3507867431640626
resolution_max_b1_gaussian_conv,-1.0,0.55,-0.0012238799570400269,0.0008054769696932424,0.0012238799570400269,0.0014645035812604406,1.6347569580078125,1.9083788452148438,1.3281310424804689,1.38035302734375
resolution_max_b1_gaussian_conv,-1.0,0.6,-0.0012238799570400269,0.0008787021487562643,0.0012238799570400269,0.0014645035812604406,1.6699219970703125,1.9408672485351564,1.3632960815429689,1.4128414306640626
resolution_max_b1_gaussian_conv,-1.0,0.65,-0.0012238799570400269,0.0009519273278192865,0.0012238799570400269,0.0014645035812604406,1.7082972412109374,1.9762108154296876,1.4016713256835938,1.4481849975585939
resolution_max_b1_gaussian_conv,-1.0,0.7,-0.0012238799570400269,0.0010251525068823084,0.0012238799570400269,0.0014645035812604406,1.75007763671875,2.014558532714844,1.4434517211914062,1.4865327148437502
resolution_max_b1_gaussian_conv,-1.0,0.75,-0.0012238799570400269,0.0010983776859453305,0.0012238799570400269,0.0014645035812604406,1.7954994506835937,2.055987121582031,1.4888735351562499,1.5279613037109374
resolution_max_b1_gaussian_conv,-1.0,0.8,-0.0012238799570400269,0.0011716028650083526,0.0012238799570400269,0.0014645035812604406,1.8443570556640625,2.100723388671875,1.5377311401367186,1.5726975708007813
resolution_max_b1_gaussian_conv,-1.0,0.85,-0.0012238799570400269,0.0012448280440713745,0.0012238799570400269,0.0014645035812604406,1.8970629272460937,2.148927490234375,1.59043701171875,1.6209016723632812
resolution_max_b1_gaussian_conv,-1.0,0.9,-0.0012238799570400269,0.0013180532231343966,0.0012238799570400269,0.0014645035812604406,1.9537686767578124,2.2009560546875,1.6471427612304685,1.6729302368164063
resolution_max_b1_gaussian_conv,-1.0,0.95,-0.0012238799570400269,0.0013912784021974185,0.0012238799570400269,0.0014645035812604406,2.01466015625,2.257056884765625,1.7080342407226565,1.7290310668945315
resolution_max_b1_gaussian_conv,-1.0,1.0,-0.0012238799570400269,0.0014645035812604406,0.0012238799570400269,0.0014645035812604406,2.079943359375,2.317384521484375,1.7733174438476564,1.7893587036132812
resolution_max_b1_gaussian_conv,-0.95,-1.0,-0.0011626859591880256,-0.0014645035812604406,0.0012238799570400269,0.0014645035812604406,1.7742470092773437,2.002029052734375,1.46762109375,1.4740032348632812
resolution_max_b1_gaussian_conv,-0.95,-0.95,-0.0011626859591880256,-0.0013912784021974185,0.0012238799570400269,0.0014645035812604406,1.7208844604492188,1.9553562622070313,1.414258544921875,1.4273304443359376
resolution_max_b1_gaussian_conv,-0.95,-0.9,-0.0011626859591880256,-0.0013180532231343966,0.0012238799570400269,0.0014645035812604406,1.6720133056640625,1.912912109375,1.3653873901367186,1.3848862915039062
