objective,method,seed,probe,draw,rademacher_seed,z_sha256,trace_ordinary,trace_relative,trace_covariance,zHz_direct,seconds
gaussian_s0_test_centre_frozen,gaussian_postrelu,0,test_probe,91,645232035,7da03937534576bd8e329f3b8fca1d26f26272991a08c911a21deff1f7015abd,8248.807531464612,13137.849407422884,69.71093973672049,8248.807531464612,1.077646255493164
gaussian_s0_test_centre_frozen,gaussian_postrelu,0,test_probe,92,719891396,5fb84256984d125b53b8bbe1428bcb90d0595576cdf537515d75b9d8628cd345,8777.829377725226,14370.56899351936,69.86323124661824,8777.829377725226,1.0777502059936523
gaussian_s0_test_centre_frozen,gaussian_postrelu,0,test_probe,93,1251740943,eba831ef10c6c4d96d02b5f1c7fbec94899a2b18bd84b153e2646d6b41c6d5d4,13027.273087995942,21795.709966710798,87.27742230745413,13027.273087995942,1.0814321041107178
gaussian_s0_test_centre_frozen,gaussian_postrelu,0,test_probe,94,1782395951,21f4846ef85726edb195a1c771b21e15aa1c767865d8396e2411f2549a2d2eea,9141.73140835372,15363.205646708611,63.46054174810075,9141.73140835372,1.0802593231201172
gaussian_s0_test_centre_frozen,gaussian_postrelu,0,test_probe,95,1715451284,ea035988eb43f2e084779e3c71a787de2985e530cd0e357e4059c3667e38eca4,8846.586668934266,14482.846706281505,77.29722176129009,8846.586668934266,1.080502986907959
gaussian_s0_test_centre_frozen,gaussian_postrelu,0,test_probe,96,1890500166,1bc5bd7c3d8af8e2b2bd421f98bf4ce6c6756aae588566904ed3a376242a5160,9967.940311088838,19933.733145048627,252.21778349309668,9967.940311088838,1.07706618309021
gaussian_s0_test_centre_frozen,gaussian_postrelu,0,test_probe,97,532582034,2a66331e9f58f5d8a33e91944161773e55682f87bb25c01f4fbd320ad2d8abf4,8038.864304697985,13193.155628145782,70.71406202090154,8038.864304697985,1.0762500762939453
gaussian_s0_test_centre_frozen,gaussian_postrelu,0,test_probe,98,1797193902,0eee86d3c9aff1c2c5953f15cbc5277195ddcde721100e49f1205a290868351d,8985.627908886323,14543.391745581202,51.177740339330626,8985.627908886323,1.0832626819610596
gaussian_s0_test_centre_frozen,gaussian_postrelu,0,test_probe,99,226587961,5c7d14bfabaed94054482a5c5bc09814f45b02c3df8e8fbda0b4d8e98dd40ffc,6902.2114602433285,11615.042559792537,77.52064918973353,6902.2114602433285,1.0811188220977783
gaussian_s0_test_centre_frozen,gaussian_postrelu,0,test_probe,100,1488744362,ef3da5237bb6bd8ee076cd66fc5d1dd409e2449eebd6342ef4a325e1d97ff241,12714.541791133059,21625.912159244872,120.60519454060824,12714.541791133059,1.0790791511535645
