objective,draw,trace_ordinary_cv,trace_relative_cv,trace_covariance_cv
combined_s0_train_centre_frozen,96,8028.517249009265,13133.163776151672,81.43240485576224
combined_s0_train_centre_frozen,97,8526.409938364926,14410.827028156758,65.76613261496732
combined_s0_train_centre_frozen,98,5777.093652359734,9558.453579918187,46.44292521339977
combined_s0_train_centre_frozen,99,10045.844419620858,16536.356020208645,80.9259591104866
combined_s0_train_centre_frozen,100,7685.378939890961,12577.058148705211,57.20541619737274
combined_s0_train_centre_frozen,101,6052.224466688395,9985.637068930417,73.87254372489862
combined_s0_train_centre_frozen,102,5822.8624546062565,9322.270505179158,39.04722347351499
combined_s0_train_centre_frozen,103,8881.88591860238,13913.514328831116,50.48242747616098
combined_s0_train_centre_frozen,104,7802.9441128352255,12233.75186811695,43.3353188747334
combined_s0_train_centre_frozen,105,5269.627845848629,8712.432988769368,47.099302964522636
combined_s0_train_centre_frozen,106,5912.599370930221,9720.355606388775,44.741758329718785
combined_s0_train_centre_frozen,107,10584.010118976446,17215.013140455136,68.24467230985796
combined_s0_train_centre_frozen,108,11417.147951165913,18595.730832886675,81.52246132456818
combined_s0_train_centre_frozen,109,5617.908138432263,8941.213318456355,46.00227568596653
combined_s0_train_centre_frozen,110,7773.685292478619,12891.630665060056,68.83553207328985
combined_s0_train_centre_frozen,111,11782.59675534502,19783.175175884717,103.58306886603896
combined_s0_train_centre_frozen,112,7566.951484096548,12042.569732340502,58.595136210681936
combined_s0_train_centre_frozen,113,9132.364747677724,14687.572381475962,75.0487247630151
combined_s0_train_centre_frozen,114,8675.760272862271,14254.01158928933,70.33512863099837
combined_s0_train_centre_frozen,115,7861.272367643427,12823.671203328802,69.80715658546859
combined_s0_train_centre_frozen,116,14420.529493771983,23011.527027121974,92.49069351105292
combined_s0_train_centre_frozen,117,8904.823430438042,14499.616367890163,73.0325792067255
combined_s0_train_centre_frozen,118,12781.980188726155,19693.341205774963,69.89722014357581
combined_s0_train_centre_frozen,119,15061.001480729576,24452.308442321933,108.53800725194367
combined_s0_train_centre_frozen,120,10141.890384694012,16626.746796041625,67.5404413718584
combined_s0_train_centre_frozen,121,5086.4999979681015,8315.827478239855,42.34460500974474
combined_s0_train_centre_frozen,122,7252.289941170134,12046.232214115224,55.57507966676671
combined_s0_train_centre_frozen,123,11538.201846374986,19292.273629767646,103.74457002468782
combined_s0_train_centre_frozen,124,9256.925160182054,15228.481650884045,84.95732534188538
combined_s0_train_centre_frozen,125,12263.88217277971,20653.56467142962,103.25227557136331
combined_s0_train_centre_frozen,126,10137.221470075232,15979.939105712929,54.44293039287189
combined_s0_train_centre_frozen,127,7946.67313558553,12855.112362391266,52.009048464012004
combined_s1_test_centre_frozen,0,10445.521327665427,17353.73815946171,62.82077204185596
combined_s1_test_centre_frozen,1,6857.316605466198,11189.806391500144,64.41595465540792
combined_s1_test_centre_frozen,2,6841.668049901809,11297.331894444986,68.85610962117485
combined_s1_test_centre_frozen,3,13835.027412519481,22939.128208743517,125.49699352444614
combined_s1_test_centre_frozen,4,7862.520227183465,12655.812266568048,44.05166994927999
combined_s1_test_centre_frozen,5,9057.053855538625,15139.987066471647,75.07376812044467
combined_s1_test_centre_frozen,6,11507.333753114235,18057.63838483047,64.95596656319816
combined_s1_test_centre_frozen,7,7922.2478091600115,13266.723465815694,84.84547215846517
combined_s1_test_centre_frozen,8,9037.867116678086,14851.872504394372,71.34359963819976
combined_s1_test_centre_frozen,9,9049.380161356003,15059.390234279814,74.51989257707645
combined_s1_test_centre_frozen,10,16507.070528641376,25832.369730431015,86.05608923405883
combined_s1_test_centre_frozen,11,11321.20063317132,18414.64221054831,81.00322685108937
combined_s1_test_centre_frozen,12,14888.101692027754,23958.745066802257,62.799541748871995
combined_s1_test_centre_frozen,13,7925.952721156471,13171.162630437188,77.79420388317163
combined_s1_test_centre_frozen,14,19677.70896251975,33045.8793559764,155.23601161898566
combined_s1_test_centre_frozen,15,9886.05395065333,15917.342413480863,60.1955305950661
combined_s1_test_centre_frozen,16,12697.191193220242,20675.516569008243,90.43368872025349
combined_s1_test_centre_frozen,17,6583.516809683024,10997.322271828087,59.79151124897442
combined_s1_test_centre_frozen,18,8383.133310073294,13607.925179021371,64.73890697394289
combined_s1_test_centre_frozen,19,12746.596323321186,19954.50043997063,94.69477541399675
combined_s1_test_centre_frozen,20,6666.180469126562,10770.009202640656,49.46485869532507
combined_s1_test_centre_frozen,21,16533.863758227653,26091.988663642045,77.72044966569104
combined_s1_test_centre_frozen,22,9861.411822781856,15957.541329230875,82.82237119626971
combined_s1_test_centre_frozen,23,8184.32069869181,13634.676757123056,84.8271253166198
combined_s1_test_centre_frozen,24,6556.93592012036,10801.537404217825,65.05399320622851
combined_s1_test_centre_frozen,25,10275.52678436065,16474.413061044106,81.80349238001658
combined_s1_test_centre_frozen,26,9215.370457879268,14835.522967497056,62.37354672297656
combined_s1_test_centre_frozen,27,12357.85934069994,20146.99972382038,74.81178725715388
combined_s1_test_centre_frozen,28,6799.363500480929,11266.524978634992,61.85141113578828
combined_s1_test_centre_frozen,29,12314.579712227147,19529.04775474273,83.55227479178416
combined_s1_test_centre_frozen,30,10350.065893411662,16784.791074069937,82.27526643461789
combined_s1_test_centre_frozen,31,9050.561895549246,15101.261832400543,94.01582329070963
combined_s1_test_centre_frozen,32,8957.762170748527,14841.102347823453,84.9273182353963
combined_s1_test_centre_frozen,33,7914.992233114694,13269.406668179286,68.31533484968047
combined_s1_test_centre_frozen,34,8193.73297488197,13330.520851109764,58.2467562816423
combined_s1_test_centre_frozen,35,15385.709541573091,24910.781387077983,116.83293786793594
combined_s1_test_centre_frozen,36,9074.763296645486,14528.38502916265,72.73394589920015
combined_s1_test_centre_frozen,37,14576.072455436908,23874.233921730898,71.61192811677446
combined_s1_test_centre_frozen,38,7124.640609134546,11672.21041634571,66.3419611608805
combined_s1_test_centre_frozen,39,10170.12866310762,16890.13316197986,83.19437336963823
combined_s1_test_centre_frozen,40,7657.9332004117805,12279.922126356221,56.613940786080065
combined_s1_test_centre_frozen,41,9908.203043583942,15875.502073745667,63.96263030104936
combined_s1_test_centre_frozen,42,9319.829534712928,15324.895827277625,70.06686603628634
combined_s1_test_centre_frozen,43,7328.158039580622,11794.829634421443,63.316295685795154
combined_s1_test_centre_frozen,44,11803.357395893383,18644.58853250473,55.73069455460761
combined_s1_test_centre_frozen,45,9824.566805038932,16347.136047132355,75.3605749558156
combined_s1_test_centre_frozen,46,8467.401560385724,13975.977253253752,71.27593000696984
combined_s1_test_centre_frozen,47,8388.312208642732,13829.803074292384,61.99608264337373
