method,seed,vector,t,test_probe_ce_centre_frozen,test_probe_ce_pointwise,train_probe_ce_centre_frozen,train_probe_ce_pointwise,train_probe_rise_centre_frozen,train_probe_rise_pointwise,test_probe_rise_centre_frozen,test_probe_rise_pointwise
plain,0,top1,0.05,1320.895125,3.2203741455078125,1322.12325,3.106682373046875,1321.9010696868897,2.884502059936523,1320.1380946044922,2.46334375
plain,0,top1,0.1,39061.406,4.6498291015625,39078.356,4.9030009765625,39078.13381968689,4.680820663452148,39060.648969604496,3.8927987060546876
plain,0,top1,0.2,8951226.368,5.367185302734375,8953477.12,5.9241904296875,8953476.897819687,5.702010116577148,8951225.610969605,4.610154907226563
plain,0,top1,0.35,4144260186.112,5.99714306640625,4145837637.632,6.605337158203125,4145837637.4098196,6.383156845092773,4144260185.3549695,5.240112670898437
plain,0,top1,0.5,468126336548.864,6.482797119140625,468340178944.0,7.00022705078125,468340178943.77783,6.778046737670898,468126336548.107,5.7257667236328125
plain,1,min,-0.5,224762970.112,7.891546142578125,227688898.56,8.07529541015625,227688898.36094865,7.876244056701661,224762969.3974687,7.177014831542969
plain,1,min,-0.35,5718373.632,7.875056640625,5800905.984,7.927244140625,5800905.784948647,7.72819278717041,5718372.917468689,7.160525329589844
plain,1,min,-0.2,65164.116,7.06671826171875,65745.84,7.0729248046875,65745.64094864654,6.87387345123291,65163.401468688964,6.352186950683594
plain,1,min,-0.1,1699.606875,5.478741943359375,1703.7891875,5.31182177734375,1703.5901361465455,5.1127704238891605,1698.8923436889647,4.764210632324219
plain,1,min,-0.05,188.57921875,3.3220587158203125,188.12478125,2.8605933837890625,187.92572989654542,2.6615420303344726,187.86468743896484,2.607527404785156
plain,1,min,-0.02,34.498625,1.23686376953125,34.02544921875,0.6641800537109375,33.826397865295405,0.46512870025634767,33.78409368896484,0.5223324584960939
plain,1,min,-0.01,7.134011474609375,0.832644775390625,6.424590576171875,0.2969969177246094,6.225539222717285,0.0979455642700196,6.419480163574219,0.11811346435546877
plain,1,min,-0.005,1.053018524169922,0.7419607543945312,0.4905719299316406,0.2218427658081054,0.2915205764770508,0.022791412353515617,0.3384872131347657,0.027429443359375028
plain,1,min,-0.002,0.7142449951171875,0.7180034484863281,0.2024298782348632,0.2027395401000976,0.0033785247802733953,0.003688186645507796,-0.0002863159179686825,0.0034721374511719194
plain,1,min,-0.001,0.7099079284667968,0.7151025085449219,0.1983857650756836,0.1999911193847656,-0.0006655883789062067,0.0009397659301758066,-0.004623382568359369,0.0005711975097656419
plain,1,min,-0.0005,0.7119324645996093,0.7145227355957031,0.1986454162597656,0.1992879791259765,-0.0004059371948242074,0.0002366256713867143,-0.0025988464355468643,-8.57543945309569e-06
plain,1,min,0.0,0.7145313110351562,0.7145313110351562,0.1990513534545898,0.1990513534545898,0.0,0.0,0.0,0.0
plain,1,min,0.0005,0.7171119384765625,0.7150911254882812,0.1992006378173828,0.1992999114990234,0.00014928436279298962,0.0002485580444336055,0.0025806274414063024,0.0005598144531250293
plain,1,min,0.001,0.7198622436523437,0.7161336669921875,0.1997501907348632,0.2000372772216797,0.0006988372802733955,0.0009859237670898913,0.005330932617187534,0.0016023559570312873
plain,1,min,0.002,0.7316701965332031,0.7198295288085937,0.2057154083251953,0.2029561157226562,0.006664054870605507,0.0039047622680664085,0.017138885498046874,0.00529821777343753
plain,1,min,0.005,1.1594933471679687,0.7437477111816406,0.5224042663574219,0.2243345642089843,0.3233529129028321,0.02528321075439449,0.4449620361328125,0.02921640014648441
plain,1,min,0.01,8.327427734375,0.834529541015625,7.492156005859375,0.312909683227539,7.293104652404785,0.11385832977294918,7.612896423339844,0.11999822998046883
plain,1,min,0.02,45.326115234375,1.181728271484375,45.036666015625,0.69200048828125,44.83761466217041,0.49294913482666025,44.61158392333984,0.4671969604492189
plain,1,min,0.05,251.5834453125,2.843970703125,252.341390625,2.50350927734375,252.1423392715454,2.30445792388916,250.86891400146484,2.129439392089844
plain,1,min,0.1,2523.730375,4.620654052734375,2531.201,4.418409912109375,2531.0019486465453,4.219358558654785,2523.015843688965,3.906122741699219
plain,1,min,0.2,116608.664,5.500172119140625,116686.78,5.28987646484375,116686.58094864654,5.09082511138916,116607.94946868897,4.7856408081054695
plain,1,min,0.35,12607625.728,6.68679931640625,12685434.368,6.21506689453125,12685434.168948647,6.01601554107666,12607625.013468688,5.972268005371094
