method,seed,split,amplitude,S_centre_frozen,S_pointwise,S_saved,ratio_pointwise_over_centre_frozen,ratio_saved_over_centre_frozen,delta_vs_plain_centre_frozen,relchange_vs_plain_centre_frozen,delta_vs_plain_pointwise,relchange_vs_plain_pointwise,delta_vs_plain_saved,relchange_vs_plain_saved,delta_sign_differs_cf_vs_pw
plain,2,test_probe,0.2,3.13164151763916,0.4733646980285645,3.1633876342773437,0.15115545485085355,1.0101372128512704,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,2,test_probe,0.25,4.903606774902344,0.7576317810058593,4.957202487182617,0.1545050033138001,1.010929855255643,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,2,test_probe,0.35,9.050207720947268,1.469422659301758,9.158306182861327,0.1623634180131234,1.0119443072741698,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,2,test_probe,0.5,19.65276328125,2.5603139831542974,19.889270642089844,0.13027755672389346,1.0120343056828802,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,2,train_probe,0.005,0.0018251056671142,0.0007532436370849,0.0018365333557128,0.41271234354113057,1.0062613846444677,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,2,train_probe,0.01,0.0069209283828735,0.002731353187561,0.0070274522781372,0.39465127168776876,1.0153915615609177,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,2,train_probe,0.02,0.027002166557312,0.0100378898620605,0.0273872974395751,0.3717438688023465,1.0142629622495536,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,2,train_probe,0.025,0.0421090270996093,0.0153566186904907,0.0425912727355957,0.3646870932012861,1.0114523100912696,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,2,train_probe,0.05,0.1715822067260742,0.0565470527648925,0.1729559268951416,0.32956245198063083,1.008006192455961,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,2,train_probe,0.1,0.7488361221313475,0.2044814529418945,0.7534807876586914,0.27306569074138226,1.006202512659411,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,2,train_probe,0.2,3.3696841369628907,0.709022646331787,3.401003213500977,0.21041219815066461,1.0092943656631017,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,2,train_probe,0.25,5.222611666870117,1.0452871444702148,5.277018142700195,0.20014644226777245,1.0104174844503964,0.0,0.0,0.0,0.0,0.0,0.0,False
