method,seed,probe,policy,G,P,lambda_top1_ordinary,lambda_top2_ordinary,lambda_min_ordinary,lambda_top1_relative,lambda_top2_relative,lambda_min_relative,grad_norm,loss,r_units_extreme_top1,r_units_extreme_min,r_units_random_mean_dHd,r_units_random_sd_dHd,r_units_random_sem_dHd,r_units_random_min_dHd,r_units_random_max_dHd,n_random_directions,n_random_dHd_negative,random_mean_over_extreme_top1,top1_quad_r1_f64_measured,min_quad_r1_f64_measured
resolution_max_b1,2,test_probe,saved,698,268336,1591.8302955384138,1236.376465973438,-6.765043181637521,2534.9537305055915,2001.2807302120857,-10.681184109763766,4.278951019835972,0.5576944947242737,1769397.703892903,-7455.466508615109,79.74564071980345,29.451067348755103,6.585458860174091,46.87710652557371,193.24251846168147,20,0,4.506937052328753e-05,1756199.932928287,-7401.155805470433
resolution_max_b1,2,train_probe,centre_frozen,698,268336,1298.7747593366207,1072.2586143296442,-3.143682834719099,2077.548370301266,1732.508870889579,-4.999981554833503,2.3372362301252707,0.2894099503755569,1450128.7624702838,-3489.987125273785,69.98927662750128,25.715021919082016,5.750053705396448,41.80858999448768,166.42022027330407,20,0,4.826418069818508e-05,1438182.960019093,-3462.599121862412
resolution_max_b1,2,train_probe,saved,698,268336,1316.2210703719672,1085.790075293157,-3.899901971264832,2109.6807184473523,1751.2608525682758,-6.174684341878368,2.741919289983407,0.2905312180519104,1472557.1414762519,-4309.9296706311015,70.74261779755514,26.444141549070153,5.913089811034745,42.19458879039709,169.17773819528662,20,0,4.804066056590172e-05,1460103.5977450782,-4279.957546391031
resolution_max_b1,3,test_probe,centre_frozen,698,268336,1677.6904570011932,1190.2367663811658,-4.504331822629847,2678.054356552542,1906.04530599827,-7.127204766024397,3.2620633199296103,0.5726373195648193,1869281.9408736741,-4974.788926685029,88.57944806149241,23.370893126075018,5.2258905724786295,52.64310448394061,145.77384239324076,20,0,4.7386884837763806e-05,1848504.8789897752,-4920.924191715142
resolution_max_b1,3,test_probe,saved,698,268336,1702.1498878263112,1205.470325539427,-3.720552378039654,2714.331039148576,1930.831578417839,-5.939435745086436,2.794373333641188,0.5767435133457184,1894603.065325706,-4145.726150070333,89.55971074909047,23.318197522515526,5.21410747731119,52.84663920620185,148.46203195863194,20,0,4.7270962656071725e-05,1873463.3511468533,-4103.952611125431
resolution_max_b1,3,train_probe,centre_frozen,698,268336,1372.6100665187528,1020.5077113448266,-2.5375141092049778,2206.33867377344,1621.2095191748988,-4.013709712700649,2.1132299401279884,0.2843556255102157,1540024.394293861,-2801.5693794650533,74.65331094792866,21.001400487755287,4.696055911331806,47.29693650916364,127.057541954737,20,0,4.8475408067908585e-05,1521758.5034537762,-2779.5191933896617
resolution_max_b1,3,train_probe,saved,698,268336,1386.9559283728356,1017.4628195269646,-3.320482293656378,2229.029425747934,1609.8579657323546,-5.211057718677065,2.626899773531119,0.2846974432468414,1555862.539172058,-3637.3182876365913,75.571384167334,20.436584629738622,4.569759246002293,47.10125423094399,127.29147166353688,20,0,4.8572018584333815e-05,1537368.1864086385,-3611.331831309024
resolution_max_b1,4,test_probe,centre_frozen,698,268336,1776.4846838045592,1374.8993686491194,-3.427039891761939,2860.89132577863,2220.8290638737767,-5.460769814192195,2.8964003288557403,0.5623948574066162,1996902.1453934836,-3811.6173303061523,84.07218561354149,29.242814569252154,6.538892123026905,45.763183268067614,158.07278467784158,20,0,4.210130466707237e-05,1979812.73719198,-3779.210938497463
resolution_max_b1,4,test_probe,saved,698,268336,1794.9077866063355,1424.4303218619204,-6.967430573508589,2895.4317184602824,2300.183881102856,-11.035813852531184,3.988641151638336,0.5667562484741211,2021011.3394852772,-7702.998069066767,85.0463013493818,29.405188597820477,6.575200059592831,44.87303006355693,155.62318807408897,20,0,4.208106094597267e-05,2003531.5465741167,-7652.38386724444
resolution_max_b1,4,train_probe,centre_frozen,698,268336,1555.8422589918282,1156.1962971484477,-2.818119051938418,2500.166797171384,1828.003262228136,-4.458440129542384,2.144869423947245,0.3020180910825729,1745116.4244256262,-3111.991210420584,73.55394883560146,26.64427512753804,5.957841039638193,41.867683902196845,146.80695888857375,20,0,4.214844798094799e-05,1730230.8518485152,-3089.6702990358635
