method,seed,a,b,bn_policy,train_probe_ce,test_probe_ce,train_probe_acc,test_probe_acc,source,train_probe_ce_centred,test_probe_ce_centred
plain,0,-0.5,-0.5,pointwise,4.40173828125,4.42411962890625,0.144,0.144,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,4.179557968139648,3.6670892333984373
plain,0,-0.5,-0.5,centre_frozen,33.4223828125,33.572357421875,0.123,0.107,geometry_final:cfgrid__plain__seed0.jsonl,33.20020249938965,32.815327026367186
plain,0,-0.5,-0.475,pointwise,4.2941240234375,4.336025146484375,0.15,0.141,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,4.071943710327148,3.5789947509765625
plain,0,-0.5,-0.475,centre_frozen,31.5544970703125,31.6769033203125,0.127,0.111,geometry_final:cfgrid__plain__seed0.jsonl,31.33231675720215,30.91987292480469
plain,0,-0.5,-0.45,pointwise,4.1980849609375,4.24391015625,0.15,0.148,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.9759046478271483,3.4868797607421875
plain,0,-0.5,-0.45,centre_frozen,29.691900390625,29.803423828125,0.129,0.115,geometry_final:cfgrid__plain__seed0.jsonl,29.46972007751465,29.046393432617187
plain,0,-0.5,-0.425,pointwise,4.10614794921875,4.150648193359375,0.153,0.15,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.883967636108398,3.3936177978515625
plain,0,-0.5,-0.425,centre_frozen,27.8366416015625,27.9475654296875,0.129,0.121,geometry_final:cfgrid__plain__seed0.jsonl,27.61446128845215,27.19053503417969
plain,0,-0.5,-0.4,pointwise,4.021299560546875,4.058937255859375,0.157,0.164,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.799119247436523,3.3019068603515622
plain,0,-0.5,-0.4,centre_frozen,25.989353515625,26.120939453125,0.129,0.122,geometry_final:cfgrid__plain__seed0.jsonl,25.767173202514652,25.36390905761719
plain,0,-0.5,-0.375,pointwise,3.9341092529296877,3.96916943359375,0.166,0.163,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.711928939819336,3.2121390380859376
plain,0,-0.5,-0.375,centre_frozen,24.168927734375,24.34843359375,0.13,0.128,geometry_final:cfgrid__plain__seed0.jsonl,23.94674742126465,23.591403198242187
plain,0,-0.5,-0.35,pointwise,3.848834228515625,3.87525927734375,0.176,0.182,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.6266539154052735,3.1182288818359374
plain,0,-0.5,-0.35,centre_frozen,22.421107421875,22.6310966796875,0.138,0.13,geometry_final:cfgrid__plain__seed0.jsonl,22.19892710876465,21.874066284179687
plain,0,-0.5,-0.325,pointwise,3.7699493408203124,3.7852119140625,0.176,0.18,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.5477690277099607,3.028181518554687
plain,0,-0.5,-0.325,centre_frozen,20.742841796875,20.953109375,0.145,0.134,geometry_final:cfgrid__plain__seed0.jsonl,20.52066148376465,20.19607897949219
plain,0,-0.5,-0.3,pointwise,3.6894676513671874,3.700752685546875,0.185,0.183,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.4672873382568357,2.9437222900390623
plain,0,-0.5,-0.3,centre_frozen,19.132587890625,19.3089580078125,0.146,0.137,geometry_final:cfgrid__plain__seed0.jsonl,18.91040757751465,18.551927612304688
plain,0,-0.5,-0.275,pointwise,3.61162939453125,3.6136326904296876,0.195,0.186,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.3894490814208984,2.856602294921875
plain,0,-0.5,-0.275,centre_frozen,17.606109375,17.788796875,0.152,0.146,geometry_final:cfgrid__plain__seed0.jsonl,17.38392906188965,17.031766479492187
plain,0,-0.5,-0.25,pointwise,3.5340234375,3.53106494140625,0.201,0.192,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.3118431243896485,2.7740345458984375
plain,0,-0.5,-0.25,centre_frozen,16.21332373046875,16.3904130859375,0.153,0.159,geometry_final:cfgrid__plain__seed0.jsonl,15.9911434173584,15.633382690429688
plain,0,-0.5,-0.225,pointwise,3.4587781982421877,3.4585506591796875,0.21,0.203,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.236597885131836,2.701520263671875
plain,0,-0.5,-0.225,centre_frozen,15.0032666015625,15.1642431640625,0.158,0.164,geometry_final:cfgrid__plain__seed0.jsonl,14.781086288452148,14.407212768554688
plain,0,-0.5,-0.2,pointwise,3.3916263427734377,3.3934219970703126,0.21,0.2,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.169446029663086,2.6363916015625
plain,0,-0.5,-0.2,centre_frozen,14.0350390625,14.187166015625,0.159,0.161,geometry_final:cfgrid__plain__seed0.jsonl,13.812858749389648,13.430135620117188
plain,0,-0.5,-0.175,pointwise,3.3322813720703124,3.33033935546875,0.215,0.209,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.1101010589599607,2.5733089599609373
plain,0,-0.5,-0.175,centre_frozen,13.37464892578125,13.5109755859375,0.149,0.155,geometry_final:cfgrid__plain__seed0.jsonl,13.152468612670898,12.753945190429688
plain,0,-0.5,-0.15,pointwise,3.2849158935546874,3.2681202392578124,0.225,0.229,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.0627355804443357,2.5110898437499998
plain,0,-0.5,-0.15,centre_frozen,13.06097998046875,13.1433720703125,0.143,0.147,geometry_final:cfgrid__plain__seed0.jsonl,12.838799667358398,12.386341674804688
plain,0,-0.5,-0.125,pointwise,3.247050537109375,3.20747900390625,0.228,0.234,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.0248702239990233,2.4504486083984376
plain,0,-0.5,-0.125,centre_frozen,13.0121982421875,13.0633291015625,0.128,0.127,geometry_final:cfgrid__plain__seed0.jsonl,12.790017929077148,12.306298706054688
plain,0,-0.5,-0.1,pointwise,3.214790771484375,3.1498883056640623,0.236,0.246,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.992610458374023,2.3928579101562497
plain,0,-0.5,-0.1,centre_frozen,13.143294921875,13.18109619140625,0.11,0.113,geometry_final:cfgrid__plain__seed0.jsonl,12.921114608764649,12.424065795898438
plain,0,-0.5,-0.075,pointwise,3.1865992431640624,3.0952208251953124,0.246,0.258,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.9644189300537107,2.3381904296875
plain,0,-0.5,-0.075,centre_frozen,13.40215771484375,13.4111171875,0.107,0.116,geometry_final:cfgrid__plain__seed0.jsonl,13.179977401733398,12.654086791992189
plain,0,-0.5,-0.05,pointwise,3.1552384033203125,3.0482098388671877,0.262,0.26,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.9330580902099608,2.291179443359375
plain,0,-0.5,-0.05,centre_frozen,13.7447783203125,13.70681396484375,0.102,0.119,geometry_final:cfgrid__plain__seed0.jsonl,13.522598007202149,12.949783569335938
plain,0,-0.5,-0.025,pointwise,3.1290111083984375,3.007224609375,0.282,0.267,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.906830795288086,2.2501942138671875
plain,0,-0.5,-0.025,centre_frozen,14.12381591796875,14.030361328125,0.103,0.117,geometry_final:cfgrid__plain__seed0.jsonl,13.901635604858399,13.273330932617188
plain,0,-0.5,0.0,pointwise,3.1158416748046873,2.977993896484375,0.295,0.261,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.8936613616943356,2.2209635009765623
plain,0,-0.5,0.0,centre_frozen,14.5273984375,14.3820380859375,0.099,0.115,v3:pts__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,14.305218124389649,13.625007690429689
plain,0,-0.5,0.025,pointwise,3.108958984375,2.96511572265625,0.288,0.263,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.8867786712646484,2.2080853271484373
plain,0,-0.5,0.025,centre_frozen,14.95543359375,14.7502236328125,0.103,0.114,geometry_final:cfgrid__plain__seed0.jsonl,14.733253280639648,13.993193237304688
plain,0,-0.5,0.05,pointwise,3.0996085205078123,2.96655859375,0.289,0.275,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.8774282073974606,2.2095281982421873
plain,0,-0.5,0.05,centre_frozen,15.41513720703125,15.1531044921875,0.102,0.114,geometry_final:cfgrid__plain__seed0.jsonl,15.192956893920899,14.396074096679689
plain,0,-0.5,0.075,pointwise,3.0959102783203125,2.9825328369140625,0.284,0.268,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.873729965209961,2.22550244140625
plain,0,-0.5,0.075,centre_frozen,15.91304443359375,15.61202490234375,0.103,0.114,geometry_final:cfgrid__plain__seed0.jsonl,15.690864120483399,14.854994506835938
plain,0,-0.5,0.1,pointwise,3.094739501953125,2.9985462646484375,0.288,0.263,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.8725591888427733,2.241515869140625
plain,0,-0.5,0.1,centre_frozen,16.4919736328125,16.13477392578125,0.109,0.119,geometry_final:cfgrid__plain__seed0.jsonl,16.26979331970215,15.377743530273438
plain,0,-0.5,0.125,pointwise,3.09919677734375,3.022199951171875,0.287,0.261,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.877016464233398,2.2651695556640625
plain,0,-0.5,0.125,centre_frozen,17.13708203125,16.73971484375,0.104,0.121,geometry_final:cfgrid__plain__seed0.jsonl,16.91490171813965,15.982684448242189
plain,0,-0.5,0.15,pointwise,3.10600390625,3.0462021484375,0.276,0.25,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.883823593139648,2.2891717529296876
plain,0,-0.5,0.15,centre_frozen,17.8592802734375,17.459810546875,0.105,0.126,geometry_final:cfgrid__plain__seed0.jsonl,17.63709996032715,16.70278015136719
plain,0,-0.5,0.175,pointwise,3.1167664794921874,3.072825927734375,0.26,0.255,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.8945861663818357,2.3157955322265624
plain,0,-0.5,0.175,centre_frozen,18.672615234375,18.271525390625,0.11,0.12,geometry_final:cfgrid__plain__seed0.jsonl,18.45043492126465,17.51449499511719
plain,0,-0.5,0.2,pointwise,3.1409429931640624,3.0984267578125,0.25,0.246,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.9187626800537108,2.3413963623046876
plain,0,-0.5,0.2,centre_frozen,19.5876015625,19.1544990234375,0.109,0.121,geometry_final:cfgrid__plain__seed0.jsonl,19.36542124938965,18.397468627929687
plain,0,-0.5,0.225,pointwise,3.1761085205078126,3.132267578125,0.251,0.238,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.953928207397461,2.3752371826171874
plain,0,-0.5,0.225,centre_frozen,20.600625,20.131876953125,0.112,0.123,geometry_final:cfgrid__plain__seed0.jsonl,20.37844468688965,19.37484655761719
plain,0,-0.5,0.25,pointwise,3.211798828125,3.171439208984375,0.247,0.231,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.9896185150146484,2.4144088134765624
plain,0,-0.5,0.25,centre_frozen,21.71700390625,21.23267578125,0.106,0.119,geometry_final:cfgrid__plain__seed0.jsonl,21.49482359313965,20.475645385742187
plain,0,-0.5,0.275,pointwise,3.2339713134765624,3.223607421875,0.242,0.224,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.0117910003662107,2.4665770263671876
plain,0,-0.5,0.275,centre_frozen,22.95273046875,22.45525390625,0.108,0.113,geometry_final:cfgrid__plain__seed0.jsonl,22.73055015563965,21.69822351074219
plain,0,-0.5,0.3,pointwise,3.2613240966796875,3.283739013671875,0.244,0.22,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.039143783569336,2.5267086181640623
plain,0,-0.5,0.3,centre_frozen,24.320310546875,23.8031953125,0.107,0.109,geometry_final:cfgrid__plain__seed0.jsonl,24.09813023376465,23.04616491699219
plain,0,-0.5,0.325,pointwise,3.28812890625,3.3450723876953123,0.237,0.214,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.065948593139648,2.5880419921874998
plain,0,-0.5,0.325,centre_frozen,25.8353310546875,25.281267578125,0.104,0.11,geometry_final:cfgrid__plain__seed0.jsonl,25.61315074157715,24.52423718261719
plain,0,-0.5,0.35,pointwise,3.31514208984375,3.409818359375,0.239,0.207,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.0929617767333983,2.6527879638671874
plain,0,-0.5,0.35,centre_frozen,27.494111328125,26.8918701171875,0.101,0.106,geometry_final:cfgrid__plain__seed0.jsonl,27.27193101501465,26.13483972167969
plain,0,-0.5,0.375,pointwise,3.3490438232421873,3.4665455322265624,0.24,0.201,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.1268635101318356,2.7095151367187498
plain,0,-0.5,0.375,centre_frozen,29.2840068359375,28.649107421875,0.1,0.104,geometry_final:cfgrid__plain__seed0.jsonl,29.06182652282715,27.89207702636719
plain,0,-0.5,0.4,pointwise,3.3821519775390625,3.526389404296875,0.226,0.198,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.159971664428711,2.7693590087890625
plain,0,-0.5,0.4,centre_frozen,31.2572890625,30.559392578125,0.098,0.103,geometry_final:cfgrid__plain__seed0.jsonl,31.03510874938965,29.802362182617188
plain,0,-0.5,0.425,pointwise,3.4221796875,3.5843692626953123,0.216,0.195,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.199999374389648,2.8273388671874997
plain,0,-0.5,0.425,centre_frozen,33.480013671875,32.6463125,0.094,0.099,geometry_final:cfgrid__plain__seed0.jsonl,33.25783335876465,31.88928210449219
plain,0,-0.5,0.45,pointwise,3.4554222412109374,3.63485986328125,0.221,0.197,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.2332419281005857,2.8778294677734375
plain,0,-0.5,0.45,centre_frozen,35.92279296875,34.94227734375,0.091,0.097,geometry_final:cfgrid__plain__seed0.jsonl,35.70061265563965,34.18524694824219
plain,0,-0.5,0.475,pointwise,3.4868272705078125,3.6701522216796874,0.213,0.199,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.264646957397461,2.9131218261718748
plain,0,-0.5,0.475,centre_frozen,38.61827734375,37.518041015625,0.088,0.099,geometry_final:cfgrid__plain__seed0.jsonl,38.39609703063965,36.76101062011719
plain,0,-0.5,0.5,pointwise,3.515005859375,3.6967958984375,0.212,0.193,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.2928255462646483,2.939765502929687
plain,0,-0.5,0.5,centre_frozen,41.857310546875,40.590587890625,0.086,0.108,geometry_final:cfgrid__plain__seed0.jsonl,41.63513023376465,39.83355749511719
plain,0,-0.475,-0.5,pointwise,4.32192822265625,4.35028125,0.148,0.146,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,4.099747909545898,3.5932508544921875
plain,0,-0.475,-0.5,centre_frozen,31.46281640625,31.6226826171875,0.125,0.112,geometry_final:cfgrid__plain__seed0.jsonl,31.24063609313965,30.86565222167969
plain,0,-0.475,-0.475,pointwise,4.211829345703125,4.2524462890625,0.155,0.148,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.989649032592773,3.4954158935546875
plain,0,-0.475,-0.475,centre_frozen,29.746822265625,29.869455078125,0.128,0.117,geometry_final:cfgrid__plain__seed0.jsonl,29.52464195251465,29.11242468261719
plain,0,-0.475,-0.45,pointwise,4.109276611328125,4.1543291015625,0.153,0.149,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.8870962982177737,3.3972987060546878
plain,0,-0.475,-0.45,centre_frozen,28.0205849609375,28.14228515625,0.125,0.122,geometry_final:cfgrid__plain__seed0.jsonl,27.79840464782715,27.38525476074219
plain,0,-0.475,-0.425,pointwise,4.01441796875,4.062071044921875,0.158,0.158,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.7922376556396484,3.305040649414062
plain,0,-0.475,-0.425,centre_frozen,26.297041015625,26.4564921875,0.125,0.124,geometry_final:cfgrid__plain__seed0.jsonl,26.07486070251465,25.69946179199219
plain,0,-0.475,-0.4,pointwise,3.9230123291015624,3.96919384765625,0.17,0.168,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.7008320159912107,3.2121634521484372
plain,0,-0.475,-0.4,centre_frozen,24.573169921875,24.7940498046875,0.125,0.123,geometry_final:cfgrid__plain__seed0.jsonl,24.35098960876465,24.03701940917969
plain,0,-0.475,-0.375,pointwise,3.8307598876953124,3.8731553955078124,0.179,0.171,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.6085795745849607,3.116125
plain,0,-0.475,-0.375,centre_frozen,22.8724775390625,23.13366796875,0.128,0.129,geometry_final:cfgrid__plain__seed0.jsonl,22.65029722595215,22.37663757324219
plain,0,-0.475,-0.35,pointwise,3.7365020751953124,3.77856201171875,0.188,0.185,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.5143217620849607,3.0215316162109374
plain,0,-0.475,-0.35,centre_frozen,21.1934052734375,21.4842626953125,0.131,0.134,geometry_final:cfgrid__plain__seed0.jsonl,20.97122496032715,20.727232299804687
plain,0,-0.475,-0.325,pointwise,3.652507568359375,3.686316162109375,0.191,0.196,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.4303272552490234,2.9292857666015624
plain,0,-0.475,-0.325,centre_frozen,19.582291015625,19.8362021484375,0.138,0.134,geometry_final:cfgrid__plain__seed0.jsonl,19.36011070251465,19.07917175292969
plain,0,-0.475,-0.3,pointwise,3.569265625,3.598052001953125,0.196,0.191,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.347085311889648,2.841021606445312
plain,0,-0.475,-0.3,centre_frozen,18.0394912109375,18.2326328125,0.142,0.137,geometry_final:cfgrid__plain__seed0.jsonl,17.81731089782715,17.47560241699219
plain,0,-0.475,-0.275,pointwise,3.49005712890625,3.510221923828125,0.202,0.191,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.267876815795898,2.7531915283203126
plain,0,-0.475,-0.275,centre_frozen,16.55953955078125,16.7134892578125,0.145,0.146,geometry_final:cfgrid__plain__seed0.jsonl,16.3373592376709,15.95645886230469
plain,0,-0.475,-0.25,pointwise,3.41457861328125,3.424715576171875,0.219,0.198,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.192398300170898,2.6676851806640625
plain,0,-0.475,-0.25,centre_frozen,15.206970703125,15.3344697265625,0.149,0.154,geometry_final:cfgrid__plain__seed0.jsonl,14.984790390014648,14.577439331054688
plain,0,-0.475,-0.225,pointwise,3.3402359619140625,3.350635009765625,0.221,0.212,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.1180556488037108,2.593604614257812
plain,0,-0.475,-0.225,centre_frozen,14.02796728515625,14.1233994140625,0.155,0.156,geometry_final:cfgrid__plain__seed0.jsonl,13.805786972045897,13.366369018554689
plain,0,-0.475,-0.2,pointwise,3.273564208984375,3.281646240234375,0.225,0.213,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.0513838958740234,2.5246158447265623
plain,0,-0.475,-0.2,centre_frozen,13.04220751953125,13.12024267578125,0.152,0.159,geometry_final:cfgrid__plain__seed0.jsonl,12.820027206420898,12.363212280273439
plain,0,-0.475,-0.175,pointwise,3.2109908447265627,3.2172767333984376,0.23,0.229,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.988810531616211,2.460246337890625
plain,0,-0.475,-0.175,centre_frozen,12.3408515625,12.38619091796875,0.145,0.152,geometry_final:cfgrid__plain__seed0.jsonl,12.118671249389648,11.62916052246094
plain,0,-0.475,-0.15,pointwise,3.160380859375,3.151969970703125,0.24,0.235,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.9382005462646483,2.394939575195312
plain,0,-0.475,-0.15,centre_frozen,11.95031884765625,11.9685791015625,0.143,0.143,geometry_final:cfgrid__plain__seed0.jsonl,11.728138534545899,11.211548706054689
plain,0,-0.475,-0.125,pointwise,3.121599365234375,3.0914677734375,0.243,0.252,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.8994190521240233,2.3344373779296874
plain,0,-0.475,-0.125,centre_frozen,11.8148544921875,11.8118876953125,0.131,0.13,geometry_final:cfgrid__plain__seed0.jsonl,11.592674179077148,11.054857299804688
plain,0,-0.475,-0.1,pointwise,3.0930113525390626,3.0389510498046874,0.257,0.26,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.870831039428711,2.281920654296875
plain,0,-0.475,-0.1,centre_frozen,11.8639453125,11.85083984375,0.123,0.113,geometry_final:cfgrid__plain__seed0.jsonl,11.641764999389649,11.093809448242189
plain,0,-0.475,-0.075,pointwise,3.0678834228515623,2.9878057861328124,0.266,0.273,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.8457031097412107,2.230775390625
plain,0,-0.475,-0.075,centre_frozen,12.0481083984375,12.010544921875,0.117,0.108,geometry_final:cfgrid__plain__seed0.jsonl,11.82592808532715,11.253514526367189
plain,0,-0.475,-0.05,pointwise,3.0425908203125,2.939162353515625,0.276,0.272,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.820410507202148,2.1821319580078122
plain,0,-0.475,-0.05,centre_frozen,12.316587890625,12.24157861328125,0.113,0.11,geometry_final:cfgrid__plain__seed0.jsonl,12.094407577514648,11.484548217773439
plain,0,-0.475,-0.025,pointwise,3.0187423095703125,2.8973980712890626,0.297,0.281,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.796561996459961,2.14036767578125
plain,0,-0.475,-0.025,centre_frozen,12.64572900390625,12.5182890625,0.112,0.112,geometry_final:cfgrid__plain__seed0.jsonl,12.423548690795899,11.761258666992187
plain,0,-0.475,0.0,pointwise,3.007231201171875,2.86709716796875,0.296,0.284,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.7850508880615235,2.110066772460937
plain,0,-0.475,0.0,centre_frozen,13.01008349609375,12.82370166015625,0.109,0.117,geometry_final:cfgrid__plain__seed0.jsonl,12.7879031829834,12.066671264648438
plain,0,-0.475,0.025,pointwise,2.9996719970703123,2.85835693359375,0.298,0.281,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.7774916839599606,2.1013265380859374
plain,0,-0.475,0.025,centre_frozen,13.382873046875,13.14868017578125,0.103,0.119,geometry_final:cfgrid__plain__seed0.jsonl,13.160692733764648,12.391649780273438
plain,0,-0.475,0.05,pointwise,2.9949368896484376,2.8668203125,0.306,0.283,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.772756576538086,2.109789916992187
plain,0,-0.475,0.05,centre_frozen,13.7873642578125,13.50468701171875,0.104,0.119,geometry_final:cfgrid__plain__seed0.jsonl,13.565183944702149,12.747656616210937
plain,0,-0.475,0.075,pointwise,2.9956702880859374,2.8848690185546877,0.296,0.275,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.7734899749755857,2.127838623046875
plain,0,-0.475,0.075,centre_frozen,14.25427783203125,13.912564453125,0.104,0.119,geometry_final:cfgrid__plain__seed0.jsonl,14.032097518920898,13.155534057617189
plain,0,-0.475,0.1,pointwise,3.0011795654296876,2.909654541015625,0.294,0.269,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.778999252319336,2.1526241455078123
plain,0,-0.475,0.1,centre_frozen,14.79297412109375,14.38342724609375,0.106,0.117,geometry_final:cfgrid__plain__seed0.jsonl,14.570793807983398,13.626396850585937
plain,0,-0.475,0.125,pointwise,3.0135771484375,2.9397274169921874,0.295,0.27,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.791396835327148,2.182697021484375
plain,0,-0.475,0.125,centre_frozen,15.39653759765625,14.9565244140625,0.111,0.125,geometry_final:cfgrid__plain__seed0.jsonl,15.174357284545898,14.199494018554688
plain,0,-0.475,0.15,pointwise,3.0255352783203127,2.9702208251953124,0.285,0.265,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.803354965209961,2.2131904296875
plain,0,-0.475,0.15,centre_frozen,16.06252978515625,15.6250205078125,0.105,0.128,geometry_final:cfgrid__plain__seed0.jsonl,15.840349472045899,14.867990112304689
plain,0,-0.475,0.175,pointwise,3.037892578125,3.0026854248046875,0.288,0.257,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.8157122650146484,2.245655029296875
plain,0,-0.475,0.175,centre_frozen,16.816765625,16.3828935546875,0.108,0.123,geometry_final:cfgrid__plain__seed0.jsonl,16.59458531188965,15.625863159179687
plain,0,-0.475,0.2,pointwise,3.063990234375,3.033357666015625,0.269,0.256,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.841809921264648,2.2763272705078124
plain,0,-0.475,0.2,centre_frozen,17.64416796875,17.2107080078125,0.11,0.126,geometry_final:cfgrid__plain__seed0.jsonl,17.42198765563965,16.453677612304688
plain,0,-0.475,0.225,pointwise,3.1063040771484376,3.066662353515625,0.268,0.246,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.884123764038086,2.3096319580078126
plain,0,-0.475,0.225,centre_frozen,18.56003125,18.1113984375,0.109,0.123,geometry_final:cfgrid__plain__seed0.jsonl,18.33785093688965,17.35436804199219
plain,0,-0.475,0.25,pointwise,3.1429417724609374,3.114757568359375,0.27,0.244,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.9207614593505857,2.3577271728515625
plain,0,-0.475,0.25,centre_frozen,19.5749921875,19.1016025390625,0.113,0.119,geometry_final:cfgrid__plain__seed0.jsonl,19.35281187438965,18.34457214355469
plain,0,-0.475,0.275,pointwise,3.1725308837890625,3.1769627685546875,0.258,0.229,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.9503505706787108,2.419932373046875
plain,0,-0.475,0.275,centre_frozen,20.6835,20.1870966796875,0.109,0.115,geometry_final:cfgrid__plain__seed0.jsonl,20.46131968688965,19.430066284179688
plain,0,-0.475,0.3,pointwise,3.209248046875,3.2457960205078127,0.255,0.227,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,2.9870677337646483,2.488765625
plain,0,-0.475,0.3,centre_frozen,21.901322265625,21.379439453125,0.106,0.11,geometry_final:cfgrid__plain__seed0.jsonl,21.67914195251465,20.622409057617187
plain,0,-0.475,0.325,pointwise,3.2462178955078125,3.314219482421875,0.248,0.22,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.024037582397461,2.5571890869140623
plain,0,-0.475,0.325,centre_frozen,23.25228125,22.698986328125,0.103,0.106,geometry_final:cfgrid__plain__seed0.jsonl,23.03010093688965,21.941955932617187
plain,0,-0.475,0.35,pointwise,3.2874532470703124,3.381495361328125,0.243,0.211,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.0652729339599607,2.6244649658203123
plain,0,-0.475,0.35,centre_frozen,24.742423828125,24.136314453125,0.101,0.107,geometry_final:cfgrid__plain__seed0.jsonl,24.52024351501465,23.379284057617188
plain,0,-0.475,0.375,pointwise,3.327520263671875,3.4416546630859375,0.241,0.2,v3:grid__plain__seed0__epoch_030__r-_G-__probes__f32.jsonl,3.105339950561523,2.684624267578125
