problem,method,seed,probe,policy,coords,vector,radial_fraction_ordinary_metric,radial_fraction_r_metric,radial_fraction_bn_followed_r_metric,fc_share_r_metric,random_direction_expected_radial_fraction_r_metric,random_direction_expected_radial_fraction_ordinary_metric
plain_s0_test_centre_frozen_rel,plain,0,test_probe,centre_frozen,relative,top1,0.005394148836685496,0.005151858730967113,0.005066835300537057,0.0017723800310319754,0.004256539849304894,0.004612985084944124
plain_s0_test_centre_frozen_rel,plain,0,test_probe,centre_frozen,relative,top2,0.007142732540876136,0.006774712037725183,0.00666664289748266,0.0022063673961121907,0.004256539849304894,0.004612985084944124
plain_s0_test_centre_frozen_rel,plain,0,test_probe,centre_frozen,relative,min,0.00466536024661495,0.004579213223216849,0.004544162454124236,0.0016819055826640412,0.004256539849304894,0.004612985084944124
plain_s1_train_saved_ord,plain,1,train_probe,saved,ordinary,top1,0.00645576841912614,0.006439347436945929,0.006410759576315062,0.0004832445834839469,0.004256539849304894,0.004604703463809203
plain_s1_train_saved_ord,plain,1,train_probe,saved,ordinary,top2,0.005858830532217558,0.005817562048178753,0.005791002355173076,0.0005359749518806924,0.004256539849304894,0.004604703463809203
plain_s1_train_saved_ord,plain,1,train_probe,saved,ordinary,min,0.005494598085591517,0.005431951204321751,0.005407209790014998,0.0006286055031946367,0.004256539849304894,0.004604703463809203
plain_s1_train_saved_rel,plain,1,train_probe,saved,relative,top1,0.006619365783564032,0.006520057686935843,0.006405179815609768,0.0019992452949839446,0.004256539849304894,0.004604703463809203
plain_s1_train_saved_rel,plain,1,train_probe,saved,relative,top2,0.006012951424202604,0.005914835989744441,0.005822072588414534,0.0018587701727756977,0.004256539849304894,0.004604703463809203
plain_s1_train_saved_rel,plain,1,train_probe,saved,relative,min,0.005745395425948773,0.005613661594659712,0.005537701340935485,0.0022592755760247043,0.004256539849304894,0.004604703463809203
plain_s1_train_centre_frozen_ord,plain,1,train_probe,centre_frozen,ordinary,top1,0.006472235691740336,0.00644879859444027,0.006416964492921778,0.0005429311809442123,0.004256539849304894,0.004604703463809203
plain_s1_train_centre_frozen_ord,plain,1,train_probe,centre_frozen,ordinary,top2,0.006004929824646885,0.005986653668740984,0.005958420713766859,0.0005156407665191724,0.004256539849304894,0.004604703463809203
plain_s1_train_centre_frozen_ord,plain,1,train_probe,centre_frozen,ordinary,min,0.00425985354168641,0.004194182333846838,0.004125004742140278,0.000642401103855514,0.004256539849304894,0.004604703463809203
plain_s1_train_centre_frozen_rel,plain,1,train_probe,centre_frozen,relative,top1,0.006592027394033059,0.006490499355669241,0.006371661076865248,0.0020596056986071937,0.004256539849304894,0.004604703463809203
plain_s1_train_centre_frozen_rel,plain,1,train_probe,centre_frozen,relative,top2,0.006162546067971308,0.006085722667572998,0.005988633695885001,0.0018681259951860737,0.004256539849304894,0.004604703463809203
plain_s1_train_centre_frozen_rel,plain,1,train_probe,centre_frozen,relative,min,0.0045707255291996636,0.004350607247206974,0.00411071566644183,0.0025493634179984902,0.004256539849304894,0.004604703463809203
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top1,0.005480874278418016,0.005448978576313123,0.005424550954447848,0.0004563774170919105,0.004256539849304894,0.004604703463809203
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,top2,0.006555400332702012,0.006555781005074802,0.006531720965499898,0.0004598859823962309,0.004256539849304894,0.004604703463809203
plain_s1_test_saved_ord,plain,1,test_probe,saved,ordinary,min,0.004485962986773694,0.004454015797550727,0.004416578729080952,0.0007362761284050118,0.004256539849304894,0.004604703463809203
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top1,0.005820680308922452,0.005718475874233693,0.005625756413122545,0.00178703940616184,0.004256539849304894,0.004604703463809203
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,top2,0.006510669234598802,0.006432330695262612,0.0063328582799733095,0.0018300381078127687,0.004256539849304894,0.004604703463809203
plain_s1_test_saved_rel,plain,1,test_probe,saved,relative,min,0.004703362694835159,0.004506140688426361,0.00435559105275835,0.003108663617615076,0.004256539849304894,0.004604703463809203
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top1,0.006029659849628993,0.005995141005925503,0.005968067850781556,0.0005140054561342564,0.004256539849304894,0.004604703463809203
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,top2,0.006042199287455343,0.0060525221009016155,0.006030694948665689,0.0004182832289135413,0.004256539849304894,0.004604703463809203
plain_s1_test_centre_frozen_ord,plain,1,test_probe,centre_frozen,ordinary,min,0.006057624724768865,0.0061149596279737855,0.0060737508538653085,0.0004178218705336835,0.004256539849304894,0.004604703463809203
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top1,0.006171461924108704,0.006078877532511589,0.005982483374633441,0.0018332024634102671,0.004256539849304894,0.004604703463809203
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,top2,0.006169461536872357,0.006096587704585286,0.006004248339792831,0.0018078934891467106,0.004256539849304894,0.004604703463809203
plain_s1_test_centre_frozen_rel,plain,1,test_probe,centre_frozen,relative,min,0.0061343453459052006,0.006059706746410836,0.005910260264066196,0.0017466263618642504,0.004256539849304894,0.004604703463809203
plain_s2_train_saved_ord,plain,2,train_probe,saved,ordinary,top1,0.005922420575083894,0.005861196759854645,0.005840207378137125,0.00041323397092721644,0.004256539849304894,0.0047134488321586895
plain_s2_train_saved_ord,plain,2,train_probe,saved,ordinary,top2,0.004291173852667964,0.004205963268898369,0.004144459202926036,0.0008932579203556831,0.004256539849304894,0.0047134488321586895
plain_s2_train_saved_ord,plain,2,train_probe,saved,ordinary,min,0.004086349206046878,0.004022850254925579,0.004008177217025073,0.00044631249210827723,0.004256539849304894,0.0047134488321586895
plain_s2_train_saved_rel,plain,2,train_probe,saved,relative,top1,0.006191977726862258,0.00604925662619262,0.005961675636628468,0.001765774709190886,0.004256539849304894,0.0047134488321586895
plain_s2_train_saved_rel,plain,2,train_probe,saved,relative,top2,0.004639191161295558,0.004437769801167507,0.004241574039729099,0.0030617186313641174,0.004256539849304894,0.0047134488321586895
plain_s2_train_saved_rel,plain,2,train_probe,saved,relative,min,0.004326267940610387,0.004178842134202165,0.004110769868037034,0.0020571768759004424,0.004256539849304894,0.0047134488321586895
plain_s2_train_centre_frozen_ord,plain,2,train_probe,centre_frozen,ordinary,top1,0.00600122219136736,0.00593360857144566,0.005910828377611625,0.00043452909888228866,0.004256539849304894,0.0047134488321586895
plain_s2_train_centre_frozen_ord,plain,2,train_probe,centre_frozen,ordinary,top2,0.004297584657007553,0.00421661069063574,0.004158692474804329,0.0008702261244830178,0.004256539849304894,0.0047134488321586895
plain_s2_train_centre_frozen_ord,plain,2,train_probe,centre_frozen,ordinary,min,0.00405985878875849,0.00399343199686617,0.00398210574359471,0.0006305889380137263,0.004256539849304894,0.0047134488321586895
plain_s2_train_centre_frozen_rel,plain,2,train_probe,centre_frozen,relative,top1,0.006299058135163608,0.00614648244203587,0.006052780388169081,0.0018488297670554161,0.004256539849304894,0.0047134488321586895
plain_s2_train_centre_frozen_rel,plain,2,train_probe,centre_frozen,relative,top2,0.004618016771303916,0.004423213245150718,0.004235292275871492,0.003026276991177915,0.004256539849304894,0.0047134488321586895
plain_s2_train_centre_frozen_rel,plain,2,train_probe,centre_frozen,relative,min,0.004282874486638601,0.004160451637512595,0.004115998409412378,0.002635903899940556,0.004256539849304894,0.0047134488321586895
plain_s2_test_saved_ord,plain,2,test_probe,saved,ordinary,top1,0.00593943981346806,0.005875204405781776,0.005856314550250102,0.0003797147716350644,0.004256539849304894,0.0047134488321586895
plain_s2_test_saved_ord,plain,2,test_probe,saved,ordinary,top2,0.004945900784253516,0.004872684653549376,0.004834894919325904,0.0006696138252079803,0.004256539849304894,0.0047134488321586895
plain_s2_test_saved_ord,plain,2,test_probe,saved,ordinary,min,0.004974646116609213,0.004935004958399267,0.004885247137815298,0.00043926015143127113,0.004256539849304894,0.0047134488321586895
plain_s2_test_saved_rel,plain,2,test_probe,saved,relative,top1,0.006192967313542428,0.006054094784425648,0.005972935881351158,0.0017054119620207933,0.004256539849304894,0.0047134488321586895
plain_s2_test_saved_rel,plain,2,test_probe,saved,relative,top2,0.005252416928682159,0.005065345097008002,0.004920532349353446,0.0027599016208370683,0.004256539849304894,0.0047134488321586895
plain_s2_test_saved_rel,plain,2,test_probe,saved,relative,min,0.00530817024021142,0.005068615294569885,0.004855659527872761,0.0021225887176044614,0.004256539849304894,0.0047134488321586895
plain_s2_test_centre_frozen_ord,plain,2,test_probe,centre_frozen,ordinary,top1,0.006046869888123464,0.005977581622115328,0.005957827618446747,0.00039030094736049805,0.004256539849304894,0.0047134488321586895
plain_s2_test_centre_frozen_ord,plain,2,test_probe,centre_frozen,ordinary,top2,0.005141385774825859,0.0050678445472532516,0.005033124783168518,0.0006435924118602571,0.004256539849304894,0.0047134488321586895
plain_s2_test_centre_frozen_ord,plain,2,test_probe,centre_frozen,ordinary,min,0.004934864664887911,0.004870127992244652,0.004821424610232546,0.000493861206666471,0.004256539849304894,0.0047134488321586895
plain_s2_test_centre_frozen_rel,plain,2,test_probe,centre_frozen,relative,top1,0.006319504028410188,0.006173423706352054,0.006089292803131145,0.001751366931654993,0.004256539849304894,0.0047134488321586895
plain_s2_test_centre_frozen_rel,plain,2,test_probe,centre_frozen,relative,top2,0.0054267399980674515,0.005241614663253114,0.0051047599192594485,0.002699592708363049,0.004256539849304894,0.0047134488321586895
plain_s2_test_centre_frozen_rel,plain,2,test_probe,centre_frozen,relative,min,0.005329170933202734,0.005067828130687488,0.00485824686629896,0.002404158588421146,0.004256539849304894,0.0047134488321586895
plain_s3_train_saved_ord,plain,3,train_probe,saved,ordinary,top1,0.006311165526505223,0.0063599355483142115,0.0063260333808903575,0.0004794918577725588,0.004256539849304894,0.004690607479627255
plain_s3_train_saved_ord,plain,3,train_probe,saved,ordinary,top2,0.0057811812183813285,0.005847802397626985,0.005818875002797377,0.0005064314807810613,0.004256539849304894,0.004690607479627255
plain_s3_train_saved_ord,plain,3,train_probe,saved,ordinary,min,0.004609729996922505,0.004638115768742565,0.004620983616395466,0.0004153412943599716,0.004256539849304894,0.004690607479627255
plain_s3_train_saved_rel,plain,3,train_probe,saved,relative,top1,0.006508704953634349,0.0064443052755562705,0.006322243775651654,0.0017690576586299911,0.004256539849304894,0.004690607479627255
plain_s3_train_saved_rel,plain,3,train_probe,saved,relative,top2,0.00576590088787203,0.005670999017108832,0.0055505526229514745,0.0021096558008303684,0.004256539849304894,0.004690607479627255
plain_s3_train_saved_rel,plain,3,train_probe,saved,relative,min,0.004642483335160769,0.004578361326657299,0.004497222753904038,0.002096917290207795,0.004256539849304894,0.004690607479627255
plain_s3_train_centre_frozen_ord,plain,3,train_probe,centre_frozen,ordinary,top1,0.006309508207583906,0.006353326051779688,0.006318745171092437,0.00048121437128490895,0.004256539849304894,0.004690607479627255
plain_s3_train_centre_frozen_ord,plain,3,train_probe,centre_frozen,ordinary,top2,0.005881806838404849,0.005952505797996116,0.005922967262602537,0.0005136143207516977,0.004256539849304894,0.004690607479627255
plain_s3_train_centre_frozen_ord,plain,3,train_probe,centre_frozen,ordinary,min,0.004619665503390754,0.004669011781828884,0.004648321453459313,0.0004111162941308462,0.004256539849304894,0.004690607479627255
plain_s3_train_centre_frozen_rel,plain,3,train_probe,centre_frozen,relative,top1,0.006513833836025422,0.006442794899458009,0.006317499035884766,0.0017871228713603232,0.004256539849304894,0.004690607479627255
plain_s3_train_centre_frozen_rel,plain,3,train_probe,centre_frozen,relative,top2,0.005864620604416214,0.005771960194972002,0.005650208880289568,0.002124440954495723,0.004256539849304894,0.004690607479627255
plain_s3_train_centre_frozen_rel,plain,3,train_probe,centre_frozen,relative,min,0.004605403913940353,0.0045495028186926054,0.004455207907494408,0.002055360731323491,0.004256539849304894,0.004690607479627255
plain_s3_test_saved_ord,plain,3,test_probe,saved,ordinary,top1,0.0069592632874131335,0.007085540429267579,0.007064191482955585,0.0003864253134305051,0.004256539849304894,0.004690607479627255
plain_s3_test_saved_ord,plain,3,test_probe,saved,ordinary,top2,0.00489042383280244,0.00488150642196143,0.004852424140369555,0.00047422330021299733,0.004256539849304894,0.004690607479627255
plain_s3_test_saved_ord,plain,3,test_probe,saved,ordinary,min,0.004862905053663372,0.004784994411210463,0.004736586880538553,0.00042923871959682237,0.004256539849304894,0.004690607479627255
plain_s3_test_saved_rel,plain,3,test_probe,saved,relative,top1,0.006936101565559038,0.006921170305442542,0.006838783228362866,0.0014895597798523495,0.004256539849304894,0.004690607479627255
plain_s3_test_saved_rel,plain,3,test_probe,saved,relative,top2,0.005076735606363406,0.0049544122088497605,0.004838368766678195,0.0019771735749911264,0.004256539849304894,0.004690607479627255
plain_s3_test_saved_rel,plain,3,test_probe,saved,relative,min,0.005356570869925603,0.005009866874079036,0.004780192813316852,0.0018703778902046432,0.004256539849304894,0.004690607479627255
plain_s3_test_centre_frozen_ord,plain,3,test_probe,centre_frozen,ordinary,top1,0.006987876996451462,0.00709849419034843,0.007075347709091923,0.000392331448994193,0.004256539849304894,0.004690607479627255
plain_s3_test_centre_frozen_ord,plain,3,test_probe,centre_frozen,ordinary,top2,0.004950012440296442,0.004951715387672532,0.004923700396295154,0.0004708735136515138,0.004256539849304894,0.004690607479627255
plain_s3_test_centre_frozen_ord,plain,3,test_probe,centre_frozen,ordinary,min,0.004534870771900575,0.004495218693749008,0.004462909061947914,0.0004098832997601851,0.004256539849304894,0.004690607479627255
plain_s3_test_centre_frozen_rel,plain,3,test_probe,centre_frozen,relative,top1,0.006997772334883344,0.00697524679536323,0.006887751436398668,0.0014967179593450635,0.004256539849304894,0.004690607479627255
plain_s3_test_centre_frozen_rel,plain,3,test_probe,centre_frozen,relative,top2,0.005114854713099411,0.004992707501019025,0.004878925212267678,0.0019875057915318753,0.004256539849304894,0.004690607479627255
plain_s3_test_centre_frozen_rel,plain,3,test_probe,centre_frozen,relative,min,0.004880150499751675,0.004666080075328638,0.0045052132079318845,0.001795652566896232,0.004256539849304894,0.004690607479627255
plain_s4_train_saved_ord,plain,4,train_probe,saved,ordinary,top1,0.005716628579404234,0.005660234028481501,0.005634138279915203,0.0004266512686366228,0.004256539849304894,0.00463139353988398
plain_s4_train_saved_ord,plain,4,train_probe,saved,ordinary,top2,0.0058195022811359486,0.005687203221771668,0.0056413014111953924,0.0007073969561199307,0.004256539849304894,0.00463139353988398
plain_s4_train_saved_ord,plain,4,train_probe,saved,ordinary,min,0.004389543638649743,0.004418509529048104,0.004400060329302537,0.0006587697954602398,0.004256539849304894,0.00463139353988398
plain_s4_train_saved_rel,plain,4,train_probe,saved,relative,top1,0.006051551964327561,0.005881861955813529,0.005771542323861597,0.0017746089181675802,0.004256539849304894,0.00463139353988398
plain_s4_train_saved_rel,plain,4,train_probe,saved,relative,top2,0.006183943354587724,0.0059250342198269,0.005769797595733448,0.002584323471154148,0.004256539849304894,0.00463139353988398
plain_s4_train_saved_rel,plain,4,train_probe,saved,relative,min,0.0044343391275570385,0.00438997025646128,0.0043043152931877045,0.002587075197131661,0.004256539849304894,0.00463139353988398
plain_s4_train_centre_frozen_ord,plain,4,train_probe,centre_frozen,ordinary,top1,0.005781027419263079,0.005733899899212038,0.005710784999319516,0.000417696140529597,0.004256539849304894,0.00463139353988398
plain_s4_train_centre_frozen_ord,plain,4,train_probe,centre_frozen,ordinary,top2,0.006081226971087985,0.005945383869261021,0.005878925005942237,0.0008836486586303133,0.004256539849304894,0.00463139353988398
plain_s4_train_centre_frozen_ord,plain,4,train_probe,centre_frozen,ordinary,min,0.0035679439614395674,0.0035261874292765506,0.003513305892002995,0.000506153078562655,0.004256539849304894,0.00463139353988398
plain_s4_train_centre_frozen_rel,plain,4,train_probe,centre_frozen,relative,top1,0.006050751458400151,0.005909248504025337,0.005815787331858818,0.0016578491542597416,0.004256539849304894,0.00463139353988398
plain_s4_train_centre_frozen_rel,plain,4,train_probe,centre_frozen,relative,top2,0.006506326653147763,0.006223037123902944,0.006013051252932115,0.0030006239859259438,0.004256539849304894,0.00463139353988398
plain_s4_train_centre_frozen_rel,plain,4,train_probe,centre_frozen,relative,min,0.003830342985653474,0.0037316996002951515,0.0036651919970864645,0.0025944738213809462,0.004256539849304894,0.00463139353988398
plain_s4_test_saved_ord,plain,4,test_probe,saved,ordinary,top1,0.00581361956517912,0.005770057413988848,0.005749688759253809,0.0003727787641068714,0.004256539849304894,0.00463139353988398
plain_s4_test_saved_ord,plain,4,test_probe,saved,ordinary,top2,0.005248837771511775,0.005147725881267032,0.00512494369804234,0.0004051961844384435,0.004256539849304894,0.00463139353988398
plain_s4_test_saved_ord,plain,4,test_probe,saved,ordinary,min,0.0043512248154713015,0.004364338480806162,0.004345786380024728,0.0004025248950798933,0.004256539849304894,0.00463139353988398
plain_s4_test_saved_rel,plain,4,test_probe,saved,relative,top1,0.006144129205180003,0.005998674852093464,0.005909092310353154,0.0015813815127033203,0.004256539849304894,0.00463139353988398
plain_s4_test_saved_rel,plain,4,test_probe,saved,relative,top2,0.005484298582045707,0.005275577859031368,0.0051684221762197165,0.0019173765244229436,0.004256539849304894,0.00463139353988398
plain_s4_test_saved_rel,plain,4,test_probe,saved,relative,min,0.004375304818248521,0.004316860095815744,0.004239354325277241,0.0018786915795301847,0.004256539849304894,0.00463139353988398
plain_s4_test_centre_frozen_ord,plain,4,test_probe,centre_frozen,ordinary,top1,0.005842340369208014,0.00580564458690808,0.005785514683429347,0.00038547700961029385,0.004256539849304894,0.00463139353988398
plain_s4_test_centre_frozen_ord,plain,4,test_probe,centre_frozen,ordinary,top2,0.00553495375700365,0.005434324086810556,0.0054098069330229944,0.00042470807128157606,0.004256539849304894,0.00463139353988398
plain_s4_test_centre_frozen_ord,plain,4,test_probe,centre_frozen,ordinary,min,0.003599096946288629,0.003607301976321147,0.0035867366987109408,0.0004149895123166262,0.004256539849304894,0.00463139353988398
plain_s4_test_centre_frozen_rel,plain,4,test_probe,centre_frozen,relative,top1,0.006108257374805886,0.005985240735798777,0.005903714284220717,0.001531201890726932,0.004256539849304894,0.00463139353988398
plain_s4_test_centre_frozen_rel,plain,4,test_probe,centre_frozen,relative,top2,0.005801619289284588,0.005599103403461699,0.005491348412133292,0.001927550357284243,0.004256539849304894,0.00463139353988398
plain_s4_test_centre_frozen_rel,plain,4,test_probe,centre_frozen,relative,min,0.0036583216640687383,0.003586143575421279,0.003504233814629813,0.0018998346696115825,0.004256539849304894,0.00463139353988398
resolution_s0_train_saved_ord,resolution_max_b1,0,train_probe,saved,ordinary,top1,0.007027712319797282,0.007003732541402755,0.006967961382159137,0.0008523732998949899,0.004256539849304894,0.004567041184895761
