seed,epoch,lr,train_loss,train_acc_batchwise,epoch_s,img_per_s,s_mean,s_min_block,s_max_block,s_blocks,phase,test_loss,test_acc,test_acc_at_s1,grad_norm_total
0,25,0.07638727567572794,0.38345840848409213,0.8685496794871795,15.829223394393921,3153.660717030481,1.0,1.0,1.0,[1.0],0,0.4825046600341797,0.8373,0.8373,1.6178957894319874
0,26,0.07430458596181262,0.3809485767132197,0.8711939102564102,15.808008432388306,3157.893052341824,1.0,1.0,1.0,[1.0],0,0.5341341369628906,0.8221,0.8221,
0,27,0.07216513176122208,0.3661719489174011,0.8743990384615384,15.815983295440674,3156.3007539588516,1.0,1.0,1.0,[1.0],0,0.4939234497070312,0.8353,0.8353,
0,28,0.06997390986837412,0.3656322731039463,0.8734375,15.830143928527832,3153.4773294156935,1.0,1.0,1.0,[1.0],0,0.5848625854492188,0.8122,0.8122,
0,29,0.06773603798353055,0.3500506428571848,0.8791266025641026,15.802130699157715,3159.0676567850965,1.0,1.0,1.0,[1.0],0,0.4821703338623047,0.8383,0.8383,
0,30,0.06545674276017097,0.3465619812027002,0.8813100961538461,15.794917821884155,3160.510270641288,1.0,1.0,1.0,[1.0],0,0.461919384765625,0.8499,0.8499,2.363541122812584
0,31,0.06314134759790146,0.3394690420765143,0.8825921474358974,15.800294399261475,3159.434801565047,1.0,1.0,1.0,[1.0],0,0.4696011169433594,0.8427,0.8427,
0,32,0.060795260209408175,0.3291263386225089,0.8873998397435897,15.806159734725952,3158.2624013552345,1.0,1.0,1.0,[1.0],0,0.45040946044921876,0.85,0.85,
0,33,0.05842395999049367,0.31889578742094526,0.8909855769230769,15.774668455123901,3164.567302445274,1.0,1.0,1.0,[1.0],0,0.4959483093261719,0.8399,0.8399,
0,34,0.056032985222694266,0.31102588998201564,0.8920272435897436,15.79905080795288,3159.6834902810374,1.0,1.0,1.0,[1.0],0,0.4704397796630859,0.8466,0.8466,
0,35,0.05362792013836681,0.30008896807065377,0.8977764423076923,15.786474466323853,3162.2006614897286,1.0,1.0,1.0,[1.0],0,0.43268765869140624,0.8562,0.8562,2.781450446127255
0,36,0.05121438187845524,0.29480748262542944,0.8973758012820513,15.780645370483398,3163.368723396566,1.0,1.0,1.0,[1.0],0,0.4574337890625,0.8462,0.8462,
0,37,0.04879800737339774,0.28719282096777204,0.9001001602564103,15.791231870651245,3161.2479893211303,1.0,1.0,1.0,[1.0],0,0.4878638732910156,0.8443,0.8443,
0,38,0.04638444017781442,0.2710648016478771,0.9065705128205128,15.740798473358154,3171.3766035751823,1.0,1.0,1.0,[1.0],0,0.6461248229980469,0.8036,0.8036,
0,39,0.043979317289724026,0.26865801986975546,0.9068910256410256,15.752052307128906,3169.110857853596,1.0,1.0,1.0,[1.0],0,0.409003759765625,0.8644,0.8644,
0,40,0.04158825598507391,0.25468147897567506,0.9123597756410257,15.764092445373535,3166.6903865848985,1.0,1.0,1.0,[1.0],0,0.43189146728515626,0.862,0.862,2.2769725478989877
0,41,0.03921684069833172,0.24286425587458488,0.9166065705128205,15.787094593048096,3162.0764483150974,1.0,1.0,1.0,[1.0],0,0.4010582305908203,0.8694,0.8694,
0,42,0.03687060997978003,0.233086840961224,0.9186298076923077,15.748975276947021,3169.7300378058067,1.0,1.0,1.0,[1.0],0,0.37819859008789064,0.875,0.875,
0,43,0.03455504355997536,0.21872283212649515,0.9248998397435897,15.772884130477905,3164.9252975579593,1.0,1.0,1.0,[1.0],0,0.4063165313720703,0.8703,0.8703,
0,44,0.032275549551583814,0.20848293256683229,0.9270232371794872,15.738706111907959,3171.7982180396875,1.0,1.0,1.0,[1.0],0,0.47667801818847655,0.8468,0.8468,
0,45,0.030037451818483094,0.19698464167423738,0.9315705128205128,15.781506061553955,3163.1961997348517,1.0,1.0,1.0,[1.0],0,0.42171472473144533,0.868,0.868,3.1623497514695704
0,46,0.0278459775416319,0.18495514994630446,0.9364583333333333,15.751127004623413,3169.2970277839186,1.0,1.0,1.0,[1.0],0,0.3911074859619141,0.8748,0.8748,
0,47,0.025706245010746556,0.17678948417305945,0.9380408653846154,15.750253915786743,3169.4727124344545,1.0,1.0,1.0,[1.0],0,0.36956902160644534,0.8825,0.8825,
0,48,0.023623251670298148,0.16153039217759402,0.9450721153846153,15.735561609268188,3172.4320516528182,1.0,1.0,1.0,[1.0],0,0.3967266754150391,0.877,0.877,
0,49,0.021601862447749545,0.15067458774607914,0.9489983974358974,15.762938022613525,3166.9223039756116,1.0,1.0,1.0,[1.0],0,0.3789564361572266,0.8828,0.8828,
0,50,0.019646798391291777,0.13407212213063852,0.9532251602564102,15.755199193954468,3168.477871048126,1.0,1.0,1.0,[1.0],0,0.3980040557861328,0.8747,0.8747,2.5149616008956186
0,51,0.017762625643617285,0.12431798640352029,0.9564102564102565,15.714261770248413,3176.7321131504136,1.0,1.0,1.0,[1.0],0,0.3915173828125,0.8795,0.8795,
0,52,0.015953744777482032,0.10960287499504212,0.9618790064102564,15.74988603591919,3169.5467437765865,1.0,1.0,1.0,[1.0],0,0.3584948608398438,0.8902,0.8902,
0,53,0.014224380517964031,0.09713947521761442,0.9664863782051282,15.753336429595947,3168.8525299450093,1.0,1.0,1.0,[1.0],0,0.3350357666015625,0.897,0.897,
0,54,0.01257857187542203,0.08018060212429517,0.9726963141025641,15.724593877792358,3174.644788155793,1.0,1.0,1.0,[1.0],0,0.3359951141357422,0.9012,0.9012,
0,55,0.011020162712199862,0.06919407214348515,0.976943108974359,15.730151176452637,3173.5232192000867,1.0,1.0,1.0,[1.0],0,0.3368477752685547,0.8998,0.8998,2.2975121315728546
0,56,0.00955279276510761,0.060519931353151035,0.9795673076923077,15.735225677490234,3172.4997799944,1.0,1.0,1.0,[1.0],0,0.34306327819824217,0.9036,0.9036,
0,57,0.008179889144647845,0.04862515494131889,0.9838741987179487,15.752578020095825,3169.0050946782317,1.0,1.0,1.0,[1.0],0,0.330305224609375,0.9077,0.9077,
0,58,0.00690465833084008,0.03659055400997974,0.9881410256410257,15.70266580581665,3179.0780379156013,1.0,1.0,1.0,[1.0],0,0.3184356414794922,0.9128,0.9128,
0,59,0.005730078684338242,0.031557114341129094,0.9899839743589743,15.73004698753357,3173.5442392233645,1.0,1.0,1.0,[1.0],0,0.32259949645996094,0.9123,0.9123,
0,60,0.004658893490331289,0.02553670858271802,0.991806891025641,15.728269577026367,3173.9028731371745,1.0,1.0,1.0,[1.0],0,0.3155618927001953,0.9136,0.9136,1.8580124002860245
0,61,0.003693604551473573,0.02021146444365,0.9935897435897436,15.745041847229004,3170.521900441027,1.0,1.0,1.0,[1.0],0,0.309326416015625,0.9165,0.9165,
0,62,0.0028364663448087746,0.016082904677097803,0.995332532051282,15.730279445648193,3173.4973413845137,1.0,1.0,1.0,[1.0],0,0.3093895080566406,0.9169,0.9169,
0,63,0.002089480756334372,0.014156219921110628,0.9958133012820513,15.729738473892212,3173.6064832136813,1.0,1.0,1.0,[1.0],0,0.2994218414306641,0.9201,0.9201,
0,64,0.0014543924055040681,0.012438660808719504,0.9964342948717949,15.734916925430298,3172.562031091553,1.0,1.0,1.0,[1.0],0,0.3002264114379883,0.9198,0.9198,
0,65,0.0009326845705882825,0.010752902352191413,0.996895032051282,15.731659889221191,3173.21886892581,1.0,1.0,1.0,[1.0],0,0.29870953369140624,0.9198,0.9198,0.46995984041822364
0,66,0.0005255757244089554,0.010662506421347364,0.9970352564102564,15.712204217910767,3177.148114145235,1.0,1.0,1.0,[1.0],0,0.29726040649414065,0.92,0.92,
0,67,0.0002340166885398898,0.008855636161155044,0.9979767628205128,15.720222473144531,3175.5275782693457,1.0,1.0,1.0,[1.0],0,0.29807230834960935,0.9196,0.9196,
0,68,5.868841261882918e-05,0.00863754237906482,0.998056891025641,15.713499784469604,3176.8861606081095,1.0,1.0,1.0,[1.0],0,0.29720098876953127,0.9211,0.9211,
0,69,3.839580930975473e-10,0.008965366633716398,0.9976963141025641,15.722630262374878,3175.0412727990756,1.0,1.0,1.0,[1.0],0,0.2975236206054688,0.9204,0.9204,0.41332717631720906
