campaign,arm,seed,epoch,update,lr_last_update,online_train_loss_epoch,state_resolution,state_level,per_site_sigma_max,bn,current_probe500_acc,current_probe500_ce,current_test_acc,current_test_ce,target_probe500_acc,target_probe500_ce,target_test_acc,target_test_ce
adamw_long_aug_160,cbs_budget_matched,0,37,14467,0.01749079683423665,0.391032729640007,,0.4782969000000001,0.4782969000000001,saved running statistics,0.874,0.4015071105957031,0.8288,0.5292302429199218,0.644,1.527265869140625,0.6359,1.590058056640625
adamw_long_aug_160,cbs_budget_matched,0,38,14858,0.01735915602019271,0.3852225234413147,,0.4782969000000001,0.4782969000000001,saved running statistics,0.886,0.33756304931640624,0.8318,0.5278847290039063,0.686,1.27603662109375,0.6733,1.3992248901367188
adamw_long_aug_160,cbs_budget_matched,0,39,15249,0.017224672661753915,0.3707762705278397,,0.4782969000000001,0.4782969000000001,saved running statistics,0.89,0.36763848876953126,0.8366,0.5015451614379883,0.716,1.11510791015625,0.7065,1.1217769500732422
adamw_long_aug_160,cbs_budget_matched,0,40,15640,0.01708739870440365,0.36972340950012206,,0.4782969000000001,0.4782969000000001,saved running statistics,0.878,0.39255380249023436,0.8246,0.5478081756591797,0.63,1.5872120361328126,0.6277,1.5299093139648436
adamw_long_aug_160,cbs_budget_matched,0,41,16031,0.01694738717152081,0.36166619428634644,,0.4304672100000001,0.4304672100000001,saved running statistics,0.898,0.3025137939453125,0.8408,0.4677136734008789,0.772,0.7796543579101562,0.7548,0.8950326324462891
adamw_long_aug_160,cbs_budget_matched,0,42,16422,0.016804692143899024,0.3427382547044754,,0.4304672100000001,0.4304672100000001,saved running statistics,0.882,0.3440945434570313,0.8362,0.4805992385864258,0.812,0.585314453125,0.7854,0.7187877044677734
adamw_long_aug_160,cbs_budget_matched,0,43,16813,0.016659368738857427,0.3343086389684677,,0.4304672100000001,0.4304672100000001,saved running statistics,0.898,0.29587493896484374,0.8466,0.4727922592163086,0.816,0.6188251953125,0.7929,0.7365673370361329
adamw_long_aug_160,cbs_budget_matched,0,44,17204,0.016511473088951074,0.3266129115867615,,0.4304672100000001,0.4304672100000001,saved running statistics,0.916,0.2654400634765625,0.8505,0.4608138687133789,0.85,0.5768070068359376,0.7929,0.7291841033935547
adamw_long_aug_160,cbs_budget_matched,0,45,17595,0.016361062320289194,0.31937667937278746,,0.4304672100000001,0.4304672100000001,saved running statistics,0.894,0.29474395751953125,0.85,0.4638167984008789,0.82,0.6286383056640625,0.7947,0.7342030822753907
adamw_long_aug_160,cbs_budget_matched,0,46,17986,0.016208194530469698,0.31692360520362856,,0.3874204890000001,0.3874204890000001,saved running statistics,0.914,0.2696766052246094,0.8541,0.4491017532348633,0.882,0.3551893310546875,0.8381,0.5299511199951172
adamw_long_aug_160,cbs_budget_matched,0,47,18377,0.016052928766138407,0.3063768278861046,,0.3874204890000001,0.3874204890000001,saved running statistics,0.904,0.28655804443359373,0.8491,0.46235975189208983,0.858,0.41331097412109374,0.8228,0.6024532196044922
adamw_long_aug_160,cbs_budget_matched,0,48,18768,0.01589532500018174,0.29715507020950316,,0.3874204890000001,0.3874204890000001,saved running statistics,0.91,0.2718599853515625,0.8534,0.4533398223876953,0.874,0.35809869384765625,0.8339,0.5489450485229492
adamw_long_aug_160,cbs_budget_matched,0,49,19159,0.015735444108561595,0.2906108591377735,,0.3874204890000001,0.3874204890000001,saved running statistics,0.902,0.2743869934082031,0.8512,0.46044424743652346,0.872,0.3888379516601562,0.8207,0.593472216796875
adamw_long_aug_160,cbs_budget_matched,0,50,19550,0.015573347846801444,0.2827177820622921,,0.3874204890000001,0.3874204890000001,saved running statistics,0.912,0.22410301208496095,0.8596,0.4451221939086914,0.884,0.3414288940429687,0.8346,0.5785957763671875
adamw_long_aug_160,cbs_budget_matched,0,51,19941,0.015409098826132665,0.27400153594374654,,0.3486784401000001,0.3486784401000001,saved running statistics,0.926,0.22433230590820313,0.8579,0.44694079895019534,0.92,0.26835888671875,0.8484,0.49417972106933594
adamw_long_aug_160,cbs_budget_matched,0,52,20332,0.015242760489310343,0.2717538107538223,,0.3486784401000001,0.3486784401000001,saved running statistics,0.922,0.23859515380859375,0.8592,0.4628216232299805,0.912,0.2415861358642578,0.8579,0.4769326248168945
adamw_long_aug_160,cbs_budget_matched,0,53,20723,0.015074397086107916,0.272082287851572,,0.3486784401000001,0.3486784401000001,saved running statistics,0.932,0.19945233154296876,0.8618,0.4401170654296875,0.926,0.22310020446777343,0.8565,0.4704270233154297
adamw_long_aug_160,cbs_budget_matched,0,54,21114,0.014904073648500079,0.2593801240766048,,0.3486784401000001,0.3486784401000001,saved running statistics,0.94,0.18017083740234374,0.8675,0.4211278030395508,0.936,0.20089060974121092,0.862,0.45912156982421876
adamw_long_aug_160,cbs_budget_matched,0,55,21505,0.014731855965543557,0.2532769396841526,,0.3486784401000001,0.3486784401000001,saved running statistics,0.928,0.20761920166015624,0.857,0.46485479583740236,0.924,0.21795301818847657,0.8549,0.48562514495849607
adamw_long_aug_160,cbs_budget_matched,0,56,21896,0.014557810557965465,0.25168965944647786,,0.3486784401000001,0.3486784401000001,saved running statistics,0.938,0.20205242919921876,0.867,0.4197283645629883,0.924,0.22955931091308593,0.8626,0.45210960540771483
adamw_long_aug_160,cbs_budget_matched,0,57,22287,0.014382004652469027,0.24067801379859446,,0.31381059609000006,0.31381059609000006,saved running statistics,0.926,0.19338856506347657,0.8632,0.43953943634033205,0.924,0.20158349609375,0.8635,0.44689127197265627
adamw_long_aug_160,cbs_budget_matched,0,58,22678,0.01420450615576662,0.23888632288455963,,0.31381059609000006,0.31381059609000006,saved running statistics,0.934,0.21704119873046876,0.8563,0.4832820541381836,0.922,0.22787245178222656,0.8537,0.4984775695800781
adamw_long_aug_160,cbs_budget_matched,0,59,23069,0.014025383628350183,0.23299341804146767,,0.31381059609000006,0.31381059609000006,saved running statistics,0.922,0.2219365997314453,0.8537,0.5075351318359375,0.914,0.23554995727539063,0.8519,0.5244053527832031
adamw_long_aug_160,cbs_budget_matched,0,60,23460,0.013844706258009024,0.22760558231532574,,0.31381059609000006,0.31381059609000006,saved running statistics,0.94,0.16467182922363283,0.8673,0.44550386505126954,0.932,0.17311805725097656,0.8661,0.456985514831543
adamw_long_aug_160,cbs_budget_matched,0,61,23851,0.013662543833105419,0.2199601270377636,,0.31381059609000006,0.31381059609000006,saved running statistics,0.94,0.15216709899902345,0.8656,0.4439322280883789,0.944,0.15717936706542968,0.8643,0.4564450927734375
adamw_long_aug_160,cbs_budget_matched,0,62,24242,0.013478966715618159,0.2183141403722763,,0.2824295364810001,0.2824295364810001,saved running statistics,0.936,0.1682761688232422,0.8697,0.4433711639404297,0.936,0.16775885009765626,0.8696,0.4438638916015625
adamw_long_aug_160,cbs_budget_matched,0,63,24633,0.013294045813964588,0.21171082477927208,,0.2824295364810001,0.2824295364810001,saved running statistics,0.94,0.15583840942382812,0.868,0.4522767501831055,0.942,0.15515438842773438,0.8681,0.4543648635864258
adamw_long_aug_160,cbs_budget_matched,0,64,25024,0.013107852555611534,0.20932562506377697,,0.2824295364810001,0.2824295364810001,saved running statistics,0.928,0.19980641174316408,0.8715,0.4337837890625,0.928,0.20113641357421874,0.8704,0.43519342956542967
adamw_long_aug_160,cbs_budget_matched,0,65,25415,0.012920458859485756,0.20208832902908325,,0.2824295364810001,0.2824295364810001,saved running statistics,0.934,0.17260885620117186,0.8695,0.4378198211669922,0.932,0.1739542236328125,0.8698,0.44122877197265625
adamw_long_aug_160,cbs_budget_matched,0,66,25806,0.0127319371081946,0.19883913887292146,,0.2824295364810001,0.2824295364810001,saved running statistics,0.938,0.16993879699707032,0.8745,0.44713963775634763,0.932,0.17171917724609376,0.8744,0.4492927597045898
adamw_long_aug_160,cbs_budget_matched,0,67,26197,0.012542360120067495,0.197320658736825,,0.2541865828329001,0.2541865828329001,saved running statistics,0.952,0.13050224304199218,0.8742,0.42777904357910157,0.952,0.130533447265625,0.8746,0.4281570861816406
adamw_long_aug_160,cbs_budget_matched,0,68,26588,0.0123518011210292,0.19395488367199898,,0.2541865828329001,0.2541865828329001,saved running statistics,0.95,0.14576908874511718,0.8689,0.4490609802246094,0.952,0.1464730224609375,0.8688,0.4497560775756836
adamw_long_aug_160,cbs_budget_matched,0,69,26979,0.012160333716315572,0.18846431978702546,,0.2541865828329001,0.2541865828329001,saved running statistics,0.948,0.15216018676757812,0.8723,0.44134510803222654,0.946,0.15221511840820312,0.872,0.4416861968994141
adamw_long_aug_160,cbs_budget_matched,0,70,27370,0.011968031862042858,0.17965280237972736,,0.2541865828329001,0.2541865828329001,saved running statistics,0.95,0.15306402587890625,0.8648,0.46664159393310545,0.948,0.15391969299316408,0.865,0.46768001403808596
adamw_long_aug_160,cbs_budget_matched,0,71,27761,0.011774969836641416,0.18221853310197592,,0.2541865828329001,0.2541865828329001,saved running statistics,0.962,0.12353230285644531,0.8669,0.46123724822998047,0.962,0.12349150085449219,0.8669,0.4619798370361328
adamw_long_aug_160,cbs_budget_matched,0,72,28152,0.011581222212164979,0.17483197796165942,,0.2287679245496101,0.2287679245496101,saved running statistics,0.952,0.15636822509765624,0.8717,0.4504156463623047,0.952,0.15637379455566405,0.8717,0.4504615509033203
adamw_long_aug_160,cbs_budget_matched,0,73,28543,0.011386863825486484,0.16824367566883563,,0.2287679245496101,0.2287679245496101,saved running statistics,0.96,0.11269792175292968,0.8751,0.4503783218383789,0.96,0.11278174591064453,0.8751,0.45044891052246094
adamw_long_aug_160,cbs_budget_matched,0,74,28934,0.011191969749391599,0.16533870072722434,,0.2287679245496101,0.2287679245496101,saved running statistics,0.954,0.1256727523803711,0.8757,0.4405880294799805,0.954,0.12565528106689453,0.8757,0.4406527526855469
adamw_long_aug_160,cbs_budget_matched,0,75,29325,0.010996615263581167,0.1686243703097105,,0.2287679245496101,0.2287679245496101,saved running statistics,0.968,0.1164283447265625,0.8748,0.4404414093017578,0.968,0.11651493835449218,0.875,0.44052133331298826
adamw_long_aug_160,cbs_budget_matched,0,76,29716,0.010800875825593666,0.16046108909413218,,0.2287679245496101,0.2287679245496101,saved running statistics,0.972,0.09699974060058594,0.8757,0.4442742980957031,0.972,0.09701374053955078,0.8758,0.4443483184814453
adamw_long_aug_160,cbs_budget_matched,0,77,30107,0.010604827041659055,0.15640419056475163,,0.20589113209464907,0.20589113209464907,saved running statistics,0.96,0.13559738159179688,0.874,0.4746748626708984,0.96,0.1356092529296875,0.874,0.4746907638549805
adamw_long_aug_160,cbs_budget_matched,0,78,30498,0.010408544637495114,0.15528717484205962,,0.20589113209464907,0.20589113209464907,saved running statistics,0.956,0.10829261779785156,0.8755,0.45047518463134767,0.956,0.10829617309570312,0.8755,0.4504860626220703
adamw_long_aug_160,cbs_budget_matched,0,79,30889,0.01021210442905767,0.15041939428329468,,0.20589113209464907,0.20589113209464907,saved running statistics,0.956,0.11217558288574218,0.8739,0.4662998428344727,0.956,0.11218215942382813,0.8739,0.4663170211791992
adamw_long_aug_160,cbs_budget_matched,0,80,31280,0.01001558229325596,0.14704517497837544,,0.20589113209464907,0.20589113209464907,saved running statistics,0.97,0.10591826629638672,0.8777,0.4560703643798828,0.97,0.1059214324951172,0.8777,0.4560775848388672
adamw_long_aug_160,cbs_budget_matched,0,81,31671,0.009819054138644456,0.14178304490208626,,0.20589113209464907,0.20589113209464907,saved running statistics,0.972,0.11318675231933593,0.8766,0.4614807022094727,0.972,0.113189697265625,0.8766,0.4614882293701172
adamw_long_aug_160,cbs_budget_matched,0,82,32062,0.00962259587610244,0.14248457557559013,,0.18530201888518416,0.18530201888518416,saved running statistics,0.966,0.10204035186767578,0.8825,0.4635946060180664,0.966,0.10204078674316407,0.8825,0.46359517211914064
adamw_long_aug_160,cbs_budget_matched,0,83,32453,0.00942628338951273,0.13822120249688624,,0.18530201888518416,0.18530201888518416,saved running statistics,0.958,0.10194944000244141,0.8764,0.46975415954589844,0.958,0.10195008850097656,0.8764,0.4697546630859375
adamw_long_aug_160,cbs_budget_matched,0,84,32844,0.009230192506450774,0.1309786451253295,,0.18530201888518416,0.18530201888518416,saved running statistics,0.976,0.07166764068603515,0.8788,0.4690373718261719,0.976,0.07166752624511719,0.8788,0.4690375503540039
adamw_long_aug_160,cbs_budget_matched,0,85,33235,0.009034398968895543,0.1282815080872178,,0.18530201888518416,0.18530201888518416,saved running statistics,0.974,0.07492963409423828,0.8795,0.4765639587402344,0.974,0.07492985534667969,0.8795,0.4765648620605469
adamw_long_aug_160,cbs_budget_matched,0,86,33626,0.008838978403973465,0.12888756828784942,,0.18530201888518416,0.18530201888518416,saved running statistics,0.968,0.07814420318603515,0.8804,0.48216689453125,0.968,0.07814451599121094,0.8804,0.4821674987792969
adamw_long_aug_160,cbs_budget_matched,0,87,34017,0.008644006294746716,0.12830830809354782,,0.16677181699666577,0.16677181699666577,saved running statistics,0.978,0.07784104156494141,0.8804,0.4652288711547852,0.978,0.07784100341796875,0.8804,0.46522886657714846
adamw_long_aug_160,cbs_budget_matched,0,88,34408,0.008449557951057177,0.12005415475040675,,0.16677181699666577,0.16677181699666577,saved running statistics,0.978,0.06476487731933593,0.8831,0.4684273635864258,0.978,0.06476486206054688,0.8831,0.46842732543945315
adamw_long_aug_160,cbs_budget_matched,0,89,34799,0.008255708480437279,0.12208198345467448,,0.16677181699666577,0.16677181699666577,saved running statistics,0.97,0.09271823120117187,0.8795,0.48027977752685547,0.97,0.09271825408935547,0.8795,0.48027977142333983
adamw_long_aug_160,cbs_budget_matched,0,90,35190,0.008062532759098998,0.11579273600429296,,0.16677181699666577,0.16677181699666577,saved running statistics,0.978,0.062448219299316404,0.8846,0.46208942260742186,0.978,0.06244842529296875,0.8846,0.462089387512207
adamw_long_aug_160,cbs_budget_matched,0,91,35581,0.007870105403012207,0.11503078739747405,,0.16677181699666577,0.16677181699666577,saved running statistics,0.97,0.08149987030029297,0.8777,0.47859903564453127,0.97,0.081499755859375,0.8777,0.47859898986816407
adamw_long_aug_160,cbs_budget_matched,0,92,35972,0.007678500739083555,0.11012328617706894,,0.15009463529699918,0.15009463529699918,saved running statistics,0.984,0.05927581787109375,0.8817,0.48970213928222656,0.984,0.0592757682800293,0.8817,0.48970215606689455
adamw_long_aug_160,cbs_budget_matched,0,93,36363,0.007487792776446958,0.11092739353649318,,0.15009463529699918,0.15009463529699918,saved running statistics,0.97,0.07786382293701172,0.8829,0.4837316802978516,0.97,0.07786375427246094,0.8829,0.4837316650390625
adamw_long_aug_160,cbs_budget_matched,0,94,36754,0.007298055177876897,0.10452525335006416,,0.15009463529699918,0.15009463529699918,saved running statistics,0.982,0.06091625213623047,0.8838,0.478483723449707,0.982,0.060916374206542966,0.8838,0.47848377075195314
adamw_long_aug_160,cbs_budget_matched,0,95,37145,0.007109361231335446,0.10601082435756921,,0.15009463529699918,0.15009463529699918,saved running statistics,0.978,0.05014012527465821,0.8807,0.47224342803955077,0.978,0.05014013290405273,0.8807,0.4722434875488281
adamw_long_aug_160,cbs_budget_matched,0,96,37536,0.006921783821664097,0.0996644899110496,,0.15009463529699918,0.15009463529699918,saved running statistics,0.974,0.05741392135620117,0.8828,0.48237735595703124,0.974,0.05741386413574219,0.8828,0.4823773422241211
adamw_long_aug_160,cbs_budget_matched,0,97,37927,0.006735395402431312,0.10018524743542075,,0.13508517176729928,0.13508517176729928,saved running statistics,0.978,0.05147296905517578,0.8825,0.4844048919677734,0.978,0.05147296905517578,0.8825,0.4844048919677734
adamw_long_aug_160,cbs_budget_matched,0,98,38318,0.006550267967946605,0.09550392229944468,,0.13508517176729928,0.13508517176729928,saved running statistics,0.982,0.04385077285766602,0.8845,0.48684673156738284,0.982,0.04385077285766602,0.8845,0.48684673156738284
adamw_long_aug_160,cbs_budget_matched,0,99,38709,0.006366473025452088,0.0956620979590714,,0.13508517176729928,0.13508517176729928,saved running statistics,0.974,0.06489921569824218,0.8804,0.5023588714599609,0.974,0.06489921569824218,0.8804,0.5023588714599609
adamw_long_aug_160,cbs_budget_matched,0,100,39100,0.0061840815675020915,0.09328253204852342,,0.13508517176729928,0.13508517176729928,saved running statistics,0.986,0.0524168586730957,0.8844,0.4931265686035156,0.986,0.05241686248779297,0.8844,0.4931265655517578
adamw_long_aug_160,cbs_budget_matched,0,101,39491,0.0060031640445416135,0.09173699843086303,,0.13508517176729928,0.13508517176729928,saved running statistics,0.98,0.04364421463012695,0.8816,0.49155930938720704,0.98,0.04364421463012695,0.8816,0.4915593109130859
adamw_long_aug_160,cbs_budget_matched,0,102,39882,0.005823790337694173,0.08566710959702731,,0.12157665459056935,0.12157665459056935,saved running statistics,0.99,0.035017356872558594,0.8862,0.501332649230957,0.99,0.035017356872558594,0.8862,0.501332649230957
adamw_long_aug_160,cbs_budget_matched,0,103,40273,0.005646029731769546,0.0883483604106307,,0.12157665459056935,0.12157665459056935,saved running statistics,0.994,0.030106365203857424,0.885,0.49560830078125,0.994,0.030106365203857424,0.885,0.49560830078125
adamw_long_aug_160,cbs_budget_matched,0,104,40664,0.005469950888501855,0.08364018983326853,,0.12157665459056935,0.12157665459056935,saved running statistics,0.986,0.04276119995117188,0.8833,0.5132642715454102,0.986,0.04276119995117188,0.8833,0.5132642715454102
adamw_long_aug_160,cbs_budget_matched,0,105,41055,0.005295621820028304,0.0780994969061017,,0.12157665459056935,0.12157665459056935,saved running statistics,0.99,0.03318959808349609,0.8858,0.5071624237060547,0.99,0.03318959808349609,0.8858,0.5071624237060547
adamw_long_aug_160,cbs_budget_matched,0,106,41446,0.005123109862618855,0.079215193355456,,0.12157665459056935,0.12157665459056935,saved running statistics,0.984,0.047346633911132814,0.8828,0.5098340621948242,0.984,0.047346633911132814,0.8828,0.5098340621948242
adamw_long_aug_160,cbs_budget_matched,0,107,41837,0.004952481650666939,0.07675598131667823,,0.10941898913151242,0.10941898913151242,saved running statistics,0.984,0.036469200134277346,0.8847,0.5083228927612304,0.984,0.036469200134277346,0.8847,0.5083228927612304
adamw_long_aug_160,cbs_budget_matched,0,108,42228,0.00478380309095129,0.0775463168304041,,0.10941898913151242,0.10941898913151242,saved running statistics,0.992,0.02360860061645508,0.8885,0.5012364837646485,0.992,0.02360860061645508,0.8885,0.5012364837646485
adamw_long_aug_160,cbs_budget_matched,0,109,42619,0.004617139337178823,0.07242432250499725,,0.10941898913151242,0.10941898913151242,saved running statistics,0.986,0.0409176025390625,0.8877,0.5187306381225586,0.986,0.0409176025390625,0.8877,0.5187306381225586
adamw_long_aug_160,cbs_budget_matched,0,110,43010,0.004452554764818372,0.0691437307138741,,0.10941898913151242,0.10941898913151242,saved running statistics,0.998,0.023940189361572266,0.8866,0.5071877059936524,0.998,0.023940189361572266,0.8866,0.5071877059936524
adamw_long_aug_160,cbs_budget_matched,0,111,43401,0.004290112946235092,0.06977964802481235,,0.10941898913151242,0.10941898913151242,saved running statistics,0.992,0.02699620819091797,0.8856,0.5004217361450195,0.992,0.02699620819091797,0.8856,0.5004217361450195
