campaign,arm,seed,epoch,update,lr_last_update,online_train_loss_epoch,state_resolution,state_level,per_site_sigma_max,bn,current_probe500_acc,current_probe500_ce,current_test_acc,current_test_ce,target_probe500_acc,target_probe500_ce,target_test_acc,target_test_ce
adamw_long_aug_160,cbs_budget_matched,2,6,2346,0.019934112256335054,1.1165321556282044,,0.9,0.9,saved running statistics,0.616,1.150103271484375,0.6187,1.1092795379638671,0.3,4.6401591796875,0.3136,4.6781935546875
adamw_long_aug_160,cbs_budget_matched,2,7,2737,0.01990967103689836,1.0541750918388366,,0.9,0.9,saved running statistics,0.628,1.0314508056640626,0.6466,1.0219444519042968,0.348,3.76638330078125,0.3375,3.7541531860351562
adamw_long_aug_160,cbs_budget_matched,2,8,3128,0.019881402112248807,1.0074018537139893,,0.9,0.9,saved running statistics,0.7,0.9322178344726563,0.6739,0.9394089752197265,0.288,5.11601416015625,0.2986,5.116722216796875
adamw_long_aug_160,cbs_budget_matched,2,9,3519,0.0198493164015289,0.9699905744934082,,0.9,0.9,saved running statistics,0.674,0.9819603881835938,0.668,0.9647773803710937,0.322,3.988196044921875,0.3387,3.9265065673828126
adamw_long_aug_160,cbs_budget_matched,2,10,3910,0.019813426298151263,0.9244630326843262,,0.9,0.9,saved running statistics,0.682,0.895452880859375,0.6689,0.9728837280273438,0.35,3.374555908203125,0.3554,3.337380859375
adamw_long_aug_160,cbs_budget_matched,2,11,4301,0.01977374566501158,0.879553632888794,,0.81,0.81,saved running statistics,0.664,0.9920499267578125,0.6776,0.9175864990234375,0.284,4.68324462890625,0.2974,4.714669897460937
adamw_long_aug_160,cbs_budget_matched,2,12,4692,0.019730289829133895,0.8417523104858399,,0.81,0.81,saved running statistics,0.686,0.8672037353515625,0.7049,0.8574705627441406,0.236,5.966296875,0.2402,6.06439775390625
adamw_long_aug_160,cbs_budget_matched,2,13,5083,0.019683075575750435,0.8088599415016174,,0.81,0.81,saved running statistics,0.74,0.71095361328125,0.7268,0.7670567779541015,0.246,4.9183310546875,0.2773,4.809382177734375
adamw_long_aug_160,cbs_budget_matched,2,14,5474,0.019632121141818108,0.7801516235351562,,0.81,0.81,saved running statistics,0.734,0.7219691772460938,0.7344,0.7798913360595703,0.244,6.0719794921875,0.2467,6.139376147460937
adamw_long_aug_160,cbs_budget_matched,2,15,5865,0.019577446208974347,0.7569269649124145,,0.81,0.81,saved running statistics,0.744,0.7045023803710937,0.7428,0.7650812408447266,0.22,6.64702734375,0.2257,6.61863134765625
adamw_long_aug_160,cbs_budget_matched,2,16,6256,0.019519071895934867,0.7152277617835998,,0.7290000000000001,0.7290000000000001,saved running statistics,0.772,0.6715174560546875,0.7458,0.7560831420898437,0.318,3.92243310546875,0.3106,4.066264123535157
adamw_long_aug_160,cbs_budget_matched,2,17,6647,0.01945702075033636,0.6886163338375092,,0.7290000000000001,0.7290000000000001,saved running statistics,0.75,0.759593505859375,0.7244,0.8494984649658203,0.22,6.3360908203125,0.2511,6.22809296875
adamw_long_aug_160,cbs_budget_matched,2,18,7038,0.01939131674002727,0.6730527152729034,,0.7290000000000001,0.7290000000000001,saved running statistics,0.794,0.5864615478515625,0.7682,0.67783447265625,0.252,6.0476162109375,0.2509,5.980340161132813
adamw_long_aug_160,cbs_budget_matched,2,19,7429,0.01932198524380996,0.6495668702793121,,0.7290000000000001,0.7290000000000001,saved running statistics,0.788,0.5964954223632812,0.7731,0.6710938873291016,0.234,5.6525888671875,0.2363,5.662955493164063
adamw_long_aug_160,cbs_budget_matched,2,20,7820,0.019249053041637928,0.6334521554088592,,0.7290000000000001,0.7290000000000001,saved running statistics,0.77,0.6194469604492188,0.7719,0.6985805236816406,0.242,5.56319775390625,0.254,5.616857495117188
adamw_long_aug_160,cbs_budget_matched,2,21,8211,0.019172548304271765,0.6036425821304321,,0.6561,0.6561,saved running statistics,0.788,0.5436286010742187,0.78,0.6510162750244141,0.316,4.21141845703125,0.312,4.417234826660156
adamw_long_aug_160,cbs_budget_matched,2,22,8602,0.01909250058239797,0.5827742558574677,,0.6561,0.6561,saved running statistics,0.8,0.5686759033203125,0.7722,0.6676776733398437,0.344,4.80022509765625,0.3152,4.806001953125
adamw_long_aug_160,cbs_budget_matched,2,23,8993,0.019008940795214677,0.5722410711669922,,0.6561,0.6561,saved running statistics,0.828,0.5290238037109375,0.7895,0.6268601593017578,0.31,4.6114443359375,0.306,4.813329418945313
adamw_long_aug_160,cbs_budget_matched,2,24,9384,0.01892190121848885,0.553799285774231,,0.6561,0.6561,saved running statistics,0.814,0.5096007690429688,0.8015,0.5923306060791016,0.232,8.71728515625,0.2051,8.762278002929687
adamw_long_aug_160,cbs_budget_matched,2,25,9775,0.018831415472089424,0.5433486804008484,,0.6561,0.6561,saved running statistics,0.83,0.4726171264648438,0.7958,0.6009935668945312,0.202,9.001234375,0.1854,9.082841064453126
adamw_long_aug_160,cbs_budget_matched,2,26,10166,0.01873751850700135,0.5246851499319076,,0.5904900000000001,0.5904900000000001,saved running statistics,0.824,0.4689264526367187,0.7946,0.6172511352539063,0.376,4.2399130859375,0.3572,4.34332265625
adamw_long_aug_160,cbs_budget_matched,2,27,10557,0.018640246591825404,0.5052738659906387,,0.5904900000000001,0.5904900000000001,saved running statistics,0.846,0.4663451843261719,0.8062,0.5874616104125977,0.356,4.721712890625,0.329,4.84571298828125
adamw_long_aug_160,cbs_budget_matched,2,28,10948,0.018539637298769125,0.4968671852016449,,0.5904900000000001,0.5904900000000001,saved running statistics,0.842,0.45714703369140625,0.8122,0.5625525329589843,0.294,6.39920458984375,0.2717,6.552293139648437
adamw_long_aug_160,cbs_budget_matched,2,29,11339,0.01843572948913417,0.47979438759326937,,0.5904900000000001,0.5904900000000001,saved running statistics,0.852,0.41433990478515625,0.8139,0.5591462036132813,0.344,4.57904150390625,0.3397,4.695562524414062
adamw_long_aug_160,cbs_budget_matched,2,30,11730,0.018328563298305768,0.4686275468301773,,0.5904900000000001,0.5904900000000001,saved running statistics,0.86,0.39149346923828127,0.8136,0.5522760879516602,0.324,4.8392802734375,0.3067,5.110977514648438
adamw_long_aug_160,cbs_budget_matched,2,31,12121,0.018218180120250053,0.4531606573104858,,0.531441,0.531441,saved running statistics,0.862,0.3976209716796875,0.8264,0.5248051208496094,0.506,2.28703759765625,0.4886,2.5480358032226564
adamw_long_aug_160,cbs_budget_matched,2,32,12512,0.018104622591525243,0.43619797458410264,,0.531441,0.531441,saved running statistics,0.856,0.39413876342773435,0.824,0.5469486602783203,0.382,4.077156982421875,0.3648,4.1976732421875
adamw_long_aug_160,cbs_budget_matched,2,33,12903,0.01798793457481285,0.42652970562458037,,0.531441,0.531441,saved running statistics,0.854,0.3622342834472656,0.8234,0.546190576171875,0.45,3.525220703125,0.4246,3.7136307739257814
adamw_long_aug_160,cbs_budget_matched,2,34,13294,0.017868161141975328,0.41733308212280273,,0.531441,0.531441,saved running statistics,0.852,0.390724609375,0.8232,0.5380732849121094,0.476,2.89808740234375,0.4707,2.9478989868164063
adamw_long_aug_160,cbs_budget_matched,2,35,13685,0.0177453485566466,0.4096680195236206,,0.531441,0.531441,saved running statistics,0.876,0.3566597900390625,0.8236,0.5315481399536133,0.508,2.58331884765625,0.4906,2.734112048339844
adamw_long_aug_160,cbs_budget_matched,2,36,14076,0.017619544256362325,0.3929232175254822,,0.4782969000000001,0.4782969000000001,saved running statistics,0.898,0.3351954345703125,0.8358,0.49941036529541016,0.696,1.2226837158203125,0.6677,1.3456832458496093
adamw_long_aug_160,cbs_budget_matched,2,37,14467,0.01749079683423665,0.38095813782930377,,0.4782969000000001,0.4782969000000001,saved running statistics,0.868,0.3356237182617188,0.8404,0.4882441192626953,0.722,1.0271104736328125,0.7068,1.1450050842285155
adamw_long_aug_160,cbs_budget_matched,2,38,14858,0.01735915602019271,0.37592340307235717,,0.4782969000000001,0.4782969000000001,saved running statistics,0.878,0.32939212036132814,0.8385,0.4952819610595703,0.728,1.004168212890625,0.7034,1.1184763427734374
adamw_long_aug_160,cbs_budget_matched,2,39,15249,0.017224672661753915,0.361405602812767,,0.4782969000000001,0.4782969000000001,saved running statistics,0.886,0.3400740966796875,0.8393,0.48989036712646483,0.694,1.174862060546875,0.688,1.2268738708496094
adamw_long_aug_160,cbs_budget_matched,2,40,15640,0.01708739870440365,0.35615039575576785,,0.4782969000000001,0.4782969000000001,saved running statistics,0.9,0.3001695251464844,0.8509,0.461995280456543,0.722,1.21107421875,0.69,1.267992803955078
adamw_long_aug_160,cbs_budget_matched,2,41,16031,0.01694738717152081,0.35055586171150205,,0.4304672100000001,0.4304672100000001,saved running statistics,0.888,0.306650146484375,0.8405,0.48944921875,0.8,0.6562548217773437,0.7801,0.7355643585205078
adamw_long_aug_160,cbs_budget_matched,2,42,16422,0.016804692143899024,0.33697982773303986,,0.4304672100000001,0.4304672100000001,saved running statistics,0.906,0.2672924194335938,0.8552,0.456309162902832,0.85,0.4572437744140625,0.8115,0.6439574249267578
adamw_long_aug_160,cbs_budget_matched,2,43,16813,0.016659368738857427,0.33329093020915984,,0.4304672100000001,0.4304672100000001,saved running statistics,0.908,0.2615247802734375,0.8454,0.4752322448730469,0.838,0.4973494873046875,0.8018,0.6886045837402344
adamw_long_aug_160,cbs_budget_matched,2,44,17204,0.016511473088951074,0.3184721446597576,,0.4304672100000001,0.4304672100000001,saved running statistics,0.896,0.2723226013183594,0.8531,0.4595132797241211,0.824,0.5389647216796875,0.7921,0.7297696380615234
adamw_long_aug_160,cbs_budget_matched,2,45,17595,0.016361062320289194,0.3137389286828041,,0.4304672100000001,0.4304672100000001,saved running statistics,0.91,0.2388231964111328,0.8506,0.45762562408447266,0.822,0.5410333251953126,0.7963,0.7351359954833985
adamw_long_aug_160,cbs_budget_matched,2,46,17986,0.016208194530469698,0.3085285970950127,,0.3874204890000001,0.3874204890000001,saved running statistics,0.914,0.24452389526367188,0.8584,0.45435065460205076,0.892,0.3217720947265625,0.835,0.5501395889282227
adamw_long_aug_160,cbs_budget_matched,2,47,18377,0.016052928766138407,0.3027902150845528,,0.3874204890000001,0.3874204890000001,saved running statistics,0.936,0.1906881103515625,0.8602,0.4601812957763672,0.9,0.2805139465332031,0.8388,0.5655483032226563
adamw_long_aug_160,cbs_budget_matched,2,48,18768,0.01589532500018174,0.2923423902797699,,0.3874204890000001,0.3874204890000001,saved running statistics,0.932,0.19209805297851562,0.8543,0.45507256011962893,0.898,0.3124683837890625,0.8341,0.5542735092163086
adamw_long_aug_160,cbs_budget_matched,2,49,19159,0.015735444108561595,0.29144339012146,,0.3874204890000001,0.3874204890000001,saved running statistics,0.902,0.23529632568359374,0.8567,0.44172281951904296,0.886,0.33549560546875,0.8437,0.5215225280761718
adamw_long_aug_160,cbs_budget_matched,2,50,19550,0.015573347846801444,0.27689679597377775,,0.3874204890000001,0.3874204890000001,saved running statistics,0.916,0.2248748779296875,0.8599,0.4610987274169922,0.888,0.3414861145019531,0.8371,0.5816046081542968
adamw_long_aug_160,cbs_budget_matched,2,51,19941,0.015409098826132665,0.27402947083234785,,0.3486784401000001,0.3486784401000001,saved running statistics,0.922,0.21091754150390624,0.8623,0.4567551544189453,0.904,0.25197784423828123,0.8546,0.49216688385009766
adamw_long_aug_160,cbs_budget_matched,2,52,20332,0.015242760489310343,0.2641643680214882,,0.3486784401000001,0.3486784401000001,saved running statistics,0.922,0.21531207275390624,0.8667,0.4289782241821289,0.916,0.2385210876464844,0.8642,0.4555471267700195
adamw_long_aug_160,cbs_budget_matched,2,53,20723,0.015074397086107916,0.2621677311515808,,0.3486784401000001,0.3486784401000001,saved running statistics,0.924,0.17547666931152345,0.868,0.42435734252929685,0.918,0.18738348388671874,0.8634,0.4476345092773438
adamw_long_aug_160,cbs_budget_matched,2,54,21114,0.014904073648500079,0.2583149349498749,,0.3486784401000001,0.3486784401000001,saved running statistics,0.954,0.14440414428710938,0.8717,0.4029116165161133,0.942,0.1583557891845703,0.8687,0.4234329315185547
adamw_long_aug_160,cbs_budget_matched,2,55,21505,0.014731855965543557,0.2529556494092941,,0.3486784401000001,0.3486784401000001,saved running statistics,0.944,0.17162442016601562,0.8603,0.45167701416015626,0.924,0.19781980895996093,0.8514,0.49028895416259766
adamw_long_aug_160,cbs_budget_matched,2,56,21896,0.014557810557965465,0.24752169929385184,,0.3486784401000001,0.3486784401000001,saved running statistics,0.946,0.15196975708007812,0.8632,0.4430462890625,0.944,0.17463380432128905,0.857,0.474455517578125
adamw_long_aug_160,cbs_budget_matched,2,57,22287,0.014382004652469027,0.24258025069832803,,0.31381059609000006,0.31381059609000006,saved running statistics,0.94,0.150395263671875,0.8716,0.4207660125732422,0.94,0.1559232177734375,0.8705,0.43037955017089846
adamw_long_aug_160,cbs_budget_matched,2,58,22678,0.01420450615576662,0.23751180381536482,,0.31381059609000006,0.31381059609000006,saved running statistics,0.932,0.17271304321289063,0.8681,0.43017962493896483,0.924,0.17757406616210938,0.8675,0.4378951034545898
adamw_long_aug_160,cbs_budget_matched,2,59,23069,0.014025383628350183,0.2293853001666069,,0.31381059609000006,0.31381059609000006,saved running statistics,0.934,0.171331298828125,0.8665,0.4306076644897461,0.93,0.1780572509765625,0.8651,0.43902950744628905
adamw_long_aug_160,cbs_budget_matched,2,60,23460,0.013844706258009024,0.22571511731147767,,0.31381059609000006,0.31381059609000006,saved running statistics,0.946,0.15820919799804686,0.8675,0.4528108367919922,0.93,0.16927023315429687,0.8641,0.468312744140625
adamw_long_aug_160,cbs_budget_matched,2,61,23851,0.013662543833105419,0.22579139531493186,,0.31381059609000006,0.31381059609000006,saved running statistics,0.944,0.16995758056640625,0.8685,0.44500823974609377,0.946,0.1752249755859375,0.8661,0.4566568130493164
adamw_long_aug_160,cbs_budget_matched,2,62,24242,0.013478966715618159,0.21625113974809645,,0.2824295364810001,0.2824295364810001,saved running statistics,0.962,0.13781588745117188,0.8677,0.4502426727294922,0.956,0.13913287353515624,0.8673,0.45441656494140625
adamw_long_aug_160,cbs_budget_matched,2,63,24633,0.013294045813964588,0.2059347634896636,,0.2824295364810001,0.2824295364810001,saved running statistics,0.958,0.12230123138427734,0.8721,0.43025666198730467,0.958,0.12342327117919921,0.8724,0.4330929244995117
adamw_long_aug_160,cbs_budget_matched,2,64,25024,0.013107852555611534,0.20946029742479325,,0.2824295364810001,0.2824295364810001,saved running statistics,0.94,0.15202110290527343,0.8667,0.46640387573242187,0.94,0.15400715637207033,0.8655,0.4693098419189453
adamw_long_aug_160,cbs_budget_matched,2,65,25415,0.012920458859485756,0.20484798147678376,,0.2824295364810001,0.2824295364810001,saved running statistics,0.966,0.10474517822265625,0.874,0.42640170593261717,0.964,0.10585449981689453,0.8741,0.42901513671875
adamw_long_aug_160,cbs_budget_matched,2,66,25806,0.0127319371081946,0.1971319025695324,,0.2824295364810001,0.2824295364810001,saved running statistics,0.954,0.13645414733886718,0.8705,0.44719269409179685,0.952,0.1366427001953125,0.8711,0.4485396713256836
adamw_long_aug_160,cbs_budget_matched,2,67,26197,0.012542360120067495,0.19530253922224045,,0.2541865828329001,0.2541865828329001,saved running statistics,0.952,0.12674534606933593,0.8714,0.45415716857910154,0.952,0.1266551055908203,0.8712,0.4547243362426758
adamw_long_aug_160,cbs_budget_matched,2,68,26588,0.0123518011210292,0.189051593644619,,0.2541865828329001,0.2541865828329001,saved running statistics,0.946,0.14531661987304687,0.8777,0.4322470520019531,0.942,0.1457039337158203,0.8781,0.43287176666259763
adamw_long_aug_160,cbs_budget_matched,2,69,26979,0.012160333716315572,0.186824187245667,,0.2541865828329001,0.2541865828329001,saved running statistics,0.952,0.13775457763671875,0.8721,0.43179125061035156,0.952,0.13794528198242187,0.872,0.43238934326171874
adamw_long_aug_160,cbs_budget_matched,2,70,27370,0.011968031862042858,0.1863074270182848,,0.2541865828329001,0.2541865828329001,saved running statistics,0.954,0.13114170837402345,0.8741,0.44801714630126954,0.956,0.1315797424316406,0.8743,0.4487710189819336
adamw_long_aug_160,cbs_budget_matched,2,71,27761,0.011774969836641416,0.17752683845639228,,0.2541865828329001,0.2541865828329001,saved running statistics,0.952,0.12463446044921875,0.8789,0.4242764373779297,0.95,0.12488710784912109,0.8784,0.42463839721679686
adamw_long_aug_160,cbs_budget_matched,2,72,28152,0.011581222212164979,0.1783489508855343,,0.2287679245496101,0.2287679245496101,saved running statistics,0.962,0.09629666137695313,0.8734,0.4611621780395508,0.962,0.09636491394042969,0.8734,0.46126985931396486
adamw_long_aug_160,cbs_budget_matched,2,73,28543,0.011386863825486484,0.17174290520846844,,0.2287679245496101,0.2287679245496101,saved running statistics,0.964,0.10903658294677734,0.8731,0.4526928375244141,0.964,0.10911500549316407,0.8731,0.4528515975952148
adamw_long_aug_160,cbs_budget_matched,2,74,28934,0.011191969749391599,0.16622029632642865,,0.2287679245496101,0.2287679245496101,saved running statistics,0.944,0.13190484619140624,0.8714,0.47046277465820313,0.944,0.13197433471679687,0.8714,0.4705775436401367
adamw_long_aug_160,cbs_budget_matched,2,75,29325,0.010996615263581167,0.17023471717134117,,0.2287679245496101,0.2287679245496101,saved running statistics,0.956,0.10030402374267579,0.8803,0.4371475433349609,0.956,0.10033076477050781,0.8803,0.43726612396240233
adamw_long_aug_160,cbs_budget_matched,2,76,29716,0.010800875825593666,0.16434578391969204,,0.2287679245496101,0.2287679245496101,saved running statistics,0.966,0.09247767639160157,0.8765,0.44851174926757814,0.966,0.09246910095214844,0.8764,0.44866744079589843
adamw_long_aug_160,cbs_budget_matched,2,77,30107,0.010604827041659055,0.15339933327257632,,0.20589113209464907,0.20589113209464907,saved running statistics,0.952,0.1132317657470703,0.874,0.4582859909057617,0.952,0.11323324584960938,0.8741,0.45830003662109375
adamw_long_aug_160,cbs_budget_matched,2,78,30498,0.010408544637495114,0.1561156992956996,,0.20589113209464907,0.20589113209464907,saved running statistics,0.962,0.1131739730834961,0.8773,0.4573628631591797,0.962,0.11317435455322265,0.8773,0.45737738342285156
adamw_long_aug_160,cbs_budget_matched,2,79,30889,0.01021210442905767,0.14894867831856012,,0.20589113209464907,0.20589113209464907,saved running statistics,0.958,0.09284015655517579,0.8797,0.4506506637573242,0.958,0.09284833526611327,0.8797,0.4506637176513672
adamw_long_aug_160,cbs_budget_matched,2,80,31280,0.01001558229325596,0.14852828469604254,,0.20589113209464907,0.20589113209464907,saved running statistics,0.968,0.09267169952392579,0.8764,0.47935664672851563,0.968,0.09267506408691406,0.8764,0.47937250213623045
adamw_long_aug_160,cbs_budget_matched,2,81,31671,0.009819054138644456,0.1452511639007926,,0.20589113209464907,0.20589113209464907,saved running statistics,0.98,0.07796910858154296,0.8766,0.46935639038085936,0.98,0.0779708480834961,0.8766,0.4693640670776367
adamw_long_aug_160,cbs_budget_matched,2,82,32062,0.00962259587610244,0.14338128213107587,,0.18530201888518416,0.18530201888518416,saved running statistics,0.974,0.08983662414550782,0.874,0.46755840759277345,0.974,0.08983673095703125,0.874,0.4675593795776367
adamw_long_aug_160,cbs_budget_matched,2,83,32453,0.00942628338951273,0.13971543905586004,,0.18530201888518416,0.18530201888518416,saved running statistics,0.964,0.09972795104980468,0.8762,0.45194166870117186,0.964,0.09972789764404297,0.8762,0.45194232788085936
adamw_long_aug_160,cbs_budget_matched,2,84,32844,0.009230192506450774,0.134827501084432,,0.18530201888518416,0.18530201888518416,saved running statistics,0.966,0.0864555435180664,0.8755,0.49107269287109373,0.966,0.08645655822753906,0.8755,0.49107416229248047
adamw_long_aug_160,cbs_budget_matched,2,85,33235,0.009034398968895543,0.137837791736722,,0.18530201888518416,0.18530201888518416,saved running statistics,0.972,0.07270052337646485,0.8775,0.46360716400146484,0.972,0.07270037841796875,0.8775,0.463608154296875
adamw_long_aug_160,cbs_budget_matched,2,86,33626,0.008838978403973465,0.12973805918097497,,0.18530201888518416,0.18530201888518416,saved running statistics,0.984,0.054249359130859376,0.878,0.47267436676025393,0.984,0.05424962615966797,0.878,0.4726757354736328
adamw_long_aug_160,cbs_budget_matched,2,87,34017,0.008644006294746716,0.126633537247926,,0.16677181699666577,0.16677181699666577,saved running statistics,0.982,0.07363349914550782,0.8764,0.5100893524169922,0.982,0.07363346862792969,0.8764,0.5100893478393554
adamw_long_aug_160,cbs_budget_matched,2,88,34408,0.008449557951057177,0.12229696117267012,,0.16677181699666577,0.16677181699666577,saved running statistics,0.98,0.06214543914794922,0.8753,0.4803123825073242,0.98,0.06214548492431641,0.8753,0.4803123229980469
adamw_long_aug_160,cbs_budget_matched,2,89,34799,0.008255708480437279,0.12113293646246195,,0.16677181699666577,0.16677181699666577,saved running statistics,0.978,0.06687507629394532,0.8777,0.4796685241699219,0.978,0.06687515258789062,0.8777,0.4796684295654297
adamw_long_aug_160,cbs_budget_matched,2,90,35190,0.008062532759098998,0.11962461812615395,,0.16677181699666577,0.16677181699666577,saved running statistics,0.96,0.09125248718261719,0.8755,0.5048445678710938,0.96,0.09125238037109375,0.8755,0.5048446105957032
adamw_long_aug_160,cbs_budget_matched,2,91,35581,0.007870105403012207,0.1169670168940723,,0.16677181699666577,0.16677181699666577,saved running statistics,0.974,0.07252313232421875,0.8814,0.4789155410766602,0.974,0.07252307891845704,0.8814,0.4789155288696289
adamw_long_aug_160,cbs_budget_matched,2,92,35972,0.007678500739083555,0.11383246760755777,,0.15009463529699918,0.15009463529699918,saved running statistics,0.976,0.05067019653320313,0.8819,0.47537630310058593,0.976,0.05067018508911133,0.8819,0.47537625732421873
adamw_long_aug_160,cbs_budget_matched,2,93,36363,0.007487792776446958,0.11041085260927677,,0.15009463529699918,0.15009463529699918,saved running statistics,0.986,0.036016780853271486,0.8814,0.48548118286132813,0.986,0.036016819000244144,0.8814,0.48548114624023436
adamw_long_aug_160,cbs_budget_matched,2,94,36754,0.007298055177876897,0.1099027573543787,,0.15009463529699918,0.15009463529699918,saved running statistics,0.986,0.048243560791015626,0.8812,0.48201731872558595,0.986,0.048243667602539064,0.8812,0.4820173416137695
adamw_long_aug_160,cbs_budget_matched,2,95,37145,0.007109361231335446,0.10820227386444807,,0.15009463529699918,0.15009463529699918,saved running statistics,0.972,0.0659949951171875,0.8819,0.49663331451416015,0.972,0.06599497985839843,0.8819,0.49663334045410157
adamw_long_aug_160,cbs_budget_matched,2,96,37536,0.006921783821664097,0.10347720842406154,,0.15009463529699918,0.15009463529699918,saved running statistics,0.978,0.05087294387817383,0.8805,0.5036689071655274,0.978,0.05087295150756836,0.8805,0.5036689178466797
adamw_long_aug_160,cbs_budget_matched,2,97,37927,0.006735395402431312,0.10371265484176576,,0.13508517176729928,0.13508517176729928,saved running statistics,0.984,0.048823162078857424,0.8865,0.4698783218383789,0.984,0.048823162078857424,0.8865,0.4698783203125
adamw_long_aug_160,cbs_budget_matched,2,98,38318,0.006550267967946605,0.10015216915532947,,0.13508517176729928,0.13508517176729928,saved running statistics,0.984,0.052677989959716794,0.8818,0.4901033416748047,0.984,0.052677989959716794,0.8818,0.4901033432006836
adamw_long_aug_160,cbs_budget_matched,2,99,38709,0.006366473025452088,0.09815986871682107,,0.13508517176729928,0.13508517176729928,saved running statistics,0.992,0.04493653106689453,0.881,0.4970748764038086,0.992,0.04493653106689453,0.881,0.4970748764038086
adamw_long_aug_160,cbs_budget_matched,2,100,39100,0.0061840815675020915,0.09600379980877041,,0.13508517176729928,0.13508517176729928,saved running statistics,0.988,0.04442124176025391,0.8807,0.4889169876098633,0.988,0.04442124176025391,0.8807,0.4889169876098633
adamw_long_aug_160,cbs_budget_matched,2,101,39491,0.0060031640445416135,0.09118021920859813,,0.13508517176729928,0.13508517176729928,saved running statistics,0.982,0.04470039749145508,0.8839,0.49333916015625,0.982,0.04470039749145508,0.8839,0.49333916015625
adamw_long_aug_160,cbs_budget_matched,2,102,39882,0.005823790337694173,0.09232999416276813,,0.12157665459056935,0.12157665459056935,saved running statistics,0.98,0.04650667572021484,0.8845,0.49655213775634766,0.98,0.04650667572021484,0.8845,0.49655213775634766
adamw_long_aug_160,cbs_budget_matched,2,103,40273,0.005646029731769546,0.08523363360367715,,0.12157665459056935,0.12157665459056935,saved running statistics,0.986,0.04094941711425781,0.8855,0.49508362121582034,0.986,0.04094941711425781,0.8855,0.49508362121582034
adamw_long_aug_160,cbs_budget_matched,2,104,40664,0.005469950888501855,0.08859766182251275,,0.12157665459056935,0.12157665459056935,saved running statistics,0.982,0.045339927673339844,0.8869,0.5024891708374023,0.982,0.045339927673339844,0.8869,0.5024891708374023
adamw_long_aug_160,cbs_budget_matched,2,105,41055,0.005295621820028304,0.08352393793314696,,0.12157665459056935,0.12157665459056935,saved running statistics,0.988,0.02950603485107422,0.8881,0.49040026245117185,0.988,0.02950603485107422,0.8881,0.49040026245117185
adamw_long_aug_160,cbs_budget_matched,2,106,41446,0.005123109862618855,0.0843915370438993,,0.12157665459056935,0.12157665459056935,saved running statistics,0.984,0.046442413330078126,0.8841,0.5151318786621094,0.984,0.046442413330078126,0.8841,0.5151318786621094
adamw_long_aug_160,cbs_budget_matched,2,107,41837,0.004952481650666939,0.07921680866070091,,0.10941898913151242,0.10941898913151242,saved running statistics,0.986,0.0388695182800293,0.8813,0.5012071975708008,0.986,0.0388695182800293,0.8813,0.5012071975708008
adamw_long_aug_160,cbs_budget_matched,2,108,42228,0.00478380309095129,0.07923922597065568,,0.10941898913151242,0.10941898913151242,saved running statistics,0.988,0.03910803985595703,0.882,0.5046504425048828,0.988,0.03910803985595703,0.882,0.5046504425048828
adamw_long_aug_160,cbs_budget_matched,2,109,42619,0.004617139337178823,0.07554692633289843,,0.10941898913151242,0.10941898913151242,saved running statistics,0.994,0.023450340270996094,0.884,0.5014706039428711,0.994,0.023450340270996094,0.884,0.5014706039428711
adamw_long_aug_160,cbs_budget_matched,2,110,43010,0.004452554764818372,0.07391947330325842,,0.10941898913151242,0.10941898913151242,saved running statistics,0.992,0.026885820388793946,0.8843,0.5250048278808593,0.992,0.026885820388793946,0.8843,0.5250048278808593
adamw_long_aug_160,cbs_budget_matched,2,111,43401,0.004290112946235092,0.07226409100919962,,0.10941898913151242,0.10941898913151242,saved running statistics,0.988,0.028293907165527345,0.8862,0.5278725280761719,0.988,0.028293907165527345,0.8862,0.5278725280761719
adamw_long_aug_160,cbs_budget_matched,2,112,43792,0.004129876626134974,0.06671156783148646,,0.10941898913151242,0.10941898913151242,saved running statistics,0.994,0.024341156005859375,0.8849,0.5293464813232421,0.994,0.024341156005859375,0.8849,0.5293464813232421
adamw_long_aug_160,cbs_budget_matched,2,113,44183,0.003971907697329141,0.06949956057280302,,0.0,0.0,saved running statistics,0.998,0.018521827697753908,0.8869,0.5214013168334961,0.998,0.018521827697753908,0.8869,0.5214013168334961
adamw_long_aug_160,cbs_budget_matched,2,114,44574,0.0038162671768271384,0.06812872960932553,,0.0,0.0,saved running statistics,0.994,0.018391857147216795,0.8864,0.5224384216308594,0.994,0.018391857147216795,0.8864,0.5224384216308594
adamw_long_aug_160,cbs_budget_matched,2,115,44965,0.0036630151822685374,0.06806574627231807,,0.0,0.0,saved running statistics,0.99,0.028388689041137696,0.8863,0.5250343856811523,0.99,0.028388689041137696,0.8863,0.5250343856811523
adamw_long_aug_160,cbs_budget_matched,2,116,45356,0.0035122109087019193,0.06661751453325153,,0.0,0.0,saved running statistics,0.984,0.03746982955932617,0.8825,0.5406567993164062,0.984,0.03746982955932617,0.8825,0.5406567993164062
adamw_long_aug_160,cbs_budget_matched,2,117,45747,0.003363912605720222,0.06237216462686658,,0.0,0.0,saved running statistics,0.994,0.027571746826171875,0.8893,0.5219290756225586,0.994,0.027571746826171875,0.8893,0.5219290756225586
adamw_long_aug_160,cbs_budget_matched,2,118,46138,0.003218177554961278,0.06495486165173352,,0.0,0.0,saved running statistics,0.994,0.018473731994628907,0.8895,0.5133168991088867,0.994,0.018473731994628907,0.8895,0.5133168991088867
